;term;0;1;2;3;4;5;6
74;actuel;0.0;0.0002002933624193824;1.426527672726625e-05;0.0006036368709076897;0.0;0.0015811530554522;0.0
75;actuellement;0.0;0.0035474173870146857;0.0;0.0010136436380961604;0.0;0.00014092290240593262;0.0
76;adapte;0.0008954937977919556;0.0010440087354378427;0.0;0.01041399235788105;0.0006155718790526131;0.0016234301908775231;0.0
77;adaptent;0.0;0.000403509794559667;0.0;0.006527031497442477;0.0;0.0;0.0
78;adapter;0.00132915672179338;0.006751300838291634;0.0016971415464395814;0.018482821378842895;0.0006514145037369872;0.008768650194379623;0.008749112587414886
79;adapté;0.0;0.0001830455065495903;0.0;0.0032376064580007797;0.0003209968604761362;0.0006165166506731643;0.00016448209059804624
80;adepte;0.007481930553158635;0.001945598480811305;4.059456851433452e-05;0.0055380560160268825;0.0;0.0016092658966905596;9.290920561075111e-05
81;adeptes;0.0;0.00011888426975583809;0.0;0.0020563365106411654;0.0;1.875269320789819e-05;0.0
82;adhère;0.0;0.003148645342192505;0.0;0.0011097158226411037;0.00021970185756987917;0.0003193324724527084;0.0
83;adhérer;0.0;2.5540695412710163e-05;0.0;0.00040692626064416684;9.311192988205849e-05;0.00026240218996273154;0.0
84;adhésion;0.0;0.00024325071787510558;0.0;0.002195584170606205;0.0;5.451856917717774e-05;0.0
85;adict;1.2124060077820686e-05;0.00024214147049898843;1.4888465982276371e-05;0.0001626264419843927;1.6019217954880283e-05;8.351078038340104e-05;0.0
86;adieu;0.0018358730350728249;0.0;6.295670822465276e-06;0.0001482972765679102;0.0;0.00014856763634289673;0.0
87;adixion;0.0;4.9409345580550776e-05;9.62555636253075e-05;0.0002251353467279162;7.930622437946122e-05;0.00022679118309374227;0.0001967768843143561
88;admettre;1.2032831042202865e-05;7.23462517634439e-05;0.0;8.388875197486205e-05;1.2279676998027598e-05;4.9194362338357455e-05;0.0
89;ado;0.0;2.7915317684506665e-07;0.0;1.1244704317924518e-06;0.0;1.0670553044972009e-07;0.0
90;adobe;0.0;0.0;0.0005935362407205598;0.0008110876391684346;0.0;9.505412292892089e-06;0.0
91;adolescence;0.0;0.00010817291930200623;0.0;0.0016470658961890473;0.0;4.183855181587314e-05;0.0
92;adooooooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;3.47015365557649e-84
93;adooooooooore;8.611749444389791e-06;0.0;0.0002195551533221829;0.00033798360182016166;0.00015720693725980437;0.00045653169787010555;0.00029188300584965897
94;adooooooore;0.0;0.0;0.0;0.0;0.0;0.0;3.47015365557649e-84
95;adooore;1.0173702135552517e-09;1.4866828276000263e-08;5.726350720766606e-10;4.0881683822850524e-08;3.744666412781035e-09;4.335293085781353e-08;0.0
96;adoore;2.984260502240234e-05;0.0;0.0004941766777248861;0.0005181690970204289;0.0;0.000894928790363291;0.00039156323619838577
97;adopte;0.0;0.0;0.0;0.0;0.0;0.012296406909645076;0.0
98;adopter;0.0027715041914717652;0.0;0.0;0.006755213894859634;0.0002941019565852132;7.54761269007663e-05;6.839115251019348e-05
99;adopté;0.0;0.007619974857206114;0.00054280564816594;0.007661847909692021;5.4145227307351575e-05;0.0006280234527077164;0.002851139938541491
100;adoreeeeeee;1.5597621950938054e-05;2.5806821207609164e-05;0.0;3.4659182138942446e-05;0.0;5.295289887405853e-06;1.3912613676843418e-05
101;adorent;0.0;0.0;0.0;0.015651069944577052;0.0;0.0;0.0
102;adorrrrrrrreeee;0.0;0.0;0.0;0.0;0.0;0.0;3.47015365557649e-84
103;adoré;0.0;0.00011770780863513424;9.793401309471085e-06;0.0007380918723032671;0.0;0.0;0.00011399313061285482
104;ados;2.2139889694508037e-05;8.648921738024606e-05;4.846714437947176e-05;0.00013207785385908988;0.0;4.881175922310206e-05;0.0
105;adouci;0.0;0.0;0.008458871563777526;0.0065175615833906065;0.0;0.0;0.0
106;adoucir;0.0;0.0;0.00012610999357085204;0.0003815135407437016;0.0;0.00786207468337175;0.00036286895862122924
107;adoucissent;0.0;0.00013761893645795526;3.423298041578326e-05;0.00041536841263148844;0.0;0.00013414121416196835;6.775603591489558e-05
108;adoucit;0.0;0.0;0.0;0.015814561497178928;0.0;0.0;0.0
109;adpater;3.964128190059196e-05;5.42793529523282e-05;0.0;0.00033930703129067704;0.0;9.027618981579443e-05;0.0
110;adresse;0.0;0.0;0.0;0.0;0.0;0.004505012179304889;0.0
111;adresser;2.5802555988689117e-05;0.0002580710773153957;7.521353704902816e-05;0.00039922288342854665;4.4836987273650706e-05;0.00028530179597391835;2.0674081830415483e-05
112;adulte;0.0016284165661730418;0.0;0.0003466597446153219;0.0;1.5077544348814291e-06;0.0;0.0002715412826620786
113;advers;8.866107823113332e-06;2.035935298936033e-05;0.0;4.431941019039067e-05;4.417947489834144e-06;3.666359301819779e-05;3.722332514147419e-05
114;adéquat;1.1757928827093932e-05;5.8736536128408115e-05;2.1358853131262942e-05;0.0002192579961266967;8.730365153042529e-05;9.334658869310671e-05;3.3225391442697735e-05
115;affaire;0.0;0.0;0.0;0.008352797689709427;0.0002034549754886658;0.0;0.0
116;affecter;0.0;3.875042442322913e-05;7.87078673089285e-05;0.0004241128130478835;5.0773210421967126e-05;0.0003258243467730649;6.017166338567238e-05
117;affine;0.0;1.5591389153675654e-05;0.0;2.0302250624998805e-05;0.0;0.00010648385434538563;1.346063795980999e-06
118;affiner;0.0;0.0;0.0;0.010319110998504607;0.0;0.0;0.0
119;affoler;0.0;0.0027071946577017624;0.0;0.0;0.0;0.0;0.0015461682067364833
120;affreux;5.024874225651787e-06;0.00018667260410029936;0.0003199236267216268;0.0004645481579673572;7.001946183330797e-05;8.471697051551582e-05;0.0
121;affronter;0.0;0.0;0.0006012681294182946;0.0007652926861628845;1.1019634776179117e-05;8.09625126447245e-05;0.0
122;africain;0.0;2.1015453495043787e-06;8.699379910033034e-05;0.0018605433236138372;0.00012103392556734625;0.001158691723719946;0.00048699399352182624
123;afro;0.0;7.389961483657575e-05;0.0;0.0005746711412243157;0.00013447651938050935;5.557647448069551e-05;0.0
124;after;0.0;0.0;1.1419451110735388e-05;0.0012218705217138539;0.0;0.0;0.0
125;aftershave;0.0;0.0;0.006879756971025088;0.0;0.0;0.0;0.0
126;age;0.0;0.0011409128488784046;0.0005506037296086585;0.00261640650431598;2.640165349377635e-05;0.00034913948568758666;0.0
127;agen;0.003474934309180334;7.92481673168451e-06;0.0;0.0;0.0;0.0;0.0
128;agent;4.907568722933486e-06;1.6466008270052018e-06;0.0;0.0002751483619253481;0.0;0.0;2.4073715202519812e-05
129;agglomérer;4.49178498488581e-05;5.81713776452675e-05;5.616738248131567e-05;0.0004710877174564121;1.7357792198519888e-05;0.00043679251306952776;0.0001594673739800662
130;agir;0.0006840225987380675;0.006832269701660167;0.001027488233176786;0.009813339662610377;0.001548455588124586;0.004536071103634573;0.0016813432249332995
131;agrable;0.0009370147790354776;0.0016046611589121149;0.0013856703696678316;8.873285874114962e-05;0.0;0.00015822758202692903;0.0
132;agrandir;0.0;0.0;6.409360282024576e-05;0.0009748242572090174;7.393665252481935e-05;0.0001120021725680864;0.00017762392234882364
133;agraphe;0.0;5.542740189384184e-05;0.0;9.223480264345585e-05;9.491566610114285e-05;5.392296654554529e-05;3.591919705820684e-05
134;agreabke;0.0;0.0;0.002318099456020908;8.001332050643162e-05;0.0;0.0;0.0
135;agresse;0.0;0.0;0.0;0.0026000271673741557;0.0;0.00011163548313659118;3.485211899426764e-05
136;agressent;7.335733409402159e-06;0.0;3.607831039231738e-05;0.00023394962512698233;3.598245647331591e-05;0.0002801610381002251;0.00011730482352891417
137;agresser;0.0005774798365199709;0.009086562751761729;0.0;0.004380567438422272;0.0;0.0;0.0
138;agressif;0.0018182147434573316;0.0;0.00022955661090866421;0.0032844750440465345;0.00014346297578919363;0.0004375219327636795;0.0034759197635020147
139;agression;9.019583901887874e-06;6.0802455248961926e-05;0.00014193617500128276;0.0003476597359066466;2.380284946564175e-05;6.115626636960635e-05;8.012650273531055e-05
140;agressions;0.0;0.00010288978737396943;0.0;0.0013640005478364984;0.0;0.0;0.0
141;agrèable;0.0;0.0;0.012711856505724966;0.0;0.0;0.0;0.0
142;agréabe;0.0;0.0;0.0027056470377199615;0.0;0.0;7.359933156026769e-06;0.0
143;agréablement;0.0;0.0;0.0;0.024006472027734805;0.001592293268852302;0.0;0.0
144;agréble;0.0;0.004901244565095792;0.0021520129576393086;0.0002803773186014736;0.0;0.0;0.0
145;agéable;0.0;0.0;0.0;0.0;0.0;0.0;3.47015365557649e-84
146;aide;0.002523784319931094;0.0015103046077206681;0.0020483481803104187;0.010074340514545973;0.00010073919231254802;0.0012862024598912232;0.0013248317981456109
147;aider;0.0;0.00022431426125646178;0.0058064861830689546;0.009138606922388198;0.004557310588811455;0.0011211238335476117;0.0
148;ailes;0.0;0.0;0.0;0.00198381618441759;0.0;0.00010457531082459727;6.683432031753868e-05
149;aimais;0.0;0.0;0.0;0.0036531064977102976;6.721692120528391e-06;0.00028103204903203724;0.00010613757921404026
150;aimanter;9.008862080273318e-06;0.00043262815371925234;0.00047820457526365163;0.0005552066590354258;1.779582731241789e-05;0.00016625974770282775;0.0
151;aiment;3.7942568489033446e-05;7.569565106074466e-06;0.0;0.0001833408332130328;8.094424815905723e-05;5.4025208835410145e-05;4.7179573126987136e-05
152;aimerai;1.7939002333824583e-05;2.4133633514203547e-05;4.277245932526128e-05;7.0597762071428e-05;5.470662530519135e-06;0.00011941622308811743;3.3963928000954306e-05
153;aimerais;0.0;0.00013871053459699282;0.00013333108056754736;0.00016470436743871953;0.001186771449596341;0.0001614736480235753;0.0
154;aimez;0.0;0.0059502226741749145;0.0001332385995906331;0.00025532030559174143;0.0;0.0001860105194182296;0.0
155;aimons;0.0;0.0;0.0;0.007352062675517617;0.0;0.0;0.0
156;air;0.0;0.0;0.0;0.0015058527481586978;0.0;0.0;0.02279808398870333
157;aisance;0.0;0.0;0.0;0.002747845991137481;0.0;0.0;0.0
158;aisé;0.0007165377387635762;0.0;0.00231635406567885;0.0005098376260916925;7.03178062104213e-05;0.0002056475009541366;0.0
159;aisément;1.2248552881588145e-05;0.00010008885944435185;2.666191553217827e-05;9.436700951480448e-05;0.0;3.3362550050729347e-05;0.0
160;ajoutant;3.3271819634794755e-05;0.00020625667523858693;3.380148748086019e-05;0.0005900268185009283;2.2112392540379807e-05;0.0003720401131101727;0.0
161;ajoute;0.0005487434942079834;0.0;0.0;0.0031589280108318633;0.0;0.0;0.0
162;ajouter;0.0;0.0;0.0;0.0008049673507158315;0.02043070556991691;0.0;0.0
163;ajoutez;0.0;4.14383016539344e-05;0.0;0.000974244789652691;0.00010632355609342598;0.0007583066836004005;0.0001692611132095702
164;alarmer;0.0;4.786385432401501e-05;0.0;0.00021701248997553024;0.00011616658816241379;0.00022705958014247174;0.0
165;alcool;0.0;0.0018355418166400926;0.009903667062679748;0.0;0.0;0.0;0.002684669959225293
166;alcooliser;0.0;4.658699823534183e-06;3.0224728078351488e-05;0.0;0.0;4.079124807651004e-06;1.766842945439455e-05
167;alentour;0.0014194126878385015;9.443295038715662e-05;0.0019663537231685503;0.0;0.0;0.00047051543929162414;0.0
168;alien;1.907589041264174e-05;5.987625596798462e-05;1.4070198024240388e-06;7.830462881192797e-05;6.443335504964548e-06;2.9631870943470286e-05;4.966344745805547e-05
169;alimentation;0.0;2.392208154385461e-05;5.858694606559824e-05;0.00012318989082554644;2.0698975311838823e-06;0.00020292447441080233;9.056204357208591e-05
170;allais;8.869564514793429e-06;0.00021437322273423298;4.6752823567157914e-05;6.068937939919039e-05;0.00016311396749020104;2.6424353370913724e-05;0.0
171;allemagne;0.0;0.00505958072202589;0.0;0.0002189942230815206;2.86545355854871e-05;0.00013412577149403857;0.0
172;allemand;0.0;0.00010149232356188174;2.6965749221686506e-05;0.000377570419862391;0.0002776264920451012;0.0002569540906293368;7.292717852650155e-05
173;aller;0.007396971914514481;0.016286860415022853;0.004469828576004183;0.031395757584318486;0.0008167815915650151;0.007636796490062195;0.0
174;allergic;0.0;0.0;9.105467018743052e-07;5.137911105398893e-06;4.059085158406098e-07;2.510264809873845e-06;1.1052394029042227e-05
175;allergie;0.0;0.0003585734333073082;1.5815148312187208e-05;0.004326901980716133;0.0003912457533717179;0.001216352601942825;0.00016920356840697807
176;allergies;0.002019246423044898;0.0;0.0;0.0;0.0;4.753344088856232e-05;0.0
177;allergique;0.00035504047363341183;0.0008433143149403776;0.0003280558311618183;0.003599139694771768;0.000131511281272941;0.005912388848719685;8.8627656270863e-06
178;allergène;0.0;0.0;0.0022213977020500283;0.0;0.0;0.0;0.0
179;allergènes;7.804156607998627e-06;0.00016445484512590022;0.00012914299717966076;0.0003180443930143836;6.778587507274348e-05;0.0002898830393402883;8.525859790286447e-05
180;allez;0.0;0.006780685516338855;0.0011425342875005097;0.0011664038334568956;0.0003909591950959113;0.0009745167363397383;0.0
181;allier;0.0;0.0;0.0;0.002606089489523275;0.0;0.0;2.1726106176207852e-05
182;allonge;0.0044042485220189866;0.0031647319617848233;0.00035341314561423265;0.004678072687716191;0.00048662129428121454;0.002441890661147844;0.0
183;allongeant;2.65805048557732e-05;0.0007481344236819602;0.00016554718353930836;0.0006536094756309966;0.00015765482658013704;0.0004943060087395862;0.0
184;allongement;2.829071804734228e-05;0.00014305573593174735;0.0;0.00022690681476488007;4.674070108263235e-05;0.00021767367517767732;4.314118973346943e-06
185;allonger;0.0038005720009779095;0.011252949163635444;0.0;0.001112188682679776;0.0;0.018218806286495196;0.0
186;allongé;5.247918841756518e-05;0.0;0.0;0.0008223815036303889;0.00021896741890706456;0.0008567775744289941;0.0013404865370579048
187;allourdit;0.0;0.0;0.0;0.006960649326860017;6.0638757350223494e-05;0.0;0.0
188;allows;0.0;0.0;9.105467018743052e-07;5.137911105398893e-06;4.059085158406098e-07;2.510264809873845e-06;1.1052394029042227e-05
189;allure;2.2409715265320295e-05;0.0001515928215162523;0.0;0.001112511774409695;2.1207361969922232e-05;0.001019449153085306;0.00012857553788907426
190;allures;0.0;8.611652403748199e-05;0.0;0.00019986265908151054;2.017155223110298e-05;7.973623781421003e-05;2.534910111564211e-06
191;alléger;0.0;0.0001111451730814231;4.195574960395618e-05;0.0004057745388684009;0.0;0.00011244713511473384;1.5893659147607693e-05
192;allégique;0.0;0.0004954835881756192;5.683663082970679e-05;0.00014035334175892765;0.0;6.573246129426423e-05;0.0
193;allérgies;0.0;0.0011746446033467904;0.0;0.000490063441851613;0.0;0.00018730207686745907;0.0
194;alourdi;0.002264520610861343;0.0;0.0;0.0001692805740821147;2.9157990014200887e-05;2.5381414278094868e-05;0.0
195;alourdir;0.0013089146321629086;0.006697708223644696;0.003450885831141924;0.01460647923626029;0.0090504695038061;0.017963437262432273;0.011361958854553836
196;alourdis;0.0;0.00011770780863513424;9.793401309471085e-06;0.0007380918723032671;0.0;0.0;0.00011399313061285482
197;alourdit;0.0;0.003241816560949405;0.0;0.008911385570113483;0.0;0.0005891183658725839;0.0
198;aloès;0.002525104113287194;0.0;0.0;0.002717315407202284;0.0;0.0;0.0
199;altere;0.0;0.0;0.0;0.0;0.0;0.004807539685663983;0.0
200;alternance;0.0;0.0;0.00035227641910677424;0.0019624498415707257;0.0;0.0018267116701772318;0.00040520833290896174
201;alternative;0.0;0.0;0.0;0.0002932183029144959;0.0;3.643267650740041e-05;4.3089323297205874e-05
202;alterne;0.0;0.005401703375545335;0.0;0.0038278734608131067;8.670630052287246e-05;0.0;0.0
203;alterner;0.0;0.004414166698548345;0.0;0.0009151369466171542;0.00015307333193796506;0.0003733822093104062;0.0029295446803410874
204;altérer;0.0;0.0;0.0;0.0;0.0;0.0;0.002594396916180429
205;amande;0.0;0.0;0.0;0.0016135121073030307;4.210737041737171e-05;0.00013544786884635857;1.8847879352507983e-05
206;amateur;0.0;0.0;0.0031930812229810095;0.0;0.0;0.0;0.0
207;amazing;0.0;0.0;0.0033286011661565916;0.003175989830925551;0.0;0.0;0.0
208;amazon;0.0059239642343442665;0.04884073361825063;0.003091823327136663;0.010590222620109415;0.0059739771719809955;0.010435190108824582;0.0
209;amazone;0.0;0.00045188237875478174;6.460876424386417e-05;0.0004990362562099877;0.0009559608229888994;0.008730976696213073;0.0003578051747495423
210;ambiant;5.039124989542131e-06;6.736758874103874e-05;9.6507178589735e-05;0.0006526804075579879;3.4021256262727074e-05;0.00030731854198430455;3.92242447898384e-05
211;amelioration;0.0019117407232155544;0.0;0.0;0.0;0.0;0.004953482884011502;0.0
212;ameliore;0.0009156685120054053;0.0;0.0;0.007466568333741493;0.0;0.0;0.00479210121247937
213;amener;1.4679985886474996e-05;0.00014094063393911286;5.034096046341586e-05;0.0006091368197750336;3.504255350626447e-05;0.000461596537709845;0.0001337345852015589
214;american;1.6177122087795204e-05;0.0;6.64309210525229e-05;6.524535611968214e-05;8.115378752814366e-06;0.00010276733291860997;8.79299543777644e-05
215;ami;0.0003999537160450651;0.004623121465941613;0.0;5.114263783220562e-05;0.002862733383904712;0.0;0.013498628941010532
216;amie;0.011386579604524797;0.00023117769842873577;0.00020523012242466745;0.00016799297149732765;0.0;0.0005481869343459658;0.0
217;amoindrie;0.0;0.0;0.0;0.003522161639564683;0.0;0.0;0.0
218;amoureux;0.0;0.00012708243474082967;0.0;0.0014652090239005177;0.0;9.690156848702713e-05;0.0
219;amplement;0.005507655060478704;0.015575787396442475;0.0;0.0;0.0;0.0;0.009105356605863554
220;amplifier;0.0;0.00011987130109777241;5.3083253402699885e-05;0.0014254499969856842;0.0003667443127299699;0.00034860401757534523;0.00011093213641580052
221;ampoule;2.3318129773504862e-07;0.00014240218152732876;2.6018901734150664e-05;0.00034482758274682543;9.187600836998899e-05;0.00028025391112710985;0.0
222;ampoules;0.0018713464882256121;0.002870148367654141;8.038281976508785e-05;0.0029019835009307417;0.00019480391177108893;0.006383808197150929;0.0003018039950421545
223;amuse;3.3526761598193114e-06;9.361961300960465e-05;2.1251000096412648e-05;9.360013376199594e-05;0.00013175079362940284;8.116528167326793e-05;2.4633339887082017e-05
224;amusement;0.0;0.0;0.002633245363745505;0.0;0.0;0.0;0.0
225;amuser;0.0;0.0;0.0;0.0003300284544416169;8.266159025836978e-05;2.0674838653213165e-05;4.7430381260389496e-05
226;amélioration;0.003002818896299324;0.0;0.0;0.016598241069949473;0.0;0.0;0.006460091298259384
227;améliore;0.0;0.0;0.0;0.007044978393076867;0.0;9.703616434647875e-05;0.0
228;améliorer;0.0;0.0;0.0018118724784719554;0.0007529196769110139;0.0;0.0;0.0
229;américain;2.470103942724108e-06;5.4677854748102495e-05;0.0;0.00029682582858014847;0.0;0.0009822055449065844;1.66166667901364e-05
230;an;0.009110478046203026;0.025899782205636566;0.0011904574306328287;0.04642347608343581;0.01231013668897109;0.038805286823322335;0.0221189545196749
