;term;0;1;2;3;4;5;6
1186;crépu;0.0034308928639951077;2.0949354169467414e-05;0.0;0.0004294829581920032;0.0;9.815199758884541e-05;0.0
1187;crépus;0.0;8.403870765760135e-06;0.0;0.005522947903738992;0.00022916156003016338;0.00025952508326413905;0.0001784446867318652
1188;crême;0.0;0.0;0.0026431847012600824;0.0016144932076944253;0.0;0.0059535978174711434;0.0013732891115234875
1189;cuic;1.3527826866916196e-05;1.492483594550189e-05;7.738513809176991e-06;1.9034852825425335e-05;0.0;2.409972403343594e-05;2.1729599417126982e-05
1190;cuillère;0.0;0.0026367562598324313;6.217422643051246e-05;0.000602704802624945;3.2286995522281014e-05;4.124043662523379e-05;0.0
1191;cuir;0.00040735604786401364;0.00013418510797038902;0.00226235762034533;0.007467075767726449;0.003551039398282044;0.002697200064759851;0.0010221406224461041
1192;cuire;6.363276719128299e-05;0.0002844770779052137;0.0;0.0005338344805972449;0.00045561054652474165;0.0005166655817448155;0.0001196669316710429
1193;cuirs;0.0;0.0;0.0;0.000614461311924951;7.64530019367656e-05;7.81654382859274e-05;4.334155561596118e-05
1194;cuit;1.3527826866916196e-05;1.492483594550189e-05;7.738513809176991e-06;1.9034852825425335e-05;0.0;2.409972403343594e-05;2.1729599417126982e-05
1195;cuivrer;0.0;0.0;0.0;0.0010631095817538712;0.004483203822094419;0.0008983846209007184;0.0001729173562185354
1196;cuivré;0.000898619494128151;0.0001065452280579847;0.0;0.0003146415174840266;0.00017120308269561867;0.00042982085582723707;7.425211801248201e-05
1197;culpa;0.0;0.00011670710157539716;4.9463567437638114e-05;0.0005212368194007398;0.0;6.812430818811652e-05;0.0
1198;cumuler;6.230650559790706e-06;8.09571695741036e-05;3.9517572000836326e-05;0.0001744677635400768;1.2753288886191729e-05;0.00018560084033164114;5.629250736152047e-05
1199;cure;0.005036339492498921;0.002009374777290498;0.0001343208958791357;0.001578964202733746;0.0;0.0060985905016718404;0.0
1200;curer;0.0;0.0;0.0;0.0;1.0733952314644486e-05;0.005146904443306032;0.0
1201;cures;0.0;9.680176266250259e-05;0.0;0.00019503841176015833;3.5287416523237114e-05;0.00016795860404252236;4.504745320263464e-05
1202;curieux;0.0;0.0002273302436775072;4.2802512250217377e-05;0.0003229707576424941;7.702292850521932e-06;7.691349550864526e-05;0.0
1203;cutané;0.0;0.0002786506666215498;7.200307081508922e-05;0.000831325066913688;0.00020141447035105985;0.0002987483241446207;0.0
1204;cuticules;0.0;0.0;6.941791447386161e-05;0.0005508830697808812;0.0;0.00026690951969943433;0.001459912479780007
1205;cvient;0.0;0.0;0.0;0.0;0.0;0.0;3.47015365557649e-84
1206;càd;0.0;7.889447845933467e-05;0.0;0.00014990138322542806;0.00019572985835075238;0.00011277028362094382;0.0
1207;céder;1.3527826866916196e-05;1.492483594550189e-05;7.738513809176991e-06;1.9034852825425335e-05;0.0;2.409972403343594e-05;2.1729599417126982e-05
1208;célèbre;0.0;0.003177941333322688;0.0;0.0040702531457899715;3.0942621640516525e-05;0.0;0.0
1209;côte;1.6429345114106015e-06;0.0001311005104859608;0.00039079973958730725;0.00010938723958301116;7.187603954835219e-06;0.0001223043002982241;0.0
1210;côté;0.01068973420554108;0.003473047360625069;0.00014310077801762367;0.007922752120779777;0.0;0.0007225161163713427;0.0
1211;dab;0.0;0.0;0.0;0.0;0.0;0.0;3.47015365557649e-84
1212;dame;0.0;0.0010257410031437328;0.0;0.004639117842268202;0.0;0.0003498361966269988;0.0
1213;dames;0.0;0.0;0.0;0.0016253307138825379;0.0;4.270196273402121e-06;0.0
1214;damned;0.0;3.575907309011658e-05;0.0;0.0014438658604817834;0.0;7.059579044534167e-05;1.85173655650505e-05
1215;dangereux;0.0005311571389968294;0.00019796943305899897;0.0001579366701633567;0.0003323149840324727;9.45392520385345e-05;0.00018241783303741407;0.0
1216;danielle;2.547272671928995e-06;2.749860230488576e-06;0.0;3.286906897316589e-05;0.0;2.840257269077747e-06;0.0
1217;danse;0.0;7.69323114724141e-05;6.609515542221015e-05;0.0007730094582300604;0.00011822843178881993;0.0007583078436721957;0.00011527093128999663
1218;danseuse;1.1591241860517479e-05;8.348156106647529e-05;2.5992295251904435e-05;0.0001588032084250424;0.0;3.685938920693796e-06;0.0
1219;dany;0.010047926617541138;0.0;0.0;0.0;0.0;0.0;0.0
1220;dartres;0.0;0.0;0.0;0.002691090795909377;0.0;0.0;0.0
1221;date;0.006686214998403905;0.002204645456765606;0.0;0.0009534228224991381;0.0070572081935592595;0.006852621459798256;0.0
1222;dater;6.433988182582736e-06;0.0003184479598042479;0.0;0.0005617568223818573;0.00011118876942022483;8.636556403798875e-05;0.0
1223;dates;0.0;0.00013262796032010029;0.0;9.808792890032374e-05;0.00030804002144720635;0.00010600189401368368;0.0
1224;dautres;0.00042542022804308564;0.0;0.0005489598894765752;0.0007488673641779721;0.0;5.693084815974637e-06;0.0
1225;davantage;0.0003583252656789983;0.00017501047086105508;0.0005167519151934418;0.001279124377502838;0.0002491837341165866;0.002530796476383947;2.3641505866605526e-06
1226;david;0.0;8.953389788174004e-05;0.0;0.00010232362667334931;3.622189691759711e-05;0.00011765614859966758;0.0
1227;decevant;0.0;0.0;0.0;3.5721288005837475e-06;0.0;0.0;9.834259122885834e-05
1228;dechesse;3.676316635034992e-05;0.00017951422173686878;1.974218197010166e-05;0.00042878938945475274;0.0001898205009431447;0.00031963736967543355;2.621355576998051e-05
1229;dechets;1.7939002333824583e-05;2.4133633514203547e-05;4.277245932526128e-05;7.0597762071428e-05;5.470662530519135e-06;0.00011941622308811743;3.3963928000954306e-05
1230;deco;9.50878974502075e-05;8.820213026027321e-06;0.0;0.000813355923257417;0.00013430894460543066;0.0012513867269818072;0.00031588855484196893
1231;decoiffer;0.0;0.0003997152969922641;0.0;0.0008375405133865113;0.0;0.00021151828036404833;0.0
1232;decoloration;0.0;4.205483948005988e-06;1.8848165104563335e-05;0.0007281924770776835;0.0;0.00039162990143130184;0.00017609582809705607
1233;decolorations;0.002652577743788888;0.0;0.0;0.0;0.0;0.007652932866429711;0.0
1234;decolore;0.0;0.0;0.0;0.00032250615789619966;0.008396116553423613;5.5386850817351286e-05;7.370480031068012e-05
1235;decolores;0.0;7.715936321946115e-05;0.005385480260961439;0.0;0.0;0.0;0.0
1236;decoloré;2.4420226135147913e-05;0.0;0.0;0.00036125592156074264;3.255292857075564e-05;0.00033586227772393584;0.000124366188190225
1237;decu;0.0;0.00019661462606703118;1.9569436051145734e-05;0.0004674271819420448;0.00013270945351851474;0.0005537026308860682;9.689312255903017e-05
1238;decue;8.464080976001211e-05;0.00017789509569625096;0.0;0.0009432301325100445;0.0001287040276744143;0.0005624624124253242;0.00019474715205632838
1239;decus;0.0;0.00010801760037377057;0.0;0.0003060805964515938;0.00046627608851931845;0.00032774042046852786;7.674110297863174e-05
1240;defaut;0.00181945904101956;0.0024802553731134293;0.0;0.0;0.0;2.6675435107951754e-06;0.0
1241;defiant;0.0;0.0174787113536953;0.0;0.0;0.0;0.0;0.0
1242;degat;2.3748241640318564e-05;0.0002955190845494184;4.3753427580570233e-05;0.00015898642017452127;7.312344129895036e-05;4.70686148199693e-05;0.0
1243;degennes;2.081707901846881e-06;1.0460560093461563e-05;6.078791013359832e-05;0.00030989045720533913;1.1537919942807691e-05;0.00025689736318794447;8.991489980015853e-05
1244;degorger;0.0;0.0;0.0;0.0004693533123713426;0.000395398729125969;0.00031633152873281246;0.00024701282280467803
1245;degré;0.0;6.588986462799524e-05;0.0;0.0038627578654020184;0.00019096424295415187;0.00045588245647155544;3.252849358960402e-05
1246;dejauni;4.3896676117912065e-05;1.001041709022293e-05;0.0;0.00019503310827565705;6.26864799611102e-05;0.00019485608673081926;0.0002680131126189927
1247;dejaunir;2.4918273101699198e-05;0.00025710913282643723;0.0;0.0002992698700744645;0.00012597958936137803;0.0004968882809776689;0.00010094010896713613
1248;dejaunis;0.0;0.00024710210421031417;0.0;0.00026864105175155965;0.0;0.0008844861111181816;0.0
1249;dejaunissant;0.0;0.0;0.0;0.007658836679105144;0.0;0.0;0.01873492258237875
1250;dejaunit;0.0;0.003157916505368024;0.0;0.0064195719656012385;0.004391035641894401;0.0006201491840475877;0.0
1251;delai;0.0;0.0001780712753382052;0.0;0.0001859141828687081;4.381378648326112e-05;0.00021405714100037652;4.035098703771219e-05
1252;delicat;0.0;0.0;0.0;0.0;0.0;0.0;3.47015365557649e-84
1253;demain;0.0;0.00015339840100824786;0.0;0.0002802983802302767;5.943372472406901e-05;0.00012402303783040907;0.0
1254;demande;1.6807528873745965e-05;0.0;1.3062061076891748e-05;0.0006086488393663024;9.665610713569592e-05;0.000170709025615667;6.622190410084668e-05
1255;demander;0.0024204357021024273;0.0012644647264887735;0.0025798901440264696;0.019249019310386594;0.008298249691949037;0.0054269689038188434;0.00500320166383778
1256;demaquillage;4.286746237129626e-06;6.31641271961844e-06;0.0;0.0005817360310509402;2.339577854448946e-05;7.413081825775334e-05;5.779891699766568e-05
1257;demaquillant;2.7647083171515816e-06;9.140893528550742e-05;5.25547787284735e-06;4.7223468321230034e-05;0.0;7.725696500966774e-05;0.0
1258;demaquille;0.0;1.5146192690583188e-05;0.0;5.393617509057071e-06;0.0;6.0525140464058876e-05;6.419696630845321e-05
1259;demaquiller;2.7647083171515816e-06;9.140893528550742e-05;5.25547787284735e-06;4.7223468321230034e-05;0.0;7.725696500966774e-05;0.0
1260;demarcation;0.0014985092299837127;0.0;0.00010819228087058906;0.0021079920060757553;6.954431019083025e-05;0.0;0.0
1261;demelage;9.694962306887664e-06;4.482859821005587e-05;0.0013852641717390364;0.000546303086348747;0.00014681967975404674;0.0001479854696813762;0.0
1262;demelant;0.007374056962647266;0.0;0.0;0.0;0.0;0.0;0.0
1263;demelante;0.007824059217062663;0.0;9.152443727552295e-05;0.0005668068297854108;0.0;0.0;0.0
1264;demele;0.0;0.0058671379511877775;0.0;0.0;0.0;0.0;0.009145177359675162
1265;demelent;0.00011150460198333411;0.0005941040133055187;0.0;2.295903709257651e-05;0.0008637551491662555;0.0003028571631867482;0.0
1266;demeler;0.0;0.0;0.0;0.008313552958118748;0.0;0.0005639378269105857;0.0005402233696796594
1267;demeure;0.0032609663598926393;0.0031702422880671354;0.0;0.00018003485332417633;0.0;5.466155118267626e-05;0.0
1268;demi;0.0;0.0010848515511309698;0.0;0.005958462703383164;0.0;0.0011750428734019329;0.0
1269;demmêle;0.0;0.0001429041857682209;3.634030935966955e-05;0.00034121076917700447;8.63822210417518e-05;0.0002948384241769597;0.0
1270;dense;0.0;0.0;0.0018341538137278848;0.003592300553007755;0.0;8.803292633063272e-05;0.0015332039402959207
1271;denses;1.0244888695486554e-05;6.811196091715008e-05;3.10553631240801e-05;0.00014169087717649993;4.484392858592094e-05;0.00011977593877288405;1.130455815564173e-06
1272;densification;0.0;8.972093081753538e-05;2.379908865776904e-05;0.0005992013139465514;2.331640351386663e-06;0.0005208623306056326;4.7865257648392526e-05
1273;densifier;0.0008091416741916775;0.0;4.133154549824751e-05;9.933711737031109e-05;0.0;0.00024407784405311366;0.00012029392814968353
1274;densifique;0.0;0.0;0.0;0.0005415736791325521;0.0;2.5734319344798297e-05;0.003822902576659701
1275;densité;0.0;0.0;0.0;0.001526243412984904;0.0;0.0;0.0
1276;dent;0.0;0.0;0.0;0.0003606840869328094;0.0;0.00026153124902735534;6.849614182939804e-05
1277;dentaire;0.004342127053782983;0.0;0.0;0.0;0.0;0.011246808024854112;0.0
1278;dentifrice;0.0;0.0;2.5561340299165726e-05;6.248897727460765e-05;0.00010450419359346244;3.223361792526363e-05;6.984456480517746e-06
1279;dents;1.914252943105151e-06;6.337281161132844e-05;2.3258511573884362e-05;5.668396013465207e-05;9.63660732055962e-05;3.581771258804461e-05;4.7211596370050964e-05
1280;deouis;0.0;4.2369932850284405e-05;0.00010065098698398795;0.00031344818556765155;2.1780093515075134e-05;0.00020072624373896158;2.1708295298872504e-06
1281;dermacol;0.0;0.0;0.0;0.003768317054824174;0.0;0.0;0.0
1282;dermatologique;0.0011063859763179738;0.0;0.0;0.001507168546417181;2.380975177243524e-06;0.00030084939445803644;0.0
1283;dermite;0.0;0.0;0.0;0.001995447194782493;0.0;0.0;0.0
1284;dernièrement;2.2386560333247845e-06;0.00017473107272866705;4.082046281883506e-05;0.00010311028281814777;5.697770359668303e-05;0.00014318508961490417;0.0
1285;desagreable;0.0;0.0;0.00871370423058861;0.002829685340860903;0.0;0.00046361172974514377;0.0
1286;descriptif;0.0;0.0;0.0;0.0;0.059611651845319386;0.004430307570618789;0.0
1287;description;0.0;0.004580035996839171;0.010270819308549521;0.0;0.3937897464729643;0.0076787379187415366;0.014490261250347967
1288;design;0.001599059812839124;0.003346906725598363;0.0006723872035400898;0.0023297634453005632;0.00019194134722847397;0.0008176129849314698;0.0
1289;desing;0.0012593464677564932;6.731348657011449e-05;0.00022769880511558263;0.0004347205251895814;0.0;5.3784051715388975e-05;0.0
1290;desolee;1.0488240922488222e-06;3.590633288639261e-06;0.0;1.354422010851021e-05;0.0;0.0;0.0
1291;desquamation;7.330610763477555e-07;4.962530044762502e-05;7.85702790166556e-06;0.0003804396252847106;3.76148505238862e-05;6.954584330450647e-05;3.196944383532966e-05
1292;desquame;0.0;0.0;0.0;0.005501175299484287;0.0;0.0;0.0
1293;dessange;2.47382067484324e-05;0.00023736130495593863;6.246438785936443e-05;0.0005436745637981208;0.00013188211341157003;0.00047773833020870024;3.373977732658275e-05
1294;dessanges;0.0;0.0;0.0002015957551437183;0.00011924566192794556;0.0;0.0006250578455328998;0.00036702711349193316
1295;dessechant;5.201575756558831e-06;0.0;4.28402226019723e-05;0.0002576955037121365;0.0;1.88023310262929e-05;3.8328745523317264e-05
1296;desseche;0.0;0.0;0.0;0.0038467360173090833;3.553388464911675e-05;0.0004254409391785257;5.662180849045424e-05
1297;dessine;0.0;0.0;0.0;0.0009293309276510102;0.0001045644335352017;0.0005689869378669989;0.002397301911186398
1298;dessiner;0.0;0.0;8.201792683577017e-05;0.0024736175556182;0.0;0.00017222553176093072;0.0
1299;dessins;6.2537482749883955e-06;4.1810577630871745e-05;2.248479434253071e-05;3.4502411690824677e-06;4.0610844480456184e-05;0.0;1.916692539010907e-05
1300;dessèchement;0.0011586741968200541;0.0;2.380344906898247e-05;0.0007464308035438863;0.00022966039484162627;0.0004736741307243103;0.00015294186593403547
1301;dessècher;3.793336701328574e-05;0.00012776660454248554;0.0;0.0004331386601345696;5.456024004884766e-05;0.0003383385170240797;0.0001059492973022287
1302;dessèchés;0.0;0.0;0.0;0.003566442687328833;0.0;0.0;0.0
1303;desséchant;0.0;0.0;0.0002015957551437183;0.00011924566192794556;0.0;0.0006250578455328998;0.00036702711349193316
1304;dessécher;0.0;0.00019317041209100517;0.0070117342708068174;0.006238589375605861;0.00018767359708737977;0.0034088002481682334;0.0003879662187917904
1305;desséché;1.287932540923799e-06;0.0003044643226468275;0.00026011708978123407;0.0007606076529814242;0.0;0.0003745159660377997;0.00019789734253812692
1306;destination;2.176283160905187e-05;3.482722215194777e-06;0.0;0.00046301344877684855;5.8222031071031325e-06;0.000341816824964626;0.00015658188044894944
1307;destiner;0.0015915835382619224;0.004969320189937178;0.0;0.002091049048047071;3.6314165233139045e-05;0.0034891136312182923;0.0014779202523722186
1308;destructeur;9.427784151446422e-06;0.00013167382367254183;1.0725127074018883e-05;3.578315397686637e-05;2.8566236466380616e-05;4.8400393909052604e-05;6.86782546656163e-06
1309;detail;0.0;0.0;0.0;0.0008934120037297212;0.00010231761286096776;9.218043311856658e-05;0.000105447046002478
1310;detroné;0.0;0.0035521767144091163;0.0;0.0;0.0;0.0;0.0
1311;deuxieme;0.0031154261848186154;0.0;0.0;0.0;0.0;0.0;0.0
1312;devenir;0.003075484446033588;0.0037516558693095766;0.004187846651065159;0.01665753512251502;0.0;0.006645408742537755;0.0
1313;devenu;0.0;0.0;0.0;0.002718792014989859;0.0019627602081807036;0.00021350573623876433;1.1580116689293505e-05
1314;devenus;0.0;2.1303541724921444e-05;0.0;0.00036645954271944444;0.0;0.00025770536479723956;4.281305504666978e-05
1315;deviendront;8.516383502662741e-06;7.212879454575312e-05;0.0;0.00026894497379687925;5.644894431376101e-07;9.354486363316002e-05;1.8153974684213443e-05
1316;devient;2.5290912216591537e-05;3.0160651628514666e-05;0.0;0.00019929323885327973;5.3773289599029194e-05;0.00013863777516377837;0.0001808103010153434
1317;deviner;0.0;0.0;0.0;0.00012751517376403902;0.002103896349938058;0.00011025047980194931;0.0
1318;dextérité;0.0;0.00014294133869631692;4.3566338559895616e-05;0.0003616069778748794;3.229838011991098e-05;9.009035697912066e-05;1.4240871542924943e-05
1319;deçu;0.0;0.0005586003603259242;0.002818903867738115;0.00034413451023211704;0.00010676152885920153;0.0005342651332360529;0.0
1320;deçue;0.0;0.00036360080558923204;7.126397577495903e-05;0.0008758808448135812;0.0;0.0009083755382129001;9.415613992554393e-05
1321;dictionnaire;5.233082194073611e-07;0.0001056170394787697;3.8429378684712054e-05;0.000134398534182055;1.08033641912987e-05;4.848681242740723e-05;0.0
1322;die;0.0;0.0;0.0;0.0005952398522774618;0.00016506734427529574;0.0001686681868563997;7.911009709010095e-05
1323;dieu;2.075938930145186e-05;0.00012138242995251852;4.418370555207766e-05;0.00034300663137521456;1.744083398986591e-05;0.00024583268116814167;7.726742709998998e-05
1324;difference;0.002373046826202571;0.0;0.0;0.003271853868707693;0.0;0.007350735261556188;0.0005922428896569563
1325;difficile;0.007729209233478152;0.03255910148942417;0.005197452769930844;0.01702612344013127;0.0;0.02097344500104689;0.0
1326;difficilement;1.816588274150121e-05;0.0009444263252917863;0.00021514713568372246;0.0009846820422379336;0.0;0.0009890469504678968;0.0002588889398480897
1327;difficulté;0.0;0.0;1.4298583075210021e-05;0.010022179965390034;0.0;0.0;0.0
1328;diffierement;0.0;0.0;0.0014512468952670202;0.00022291810021357307;0.0;4.090772878181336e-05;1.4062129946786574e-05
1329;différant;5.462035463166748e-06;5.736598849504464e-05;1.5716252971706306e-06;7.050817548543426e-05;0.00010563522578212614;8.606771500900838e-05;0.0
1330;différence;0.003348230616511748;0.00391796870024163;0.005111917456691228;0.016415458765305736;0.0007919810014524208;0.009132256917832537;0.0046309056234496195
1331;différenciant;0.0;0.00022043687181357477;0.0005338252652539968;0.00036545449918034515;3.6864016548069506e-05;0.00018127664439831484;0.0
1332;différencier;5.595947117605567e-07;4.1646253020294767e-05;9.218286535076493e-05;0.0002468829609620462;4.529712874776955e-05;0.00022908968848484555;6.590418909382931e-05
1333;différenxe;0.0;0.00028196871326772034;3.6924847734938663e-06;0.000221014297948198;0.0;0.0003367269853012269;0.0
1334;difícil;0.0;0.00032382579760726964;0.0003196507834893741;0.0004749747067179063;3.078648367690496e-05;0.00042343721106184273;8.382487584453262e-05
1335;dilatés;0.0;2.4577961269258944e-05;0.0;0.0004418312095647182;0.0;0.00023440577300618443;4.122310831182043e-05
1336;diligence;0.0;0.0;0.0;0.0;0.0;0.004505012179304889;0.0
1337;diluer;1.9365785282477077e-07;0.0;0.00031959246311884926;0.0004185732392713084;0.0;0.0008040873624761827;0.0005302883012664466
1338;diminuer;0.002247758136854172;0.0043504178591704835;3.881585672882433e-05;0.0011595854806491133;0.0;0.0006689139803696227;0.0
1339;dior;0.0017765396074790787;0.00021212719073907487;0.0;0.0015347308033509027;4.964491714374103e-05;0.0008560314436480931;8.050135317620425e-05
1340;diorshow;0.0;0.0004072834122341014;7.38383422453166e-05;0.0007109185674266362;0.0001517944539953551;0.0008622010519283962;0.0
1341;dirai;0.0009215517550753448;0.00025217849836469243;0.0;0.000996616505152022;6.696407708576022e-05;0.00043333850889614334;0.00018539335203047593
1342;dirais;2.0500681485259578e-05;0.000345152589206252;0.00028232804866146617;0.002396214625829358;0.00023456883295757062;0.0011060335551747774;0.0004579624421866143
1343;dirait;0.0;0.002869323248561274;0.00036088863974363574;0.0009583260042842226;0.00010085292603574123;0.0006458809711170625;0.0011677885495389253
1344;direct;8.428307774430144e-06;0.00034223441763633135;0.00025548060496248146;0.0005471043529495203;0.00015071309764366273;0.0004004964599879692;6.142554686607146e-06
1345;dires;0.0015597482696936378;0.0;0.0;0.000459325129574179;0.0;0.000554663349589184;8.290606592359445e-05
1346;dis;4.4438211448897505e-05;0.00018933996188116623;0.0;0.00040766020249146767;3.890325471109928e-05;0.00028230275161900316;6.442310417901e-05
1347;disais;0.0;0.0;1.1419451110735388e-05;0.0012218705217138539;0.0;0.0;0.0
1348;disant;2.3566263181447716e-05;0.0006967311447541231;0.0;0.00035659763413152333;0.0;0.0001717205462298401;0.0
1349;discipliner;0.0;0.0;0.004237014640979701;0.001957101083052272;0.0;7.092540752205647e-05;0.0
1350;discret;0.0;0.006011365042236891;0.018068525899744215;0.023896188766145965;0.00026964088931089215;0.0008681740572127519;0.0
1351;discrètement;0.0;0.0;0.00015746074908059717;0.0002623500991834154;5.050550144674942e-05;0.0006664090836374615;0.00041728060458353673
1352;dise;0.0032283834260998867;0.0033429928571552404;0.0;0.0020274329131630027;0.0;0.0;0.0
1353;disent;1.1110007473020834e-05;5.678048337823371e-05;2.192743697202473e-05;0.00011998426310177438;0.0;4.677419342032692e-05;9.168819453374881e-06
1354;disgracieux;8.400487967256148e-05;0.00021638343070960457;3.195429642057233e-05;0.000669605826284161;4.337039269389045e-05;0.00033868285152373616;0.00010464880202469773
1355;disign;2.0190797962177063e-05;0.00014902874298333368;0.0001846288125888354;9.949360861965355e-05;0.00023053666718975127;2.2125051147182825e-05;0.0
1356;disodium;1.6843806761002319e-06;1.7889641601375577e-06;4.3099484402446405e-06;3.196473944924995e-05;0.0;9.122193331866189e-06;2.17825189687935e-05
1357;disons;0.0;1.4290967745920579e-05;0.0;0.0023869686546869203;0.0;0.0;0.0
1358;disparait;0.0;0.0;0.0034542515218962196;0.0009744734994300993;0.00010651103891051156;0.0005255192041998312;0.0
1359;disparaitre;4.763403448516872e-06;4.351646753438902e-05;0.0;0.0003371016692985614;1.6058168462147472e-05;0.00018363105842216868;2.0822320425253346e-06
1360;disparaître;0.0007007442233841681;0.0011935836389184331;0.004226923173364972;0.003582448716385713;0.0;0.0006172730827224762;0.0009645078520849452
1361;disparu;6.682824572443872e-06;0.0001691317170153681;0.0;0.0003621392455426018;0.00012747663197566663;0.00029508818162663115;0.0
1362;dispatcher;0.004311126740035327;0.0;0.0;0.0;0.0;0.0;0.0
1363;dispencieux;0.0;0.0;0.0;0.0;0.0;0.0;2.8634992750826912e-05
1364;dispense;0.0;0.0;0.00045209205497881926;0.001579451032985489;0.00016477927016924599;0.0017695586810992242;0.0010377828826060912
1365;disponible;5.762427406006393e-05;0.0002689130192950068;0.00018077119694080436;0.0001195680516188497;7.537303249354218e-05;0.00013007434708529837;0.0
1366;dissertation;0.0;0.0;2.6376130249593857e-06;3.1087460954626305e-05;1.850943070295493e-07;1.4597185224204411e-06;0.0
1367;dissipé;0.0;0.0;0.0;0.0022705606486371653;6.115004518276871e-05;9.082837871818282e-05;4.7416265928833236e-05
1368;distribuer;1.4109327002511655e-05;0.00036062687114039426;0.0001544687503234663;0.0008052173383638412;7.155505940910314e-05;0.00011923802978708843;0.0
1369;distributeur;0.002653812905488269;0.0009393894943971662;0.0;0.0002798150404714091;0.0005703942238534976;0.0006170882896043553;0.0
1370;distribution;0.00394794329373238;0.0;0.0;0.0011737151004799524;0.0;0.0;0.007315793990892404
1371;dithyrambique;1.997781107745008e-05;6.836587559858336e-05;0.0;0.0004931731708990835;7.146908927362815e-05;0.00012068716729291659;4.762105424891511e-05
1372;divan;1.002755460672427e-05;7.831656717785236e-05;1.1762342246064041e-05;9.52949092366417e-05;1.3437653860117707e-05;6.902708408521976e-05;1.740502537284069e-05
1373;divin;0.0;2.223125620343814e-05;4.8657390976728896e-05;0.0004183553574276591;3.5676799776238375e-05;1.1411480025890725e-06;8.36394295392492e-05
1374;divine;0.0;0.0;0.026562081812826682;0.004879638894896848;0.0;0.0;0.0
1375;divinement;0.0;0.021198362097692665;0.0010837240416726051;0.0008578667898345776;0.0;0.0008745006460079202;0.01322347064976014
1376;diviser;0.0;0.006870824443627795;0.0;0.0;0.0;0.0;0.0
1377;dizaine;0.0004910358777988153;0.0;0.0010589849086784448;0.004003844264954427;0.0;0.0002606908101467623;9.787158261909233e-05
1378;docile;0.0;0.0;0.0;0.0033827981855152293;0.0;0.0;0.0
1379;doigt;0.0023699099059696165;0.0006954515184672154;0.004553003797722487;0.005057386950858371;0.00016925749631448321;0.0017013285301020241;0.00021276698962781007
1380;doigte;0.0;0.0;0.00012947089995501835;0.00020558513736371618;0.0;8.563502572832557e-05;0.0
1381;doigts;0.003053190969426931;0.0;0.005198029865061392;0.0012679661564591934;0.0;0.0007422547296100762;0.000244492569838205
1382;domage;0.0;0.0;0.004577399614351055;0.0;0.0006049365402717142;0.000662408284662657;0.0
1383;dominance;0.0;3.654710085111474e-05;0.0;0.00015155488806242067;0.0;0.0;0.0
1384;dommage;0.006245357858660189;0.024304701503038765;0.04748231028553591;0.0164800412446101;0.010814049444651249;0.011920470081638103;0.028030505968438944
1385;dommange;0.0;0.0;0.0;0.0;0.0;0.0;3.47015365557649e-84
1386;dompte;9.065296529914413e-06;4.34418993233697e-05;7.21442699663999e-05;0.0003327593779160926;3.614757938372383e-05;0.0001392237610192762;0.0
1387;donc;5.201575756558831e-06;0.0;4.28402226019723e-05;0.0002576955037121365;0.0;1.88023310262929e-05;3.8328745523317264e-05
1388;donne;0.0;0.00024317132443357284;0.0028512476017941743;0.0016024200895446948;8.175654467462171e-05;0.0014198088666770561;9.809684884605402e-05
1389;donnent;1.6910144337044015e-05;9.644116839619164e-05;1.8844051634918476e-05;0.00031064602536651074;0.0;0.000585417459993809;0.0
1390;donner;0.0070668258480201295;0.033836102595620005;0.014956663626835587;0.11224960834670886;0.013509915395337664;0.043132030129584234;0.0019910054300323952
1391;donné;0.0;7.336504473651945e-05;1.5164098159325829e-05;0.0005590846645334152;0.0;3.913836438407808e-06;9.617580881801887e-05
1392;dorer;0.0027088021908956263;0.0;0.0025166049634930644;0.002698360735901027;0.0007778621573733235;0.0015214281627737554;0.0006110446643217309
1393;dormir;0.0;9.777690189553389e-05;7.854320543600742e-05;0.0005271906871895012;0.0;3.57276622261614e-05;0.00011715276547957432
1394;dorénavant;0.0;0.0;0.0014443015437213846;0.0002392704131067063;0.00015626027215691202;0.00013769276927948595;0.0
1395;dosage;0.0;0.0012719415357341781;0.003073797083378984;0.0023090117833452495;0.0;0.00578173443228559;0.0010635307599657772
1396;dose;0.0;0.007878864008381841;0.0007348182504258497;0.007932035690491503;0.00022525556733474326;0.0024227372184345;0.0
1397;doser;0.0;0.002644307279017561;0.004560823103875954;0.0025103268561014994;0.0002334577203610099;0.0008460374865773263;0.0
1398;dosette;0.0008163531760142757;0.0;5.4148910549534485e-05;4.8179536497999334e-05;0.0;0.0001493780321791254;8.606784600390963e-05
1399;doseur;0.0;0.0005765503905358165;0.000572289014014545;0.0015089597449927884;0.0005454753909183765;0.0013061205936190391;0.00018012242115822636
1400;dossier;1.002755460672427e-05;7.831656717785236e-05;1.1762342246064041e-05;9.52949092366417e-05;1.3437653860117707e-05;6.902708408521976e-05;1.740502537284069e-05
1401;doter;0.0;0.004796499254108213;0.0;0.0;0.00016226398697506526;1.6881256969561186e-05;0.0
1402;dou;1.456555091534116e-05;0.0;0.0002018747121748781;9.238864192933182e-05;0.0;0.0007319023246797126;0.0003827664875908162
1403;double;0.0;0.011365295614583649;0.0014321641107978038;0.0005186920435028526;0.0;0.006006401019493279;0.0
1404;doublement;6.088613177554341e-06;0.00012952659832597872;2.8260795720220377e-05;9.987808623334315e-05;1.88372113179798e-05;0.00018919713992859199;1.0178100700713137e-05
