;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
29;Je connaissait déjà le produit qui est très bien. Je l'ai recommandé par erreur et renvoyé, j'ai été rapidement remboursé;0.05865348826338006;0.00022933651236001776;0.0;0.0017960082132071993;0.001112007929809851;0.002076550377596006;0.0;0.0;0.0111534017197258;0.0;0.0017418214712166477;0.0;0.0032836036352350446;0.0007491274684739574;0.0;0.0013878543869314788;0.0021097251130391035;0.04035949982197682;0.0028337300451574824;5.7965872608720096e-05;0.0004036324261598356;0.0013633366598625862
30;Excellent produit de qualité professionnelle. Très satisfaite de cet achat. Vraiment efficace et adapté à mes bedoins. Parfait. A conseiller.;0.0;0.0005159195470585973;0.0;0.0014347668111961266;0.0018777196953698215;0.0919916039590429;0.08261766514084355;0.00036383329578771364;0.0010944490292686701;0.11641009294062743;0.0;0.000420352685604467;0.000666166436932303;0.0033919550077538925;0.0;0.0;0.0009473736124238837;0.0;0.018120549407424594;0.0;0.0;0.0021652314486857137
31;Produit avec une bonne senteur qui hydrate et illumine la chevelure instantanément et reste léger et non gras. Je le recommande hautement.;0.051496206112013686;3.588073253128191e-05;0.0027568337041887227;0.009458253114860291;0.0;0.0018621336585922534;0.00044468840132816964;0.000722598927665371;0.0;0.0;0.0;0.0;0.0002821097207826856;0.0;0.0016470062406412815;0.009903405285179422;0.00024127082388622015;0.0;0.0;0.0;0.0;0.12433986321002194
32;Effet anti âge et revitalisant sur une peau mature hydrate et assoupli la peau;0.00023562546663426906;0.0;0.0004037905192985106;0.13978886426590925;0.0;0.0010620394346616598;0.0005062454307443164;0.0;0.0;0.0;0.0;3.080012506964973e-05;0.0;0.0;0.0;0.0;0.0037958397728548913;0.0;0.0;0.0;0.0;0.0003795902173828857
33;Pour du l Oréal il est de très mauvaise qualité il colle et bave après moins de 2h vraiment je ne le recommande pas du tout pour tester pas mal de produits il fait parti des plus mauvais;0.04797591351167817;0.0005392923092230108;0.002322690949439664;0.000195528020345873;0.0001995988894090201;0.0011598608546390982;0.06456117080672008;0.0;0.002472789854810949;0.0005444117659717353;0.0;0.0;0.0019377994917422997;0.006568274778115386;0.0030391726942478755;0.007869853955261429;0.00043180882091654286;0.008220782160893746;0.0004908434986736679;0.0027993868906836783;0.0018770360104365996;0.0014218399675403278
34;Brosse agréable, cils déployés, sans paquets. Odeur agréable. Prix raisonnable.;0.00011090736030699907;0.04981420789078123;0.08905527365313098;0.0;0.00020055977580229312;0.0;0.0;0.0;0.0;0.0;0.0005176046861708963;0.0020401913706023086;0.0;0.0;0.0066802267049686885;0.022690536865343607;0.0040432029235993065;0.0;0.002862603829978955;0.0;0.0;0.0
35;Texture super agréable, j’adore !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4342481814142023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;Je recommande ce produit que j'utilise depuis longtemps et qui fait son effet de coiffure naturelle sans laque - A essayer sans réserve -;0.06777820455185926;0.0;0.0;0.0;0.00044877232165136066;0.0;0.00034624398079128357;0.0;0.0;0.0;0.0;0.0;0.00033910805032049703;0.0022951150885435452;0.0;0.0;0.0027351323023438886;0.007200844077411905;0.0;0.13848940244182656;0.0;0.0010283565205051067
37;Très bon produit ... je l'utilise depuis 6 mois et j'en suis plus que satisfaite ....rapport qualité prix également...livraison plus que correcte;0.0;0.08849409504271424;0.0;0.0;0.0;0.09758070164755396;0.0005417938949362545;0.0;0.0;0.0;0.0;0.10813802823831976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15125824087922904;0.0;0.0
38;Ce mascara est super. Je l’utiluse Depuis des années. Par contre vous devez savoir que ce vendeur va vous l’envoyer sans blister. Vous allez le recevoir dans une enveloppe toute simple. Cela n’est pas mentionné dans le descriptif.;7.29111093056047e-05;0.0;0.0;0.0;5.447862723348781e-05;0.0012074741625941374;0.0;0.0;0.004455536970780861;0.0;0.0;0.0029682540310810197;0.0;0.0;0.00260608524169611;0.0;0.0;0.08185132274609627;0.000552327134744131;0.013610879550981777;0.0;0.0
39;Le seul qui ne me fais pas pleurer les yeux et que je supporte et qui est bien noir je recommande je ne prend que celui la;0.06414313812942671;0.0;0.0;0.0;0.0;0.001100062942677559;0.0006310926285386587;0.0;0.0;0.0;0.006211227257617582;0.0;3.0371696135694096e-07;0.0005111706608500119;0.006830093436797873;0.015097541400825518;0.0;0.0028337449445641426;0.0010521593713017962;0.0010539406740178645;0.004369254951899426;0.0
40;nan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;j'ai les cheveux vraiment très très sec et ce shampoing les répare très très bien.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006500797447969969;0.0;0.0;0.0;0.0;0.0;0.0;0.2385883227432283;0.0;0.0;0.0;0.0;0.0
42;obligé de faire une dissertation c relou;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003474983963512412;0.0004332975806848459;0.0;0.0;0.0;0.00030064370916310575;0.0001999815575809165;0.0;0.0004724615293167361;0.0;2.1426384098766344e-05;0.001157611962076636;0.0;0.0002900114181594007;0.00012987314771353305
43;Heureusement que sur le net il y a des tutoriels parce que le moins qu'on puisse dire c'est débrouille toi avec ce qu'on te vend...De la part d'une si grande marque c'est pauvre, (mais pas le prix) !;0.000220031446281153;0.03386613824974893;6.0210809123111015e-05;2.1969912795323945e-05;0.0;0.0008542712291666646;0.00042613959352437653;0.00045173012893050507;0.001088685858196572;0.0004867289034646829;0.0;0.0010891121651255163;0.0;0.004646650342580965;0.0;0.004269412220382447;0.003072374995542128;0.0016023645908220037;0.0085498694818949;0.0012942015182136788;0.01554191323264755;0.0
44;Efficacité prouvée grâce à ma fille, venue pour me conseiller, et à qui j'ai offert le deuxième produit.;0.00012614267170154832;0.000988318138912595;0.00033978330161023627;0.0017348633922725607;8.49656408264053e-05;0.001157218221142909;0.0009671485166848161;0.0;0.002675570220010847;0.0006132029018282138;0.002240950148967327;0.0;0.0017206840434976418;0.004054554468641039;0.003838702225189478;0.00040961480027322896;0.0033857922248485737;0.002942847580804039;0.0024731539147994034;0.006108935720451105;0.0017664922739785295;0.002483317550739409
45;J'ai les cheveux courts;0.00017444456118806753;0.0001668663185869096;0.0;0.0;0.0;0.0;0.0;0.0;0.0024825321099071983;0.0027199183800850034;0.0;0.0;0.0013547257181079908;0.0;0.004625418018240882;0.006828704708337769;0.0013054910029748194;0.0;0.0;0.002172706502275044;0.0;0.0
46;Je cherchais une cire qui tienne mes cheveux, ne les rendent pas gras, ni d'effet mouillé et que je puisse resculpter;0.0;0.0;4.1965560186401134e-05;0.0;0.0;0.0009364172635925128;0.0007909865025947684;0.0;0.006126546382035779;0.0;0.0;0.0;0.0;0.0;0.0;0.002164196287919256;0.0;0.0;0.0;0.0;0.0;0.16166430367298554
47;Cette cire fait son office, j'en ai essayé plusieurs et c'est la seul qui arrive au niveau de L'Oréal adixion pour homme qui n'existe plus;0.0;0.0005918157934750418;0.0012921341905721162;0.0007026830512232077;0.00012743194771673626;0.001283538538209402;0.0024304905450587963;0.0;0.0058778999078183255;0.0011746368607061279;0.0010959025834382512;0.001796175421247074;0.003521112641465515;0.007497496707180198;0.0;0.005304504396380876;0.005660596310723722;0.012235183952911335;0.004617017992293568;0.0032172041093524416;0.004003705035208339;0.012548774695084105
48;J'en ai même acheté plusieurs pots vu mon niveau de satisfaction;1.1694546034078785e-05;0.0013528981170154687;0.00023307865543491365;0.0;0.0;0.0004877030420176952;0.0;0.0010477101567840108;0.0033242720613652914;0.0007183428310561563;0.0;0.0006735863947533855;0.004691063030331694;0.0;0.0024536575232479;0.003643636692385945;0.001758449670796687;0.005225927507498198;0.010878076012229537;0.009472111049085906;0.00441120837967563;0.0018205016985714932
49;J'ai testé plusieurs palettes correctrices et j'ai fini par acheter celle-ci pour atténuer mes rougeurs et ma couperose.;0.00019437951191809467;0.0006920944472645086;0.0;0.0005136361202841171;0.0;0.00022247406000158;0.0001308417128671763;0.000753641728037681;0.003067950603612717;0.002008474602150515;0.002518452056774609;0.0;0.0015401958673268502;0.00028295256948768205;0.0011909489414815252;0.005093285220488861;0.00043190719577565327;0.003998722995637115;0.0060474163356163705;0.006284337027225152;0.004157249075539762;0.00179446079323292
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.00029128544880440804;0.0003547962259715567;0.0;0.0;0.0;0.0006277898363763232;0.0;0.0;0.0;0.002207823512802372;0.0;0.08874563793203862;0.0;0.09358609263065154;0.00031102788109152804;0.0;0.0;0.0;0.002490320171652651;0.0;0.0012035943255971433
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;0.00020192871507406459;0.00023019072856643135;1.3421838043338256e-05;0.009539355895653846;0.00039336422912189127;0.00026111314930127245;0.0006348130751502372;0.0;0.0020820833253734497;0.0004465487601955183;0.004060356905109401;0.0006286843963297852;0.0;0.0036645815926139324;0.06374993642919094;0.051248390159898044;0.004395998673499429;0.0;0.00031619874985547617;0.0033122965025905926;0.0;0.0
52;Livraison express comme d'abitude .;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.565507816567911e-05;0.0;0.0;0.0;0.11534713201937193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;petit prix .;0.0;0.1341039823313995;0.0;0.0;0.0;0.0;0.0;0.0;0.0002541526109492619;0.0;0.0;0.0;0.0019273126151838642;0.010466918198685473;0.0;0.02860613862666197;0.0;0.0;0.0;0.0;0.037805294802306266;0.0
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.0005125201264310554;0.0;0.0;0.0;0.0;0.0003552761350826218;0.0;0.0;0.0009562360442872062;0.0023193432558641655;0.0018774801670504693;0.0;0.0008125371892091273;0.0;0.0;0.0;0.0;0.0;0.008952590848980256;0.0;0.0
55;pratique avec sa pompe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3290338577017873;0.0
56;satisfaite de mon achat;0.0;0.0012101649936017672;0.0;0.0;0.0051160529745620745;0.21316317901770365;0.0006061670441690493;0.0003250007137062802;0.0;0.0;0.0;0.0018408487127712007;0.0;0.0;0.0;0.0;0.0;0.0;0.03720489981685813;0.0;0.0006822704359186768;0.0
57;Très bonne gamme, parfum doux et nourrit vraiment très bien le cheveux, je ne trouve pas mieux depuis ou sinon à chaque fois que j’ess Je reste déçu et reviens vite à ce masque;0.0005385986835712864;0.0;0.0003220570441883162;0.0006094546032076062;0.00043202437431726434;0.0;0.0;0.08644877847335046;0.0027911415113603504;0.0004722039770213628;0.0;0.00011464052390756089;0.0;0.11326950513882997;0.0;0.0036081860064617124;0.010500675596464507;0.002975262016585281;0.0;0.005048343741044818;0.0;0.013296104801297044
58;Mascara allongeant qui tient toutes ses promesses. Noir intense. Brosse fine à pivots. Ne fait pas de paquets. Joli packaging.;0.00045793253659862825;0.0;0.0011431834506225073;0.0007319113913267967;0.0003045412757289422;0.0;0.0011637827912826706;0.0;0.0006431523179689365;0.0;0.012526407298939099;0.0006511096450532045;0.0;0.0;0.007431199796607787;0.01807856810406263;0.0026298088820188967;0.0044413041781675875;0.0009332229615069288;0.0;0.028854575180103065;0.0
59;très bon produit ! rien à dire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Première utilisation, une très petite quantité suffit pour se coiffer! (J'en ai mis trop ^^);7.792403072234579e-05;0.006439636571883136;0.003527803109588818;0.0;0.00024127682116288534;8.379258490299939e-05;0.0;0.006861562887246522;0.0012067275088423009;0.0;0.0;0.0;0.0021158885526581855;0.009158645218312422;0.09520455766318314;0.03239777215861494;0.003305644297504463;0.0;0.0;0.0;0.039358757725965046;0.01692092292888874
61;Bonne tenue et comme annoncé, sans résidus, ne colle pas! Impeccable! Je le recommande !;0.063638076513318;0.0017237253473139872;0.004375373095272699;0.0;0.0;0.0;0.00015934565245493245;0.0;0.00037094266297616407;0.00014714881594768;0.00012323787368468734;0.005450706505297996;0.00027358121807265955;0.0;0.010070505501914623;0.007289641735253294;0.0010077611542027914;0.0016870519861062788;0.0;0.004027467310075769;0.0;0.005301640934342747
62;Bonne tenue des cheveux mais ne colle pas.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;Très facile à utiliser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26379722835997665;0.0;0.0;0.0;0.0;0.0;0.2721757352607356;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;Achat conforme.;0.0;0.0010868823175097459;0.0;1.3423452127130128e-05;0.19925092434349423;0.012587794988915227;0.0005248716839995285;0.000673723385460623;0.0;0.00020529251921430272;0.0;0.0022255122974746593;0.0;0.0;0.0;0.0;0.0;0.0;0.03792191168371086;0.0;0.0012230539231750418;0.00014792124761527588
65;Juste parfait;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Il sent bon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Il est grand !;0.0;0.0020992112185504496;0.0;0.0;0.0;0.0008082062755069767;0.0008775049111273504;0.002857811274554362;0.0016118769669829943;0.0037009272670787017;0.0;0.0;0.0;0.003711329192597912;0.0;0.004311021484289162;0.0;0.0;0.009845751749828342;0.005581224740087758;0.052532797263761324;0.0
68;Le pot dur assez longtemps avec un lavage quotidien! Protégé parfaitement  les cheveux;0.00011329737872827744;0.00039184762830620114;0.0019158618272581728;0.0009386996663528316;0.0005901985671102891;0.00022758139264984333;0.0;0.00034285173736336733;0.0012536096219293565;0.002738264855796107;0.009928304018779947;0.0015753663598649357;0.0005139377299650714;0.0;0.0010861323722282103;0.018939587886652214;0.001878162987500431;0.0;0.0004211942306723127;0.018769467346467276;0.003357574394118484;0.0030783115915140754
69;-Re-Pigmenter les cheveux selon sa couleur naturelle....;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1911567122553601;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;J'avoue qu'avant d'essayer le produit je n'étais pas convaincu ... D'autant que cela n'étais pas évident puisque la notice donne quelques contre indications... dont une qui me concerne ...les cheve;3.900855136735596e-07;0.00018009059114664015;0.0;0.0016738878573444385;7.578742350223653e-05;0.0007215937573932098;0.00045783289291964873;0.00028938689178260223;0.0012055587578075908;0.0002386405618134001;0.0044357478586325595;0.0002798470581715109;0.001056793280982306;0.0043937286112288145;0.00036308023291468667;0.006141636308572068;0.004677024260337319;0.010273135173155097;0.0;0.004131105324955307;0.0;0.002339009827553305
