;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
2562;laché;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1522685907139149e-06;0.0013732028941158413;0.00014252918362479356;0.000619593411891149;7.151131309210778e-05;0.00011494583184475988;0.0;0.0
2563;lactée;0.0;0.0;0.003240157558063416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00986795040302652;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2564;lai;0.0;0.0;0.0;0.0;1.338179883611799e-05;0.0;0.0;0.0;0.0;0.0001575735043977026;0.0;0.00014343646001106587;0.0005824960752021287;8.204412197184949e-05;0.0;0.0024645291495344985;0.0;0.0006163103835525499;0.0;0.0;0.0;0.0
2565;lais;0.0;0.0;0.0;2.3338988148093887e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.004152765990763e-05;0.0;0.0009070023382704642;0.00011309276650787484
2566;laissait;0.0;0.0;0.0;0.0;0.0;0.0;5.247893681873102e-06;0.0;0.0;0.00014896701153099977;0.0;0.0;0.0;0.0;0.0;0.0022418668285836075;0.0001622248167454807;0.0;3.754625515946411e-05;5.417508490716944e-05;0.0;0.0
2567;laissant;0.0;0.0;0.0;0.0027086596149627556;0.0;0.0;0.0;0.00315142532838831;0.006138381604624125;0.0;0.0;0.0;0.0;0.0003761505214300295;0.0;0.004802329221306166;0.0;0.0014545123648019359;0.0;0.008612746616040178;0.0;0.0020773498371829385
2568;laisse;0.0;0.0;0.0016907107978515665;0.07151049259139729;0.0;0.004194209482766419;0.0;0.009934632492090369;0.0020501307073614336;0.007020215990981815;0.017273099608283594;0.001172979862738646;0.01688694345714712;0.013743707954465913;0.021717098781818024;0.025753186114302624;0.0;0.009127071932184141;0.003548089192760156;0.012479067383425982;0.0;0.02154574654798847
2569;laisserai;0.0;0.0;0.0;0.0;0.0;0.0024513085315770824;0.0;0.0;0.004212083593753909;0.0;0.0;0.0044363902588627786;0.0;0.0;0.0;0.0;0.0;0.0;0.0002837242572192051;0.0;0.00028890029396161924;0.0
2570;laissez;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00014771786391927448;0.0004320911209714541;0.0;0.0;0.001564908445999889;0.00281982863767032;0.0;0.0;0.0;0.0;0.0;0.00027668031048704207;0.0
2571;lait;0.003910632076068535;0.0;0.0029106281345622873;0.03687086549931784;0.0;0.0;0.008390921385692968;0.018658989886797952;0.03336481687684419;0.0;0.0;0.0;0.01693172082940025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006300193231436362;0.016898562352143386
2572;lala;0.0;0.0;0.0;0.0;0.0;0.0;1.449104895360909e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0006633356116094139;0.0011187123602458327;0.004152695203742862;0.0;0.0;0.00030664644495866344;0.0;9.272847074052199e-05;0.0012052833536070288
2573;lambda;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000130079088630264;0.0;0.004805339378335987;0.0;0.0;8.045720846065978e-05;0.0;0.0008897525485844504;0.0;0.0002692999097894354;0.0;0.0;2.9802763075026137e-05;0.00036338808640614973
2574;lame;0.0;0.0;0.0;0.00038754758213204187;0.0;0.0;0.0;0.0;0.0;0.0;0.00033198261455491497;0.0;0.0;0.0016165357616391705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011397740840844225
2575;lancer;0.0;0.0;0.0;0.00016602835287059142;2.0822919890382788e-05;0.0002019786306636638;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004912164296821319;0.0;0.003646449789874447;0.0001055468008672991;0.0;0.0007988447684778413;0.0;0.0;0.0
2576;lancome;0.0;4.606799014490281e-07;2.140226257163588e-06;0.00010040427239075543;0.0;0.0;0.0;0.0;0.0;0.0;0.0008230505226465131;0.0;0.0;0.0;0.0;0.0005874001167242404;0.0;0.0;0.0;0.0002696998491898843;0.0004378444969468265;0.0
2577;lancé;0.0;0.0;0.0;0.0;0.0;0.0;5.798848029346134e-06;0.0;0.0;4.5783889786635667e-05;0.00024578326079872974;0.00019684114273392698;0.0;5.823840881855566e-06;0.0;0.0;0.0;0.0;0.0;0.0011257780272696033;0.0;0.0
2578;lancôme;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015865831785457196;0.0;0.0;9.26296984024633e-05;0.0;0.0;0.0006858344254741487;0.00012624442247042203;4.733277994774577e-06;8.720020518053208e-05;0.0001471054420069088;0.00011787387533973716;2.822768899958429e-06;5.095276141488033e-05
2579;langage;0.0;0.0;0.0;0.007136836254576136;0.0;0.0;0.0;0.0;0.0001616541920380098;0.0;0.0;0.0;0.0;2.721189513106923e-05;0.0;0.00035027597180601775;0.0;0.0;0.0;0.001042438471325499;0.0;0.0
2580;langue;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010261416301049786;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003824411104264041;0.0;0.0;0.0;0.0
2581;languette;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.967661771548925e-05;5.895677534414392e-05;0.0;1.4983940228588734e-05;0.0003297525243585249;0.0003547124535198005;0.0;0.0023848313919755705;0.0;0.00028606099072698774;0.0;0.0;0.00017127199677299015;0.0
2582;lapplique;0.0;5.4413420827333954e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0003481897235440466;0.0;0.0;0.0;0.0;0.0010258142690186493;0.0;0.0;0.0003980060272951271;0.0002788048150560417;0.0002434961362658512;0.00032456368308914736;0.0;0.0
2583;laque;0.00886755632947321;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004660066968518498;0.0;0.0;0.0;0.0;0.00012445970884794515;0.0;0.013240933758769998;0.0;0.0011638434791551853;0.0;0.012584336860613703;0.006772203400453856;0.0
2584;laqué;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017738421315623165;0.009627705748155658;0.0;0.0;0.0011311882748442153;0.0;0.00022842859908035;0.0;0.0
2585;large;0.0;0.0;0.0;0.0023935615932659977;0.0;0.0;0.0;0.0;0.0021767418156597466;0.0;0.0;0.0;0.0;0.00013530632790418362;0.003592973241897356;0.010522167433610514;0.0;0.0;0.00041189615864559284;0.0;0.0009693889386797999;0.0
2586;largement;0.005359263673247141;0.0;0.0;0.0;0.0;0.0;0.0;0.005406200047063884;0.004939246367887354;0.0;0.0010223270242243605;0.0;0.0;0.0;0.010322552127574379;0.01897677133035201;0.0;0.0;0.0;0.0010622498939586867;0.012613019290943878;0.0021481012183059522
2587;largemnet;0.0018531184931088;0.0036920989115722083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.832892074685171e-05;8.807251230051248e-05;0.0;0.0;0.0002771371106359883;0.002818858177461331;0.0005993945649352819
2588;laroche;0.0;0.0;0.0;0.004579380816036691;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019546364535532176;0.0;0.0;0.0;0.0;0.0;0.00013353602284016858;0.0
2589;lash;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1522685907139149e-06;0.0013732028941158413;0.00014252918362479356;0.000619593411891149;7.151131309210778e-05;0.00011494583184475988;0.0;0.0
2590;lasser;0.0009177403769905651;0.002533083815268461;0.0;0.0;0.0014225301927354387;0.00245741778380836;0.0;0.01426600134372968;0.004903000421503704;0.0;0.0;0.0013797125570855894;0.0;0.0014353600922517576;0.0032291655988518904;0.0006712471966883718;0.0;0.012985463969273293;0.0;0.022611416881964413;0.0;0.0
2591;lassé;0.0008371014502572295;0.0;0.0;0.0;0.001219483944140336;0.0;0.0;0.0;0.002749368440871201;0.0;0.0;0.0034575545786319816;0.0;0.0;0.002956381616566068;0.0;0.0;0.0003767828358823078;6.744112402140967e-05;0.00028633790256836164;0.0;0.0
2592;lauder;0.0;0.0;0.0;0.0;0.0;0.0;0.008276892315138206;0.0;0.0;0.0;0.0008285069344845233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2593;laurent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.041670354406981e-06;0.0;0.00023785369158512424;7.140165593433083e-05;0.001622638042763779;0.0;0.0;0.0;0.0;0.0;0.0
2594;lavage;0.006975471150422377;0.0;0.0;0.0;0.0;8.030469496129985e-05;0.0;0.004492249182193154;0.011271040824882499;0.006786549726228044;0.03730103164808209;0.0006935160517202708;0.0;0.014632665202318368;0.005997161382209491;0.0012837367218240655;0.005261918864281663;0.0;0.0;0.006837020394611563;0.0006815566772792173;0.002221199705972736
2595;lavages;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012788725058072356;0.005535425909424216;0.01868406559542907;0.014607988487180654;0.0;0.0;0.008545416329490123;0.0;0.0;0.0008047646339722029;0.0;0.0;0.00733240310835178;0.0;0.0
2596;lavant;0.0;0.0;0.004493141846387987;0.008460857075727711;0.0;0.0;0.0;0.0;0.0;0.0;0.00027478335564167124;0.0;0.0;0.0005217462966935484;0.0037199748296037117;0.0;0.0;0.0;0.0;0.0;0.0009725289131625863;0.0
2597;lavante;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.982206920234497e-208
2598;lave;0.0;0.0;0.0018763947495388658;0.0;0.0;0.0;0.0;0.0003826638849755551;0.008956400522067538;0.004722516685154719;0.0;0.0;0.0;0.01862858978632737;0.0;0.0017806819445578559;0.0;0.001924320770614291;0.002053911232000858;0.007041876675359048;0.00021269966322029583;0.0
2599;lavent;0.0;0.0;0.0;0.0002543398247997262;0.0;0.0;0.0;0.0;0.0001657503963669027;1.2249372887094417e-05;0.0021936823653153467;0.0002228792772621412;0.0;0.0005324244087622754;0.0;0.0;0.00012277145011103217;0.0;0.000333992382657349;0.0005863041074727229;0.0;0.0
2600;laver;0.0;0.00259045639803863;0.0;0.0;0.0;0.0;0.0;0.005834029171270151;0.007629932519771507;0.0011286211243186778;0.0064421030210420616;0.0;5.378630227763186e-05;0.009086085055260013;0.008794616531955683;0.010427323884981419;0.0017444024119202014;0.0004059968128997816;0.0;0.0007512728494837517;0.0;0.003321062628606193
2601;leader;0.0;0.0;0.0;0.0;0.0;0.0;0.001480202981871948;0.0;0.0;0.0;0.0;0.0;3.496689980810788e-05;0.0;1.0000175279093402e-05;0.0013037871506178641;5.977166097986406e-05;0.0;3.64562906342027e-05;0.0;0.0;1.5793903761791776e-05
2602;leave;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006661260511779768;0.0;0.0;0.0;0.0;0.021631177095528784;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006774137522939763
2603;leches;0.0;0.0;0.0;0.0;1.4465745341512738e-05;0.0;0.0;0.0;0.0001041420183418411;0.0;0.0;6.179513240582124e-05;0.0;0.0;1.8490628825461489e-06;0.00022279554343127074;0.0;0.0;0.0;7.107507786388933e-05;0.0;0.0001793016738759224
2604;lecourbe;0.0;0.00015404981491806433;0.0;0.0;0.0;1.1344873224637998e-05;0.0;0.0;0.0;0.0;0.0001705055647309845;0.0;0.0;0.0;0.0;0.0;0.0;5.813942013924223e-05;9.833604849355335e-05;0.00014645728528804342;0.0001591802336606241;2.4999888665319296e-05
2605;lecture;0.0;0.0;0.0;0.0;0.0;2.9978557241504374e-05;0.0;0.0;0.0;4.222221544193089e-05;0.0;0.0;0.0;0.0006726493013907577;9.762074937151883e-05;0.0008412240955574159;7.434884030340355e-05;0.00011531623004360514;8.527703555016258e-06;4.4563564437484273e-05;0.00010217860306763681;0.00016834684551494833
2606;leffet;0.0;0.0;0.0;0.0;0.0;0.0013657924480193415;0.0;0.0009505506981391146;9.54962592457221e-05;0.0;0.00045712554033330497;0.0;0.0;0.00030222622181279703;4.887241541688726e-05;0.0002641270315594976;0.0;3.054778636327446e-06;0.00011835488712029629;0.0004526010259748164;1.3222594316496109e-06;2.2556478182712867e-05
2607;leger;0.0021018173637440247;0.007935371703683714;0.0;0.006353546027719483;0.0;0.0;0.0;0.0016624071608504947;0.0016281805645311244;0.0;0.0;0.0;0.002382969754283331;0.0;0.0;0.0;0.0;0.002352262244251495;0.005440147440362679;0.0;0.04318359642290507;0.007133614058263807
2608;legerement;0.0;0.00825335377674699;0.0;0.0;0.0;0.0;0.0;0.0;0.005513257100015644;0.0;0.0;0.0;0.0;0.0;0.005292838148071861;0.005725002661767944;0.0;0.0;0.0;0.0;0.0;0.0
2609;legère;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010116862454101257;0.0;0.00036538499856488053;0.0;0.0;0.005289847129055642;0.0;0.0;0.0;0.0;0.0;0.0
2610;legé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021337924609846964;0.0;0.0;0.0;0.0;0.001612778567906402;0.00028173256262185604;0.0;0.0;0.0;0.000173808294234071;0.0
2611;lendemain;0.0;0.0016143562762193837;0.0;0.001064941069221072;0.0;0.0;0.0;0.0;0.0023822841509934366;0.0;0.0;0.0;0.0;0.018220129168018552;0.00034860201963111904;0.008279799835896173;0.005945815667761488;0.0006503565245496465;0.0015735622181884356;0.0;0.0022322613649111;0.0013575712812249018
2612;lengent;0.0;0.0;0.0;0.0;3.746567056997705e-05;0.00025704538822134756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007078069154137003;0.0;0.0;0.0012175469858289702;0.0;0.0;0.0
2613;lentilles;0.0;0.0;0.0;0.00036016589939937054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011656116108885073;0.0;0.0;0.0;0.00010473670923623007;0.0;0.0
2614;lettre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001801924226534138;0.0;0.0015796403901853434;0.0;0.0;0.0;0.0;0.005248936237613266;0.0;0.0;0.0005199885081957722;0.0
2615;leurre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4980665716229826e-05;0.00016862716980633978;0.0;0.0002312655132883269;0.000279692023004548;0.00011525064693662041;0.0;0.0;0.0011109485980743347;0.0002653106703882536
2616;leurrer;0.0;0.0;0.0;4.40880020906436e-05;0.0;4.1626132381232865e-05;2.1070430518010117e-05;0.0;0.00015137197791617176;1.7030380894820223e-05;5.857147668670375e-06;0.00012023557925840362;0.0;0.00036209135700707986;0.0;0.0007489537667909409;0.0;0.00041635500850437064;0.0;9.366105084757375e-05;0.0003782197533552672;5.753501446991576e-05
2617;levre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00297973074074328;0.0;0.003759880602488681;0.0;0.0;0.0;0.0;0.01040923801436129;0.0;0.0;0.0002862433556252725;0.0;0.0;0.0
2618;levres;0.0;0.0;0.0;0.0019140181878270204;0.0;0.0;0.0;0.0;0.0;0.0;0.017461040765184493;0.0;0.0;0.0;0.0;0.0014186211384635587;0.00013823580238961786;0.0;0.0;0.0;0.003832917697898897;0.00023533724933954582
2619;lgtps;0.0;9.08978774972907e-06;0.0;0.0;0.0;0.0;0.0;0.0;2.558811501653809e-05;0.0;0.0;0.0;0.0;0.001868571317402892;0.0;0.00047780654151632614;0.0006227807591288785;4.556641497614668e-05;0.0011504962234966843;0.000844356282989072;0.0032970419391032436;7.381771669263298e-05
2620;lhabitude;0.0;0.0;0.0;0.0;2.0739150672344077e-05;1.0162351497938981e-05;0.0;0.0;0.0;0.0;0.00023122268903979877;0.0;0.0;0.0006415902124787969;0.00017264491996777108;0.0012842414955788108;7.887065168471019e-05;0.0001146165920067196;0.0002675856370481003;0.0;0.0005045933177180857;0.0
2621;libellule;0.0;0.00011241458953682693;0.0;0.0;0.0;0.0;0.0;0.0;0.0002685335188244783;1.8777828112122068e-05;0.0003163222501416015;3.579899002154618e-05;0.0;0.0;3.429927777936231e-05;0.0;0.0;0.00016228199688281356;0.0002648324991537022;0.0006409768406825301;6.50185876419233e-05;1.8150669469941642e-05
2622;liber;0.0;0.00012053612447396393;0.0;0.0;0.0;0.0;0.0;0.0;7.91839544226297e-05;0.0;0.0;0.0;0.0;4.341403475189575e-05;7.225822256693885e-05;0.001670353627070883;0.0;0.0003570865577025683;0.0007474394142462805;0.0003388169968668579;0.0008166421115975117;0.0001231139861899844
2623;lien;0.002062481510639765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003318171757312924;3.993790755284426e-05;0.0;0.0;0.0017821416633508399;0.0
2624;lier;0.0005597938863898319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001757908165159459;9.751670143406698e-05;0.0;0.0;0.0005643067366729929;0.0020587687953215568;0.0;0.00016025657672850618;0.0005679103577372554;0.000166938251453563;0.00021938408618156277;0.0026743192881247264;0.0012273981870196888
2625;lieu;0.0;0.0;0.0;0.0;0.0010617980737699052;0.0;0.0;0.0;0.0;0.0;0.0012044721194395785;0.005960831735108582;0.0011891148039370985;0.004084754341775739;0.0;0.0;0.0;0.012655182006093465;0.0;0.0;0.0;0.0
2626;lieux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002769234169239373;1.4028982626173692e-05;0.002108575162309756;0.00020855228057114006;0.0;0.0002403153483904433;0.0;0.0;0.0;0.0;0.0011077082266927859;0.0009613602935101171;0.0;0.00035902456123287067
2627;lifting;0.0;0.0;0.0;0.023575362589620494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2628;ligne;0.0;0.0009362221208766793;0.0;0.005197368271086895;0.0;0.0;0.0;0.0;0.00478301890564312;0.0;0.0005176379351669825;0.0;0.0;0.0;0.0;0.013203710174247452;0.0;0.010299796952506926;3.444043165864839e-05;0.0;0.0;0.0
2629;lime;0.0;0.00031702935304864666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015412307730631564;0.0;0.0005492653989849199;0.0014155182922583982;0.0005204228606799218;0.002723992631095534;0.0015606475642367232;0.0;0.00013111916540760394
2630;limite;0.0;0.0;0.0;0.002142578902229975;0.0;0.0;0.0;0.0;0.0;0.0007700566197613234;0.0;0.0;0.0;0.0;0.0;0.004506400443039097;0.0;0.0006292165915408941;0.0;0.0007748519916526646;0.0012851181558104117;0.004571843546620164
2631;limiter;0.0;0.0;0.0;0.004312475596383085;0.0;0.0;0.0006770295241008453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003087456909478529;0.0;0.0002990031584412083;0.00010197076148706308;0.0;0.0;0.006337856503362684
2632;limonene;0.0;1.3342316639441123e-05;2.5336858948159086e-05;0.0;0.0;0.0;0.0;0.0;0.0;4.598425997432946e-05;0.0;0.0;0.0;0.0;0.0;0.0006259546632085891;6.82885604915692e-05;0.0;0.0;0.0;0.0003253298071488639;0.0
2633;linalool;0.0;1.3342316639441123e-05;2.5336858948159086e-05;0.0;0.0;0.0;0.0;0.0;0.0;4.598425997432946e-05;0.0;0.0;0.0;0.0;0.0;0.0006259546632085891;6.82885604915692e-05;0.0;0.0;0.0;0.0003253298071488639;0.0
2634;liner;0.0071520651689846665;0.0;0.0;0.0;0.0;0.020075235871152255;0.018233284923590363;0.0;0.040561276614430763;0.0;0.02704938469985635;0.0059718186201890636;0.0;0.0;0.05384816761052065;0.04904642780089955;0.0;0.03203221460577537;0.0;0.023219938306513862;0.0;0.0
2635;lingettes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5615076230842506e-05;0.0;8.959191400022532e-05;0.0;0.0;0.0;0.0001398033430254855;0.0;0.0;0.0;0.0;0.0007919931399917724;0.00024130170494744317;0.0055159028237068445;0.0
2636;lip;0.0;0.0;0.0;0.0020278987396862747;0.0;0.00012054007134095526;3.126203203620753e-05;0.0;0.0;0.0;0.002333151753884325;0.0;0.0;0.0;0.0;0.0006335643045535923;0.00043268984171829857;0.0;0.0;0.0;0.00019047608349570555;0.0
2637;lipide;0.0;0.00017372075495159745;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004603761621883624;0.0;0.0013359420675740797;0.0013416778787653707;8.455627419961312e-05;0.0;0.0;0.0014777372885527104;0.0012944488687205023
2638;lipidium;0.001233997703037227;0.0014143983357298871;0.0;0.0;0.0;0.0028503572762950125;0.0;0.0;0.003672185804300645;0.0;0.0;0.0;0.0;0.0165901700505742;0.0;0.0;0.005321268396182595;0.009059536813720065;0.0;0.0;0.0027311448895463416;0.0
2639;lipidum;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011992635353440672;0.0;0.0;0.0;2.1272142731088073e-05;0.001537537701894659;0.0;0.0;0.00018377539769320205;0.00040603264858875764;0.00011453144367614516;0.00023694048047321218;0.0;0.0
2640;lipstick;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006054742691921488;0.0;0.005226741312215633;0.0;0.0;0.0003070530181032878;0.0;0.0;0.0;0.0;0.0;0.0
2641;liquide;0.0;0.0073477657613405765;0.011038198774681795;0.004976276011020267;0.0;0.0;0.0;0.0;0.02370121071907103;0.0;0.00023702322976500498;0.0;0.0028968465408422336;0.05430196462218847;0.0;0.023758406930251347;0.0;0.003982869297234694;0.005721251168356266;0.0;0.0;0.0
2642;liquids;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006054742691921488;0.0;0.005226741312215633;0.0;0.0;0.0003070530181032878;0.0;0.0;0.0;0.0;0.0;0.0
2643;liraison;0.0;0.0;0.0;1.2395365446609698e-05;0.0;0.0;0.0;0.0;0.0;0.0;5.881375110473455e-06;0.0;0.0;0.0;0.0;1.967257991949717e-05;6.681810516797438e-05;0.0003374394089947538;0.0;0.0;0.0;0.0
2644;lire;0.00028838005921824205;0.0;0.0;0.0;0.0;0.0;0.0;0.0013048816560581882;0.0007868965698988825;0.0013037505485896746;0.005038607580169241;0.00042970896666899637;0.0;0.0;0.0043001182859759915;0.0;0.007661168518837198;0.0029804885621894086;0.001687382053744411;0.005730387021031305;0.0;0.0
2645;lisais;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016622356309265853;0.0001366900370756684;0.0013197024514476224;0.0;0.0;0.0001542285337867724;0.001003108769626724;0.0004236039612391628;0.00011201210488798718;0.0003880294390157486;0.00019915746546731982;0.0001990841332066065;0.0;0.0
2646;liss;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019929978524611005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2647;lissage;0.0;0.0;0.003337373158523514;0.0;0.003979107590618268;0.0;0.00011365996904165725;0.004158794419543966;0.004172085534142466;0.0;0.0024821911148036418;0.0019073025704429572;0.0;0.019625440151219198;0.002392231198381758;0.006183738796236387;0.01173404279029573;0.011402420023295215;0.0;0.005840370026217355;0.0029579111375661648;0.003588916441614327
2648;lissant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.982206920234497e-208
2649;lissante;0.0;0.0;0.0;0.007257229984004378;0.0;0.0;2.2687157853989833e-05;0.0;9.254338265975535e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2650;lisse;0.006495701573473606;0.006710862079186309;0.0;0.12168432757672226;0.0;0.0011465460847634695;0.0;0.00374392351086963;0.0;0.036299825066003294;0.0;0.0;0.0008042958092561856;0.029578527704249388;0.04043015452283529;0.0018058800856991673;0.00016320536992086196;0.003268759934306171;0.0;0.00912084443514525;0.0;0.07639134858057073
2651;lisser;0.007002991229383881;0.0;0.0;0.0;0.006547518380988881;0.0;0.0;0.009391017040487164;0.010033637707602879;0.029295110784145487;0.0;0.0;0.0;0.004832901853995981;0.02164611280639757;0.0;0.030739937306784114;0.0;0.002140169542841978;0.0;0.007333725269086183;0.009948601828620222
2652;lisseur;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028466919969593633;0.0023251588148833916;0.0;0.0;0.0;0.002702811447923283;0.002069299721295823;0.0033657556240101172;0.0;0.023892626279990368;0.0;0.0;0.0;0.0;0.0
2653;lissée;0.0;0.0;0.0;0.003753627416173753;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021649980564779595;0.004864076037060746;0.0;0.0;0.0;0.0;0.0;0.0
2654;liste;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00021156084995108804;0.0;0.00011664655692672461;0.00010902662683123004;0.0;0.0002906555572638375;0.0001526223569054234;0.0013623068186314217;0.0;0.0003255300873416197;0.00021052767750819073;0.0003145122309092046;4.127687900307942e-05;0.0
2655;lit;0.0;0.0;0.0;0.00016715133666752474;0.0;0.0;2.224042709496614e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004128419750837547;0.0;0.0;0.0;0.0;0.0;0.0
2656;litre;0.0;0.01380275345838769;0.0;0.0;0.0;0.0;0.0;0.004955302003816451;0.006636925178210107;0.0;0.0015360839562227088;0.0;0.0;0.0;0.0;9.699444284128521e-06;0.0;0.0008872834608534219;0.0;0.0;0.00735206779980968;0.0
2657;little;0.0;0.0;0.0;0.0;0.0;0.0;9.163331111329453e-06;0.0;0.0;2.903062717953916e-06;9.995728194680764e-07;0.0;0.0;0.0;0.0;2.175966566349984e-05;3.399872325248764e-05;3.9984882138860563e-05;0.0;1.0624640968997812e-05;7.087067863857474e-07;1.506184043458857e-05
2658;littéralement;0.002363013573630316;0.0;0.0;0.011478445505370194;0.0;0.0;0.0;0.0;0.0;0.0;0.000467812027094031;0.0;0.010341020219346868;0.0;0.0;0.005455417197296968;0.0;0.0;0.0;0.0;0.0;0.0022873997912257
2659;livraison;0.0;0.0045274790515976784;0.0;0.0;0.019218811614254296;0.0;0.0;0.0;0.0;0.0;0.0;1.4893202542156931;0.0;0.0;0.0;0.0;0.0;0.0012183970325627177;0.0;0.0;0.0;0.0
2660;livre;0.004778139901677614;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02721239727262765;0.0;0.0;0.0036466056671791967;0.0
2661;livrer;0.0;0.018744834825197124;0.0;0.0;0.01577981046863523;0.0;0.0;0.0006264013795836174;0.004754975112522453;0.0;0.0017915139140051884;0.01654924604495565;0.0;0.0;0.004616676186798254;0.003041274765515657;0.0030317272804911426;0.022919267095923904;0.012456436180541135;0.0;0.058058885415984175;0.011740449242771166
2662;livré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005152302210326718;0.0;0.005969472579353441;0.0001018738831479625;0.0;0.0;3.9390818829461206e-05;0.0;0.0022182018015764124;0.0;0.0;0.004637783882423497;0.0
2663;livrée;0.0;0.0;0.0;0.0;0.0050392691540189745;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010352374500088952;0.0;0.0;0.013781306424645569;0.0
2664;livvré;0.004567942844521636;0.0;8.292617604936198e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
