;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
90;adobe;0.0;0.0;0.00031707951832530976;0.0;0.0;0.0;0.0;0.0007563874467536378;0.0;0.0;0.0;0.0;0.0013362219057769427;0.0021051417294434844;0.0;0.0;0.0
91;adolescence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001819339508035298;0.0;0.00010655219243013169;0.0;2.1345932617182825e-05;0.0;0.0016868612166757403;0.0;0.0006621054675885565;0.00023261619775237193
92;adooooooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.32735765303376e-237
93;adooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014619216268696297;0.0;0.0;0.0;0.0;0.0;0.0
94;adooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.32735765303376e-237
95;adooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0762804437690403e-06;0.0;0.0;0.0;1.766600150272926e-06
96;adoore;0.0;0.0;0.0;0.0002275235109294354;0.0;4.671337078284996e-05;0.0;0.0;0.0;0.00734210046723587;0.0;0.0;0.0;0.0;0.0002556238355177163;0.0005103334579606401;0.0
97;adopte;0.0;0.0;0.0;0.0;0.0;0.01615461982589046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;adopter;0.0025142515101400286;0.0;0.0;0.007156618347783884;0.0;0.0;0.0;0.0018908131184925464;0.0;0.0;0.00046453991638948516;0.0;0.0;0.001086738210439391;0.0;0.008903178555811344;0.003551423055907213
99;adopté;0.0;0.008213339901236185;0.0;0.014114493088252553;0.0;0.0;0.003161959040410625;0.0;0.0014863889594098044;0.0027907174333922035;0.001485379313122283;0.0;0.0;0.0;0.0038576039629906107;0.0004806336542827349;0.0021343941458575417
100;adoreeeeeee;1.0960733740922647e-06;0.0;0.0;0.0;0.0;0.0;3.5366257652681663e-06;1.2491468073222695e-05;3.5284859134720244e-05;6.150862197670775e-05;9.436146220202783e-06;0.00012537216935800899;1.747756434699344e-05;8.978980099260536e-05;1.803470159485447e-05;0.0;1.3842277078149179e-05
101;adorent;0.0;0.0;0.0;0.00942447415051501;0.0;0.0;0.0;0.01398282227552312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005210615330636147
102;adorrrrrrrreeee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.32735765303376e-237
103;adoré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013933949718116387;0.0;0.0;0.0
104;ados;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007935537800026403;0.0;0.0;0.0;0.0004176017270115658;0.00025314244799187605;1.970502408956425e-05
105;adouci;0.0;0.0;0.008525917007867062;0.012567943282799832;0.0;0.0;0.0;0.0;0.0;0.0;0.003049599960099022;0.0;0.0;0.0;0.0;0.028544697434862397;0.0
106;adoucir;0.0;0.0;0.0;0.0;0.0;0.00788492596100568;0.0;0.0;0.0;0.006298587903711215;0.006922736153217176;0.0;0.0;0.002698541482261337;0.0;0.0;0.0006043175440936341
107;adoucissent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006134929942040348;3.040570836073149e-05;0.0;7.820492635879593e-05
108;adoucit;0.0;0.0;0.0;0.03286232723677108;0.0;0.0;0.0;0.0;0.0;0.0;0.012140014820017486;0.0;0.0;0.0;0.006671347634374365;0.0;0.0
109;adpater;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001037094143535305;0.0;7.682100874930834e-05;0.0;0.0;0.0019091080451607253;0.0004224254148807905;0.0;0.0
110;adresse;0.0;0.0;0.0;0.0;0.0;0.005859187485819929;0.0;0.0;0.0;0.0;0.0;0.0;3.661993887985016e-05;0.0;0.0;0.0;0.00029707306367498246
111;adresser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013953650022398745;0.0;0.0;4.909349694648387e-05;0.0007102500564816736;0.001330243559702471;1.615971645019898e-05;0.0;0.0009844164136498354
112;adulte;0.001496762925389013;0.0;0.00018151332238204663;0.0;0.0;0.0;0.00017984374372770576;0.0;0.0;0.0;0.0014391957334792078;0.0;0.0;0.0;0.0003051959391854866;0.0;0.002106754732733651
113;advers;0.0;0.0;0.0;1.0232519119047299e-05;0.0;0.0;2.367829587895106e-05;0.0;0.0;5.4488070615261554e-05;6.236398647917329e-05;0.0;9.568176620181268e-06;0.0;0.0001014300817849348;0.0;0.0003781380767095903
114;adéquat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002024325821281724;0.00013294953407520048;0.0;0.0;0.000873357607043839;0.0;0.000762701506657638
115;affaire;0.0;0.0;0.0;0.019047820411440736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005983396550023325
116;affecter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004250105750059456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000795241882572792
117;affine;0.0;0.0;0.0;0.0;0.0;9.685076249032505e-05;0.0;0.0;4.986808593599603e-05;1.1060379964275081e-05;6.662372869178309e-06;0.0;0.0;5.518221352916492e-05;8.977678368236976e-05;0.0;0.00011973735263955347
118;affiner;0.0;0.0;0.0;0.014094623372530863;0.0;0.0;0.0;0.004285083614774032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
119;affoler;0.0;0.0030147015194090577;0.0;0.0;0.0;0.0;0.0019429914605482916;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011567426510836047
120;affreux;0.0;0.0;0.00026622181361894346;0.0;0.0;0.0;0.0;0.0;0.00020326392736272946;0.0;0.0001230056252546373;0.0;0.0;0.0009943726949892414;0.001307854108690278;0.00015803745313156065;0.0
121;affronter;0.0;0.0;0.00035433719043450696;0.0012754439137678277;0.0;1.7824733118847334e-05;0.0;0.0;5.4576026202392655e-06;0.0;8.478496774105046e-05;0.0;0.0012698680878515973;0.0006359025723531215;0.0;0.0;0.0003244909663063335
122;africain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006614659319023222;0.0;0.0;0.00046458841115497;0.0;0.0;0.0010805914997307118;0.034266247105898644;0.0
123;afro;0.0;0.0;0.0;0.0007657199572631702;6.876323816230115e-05;0.0;0.0;0.0;0.0;9.964199229932684e-05;0.0006467370756739355;0.0;0.0;0.00043537443940641895;0.0001770410851633065;0.00012536970141825883;0.00020992340005911297
124;after;0.0;0.0;0.0;0.0023664709250813985;0.0;0.0;0.0;0.0;6.259436002596811e-05;0.0;0.0;1.871348949762823e-05;0.0012948549194091669;0.00014839682524184507;0.0;0.0;3.9010321553983914e-05
125;aftershave;0.0;0.0;0.007344037241466603;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
126;age;0.0;0.000586751999719188;0.00012606188905914234;0.00367927126560334;0.0;0.0;0.0;0.0;0.0014734173259454853;9.152421227125076e-06;0.00019933972481685469;0.00019178171209012623;0.0009380261214782743;0.003671235586548362;0.0;0.0008586610708241172;0.00209212498878807
127;agen;0.003501503932925625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00032051773511695655;0.0005893983353855817
128;agent;0.0;0.0;0.0;0.0003858484143900903;0.0;0.0;0.0;0.0;0.0;0.0;0.00012252420413925636;0.0;0.0;0.0013438955753504952;0.0;0.0;0.0
129;agglomérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0059290443029370934;0.0;0.0;3.494990933490809e-05;0.0;0.0;0.0004000908153555023;0.0;0.0
130;agir;0.0;0.0008310658510672645;0.0;0.0006273241566724892;0.0;0.0;0.0;0.0;0.019580911121242477;0.0017488991017576081;0.010093285385898487;0.016399449418623136;0.0033975810292428722;0.033996723351197015;0.0008107442186121592;0.008188041309265535;0.004903507527663358
131;agrable;0.0007432374452272702;0.0015017840250491456;0.0010634004269149853;0.0;0.0;0.0;0.0;0.0;0.0;0.002166654749015684;0.0;0.0;0.0;0.0;0.002935711593809823;0.0;0.0011861367688210463
