;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
1128;cousin;0.001224475990131405;0.0027281810851859014;0.0;0.0;0.0;0.0;0.0;0.0;0.003559984477692667;0.0;0.0;0.0;0.0;0.00558328126933111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1129;cousine;0.0;0.005080237303479523;0.0;0.0;0.0;0.0;0.0032058451782748117;0.0;0.0;0.0;0.0002840578484811416;0.0;0.0;0.0;0.0;0.0008171638572367219;0.0;0.0;0.0;0.0;0.002132666431813079;0.0;0.0;0.0
1130;cout;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027087466025735407;0.0;0.0;0.012122997555836665;0.0;0.0;0.0;0.0;0.0
1131;coute;0.0;0.0;0.00733170926042861;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02548041021613523;0.0;0.0;0.0;0.0;0.0;0.0;0.006804728052943691;0.01449067650207769;0.0;0.0
1132;couteux;0.0;0.010027966408451418;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1133;couvent;0.0008312756847504055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0038088002972740233;0.0;0.0;0.0;0.00024031262628290362;0.0010027460083917607;5.086427700626072e-06;0.0;0.0;0.0;8.775880900512694e-05;0.0;0.0;0.0003830096522488114
1134;couvercle;0.0;0.0;0.0006439633987279933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013491749716644116;0.008055052946801058;0.00044924622321552515;0.007358219011058252;0.0;0.0012957000890898385;0.006317475353264607;0.0;0.0;0.0;0.0;0.001434743708826131
1135;couvert;0.0;0.0;0.006547719538767281;0.0;0.0;0.0;0.0;0.0;0.0124834803017678;0.0;0.0006620441089993081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028356813055425336;0.0;0.0;0.0;0.0;0.0
1136;couverture;0.0;0.0;0.0;0.0;0.00046560595853904535;0.0;0.0;0.0;0.0;1.6679981303342147e-05;0.0014458574826349971;0.0;0.0;0.0;0.0;0.0016657807771409362;0.0;0.0;0.0008707310341619938;0.0;0.0;0.0002836920801212086;0.00038516037159196857;0.0
1137;couvrance;0.004971921989197479;0.0;0.001019662716073793;0.04167139268542519;0.0;0.0;0.0;0.0;0.005887794851496528;0.0;0.011827760584851623;0.0;0.004264922039725957;0.004428931897615804;0.004437111393413756;0.012726340196241984;0.003468491710132637;0.0;0.0;0.01203560201659916;0.0;0.0;0.002143004889286564;0.043331292201423906
1138;couvrant;0.0065467333024375515;0.0029210572312706657;0.00537746683748068;0.006614599623824084;0.0;0.0;0.0024131338757466384;0.0;0.0;0.0;0.015182843865006049;0.009548538441333628;0.0252822591174199;0.0;0.0015970303270713658;0.0036252976228177804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01731419750797864
1139;couvrante;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006824011966225246;0.0;0.004102861979056537;0.0;0.0;0.0;0.0035885915684378484;0.0;0.0;0.0;0.002196989995377633;0.0;0.0;3.955655617866899e-05;3.112118973677244e-05;0.001919951634412844
1140;couvre;0.0;0.006595428465881083;0.00012673673013020991;0.0007273013910071783;0.0;0.0;0.0;0.0;0.0;0.0;0.0005212216162869094;0.0;0.0;0.001456842266408375;0.00711709217815507;0.0;0.0;0.0;0.0;0.008726509498043118;0.0;0.0;0.0;0.0047691053023627425
1141;couvrir;0.0;0.0;0.0;0.017441131114296706;0.0;0.0021272646612468075;0.006429397812062308;0.0;0.0;0.0;0.07484119371789268;0.0;0.0;0.0;0.05521894618627184;0.01246625007394991;0.0;0.0;0.0;0.008106684367121248;0.0;0.0;0.0027789189629214067;0.05886603047656856
1142;cover;0.0;0.0;0.0;0.0017374554000275612;0.0;0.0;0.0;0.0;0.003160422793010644;0.0;0.0;0.0;0.0;0.0;0.0;0.007818387967032247;0.0;0.0;0.0;0.0;0.0;0.0;0.0019364467580305156;0.00930620064274036
1143;coût;0.0007239854544907772;0.004700642134865721;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017061541136071843;0.0;0.0;0.0;0.00172797607896746;0.0;0.0;0.00021551098466053247;0.005738025406684852;0.0;0.0;0.0;0.0005136284009239564;0.00024504333462549167
1144;coûte;0.0;0.0006923931156163296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005890022179100379;0.005781159657664202;0.0;0.0;0.0;0.0;0.0;0.0001399865203725594;0.0
1145;coûter;0.0;0.008707613850918249;0.0017603905624621488;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018875895598954792;0.0;0.0;0.0;0.0;0.0028256854953185658;0.0;0.0;0.02216028155535972;0.0;0.0;0.0;0.0;0.0
1146;coûteux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012497995729464442;0.0;0.0;0.0;0.00030116889936208664;0.0;0.0006077064095183479;0.0;0.0010577062768160062
1147;coûté;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006234024893800706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1148;craaaaaaque;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004984567789954029;0.0;0.0;0.0005505033634088703;0.0;0.00033916440181891574;0.0;0.0;0.0011934739975880218
1149;craignais;0.0;0.0;0.0;0.0;0.0;0.0;0.0030503527119098736;0.0;0.0;0.0;0.0;0.0;0.0;0.005022134220399104;0.0011026194847338906;0.0;0.004842958887953509;0.0;0.0;0.0;0.0;0.0;0.0;0.0002289866388993999
1150;craindre;0.0;0.0;0.0;0.00014355848852737988;0.0;0.0;0.0;0.0;0.0;0.0;0.0006165573874188622;0.0;0.0;0.0;0.0;0.0;0.0;6.884105498035817e-05;0.0;0.005279750956225361;0.0;0.0;0.000229319171614912;0.0006581608233859786
1151;crainte;0.0;0.0;0.0;0.0;0.0;0.00010932737311319925;0.0;0.0;0.0;0.0;0.0007173445706439795;0.0;0.0;0.0;0.0;0.005149014944383588;0.0;0.005363862697614677;0.0010050526473985558;0.00020018971237827202;0.0003947929554503929;0.0002925967158942798;0.0006270719267999655;0.0
1152;crane;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006064948041777488;0.0;0.00010190762152510329;0.0;0.0006596611387569585;0.0;0.0;0.0;0.0010191311636775495;0.0039146764410179545;0.0;0.0;0.0;0.0;0.0006171869249459406
1153;craque;0.003161524166254491;0.0;0.0;0.0;0.012243883615235445;0.0;0.0;0.0;0.0005467535518485219;0.0;0.0;0.0;0.0;0.0;0.0;0.0011780932206938552;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1154;craquer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006223456421615128;0.0;0.0;0.004277727902656437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012664333805481893
1155;cratère;0.0;0.0;0.0;0.0034449360162086082;0.0;0.0;0.0;0.0;0.0;0.0;0.00019082444155010337;0.0;0.0;0.0;0.0;0.008201061886506362;0.0;0.0;0.0;0.0;0.0009849571438635153;0.0;0.0;0.0
1156;crayon;0.005637366837684357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013218695323392164;0.0;0.0;0.0;0.0;0.0;0.002340041713725025;0.0299444729468323;0.0;0.0073074503451296645;0.0;0.0;0.0;0.05429546557192012;0.0;0.01942217709311487
1157;cream;0.0;0.0;0.0;0.014702739242304206;0.0;0.0;0.0;0.0;0.007725373984131564;0.0;0.0;0.0;0.0;0.0;0.004972290790333961;0.004237077372120914;0.0;0.04232951516241204;0.009101142584656472;0.007981364532938453;0.0;0.0;0.0;0.0045933792198035
1158;creme;0.0;0.0;0.004443859524386805;0.015982548236243767;0.0;0.0;0.003569866852145405;0.0;0.0;0.0;0.00010095180464306752;0.0;0.0;0.0;0.0;0.02368882619721462;0.0;0.0;0.0017619712099498585;0.02869776810878719;0.0;0.01309330738667428;0.013513317231547362;0.0048357099426261695
1159;cremes;0.0;0.0;0.0;0.00010188396371714053;0.0;0.0;0.0;0.0;0.00010110962912652243;0.0;5.35904262249776e-05;0.0;3.790987623212362e-05;0.0;6.812650790893342e-05;0.00030217152677221667;3.980846352044742e-06;1.2455039886420805e-05;0.0010311549287676043;0.0;0.0;0.0007344618594150562;4.166043937217613e-05;0.00012482681735627552
1160;cremyi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.873243593526987e-129
1161;crepus;0.0;0.0;6.971559761410822e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00039318399357917485;0.0;0.00014536290525251095;0.0;0.0013989345090080864;0.0;0.0;0.0;0.0
1162;creux;0.0;0.0;0.0007217291131692169;0.00045666254568544294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015872081386093036;0.0021150133302285;0.004697692648664375;0.0;0.0;0.0006336124242207467;0.0034804572011062312;0.0;0.0;0.0;0.012093010298204025
1163;crew;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00027801907924497013;0.0;0.0;0.0;0.0;0.0002686661892142115;0.0;0.0012153087093756583;0.0;0.0;0.0;0.0;0.0;0.0008018910159375291;0.0;4.4186437615526404e-05
1164;criaient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004732522835230823;0.0;0.0012628701450449699;0.0;0.0;0.0;0.0;0.005283224759445384;0.0
1165;criniere;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024204954390826933;0.0;0.0;0.0024068373812311163;0.0;0.0;0.002476114729586317;0.0;0.0;6.953858697133067e-05;0.0
1166;crinière;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005320849549555351;0.0006104071583201102;0.0;0.0035935248587931476;0.00025140426439129515;0.0;0.0
1167;cristaux;0.0;0.0;3.388576013498922e-05;0.0;0.00011641812814212055;0.0;0.0;0.0;0.0;0.0001393466193946007;0.00015931345359632815;0.0;0.0;0.001218331220272223;0.0;0.0018134573238248854;0.00036043795737278046;7.622892011880498e-05;3.0898183407575207e-06;0.00014896212099188019;3.467316533124275e-05;0.0;0.0;0.0
1168;critique;0.0009502780873429778;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016819141728173386;0.0016256429493846695;0.0;0.0;0.0;0.0;0.0;6.411528372573035e-05;0.0;0.0049781445392450795;0.0034575597575242922;0.0009862985578579769;0.0;0.0;0.0;0.0
1169;critiquer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006049251197727944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1170;croire;0.0;0.0;0.000771275104049426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010416490805794185;0.0;0.021823161119461306;0.0;0.0015037808450728883;0.0035068393885528877;0.0;0.003908146677026036;3.837900458046312e-05;0.0;0.0013778371772028893
1171;crois;0.0;1.1875034089848991e-05;0.0;0.0;0.0;0.0;0.0;0.0;9.98105924323635e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0002717508878141686;0.0;0.0006052608111851498;0.00032690525100646567;3.3025800715038493e-06;0.0;0.0;0.00012420076581582588;0.0
1172;croise;0.0;0.018129703507662732;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1173;croyez;0.0;0.0006168728596867445;0.0;8.880652406837906e-05;0.0;0.0;0.0;0.0;0.00020211343319054636;0.0;0.0;0.0;1.7218641361575445e-05;0.0;0.0;0.0015869762349000984;5.241595617038109e-05;0.0005087161500692732;0.001159338119893286;0.0;0.0;0.0006249668000727712;8.411007334348858e-05;9.548825793351468e-06
1174;croûter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010751719841196553;0.0;0.00016143391275907825;0.0;0.0;0.0;0.0;0.0018710964673681646;0.0;0.0;8.285282569803948e-05;0.0;0.0;3.8226167211958326e-05;0.0;0.0002517748665737685
1175;cru;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4148737844427125e-05;0.0;0.00016232599747314773;0.00011563888379691913;0.0001638713307366273;0.0026080576471354503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1176;cruelty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008669202041327113;0.0;0.0;0.0;0.0;0.0;0.007094200388543949;0.0;0.0;0.0;0.0;0.002269165752606181;0.0;0.0;0.0
1177;crâne;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036316313905278563;0.0;8.972571312581076e-05;0.0;0.0;0.00033931830635471055;0.0;0.0;0.0;0.0;0.00015721223313240932;0.0;0.00011903869348874411;0.0;0.0;0.0
1178;crèmes;0.0;0.0;0.0010479501784202106;0.007792842826000041;0.0;0.0;0.0013651809131956503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011945222689513147;0.012186173406274113;0.0;0.0017337454974722293;0.014408552755403082;0.0032729993490276115;0.00017042369360037248;0.0;0.0;0.001732787052588824
1179;crèmeux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009895484805441517;0.0;0.0;0.0;0.0;0.0;0.0;0.0002575787245207159
1180;créateur;0.0;0.0;0.0;5.7211356155075794e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.300083854749064e-05;0.0;0.0;0.015356795461401437;0.0;0.0;0.0;0.00036550335127496256;0.0;0.002298393358632158
1181;créditer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005682517839488678;0.0;0.0017072279588586324;0.0;6.334305346867847e-05;0.0;0.0;6.442225021133727e-05;0.0
1182;créer;0.001073016017635862;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0050226036188535765;0.0;0.0;0.0;0.003105252439460562;0.0008951362509673586;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011154573478264974
1183;créme;0.0;0.0;0.0;0.03326493805211243;0.0041557958952507705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0029370147320755178;0.004858472586033855;0.0004277437898459089;0.0014677097406635671;0.0;0.0;0.0
1184;crémer;0.0;0.002860109945518918;0.0;0.012221646172690937;0.0;0.0;0.0;0.002172365110556482;0.0;0.0;0.0;0.0;0.0;0.005989776635063151;0.0;0.006213578156001356;0.0;0.0021849029664200675;0.0026935221794946746;0.0006114768278325086;0.000291750672909198;0.015870216225814707;0.0005266346518182745;0.0014797287277119435
1185;crémeux;0.0;0.0;0.0;0.0;0.006403474006956608;0.0;0.0;0.0;0.0;0.0039055700370625476;0.0017682004915105017;0.0;0.022147801304352104;0.007890927332961317;0.015248496944567003;0.011400560363447861;0.0;0.0;0.0;0.0;0.0;0.0014762480296175988;0.00047700196317902456;0.010709459148625651
1186;crépu;0.003186816737329176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017740733618965354;0.0;0.0;0.003216562824976094;0.0;0.0;0.001600284032351666;0.0011348237631371237;0.0001698781157869691;0.0;0.0;0.0014405190478284622;0.0;0.00020852616057972812;6.109311916342799e-05;0.0002982389057018542
1187;crépus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004528252670508631;0.0;0.0;0.0;0.0;0.0;0.0003242420334804429;0.006024655100973711;0.003516483342904535;0.008611522380597132;0.004121241041754241;0.003271141738046231;0.0;0.0;0.00010239346476334548;0.0;0.00078449957071739
1188;crême;0.0;0.0;0.0004782773765381843;0.0021810200139516017;0.0;0.0034923084163069255;0.0;0.0;0.0023682363657168432;0.027254269738565685;0.0;0.0;0.0;0.0;0.003483220340370549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1189;cuic;1.8681997025388192e-06;0.0;0.0;0.0;0.0;2.7136575003141035e-06;9.87834250963467e-06;0.0;0.0;0.0;2.9874051936048187e-05;1.696813359172519e-05;0.0;0.00011155345796385456;0.0;0.00026858179571608644;0.0;0.0;4.327514563790191e-05;0.0;0.0;0.0;1.0371141549540292e-05;0.0
1190;cuillère;0.0;0.0028691431310122178;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005621058181287761;0.0;0.0;0.0;0.0008931942967984821;0.0;0.0010126096860612233;0.0;0.0;0.0
1191;cuir;0.0;0.0;0.0;0.0;0.0020532715827606537;0.0;0.0;0.0;0.001524834938274769;0.009299108927954236;0.0;0.0;0.0;0.006478822396529455;0.023739337399610833;0.016137879593817548;0.0;5.867243665554186e-05;0.0;0.0;0.0;0.035900569471077164;0.0;0.007847933083496296
1192;cuire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.257666648538261e-05;0.0001638343579424491;0.006801937040284417;0.0;0.00121898890102021;0.0;0.0028450681876229567;0.0;0.0;0.0018448987469383967;0.0;0.0;0.0004409382050483802;0.0;0.0
1193;cuirs;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7327986981581063e-05;0.0;0.0;0.0;0.004477505973860585;0.00015717708022252146;0.0;0.0;6.412415972394148e-05;0.0;0.0;0.0;0.0;0.0
1194;cuit;1.8681997025388192e-06;0.0;0.0;0.0;0.0;2.7136575003141035e-06;9.87834250963467e-06;0.0;0.0;0.0;2.9874051936048187e-05;1.696813359172519e-05;0.0;0.00011155345796385456;0.0;0.00026858179571608644;0.0;0.0;4.327514563790191e-05;0.0;0.0;0.0;1.0371141549540292e-05;0.0
1195;cuivrer;0.0;0.0;0.0;0.0;0.004216918004504893;0.0;0.0;0.0;0.0;0.0;0.020166330905971603;0.0;0.0;0.0;0.00012574519591355274;0.0010593938385459654;0.005396323864443095;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1196;cuivré;0.0006439884546157171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00751714806356947;0.0;0.0;0.0;0.0;0.0011626327484688097;0.0;0.003521431300580704;0.000879173845244948;0.0;0.0;0.0;0.0;0.0
1197;culpa;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.854431815425002e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.00015051727736663232;0.0;0.0;0.0;0.0074166183479834;0.0;0.0
1198;cumuler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007471152937189296;0.0;0.0;0.0;0.0;0.00018877660411528483;0.0013041342446830188;0.0;3.1827391590895105e-05;0.0006764484364156197;0.0;0.0012656784215843556;0.0;0.0;9.158762031858547e-05
1199;cure;0.003687960998050294;0.0;0.0;0.0;0.0;0.003805252215799045;0.0;0.0;0.0;0.00341559210182569;0.0;0.0;0.0;0.004895706983426349;0.0;0.015918876373935867;0.0;0.0;0.03801830428697703;0.0;0.0;0.0;0.0;0.0
1200;curer;0.0;0.0;0.0;0.0;0.0;0.006771800900909043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024262561460680256;0.0;0.0;0.0;5.964392543930876e-06;0.000868814396914159;0.0
1201;cures;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009064141844107686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0032807668452114838;0.0;0.0;0.0;0.0
1202;curieux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001789342354068129;0.0;0.0;0.0005610151575495402;0.0;0.0;0.003892059038008011;0.0;1.6739306910476847e-05;0.0;0.0;0.00037983305933509553
1203;cutané;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0023397963709814425;0.004766860487897131;0.0;0.0018500237362664913;0.001063918043260998;5.268941870425385e-05;0.0;0.0003064824638980365;0.0;2.5878118500942974e-05
1204;cuticules;0.0;0.0;0.0;0.0;0.0;0.0;0.0014455860051216364;0.0;0.001414615582084282;0.0015126379114196644;0.0;0.0;0.0;0.0030103327748505207;0.00034074241246677737;0.0;0.0;0.0;0.0;0.0;0.0;5.281302913978657e-05;0.0;0.00196940936904137
1205;cvient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.873243593526987e-129
1206;càd;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002478698577872538;0.0;0.003804834460470346;0.00043233202516926214;0.0;0.0;9.819548106608806e-06;0.0;0.0
1207;céder;1.8681997025388192e-06;0.0;0.0;0.0;0.0;2.7136575003141035e-06;9.87834250963467e-06;0.0;0.0;0.0;2.9874051936048187e-05;1.696813359172519e-05;0.0;0.00011155345796385456;0.0;0.00026858179571608644;0.0;0.0;4.327514563790191e-05;0.0;0.0;0.0;1.0371141549540292e-05;0.0
1208;célèbre;0.0;0.0017596023387828179;0.0;0.0;0.0;0.0;0.0;0.004031948887229587;0.0;0.0;0.0;0.0;0.0;0.0;0.0065916107888359604;0.007542035052633949;0.0;0.0;0.007848218134023175;0.0;0.0;0.0;0.0;0.0
1209;côte;0.0;0.0;0.0002813775182422208;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003094917113743245;0.0;0.0;0.0002843399534798723;0.0;0.0;0.00018681582523303187;0.0;7.023941901119551e-05
1210;côté;0.009724355628787047;0.0;0.0;0.010368797411626973;0.0;0.0;0.0;0.0;0.00713647103568168;0.0;0.0015178509613059856;0.0;0.0;0.0;0.0;0.015752250614000905;0.0;0.00392827820944088;0.014635348276510949;0.0;0.01126806185554827;0.004236224076176559;0.0;0.0
1211;dab;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.873243593526987e-129
1212;dame;0.0;0.0004752019105770882;0.0;0.008587560219629106;0.0;0.0;0.0;0.0;0.0036249257654794426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007157937936989215;0.0;0.0;4.065201377579391e-05;0.0054622343917221225
1213;dames;0.0;0.0;0.0;0.0038503421269608503;0.0;0.0;0.0;0.0;0.0002343559118248654;0.0;7.032120511839347e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014383599282361149;0.0;0.0;0.0;0.0
1214;damned;0.0;0.0;0.0;0.0031068546122424083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005515375064192134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1215;dangereux;0.0003890520750780045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00022414876746750727;0.00015868399414470385;0.0;0.001263532387583407;0.0;0.0006843980541413828;0.003685815666511153;4.380641923688362e-05;0.0;0.00031077697207725796;0.0;0.0003356238191732813
1216;danielle;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7572883611321342e-05;3.621328152568136e-06;0.0;0.00013797571756912695;0.0;0.0;0.0;0.0;0.0002515815744073788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1217;danse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013553908116643473;0.0;0.0;2.09069474278213e-05;0.0;0.0;0.0;0.0;0.0;0.0007550014282667467;0.0;0.0;0.0;0.0;0.0;2.5251701536812226e-05
1218;danseuse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000686363324616908;0.0;0.00031382447231628107;0.0;0.0;4.0835057444852384e-07;0.0;0.00022585414632690664;0.0;5.630157309198169e-07;0.0;0.0;0.0;0.0018803465304380576
1219;dany;0.010319374018761162;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1220;dartres;0.0;0.0;0.0;0.006257728476739414;2.7306138674225246e-05;0.0;0.0;0.0;0.0005129694517943457;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002135551837750484;0.0;0.0;0.0;0.0
1221;date;0.004905168774628387;0.0;0.0;0.0;0.0;0.00603769754878024;0.0;0.0;0.0;0.0;0.006906533779845649;0.021141884489921162;0.0;0.0;0.0;0.0;0.0017014761096804823;0.049852396260139306;0.0;0.0;0.010898072144437804;0.0;0.0;0.00010183715984122826
1222;dater;0.0;0.0;0.0;0.0002753798495622625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3567729117414845e-05;0.0;0.0;0.0;0.005047507321566519;0.0;0.001013908944433217;0.0;0.0;0.0;0.0;0.00016706287528043062;0.001937425938907483
1223;dates;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1261909580860422e-05;2.001598198435628e-05;0.0;0.0007209055641863971;0.0;0.00023579047033079332;0.0;0.00017697992821484997;0.0;0.0020353969322400895;0.0;0.0;0.0007049726105471344;3.1485247537146076e-05;0.0002245582158456479;0.0
1224;dautres;0.0003969862266903851;0.0;0.0005694798725107717;0.0;0.0;0.0;0.0;0.000930103256339727;0.0;0.0;0.0;0.0;0.0;0.0;8.374613431749425e-05;0.0;1.0198896840470987e-05;0.0;0.0;0.0019112734443556439;0.0;7.482909267624275e-06;0.0;0.00016134067354703165
1225;davantage;0.0;0.0;0.0002139398268303514;0.0;0.0;0.0017577428681627896;0.0;0.00040124763212271694;0.002873052194275079;0.0;0.0;0.0036502598475618127;0.0;0.0;0.0;0.0;0.0;0.0;0.012642332941367752;0.0010979669195950322;0.0;0.0;0.0;0.0
1226;david;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0034484769737641295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1227;decevant;0.0;0.0;0.0;2.1502779556173715e-05;0.0;0.0;0.00012303169260722936;0.0;2.8234514834649384e-05;0.0;5.908694348076727e-06;1.8247738028838155e-06;0.0;0.0;0.0;4.559384462352428e-06;0.0;0.0;0.0;1.9886067038192088e-05;0.0;0.0;0.0;0.0
1228;dechesse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017799289311492634;0.0;0.0;0.0022320161062779806;0.0;0.0028721929891220273;0.0;0.0;0.0;0.0009611899317126022;0.002909688203754532;0.0;0.0;0.0;5.1448273487132266e-05;0.0
