;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
448;J'ai eu beau essayer d'autres eye liner de temps à autre, allant même jusqu'à dépenser jusqu'à 30 euros pour ces derniers, je reviens toujours à celui-ci : simple d'application, bonne tenue, pas de problème dermatologique (j'ai une peau très fine et sensible). Je l'utilise depuis des années maintenant et le recommande sans problème.;0.036193849419554634;0.0;0.0;0.04690435361493567;0.0;0.001114185426739973;0.0006825741200014124;0.0;0.0006431489770419278;0.0;0.00012549259327554826;0.00746502904785952;0.0;0.0;0.015065950455039383;0.061304499939689054;0.00030939874982049097;0.018545272611728395;0.0
449;J'utilise très souvent ce produit étant méchée blonde mais juste un problème de colis à la réception à l'intérieur le shampoing s'était ouvert.;0.001018644328130496;0.0;0.0;0.000683296153177265;0.0006781902744185128;0.0007837680062512463;0.0;0.0005995855232109385;0.09156400777753587;0.0017239049719975248;0.013995215098907204;0.005554439066728092;0.0;0.001012969594512251;0.0;0.0;0.00023122886538798988;0.016493607567994662;0.0009207699039779428
450;J'ai testé beaucoup de produit et je n'étais jamais satisfaite mais la, l'efficacité du produit est flagrante. Après 2 mois, on voyait plein de petites repousses à la racine de mes cheveux. Par contre, je l'ai utilisé durant deux mois, mais seulement à chaque shampoing (tous les 2/3 jours) et non chaque jour comme préconisé sinon cela reviendrait trop cher!;0.0;0.0026040554761257834;2.5600735770801167e-05;0.0;0.0;0.05787641230411776;5.185368819906604e-05;0.00014014434359627869;0.06858634999744448;0.0005461890545648322;0.0;0.0006381469553588497;0.003968709815139077;0.0027468409601260515;0.0;0.05328737474866576;0.00018367633246098669;0.0006991951162181823;0.002324326354505836
451;J'utilise ce Eye Liner depuis longtemps,, application facile et bonne tenue noir intense, il est parfait même pour une débutante !;0.00020243184416884698;0.0;0.0;0.0;0.0;1.8508935983907563e-05;0.0008898441244418411;0.0;0.09766645372169838;0.0;0.0105982797989613;0.0004034657618638922;0.0;0.0;0.14161377552550058;0.0;0.0;0.0017874568260790257;0.0
452;ECONOMIQUE PAR SA GRANDE CONTENANCE. EFFICACE POUR LES CHEVEUX BLANCS OU GRIS.;0.00015544195881255196;0.0017105999436821176;0.0;0.0;0.0;0.0;0.0026886893670549994;0.0009878445829139748;0.005755813499915494;0.13977818295359784;0.019154085407011714;0.0;0.0;0.0;0.0;0.018578531557307956;0.0;0.006052630583266398;0.01863351424079075
453;BRILLANCE ASSUREE. JE RECOMMANDE VIVEMENT CE PRODUIT.;0.08415165360590329;7.435138906143775e-05;0.00015716014933107037;0.0;0.0;0.0;0.0;0.0009000056012928221;0.00028626559300857753;0.0;0.0013739553095411113;0.0;0.002855757064076272;0.0013620011052121747;0.0;0.005611091865492976;0.0020697100856618337;0.00021340945214448268;0.0017833065605080626
454;SCHAMPOING SILVER  EXPERT LE MUST !!!!!;4.805937116858779e-05;5.78206612990381e-05;0.0001351580312542352;7.81028548654919e-05;0.0;0.00011479643652406881;0.0007674510074819563;0.0;0.00024278428721640635;0.00021489766896238226;0.0008178669560870817;0.0;0.0;0.002710931289230944;0.0;0.0010010392471900126;0.0023626968016962993;0.001875832822079005;0.0
455;Bon produit et excellent rapport qualité prix;0.0;0.21263418020532618;0.0;0.0;0.0;0.0;0.0001839279071268208;0.0;0.0;6.314007623050157e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
456;Un peu compliqué à bien utilisé mais efficace.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16310789261138128;0.1926528589903848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
457;Bon produit.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
458;Très bonne cire pour sculpter vos cheveux;0.0;0.0;0.0009838901802552615;0.0;0.0;0.0;0.000987010211106041;0.0;0.00843221385522859;0.00029754131394241874;0.0;0.0;0.0;0.0;0.0;0.02012201734861402;0.0;0.0;0.0
459;Meilleur soin de la gamme serie expert et le prix est imbattable ! Vue beaucoup plus cher sur des sites de vente privée.;0.000797037924187283;0.038351257648833854;0.0;0.0;0.0005792282926630357;0.000444365214203777;0.00044384562807894454;0.0008746308959224269;0.0031895822406455953;0.002226159966457995;5.172602638348727e-05;0.00195449476972441;0.0;0.026908769302027086;0.0;0.01471489446157785;0.009746385562471932;0.0053154113585871365;0.0
460;Ce spray fixant est efficace, mon coiffeur l'utilise depuis des années et c'est pour cela que je suis venu à en acheter à la place des produits de grande surface. Il résiste plutot bien à l'humidité.;0.0;0.00016245309957874996;0.0;0.0;0.0;0.0012914714153225467;0.0006277814649092761;0.0;0.0;0.08247416502646292;0.0;0.0;0.0;0.0;0.0;0.09137269174695736;0.0;0.0;0.004507472121581313
461;Le format spray évite de se retrouver dans un nuage de produit fixant quand on l'applique contrairement à la laque en bombe,;0.0005139757431955706;0.00039531728580557193;0.0;0.0;0.0;0.0;0.0014222658061847735;0.0006061139686811615;0.0003473875694620603;0.002682566189469841;0.0039464525155153895;2.548550916302622e-05;0.0014487850145838608;0.0012537597979154326;0.000245716855903805;0.011876035319803887;0.0019341366372085925;0.000532360186481472;0.00871021307848776
462;"l'odeur n'est pas trop forte et relativement ""neutre"" (pas d'odeur de parfum feminin ou au contraire d'aftershave comme certains produits)";6.369094394063573e-05;2.19446405450481e-05;0.15050031025253793;0.0;0.0;0.0;0.0;0.0;0.000866043925261973;7.208152535271548e-05;0.0;0.0;0.0;0.0022539772928459583;0.0017931006211823876;0.0;0.0007733728002002179;0.0;0.0
463;Mon mari a testé ponctuellement ce gel repigmenrant l’oreal Progress homme.. je dis bien ponctuellement car à 45 ans, il aime bien ses cheveux blancs, il faut dire qu’ils sont très parsemés.;0.0005647836101990046;0.0;0.0004856465159228302;0.0;0.0;0.0;0.0010154471190059722;0.000863604952939067;0.008786108391550295;0.0023224261941220915;0.007399428544974146;0.002334670254382675;0.0;0.0012977832270104205;0.0;0.02769204503449147;0.0;0.0015423207360002755;0.0
464;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
465;Ce gel cache ces derniers en s’oxydent légèrement une fois appliqué, en résulte une coloration grisâtre, très discrète qui s’estompe après quelques shampooings.;0.0;0.0;0.0006448640121516823;0.0007798245413362125;0.0;0.0;0.0005985244760581751;0.0;0.0010379349413167471;0.00014778247553083157;0.002374094779107539;0.0;0.0009946131424935362;0.0;0.03874804985373837;0.005991005866720429;0.0009733798027080744;0.00014037668720804145;0.0
466;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
467;Parfait pour les bruns ou châtains foncés, il faut oublié le concept sur une chevelure très grise voir blanche car le résultat ne sera pas heureux (pour ne pas dire très moche).;0.0;0.0;0.0;0.0;0.0;0.0;6.878044326742267e-05;0.0;0.0008535210502887127;0.002097969276735902;0.009715833516962539;0.0008982789016090285;0.003216567870646617;0.0;8.011298529951431e-05;0.059860110923298016;0.0;0.0010839286757749486;0.0
468;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
469;Mon mari a changé d’avis sur l’idée qu’il se faisait du produit car pour lui, les hommes qui se retrouvent Noir corbeau ou Bordeaux après une couleur, c’est rédhibitoire !! Et ridicule.;6.211471168097477e-05;0.0;0.0007712157240435184;0.0;0.0;0.0;0.0008831918849110198;0.0;0.0;0.0;0.07497739111399078;0.0009781430105481837;0.0;0.0;0.003366266485175268;0.004428187055267926;0.0;0.00849421827556502;0.0
470;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
471;Les hommes ont la chance de souvent bien porter le cheveu gris , pourquoi s’en priver !!;1.2286335399261196e-06;0.0001703253927784809;0.0006702324776567492;0.0;0.0;0.0;0.001170811862034967;0.0015720650589858107;0.002970019181330913;0.0021096093546500564;0.007862546976607378;0.002164456480787407;0.0;0.007144982048165953;0.0;0.01018135409090892;0.0002819244001543072;0.00398951478767493;0.0
472;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
473;Pour en revenir à la pose, sur cheveux secs parfaitement propres ou bien essuyés après un shampoing , on applique ce gel et on laisse sécher normalement.;0.0;0.0;0.0;0.0012848425856809736;0.0002879094777323048;0.0;0.0006609148831270428;0.0;0.0;0.0002540945440056477;0.0016065832109626711;0.0018030375894319728;0.0002671982944657778;0.0;0.0;0.010091938120818583;0.10772560079072381;2.8828459985194085e-05;2.0055331569753516e-05
474;L’image sur le packaging rend parfaitement car le résultat est très proche ... il faut prendre en compte les variables de couleurs de cheveux.;0.0;0.0;0.0;0.0;0.0024007318324459972;0.0003119453584885878;0.00027940693144833356;0.0;0.0;0.0;0.003238715644870657;0.0004541850879640033;0.0;0.0;3.7977463856522493e-05;0.07010834778205159;0.0;0.0;0.008053927408066314
475;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
476;Dernier point, mon mari nage tous les jours, aucune surprise à attendre en sortant d’une eau chlorée.... pas de cheveux vertes ou violets !!! Un bon point !!;0.0005191367556209112;0.0;0.0005646201643897945;0.0;0.0006142629724768883;0.00029321858531687335;0.0;6.133512277971952e-05;0.004459011081542306;0.0004586200346159329;0.005297119814903829;0.0004080021073180084;0.00021415550977306786;0.0;0.0;0.02349564704963052;0.0;0.005678211990818274;0.0
477;Très bonne crème,  j'ai la peau sèche....et elle me va parfaitement...l'hiver je prends la teinte la plus claire,  l'hiver je prends la mate,  elle n'est pas trop foncée, ça fait très naturel, et elle cache les petits défauts de la peau,  de plus indice 20....et très agréable...légére... très satisfaite du produit..;0.0;0.0013711630973294595;0.0;0.08294385376977813;0.0;0.042793408919170585;0.0;0.0;0.0;0.0;0.007095346585558672;0.0;0.0006105588807042721;0.0;0.0;0.021663293202879644;0.06279384914784752;0.0;0.003641077072109308
478;Je recommande ce soir qui est le.plus efficace que j'ai testé. Seul point négatif... le prix.;0.06898099847607746;0.050330974715201524;0.0;0.0007192472738511917;0.0;0.00030279905940783805;0.0;0.0;0.0002328699392400381;0.1320405344430789;0.0;0.0;0.001069934256197818;0.0;0.0;0.0034808632492819955;0.0001728292215635984;0.0;0.0
479;Palette sympathique mais si vous souhaitez avoir un effet « zéro matière » alors passez votre chemin en revanche si cela ne vous dérange pas que l’on voit très clairement que vous porter du correcteur alors elle sera certainement faite pour vous :-);0.0;0.00025472728951829356;0.0;0.0;0.0;0.0;1.2443371401272083e-05;0.0;0.0;0.0005015376390580012;7.423954443508763e-06;0.00031570671337433694;0.0048592015634658725;0.0007312741099653628;0.0;0.0187306240538917;0.0;0.0009477340111366466;0.0007719713918492687
480;C'EST UN TRES BON PRODUIT EFFICACE NE LAISSE PAS DE TRACE SUR LE VISAGE LA PEAU A MEILLEUR ASPECT JE RECOMMANDE;0.07168931296443566;0.0010608010637126522;0.0;0.09379194860718558;0.0;0.0;0.0;0.0;0.0017998155597611994;0.1364730091960676;0.0;0.0;0.002831526149062396;0.006364574434966444;0.0014325022348502933;0.005335906171489806;0.005787077353040592;0.0;0.0
481;J'ai les cheveux blancs et utilise depuis des années ce shampoing.  Mes cheveux sont magnifiques suivant les dires des coiffeuses qui me font les coupes. Mes cheveux sont blancs mais pas jaunes???? pas secs pourtant je fais des shampoing tous les 3 jours max. Je recommande vivement ce produit.;0.042961371189883815;0.0;0.0;0.0;0.0;0.0010799332325576378;0.000594148100191015;0.0001835098623358008;0.008376185592900886;0.00413165611419598;0.02540659698808138;0.0;0.0;0.0;0.0;0.05474742407624535;0.08556720636233038;0.0;0.0
482;Vraiment un tres bon produit javais les cheveux sec du a un shampooing dune autre marque qui ma tuer les cheveux et le soleil aussi. En une seule application jai sentis deja la difference sous la douche. Jai combiné masque et shampooing de la meme gamme le top;0.000400611526115456;0.0001763686477643841;0.00036100025551282823;0.0012751585784311864;0.0;0.0001547716342284036;0.00023241844467236392;0.0;0.0;0.0;0.0;0.000924352939116572;0.0044603403360757386;0.09359642571068556;0.011361653885988922;0.007860339601584667;0.09421873527854849;0.0;0.0
483;Un produit top pour les blondes, méchées ....... parfait cheveux doux, faciles à coiffer, et éclat du blond parfait. Déjaunisseur TOP mais ne pas trop laisser poser 'reflets bleus°...;0.0006884211628449354;0.0;0.0;0.0;0.0;0.001343603640689596;0.0;0.07199584794424216;0.009108409214317803;0.0067078931805752895;0.033472471403354645;0.0006423805835663382;0.0;0.007705739063456642;0.09002880198781832;0.0041541724213246065;0.0011237870620715818;0.0009169616769520943;0.0
484;Je suis  ravie pour une première  fois .;0.0012754937793857319;0.0016766152731401806;0.0;0.0;0.0010104760015452745;0.0;0.0;0.0;0.0;0.0045093774737499865;0.0;0.0;0.0;0.0032915087085189686;0.0006392082874375523;0.011307392286629655;0.0;0.01568203951332369;0.0
485;Tres bon anti cerne est très crémeux mais a bien étalé avec  le fond de teint;0.0;0.0;0.0;0.012503485002772848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007321094544486052;0.0;0.0010168739728619622;0.04833215442198248;0.0;0.0;0.0
486;Je recommande +++++ !!! J'ai acheté le shampoing, le masque et l'huile... et bien pour la première fois en 15 ans, je ne regrette pas mon achat ! J'ai essayé un tas de produits pour réparer mes cheveux et donner corps à mes cheveux fins mais sans succès. Or la, mes cheveux sont super doux, légers et brillants. Quelle facilité au moment du brushing!! J'étais toujours obligé de passer 36 fois pour lisser mais là non et pour la premiere fois je n'ai pas eu besoin d'utiliser mon fer à lisser après. C'est ma coiffeuse qui sera ravie de l'apprendre lol. Franchement je n'en reviens pas. Je l'ai acheté suite aux commentaires et à mon grand étonnement je suis moi aussi surprise et ravie de cette gamme de produits. En plus ça sent boooonnnn ! Vraiment top !;0.02288811538418223;9.017887390633076e-06;0.0006472245177452746;0.0;0.0012132259791091543;0.0029962890617753154;0.0008471874130044529;0.03973332718269294;0.04375618602633641;0.0036996402765013584;0.0;0.0;0.0;0.050645436758818815;0.0008206575103106677;0.05737586617337651;0.007642026356324908;0.009383983196286451;0.003349000155314339
487;J'ai reçu le produit avec 2 jours en avance par rapport au délai.;0.0;0.04053458278625334;0.0;0.0;0.0;0.0;0.00096473913306729;0.0;0.00657768213046093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16960011748662013;0.0
488;Simplement ce dernier doit provenir d'allemagne car meme si le bidon est en Français, il y a une grosse étiquette allemande collé sur le coté collé du bidon. (visiblement ce sont les conseils d'utilisations).;0.00013416134370493132;0.00042743246887744414;0.0003458085466771258;0.00041556691585349203;0.0002475144565562709;0.0006929901816644027;3.850495897360053e-05;0.0011750511003152076;0.0;0.0005742497302479;5.770635770578653e-05;0.0;0.0009734578111986492;0.004273900275868873;0.030821636780037433;0.0021666028252178156;0.00027328160263650315;0.0006083796208938513;0.008450580971835374
489;Pas de souci pour moi, mais faut le savoir.;0.0;0.0;0.0002889855780383719;0.0;0.0012147232610715045;0.0;0.0;0.0;0.005832844800193456;6.353587710622134e-06;0.0;0.0;0.0;0.0023231803742203216;0.0;0.0345487538702755;0.0;0.0022514826518056498;0.001500303464866469
490;tres bon rapport qualité prix  et tres satisfaite du shampoing  pour cheveux colorés  je l évalue 10 sur 10  et je le recommande a tous clients pour cheveux  colorés;0.06274731834807282;0.08086358356043921;0.0;0.0;0.00044198504515267776;0.09143734702852425;0.0;0.0;0.0;0.0;0.0013238824476266993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
491;Très bon produit, nourrit sans graisser. Je rachèterai ce produit qui convient très bien à mes cheveux secs. De plus l'odeur est très agréable.;0.0003247649838014891;0.0;0.0984807451442907;0.0;0.0;5.661534915611783e-05;0.0;0.007215503198201153;0.0;0.0;0.0;0.0;0.00045402085576994625;0.01162981729801464;0.0;8.85373304174922e-06;0.16013804194871134;0.0;0.0
492;Ce shampoing violet marche bien sur mes colorations blondes, il atténue le doré que je n'aime pas! je le recommande;0.06074854180918231;0.0;0.0;0.0;0.0;0.0007020111242355542;0.0009157745767346049;0.0001714914285598835;0.004981671266462705;0.0037766670577262895;0.02303273280958741;0.0006563516029728242;0.0;0.0035192477235506314;0.0;0.007157979594614416;0.0;0.00478465972858604;0.0
493;Excellent produit de loréal pour blanchir les cheveux méchées trop jaunit. Idéal en deuxième shampoing. Texture agréable, rend légèrement les cheveux secs faire un soin après. Je recommandes.;0.000377809908903167;0.0;0.00024301685307833286;0.0008884580807836497;0.0;0.0;0.0008771276683160323;0.00018077486184648017;0.0019246101396729423;0.0020502996250711717;0.003990285221589829;0.0;0.1060295592520666;0.007929576690108589;0.0;0.0016651968726805189;0.11475923031261555;0.0;0.00023853527228793087
494;Cette crème est une bonne alternative au gel. Maintient bien les cheveux en place tout en laissant les cheveux souples. Effet naturel. Vraiment bien sur cheveux courts.;0.0;0.0;0.0;0.0;0.0;0.0;0.0005033263561324616;0.003349183080954351;0.0021969659309920256;0.0021316817168713226;0.0;0.0;0.0;0.006535679033188635;0.001079589477265229;0.009890148966693938;0.0009669694759384034;0.0;0.0
495;Très déçue - réactions de la peau - dartres - pas bien tolérée du tout - A 72 ans c'est la première fois que j'ai ce souci avec une crème visage.;0.0;0.0;0.0;0.06708973359719755;0.0006832705415558528;0.0;0.00010873417641791353;0.00027720047942910006;0.011133006978174364;0.0;0.0;0.0007175530435841721;0.0017138868180257593;0.0;0.0;0.01370638204573768;0.0028238524123883825;0.0;0.0
496;Si c'était possible j'en demanderais le remboursement ! !!!;0.0;0.0;0.0;0.0;5.006255994240685e-05;0.0;0.0;0.0;0.0;0.0;5.2829192692409865e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0021407078158394315;0.0
497;Je souhaiterais contacter le vendeur !;0.00033064380071534075;6.86928494331474e-05;0.0;0.0;0.0;0.00011094596144509807;0.0;0.0;0.0;0.0004894535893016413;0.0;0.00020907318846708582;0.0;0.0;0.0005992304802260943;0.00034369925910055177;0.0;0.007118311003367604;0.0
498;Très bon produit professionnels je ne regrette absolument pas de l'avoir commander merci amazon;0.0004351930651880377;0.0008964750666047113;0.0;0.0;0.0;0.0010726251822547163;0.0033736337505248484;0.0007113051775523054;0.005496128633225485;0.003272806358277128;0.0003105709610549;0.010238054488976219;0.0;0.006312706902369671;0.0015799583972854081;0.00937250384568264;0.0;0.04426153987109972;0.0
499;produit pas conforme aux attente c'est de l'eau ca ne tient rien;0.0003263064175152375;0.0;0.0;0.0;0.2646318413038312;0.0;0.0001063606274938368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01569679174302348;0.0;0.0;0.0
500;Nous avons enfin trouvé à un prix très compétitif.;0.0;0.07674926497098565;0.0;0.00039786708397213127;0.0;0.0003684736131492689;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018391701443133786;0.003465516048580477;0.00238860372664662;0.0
501;Très efficace pour redonner éclat et reflet aux cheveux blancs ou poivre et sel.;0.0008148494175837343;0.0;7.386725647563408e-05;0.0;0.0003433264832066166;8.507593043187739e-05;0.0009505336020762478;3.8138382604333045e-06;0.005170487562272075;0.12781624178935794;0.019412710898683183;0.0;0.0;0.00041463281818124515;0.003781178128076109;0.0009103496542800238;0.0022301900361448063;0.0004483767028119613;0.0
502;Je l'ai testé ce week-end il est cool ! Mais je ne suis pas restée assez longtemps pour donner un avis complet avec plus de précision mais vue le prix je ne vais pas me plaindre !!!;0.0;0.030862612767909046;0.0;0.0004135877462746502;0.0;0.0;0.0;0.0;0.00035117965525511077;0.0006577887775228104;0.000892598391940744;0.0;0.00493831479804412;0.0007722918899605802;0.0;0.029151184982826806;0.0013459779532601387;0.00759724214992169;0.0
503;très bon produit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
504;ne colle pas, tiens longtemps, un peu cher cependant. a recommander pour ceux qui ne veulent pas utiliser du gel mais plutôt de la  pâte;0.07670342307776945;0.0002631831728586325;0.0018125770956504618;0.00010413633428165201;0.0;0.0;0.0;0.0;0.12507452515577472;0.0;0.0;0.0;0.0;0.0;0.0029848144026915205;0.0;0.0;0.0;0.0
505;Je ne suis pas très convaincue.J'ai voulu vraiment faire les six semaines afin d'avoir un avis objectif.Cela revient cher au final , la chute a peut être diminué, et encore j'e n'en suis pas très certaine , mais c'est tout.Je ne réutiliserai pas je crois.;4.917112991102332e-05;0.0002113714409522774;8.706770650162718e-05;0.0;0.0;0.0;0.0;0.0;0.007441603737329832;0.0027023372339011874;0.0;0.0;0.0002603618362184871;0.003273237041744478;0.002649731105000075;0.01013319444382834;0.0;0.0070276526774968534;0.0012283847322188853
506;Ne laisse pas de mèches bleues, le meilleur testé jusqu'à présent.;0.0006668757663882274;0.0009966437865626383;0.0007170268406708839;0.0;0.0;0.0;0.0005365777315827125;0.0002986993835237014;0.006058024465071469;0.0020400358787937612;0.015363290138957892;0.003115785963460365;2.5643172250986293e-05;0.01654230125854021;0.0;0.01783245198893612;0.005588772080133239;0.002839480527538775;0.0001747255961433548
507;Laisser poser  minimum 10 minutes pour un bon résultat;0.0;0.0;0.0;0.0;0.0005441596266679013;0.0;0.0;0.0010451238995590195;0.0;0.004550698465703188;0.002797122659396649;0.0005228390371294119;0.0;0.013430384899807213;0.0007593762712716932;0.06605989538980905;0.0;0.0;0.0
508;J'ai reçu ce tube de bel avec un scotch sommaire pour tenir le capuchon. Je me suis demandé s'il n'était pas reconditionné.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003077066355938009;0.0;0.0;0.0961553840096472;0.0
509;Tentant de l'utiliser, je m'aperçois que le  mécanisme du tube ne fonctionne pas. Mes soupçons étaient donc bon.;0.0;0.0;0.0;0.0;1.0247579255937147e-05;1.810192172982557e-05;0.0;0.0;0.08470473657147581;0.0;0.0;0.0;0.0;0.0;0.0;0.0002944500723618277;2.8889717070111033e-05;0.000982565247647501;0.003758009831079434
510;Je déconseille ce vendeur et suis très surpris de recevoir ce type de produit défectueux par le biais d'Amazon.;0.0;0.00041478677867497026;0.0;0.00204063582189561;0.0;0.0;0.0;0.0;0.0;0.0;0.0002459949860937015;0.00395400065765598;0.0;0.0;0.0;0.0;0.0;0.10268403588444053;0.0
511;J'utilise ce masque depuis de nombreuses années et il est génial. Mes cheveux sont beaucoup plus souples doux et nourries j'ai réussi à retrouver une qualité de cheveux sur mes pointes abîmées. Je le recommande à utiliser à chaque shampoing si les cheveux sont abîmés mais uniquement sur les pointes car aux racines il graisse les cheveux.;0.03912406240096056;0.0;0.0;0.0;0.0;0.0026188193678552637;0.05229886545685837;0.06360811845995057;0.06473659324782612;2.1211015113165948e-05;0.0;0.0;0.0;0.08815221261799845;0.0;0.04722747209013593;0.012533405253955876;0.0;0.0
512;odeur agréable, ne laisse pas les cheveux poisseux, facile à utiliser grâce au roll on, bon rapport qualité prix je ne peux pas encore me prononcer sur l'efficacité car le délai d'utilisation est encore trop court mais produit très agréble;0.0;0.05535740550736508;0.0596010029024851;0.0;0.0;8.009163645450542e-05;0.0;0.00015924881839218157;0.06969237961853975;0.00023583994264055616;0.0;0.0;0.00032986693154496877;0.0;0.12221569472035178;0.0;0.0;0.009507180007144189;0.0012800616840363283
513;Dupe du better than sex de too faced ! J’adore ce mascara et dieu sait que je suis difficile. Volume et longueur. Accentue davantage le volume que la longueur.;0.0002318264509350696;0.0003253742072215205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024241679845795434;0.0;0.0;0.0;0.0013478625830596204;0.0;0.023499236337939333;0.003362072304328291;0.0;0.0
514;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
515;Je ne mets pas 5 étoiles parce que ce n’est pas le mascara parfait pour tous les cils.;0.0;0.0;0.0;0.0;0.0;0.0;0.00028681269671643325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010577332992919715;0.07339694750002733;0.0;0.0;0.0
516;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
517;Pour infos : j’ai des cils longs et fournis. Ils ne sont pas tout droit.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003331289964284743;0.0;0.0033302699606105003;0.0016654961937951653;0.03117597783124977;0.0;0.0;0.0
518;Bon produit mais je m'attendais à une autre teinte de la marque. J'avais un ancien tube identique mais la teinte n'était pas la même. Mais enfin bonne texture quand même je le recommande.;0.05603890333504796;0.0;0.0;0.010630604700162983;0.000989857202663623;0.0;0.0003725252194113381;0.0;0.0;0.0;0.0;0.0;0.11751676199270096;0.0;0.0;0.062980527782476;0.0;0.0;0.0
519;« Pour peaux très matures ou ternes » : comprenez pour dames à partir de 60 ans dont la peau a naturellement pris quelques rides et manque d'éclat.;0.0005471253062691922;0.00012890442593962265;0.0;0.05236430997404293;0.0;0.0006525987700589085;0.00047707240143173696;0.0;0.0076156823639849;0.00021071723448710082;0.003916360982674777;0.0;0.0;0.0012332832281176263;0.00015652182200766144;0.013770727836725479;0.0008478713284927844;0.0;0.000860983807729821
520;L'Oréal a pensé à ces femmes coquettes, soucieuses de prendre soin de leur visage et on les comprend, on les approuve. .;0.0005708061908769812;8.732076135505514e-05;0.0;0.0031879922912229405;0.0;0.0010970557461546008;0.001259183405316822;0.0007768686836961885;0.001474267578719862;0.002281202626169992;0.0011708261428322974;0.0;0.0018489020999449594;0.011745704379953684;0.0005465353299800818;0.01796500508632767;0.005799557539497872;0.0018563458346602458;0.005137044858373392
521;Elle a été testée par une dame de 69 ans dans mon entourage.;0.0007226341991704027;0.0;0.0004275428119309574;0.0;0.0;0.0;0.00023977205857725928;0.0;0.015285399056469817;0.0;0.0;0.0;0.0;0.006049420361416539;0.0;0.024089759721490682;0.0;0.0;0.0
522;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
523;Le produit a presque tout pour plaire :;0.0;4.5028528427767814e-05;9.136415789332828e-05;0.0;0.0;0.0;0.00022975887183021674;0.0024776067454458125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007543522495964564;0.00013366852544038563;0.0;0.001341149191925114
524;- Un joli packaging pour une contenance de 50ml (on n'a pas l'impression d'avoir été volé),;0.00028404105933576586;0.0011299275548087558;0.0018312130388460374;0.002851783901140583;0.0;0.0;0.0020698809743914326;0.0;0.0007587310274399558;8.995137403009099e-05;0.006917479699081687;0.0;0.002369407983636762;0.0033148447203892794;0.0;0.003684383867505516;0.0003178521363351012;0.007974518932309459;0.0497676312921759
525;- La couleur de la crème est rosée, elle donne envie d'être étalée sur le visage,;0.0;0.0;0.0;0.006611360690248781;0.0;0.0;0.0;0.0003064349754170344;0.0;0.0;0.11843550356825323;0.0;0.003701858952471631;0.0;0.00855593569830366;0.01407590905232046;0.0;0.0005545730306742538;0.0
