;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
390;aujourd;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0038552411216950366;0.0;0.0;0.0288537300154046;0.00035186319426819084
391;auparavant;0.0;0.026482730227868186;0.0;0.0;0.0019707933566809437;0.004971989038494718;0.0;0.0;0.0008224366411851488;0.0;0.004339207480358506;0.0;0.0;0.009202904365410087;0.0;0.005840313471673997;0.0;0.0038712329050601827;0.0
392;aurai;0.0;0.009708581493004124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021484535384342736;0.0;0.0033868443731849855;0.0
393;aurais;0.0;0.0029406820491109037;0.0;0.004698578479445217;0.0;0.0;0.0;0.0;0.0021038099839257086;0.0;0.0;0.0;0.0;0.004891412040003375;0.00018587751256655662;0.006469703916671923;0.0;0.006711647947822179;0.0
394;aussitôt;0.0;0.0;0.0;0.0;0.00037102712975122204;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019084441877535527;0.0;0.0015787035125070172;0.00016575495937762544;0.021103735223120056;0.0
395;autan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012545097797060274;0.0;0.00046102207698996524;0.007591747138859872
396;autant;0.0;0.010590787312785125;0.0;0.0;0.0;0.004034081155240586;0.0055534591430618;0.0;0.0;0.0031859859310652823;0.0;0.004951601017144483;0.0;0.025441288599666528;0.0;0.039625705012298895;0.0016379249424136406;0.006758913749604152;0.0
397;authentique;0.0;0.0;0.0;0.0;0.0;0.0;7.92089393619786e-06;0.0;0.0006209413918883965;0.0;0.0;0.0004653695126111543;0.0;0.0;0.0;0.001888602683138678;0.0;0.0002563414969384147;0.0
398;auto;0.0;0.0;0.0;0.0027397267337807077;0.0;0.0;0.0;0.0;0.0;0.0;0.00018474070481466529;0.0;0.0;0.0;0.000710452455677811;0.0013857951098872033;0.0;0.0;0.0
399;automnal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00028117293040991084;0.0;0.0;0.0;0.0;0.0;0.0002246481308149138;0.0020626482277939923;0.0;0.0;0.0
400;automne;0.0007110832309649217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002306346593256848;0.0;0.000733128035507033;0.0;0.0;0.0;0.0;0.0017071019913911434;0.0;0.0011072498226118819;0.0
401;automobile;0.0;0.0028804618176966443;0.0;0.0;0.0;0.0;0.0;0.0;0.00032002938016165237;0.0;0.0;0.00015592679698322908;0.0;0.0;0.0;0.0007119204205436381;0.0;0.0008561433960638995;0.0
402;autour;0.0;0.00035170396310469504;0.0;0.0;0.0;0.0;0.0;0.004139195238314231;0.007871279252725228;0.0;0.018533859903207283;0.0;0.007274469676737892;0.0;0.004151354458285065;0.009242100970783231;0.0;0.008271676544536226;0.0
403;autte;0.0;0.0;0.0015412662011560264;0.0;0.0;0.0;0.0;0.0025786761220559246;0.0;0.0;0.0;0.0;0.0;4.036233382121069e-05;0.0;0.002573700344123097;0.00019722617819415352;0.0;0.0
404;ava;0.0;0.0;0.0;0.0;0.0;2.9457824680700786e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008929959410344615;0.0;0.0019541934335310404;0.0
405;avance;0.0;0.007069416994216309;0.0;0.0;0.0;0.0;0.011106552413114068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02840228447627914;0.0
406;avant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002140120477853131;0.0;0.0;0.0;0.0;0.0;0.0;1.824097131100627e-05;0.0;0.00046818034497628593;0.0
407;avantage;0.006319111210582726;0.0012128905697257888;0.0013311254456678753;0.0;0.0;0.0;0.0;0.0;0.0;0.0020450117305767144;0.00688327189724402;0.0;0.0;0.012495379280207415;0.0007591721397739101;0.010765246263587795;0.0;0.0;0.0022450822043903447
408;avantager;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022036138025312625;0.0;0.0;0.0
409;avantageux;0.0004642678554993653;0.04826405068410374;0.0;0.0;0.0;0.0;0.0;0.0;0.006917729870570137;0.0;0.0;0.010046390723563241;0.0;0.0;0.0;0.0;0.0;0.0;0.0002294535282053637
410;avc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0042777335099107245;0.009201387868827892;0.0;0.00011164555104942157
411;avec;0.0013152847600129672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003305931869696577;0.0;0.0;0.0
412;avenir;0.0013238402421281;0.005385674958223827;0.0;0.0;0.002489644072049524;0.0;0.0033831625607521603;0.0;0.0;0.0063818907757421765;0.01274663475948412;0.0;0.0;0.0;0.0011532268614279728;0.0008692924413672796;0.0;0.00014890436855609907;0.013985916058299134
413;avertir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006383990861752558;0.0;0.0022060322511367443;0.00010206878259917913
414;aves;0.0;0.0;0.0;4.465776941185003e-05;0.0;4.8897438992083404e-05;0.0;0.0;0.0;0.0;0.0061703219920113345;0.0;0.0;0.0;0.0;0.0005418254100865253;0.0;0.0018707091480298017;0.0
415;avez;0.0032259002606307586;0.0;0.0;0.01593311341728907;0.0;0.0;0.0;0.0;0.0007421535212933905;0.0;0.0013077316134406855;0.003557913143665522;0.0;0.0;0.0;0.015293484098659858;0.0;0.0007460146890982671;0.0055040195219567024
416;avis;0.0;0.0;0.0066950613566566656;0.0;0.0;0.0;0.0;0.0;0.042156180069229804;0.0;0.003409233170508673;0.001247093645558441;0.005118242803422655;0.000587028124691962;0.0;0.03518509408210767;0.010365712298941678;0.09857656042057629;0.002433796043021789
417;avocat;0.0;0.0;0.0;0.0017796018687204476;0.0;0.0;0.0020211115786699617;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017516926798069633;0.00013934648418781047;0.0;0.0009151845273069482
418;avoisiner;0.0;0.0035459864454218974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008234847056849106;0.00372839055426238;0.0;0.0;0.0
419;avouer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005466665167777923;0.005635072568586986;0.006659320623307045;0.01688417451824702;0.0;0.0;0.0;0.0;0.010130535553650998;0.0;0.0;0.0
420;avérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004777164374527811;0.0;0.0;0.0;0.0
421;avérés;0.0;0.0;0.0;0.0;0.0002421979264785988;1.5480063765437565e-05;0.0;0.0;0.00010994889695793116;0.0;0.00010343144857733852;0.0;0.0;0.0;0.0007511681147057805;0.00028898882308409606;0.0;9.443100066078546e-06;0.0
422;azzaro;4.868437826652196e-06;0.0;0.0;0.0;0.0;0.0;0.0;9.081667378452096e-07;0.00014885874092489284;3.1592291264278075e-05;4.695355777887478e-05;0.0;5.8619556316872705e-05;0.0;0.0;4.900239877419454e-05;0.0;0.0;0.00020433435846959122
423;aà;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018100296444694217;0.0;0.0;0.0;0.0
424;aérien;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006734970824576513;0.0;0.0;0.0
425;babaria;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018490352720013586;0.0;0.0;0.008673920810416291;0.0;0.0
426;baci;0.0;0.0;0.0;0.0;2.175165227627331e-05;0.0;0.0;0.0;0.0;0.0;6.770901886425004e-05;0.0;0.0;0.0;0.0;0.0011715687632421865;0.0;0.0;0.0
427;bagage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002125697839407629;0.0;0.0;0.009296731394831075
428;bagnoles;0.00020172805127049637;0.0;0.0;0.0019435870248527588;0.0;0.0;0.0007687718423561567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001411899762624041;0.001317473709340258;0.0;0.0;0.0
429;baignade;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00030293461647804985;0.0059079556985721865;0.0;0.0;0.0;0.00956136108146156;0.0;0.00022899163959808308;0.0
430;baignait;0.0;0.0;7.057395022653644e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003933217307110968;0.0;0.0009074608463056865;0.0022265048007553507
431;baigner;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003375265303145881;0.0;0.0;0.0;0.0;0.0;0.0;0.001462422685951996;0.0;0.0;0.005240810577134784
432;baignoire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.541149791498967e-06;0.0;0.0;0.0;0.0;0.000451312292472009;0.0002282859044716001;0.004247265299956722;0.0;0.004699197346567042;0.0
433;bain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008348616391210031;0.0;0.015666453284635642;0.009100565689682961;0.0;0.0;0.01548998046814664;0.0008354101440265099;0.006402648433810443;0.02978215463363859;0.0042954514589235845;0.0
434;bains;0.00028242104076804474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009279417228052335;0.0;0.0010254074013747586;0.010936494139863757;4.572549196548635e-06;0.0
435;baisse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003048279939649422;0.00010349114024782018;0.0;0.00015688266250568845;1.4453911912972428e-05;0.00028564355329550005;0.0;0.0012690641512688304;0.0;0.0011530924367178644;0.0
436;baladaient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00035099574302671535;2.6654689787802167e-05;0.004061265704572122;0.000665108121009818
437;balader;0.0;5.155969193161855e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019427106840717895;0.0;0.0;0.0011281107573544843
438;balayage;0.0;0.0;0.00197310855439338;0.0;0.0;0.0026220921835914857;0.0;0.001734614664691792;0.0;0.0;0.01595790049970158;0.0;0.0;0.00046491466837065854;0.0;0.004590574221782394;0.0;0.014079195221838337;0.0
439;balayages;0.001970349324438289;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005269727207001615;0.007293452862773548;0.0076844132583413285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
440;ball;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2784001092320103e-05;0.0;0.0059161965086338445;0.0;0.0;0.0;0.0;0.003853635811503562;0.0;0.0;0.0
441;bande;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019664159450905903;0.0;0.0;0.0;0.0;0.0;0.017957311588057724;0.0012649238167882295;0.0;0.0;0.0
442;bander;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035147098247399642;0.0;0.0;0.0
443;barbe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006667328178446828;0.006571561754376649;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
444;barber;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010446241189685561;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004917173003742874;0.0;0.0
445;barcelone;0.0;0.0;0.0;0.0;0.001532386900376923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013064700086346623;0.0;0.004667772208797667;0.0
446;barre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0038426631175277866;0.0;0.0;0.0;0.0;0.0;0.00017919685367218325;0.0;0.0008087437016182853
447;barrette;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006291643650587886;0.0;0.0;0.0;0.0;0.0;0.0;0.0045390205780228695;0.0;0.0;0.0
448;bascule;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009499401077653302;0.0;0.0;0.0;0.021249859339272037
449;base;0.012341597681102738;0.0;0.0;0.03636646211227619;0.0;0.0;0.0;0.0;0.015849930636599053;0.0;0.014444892865772462;0.0;0.0011335967955294758;0.0008057889050389485;0.0010718769081069853;0.07309412457824165;0.0002573120585968849;0.0;0.0
450;basic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8424171215365194e-109
451;basique;0.0;0.003375545601348885;0.0;0.0;0.0026559688351010017;0.0;0.0;0.0019865166216362965;0.0;0.012988879816308765;1.3337802303184874e-05;0.002742443195765229;0.0;0.0;0.0003216532023531838;0.005433628477314658;0.0;0.005427232851941102;0.0
452;battre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005066186950127838;0.0;0.0;0.0
453;baume;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013090835582621052;0.0;0.0;0.005752423160243946;0.0;0.0;0.0;0.0;0.00827165015432683;0.005930123911973755;0.0011101005104513096;0.007804055793720849
454;bave;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004191673161676287;0.0;0.0;0.0
455;baver;0.0019142522303788744;0.0;0.0;0.0;0.0;0.0;0.005031571593928246;0.0;0.0;0.0;0.0;0.0;0.0;0.00010618928971965377;0.0;0.0007777255312991744;0.0;0.0002257199672081444;0.0
456;bb;0.0005303651057276895;0.0;0.0;0.031199782988878735;0.0;0.0;0.0;0.0;0.02741610154043511;0.0;0.00591176266569498;0.0;0.0;0.0;0.0;0.03282638502300063;0.0;0.04058291023210681;0.0
457;bbcreme;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003858848895630809;0.0;0.0043960715911407185;0.0;0.0;0.0
458;bc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004374637673496895;0.0;0.0;0.0
459;bcp;0.0;0.00035203196461006646;0.0;0.0;0.00019203985617474094;4.568888537795868e-05;0.0;0.0;0.0001403765301017781;0.0;0.0;0.0;0.0;0.0;6.318505648900419e-05;0.00039261144677321766;0.0;0.0;9.802897542050034e-05
460;beauty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00656694292667176;0.0;0.0;0.0035098466588406726;0.0;0.0;0.0
461;beauté;0.0;0.0;0.004035233659102286;0.01397007988140985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004197618684845384;0.0;0.004320753272002119;0.01351636466263113;0.0;0.009161955168451055;0.0
462;bebe;0.0;0.0;0.0;0.006462515572871987;0.0;0.0;0.0;0.00505955384348452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00275724255381931;0.0;0.0;0.0
463;bec;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.562523450568673e-05;0.0035404772689696766;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.573390339721815e-05;0.0
464;bed;0.0;0.0;3.474900196093539e-05;0.0;0.0;0.0;0.0;0.0;0.0037204494593582214;0.0;0.0;0.0;0.0;0.0;0.0;0.004505136579830163;0.0;0.0;0.0
465;bedoins;0.0;0.0;0.0;0.0;0.0;0.010659607440361797;0.007962331718872196;0.0;0.0;0.008117246475162347;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
466;before;0.0;0.0;0.0;0.0;0.0;2.8688403308418965e-06;0.0;0.0;7.1486852457039416e-06;0.0;1.2273474019153142e-05;4.076737703696674e-05;0.0;0.0;0.0;0.0;0.0;0.00012556707279597664;1.6254119327684958e-05
467;beige;8.130267018067261e-05;0.003501903990023906;0.0;0.014937840456685276;0.0;0.0;0.0;0.0;0.0003555955147868336;0.0;0.013743987965269764;0.0;0.0;0.0;0.0;0.0036031741345377306;0.0;0.006961916881797265;0.0021816958071452014
468;bein;0.0;0.0;0.0;0.0;0.0;9.387946811679957e-05;0.0;0.0;0.00028814216381591593;0.0002230235896387813;0.0017407980076232221;7.377195650139694e-05;0.0;9.02420277986018e-05;0.0;0.0003064982030353497;0.0001322034501991198;5.582352061676652e-06;0.0
469;beinfaits;0.0;0.0;0.0011713982773486381;0.00010772071169698346;0.0;0.0;0.002097152807124067;0.0;0.0;0.0;0.0032470916609381698;0.0;0.0;0.0005791804854836027;3.339614613191198e-05;0.001793373086852751;0.0;0.0;0.0
470;bel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018499672937257576;0.0;0.006824741080626088;0.003564837888423662
471;belle;0.0;0.004762290349281312;0.0;0.004787637600145608;0.0;0.0;0.0031517081583917737;0.001213805838761797;0.0;0.0;0.0;0.0;0.003187710194564782;0.0;0.0;0.0010470121390516777;0.0;0.004224725107539543;0.0
472;bemol;0.0;0.014494013007656122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001568222540279311;0.0;0.0;0.0;0.0;0.0;0.0
473;ben;0.0;0.0;0.0;0.0001368010963460529;0.0;0.0;3.271703829572152e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0001516973633621182;0.0;0.001249750059321619;0.0;0.0;2.162762547983377e-05
474;bene;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8424171215365194e-109
475;benefit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.524768548268897e-05;0.0001881670817036716;0.0;0.0005506439879049009;0.0;1.8994876412558865e-06;7.219846993991075e-05
476;benzoates;0.0;0.0;0.0;0.002080600088779426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.7493852815248114e-05;0.0;0.0;0.003533854691336561;0.0003637906729733592;0.0;0.0;0.0
477;besoin;0.007462706539524034;0.0;0.0;0.0;0.0;0.014481771516409038;0.004229440636399536;0.013655949479204295;0.02069350994887917;0.0036934397833589803;0.0;0.0;0.010835365158915857;0.02936848819521562;0.02519702624302398;0.08025035358797054;0.04431451441061903;0.0011420061262988359;0.027185126691796926
478;best;0.0020202149398173895;0.0;0.0;0.0002134089250936139;0.0;0.0;0.0;0.0;0.0;0.0;0.00030557434168694206;0.0;0.0;0.0;0.0;0.002627508748416534;0.0;7.290013815794678e-05;0.0
479;better;0.0;0.002926231319949946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009690071328434478;0.0;0.0;0.0;0.0;0.00726303667367889;0.0002730681743942147;0.0;0.0
480;beurre;0.0;0.0;0.0;0.0008124116745334436;0.0;0.0;0.0;0.0031315368412427173;0.003965536769018644;0.0;0.0;0.0;0.018819783302187726;0.01444817423149623;0.0017306228907027475;0.0014111453795551028;0.0;0.0;0.0
481;beurrer;0.0;0.0;0.00032062511232688304;0.0;0.0;0.0;0.0;0.0007687740645798998;0.0;0.0;0.0;0.0;0.0013064032176357094;0.0016038800538259667;0.0;0.0004146852326273455;0.0;0.0;0.0
482;biais;0.0006412707828713159;0.0;0.0;0.0;0.0;0.0;0.0;0.001733761335174223;0.0;0.0024020181517382757;0.0;0.0;0.0;0.003595843596247664;0.0007186712010915937;0.0;0.0;0.007875138858601543;0.0
483;biche;0.0;0.0;0.0;0.0;0.0;0.0;0.011854860015021848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004224226829773438;0.0;0.0;0.0
484;bichonner;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.600946458973118e-05;0.0;0.0;0.0011326714882008593;0.0017783310817565997;0.0042427722325219025;0.0011424504380205464;0.0
485;bidn;0.0;0.0;0.0026906017547053927;0.0;0.0;0.0;0.0;0.0;0.0050366733688300734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018775765245791805
486;bidon;0.0;0.0;0.004064712192622407;0.0;0.0;0.00016460412035940346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013143668432733319;0.000736921620954825;5.0189729382818605e-05;0.0;0.0027205554400904237;0.008181357372472785
487;bien;0.0;0.0;0.0;0.0051341435738088345;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018237479633589739;0.0;0.0;0.002342708269877655;0.0
488;bienbien;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8424171215365194e-109
489;bienfait;0.0;0.0;0.0;0.0;6.772108289579596e-06;0.0;1.639487175132395e-05;0.0;0.0;0.0;0.0;0.0001524848063952449;2.0867241880817163e-05;0.0;0.0;0.0005559420486320937;0.0;0.0;0.0
490;bienfaits;0.0;0.0017744839119010068;0.002892304345212839;0.0001334926501682416;0.0;0.0;0.0037364454594889995;0.002184506070995061;0.0;0.0;0.0;0.0;0.0;0.004417747176689427;0.0014798510282194464;0.007190332674649075;0.0025003141615431;0.0;0.0
491;bientôt;0.0;0.002987200811464912;0.0;0.006011699722916818;0.0;0.0;0.0;0.0;0.0070631490389912515;0.0;0.0;0.0;0.0;0.0;0.0;0.0050218097108033575;0.0;0.003204122404331635;0.0
492;bienvenu;0.0026544170163887906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002069752997108529;0.0;0.0;0.0005724513441220781
493;bienvenue;0.0;0.0;0.0;0.0;0.0016471715835331253;0.0;0.0;0.0;0.0;0.00013174882649840487;0.0;0.0;0.0;0.0002657583907810769;0.0;0.0008802042537568567;0.0005431236922009498;3.4944454609596586e-05;0.0007062927284214199
494;biien;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8424171215365194e-109
495;bijou;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006439913917973241;0.0;0.0;0.0;0.005705477771834986;0.0;0.0;0.0;0.0
496;bille;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012084431647909026;0.0;4.660993650680182e-05;6.345787818514419e-05;0.00019978095403085428
497;billon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8424171215365194e-109
498;bine;0.0;0.0;0.0;0.00621298620106281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018530826370745702;0.0;0.0;0.0
499;biner;0.0;0.0;0.00273047374946146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024522641921571674;0.00020238150028066408;0.0;0.0;0.0
500;binôme;0.002240226085080986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009224071809601816;0.0;0.0;0.0;0.0;0.0
501;bio;0.0;0.015724127884366786;0.0;0.011800286722852002;0.0;0.0;0.0;0.0;0.0;0.016449979524859402;0.0;0.0;0.0;0.0;0.000646582867691717;0.0026328439056139633;0.0;0.0;0.0015409776082759984
502;bioen;1.502756924834383e-06;5.915058442820039e-06;0.0;2.1437925515789246e-05;0.0;0.0;0.0;5.018349568553148e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
503;biphase;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.568461685144467e-05;5.556780667471928e-05;0.0;2.9909398291040964e-05;0.0
504;bizarre;0.0016136785602128456;0.0;0.0;0.004786271971473943;0.0;0.0;0.0;0.0;0.0021926911581614137;0.0;0.008347093265716005;0.0;0.02526639280998672;0.0011093712321921076;0.0;0.002259830930767991;0.0;0.0;0.0
505;bizarrement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001053054881537742;0.0;0.0011579588758586629;6.160404668609232e-05;0.0;0.0
506;bién;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7396088867551295e-86
507;blablabla;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002404374917457329;0.0;0.0;0.0;0.0046153648117757285;0.0;0.000123144110466238;0.0;0.0;0.0
508;black;0.0;0.0;0.003895034487835424;0.0;0.0;0.0;0.0;0.0;0.0033604370276606233;0.0;0.02264714406108889;0.0;0.0;0.0;0.0;0.009614239632608495;0.0;0.0;0.0
509;blanc;0.017041946857225623;0.014973209722457451;0.0;0.0;0.0046872848977176675;0.0;0.036743977786327806;0.0053737795086908294;0.07806743784240688;0.06860499578466858;0.2472909054675476;0.0;0.0;0.0;0.007376147294762321;0.06352693179386486;0.010816937143823485;0.01400185657613544;0.0
510;blanche;0.0;0.0;0.0009097931103479783;0.0;0.0;0.0;0.0;0.00201910745250404;0.01022963677130564;0.004379621240774239;0.012398158754952855;0.00020663840373903074;0.0;0.00787864502906098;0.0;0.011133493055095037;0.0;0.0;0.0
511;blancheur;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000803843407603768;0.00013352111390829878;0.0038110223220354685;0.00037521648347392956;0.0;0.0008792132096937599;0.0;1.1645871611768706e-05;0.0;0.0;0.0
512;blanchir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033507629031926927;0.00019531837818516218;0.002985038162121827;0.0;0.005907675251153953;0.00014635292252568286;8.587156102442118e-05;0.003980640563911556;0.0068102527812030095;0.0;0.0
513;blanchissement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003607363138829372;0.0;0.0;0.0;0.0;0.0;0.0;0.00030166812467393784;0.0;0.0;0.0
514;blanchit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008028481055834168;0.0;0.0;0.0
515;blender;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0059127409406347356;0.0;0.005591738862463765;0.002551427286916768;0.0;0.0;0.0
516;bleu;0.0;0.0;0.0;0.0;0.0;0.0027879290254312077;0.0;0.00410549311606687;0.005560174235270307;0.014331192996420942;0.0480869904105323;0.0037867069983692583;0.0;0.012900861802862519;0.0031994614900017503;0.029306478128004205;0.0;0.01778023546099513;0.005301630579571695
517;bleue;0.0;0.0;0.0;0.0;0.0;0.004423977255366549;0.0;0.0028308619288701163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007079992033170628;0.0;0.0004664648236863622;0.0
518;bleuir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00505628096734136;0.0;0.0014169297923372003;0.0
519;bleuit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3220812694546548e-05;0.0;0.0;0.0;0.0;0.0037107197005893855;0.0001081309690958152;0.0;0.0;0.0003689011951895857
