;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
3243;parfaites;0.0;0.0;0.0;0.0;0.0;0.00020492818893040433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0052897594155612085;0.0003726554780997432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3244;parfanit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.591362664949576e-89
3245;parfat;0.0;0.005103701347123487;0.0;0.0;0.0;0.0;0.0031975378851997424;0.0;0.0;0.0;0.0002391276745677085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002142358253417091;0.0;0.0;0.0;0.001517085803113265;0.0
3246;parfect;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.591362664949576e-89
3247;parfumante;0.0;0.0;0.00238317037972851;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3248;parfume;0.0;8.017476077658933e-05;0.0;0.0;0.0;0.0;0.0;4.291452774374177e-05;0.0;0.0;3.91129878449749e-05;0.0;8.470804215894936e-05;0.0;0.0;4.905983847142964e-05;2.3691999563545057e-05;3.649874373490425e-06;9.342975434615938e-06;0.0;2.638385861516485e-05;0.0;0.00010046006016392697;0.0001440944248845934;0.00010494686622183064;0.0
3249;parfumer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0065431430691894185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014135510342240285;0.0;0.0;0.0;0.0;0.0;0.001732353139842185;0.0004605434980028398;0.0;0.0
3250;parfumerie;0.0016420867065738292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.301784466285529e-05;0.0;0.0;0.0;0.00012728335340180205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006138219043133704;0.0;0.0;0.0
3251;parfums;0.0;0.0;0.0010519343313907567;0.0;0.0;0.0;0.0;0.0034387532343030714;0.00824950981408561;0.0;0.0;0.005419193365901434;0.01176238480333115;0.0;0.0;8.795595883348881e-05;0.0;0.005747617700633998;0.0;0.0;0.0;0.0;0.0;0.0;0.013835982648219133;0.0
3252;parfumé;0.0;0.0;0.0;0.01774417226194588;0.0;0.0;0.0;0.010727730865128517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004688764230466241;0.0;0.003758475929687121;0.0;0.0006594354550013348;0.0
3253;parfumée;0.0;0.0;0.0;0.020470789267640205;0.0;0.0;0.0;0.0047978358201746845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3254;parfun;0.0;0.002301468835929964;0.0019015390548425878;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013357743612982208;0.0;0.0005313172143318152;0.0023445657464942317;0.0;0.0;0.0;0.0;0.002176137214954479;0.0021338355678675734;0.0
3255;pari;0.0007727946379040075;0.0;0.0;0.0029105066839603773;5.97914263746427e-06;0.004161810848574441;0.0;0.0011969866043097896;0.00064978734799361;0.0;0.0008102468318506376;0.0;0.0;0.0006128890896605157;0.0;0.0;0.001795480493688488;0.0021938795646002257;0.009931918658270417;0.00020427690494459957;0.0;0.0;0.0;0.0012899768066003275;0.004962449174329925;0.0
3256;paries;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007428132210864175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3257;paris;0.0;0.0;0.0;0.0014120710312064075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017260426964245373;0.0;0.0008203017478470546;0.00014792371478326006;0.0;0.0;0.005735784616628703;0.0;0.0;0.0;0.0;0.0;0.0002809763381559039;0.0
3258;parole;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012409861417724485;0.0;0.0021775484838363404;0.0;0.007575105526590566;0.0;0.0;0.0;0.0;0.0;0.0
3259;parsemer;0.0;0.0;0.0;0.0;0.0;0.0031653510328150756;0.0;0.0;0.0001849498978150671;0.0;0.0005386165101587383;0.0;0.0;0.0;0.0;0.0;0.0;4.332305549548682e-07;0.0006077130433116978;0.00696521055274012;0.000789938704226474;0.0;0.0;0.0;0.0;0.0
3260;parsemé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010249051471281012;0.0;0.0;0.0;0.0;0.0;0.0;5.9600458677598045e-05;0.0;0.0;0.00011233494564875545;0.0040287505785231315;0.0;0.0;0.0;0.0;0.0010391388801970593;0.0
3261;part;0.004735589420573274;0.0;0.0;0.01943429388043566;0.0;0.0;0.0;0.00039928688591082316;0.01891049390493277;0.0;0.005189072774236655;0.0;0.0;0.0;0.0;0.03919477805568413;0.014353979116652081;0.005208710070274969;0.06341289596185905;0.008775476338125652;0.0022609540790541997;0.006654024431023358;0.0033824680564602506;0.0028505629902034805;0.02903918082852536;0.0
3262;partager;0.0;0.005749638667597845;1.131616944633045e-05;0.0;0.0;0.0;0.006487240266131597;0.004847239085702075;0.0;0.0;0.0001650490315360999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0877768391860016e-05;0.002962417069791093;0.0004655047505912187;0.003871198884975004;0.0
3263;participe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0020672293625948195;0.0;6.394069185193024e-05;0.0;0.0;1.4422502783777664e-05;0.0;0.0004204663226654629;6.070189483253886e-05
3264;particolare;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2035038888688347e-84
3265;particule;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027933191846461628;0.017632064312462087;0.009943954314634705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3266;particules;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001728166808288482;3.204518409823652e-08;0.0;0.0;0.005658408668969983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007921730524648468;0.0;0.0;0.0
3267;partie;0.0;0.0;0.0;0.005613204899119205;0.0;0.006753272059336637;0.0;0.0007366074165501259;0.0022637785040712064;0.0;0.002332540916810561;0.0;0.0;0.0;0.0;0.0038887049566092807;0.0;0.0028366178911828194;0.013305219636909178;0.0;0.0;0.0;0.016823261960890037;0.007039725475066581;0.0037041692665302148;0.0
3268;partir;0.0007413814062352358;0.0;0.0;0.0031687785753873824;0.0;0.0;0.00366249363671923;0.0;0.0;0.0;0.004787726110633533;0.0;0.0;0.0;0.007275380025097274;0.016858795558088474;0.0;0.0009259975660045153;0.006006248289390678;0.004045615364507204;0.0;6.529334728070701e-05;0.0012172898474583237;0.0;0.0034711725154621164;0.00011938281783899552
3269;partit;0.0;0.0;0.004299813629436611;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3270;partout;0.0;0.0;0.005565553796139991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009171668886313487;0.0;0.0;0.0;0.006208810577262518;0.07696840503681215;0.0;0.019483915445272327;0.006546154096157708;0.0008658186057803044;0.00020508782104904715;0.0;0.0;0.0;0.018175349742408767;0.0
3271;party;0.0;0.0;0.0;0.001908291738230112;0.0;0.0;0.0;0.0;0.0;0.0;1.2108057109575768e-05;0.0;0.0;0.0;0.001359237374354873;0.0;0.0;6.444473793513107e-05;0.0;0.0;0.0;0.0;7.69422637680278e-05;7.906957938333254e-08;0.00016257299297020738;0.0
3272;pasnlaisser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018397081257661758;0.00011873834627777104;0.00038161928263706705;0.00022458160310816208;9.710073571489526e-05;0.0;0.0;0.0;0.00016617420015390988;0.002779566790813271;0.0018315420967690709;2.3315413783947444e-05;0.0;0.0;0.00028514522062636147;0.0;0.0;0.0
3273;passage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00920314120108868;0.0;0.0;0.0;0.0;0.0;0.0015608646976626164;0.007823284304545526;0.0;0.0;0.010347335069073847;0.005624918165599206;0.0;0.0;0.011881820192364606;4.2350274617417917e-05;0.0011955238128508053;0.0015738774335188402
3274;passages;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016097479582447437;0.0008963100465093568;5.130843998913951e-05;0.0;0.0024354712611694227;0.0;0.0;0.0;0.0011867458586350408;0.0;0.0;0.0
3275;passait;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007730080485126195;0.0009198533465603501;0.0;0.0;0.0;0.0;0.00016047846419505558;0.0003594041678251533;0.0;7.309496813092278e-05;0.0;0.0004890660516624763;0.0008081989568405337;0.0;0.0001761825648824109;2.1968439692699988e-05;0.0;0.0006007223171479479;0.0026269878360006423
3276;passe;0.0;0.0;0.0;0.0;0.0;0.007333255445499233;0.0;0.0;0.0;0.006178031502371565;0.0;0.0;0.0;0.0;0.0014869394085748123;0.021327971821288757;0.0;0.0009637073172787499;0.0;0.009333277138417983;0.0;0.0041542434632816354;0.0;0.0;0.0;0.0
3277;passent;0.0;0.0014995330136255527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0032839710411019093;0.0031080765430641587;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005119641595734483;0.0;0.0;0.0;0.0;0.0;0.0
3278;passer;0.00408446065348395;0.0;0.0;0.0;0.00046824686655743916;0.0;0.0;0.003092741392279873;0.005339156486515787;0.038589992335618384;0.0316531561974136;0.0;0.0018034549806111946;0.0;0.017594529219919528;0.04404043415259375;0.003030609840905592;0.031666722528443575;0.013826111440634973;0.13686569209150118;0.03822764715579174;0.0;0.007924118673744174;0.0008121835293986248;0.05397327644051528;0.0
3279;passes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011795278767821895;0.0;0.0;0.0;0.0;0.00010670012937873729;0.007726558671717959;0.0;0.0;0.0;0.002087950206814905;0.0;0.0;0.0
3280;passez;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016713857263997274;0.0;0.0;0.0003569526697403464;0.0;1.7403450624213944e-05;0.0016316994098337703;0.0;0.0;0.0;0.00031161505874000153;0.0;0.0;0.0
3281;passionner;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.871735220293016e-05;0.0002138418862555132;0.0;0.0007267139081415572;0.0;0.0;8.790587266281338e-05;0.0;7.4271307869453795e-06;0.0;0.0;0.0;0.0005610901882892378;0.0
3282;pastilles;0.0;0.0;0.0;0.0;0.0;1.1758229740266324e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011547385137434701;0.0;0.0;6.557405898655822e-05;5.7991241085277976e-05;4.844047598328556e-05;1.783600671807256e-05;0.0006300356212444791;0.0;0.0;0.000344894865552444;0.0
3283;pat;0.0;0.006698573282141568;0.0;0.0;1.4140141163496894e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00020508274299984924;8.878410472981551e-05;0.001178175572255604;0.0;0.0;0.0001311998044906083;0.0;0.0;0.0;0.0;0.0
3284;patchouli;0.003131530248393756;0.0;0.014925251513085772;0.0;0.010471834925155472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00035020886459038596;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3285;pate;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018530691427826073;0.016815657306930194;0.004638790984913126;0.0;0.002122610591939098;0.005922181150031194;0.0;0.0021869653404102117;0.0022525752191037626;0.0;0.004095189679512382;0.0001011868211686495
3286;pater;0.0011959091745374587;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013969777890239761;0.0006850201390486286;0.0;0.0;0.0005660516610162502;0.0;0.0;0.0;0.004379532220030053;0.0;0.0;0.0
3287;pateuse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012409912409088494;0.0;0.0;0.0022990247159549687;0.0009763289407206039;0.0;0.0006621281987699376;0.0008842235364934879;0.0;0.0;0.0;7.341143123339423e-06;0.0;0.0002006202830054971;0.0
3288;patfait;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.000336518437404e-89
3289;patine;0.0;0.0;0.0;0.0;0.0;6.83657211897678e-06;0.0;0.0;3.5877395856775116e-05;8.683927897359546e-05;0.0007477347682596859;1.40102168888768e-05;0.0;0.0;0.0005446688900475226;0.0;5.336721556041866e-05;6.879435840226474e-05;0.0004948971733523402;0.0;0.000150439649970654;7.690037032436727e-05;0.0;0.0;0.0001115204185275888;0.0
3290;patrick;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.000336518437404e-89
3291;patés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.499207814365863e-05;0.000439217913441566;0.0;0.0;0.001656947366699532;0.0;0.0;0.0;0.0006081589633134858;0.0;0.0;0.0
3292;paul;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012931462044648814;0.0;0.0;0.0;0.007263765944293837;0.0;0.0;0.0;0.0006021366784531989;0.0;0.0
3293;paume;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005247861582255718;0.010004789322381195;0.0048455889939968315;0.0;0.0;0.0007342984701553069;0.0;0.0;0.0;0.0;0.0;0.0
3294;paupière;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004295461330061678;0.0;0.03361266952292291;0.0;0.0034007721517209997;0.0;0.0;0.008167440470385309;0.0036522421907709047;0.003505946409270631;0.0031551641559102264;0.0;0.0;0.0;0.007762190555774891;0.0;0.012981669974235213;0.0
3295;paupières;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015452861641048147;0.0;0.0028040980539316487;0.0;0.0;0.0017206268944980633;0.0;0.0031452882459547986;0.0;0.0032830891910990024;0.007272621872010547;0.0;0.0;0.0008192273730468094;0.007804730155349858;0.0;0.00011152208386817551;1.0698615232984534e-05
3296;pause;0.002838825990219311;0.0;0.0;0.0;0.0;0.0;0.0;0.006148733038066326;0.0;0.004104107000699806;0.002856349078813156;0.001341574566791852;0.000993439467110952;0.018871763585897653;0.0;0.0010108197680136198;0.0;0.00927860053785024;0.015493487883799907;0.009759185041219698;0.012780349390774166;0.0;0.0;0.0;0.003025108043417157;0.0
3297;pauser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001115741817674308;0.0;0.0;0.0;0.0;0.001924014828603807;0.002721827009629727;0.0023914980230506375;0.0;0.002154855313845801;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3298;pauvre;0.0014884596605344899;0.002724715140722865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019764230128527157;0.0;0.0;0.0;0.0;0.0006317321140472746;0.0;0.0;0.001080634979388316;0.0;0.0;0.0;0.0;0.0;0.005480940594815871;0.0
3299;payais;0.0;0.006582126803486326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014865354861142946;0.0;0.0;0.0;0.0;0.011095694223039148;0.0
3300;payer;0.0;0.009830750511189952;0.0;0.0;0.0;0.0;0.0;0.0;0.00017443040686388858;0.0;0.0007612596642611548;0.008946567560560949;0.0;0.0025320627806527003;0.0;0.0;0.0;0.028109716093956214;0.0;0.010034361279468532;0.0;0.0017536791574285326;0.0;0.0;0.028766410768066655;0.0
3301;payez;0.0;0.003827256284690459;0.0;0.0;0.0;0.003613407462283888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014980463676058457;0.004678365624362941;0.0;1.785792643103045e-05;2.4641785282271555e-05;0.0;0.0;0.0;0.00019772190690021054;0.0;0.0
3302;pchit;0.0;0.003522378025018434;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010665895630900932;0.0;0.0;0.0;0.002029494357890277;0.0015118263580078833;0.0;0.0003309034103508317;0.0;0.006568137227653254;0.0;0.0;0.0
3303;pdt;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.591362664949576e-89
3304;pea;0.0;0.0;0.0;0.0035292517537526095;0.0;0.004035581804387344;0.0;0.0;0.0;0.0;0.0;0.0039373399377027486;0.0;0.0;0.0002732671808496438;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004612060568089036;0.0;0.0;0.0
3305;peau;0.0;0.0;0.0;3.0935581894812763;0.0;0.0;0.0;0.012852126541524062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3306;peaux;0.007537805570511559;0.0026428033336759623;0.0;0.025566324587884423;0.0;0.012823581525037101;0.0;0.0;0.007809352110190772;0.0;0.02975307099226104;0.0;0.004047510850887541;0.00914911966782779;0.0;0.01816566726481371;0.0053299281807069835;0.0034612097752211666;0.0;0.004006248963425863;0.0;0.013812243958795507;0.0;0.001649404111559011;0.004028692039401306;0.0
3307;peel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01500977905198214;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3308;peformance;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05409611377589126
3309;peg;0.0;0.0;0.0;2.0545300291317915e-05;0.0;5.7264037193125e-06;3.0834255428243974e-06;1.3541821146248543e-06;0.0;0.0;0.0;0.0;0.0;2.6095548640997234e-05;5.331976262270059e-06;0.00011478365836324718;2.790661221227343e-05;4.639203779692219e-05;2.1752758207494803e-05;1.3820328707260622e-05;0.0;0.0;3.6376898610464867e-05;0.0;0.0;1.59321797993823e-05
3310;peigne;0.0031693403446970206;0.0;0.0;0.0;0.0;0.0;0.009844719338128315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07905353967968058;0.0;0.0;0.0;0.0;0.03082582600476059;0.0;0.0;0.0;0.0;0.0
3311;peigner;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005613567390259269;0.0;0.0;0.0;0.0;0.0;0.0;0.007763511767101374;0.0;0.0;0.0;0.0003302029797106207;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3312;peine;0.0;0.00587025692677452;0.0006932948760168348;0.006364162291625059;0.0;0.0;0.0;0.0;0.000822484781119343;0.0022391197430495172;0.0018714295993829792;0.006899300188043366;0.0;0.0;0.0025339788225342444;0.0;0.0022529737355279356;0.0071560977022564155;0.009562271983749489;0.0002798210306895157;0.00038737090669039914;0.0;0.002110750446711551;0.0;0.008053521755584834;0.0
3313;peinturer;0.0;0.0;0.0;0.00718191908144776;5.809830855913146e-05;0.0;0.0;0.0;7.940074633476712e-05;0.0;0.0004306654067543552;0.0;0.0;0.0;0.0;0.003096868662308559;0.0;0.0;0.0013371016219245416;0.0017190452106333163;0.0;0.0001555251035078392;0.00012857477815027388;0.0;0.0;0.00018362907474042347
3314;pellicule;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010666759331452327;0.006671417181296504;0.0;0.0;0.0;0.010824816763159207;0.0;0.022746547663856045;0.0;0.0;0.0;0.0;0.006137002742187107;0.000710043305876476;0.0;0.0;0.0
3315;pellicules;0.0004911875533050167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00015514582936151504;0.018678229008861614;0.0032397165044357953;0.0045272781070666785;0.0;0.0;0.0;0.0
3316;pelucher;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00026542520036741446;0.0;0.0;6.150964219707443e-05;0.0004963843418860172;0.0;0.002210161517612773;0.0019673594164358356;0.0;0.0;0.0005614714955117972;0.0
3317;penchent;0.0;0.0;0.0016207636876999726;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00020971366190570125;0.0;0.0;2.6867697286024546e-05;0.0;0.0;0.0;0.006023410815977576;0.0;0.0;2.2690356168422596e-05;0.0;0.0;0.0;0.0;0.0
3318;penetrante;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.591362664949576e-89
3319;penetration;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007434685577000721;0.0;0.00012596909830468582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0020238606644984057;0.0
3320;penetre;0.0;0.0;0.012351627550273352;0.016528981247507187;0.0;0.0;0.0;0.012870344757985666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3321;pensais;0.0;0.0;0.0;0.002283254556483759;0.005375939397127533;0.00938962195018282;0.0;0.0;0.0;0.0;0.00854166687556936;0.0;0.0;0.0;0.00218383591283213;0.06693480971902845;0.0;0.00393590389709205;0.007317954790926945;0.0;0.002778793172755167;0.0;0.0;0.0;0.0011665125720944265;0.0
3322;penser;0.0;0.0072441533790920856;0.0006395129277648896;0.0;0.0;0.0003953682092178493;0.0;0.0;0.0007270440517209579;0.0018531021046383918;0.00031291027350126093;0.0;0.0;0.008742626011975934;0.002285744587635183;0.012912254552116018;0.009591560297032821;0.016701738742424928;0.016244021439907715;0.0;0.005880395424608581;0.0004628866912071605;0.0025719989743413596;0.0;0.01054900313164962;0.0
3323;penses;0.0;0.0;0.004259932967085604;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0030464360905258967;0.0;0.0;0.0043119193451241315;0.0;0.0;0.0;0.0004480197728327643;0.0
3324;penètre;0.0;0.0;0.0;0.01498439569743632;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008329807275974573;0.0;0.0;0.0;0.00028451835803192517;0.0;0.0;0.0;0.0
3325;peps;0.0;0.006030821572739243;0.0;0.0062075551977636935;0.0;0.0;0.0014171476840085608;0.0;0.0015193298613999193;0.0;0.0007652144751309485;0.0;0.0;0.0;0.010091557315662766;0.0;0.0;0.0008798911853586998;0.0;0.0;0.0;0.0;0.002069456693032772;0.006622215714795768;0.0;0.0
3326;perceptible;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00025928083844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.193190869043572e-05;0.0;2.388781980552747e-05;0.0;0.00010420350921688908;0.0;0.003026135015849075;0.0
3327;percevoir;0.0;0.0;0.0;0.00021051661833830084;0.0;0.0;0.0;0.0;0.0;0.0;8.146945394437588e-05;0.0;0.0;0.0;0.0025635098706240866;0.0024460142117691454;1.2892331972071854e-05;0.0;0.0;7.697667863892995e-05;0.0;0.0;0.0005647175185584075;0.0;0.0;0.00025802675348700555
3328;percé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3298988817264396e-05;0.0;0.0;0.0;0.0;0.0;0.00026617167322140977;0.0006460907898992149;0.0;0.0009011605436446595;0.0002111017762770397;8.957846873079128e-05;0.0;1.6238866354377645e-05;0.000136264975315632;0.00010302169284896893;8.022239089069711e-05;0.0
3329;perdais;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004532971739287698;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00021989232950483836;0.003299066258412145;0.0014369658972575243;0.0;0.0;0.0;0.0;0.0;0.0
3330;perdent;0.0;0.0019488032451102926;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008934107248217037;0.004358382742461807;0.00022783939229013573;0.002011941034829577;0.0;0.0;6.267566561244544e-05;0.0008540330290160874;0.0;0.0008525004179959852;3.991188806486844e-05
3331;perdre;0.0;0.0001812680680175351;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005744236939402029;0.002350530023616138;0.0027650565763072204;0.0;0.0038548423054918578;2.09183076150157e-05;0.005738471910769683;0.0014440786615045223;0.011793578928838283;0.004233140591777978;0.007977163982126943;0.0056008544295427206;0.0024285942101501946;0.0;0.0;0.0
3332;perds;0.0;0.0;8.888320620544371e-05;0.0;0.0;0.0;0.0;0.0013175001406032887;0.0;0.0;0.0;0.0;0.0013132096463207843;0.0056539352295629135;0.0;0.0;0.0;0.0;0.019389105682522455;0.00602422515345708;0.0;0.0;0.0;0.0;0.0;0.0016256764272746301
3333;perdu;0.002976940045520871;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00037766956864064495;0.0;0.0;0.0;0.0;2.181106405918772e-06;0.009509851527646525;0.0;0.014703632267183417;0.000692235168249236;0.0015644112497243887;0.004757837052791093;0.0;0.0;0.0;0.001795464123973213;0.0
3334;perdure;0.0009697675579297811;0.0;0.0;0.0;0.0;0.0;0.0;0.0018618586177696352;0.00010910694803542372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.4358951599080817e-05;8.196969082265368e-05;0.0;0.0;0.0;0.0;0.0;8.606994074826044e-05;2.936880866735136e-05
3335;perfect;0.0;0.0;0.00036045916643400166;0.0012621679845069812;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013396745561285288;0.0;0.0;0.00010908300904982128;0.0;0.0005258921146224362;0.0;0.002176289725643919;0.0;0.0;0.0;5.5354548215682484e-05;2.4214865644992565e-05;0.0
3336;perfecta;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.591362664949576e-89
