;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.000418079991108643;0.0003363901273846302;0.0;0.0;0.0;0.0006320428435183086;0.0;0.0;0.0002983894555528007;0.002328072339296742;0.00010219316966917638;0.08652496628721533;0.0;0.09187332592366582;0.0015031953235900967;0.0;0.0;0.0;0.003600440568250633;0.0;0.0020212530743599745;0.0;0.0;0.0;0.0
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;0.00048187442808279325;0.0;3.958589623801681e-05;0.011616383110455588;0.0011461337112196374;0.00033504201228769535;0.0006675728297344477;0.0;0.002041469891394913;0.0006781453823626114;0.0063104656737046965;0.0009972128097765556;0.000806431120225354;0.0038913892493214765;0.06884979596455941;0.02133324669511167;0.0047984293878213366;0.00035510712267203005;0.006961365998884617;0.0054414746736597104;0.00017152201223811635;0.0;0.01806933352239475;0.0;0.0029541195442110255;0.004705054434329065
52;Livraison express comme d'abitude .;0.0;0.0;0.0;0.0;0.000491673768494991;0.0;0.0;9.580264732098097e-05;0.0;0.0;0.0;0.11452660500135031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;petit prix .;0.0;0.11361269710506579;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2059465920862007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.0005260054953511088;0.0;0.0;0.0;0.0;0.0003561886359923563;0.0;0.0;0.0008607073452160205;0.0017008061115678884;0.0017066404898535374;0.0;0.00043286903259352695;0.0;0.00011269624785669629;0.0;0.0;0.0025007117556885682;0.006929305294472674;0.0;0.0;0.0;0.0;0.0;0.0
55;pratique avec sa pompe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001152833015210887;0.0;0.0;0.000843013979352297;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31635931848725196;0.0;0.0;0.0;0.0;0.0
56;satisfaite de mon achat;0.0;0.0013546379039369215;0.0;0.0;0.008544880652851703;0.21015596881156293;0.0005924575182098666;0.00036822401290198466;0.0;6.668244153311437e-05;0.0;0.0017828694278591718;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001525967128571518;0.0;0.0004842922848960545;0.0;0.004205263760476844;0.02926923948901642
57;Très bonne gamme, parfum doux et nourrit vraiment très bien le cheveux, je ne trouve pas mieux depuis ou sinon à chaque fois que j’ess Je reste déçu et reviens vite à ce masque;0.0005644728964069746;0.0;0.00030911483371219556;0.0005300283704608256;0.0;0.0;4.342345437952704e-05;0.08770833292832123;0.0028886568769639297;0.0007716046402799426;0.00038484283353477206;0.00022458960127475392;0.0;0.10274674874878952;0.0;0.0016174300613795106;0.010498723914398897;0.0029967802389522227;0.0018938902826956302;0.004476964611852;0.0013959154609643359;0.014734016753043113;0.0031705719149631036;0.0016951623379061593;0.008612837589472115;0.0
58;Mascara allongeant qui tient toutes ses promesses. Noir intense. Brosse fine à pivots. Ne fait pas de paquets. Joli packaging.;0.0005182892103833598;0.0;0.001201866770639295;0.0008518029421155076;0.0005474463946594953;0.0;0.001238652420896766;0.0;0.0006988223348338479;0.0;0.011500110606419837;0.00045719497896805177;0.0;5.914423274458165e-05;0.007094763584526198;0.007222551921063581;0.002069044268013389;0.005239711897785094;0.007008601265953166;0.0;0.025962754023258035;0.0;0.012388397725440396;0.0007116138872437209;0.0;0.0010432181940504
59;très bon produit ! rien à dire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Première utilisation, une très petite quantité suffit pour se coiffer! (J'en ai mis trop ^^);0.0;0.0;0.0031084705326806777;0.0;0.0;0.0;0.0;0.007255560125192095;0.0;0.0;0.0;0.0;0.0;0.0;0.07440865684957833;0.10913623716541934;0.0009030344649082115;0.0;0.025893378578454813;0.0;0.012764234530732926;0.012920259946357303;0.0;0.0;0.0;0.0
61;Bonne tenue et comme annoncé, sans résidus, ne colle pas! Impeccable! Je le recommande !;0.06338933693201221;0.0015715581410599882;0.004300409251999215;0.0;0.00023148769175997033;0.0;0.00018844604654073548;0.0;0.0006185288667614889;0.0;0.0;0.004849513579292211;0.0003622086796192442;0.0;0.007764463773482041;0.001830260330623056;0.0005839433639917216;0.0013237147878682918;0.005998910833304031;0.002640835733249199;0.0;0.005849884965447977;0.0067654495628913115;0.0;0.0;0.00028825810684940856
62;Bonne tenue des cheveux mais ne colle pas.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;Très facile à utiliser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2677546566236389;0.0;0.0;0.0;0.0;0.0;0.2694615777845587;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
