;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
2363;imprégné;0.0;0.0;0.0;0.0;0.0;0.009424027620005236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008403318271226168;0.0;0.0;0.0;0.0;0.0
2364;in;0.0;0.0;0.0006511384194667512;0.007733446926346119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022883190948948624
2365;inacceptable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00030155977963621774;0.0;0.0;0.0;0.0;0.0;0.0;0.0027818326067176784
2366;inadmissible;0.0;0.0;0.0;0.0035874702340291296;0.00036516826179162464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033931409726388603;0.0;5.686961218360677e-05;0.0;0.004431247773112626
2367;inapplicable;0.0;0.0;0.0006763881622597991;0.0;0.0;0.0;0.0;0.0;0.002371289803372465;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003584519396089361;0.0;0.0;0.0;0.0011631634310569443
2368;incapable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008748297663345844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018062161324708494;0.0;0.0;5.3162673737677495e-05;0.0
2369;incite;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002713163903160737;0.0;0.003020482898205149;0.0;0.0;0.0;0.0;0.001132023165287575
2370;inclure;0.0;0.0;0.0;0.0;0.0;0.010546407093626583;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011588219366186804
2371;incolore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003006750112187495;0.0;0.0004499236794105897;0.0;0.0009856491084023168;0.0001977637586866578
2372;incommodant;0.0008766719162672338;0.0;0.0;0.001415910617685074;0.0;0.002401662223455918;0.0;0.0;0.0;0.0017603667992979767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002572985892062069;0.0;0.0;0.000654029723043894
2373;incomparable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004806016018290895;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00033089448521876895;0.0;0.0006349934445725113;0.0;0.0;0.0008241620831052765
2374;inconditionnel;0.0;0.0;0.0024084126663339056;0.0;0.0006211116759135188;0.0;1.1139374491919886e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001823072697869439;0.0;0.0;0.0;0.001409575867892769
2375;inconfort;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004132541814421269;0.0;0.0;0.00011888999196189321;0.0;0.0
2376;incontournable;0.0;0.0;0.0;0.0016479022305615624;0.0;0.0;0.0;0.0;0.0;0.0;0.000921661406059707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5406512529171765e-05;0.007548488982362818
2377;inconvénient;0.0;0.0015789940487604434;0.0008172221250719702;0.0;0.0;0.0022833076629427494;0.0;0.0;0.0;0.001499912160443703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033593178639208287;0.0;0.0;0.00022816246425003866
2378;incovenient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3500356472734252e-08;0.0;0.0;0.0;0.0007620864332668946;0.0;0.00012475646687499413;0.0004276116686475351
2379;incroyable;0.0026074119691854294;0.0;0.0;0.0;0.0;0.0;0.007434351737417974;0.0;0.0;0.0;0.0;0.0;0.0;0.00033838007492699673;0.0;0.011264784796707696;0.0;0.0;0.0011274727723971365;0.0010207228035387505;0.017775466878462803
2380;incroyablement;0.0013467491030329604;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022492184793757647;0.0;0.0;0.0;0.0028606223937254214
2381;incurvé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006390827745205818;0.0;0.0;0.0001788561956014545;0.0008567693297022162
2382;indication;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003149025939381302;0.0;0.0;0.0;0.0005620934383470317
2383;indications;0.0;0.0;0.003517459596518723;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011067325982819811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2384;indice;0.0;0.00010144520319645035;0.0;0.0;0.0;0.0;0.007018693794121876;0.001898721573505532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013076405602417858;0.0003229835763527587;0.0;0.0;0.0;0.0
2385;indicer;0.0011621407279899876;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003914915735291435;0.0009285561098406738
2386;indique;0.0013648310401626028;0.0;0.0;0.0006246644621409218;0.0;0.0;0.0;0.0022420061748519046;0.0;0.0;0.0013096537081005446;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017300603390492612;0.003601115621233809;0.002946261554483843
2387;indiquer;0.0;0.0;0.0;0.0012301959318197454;0.003313104269023267;0.0;0.0;0.003198688957339909;0.0;0.0;0.0002862520164176133;0.0;0.0;0.001341812028254876;0.00034680811195108874;0.019672059010261245;0.0037020266735005554;0.008094038548588586;0.0;0.0034779974141301052;0.0133587569012183
2388;indisciplinés;0.0022806645328568693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003653270928951515
2389;indispensable;0.0;0.003989095965786738;0.0;0.0007637916348482125;0.0;2.588925788436088e-05;0.0015449257918521279;0.0;0.0;0.003115387331882053;0.0;0.0;0.0;0.0;0.0031750128833477414;0.0026865682202656224;0.0011677949674683994;0.005250367853335831;0.0;0.0028359616686741322;0.035124051001769
2390;indispensables;0.0;0.0;0.0;0.0;0.0;1.7959851580374233e-05;0.0;0.0;0.0;0.0;0.0;2.8485085969228756e-06;1.0315670439093065e-05;0.0;0.0;0.0;6.394869661805991e-06;5.8529158007596666e-05;0.0;2.1247626119030946e-05;8.150987491230182e-05
2391;indispo;0.0;0.0;0.0;0.0;2.648174982337059e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00022381628886394242;0.0;0.0026348638496980596
2392;indola;0.00024155060088057684;0.0;0.0;0.0;6.127545258836521e-05;0.0007613218572447;0.0;0.0;0.0;0.0007643366905094002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015045355630101515;0.0;0.0;0.003269038658295952
2393;indosso;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.280275863360367e-81
2394;induire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0043321936810989566;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2395;industrie;0.0;0.0;0.001986752785297581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005613623852023822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00024151133742120076;0.0;0.0006023948479766444
2396;indécelable;0.0;0.0;0.0;0.003465768860196454;0.0;0.0;0.0;0.0;0.0;0.0;5.303490987767679e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00042238537750844107;0.0;0.0;0.0012278582894010666
2397;indéniable;0.0;0.0;0.0;0.0;0.007076836597075722;0.0;0.0;0.006668170576541201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2398;indésirable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00716493027788928;0.0
2399;indésirés;0.0034952742280435845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024236514921024215;0.0;0.0;0.0;0.0005359222875390816
2400;inefficace;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001449711036149079;0.0;0.0;0.0003610586857229747;0.0;0.0;0.0009712647590763317
2401;inegalé;0.0;0.0;0.0016089636763947418;0.0;0.00012264287572188965;0.0;0.0;0.004411431854349028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024073747500249192
2402;inexistant;0.0;0.0005190626259684714;0.0;0.0004681848550566684;0.0;0.0;0.0;0.0;0.0;0.0004724530763105279;0.0;0.0;0.0;0.0;0.0;0.0;0.0004272540705494474;0.00014180491349909146;0.0;9.78389083103404e-06;0.002118343835403446
2403;infaillible;0.0;0.0;0.0;0.0;0.0;0.0;0.00404490097253748;0.0034823817800291924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007190322599225706;0.0006883621137862911;0.004092188830712012;0.0034696669006060586;0.006415134619451127;0.0
2404;inferieur;0.0;0.0003676327723840222;0.002182877089434407;0.0;0.0;7.284766024613166e-06;0.0;0.00542464158682253;0.0;0.0;0.00014933847493670547;0.0;0.0;0.0;0.0;0.0;0.0;0.0007586194887850407;0.0;0.0;0.0005464437012128755
2405;infinie;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.001970275737781e-07;0.0;0.0025199386553866354
2406;info;0.00025586455128330824;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012707099558005551
2407;inforcer;0.0028438138940487844;0.0005935397861621175;0.0;0.0;1.5195724320660888e-05;0.0007431476301848302;0.0;0.0;0.0022785664466210198;0.0001991792047278972;0.0;0.0;0.008091470926084402;0.0;0.0;0.0;0.0;0.0;0.0;0.004618364829562037;0.013865671215373689
2408;information;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006348723668376765;0.0;0.0002867599290092645;0.0;0.0023325433512172518;0.0
2409;informe;0.0;0.0;2.596263496960616e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3873347096092418e-05;0.0;5.162476683322461e-05;0.0006211499657097676
2410;informer;0.001928339740674072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00608209337262995;0.0;0.004076416774420346;0.0;0.008219050498035157;0.0;0.0;0.0;0.0013765417440240884;0.0;0.0;0.0;0.0019522770585945906
2411;informé;0.0;0.0;0.0;3.0486923532382807e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00013284282529974278;0.0;0.0;0.0;0.0041424237884396765
2412;inférieur;0.0;0.0;0.005064713513057259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006777258490561629;0.0;0.004026718010389167;0.0;0.0;0.0030062137750096786;0.0031745531262252764
2413;ingrédient;0.0;0.0;0.0010387831775697952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003372209091295876;0.0;0.0;0.0;1.1197175641328286e-05;0.001547988966770285
2414;ingrédients;0.0;0.0;2.7948340613051667e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0025654782925486367
2415;injures;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5748947459250895e-05;0.0;0.001092124022501956
2416;injustifié;0.0;0.0;0.00200491361665953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00013645708793473522;0.0;0.0;0.0;0.0;0.0;0.0;0.0009153552651923458
2417;innover;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.1168558871594634e-05;0.0;0.0;0.0;0.0;0.00046324242017051155;0.0;0.0;0.0;0.0;0.0;0.0;0.0021789670165005296
2418;inopérant;0.0;0.0;0.0;0.0;4.780283838788899e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012492509352677863;0.0;0.0;0.0;0.0;0.0;0.0
2419;inquiet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00024319302834905918;0.0;0.0;0.0;0.0;0.0;0.0;0.001125059698537153
2420;inquiete;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009984613914731388;0.0;0.0;0.0;0.002107012789061313
2421;inquiéter;0.002643357458267148;0.0;0.0;0.0;0.0;0.00035154534879411196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006419543220642727;0.0;0.0;0.0
2422;inquiétude;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018195668176099408;0.0;0.0;0.0;0.0
2423;inscription;0.0;0.0;0.0003609885773589984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024118245669727603;9.25069592677832e-05;0.00011717776887177226;0.0;0.0012641499195016597
2424;inscrit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035206220189221665
2425;insiste;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011218401058197155;0.0;0.00019798078779323952;0.0025558842078847784
2426;insister;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012872344915185812
2427;inspec;0.0;0.0;0.0;0.0;5.28171939113288e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0031966996884071302
2428;inspire;0.0026171300547112694;0.0;0.003023701274506403;0.0;0.0;0.0;0.0;0.0;0.0;5.714511970185043e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1500895559808902e-05;0.0
2429;inspirer;0.0021998967065784717;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004285976318954025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00031405155373253246;0.0;3.592402281689043e-05;0.0
2430;install;0.0;0.0009612077012259848;0.0;0.0;0.0;0.0009794094453761232;0.0;0.0;0.0;0.0005582655400468486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014623226935971624
2431;instance;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010437157095814205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.042208385482673e-05;0.0;0.00046753571582561627;0.0006681807144474127
2432;instant;0.0;0.008484128749032652;0.0;0.0;0.0;0.0;0.0;0.03170762045039245;0.0;0.007939222368951037;0.10075291447598782;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02211896766596023
2433;instantané;0.0;8.622543393513345e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001262309725781419;0.0010963719520996782;0.0;0.0;0.0;0.006810677442503924;0.0008565984615810802;0.0015416893664690421;0.0;0.0;0.0;0.003859874273480951
2434;instantanément;0.00846737105346851;0.0003875752115558574;0.0023202896994824794;0.0;0.0;0.0;0.0;0.0;0.003105248997232561;0.0;0.0;0.0;0.0;0.007415417439471772;0.0;0.0035317896040226505;0.0;0.0;0.0;0.00032509061957181724;0.0009388358017967024
2435;instanti;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021082023258455285
2436;instruction;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027685227088673947;0.0;0.0027530949778351833;0.006459243051685402;0.0;0.004630075596967984;0.004417419660622036
2437;intact;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002500083132684013;0.0;7.8825766798057e-07;0.00020227810890418343;0.0;0.0;0.0002264245671699261;0.007038819928859804;0.000682326244070346;0.0;0.00031465237462746263
2438;intended;0.0;0.0009612077012259848;0.0;0.0;0.0;0.0009794094453761232;0.0;0.0;0.0;0.0005582655400468486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014623226935971624
2439;intens;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019128332775111688
2440;intense;0.006121921680403138;0.0;0.0;0.0058330639450397525;0.0;0.0;0.005905112745671032;0.0;0.0016485688654908198;0.0;0.0;0.0;0.0;0.008592389617341033;0.0;0.0;0.0;0.0766274941594752;0.0;0.014351090757757277;0.02295221852243256
2441;intensif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004314538797758062;0.0;0.0023373734427380556;0.0;0.0;0.002823697107848802;0.0029162345733025254
2442;intensité;0.0;0.0014657562912164788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007019842672691712;0.0;0.0;0.0027644758153545484
2443;intensément;0.0033333967304992433;0.0;0.0;0.005121730655422598;0.0;0.008563221327150322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007038292219646664
2444;interchangeable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3500356472734252e-08;0.0;0.0;0.0;0.0007620864332668946;0.0;0.00012475646687499413;0.0004276116686475351
2445;interdire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.250527596196623e-05;0.0;0.0;0.0;0.0014229450953816012;0.0;0.0032987673357377533;0.0003501385787912469
2446;interessant;0.004617806452257896;0.0;0.03579511405824735;0.0;0.0;0.0;0.01512600232366836;0.0;0.010844541488200568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00839293782878199;0.0;0.0;0.0;0.0
2447;interessante;0.0026467349563923256;0.0;0.0075119189390752995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00910095894771996;0.0
2448;intermédiaire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028438106329169576;0.0;0.003055714314441135;0.0;0.0;0.0;0.007620707520099482;0.0;0.0;0.0;0.0
2449;internautes;0.0030261884795285032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033063057459075036;0.0;0.0;0.0;0.0025466818827332093
2450;internet;0.0;0.0;0.0;0.0;0.0;0.0;0.0036900907631810084;0.0005940353226579019;0.004339657933231119;0.0;0.0025203593609359337;0.0;0.0;0.0;0.0;0.0;0.0019772768396346743;8.253951288267561e-05;0.00597537461189959;0.009226007966248713;0.009420486762478723
2451;interressant;0.0;0.0;0.0011120487850622266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0029968442923933034;0.0;0.0;0.0;0.0;0.0;0.0;0.0022050848408476996;0.0;0.001697715776992657;0.0
2452;intervertir;0.004666876686539649;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010330856926224504;0.0;0.0;0.0;0.0;0.0;0.00856749091273716;0.0;0.0;0.0;0.0
2453;intime;0.0;0.007089240444538598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010683603089949662;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2454;intitulé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.126377006838348e-06;1.6579191388165568e-05;0.0;0.0;0.0;3.891801754237159e-05;0.0;0.0;0.0;1.4784411015643234e-05;0.0;0.0;0.0007249816833974982
2455;intolérance;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015794687085135557;0.0;5.2654238931075873e-05;0.0018352510881950485;0.0
2456;introuvable;0.0;0.0;0.00680921059070823;0.0;0.0;0.0;0.0;0.0;0.014722389609073138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0037551867310118203;0.0;0.004689772413145688
2457;intuitif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.8828065997521053e-05;0.0;0.0;0.0;0.0;0.0;0.0055181767254339755;0.0
2458;intégrer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.182149308847134e-05;2.626017065056202e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.003390223353288434;0.0
2459;intégré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001787186362278012;0.0;0.0;0.0;0.0003333685140754165;0.0005193013436317614;0.0;0.0;0.0;0.00012423534629990292;0.000157366338369946;0.0030705924960499975;0.0
2460;intéressant;0.0020889520112877184;0.026911494859008157;0.14912856217840384;0.0;0.008166586114931209;0.0;0.0;0.0;0.0;0.002433894896250166;0.008558954335156809;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04133825142166918;0.0;0.003111983093276925
2461;intéresse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003511021198605619;0.0;0.0;0.0;0.0005241316033853229
2462;intéresser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2161871182002034e-05;0.0;0.00017710406973901817;5.129566118699156e-07;0.0;0.0;0.00016419372743870056;0.0;0.0;0.0007869143573414483;0.0;0.0;0.0
2463;intéressé;0.004930351415967763;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000768408730056584;0.009599278535397996;0.0;0.0;0.0;0.0
2464;intérieur;0.0;0.004562667698269152;0.0;0.0;0.0;0.0;0.0;0.0;0.0017869855419748344;0.0;0.013498331844950657;0.005009054620598658;0.0;0.0;0.0;0.0;0.003445086029176852;0.0;9.984012094356768e-05;0.0023632019949677177;0.0073337810433335825
2465;intérêt;0.0;0.0;0.0007601399930991808;0.0;0.0;0.0;0.0;0.0;0.008110863732832315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010203359853571962;0.0;0.0;0.0;0.005307545772400346
2466;inutile;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014655503497577476;0.0;0.0;0.015186920252066192;0.0;0.0;0.0;0.0;0.0004140315000903159;0.0004885355050910553;0.0;0.003649857250879456;0.0;0.005034802043885095
2467;inutilisable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003514154691232312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00835273894887212
2468;inverse;0.0;0.0;0.0;0.0;2.4223624589338516e-05;0.0;0.0;0.0;0.0;0.003074116410288729;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00032105984698444634;0.0;0.0;0.0011038909893048771
2469;inverser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014492335380126347;0.0;0.0025369690983430833;0.0;0.0;0.0;0.0003896393634316295
2470;investissement;0.0;0.0;0.0004414904019326672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016468566913004323;0.0;0.00018312377032268275;0.0;0.00011004310215693592;0.00048002678146067535
2471;invict;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.464059459922969e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00012016844924234798
2472;invisibilité;0.0010280753716619434;0.0022830216821640363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003773903269805858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010202091962222663
2473;invisible;0.0;0.010692211647097967;0.0018392023763742849;0.0015200544622801146;0.0;0.0;0.0;0.0;0.0;0.0034588554503559845;0.021485810685063687;0.0;0.0;0.0;0.0;0.00986480798068096;0.007935943036790726;0.00853059116537431;0.0;0.0;0.001861973778013408
2474;invitant;0.0;0.0;0.0;0.0;0.0;0.0;0.009684608671480598;0.0;0.0;0.008160707565427706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2475;invitation;0.0;0.0;0.003879159020943571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00031567408746997966;0.0;0.0;0.0;0.0018065220104685816
2476;invite;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004406461075979969;0.0;0.0;0.0;0.0
2477;invité;0.0;0.0016932364141201846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012303802444096554;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024101303896538573
2478;inégal;0.00047807675178789276;0.0;0.0;0.0;0.0;0.001218781860622416;0.0;0.0;0.0;0.0009221492306374583;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000658083117731881
2479;inégalable;0.0025464074589884363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02124036778448315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2480;inévitable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0050417936608131795;0.0;0.0;0.0014975798555204609;0.0;0.0006931662205374541;0.0013626729939748854
2481;ior;0.0;0.0;0.0;0.0;7.703633596249898e-05;0.0;0.0014066920909283937;0.0;0.0;0.0;4.8658109893698986e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011769662492455556
2482;iris;0.0;0.0;0.0;6.248405506734377e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006062534516357506;0.0;0.00033954004420444126;0.0;0.0004554416836492587;0.0
2483;irise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004439099850708116;0.0;0.0;0.0;0.00940795189019624;0.0;0.0;0.0
2484;iriser;0.0;0.00013101436164759627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002315467652024685;0.008964887515511204;0.001970704543497433;0.0;0.01708880798887184;0.0;0.0;0.0;0.0030490421454340165;0.0;0.0;0.0020605321255979803
