;term;0;1;2;3;4;5;6;7
1039;continuerais;0.0;0.00019443828628893512;0.0;0.0;0.0;0.0002335249608643119;0.0;0.0032818914968589215
1040;continuerez;0.0;0.0;0.0;0.00013786335638026656;7.581821890156479e-05;0.0;0.0069483909120713;8.876395952379067e-05
1041;continué;0.0;0.0;0.0;4.3735763440088234e-05;1.783496470744448e-05;0.0001597741876084011;0.0;0.0004452621701766688
1042;conton;0.0;8.11438785825027e-05;8.6635249805995e-05;9.150127923447173e-05;0.0;5.797498288045777e-05;0.0;0.000638965826114358
1043;contour;0.0;0.000529258594454415;0.0;0.0;0.0;0.0034781780009876047;0.0;0.005970820228891394
1044;contraire;0.001258440146308596;0.006428293652745595;0.0;0.0001001544646071695;0.00387663706311266;0.0004038318060450276;0.0;0.006759433471644631
1045;contrairement;0.0;0.0007216923981621088;0.0018342211471650061;2.330057913494522e-05;0.0;0.0036271900666352344;0.00157402248600965;0.019360463037316714
1046;contrast;0.00029257082998198513;1.374425785820677e-05;0.0015380804801687533;0.0;0.0;0.0;0.0;0.0031613136730006207
1047;contraste;0.0;0.0;0.0;0.0001324402642990291;0.0;0.0001784574716860828;0.0;0.0008179245491458774
1048;contrefaçon;9.672845240977883e-05;0.0;0.0003012552193102266;0.0005496494927399955;0.001122469048189709;0.0;0.0;0.000492045935967494
1049;contrer;0.0;0.0;0.0;0.0;0.0;0.004231917653650176;0.0;0.0
1050;controverser;0.0;0.00014197487660748957;0.002556822785218794;0.0;0.0;0.0;0.0;0.0005729046617014785
1051;contrôler;0.0;0.0;0.0;1.1172286128238996e-05;0.0;0.002604850502217325;0.0;0.00023917664485721983
1052;convaincre;0.0;0.0005009206295105155;0.0;0.0;0.0;0.0;0.0;0.00983718331961999
1053;convaincue;0.0;0.0;0.0032857696668053262;0.0;0.0;0.0;0.0;0.0025990166981796174
1054;convaincus;0.0;0.003239592265109319;0.0;0.0;0.0;0.0024204909847122622;0.0;0.0
1055;convenable;0.0;0.0;0.001039132783189984;0.0;0.0;0.001256285465971569;0.0;0.0
1056;convenablement;0.0;0.0;0.0;0.00012439380877042876;9.444476677366921e-05;0.0;0.0;0.0010689213271415216
1057;convenir;0.0;0.006896507269109173;0.0033961740320485345;0.00042774905093015414;0.005209765607164097;0.0;0.0;0.00950316280697804
1058;conviction;0.0008593705966641035;0.0;0.0;0.0;0.0;0.004848151085605802;0.0;0.0024372433515271142
1059;convienne;0.0;0.0;0.0;0.0;0.0;0.0035625311561292604;0.0;0.00032157288579785515
1060;conviens;0.0;0.0;0.0;0.00021613442170805063;0.0;0.0;0.0;0.0008725155921807962
1061;convient;1.3737896623299667e-05;0.011397258888888913;0.004390059585986052;0.0009634177326738404;0.0;0.007527312869719707;0.0;0.010732523005920981
1062;convier;0.0;0.022317774337659788;0.01273946318018227;0.009192198268337046;0.00010475352700143605;0.02613692477716547;0.0;0.044127667404778415
1063;cool;0.0016400076967524474;0.0;0.0011516579442063931;0.0;0.0;0.0002555479645110784;0.0;0.0018255386943001608
1064;coopératif;0.0;0.0;0.0001931259309833966;0.0004594481565903837;8.725321175804453e-05;0.000261964079907495;0.0;0.0009743491793775611
1065;coorespond;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.602993570462486e-131
1066;copain;0.0;4.809922024068534e-05;0.0;5.313477434681931e-05;1.2257382576477447e-05;0.00021127063671835247;0.00018326000115615265;0.0002827071046284114
1067;copie;0.0;0.0;0.0;0.00695928574300728;0.0;0.0;0.0;0.0
1068;copine;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0048940608933097825
1069;copié;0.0;0.0;0.0012658290231114203;0.0;0.0;0.0;0.0;0.0011181388072549045
1070;coquet;0.0;0.0;7.970675491354636e-06;0.0;0.0;0.00024722972382658874;0.0;0.00047318087844843424
1071;coquille;0.0;0.0;9.274920642039099e-09;7.636991297030268e-05;0.0;0.00025674461589012996;0.0;0.0005082684769283995
1072;cor;0.0;0.0;0.0;1.773092832843533e-06;0.0;0.0;1.637224157843351e-05;0.00025626817169001223
1073;corbeau;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001957330512407096
1074;cordialement;0.002729634332983028;0.0;0.0;0.0;0.0;0.0;0.0;0.002893013287947578
1075;corporel;0.0;0.0015758012980674394;0.0;0.0;0.0;0.005723353925008703;0.0;0.0
1076;corps;0.0;0.015196461174249701;0.0;0.0;0.0;0.01683136256063955;0.0;0.00018783163793663593
1077;correct;0.0012966828442017115;0.007301082549536427;0.09173050737428065;0.015377991048212704;0.0018027698425145307;0.01384771686629877;0.0016655922015547076;0.014879131724378318
1078;correcte;0.0;0.0;0.006585191996689028;2.6808815342417153e-05;0.0;0.002836596680608865;0.0;0.0
1079;correctement;0.0013104252761285968;0.00773987149834133;0.0;9.761782298600905e-05;0.0;0.0035100848920778683;0.0;0.0065833598067005835
1080;correcteur;0.001678059574846604;0.0;0.005115111083772525;0.0026356759897310455;0.0;0.0009123323197834843;0.0;0.003928058279651498
1081;correction;0.0;0.0;0.0;0.004186291567838289;0.0;0.0;0.0;0.0028945893554184147
1082;corrector;0.0;0.0;0.0;8.132129320941008e-05;0.0;0.00048080599842052074;0.0;0.0011388385198189252
1083;correpond;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.602993570462486e-131
1084;correspond;0.0;0.0;0.004015696671036153;0.0031606190654033623;0.0416342776179218;0.0;0.0;0.001001504158682667
1085;correspondance;0.0;0.00016370135588430248;0.0;0.00101806132575233;1.836509309011638e-05;0.0;0.0;0.0001678796391247239
1086;correspondant;0.0;0.0002596999210445953;7.497896500157496e-05;0.00032400352080933826;5.930979967360086e-05;0.0;8.17761739639707e-05;0.0011551292637772958
1087;correspondre;0.0;0.014874684111986256;0.010779994922580293;0.0014958811660125582;0.1594010701661909;0.0;0.012238321794388843;0.04862253522522148
1088;corrige;0.0;0.0;0.0;0.0002631110444495404;0.0;0.00029684019886565917;0.0;0.0002174249929988986
1089;corriger;0.0;0.0;0.0;0.0009333832777713833;0.0;0.00038201581769926787;0.003243233972577832;0.014194981371929278
1090;corrigerait;0.0;0.0008532055682905653;0.0;0.0007015566129538658;0.0;0.0;0.0;0.0008918670649632881
1091;corser;0.0;0.0;5.413893332320199e-05;0.00010041299933410044;0.0002648952918810865;0.0;1.9513050392328932e-05;0.0013839611492491865
1092;corvée;0.0;0.0010666180330627588;0.0;0.0;0.0;0.0007793727625129505;0.0;0.00018463493130921847
1093;cosmetic;0.0;2.3316371635755335e-06;2.4505158407464233e-05;7.302564962174504e-05;8.954001531333616e-05;0.0;0.00011438549499317901;0.00022556048541661142
1094;cosmetics;3.1617874443060844e-06;0.0;6.421788270861738e-06;0.00010016024022920411;0.0;0.0;5.696405570933198e-05;2.8078975457848767e-05
1095;cosmetique;0.0;1.8808395286269622e-05;4.89153011055234e-07;0.0;0.0;9.564352397581663e-06;0.0;6.128196923258846e-07
1096;cosmetiquescl;0.0;0.0;4.1974812580477604e-05;0.0;0.0;0.0;0.0;0.00021276256544603694
1097;cosmétique;0.0;0.0;0.0035552304443160847;1.0093562804982507e-05;4.748875142543611e-05;0.0;0.005559904335685323;0.003294874239647537
1098;cosmétiquer;0.0;0.0;7.820615421130834e-05;9.759701634730276e-05;0.0;0.0002319491541485541;9.83688053445737e-05;0.0006495640240087072
1099;costaud;0.0;0.0;0.0010738298372042672;0.0;0.0;0.0012923137067347697;0.0;0.0
1100;cotayez;1.812752210920992e-05;0.0;0.0;0.0;0.0;2.7859671528067086e-05;0.0;0.00014500573134445277
1101;cote;0.0002253449317237623;0.00013842720331287483;0.0;0.0;0.0;0.002227581796123138;0.0;0.0016956488848608546
1102;coter;0.0;5.244535084257918e-05;6.847317591703806e-05;0.004664716382793166;0.0;0.0;0.0;0.0006965775569910461
1103;coton;0.0;6.4385274516839545e-06;0.0;0.00030697054130577906;6.640834325909802e-05;0.0005528762743918481;0.0;0.0019119116309838631
1104;coté;0.0;6.145685911021213e-06;0.0;2.3945400691081252e-05;1.0053269153500257e-05;0.00012477068125317764;0.0;0.00021833255712149345
1105;cotés;0.0;0.0023512722321512233;0.0;0.0;0.0;0.0;0.0;0.0
1106;cou;0.0;0.0016975548355930136;3.269295175938952e-05;0.0;0.0;0.004931878930207701;0.0;0.00024279192987766108
1107;couche;0.0009386814547317956;0.010781142474582048;0.0003414824654661501;0.006579836382946459;0.0;0.000217803375107565;0.0024488145429439577;0.017928398421392724
1108;coucher;0.0;7.5247236867557e-06;0.0;7.16791744778972e-05;1.4298410156390298e-05;0.0;3.1275833094476225e-05;0.0003328976851082989
1109;coucnvrance;0.0;0.0;0.0;0.002640267253702166;0.0;0.0;0.0;0.0019772926602330586
1110;coucou;0.0;0.0;5.885466428727064e-05;5.1759725849188457e-05;0.0;9.344967028048902e-07;6.182522077056817e-05;0.0004675818757863181
1111;coule;0.0034315077537007735;0.0021021221370513634;0.0;0.0;0.0;0.0;0.0;0.0014749177115146895
1112;couler;0.003942380688718126;0.0;0.0024981745142692337;0.007678529609639797;0.0;0.0;0.0;0.013266527872317585
1113;couleur;0.0;0.048433056929124946;0.013845884188901592;0.1077574520009395;0.01836091640062301;0.015324018894906323;0.013963836210059886;0.18744336427939046
1114;couleurs;0.0068672546468033615;0.0027953837133421902;0.013862304569544012;0.00808628832944104;0.04155687986822474;0.015810295499397862;0.0052741914649733004;0.02826494910139493
1115;coulé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008137884013538203
1116;coup;0.0;0.009690307387652712;0.004219735449870978;0.0005317558672066633;0.0;0.01936480733038498;0.0;0.03242160003970491
1117;coupe;0.0;0.0025038808653493855;0.0023284847337703227;0.004833544624144332;0.003798674590226597;0.0011766778668502824;0.0;0.005146874458187387
1118;couper;0.0032439155010541964;0.0;0.0;0.0;0.00038122746465010744;0.0;0.00011964721440152091;0.006723272917405294
1119;couperose;0.0;0.00036799800827420426;0.0;7.150539819109474e-05;0.0;0.00023065923065286958;0.0;0.0023708332829286186
1120;coupes;0.0009387445713996701;0.0020457913937499995;0.0006665295963046091;0.00024823653445480993;0.0;0.00029970443843065374;0.0;0.003795012317881352
1121;couple;0.0;0.0;0.003148600970855754;0.0;0.0;0.000242735033687112;0.0;0.0003231879528640485
1122;coupler;8.971991618869137e-07;0.00019450245095464249;0.0;0.0;5.505556795556484e-06;0.00012526202620748357;3.9666197806062995e-05;0.00022737160186076332
1123;couples;0.0;0.0021933129384154385;0.0;0.0;0.0;0.0;0.0;0.0
1124;couplé;0.0;5.958994575935564e-05;0.0;0.0;0.0;0.0;0.0;0.0004477865475227233
1125;cour;0.0;0.003737878797392707;0.0013743364957579814;0.0010079857275777553;0.0;0.0016722293535875795;0.0;0.0032268287569865756
1126;courageusement;0.0;0.0;0.0;0.0;0.0001777305063876964;0.0;0.0;0.001012249697534021
1127;courant;0.0;0.00010716827833100932;0.0;0.0;0.0;0.002604163829676348;0.0;0.0
1128;courbe;0.0;8.42054427324254e-05;9.653549892305204e-05;0.0003036594719711013;0.0;4.253570868018841e-05;0.00011357462916591791;0.0011558453247233079
1129;courber;0.0;0.0;0.0;0.00019995573654138946;0.0;0.0;3.233839127834177e-05;0.0014474277889206107
1130;courbure;0.0;0.0;0.0010397252074404275;0.00010982399956476431;0.0;0.00012044218445186904;0.0;0.0007063045989855279
1131;courbures;0.0;0.0;0.0;0.00010348231125393863;1.707706565024492e-05;2.7945304026652253e-05;1.0136310138987084e-06;0.0008124206286737003
1132;courbée;0.0;0.0;0.0;0.00011333954577445722;0.0;0.0;0.0;0.002263040108061743
1133;courbés;0.0;0.0;0.0;0.00011007262732896807;0.0;0.0;0.00012457353930271726;0.00039558607536944193
1134;court;0.0028707998732740185;0.005499185935013553;0.003373576169896738;0.012517983973862822;0.0;0.0;0.0;0.029806333991145285
1135;courtois;0.0;0.0;0.0;3.41567773792576e-05;0.0;0.003120875808844829;0.0;0.0
1136;courts;0.0;9.172709615231491e-05;0.0;0.0;0.0;0.0;0.0;0.0005039929216327622
1137;cousin;0.001531467121591269;0.0;0.001423735361508524;0.0;0.0;0.0;0.0;0.0006323678144999109
1138;cousine;0.0;0.0;0.0038080253850972996;0.0;0.0;0.0;0.0;9.053461694452137e-05
1139;cout;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036823628000667097
1140;coute;0.0;0.005765361893072749;0.0;0.0;0.0;0.0;0.0;0.007552355860057165
1141;couteux;0.0;0.0;0.004524561893730369;0.0;0.0;0.0;0.0;0.0
1142;couvent;0.0007889599522938036;0.0;0.0;0.0014290672188851823;0.0;0.0;0.0;0.0011955630900369694
1143;couvercle;0.0;0.0018321616083880313;3.386597146564768e-05;0.0001955232514278131;5.9021779250896974e-05;0.00018114677893917993;0.0;0.0016286164081121132
1144;couvert;0.0;0.005129187392660951;0.0;6.80848226122057e-06;0.0;0.0;0.0;0.002773395861501518
1145;couverture;0.0;0.0;0.0;0.0;0.0005520664806476692;0.0;0.0;0.00047706469433598305
1146;couvrance;0.0075499364562919054;0.0051399208822229085;0.0;0.01430350867709178;0.0;0.019260055226481443;0.0;0.0070014196006389934
1147;couvrant;0.008008794577358307;0.016969643053814133;0.0026499559632564194;0.013820342668391649;0.0;0.0014234111263350714;0.003121407263201829;0.004036404978227335
1148;couvrante;0.0;0.00016604732543657935;0.0;0.002516450176397204;0.0;9.40082883198789e-05;0.0;0.002393853233588555
1149;couvre;0.0;0.0011805447453694176;0.003337419725565853;3.0020384561414587e-05;0.0;0.0010401469705663613;0.0;0.0018226828726030427
1150;couvrir;0.0;0.01119417492018886;0.0016579272200147428;0.005446520955003942;0.0;0.013839216288492613;0.0;0.01979174467186911
1151;cover;0.0;0.0;0.0;0.0004895690835948194;0.0;0.0008469459060008991;0.0;0.003594584238017503
1152;coût;0.0006500528123101427;0.0;0.002086905768109261;0.0031954210869785064;0.0;0.0;0.0;0.001133364354459228
1153;coûte;0.0;0.0;0.0007824831002113394;0.00021870703018660395;8.150527847010875e-06;0.00011544397125065594;0.0;0.0009002175881249622
1154;coûter;0.0;0.0034569647602258084;0.003988114782074803;0.0;0.0;0.0;0.0;0.003622771667821841
1155;coûteux;0.0;0.0003490526026409678;0.00020719946895041684;0.00012273353113455803;0.0;0.0;0.0;0.0012922713168710613
1156;coûté;0.0;1.324471131475153e-05;7.829181582844352e-05;5.344375407922583e-05;0.0;1.8496587852563825e-05;0.0;0.00020594623092793108
1157;craaaaaaque;0.0;1.6857573529615985e-05;2.4904710350810987e-05;0.0;1.581353151758889e-07;1.2612489896336257e-05;5.320580405067014e-05;0.00017433662738431887
1158;craignais;0.0;0.0;0.000995411215268899;0.0022925691600860854;0.0;1.3116750354007992e-05;0.0;0.0001882764883815871
1159;craindre;0.0;0.0;0.0;0.00016009700740382798;0.0;0.00020741071467169297;0.0;0.0007198421077704888
1160;crainte;0.0;0.0;0.0;0.000264128623930887;0.0002560955974115159;0.0;0.0;0.002243984928342265
1161;crane;0.0;0.0002623168015450064;0.0;0.0;0.0;4.928846762337936e-08;0.0;0.0018072978143032757
1162;craque;0.0036335890865097802;0.0;0.0;0.0;0.011371116927403635;0.0;0.0;0.0
1163;craquer;0.0;0.0031716213396600326;0.0003087691185405945;4.759402197444929e-05;0.0;0.0;0.0;0.00032971900282687195
1164;cratère;0.0;0.0;0.00013922782757860375;0.0;1.292105930149337e-05;0.0016069385834751406;0.0;0.00016151560367066908
1165;crayon;0.009085381046756689;0.001918694201653002;0.00018648936707803731;0.000826786895553394;0.0;0.0003391970029745891;0.01991833653259069;0.0032463051520335595
1166;cream;0.00043651691740601207;0.0;0.0;0.005629242939672655;0.0005374993989026341;0.006643365481405695;0.0;0.00775328781103218
1167;creme;0.0;0.0042980446552546465;0.0026736973086622117;0.0017412786061444465;0.0;0.008797830171324647;0.0;0.009987191113263214
1168;cremes;0.0;5.334648781108947e-05;0.0;0.0;0.0;0.00015687941616410604;0.0;0.0002442435770183007
1169;cremyi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.602993570462486e-131
1170;crepus;0.0;0.00014930324195756308;0.0;0.0;0.0;0.0;5.266372781325859e-05;0.00015178553720133245
1171;creux;0.0;0.0036018245518211547;3.1256645324479096e-05;9.629596397629698e-05;0.0;0.0007714799029986989;0.0;0.0014105360177773215
1172;crew;0.0;6.367879646283641e-05;0.0;3.455243090633448e-05;0.0;0.0;0.0;0.000256361072755174
1173;criaient;0.0;0.0;1.0813881188055336e-05;0.00014494153863961037;3.063474497613621e-05;2.7432193087366538e-05;0.002195454436247298;0.0006114238967744226
1174;criniere;0.0;0.0;0.0;0.0;0.0;1.850302647542633e-05;0.0;0.0012561696349780356
1175;crinière;0.0;0.0001151142841908787;0.0;7.383990589118758e-05;0.00011752796902029796;3.275905633879224e-05;0.0;0.0005319861938268455
1176;cristaux;0.0;4.8296510173741164e-05;0.0001175223111681501;0.0;0.000148961554350343;0.0001657806846838436;2.9722636736927874e-05;0.00036664728675554043
1177;critique;0.0008895749517218223;0.0;0.0;0.0;0.00030524485100369853;0.0;0.0;0.0036432821980208973
1178;critiquer;0.0;0.0;0.0;4.477333866745726e-05;0.0;0.0;0.0;0.0015970739070129672
1179;croire;0.0;0.0014406407826096424;4.318027779438671e-05;0.004588323620143094;0.0;0.0;0.0;0.004631505761028101
1180;crois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028672112401270464
1181;croise;0.0;0.0;0.008052158154511574;0.0;0.0;0.0;0.0;0.0
1182;croyez;0.0;0.0;0.000386960026331268;0.0;0.0;0.00013869841205691477;0.0;0.0005131119981310324
1183;croûter;0.0;4.606351265524381e-06;1.1315145014973287e-05;4.0386214863263746e-05;0.0;2.036867964636893e-05;0.0;0.0004638612931570374
1184;cru;0.0;2.4074011121686376e-05;2.1518808108302663e-05;2.3567155695348747e-05;7.0979305371690445e-06;5.625605178631281e-05;0.0;0.0003096752516274841
1185;cruelty;0.0;0.0004136898217762556;1.4126232436856755e-06;0.0;0.0;0.0;0.0;0.0019139275440738968
1186;crâne;0.0;0.0;0.0;4.045535985072919e-05;0.0;0.0;0.0;0.0009406769022176598
1187;crèmes;0.0002442459338303319;0.0015117536403474227;0.0004887615582748425;0.000536179396942563;0.0;0.003530826494649984;0.0007871525010943408;0.0037378976737113927
1188;crèmeux;0.0;0.0;2.9927863950764967e-06;0.00020959542370995758;0.0;0.0002501889578059775;1.122185783702122e-05;0.0004318835952221362
1189;créateur;0.0;0.0;0.0;0.0016345097505948978;0.00033950048145590727;0.0001076631963827922;0.0;0.001067562889457307
1190;créditer;0.0;0.0;0.0;9.115985670216274e-06;7.79449150903077e-05;0.0;0.0;0.00024355028074544958
1191;créer;0.0017875673796035154;0.0001797639799965005;0.0;0.0002269119299685088;0.0;0.00018210401837272255;0.0;0.000833603747906258
1192;créme;0.0;0.0;0.0;0.0;0.004256456032136426;0.012851889544006994;0.008181666316714147;0.0
1193;crémer;0.0;0.00028088573032235503;0.0020014105108606853;0.0039081879766200995;0.0;0.010791822407388638;0.0;0.0015369795162006724
1194;crémeux;0.0;0.011223502590731573;0.0;0.004082632324248494;0.005659656853058438;0.0026402313682590607;0.0;0.00310901644177
1195;crépu;0.0029582030646113306;0.0;0.0;0.0;0.0;0.0;0.00873762726227182;0.00439156722771139
1196;crépus;0.0;0.0;0.0;0.0;0.0;0.004245129082393463;0.0;0.004794824190573322
1197;crême;0.0;0.0020857236951399146;0.0;0.0;0.0;0.00034887223062454525;0.0;0.007361208323686249
1198;cuic;9.447035820556478e-06;2.0836640783392854e-05;1.0687598358102552e-05;5.882706993585438e-06;0.0;0.0;0.0;4.7476054296430623e-05
1199;cuillère;0.0;0.00011461454750484385;0.0013721218615194435;0.0;0.0;0.00022833007863123464;0.0;0.0006709100568095161
1200;cuir;0.0;0.0017542855402856372;0.0;0.0;0.0021158604936408146;0.002085941604442234;0.0;0.014500443421362258
1201;cuire;0.0;0.0;0.0;0.0;0.00010052228455095673;0.0;0.0;0.004703731892068778
1202;cuirs;0.0;5.230257910139462e-06;0.0;0.0;3.0786323867767068e-06;0.00031586611025922014;0.0;0.0005757295524124186
1203;cuit;9.447035820556478e-06;2.0836640783392854e-05;1.0687598358102552e-05;5.882706993585438e-06;0.0;0.0;0.0;4.7476054296430623e-05
1204;cuivrer;0.0;0.0;0.0;0.004291545653618828;0.004051126208444253;0.0;0.0;0.0013403090470934357
1205;cuivré;0.0008818494873165072;0.0;0.0;0.00018056979895393486;4.068176630661031e-05;0.0;0.0;0.000984599405858324
1206;culpa;0.0;3.8882292220884404e-05;3.1192310936376466e-06;2.7079585174886052e-05;0.0;0.0002837976009310356;7.538202470150164e-06;0.00045206116366053046
1207;cumuler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001183753654519239
1208;cure;0.005091148625546632;0.0;0.0007571164219079473;0.0;0.0;0.0;0.0;0.008521469559308922
1209;curer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004790755088416914
1210;cures;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0042417020227915
1211;curieux;0.0;3.478240023227064e-05;4.173599433024722e-05;0.0;0.0;9.788584334778213e-05;0.0;0.0005058753502269781
1212;cutané;0.0;0.00012150225850657184;3.3953853622282775e-05;0.0;0.00011374159388516287;0.0004124168033135074;0.0;0.0009674044058343323
1213;cuticules;0.0;6.83953323920598e-05;0.0004803455642318456;1.3979550531341465e-05;0.0;0.00023756900915029763;0.0;0.0010160164438021847
1214;cvient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.602993570462486e-131
1215;càd;0.0;0.0;0.0;0.0;7.655905310985898e-05;0.0;0.0;0.0012257392651235394
1216;céder;9.447035820556478e-06;2.0836640783392854e-05;1.0687598358102552e-05;5.882706993585438e-06;0.0;0.0;0.0;4.7476054296430623e-05
1217;célèbre;0.0;0.0;0.0015937988414552653;0.0;0.0;0.004020879096600599;0.0;0.0009621152533607736
1218;côte;0.0;0.00030787396915090033;0.00013298534204448954;4.3272455086606935e-06;0.0;0.0;0.0;0.00040202571475769506
1219;côté;0.011649033206770744;0.00692180625141721;0.0006300995853067731;0.0;0.0;0.0045656163191096655;0.0;0.005850129869611333
1220;dab;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.602993570462486e-131
1221;dame;0.0;0.0;0.0003757427741159233;2.786408138909906e-05;0.0;0.0035553246567621875;0.0;0.0030603556921265356
1222;dames;0.0;0.0;0.0;0.0;0.0;0.0015839363376469466;0.0;0.00016505020558116591
1223;damned;0.0;0.0;3.175012269721318e-05;4.4920793337136075e-06;0.0;0.0014114417953018823;0.0;0.0001583966413969494
1224;dangereux;0.0005323814704702708;0.00012237025902437886;6.2005597421631685e-06;2.2372382529837053e-06;1.4848890247254152e-05;1.0929133181330822e-05;0.0;0.0007458451995432888
1225;danielle;0.0;0.0002443978774638549;0.0;0.0;0.0;0.0;0.0;0.0009817317044679983
1226;danse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002658103803265195
1227;danseuse;0.0;4.825250054977627e-05;2.091086533236095e-05;0.0002378907018075895;0.0;3.999088401255778e-05;3.941043764837544e-05;4.478664741905864e-05
1228;dany;0.008843515010985443;0.0;0.0;0.0;0.0;0.0;0.01847854822789138;0.0
1229;dartres;0.0;0.0;0.0;0.0;0.0;0.00256421874379255;0.0;0.0005721191536750721
1230;date;0.00677759373590437;0.0;0.00028574860954202336;0.00033388645982879704;0.006336425466134423;0.0;0.0;0.009790389747925473
1231;dater;0.0;0.0;6.861951027850646e-05;0.00022864022043041183;6.220058583364195e-05;0.00026923525912383127;0.0;0.00047360875557910176
1232;dates;0.0;0.0;1.6626393454039423e-05;7.754711465091674e-05;0.0002731602143413394;0.0;0.0;0.00030493929414686697
1233;dautres;0.0005085724327118673;0.00042413496633384384;0.0;0.0;0.0;0.0008784491004940448;0.0;0.0
1234;davantage;3.942548653759843e-05;0.0023509570295542066;0.0;1.856523718125396e-06;0.00010179963567179888;0.00028903149139172536;0.0017616787130735924;0.0026490754003794174
1235;david;0.0;0.0;0.0;1.619797889082189e-05;0.0;0.0001458731343804195;0.0;0.0008041065296032317
1236;decevant;0.0;0.0;2.731919668751049e-05;0.0;0.0;0.0;0.0;2.9575192303857626e-05
1237;dechesse;0.0;0.0;0.0;0.00012439380877042876;9.444476677366921e-05;0.0;0.0;0.0010689213271415216
1238;dechets;0.0;6.82724206973549e-05;2.6277282943224733e-06;3.076430987292365e-05;0.0;0.0;2.7593619981391514e-05;0.0001813750401998744
1239;deco;0.0;0.0;0.0;0.0004858561181312283;0.0;0.0;0.0;0.0036441085490629254
1240;decoiffer;0.0;3.308807807215926e-05;6.386395874350748e-05;0.00010742683707239455;0.0;0.00030344785793124757;0.0;0.0009704377199506835
1241;decoloration;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016448994238000068
1242;decolorations;0.002130694416894374;0.0;0.0;0.0;0.0;0.0;0.0;0.007289414160148576
1243;decolore;0.0;0.0;0.0;0.0001751362691682663;0.008374457460725376;0.0;0.0;0.0007242333419250246
1244;decolores;0.0;0.004434055064581159;6.982825542109504e-05;0.0;0.0;0.0;0.0;0.0
1245;decoloré;0.0;0.0;0.0;0.00014347769601799168;0.0;1.4127375050895641e-05;0.0;0.0008457206076706006
1246;decu;0.0;0.0;0.0;1.4188948148034395e-05;6.739260004569017e-06;0.0;0.0;0.0018443350478709593
1247;decue;0.0;0.0;0.0;0.0003624208423526071;0.0;0.0001533232841497639;0.0;0.0027008121788929204
1248;decus;0.0;0.0;0.0;0.00032928288084295654;0.0002852256581889308;0.0;0.0;0.0011387469393772272
1249;defaut;0.0019059314074644177;0.0;0.0011457340651043159;0.0030812093334459585;0.0;0.0;0.0;0.0
1250;defiant;0.0;0.0032605708607855136;0.008434670836035656;0.0;0.0;0.0;0.0;0.003317575194216814
1251;degat;0.0;0.0;0.00013194576793588641;2.6634508193983998e-05;2.1254827155461533e-05;0.00015169844580575475;0.0;0.000688694197575486
1252;degennes;0.0;0.0;0.0;0.001895458869190477;0.0;0.0;0.0;0.00046180358861865284
1253;degorger;0.0;0.0;0.0;0.00021456189872519398;0.0001997914341448973;0.0;0.004639990471054308;0.0005559687408263396
1254;degré;0.0;0.0;0.0;0.00427239487320262;0.0;0.002283941313127459;0.0;0.0016628356195362549
1255;dejauni;0.0;0.0;2.9428776434784484e-06;0.00019870350222608572;0.0;0.00015100941110824105;0.0;0.0012145677553097468
1256;dejaunir;0.0;0.0;4.3725274229884486e-05;0.00042776847389029;1.3965377986558807e-06;0.0;0.0;0.001006258301828908
1257;dejaunis;0.0;0.0;0.0004448359668896221;0.0;0.0;0.00014183343562101963;0.0;0.00187666042927631
1258;dejaunissant;0.0;0.0;0.007818395753197557;0.0;0.0;0.005764547150138166;0.0;0.0024050743618849436
1259;dejaunit;0.0;0.0;0.0012621310792388315;0.0;0.004334435297455768;0.005942167921205195;0.0;0.0033351266969746797
1260;delai;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015681977445304402
1261;delicat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.602993570462486e-131
1262;demain;0.0;0.0;2.9117845905045953e-05;0.0;1.6527104925321144e-05;6.811891679383708e-05;0.0;0.0005174353858611027
1263;demande;0.0;0.0;0.0;6.205785865487496e-06;7.18775561114772e-05;0.0005048474368504052;3.240859107350616e-05;0.0004197264828034853
1264;demander;0.0009107104086362964;0.0;0.0021473822686614396;0.0038411187755261677;0.0068671798153601875;0.016402722293366624;0.0;0.01614330733341784
1265;demaquillage;0.0;2.228017103129323e-05;0.0;0.0;0.0;0.00026302263625077094;0.0;0.0005697600258374315
1266;demaquillant;0.0;1.943960458759514e-05;2.4061980031406623e-05;1.1537796553252542e-05;0.0;0.0;0.0;0.00011316592885284925
