;term;0;1;2;3;4;5;6;7
160;aimez;0.0;0.0;0.0025145865783890594;0.0;0.0;0.0;0.008747286132551725;0.0003707425229405688
161;aimons;0.0;0.0;0.0;0.0;0.0;0.007720973952989589;0.0;0.0004513102498407545
162;air;0.0;0.0;0.009996393252038311;0.011565813195421567;0.0;0.0;0.0;0.0
163;aisance;0.0;0.0;0.0;1.1172286128238996e-05;0.0;0.002604850502217325;0.0;0.00023917664485721983
164;aisé;0.00048704540619593916;0.0038779756716739062;0.0;0.0010851201758009896;0.0;0.0;0.0;0.0013622785898892377
165;aisément;0.0;6.350442110083427e-06;7.822982335288121e-06;3.9743010496289055e-05;0.0;0.0;1.267472284699205e-05;0.00024646258208660664
166;ajoutant;0.0;7.44027117960549e-05;0.0;0.00019344544391949856;0.0;0.0001471336551061368;8.119515181662464e-05;0.000791369023472236
167;ajoute;0.0006005504844530781;6.859612620177031e-05;0.0;0.00018947626035823378;0.0;0.002854477978296944;0.0;0.0005532259244758886
168;ajouter;0.0;0.0013645393234657096;0.0;0.0;0.020508345500214426;0.0001329836269120614;0.0;0.0017194778954585277
169;ajoutez;0.0;0.0;0.0;0.003258135768859996;0.0;0.0;0.0;0.0012736688048237256
170;alarmer;0.0;0.0;0.0;6.127363673244056e-05;4.048298743483324e-05;0.0;0.0;0.0007625614483051699
171;alcool;0.0;0.00917195722608937;0.002934682343979145;0.0;0.0;0.0;0.0;0.0
172;alcooliser;0.0;2.2013651788830327e-05;1.4104794449033791e-05;0.0;0.0;0.0;0.0;1.0150192385025853e-05
173;alentour;0.0014320272835329304;0.00319740062343017;0.0;0.0022298804529981542;0.0;0.0;0.0;0.0
174;alien;1.570881309301433e-06;1.9797109659789835e-05;3.564977297316537e-05;2.6337895159089674e-05;0.0;7.681682441891011e-05;5.145790406974667e-05;0.00011597312661766485
175;alimentation;0.0;5.958994575935564e-05;0.0;0.0;0.0;0.0;0.0;0.0004477865475227233
176;allais;0.0;1.0886262346226447e-05;8.814310116072782e-05;7.121937995348088e-05;0.00010819293079647768;0.0;0.0;0.0003520468154732393
177;allemagne;0.0;0.0;0.002657180496864667;2.356561411761112e-05;0.0;3.1341328047071336e-05;0.0;0.0008656827914181867
178;allemand;0.0;0.0;0.0;0.0038080830180841174;0.0;0.0;0.0;0.002903103291965241
179;aller;0.004708432921847663;0.007618539984353932;0.005764940018926902;0.0012456300431544463;0.0;0.02026428358148027;0.0;0.029910003636781642
180;allergic;0.0;0.0;3.783198966231744e-06;7.0546434450632786e-06;0.0;0.0;0.0;1.253433135962494e-05
181;allergie;0.0;0.0006367381855657432;0.0;0.0;0.0;0.002377824041529987;0.0;0.0057991034321736475
182;allergies;0.0020231766323061855;0.0;0.0;0.003170153466375756;0.0;0.0;0.0;0.0
183;allergique;0.0;0.0;0.0;0.004592796654650155;0.0;0.0011499678745153397;0.0;0.007980452225316114
184;allergène;0.0;0.0018330971234373676;0.0;0.0;0.0;0.0;0.0;0.0
185;allergènes;0.0;0.0;0.0;2.171392435476108e-05;0.0;0.0;0.0;0.001821736692820104
186;allez;0.0;0.000265007578391725;0.002965603842245129;0.003283983142061352;0.0;0.0;0.0;0.004822403109481705
187;allier;0.0;0.0;0.0;0.0018246395881474802;0.0;0.002229008544635867;0.0;0.0
188;allonge;0.0036918159079295525;0.0010877491605785971;0.0002979106811183253;0.002026967776201889;0.0;0.0001639070415329575;0.002063190878768763;0.008760380845936557
189;allongeant;0.0;1.3871501019921976e-05;0.00016266291273950447;0.00013650790862480277;0.0;0.0;0.00010752347216130083;0.001972911952697781
190;allongement;0.0;0.0;0.0;0.0060985712232633025;0.0;0.0;0.0;9.391771980303014e-05
191;allonger;0.0018034736563176854;0.0;0.0049530069163079195;0.005015973845871173;0.0;0.0;0.005799674547482138;0.01488889051184339
192;allongé;0.0;0.0;0.00010785754854232343;0.016522222085950344;0.0;0.0;0.004316455021239466;0.0
193;allourdit;0.0;0.0;0.0;0.0;2.0462824613664415e-05;0.007126286378519866;0.0;0.0007363284590293266
194;allows;0.0;0.0;3.783198966231744e-06;7.0546434450632786e-06;0.0;0.0;0.0;1.253433135962494e-05
195;allure;0.0;0.0;0.0;0.00031006071598492193;0.0;0.0;0.0;0.002740665910995991
196;allures;0.0;0.0;1.2458996496748607e-05;2.9605326473617845e-06;0.0;8.478801887725157e-05;0.0;0.00027898318902921037
197;alléger;0.0;0.0001735448872246174;0.0;7.449317088740463e-05;0.0;9.85228789378723e-05;0.0;0.00046378358170355127
198;allégique;0.0;5.828665338922932e-05;0.0001851389522192191;4.067673627890475e-05;0.0;1.299946673070302e-05;0.0;0.00027998898008685483
199;allérgies;0.0;0.000591138890402623;0.0004965768696467879;1.882300058978426e-05;0.0;0.0;0.001219603442469325;0.0005785662731866105
200;alourdi;0.0022247074518914477;0.0;0.0;0.003427400660443955;0.0;0.0;0.0;0.00020401237419287539
201;alourdir;0.0;0.004715777452592093;0.008152423512312173;0.0030930682939791835;0.00888400043987696;0.00908983088490809;0.007365156491331029;0.024375899562103495
202;alourdis;0.0;0.0;5.6027208893198614e-05;7.165543431003704e-05;0.0;0.0004698475135662511;4.384971288848352e-06;0.00048214538201852035
203;alourdit;0.0;0.0;0.0013349846345644312;0.0014660465618397095;0.0;0.008298027566155122;0.00019553926075014313;0.0025140584589959138
204;aloès;0.0030725309582647193;0.0;0.0;0.0;0.0;0.0030032881683931924;0.0;0.0
205;altere;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004968361663121881
206;alternance;0.0;5.130624799005293e-05;0.0;2.308021136948559e-05;0.0;0.0007738780824924412;0.0;0.004333872676699297
207;alternative;0.0;0.0;0.0;2.9648956381824367e-05;0.0;0.00021007273542748253;8.144663119349064e-06;0.0002246292161616181
208;alterne;0.0;0.0;0.002735796134727399;0.0;7.216160968926327e-05;0.004049774767836332;0.0031759045973440894;0.0
209;alterner;0.0;0.0;0.003957604426149184;0.0;0.0;0.0007642674260819533;0.0;0.005629245813316014
210;altérer;0.0;0.0;0.0010943290260861393;0.0;0.0;0.0;0.0;0.0
211;amande;0.0;0.0;0.0;9.61121356138508e-05;0.0;0.0014141697809502633;0.0;0.0008763932511074404
212;amateur;0.0;0.0026283703152282702;0.0;0.0;0.0;0.0;8.100895409085252e-06;0.0
213;amazing;0.0;0.005948968270140531;0.0;0.0;0.0;0.0033875646829933576;0.0;0.0
214;amazon;0.0013756278533941814;0.002431539424597294;0.022094096552747373;0.01744256794584487;0.0023627921626540723;0.0;0.0;0.036408729198304235
215;amazone;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015685647041609626
216;ambiant;0.0;0.002595969400475868;0.0;3.6656081116735835e-06;0.0;0.0;0.0;0.000506686822921129
217;amelioration;0.002194809509585462;0.0;0.0;0.0;0.0;0.0;0.0;0.002273999486526232
218;ameliore;0.0013060248588261292;0.0;0.0018633619596894076;0.0;0.0;0.007763883662786364;0.0;0.0
219;amener;0.0;8.351449526638048e-06;0.0;7.018734723988107e-05;0.0;4.4062833853411666e-05;0.0;0.0014373931088667513
220;american;0.0;6.66014385676047e-05;0.0;3.6186596523737845e-05;0.0;0.0;0.0;0.00026585826305876737
221;ami;0.0002659493474804845;0.0;0.010062036245416376;0.002914876505090347;0.0027131731966339233;0.0;0.0;0.000858177011088939
222;amie;0.013004204096395522;0.00010099622668003041;0.0;0.0;0.0;0.0;0.0;0.003014111802433751
223;amoindrie;0.0;0.0;0.0;0.0;0.0;0.0038402686666884492;0.0;0.0
224;amoureux;0.0;0.0;0.0;0.0009264062706310862;0.0;0.0010588065240215334;2.1561775577590526e-05;0.0007815514399083694
225;amplement;0.005237737568610968;0.0;0.013487730047335332;0.006344062484667506;0.0;0.0;0.0;0.0009412579369208637
226;amplifier;0.0;1.872877297574134e-05;0.0;0.000995580065921206;0.00022596772134056585;0.0006673244387740383;0.0;0.0012854781213272372
227;ampoule;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019662763696202804
228;ampoules;0.0007278930747907059;0.0;0.0005071239302679398;0.0;0.0;0.0;0.0;0.013298910393934492
229;amuse;0.0;1.7323205845105866e-06;1.471978475606482e-05;1.2248659997179301e-05;8.943541854562082e-05;0.0;0.0;0.0003220632649757295
230;amusement;0.0;0.0021933129384154385;0.0;0.0;0.0;0.0;0.0;0.0
231;amuser;0.0;0.0;0.0;0.0;2.393996682327594e-05;4.931792819414075e-05;0.004719859616885684;0.0
232;amélioration;0.0031386136056562567;0.0005620283898712411;0.002113088720727521;0.0;0.0;0.015497521652975863;0.0;0.004349008823664439
233;améliore;0.0;0.0003666303275283245;0.0;0.00025024487838122886;0.0;0.005979342965633861;0.0;0.0013416282081540243
234;améliorer;0.0;0.0014114129853879341;0.0;0.0029144959010258603;0.0;0.00026452725833861636;0.0;0.0
235;américain;0.0;0.0;0.0;5.403068562443613e-05;0.0;0.0;0.0;0.0012479731343443734
