;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
36;Je recommande ce produit que j'utilise depuis longtemps et qui fait son effet de coiffure naturelle sans laque - A essayer sans réserve -;0.06803299798339246;0.0;0.0;0.0;0.00037176134373719384;0.0030071960692525474;0.00011870174843484165;0.0;0.0;0.0;0.0;0.0;0.0;0.001870017359690418;0.0;0.06024625801948549;0.001125236019365647;0.001725789281054576
37;Très bon produit ... je l'utilise depuis 6 mois et j'en suis plus que satisfaite ....rapport qualité prix également...livraison plus que correcte;0.0;0.0901127148306657;0.0;0.0;0.0;0.10284434962009048;0.0005050397960471441;0.0;0.0;0.0;0.0;0.10854783623658684;0.0;0.0;0.0;0.05259362943050785;0.0;0.0
38;Ce mascara est super. Je l’utiluse Depuis des années. Par contre vous devez savoir que ce vendeur va vous l’envoyer sans blister. Vous allez le recevoir dans une enveloppe toute simple. Cela n’est pas mentionné dans le descriptif.;6.129873916360057e-05;0.0;0.0;0.0;0.0001955752464960476;0.0018115777103732903;0.0;0.0;0.005394174705760438;0.0;0.0004044976820185301;0.0034003994373538416;0.0;0.0;0.0033194373826189215;0.0032377104263471607;0.0;0.07882451366370066
39;Le seul qui ne me fais pas pleurer les yeux et que je supporte et qui est bien noir je recommande je ne prend que celui la;0.06428127573452572;0.0;0.0;0.0;0.0;0.000603531223190069;0.0005101596703121602;0.0;0.0;0.0;0.006314641681805188;0.0;0.0;0.0;0.007698746855771849;0.016835567717759292;0.0;0.0018046126082522614
40;nan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;j'ai les cheveux vraiment très très sec et ce shampoing les répare très très bien.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000942274285531488;0.0;0.0;0.0;0.0;0.0;0.0;0.23664103321375024;0.0
42;obligé de faire une dissertation c relou;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00033484247393217006;0.0003936086870130734;0.0;0.0;0.0;0.0002631475730573221;4.1044042661182165e-05;0.0;0.0010232247684321702;0.0;0.00020941957063280711
43;Heureusement que sur le net il y a des tutoriels parce que le moins qu'on puisse dire c'est débrouille toi avec ce qu'on te vend...De la part d'une si grande marque c'est pauvre, (mais pas le prix) !;0.0;0.03369335733009945;0.0;0.0;0.0;0.0;0.00036041842699441453;0.0;0.0;0.0;0.0;0.0006799136178203301;0.0;0.0;0.0;0.02847335941269672;0.00029406630658159534;0.0
44;Efficacité prouvée grâce à ma fille, venue pour me conseiller, et à qui j'ai offert le deuxième produit.;8.296731586016053e-05;0.0008278913637853615;0.0001765486121831229;0.0013946399304468522;4.163511991448681e-05;0.0009823815536445612;0.0009466037613324457;0.0;0.0024448873058783836;0.0005035565493201412;0.001645138254203264;0.0;0.0013428710774441269;0.004054468476762881;0.0032217539187504598;0.008689578812194928;0.0031993582200420894;0.002163847173339315
45;J'ai les cheveux courts;4.625961499840842e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012459868532167509;0.0021902555811471555;0.0;0.0;0.0007152320730316842;0.0;0.0033792387643427125;0.01185253147228772;0.0;0.0
46;Je cherchais une cire qui tienne mes cheveux, ne les rendent pas gras, ni d'effet mouillé et que je puisse resculpter;0.0002473709797374703;0.0;0.0031175683770901163;0.009678954182198517;0.0;0.000673224478608475;0.0006816395220626503;0.0;0.005466837476101647;0.00022465934727548996;0.0;0.0;0.0012389627718875182;0.0;0.0;0.02852844370658944;0.0037908805307118715;0.0
47;Cette cire fait son office, j'en ai essayé plusieurs et c'est la seul qui arrive au niveau de L'Oréal adixion pour homme qui n'existe plus;0.0;0.0002047764523291639;0.0010656799021566592;0.0;1.5817957721249964e-06;0.0005560503576457908;0.002160094765634089;0.0;0.0040967696014602185;0.0006944981799872457;0.0;0.0013758602429509322;0.0026007503474983137;0.004739080129736945;0.0;0.024398292209667976;0.003975302730505484;0.008107636433781944
48;J'en ai même acheté plusieurs pots vu mon niveau de satisfaction;0.0;0.0006028340923931287;0.0;0.0;0.0;0.0;0.0;0.0006278985790866032;0.0009598436577529052;0.0;0.0;0.0;0.0033626133403918184;0.0;0.0;0.02484300560642394;0.0003496074251963707;0.001957340294909126
49;J'ai testé plusieurs palettes correctrices et j'ai fini par acheter celle-ci pour atténuer mes rougeurs et ma couperose.;8.293691878952766e-06;0.00011412460906821936;0.0;0.0;0.0;0.0;5.988021810348186e-06;0.0004563330268758096;0.0011301943188895538;0.0013591329303762037;0.0016436231885061834;0.0;0.0005590161340214494;0.0;0.0;0.020090049761484263;0.0;0.001604242100919922
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.0002729740271853235;0.00024736666533151054;0.0;0.0;0.0;0.0005659239451319157;0.0;0.0;0.0;0.0019458612744305771;0.0;0.0914658528471313;0.0;0.09774720604624192;0.005836529087875893;0.0;0.0
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;0.0;0.0;0.0;0.009905176747313883;0.0;0.0;0.0002658047948741391;0.0;0.00014684796244053094;0.0;0.003371067921089872;0.00032378293598758756;0.0;0.002393428704220509;0.06570162752306431;0.050663212986046105;0.003155004101396106;0.0
52;Livraison express comme d'abitude .;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.307442999424609e-05;0.0;0.0;0.0;0.11528849241709362;0.0;0.0;0.0;0.0;0.0;0.0
53;petit prix .;0.0;0.13506917103899782;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06104893047377499;0.0;0.0
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.0005182262017723785;0.0;0.0;0.0;0.0;0.0003602971080554394;0.0;0.00036054618578486124;0.001020371698191545;0.0023946689012279846;0.001962915074455682;0.0;0.0011971501879779194;0.0;0.0031226995255553224;0.0;0.0
55;pratique avec sa pompe;0.0;0.0;0.00023142289098101996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3718889350612004e-05;0.0;0.0;0.0008099527348911201;0.07956114357782394;0.0;0.0
56;satisfaite de mon achat;0.0;0.0015976647161421794;0.0;0.0;0.005360959122996242;0.2161837123541968;0.0006619058436695743;0.0009630955288290715;0.0;0.0003167010332326546;5.1367123280930384e-05;0.0024183530844890614;0.0;0.0;0.0;0.0;0.0;0.00626059046440049
57;Très bonne gamme, parfum doux et nourrit vraiment très bien le cheveux, je ne trouve pas mieux depuis ou sinon à chaque fois que j’ess Je reste déçu et reviens vite à ce masque;0.0004671944379779822;0.0;0.00028400096564842073;0.0010981963703845066;0.00030420434423826634;0.0;0.0;0.08476319641681374;0.0023506184289322613;0.00048599781432576497;0.0;5.664655061972532e-06;0.0;0.11981657941084431;0.0;0.014276766596283323;0.010474703501202965;0.002239721034075467
58;Mascara allongeant qui tient toutes ses promesses. Noir intense. Brosse fine à pivots. Ne fait pas de paquets. Joli packaging.;0.0003595250572850356;0.0;0.0016838602679187156;0.0;1.7636861846834332e-05;0.0;0.001439898744758906;0.0;0.0;0.0;0.013421828172624108;0.0;0.0;0.0;0.009077607423304759;0.026239471830429524;0.0007329924629397253;0.00565737368727879
59;très bon produit ! rien à dire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Première utilisation, une très petite quantité suffit pour se coiffer! (J'en ai mis trop ^^);0.0;0.00535856605155737;0.0031797487355527316;0.0;0.0;0.0;0.0;0.006390875768293678;0.0;0.0;0.0;0.0;0.0004990872256266447;0.0;0.09365605436744523;0.07197930765748113;0.0006803516434602177;0.0
61;Bonne tenue et comme annoncé, sans résidus, ne colle pas! Impeccable! Je le recommande !;0.06392278132829131;0.001665720592901324;0.00436971064375672;0.0;0.0;0.0;0.00013576043794786863;0.0;0.0003476271487074229;0.00023730843295097695;0.00031107384207667;0.005400476453036373;0.0005288232881551113;0.0;0.010195291884088464;0.007932022227984866;0.0011539385402504969;0.0012907583712619183
62;Bonne tenue des cheveux mais ne colle pas.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;Très facile à utiliser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2686992297479314;0.0;0.0;0.0;0.0;0.0;0.2888736306302929;0.0;0.0;0.0
64;Achat conforme.;0.0;0.0013864409745749059;0.0;0.0;0.20369311511759813;0.013329946774106411;0.0005666746919993633;0.0013313982132555397;0.0;0.0005613237034598132;0.0;0.0027718444974333635;0.0;0.0;0.0;0.0011370701449055598;0.00025685291472703664;0.006882978384063459
65;Juste parfait;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Il sent bon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Il est grand !;0.0;0.00043906697966277625;0.0;0.0;0.0;0.0;0.000855997081164432;0.001001689094099081;0.0;0.00044420856270112194;0.0;0.0;0.0;0.0;0.0;0.05710438034811835;0.0;0.0
68;Le pot dur assez longtemps avec un lavage quotidien! Protégé parfaitement  les cheveux;1.4866644558667778e-05;0.0;0.0012599734983016963;0.0;0.00019720293267907565;0.0;0.0;0.00021017625367708188;0.00025106791327876945;0.002137943807885457;0.00876011057790193;0.0013526596678255555;3.175482373160901e-05;0.0;0.00039307518159372535;0.033314658007127386;0.00017535918297006877;0.0
69;-Re-Pigmenter les cheveux selon sa couleur naturelle....;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20519253425260872;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;J'avoue qu'avant d'essayer le produit je n'étais pas convaincu ... D'autant que cela n'étais pas évident puisque la notice donne quelques contre indications... dont une qui me concerne ...les cheve;0.0;0.0;0.0;0.0009242178678082815;9.762470131887472e-05;5.674516557791524e-05;0.00032413216441964276;6.175827842145797e-05;0.00013583728097174056;2.2641033574013075e-05;0.0023386216160392365;5.541853528122591e-05;0.00017277328019321838;0.002731517948665924;0.0;0.018262466189744003;0.00253875483343456;0.0050733488963385295
72;il avait arreté la vente au supermarché et il était les mieux placé niveau prix, bon il on repris en supermarché et là par contre ce n'est plus avantageux de le prendre en ligne;0.00012503777660526451;0.028508452540303517;0.0;0.0;0.0;5.10417771014624e-05;0.00046555943011813186;1.380845098031555e-05;0.0006068853892693359;0.0;0.00044437754236012326;0.00035377906293308445;0.001552200157517299;0.0014806997514924744;0.0;0.01695751290650951;0.0012597640595373902;0.0005479636598064448
73;rien à dire sur la qualité prouvé de ce produit pour se faire des yeux de biche;6.334552279452035e-05;0.0;0.0;0.0;0.0;0.0;0.1017756707968462;0.0;0.0;0.0;0.001143376334195546;0.0;0.0;0.0;0.0012890651378432854;0.006019423116939561;0.0;0.0
74;ce produit et tous a fait se que j'attendais,  ayant pris le meme produit au coiffeur est l'ayant payé plus cher , je recommande le produit.;5.474807727092744e-05;0.0014155827514418695;0.0;0.0;0.0029005934865563806;0.00019400975458705807;0.00072731437325869;0.0;0.0004287232324017389;0.0001445135360118815;0.004300686189683349;0.002045104280452806;0.0;0.0022581245237977836;0.002443134604032738;0.03149921496193338;0.0;0.0004830072622297841
75;le seul petit  b-mol c'est que ce shampooing a tendance à bleuir légèrement les mains lorsqu'on l'utilise mais ça part rapidement sinon y a pas mieux pour déjaunir! parole de coiffeuse!;0.00021702203033128434;0.0019736419359682933;0.0;0.0;0.0;0.0010772921926787255;0.0;0.0;0.0022898863984790203;0.0;0.0;0.0;0.0;0.0023352168277317527;0.0;0.06512764592974633;0.002079863398286319;0.0214084201972288
76;Acheté en une si généreuse quantité , calculez à combien ce produit vous revient s'il est acheté chez un coiffeur ( introuvable ailleurs en petite quantité ) , vous aurez vite compris que chez AMAZON , il n'y a pas mieux rapport qualité/prix ,avec envoi rapide et soigné.;0.0;0.04755820783422;0.002673396543144766;0.0;0.0;0.0;0.04581235782616537;0.0009220640405247819;0.0005680560762792361;0.0;0.0;0.07130810420065498;0.0;0.0;0.0;0.050618257185368186;0.005072989098940588;0.0004181185360321983
77;Livré rapidement et tout à fait conforme au produit acheté précédemment en salon.;0.0;0.0014065468632506787;0.0;0.000975692627045932;0.09838603622381663;0.0;0.0;0.00034583209395394696;0.001261529704924534;0.0;0.0;0.0;0.0;0.0;0.0;0.017659860133169503;0.004166730645424232;0.041134998469195515
78;L'hydratation et la nutrition font de se produit un best-seller à avoir absolument pour reconstruire parfaitement les fibres capillaires.;0.00026838709716438817;0.0;0.000855354912503279;0.0009971224582680052;0.00036456734445584633;0.0;0.0;0.0;0.0;0.0;0.0029605307078899796;0.0003147573404294947;0.0010962907384030494;0.0010510497645885091;0.0;0.009523156375370836;0.000955479082871755;0.0
79;Je recommande fortement.;0.13485667061387663;0.00012306459251948035;0.0;0.0;0.0;0.0;0.000991596603527883;0.0;0.00025473584502292183;0.0009201021380812419;2.110517580197263e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0017334902899998775
80;mon coiffeur me l a conseillé pour mes mes mèches;0.0007350017800602161;0.0024209161764888847;0.0;0.00018769561526814894;0.0005501706863706595;0.0;0.002004997243140615;0.0;0.007451087832148843;0.00016786654258774193;0.015648070456856473;0.007013279563616428;0.0013646890264975664;0.005955355010883005;0.0;0.035119509170167464;0.002930129701348552;0.0
81;j en suis ravie mes cheveux restent beaux et blonds clairs;0.001372131252330354;0.0007780096466581607;0.0;0.0;0.000422416045403843;0.0013361053193757409;0.0;0.00046021298596879006;0.005606587008617809;0.006465578027260503;0.026057930117376022;0.000747040873674258;0.0;0.006807261634020785;3.2087775758588274e-05;0.0031114907755453954;0.0;0.007757479511743253
82;Assez difficile à réaliser seule.;0.0;0.00041042448107990145;0.0;0.0;0.0;0.0002290524876094172;0.0;0.0;0.0;0.0008677668400616766;0.0;0.0;0.0009428129996649317;0.0;0.0005837513189667744;0.01061733472730542;0.0016675930933637887;0.0
83;Cela a pas mal abimé mes pointes et longueurs qui ont déjà eu ce type de lissage...;5.6233955085098975e-05;0.00028925384319668126;0.0001576272454116899;0.0022423245338677737;0.0009220637590757982;0.0004968555091948336;0.0;0.00035231426191207005;0.009259385899197939;0.0018332578917292918;0.0018398968694012454;0.0;0.0028346141631363083;0.003561012963880132;0.0;0.020911270438741265;0.004030669543670563;0.0025654107721962425
