;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
65;achété;0.0;0.007386652796491922;0.0;0.0;0.00318289578508787;0.006936880781001162;0.0;0.0;4.512342642325888e-05;0.0;0.0004649676622222167;0.0;0.0;0.0;0.0;0.0008690137659181;0.0;0.0
66;acidité;0.0;0.0;0.0;0.0027215241384272097;0.0;0.0;0.0;0.0;0.0;0.0;0.0001766320079173988;0.0;0.0;0.0;0.0006459182020991568;0.00148157568127068;0.0;0.0
67;acné;0.0;0.0;0.0;0.013315863315564414;0.0;0.0;0.0;0.0;0.0;0.00916451193626607;0.0;0.0;0.0;0.00033129291472097015;0.0;0.008101411824785514;0.0;0.0
68;acnéique;0.0;0.0007017883407627438;0.0;0.003525998709208343;0.0;0.0;0.0;0.0;0.0013987587227528321;0.0;0.0;0.0;0.0;0.0;0.00010148214439578301;0.0037995573369524306;0.0;0.0
69;acnés;0.0;0.0;0.0;4.8422509744688806e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0003289600440182741;0.0;0.0;0.0;0.00011236964527846073;0.0011306684756616798;0.0;0.0
70;acquiert;0.0;0.002702695138818389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005442742046173533;0.0006262391861243658;0.0;0.0
71;acquis;0.0008962721478389312;0.005627797981865653;0.0;3.1835374343927915e-05;0.0;0.0;0.0;0.0;3.830985358639282e-05;0.0;0.0005616907548514505;0.0;0.0;0.0;0.0;0.0;0.0;0.00018712547660707643
72;acquérir;0.0;0.00011993673319997622;0.0;0.0;1.4875493635209876e-05;0.0001005174986017904;0.0;0.0;0.0;6.55756099136141e-06;2.0701622014281472e-05;0.0001490149404001792;0.0;0.0;0.0;0.0006072848633558537;0.0;0.0006198370262933792
73;actualise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001297537555123132;0.0;0.0;0.002114289046513295;2.54831238037139e-05;0.0;0.0
74;actuel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010507847624902143;0.0;0.0
75;actuellement;0.0;0.0027911218663814095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014865641136788788;0.00018347049257328043;0.0023876720425151155;0.0;0.0
76;adapte;0.0;0.0;0.0;0.01299708656878393;0.0;0.0;0.0;0.0;0.0064149746879956695;0.0;0.007180513516664081;0.002904367155561102;0.0;0.0;0.0;0.021987540966347096;0.0;0.0003284436425565258
77;adaptent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009396687120125766;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036680016614900877;0.0;0.0
78;adapter;0.0;0.0033998536252620357;0.0;0.027538932728235148;0.0;0.004470182252511215;0.007577858861083503;0.0;0.0;0.014796775753554257;0.011883505799911317;0.0;0.00243463411598178;0.013630379528649782;0.0013164222690531982;0.019423962700126505;0.003084371056910091;0.016520195877330134
79;adapté;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7169373968226308e-05;0.0;0.0;0.009147685841082113;0.01051590585382227;0.003740241879723356;0.0;0.002519890315422055
80;adepte;0.005665921486623555;0.0;0.0;0.0021061485239433743;0.0;0.0;0.0;0.0;0.0;0.003968614573496569;0.0026144386236307297;0.0;0.0020419438476136434;0.005438257145110789;0.0;0.02578093261690824;0.0;0.0
81;adeptes;0.0;0.0;0.0;0.003927782978560303;0.0;0.0;0.0;0.0;0.0018271568237477626;0.0;0.0;0.0;0.0;0.0;0.0;0.001588270636897837;0.0;0.0
82;adhère;0.0;0.002798043665290355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003931706942539165;0.004174574012274922;0.0;0.0
83;adhérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003464621683901655;0.0;0.0
84;adhésion;0.0;0.0;0.0;0.0032299069394346046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004882150973224665;0.0;0.0010470479206481204
85;adict;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002593899588700003;0.0;0.0
86;adieu;0.0017206563916907086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001298783463104377;0.0007186683132200473;2.1410689247541508e-05;0.0;0.0;0.0;0.0014600839493823271;0.0;0.0008391738018693577
87;adixion;0.0;0.0;0.0;0.0;0.0;0.0;5.5354521734980115e-05;0.0;2.7631691680309413e-05;0.0;0.0;0.0;1.0065714295381118e-05;0.0001873661671679976;0.0;0.002013785282993014;0.0001296436870894099;0.0006708299742994325
88;admettre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001362778841715998;0.0;0.0
89;ado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7274895036078426e-06;0.0;0.0;0.0;0.0;1.3331673083907808e-05;0.0;0.0
90;adobe;0.0;0.0;0.0003241084150031478;0.0;0.0;0.0;0.0;0.0007848677678177994;0.0;0.0;0.0;0.0;0.0013289645352769707;0.0016963546387436341;0.0;0.0002614380566050932;0.0;0.0
91;adolescence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017732324359675572;0.0;0.0;0.0;0.0;0.0;0.000877993163203363;0.0;0.0020161082790379303;0.00036209906813370024;0.0
92;adooooooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.761749460443964e-129
93;adooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01569775470941121;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94;adooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.761749460443964e-129
95;adooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.213806034897629e-07;0.0;0.0;2.2574900053554875e-06;0.0;0.0
96;adoore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007201330606751898;0.0;0.0;0.0;0.0;0.0;0.0013189169156641852;0.0003723227887264414;0.0
97;adopte;0.0;0.0;0.0;0.0;0.0;0.016273583421540314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;adopter;0.0023957009429174518;0.0;0.0;0.006690141983498274;0.0;0.0;0.0;0.001859867850945565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005260943848651415;0.006842320462834763;0.0011872636284564492
99;adopté;0.0;0.007023852841556379;0.0;0.012702686938953522;0.0;0.0;0.003134064484742562;0.0;0.00030278095050389364;0.002432039456538008;0.0;0.0;0.0;0.0;0.001331091601366576;0.01157094230425054;0.0;0.00011787853132880402
100;adoreeeeeee;0.0;0.0;0.0;0.0;0.0;0.0;6.567615400754365e-07;1.0279047339757344e-05;2.3909109449306434e-05;5.7111002553379596e-05;0.0;0.00012105783094954867;1.4106511734293492e-05;6.552366349411467e-05;0.0;0.00011429519862029124;0.0;0.0
101;adorent;0.0;0.0;0.0;0.009472624689901574;0.0;0.0;0.0;0.013882956153100414;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012840792904376713;0.0;0.0038182218792645953
102;adorrrrrrrreeee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.761749460443964e-129
103;adoré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015233714828525376;0.0;0.0;0.0;0.0
104;ados;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0026259251422120072;0.0;0.0
105;adouci;0.0;0.0;0.008652354902504737;0.013246288901801325;0.0;0.0;0.0;0.0;0.0;0.0;0.003670556836904123;0.0;0.0;0.0;0.0;0.0;0.024812341858408547;0.0
106;adoucir;0.0;0.0;0.0;0.0;0.0;0.007692480620360503;0.0;0.0;0.0;0.006165562246024008;0.006639536912062987;0.0;0.0;0.0;0.0;0.004515756620363813;0.0;0.0
107;adoucissent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006294873580404072;0.0;0.000699933222341361;0.0;0.0
108;adoucit;0.0;0.0;0.0;0.033959039052782455;0.0;0.0;0.0;0.0;0.0;0.0;0.014325143720991366;0.0;0.0;0.0;0.008901791042626237;0.0;0.0;0.0
109;adpater;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011408274679599955;0.0;0.0020292440489046186;0.0;0.0
110;adresse;0.0;0.0;0.0;0.0;0.0;0.00589506660919263;0.0;0.0;0.0;0.0;0.0;0.0;2.4870081037173703e-05;0.0;0.0;0.0;0.0;0.0001871210527374611
111;adresser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006309332482238752;0.0;0.0;0.0;0.00025954664568291874;0.0;0.0;0.003969233742619796;0.0;0.0
112;adulte;0.0015081452252744317;0.0;0.0001843916316908543;0.0;0.0;0.0;0.0001938395508290149;0.0;0.0;0.0;0.0013562939039214231;0.0;0.0;0.0;0.0;0.0009979801573315255;0.0;0.0013720301518451272
113;advers;0.0;0.0;0.0;0.0;0.0;0.0;1.7608317724781606e-05;0.0;0.0;4.397580267757993e-05;3.776638754374923e-05;0.0;0.0;0.0;0.0;0.000327543805371767;0.0;0.00030809566869085896
114;adéquat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00015677834684368306;0.00012758176760093703;0.0;0.0;0.0006300765836868031;0.0008055763036807215;0.0;0.0005857279042531113
115;affaire;0.0;0.0;0.0;0.019151129234501955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000385329948822522;0.0;0.006689200387564604
116;affecter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004252514061573261;0.0;0.0;0.0;0.0;0.0;0.0;4.174339009529129e-05;0.0;0.0010540144198424692
117;affine;0.0;0.0;0.0;0.0;0.0;8.624218284046214e-05;0.0;0.0;3.5900839598504855e-05;5.810287310375511e-06;0.0;0.0;0.0;3.938194722827457e-05;2.8857332970511177e-05;0.00017829437200896002;0.0;8.431407093413013e-05
118;affiner;0.0;0.0;0.0;0.014376331998889574;0.0;0.0;0.0;0.004227398940469433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
119;affoler;0.0;0.0029922565681290325;0.0;0.0;0.0;0.0;0.00194639376410906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005022075220395248;0.0;0.0009508147717753191
120;affreux;0.0;0.0;0.0002618543717690713;0.0;0.0;0.0;0.0;0.0;0.0001530832467065637;0.0;0.00017012987401805578;0.0;0.0;0.0010005126252851317;0.0012318863925885974;0.0004387413928933097;0.00017633802615252926;0.0
121;affronter;0.0;0.0;0.0003226836914431773;0.0010692236539698056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011952772464839296;0.0;0.0;0.001249480077419222;0.0;0.0002795802091579858
122;africain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0064097850724971015;0.0;0.0;1.5350528019372004e-05;0.0;0.0;0.0;0.002818659734946154;0.028675371154803026;0.0
123;afro;0.0;0.0;0.0;0.0005068907789164185;3.672374280904939e-05;0.0;0.0;0.0;0.0;5.556841200059999e-05;0.00011571489992437895;0.0;0.0;5.805718650711865e-05;0.0;0.0016120909699608925;0.0;7.135358403375629e-05
124;after;0.0;0.0;0.0;0.002298056193293312;0.0;0.0;0.0;0.0;7.669519316552352e-06;0.0;0.0;4.061177833428398e-06;0.001232568711579788;4.339935170223235e-05;0.0;0.00035801991914377384;0.0;0.0
125;aftershave;0.0;0.0;0.007338136597807895;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
126;age;0.0;0.0002949090774490915;1.69979618947845e-05;0.002984592071255773;0.0;0.0;0.0;0.0;0.0009646026079736547;0.0;0.0;6.542171906781335e-05;0.000748247230674271;0.0020678203276201152;0.0;0.004645411777397282;0.00038552445362565575;0.001398878510486975
127;agen;0.0034639961728118005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010078276850203894;2.554165760333706e-05;0.0
128;agent;0.0;0.0;0.0;0.00041360428022785246;0.0;0.0;0.0;0.0;0.0;0.0;0.0003322960919795814;0.0;0.0;0.0015721019895270588;0.0;0.0;0.0;0.0
129;agglomérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0056427821567366495;0.0;0.0;0.0;0.0;0.0;0.0;0.002030059655016974;0.0;0.0
130;agir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017228042111940692;0.0010695499683792268;0.007548420841674991;0.015459235050432932;0.0023679290918259947;0.029598509568669135;0.0;0.024909975707128537;0.004586400224397606;0.0
131;agrable;0.0007682414597388864;0.001655021753697978;0.0011049957983182675;0.0;0.0;0.0;0.0;0.0;0.0;0.00219561280951873;0.0;0.0;0.0;0.0;0.003397960866113267;0.0;0.0;0.0018993103619278382
132;agrandir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010771730128304608;0.0;0.0;0.0
