;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
1567;désagreable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007311526317271326;0.007871956846475686;0.0;0.0;0.0
1568;désagréable;0.0;0.0;0.03372375261263323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0057235417128936586;0.02301597135947839;0.0;6.984890942771097e-05
1569;déscription;0.0;0.0;0.0027242498375587036;0.0;0.003528257398932846;4.1024248325438024e-05;0.0;0.004599152508354326;0.0;0.0;0.0;0.011589716741525658;0.0;0.0;0.0;0.0;0.00012368560341010309;0.0
1570;déseche;0.0;0.0;0.0;0.0;0.006090135814699394;0.0;0.0;0.0;0.00014296547039227065;7.760815605458117e-05;0.0013643691159467327;0.0;0.0;0.0007396128371122898;0.0;0.0;0.0;0.0
1571;désespérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.118656546188704e-05;0.0;0.0;0.0008496748335591144;0.0;0.0034132048298213327;0.00025443135121371485;0.0009728828672838626
1572;déshydrater;0.0;0.0;0.0;0.0003497442250067378;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017167489993309122;0.0;0.0
1573;désinfection;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004302174531022499;0.0;0.0
1574;désirais;0.0;0.0;0.0;0.0;0.017201302254051174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1575;désire;0.0;0.0;0.0;0.0033498986901329564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00452905871829495;0.0028726640321599206;0.0;0.0
1576;désobligeant;1.777285524422013e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.2770536850355394e-05;0.0;6.711824082797294e-06;2.1614386543784743e-05;0.0;0.00015591851353091558;0.0;0.000373937073638386;0.0;3.669924952955861e-05
1577;désolais;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.097224388961336e-05;0.0;0.0;0.003069417294826786;0.0;0.00016969031680430432
1578;désoler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017767422472878718;0.0;0.0;0.0;0.0;0.0;0.0;0.004463765839391258;0.0;0.0
1579;déssèche;0.00064353877187878;0.0033911744667558595;0.0;2.1277987374280927e-06;0.0;0.0;0.0;0.0;0.0;0.0019095728522862017;0.0006289667891841212;0.0;0.0;0.0;0.0007926112018702896;0.00018345244666643931;0.0;0.0
1580;détache;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.646024305579894e-07;4.839644419948379e-06;0.0;0.0001682653631892088;0.00015573373311377414;7.811492169781217e-05;1.4623763949170915e-05;0.00047997989506864014;0.0;0.00019773166675922168
1581;détail;0.002094717181436142;0.0018447510384352293;0.0;0.00043408349728978995;0.0;0.0;0.004589254804850894;0.0;0.0026131619550265215;0.0;0.0;0.0;0.0;0.0;0.0;0.010804679518081828;0.0;0.0
1582;détailler;0.0;0.0011004900196823666;0.0;0.001800990236808398;0.0;0.0;0.0;0.0;0.0016965692307657802;0.0;0.0;0.0;0.0;0.0;0.0;0.0008355297200156405;0.0;0.0
1583;détaillé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.850716668625886e-05;0.00014060663660696987;0.0;0.0;0.0014098719592627134;0.0;0.000785301861102556
1584;détaler;0.0;0.0;0.0;0.00032434703965095977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004769415870606068;0.0;0.0
1585;détendent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004306531577894192;0.00086788975852493;0.0
1586;détendre;0.0;0.0;0.0;0.01560326954521949;0.0;0.0;0.0;0.019274046733903857;0.0;0.007718794669660382;0.0;0.0;0.0;0.010521261101515848;0.0059310819936036815;0.0;0.0;0.0
1587;détestant;0.0;0.0;0.0;0.0013504875348210675;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00302434740359657;0.0;0.0
1588;déteste;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4611241990812974e-05;0.000782161703057014;0.0028457740432485555;0.0;0.0
1589;détourner;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7885239447600448e-05;0.0;0.0;0.0;0.0;0.0;0.0005727388191327613;0.0;0.0
1590;détoxifier;0.0;0.0;0.0;0.01235558571235813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1591;détriment;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018402768369822923;0.0;0.001229490724528967;0.0;0.0
1592;détruire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.915098063260209e-05;0.0001370793346320942;0.0016490611148683805;0.0;0.0;0.0;0.0;0.0009422658982652553;0.0;0.00036545014403330456
1593;détérioration;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00033844839785878393;0.00011693197627140975;0.0;0.00016822538444486582;2.3588979131368962e-05;0.00035649924993250707;6.570685516648185e-06;0.001119598631854322;0.0;0.0013067806610632038
1594;détériorer;0.0;0.0;0.0;0.0;0.0;0.0;0.004423918915212026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0055654209848088505;0.0;0.0010257851980489015
1595;déversé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.724205934143545e-05;0.0;0.0;0.0;0.000729345106055374;0.0;0.0011440672244200265
1596;dévitaliser;0.0005788307213033204;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013392909679278006;0.0;0.0009449579687517543;0.0013311708996739304;0.0002655875966081854
1597;déviter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0029317605158614155;0.0;0.0;0.0;0.002763500055511655;0.0;0.0
1598;dévoile;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024855944154929055;0.0;0.0
1599;déçu;0.003824437166248897;0.006562557555033718;0.012890844409267736;0.0009802976014166196;0.0;0.0;0.014118731324075663;0.00945942717999361;0.0;0.0012732338178242813;0.0029830648963008392;0.0;0.001336582103955796;0.006606445952165889;0.001455255328259625;0.044979698581768646;0.0068266213922343975;0.04846864614245116
1600;déçue;0.0;0.0;0.0;0.016380438465775735;0.0;0.0;0.0024142349506517872;0.0012716009569924704;0.006272059246720498;0.0;0.0;0.012225957198961796;0.005414408381980462;0.0;0.002018685631645359;0.035546782624939835;0.0663082346744027;0.013384942964757158
1601;dû;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9294599870753926e-05;0.00022894890128491785;0.0;2.5860622303789577e-05;0.0;0.0008718645929775316;0.00018758121352008383;0.002178677948080839
1602;eau;0.0030470977967789995;0.0010415407323788553;0.0;0.0;0.0214319254572401;0.0;0.007946144269564711;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17783151235201994;0.0;0.011844395755166996
1603;ecaillé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016829802435617592;0.0;0.0;0.0;0.0;2.5717227465618076e-05;0.00011813822100045913;0.001412397744185234;0.0;0.0
1604;ece;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8805253817594868e-05;0.0;7.040883433758209e-05;0.0;0.0010313558530169278;4.444578260184535e-05;0.0003347514526357515
1605;echantillon;0.0;0.000841620545540609;0.001665754981244056;0.0;0.0;0.0;0.006480277272556511;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014416420655527222;0.0;0.0
1606;eclairci;0.0;0.0;0.0;0.0;0.0;1.5683108050575976e-05;0.0;0.0;6.03973623896651e-05;7.389405290910369e-06;0.00033253166014993754;0.00010498740308300442;0.0;8.853543512579021e-05;0.0002822582952908875;0.0;9.705803592502266e-05;0.00010742953957305706
1607;eclaircie;0.0;0.0;0.0;0.00022075622848471177;0.0;0.0;0.0;0.0;0.00024817045199253924;3.0139274952870283e-05;0.0019928125030363917;0.00026217761020070083;0.0;0.0005663319635931215;0.0;0.00028275080183484626;0.00012304438982776335;0.0
1608;eclaircir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012302985617123998;6.982359809035274e-05;0.0;0.00041302446127363063;0.0;0.0023443931234438413;0.0;0.0
1609;eclaircit;0.002148895656302894;0.0;0.0;0.0;0.0;0.007282447955890851;0.0;0.0;0.0;0.0;0.001445452249093696;0.0;0.0;0.0;0.0;0.0022829889596772284;0.0;0.0
1610;eclairicir;0.0;0.0;0.0;0.0;0.0;7.112436566788933e-06;0.0;0.0;0.0001867216775103893;0.00012244106376710378;0.0008382054882040006;1.9333448717053934e-05;0.0;0.00012474161067540346;0.0;4.9830324582415296e-05;0.0;0.0
1611;eclairicissement;0.0;0.0;0.0;0.0;0.0;7.112436566788933e-06;0.0;0.0;0.0001867216775103893;0.00012244106376710378;0.0008382054882040006;1.9333448717053934e-05;0.0;0.00012474161067540346;0.0;4.9830324582415296e-05;0.0;0.0
1612;eclat;0.0021479415549897894;0.0;0.0;0.013857756959588288;0.0;0.0;0.0;0.0;0.0;0.0;0.003440013064470394;0.0006401591596065695;0.0;0.006354169671792935;0.0;0.002269607808151967;0.0015110844602284432;0.006214377678640534
1613;eclatants;0.0;0.0;0.0;0.0;0.0;0.0;0.00010439799465388166;0.0;0.0005669973694915262;0.0004355295701263842;0.002748708021424436;0.0;0.0;0.0;0.0;0.0;1.513471822245303e-05;0.0
1614;economique;0.0;0.0;0.001389024223512131;0.0;0.0;0.0;0.003462975870340305;0.0;0.003849496660725855;0.009961462615045357;0.00034115586765722606;0.0;0.0;0.0;0.0;0.008812843194747505;0.0;0.0
1615;ecouler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.433982338267625e-129
1616;eczéma;0.0;0.0;0.0016770122360163715;0.0037250464663007694;0.0;0.0;0.0;0.003067705320570914;0.0;0.0;0.0;0.0;0.005893991894891737;0.0;0.0;0.0;0.0;0.0
1617;edta;0.0;0.0;0.0;0.0;0.0;0.0;1.659147849245352e-05;0.0;0.0;0.0;2.1406604947812076e-06;0.0;0.0;0.0;2.9268575469173973e-05;0.0005027556545555959;0.0;0.0
1618;eeeee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.761749460443964e-129
1619;eeeeee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.761749460443964e-129
1620;efface;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.303383315710673e-05;0.00026330136111386723;0.0;4.678610607510405e-05;0.0;8.187300211354436e-06;0.0016844258419343287;0.00018380877362704007;0.00010687575494965148
1621;effacer;0.0;0.0;0.0;0.003725568141123334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011867613951249424;0.0;0.0;0.0019779797418567045
1622;effacernes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005882976130650513;0.0;0.0;0.0;0.0;0.001130609202624065;0.0;0.0
1623;effaclar;0.0;0.005347007873124285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0065670832590669906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1624;effaçant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002825027721796002;0.00014640105082753684;0.004337577111376825;0.0;0.0;0.0;0.0;0.0;6.584606838786101e-05;0.0
1625;effectif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.7900136245825414e-129
1626;effectivement;4.284285526104394e-05;0.0;0.0037105832579182756;0.009482879069257303;0.0;0.0024463047692990882;0.0;0.0;0.009011336618342466;0.0;0.010649771677521687;0.0;0.0;0.0099164726361731;8.043813398610352e-05;0.008869150947152106;0.002988430186273293;0.0034600573334625686
1627;effectuer;0.0;0.0018094876252187525;0.0;0.0;0.0010396493397177111;0.0035767772512258155;0.001916854649021504;0.0;0.0027029778327021647;0.00349245701917239;0.008400575467446002;0.00266041447117038;0.0;0.0;0.0021981985705224806;0.004768579205669427;0.0;0.0
1628;effets;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002632559756594533;0.0;0.0;0.0004341989733272875;0.0;0.0;0.0;0.00046974678158081455;0.0;0.0017263314423055429
1629;efffet;0.0;0.0;0.0;0.003963221658659856;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002419045216379168;0.0014124406865541471;0.0;0.0
1630;effiacité;0.0;0.0;0.0;0.0020367208337100672;0.0;0.0;0.0017047230690053487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012303512152253935;0.0;0.0008015651033457077
1631;efficace;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.367786669616527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1632;efficacement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007808600280018327;0.0008624237140890215;0.0007660443503919856;3.463204576524011e-05;0.0001197705776413577;0.0;0.00048209135889897155;0.0015195211765255524;0.0;0.0
1633;efficaces;0.0;0.0;0.00017601619122118936;0.0012128274029688604;0.0;0.004938742467987434;0.0011936565909804419;0.0009990168282885553;0.020859634909318883;0.0015471723764972061;0.0;0.0;0.0;0.0;0.0009917818125571634;0.002374692717172583;0.0;0.0017486089269082381
1634;efficacite;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011408274679599955;0.0;0.0020292440489046186;0.0;0.0
1635;efficacité;0.0;0.019281787540306478;0.006002961730231745;0.011493082443677603;0.0028202892013024544;0.00783454731197098;0.0013546509747658618;0.0;0.027099700570609748;0.0;0.0;0.004024115452318048;0.007820348609437883;0.03404987994749329;0.01337438566161343;0.01448704834509068;0.02045441318909773;0.00911823953166238
1636;efficasse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.761749460443964e-129
1637;effiler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019316491355530333;0.0013108145296540316;0.0;0.0
1638;effleurer;0.0;0.0;0.0;0.007684411735036773;0.0;0.0;0.0;0.0;0.0;0.0;0.010168140821128935;0.0;0.010720062983973353;0.0;0.0;0.0;0.0;0.0
1639;effluve;0.0021119761187318627;0.0042989199875499455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005511754257089298;0.0;0.0
1640;efforts;0.0;0.0;0.010485025465041382;0.0;0.0;0.0;0.0;0.0;0.0;0.019774713002408573;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1641;effrite;0.0;0.0;0.0;0.0;0.0;0.0008450329323869473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002143014190636338;0.009879559764581837;0.013745528330587517;0.0
1642;effritement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036551388687789503;0.0;0.0
1643;effriter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0032285513531118406;0.0;0.0;0.0;0.0;0.0;0.0033723287563908115;0.007309171234985547;0.0002380683327619728;0.0007203247179910901
1644;eficace;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00022725738778351577;0.0020701483944744778;0.0;0.0;0.0;0.0028905096711242103;0.0006774878479270908;0.0;0.0
1645;egal;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010655732503028186;0.0;0.0013371473288471933;0.0;0.0;0.0;0.009074538982382065;0.0;0.0;0.0
1646;einstein;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019117010227930362;0.0;0.0;0.0;0.0;0.0;0.0;0.00429139441925957;0.0;0.001351172022753772
1647;ela;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.761749460443964e-129
1648;elimine;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005287874522206044;0.0;0.0
1649;elisabeth;0.0;0.0;0.0;0.008874335476930858;0.0;0.0;0.0;0.0;0.0;0.0;0.0001343636366568188;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1650;elnett;0.0;0.0;0.0;0.0;3.1677479580550353e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017708434901367084;0.0;0.0009438807513902308;4.349440332580214e-05;3.545899897758006e-05
1651;eloges;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.250622716583389e-05;0.0;0.0;0.0;0.0030079403848891845;0.0;0.0013110756959669625
1652;elseve;0.0;0.0;0.0;0.0;0.0;4.093007167324754e-05;7.235270355923661e-05;4.409580166478064e-05;5.995701257926976e-05;3.0524182378559874e-05;0.0;0.00020396176264688773;0.0;0.0003054396062732748;0.0;0.0001184899113701201;0.0;0.000156368973167899
1653;emballage;0.006287269648082616;0.0;0.0;0.0;0.016558733306050104;0.0;0.009493614141710299;0.0;0.0;0.0;0.0;0.03165191947177978;0.0;0.0;0.0;0.028376428994213797;0.0;0.14207921877099172
1654;emballer;0.0037336345904697057;0.011147226309912533;0.0;0.0;0.004898470346651511;0.004360521145702448;0.0;0.0;0.007261009455536872;0.0023489643393901664;0.003572644994774816;0.07662461986173141;0.0016834012769176743;0.0038146298658034935;0.0;0.0;0.0;0.18116539916683835
1655;emballé;0.0;0.0;9.733880318057086e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.003226703693399e-05;0.0;0.0;0.0;0.0008679604005604483;0.0;0.0010087842878087818
1656;embarque;0.0;0.00291304041532986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0048666597476461244;0.0;0.001325332367809044
1657;embaume;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.607462976146061e-05;0.0;0.0;0.0;0.0011016108864397823;0.0;0.0006891401109361526;0.0006926853082363487;0.0
1658;embaumer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013321258567985201;0.0;0.0
1659;embellir;0.0;0.0;0.0;0.0037772676554146283;0.0;0.005572880521568159;0.0;0.0;0.0004434406977737779;9.634630458796874e-05;0.000518703384638153;0.0;0.0;0.0002608305788896737;0.0;0.0004142436561353806;0.0;0.0010292842064472175
1660;embou;0.0;0.0;0.0;0.0016084453220642286;0.0;0.0;0.0;0.0;0.0;0.0;0.0068759637544707625;0.0;0.0;0.0;0.0;0.0007384342179482003;0.0;0.0029644395401916485
1661;embout;0.0;0.0;0.0;0.00224887269681275;0.0;0.0071486715646263;0.003464998089872041;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01254668861424697;0.007625055387794254;0.0021486525147481074;0.0
1662;embêtant;0.0;0.0;0.0;0.0;0.0;0.0;0.003252766543009273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.58357599958047e-05;0.0;0.00045768626537732516
1663;embêter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.721422385975266e-05;0.0;0.0;0.0;0.00011042143232685549;7.921470726650334e-05;0.0;8.96702319894523e-05
1664;emmener;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.346556905603572e-05;0.0;0.0;0.0;8.245069311368236e-06;0.0;0.0;0.00314915085551178;0.0;0.0
1665;emmêlent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004959812954007511;0.0;0.0;0.0;0.0;0.0;0.015102669369309398;0.0;0.0;0.0;0.0
1666;emmêler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006456367395821758;0.009310864753517412;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1667;emoloi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018170488010876444;0.0;0.0;0.0;0.0;0.017245478040704355;0.0;0.0;0.0
1668;emploi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018989336310118437;0.007572779659272058;0.0;0.0;0.005365190819372459;0.008977720880545255;0.006178762694884613;0.005613843422252897;0.0
1669;emplois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011227214001354013;0.0;0.0;0.0;0.0;0.0018087335731381817;0.002394773280646445;0.002316297606890061;0.0;0.0021144248384588962;0.0
1670;employer;0.0;0.00043779405915868146;0.00420459700107989;0.0066261330761753145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007963338234741508;0.007232482163096394;0.0030204323202147813;0.0;0.00018271722722429314
1671;emporte;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003139948667069929;0.0017896758445860926;0.0
1672;emporter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006834564608464901;0.0002185362932217545;0.0;8.920095609398018e-05
1673;empoule;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.4530812446284995e-05;0.0;0.0;0.007407386964552715;0.0;0.00022885531056306526;0.0;0.0006021495243912518;0.0;0.0
1674;empêche;0.0;0.0;0.007404130842915005;0.0019984526434580025;0.0;0.0;0.0;0.0;0.03090389888831956;0.0;0.004389110237904989;0.0;0.0;0.0;0.002143138786550526;0.0;0.0;0.0
1675;empêcher;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009457033292020802;0.0;0.010109244465084329;0.0005444832667914787;0.0;0.0007810605813617826;0.0;0.001612728595439229;0.0;0.0
1676;emulsionner;0.0;0.0;0.0008107686161410275;0.0;5.565381426402516e-05;0.0;0.0;0.0011851111779456512;0.0;0.0;0.0;0.0;0.0;0.006372860731637123;0.0;0.00012157238608023115;0.0;0.0
1677;enceint;0.001657745662676448;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.955267770535538e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1678;encens;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000263809463781658;0.0;0.0;0.0018017933111517622;0.0;0.0
1679;enchante;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.3120164072416014e-05;5.633514711359481e-05;0.0;0.0;0.0;0.0;0.0009125880275828941;0.0004916382750707718;8.294466228643108e-05
1680;enchanter;0.002274236856521583;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000827282173284757;0.0;0.01458997447110451
1681;encombrant;0.0;0.0;0.0;3.582946924106797e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00044594315147944576;0.0014790425804857127;0.0;7.718362837344507e-05
1682;encrasse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002760558871403039;0.006865694021622932;0.0
1683;encre;0.0;0.0;0.0;0.0076768187241565795;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009904404451430628;0.0;0.0
1684;end;0.0;0.002612330291650046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5212359552813954e-05;0.0001790326298583361;0.0;0.002766782525072064;0.0002891032221688962;0.0011916942910982062
1685;endocrinien;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.567689345468564e-05;0.0;0.0010934354791064874;0.00036551574308719975;0.00022497286348574082
1686;endroit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019615080046259714;0.0;0.0031425753581395908;0.004403746195300394;0.0;0.0;0.0;0.0;0.010677992762599517;0.0;0.007687797250236063
1687;endroits;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005789707554614587;0.003749972532516193;0.0;0.0
1688;enduire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007255844633962158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011456425942931787;0.0
1689;enfant;0.0006257305157705113;0.0;0.0;0.006913585285674204;0.0;0.0;0.0;0.0;0.004405597571134936;0.0;0.0;0.0;0.0;0.0;0.0;0.0084584403942438;0.0;0.0
1690;enfer;0.0;0.0;0.0;0.0;0.00030029700355427297;0.0;0.0;0.0;0.0;0.0;0.00020882471874989687;0.0;0.0001945178003981138;0.0;0.0;0.0030820705265823547;0.0;0.0
1691;enfnts;0.0;0.0;0.009974635435884184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006573261391048708;0.0;0.0;0.004068959128451406;0.0;0.0;0.0;0.0
1692;enfoncer;0.0;0.0;0.0;0.0;0.0;1.0928112702472493e-05;0.0;0.0;0.0002199355567766254;0.0;0.0;0.0004703462249756647;0.0;0.0;0.0;0.0005927989116009204;0.0;0.0010602852070410965
1693;enfoncé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005601406362441181
1694;engel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018528733899069819;0.0;0.0;0.00047772160204819614;0.0;3.093133352999478e-05
1695;enivrant;0.0011956812120759487;0.0;0.0;0.007073940282958609;0.0;0.0;0.0;0.001960562011103695;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007669361158157046;0.005505489995327999;0.0
1696;enlevant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00989731692271201;0.0;0.0008677326711397226;0.0;0.0
1697;enleve;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00023207084569047882;4.4445542669270284e-05;0.002804034415529022;0.00035489683949622525;0.0;0.00011785587689229455;0.0010557322572573799;0.005068686925731554;0.00014164303536323944;0.0012621961192618002
1698;enlever;0.0;0.0;0.0;0.0;0.0;0.004099872781952379;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0699163930910725;0.035939801160489664;0.0;0.0014860888752094034
1699;enlève;0.0;0.0031196512835699;0.0;0.0;0.0007833374023828681;0.0;0.0008882404618670872;0.0032639725435024496;0.0;0.0;0.002013643638461666;0.006802006299528012;0.0;0.0;0.003938123040699701;0.015106871457754705;0.004070904472255927;0.0
1700;ennuyer;0.002466833289937396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004005058621053881;0.0;0.001077323449356174
