;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
1689;Huile après lavage de cheveux avant séchage j'adore mes cheveux sentent bon et sont bien nourris grâce à cette huile. Que j'achète depuis des années. Je recommande sans hésitation.;0.046177349240577634;0.0;0.0012252249435261615;0.0;0.0;0.0038986979661104616;0.0013087335947309959;0.007647250208884746;0.006415123727042518;0.0;0.0016271530347932482;0.000557908525991652;0.0;0.009455573679943794;0.0011763838445923106;0.0;0.013713316070023534;0.0005255732031153595;0.0011394490257147026;0.02789732224656542;0.00026449645590756595;0.032742422759380566;0.0033567407539258744
1690;Déjà utilisateur de ce shampoing, je l'ai commandé à nouveau car très satisfait de ce produit. Je reste fidélisé compte tenu du résultat.;0.0003120988838081833;0.0;0.0;0.0;0.0;0.0011802126247286945;0.0;0.0;0.007479949863121113;0.0;0.0;0.0007298604197324301;0.0;0.0;0.0;0.0;0.0;0.021418360766207435;0.08656110620272132;0.0;0.0;0.0;0.0011997509932843847
1691;Un produit avec cette quantité à ce prix, vous ne le trouverez nul pat ailleurs! J'étais franchement sceptique lors de ma commande mais aucune mauvaise surprise. 1.5L pour même pas le prix de 250 ml, allez-y!;0.0004056979817039847;0.06168390429684947;0.0027281479375059715;0.0;0.0015717731170561996;0.0;0.0;0.001157458968310635;0.0;0.0;0.0003590683739376098;0.0006966786420203704;0.0;0.0;0.0008537015410136182;0.0009770512608342744;0.002933988103827255;0.014097702946529931;0.001994592044699547;0.0018025308478626196;0.005154270108072919;0.0;0.0
1692;J'avais essayer un échantillon et le produit me va très bien . Soin très nourrissant, mes pointes sont hiper bien hydraté.;0.00045961956993988747;0.0;0.0;0.0014911208418704016;0.0;0.0005023803745147357;0.000917530295974459;0.002645639500180132;0.0;0.0005499746929500727;0.00110335717911489;0.0003775271782968094;0.0;0.01672268108420607;0.0;0.0;0.009730979011033376;0.003311137880708158;0.028101878793486256;0.0;0.0;0.01852384514996901;0.0
1693;le produit livré n est pas le lipidium mais le normal;1.109236566693477e-05;0.0004175638872508475;0.0;0.0;0.0008330653710793437;7.338250342234955e-05;0.0005140889957581655;0.0;0.0003654085997625963;0.00028289506264077844;4.4217713070365294e-05;0.0014761909659014442;0.0;0.0011575769274660135;0.00044360646936621385;7.807363187750323e-05;0.0015274164870872093;0.004105468555334604;0.0021357670932942168;0.0;0.0063893368699714055;0.002426958392119418;0.001443863637098548
1694;ce n est pas tres honnete;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.901750432146614e-274
1695;sinon le lipidium est un tres bon produit;7.33852094598751e-05;1.0307844018905362e-05;0.0;0.0;0.0;0.0002235358668403595;0.0;0.0;0.0004048003228592366;0.0;0.0;0.0;0.0;0.002308673097234065;0.0;0.0;0.0007955268822174614;0.0012155025028722287;0.0009705140854793097;0.0;0.00020993020966754512;0.0;0.0
1696;Top une vraie différence après l'utilisation de 15 jours, facile à appliquer et à stoppé ma chute de cheveux! Merci;0.0;0.0;0.0;0.0;0.0;0.0001675137537395622;0.0;0.00010019617278250796;0.007882530877969942;0.0030989708055416025;0.0;0.0;0.0;0.0;0.209535118713432;0.0;0.0010017466464166778;0.002048252418071498;0.010641855737136332;0.0;0.001245402091555877;0.0;0.001031506408715635
1697;Livraison rapide;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4313215600772458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1698;Produit correspondant à la description et à mes attentes;0.00040680445722388693;0.0002954697564092403;0.0020427887043189008;0.0;0.13623699260020797;0.00035281735399231496;0.0008469878567689183;0.0;0.0;0.0;0.017745065783863256;0.0;0.0;0.0;0.001666538501229898;0.0;0.0;0.0;0.005531995487143824;0.0;0.0;0.0;0.007861931118920232
1699;Un indispensable à avoir dans sa trousse de maquillage!;0.0;0.0;0.0;0.0010028420813390261;9.294110857286029e-06;0.0;0.001947105043618978;0.0;0.004584130902210209;8.549946821296076e-05;0.0;0.0;0.0034319316329376637;0.0016235775087361803;0.0025100347489050703;0.0103356787253191;3.934788181183388e-05;0.0012309281700346336;0.0;0.003094437171466821;0.002379418482326029;0.0;0.0005296365493344562
1700;Parfait pour toutes les carnations...j'utilise toutes les couleurs ...surtout en cette période estivale ou ma peau prend des couleurs;0.00013171883733157497;0.0;0.0;0.06087469921729034;0.002922656424840276;0.0004830072166581709;0.0005342969680870468;0.0;0.0;0.0;0.0;0.0003420878510538909;0.0;0.0;0.0019460753747886866;0.0;0.0;0.0;0.0014938037583489472;0.09807255578967126;0.002362830400398937;0.0;0.0
1701;Produit conforme à la description, nickel pour les cheveux très très abîmés ! Rapport qualité prix imbattable.;0.0004261839231469834;0.0888676423083995;0.0;0.0;0.11146951522060285;0.0003088514566789875;0.000549606509112797;0.0011239444706034113;0.0;0.000658991547910457;0.003213732344368593;0.0;0.0;0.00420354024805895;0.0008047353232492294;0.0;0.009264254573878028;0.00041599086126093495;0.0;0.000851523557960917;0.0;0.000262209310972517;0.00046755266646878607
1702;Reçu en parfait état, avec une triple protection dans le colis. La ligne Expert soin Lipidium de chez l'Oréal pro est une merveille.;4.7341618503275505e-05;0.0;0.0005033570236191516;0.000768111666927775;0.0;0.000544142224551944;0.0017639768329750498;4.9532473908979624e-05;0.0002543366762793885;0.0006168625403601558;0.0;0.0;0.0;0.008161850599393575;0.0;0.0;0.0028154484769775403;0.09506850648398767;0.01413564328366779;0.0;0.0;7.210995685309435e-05;0.0006635453425023788
1703;Satisfaite !!;0.0;0.0;0.0;0.0;0.0;0.3068271895045474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1704;Je l'utilise depuis longtemps. Il améliore le cheveux en tout les aspects: la texture, la brillance et restaure les cheveux secs.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09376008360830236;0.0;0.0;0.0;0.11879977722763009;0.0;0.0;0.0006356031495300414;0.12029687048288502;0.0;0.0;0.0;0.0;0.0;0.0
1705;Plutôt bien, ne dure pas très longtemps en terme de quantité mais offre un beau volume aux cils. Attention il coule un peu au fil de la journée, penser a poudrer la zone des cernes pour éviter cela;0.00022986448456003119;0.0009509387917712693;0.0030968088959538098;0.0;0.0;0.0;0.0;0.0002075617332238839;0.0007047381849447523;0.0027809757407367213;0.0009838672358497222;0.0;0.00025965760206207847;0.0;0.0;0.05883584543214968;0.000329139656821957;0.0;0.023814250380456634;0.0032640598202829307;0.00548643383398031;0.00018010319005261078;0.0
1706;Le produit est très facile à étaler, attention à ne pas en mettre beaucoup. Sinon il aide le maquillage à tenir et ma peau regraisse moins vite.;0.0;0.0;0.0;0.06662662040166227;0.0;0.0;0.0009403919962895722;0.0;0.002190316086207797;0.0;0.0030670084645756644;0.0;0.0006078974174023385;0.0007697924232549947;0.11142745909514051;0.0034049024157774255;0.007157382012439452;0.00017052649878330508;0.015106535831865671;0.0;0.0;0.01648065948625654;0.0
1707;Pas du tout sec très très crèmeux, couvrance moyenne a total (j’ai de grosses cernes).;5.3517336293123864e-05;0.0009153775638572043;0.00020993799953528965;0.0008183271713932585;0.0;0.0;0.0;0.0;0.0004590070214441794;0.0;0.00019726825877907215;0.0;0.00017603307576102414;0.0;0.0;0.0055024611447799686;0.10936875258252547;0.0;0.0;0.0004838357940010181;0.0010603838100680578;0.0;0.0
1708;Le vert camoufle parfaitement les boutons rouges;8.785433620571488e-05;0.00014079548281204036;2.228740783783987e-05;0.003519113715211626;0.0007394680637067227;0.0;0.0003495086033271502;0.0;0.0002471517978907648;0.0;0.015855190078809873;0.0;0.002188575058222349;0.0004423038468943389;0.0;0.011359632502751313;0.001605792596974299;0.0;8.770734632899991e-05;0.006840436455775125;0.009480802104622836;0.0;8.638555127129571e-05
1709;Ce produit professionnel maintient les cheveux blancs avec un éclat platiné et les empêche de jaunir. Très économique de surcroît!;0.000589029062637853;0.0;0.000815410137270127;0.0;0.0;0.00044776949526907016;0.003494102465285938;0.0005153939305217024;0.00889684423304723;0.005970002669050655;0.012648715684804124;0.000253700786163767;0.0010154150612833668;0.0030522461711231376;0.0018785503795645752;0.0;1.556220889389524e-05;0.0;0.009764015818198198;0.002125159198156311;0.0010357336668646543;0.0;2.0580973206706635e-05
1710;Fais rapidement des paquets. Je ne le rachèterai pas.;1.924542857622805e-05;0.0;0.0;0.0021894073363168003;0.00022408708087056302;0.0;0.0001668530647829865;0.0;0.0;0.0;0.0010970955119327028;0.0;0.0030819293465205195;0.0;0.002249930331747312;0.0033671838503253676;0.011315279244671886;0.057726389866670516;0.009025562328221987;0.0003345535697222981;0.0;0.0021065157964213024;0.00231321523450979
1711;Cette note parce qu'elle correspond bien à ce que je souhaité. J'ai donc bien aimé ce produit qui correspond parfaitement pour mes cheveux et qui est nettement moins cher que dans les magasins spécialisés de ce produit. Je le recommande donc.;0.05222431337087449;0.0019076065060848943;0.0013321893292341336;0.001141252075561955;0.011616881348248008;0.00021858393566374915;0.0;0.0006426108519613502;0.0;0.0;0.021618526543090006;0.0;0.0;0.0;0.0;0.0032152002802466784;0.00025572973603646247;0.0005595919821135452;0.005605028729888394;0.005587311285383539;0.004621866253874227;0.0;0.009620569260558012
1712;Pâte fibreuse qui fait le job pour les cheveux fin ! Facile à appliquer. Pot suffisamment grand pour tenir 6 mois voir 1 an.;0.0;0.000738451253320605;0.0;0.0;0.0;0.0007703150607593265;0.00010389154392803609;0.0;0.006427812098766501;0.0011986876513476869;0.0;0.0;0.0022018636595443814;0.0;0.12539723318886578;0.009324510481518904;0.0004975493415786885;0.0;0.038753002890059576;0.03857542627957873;0.005481692129735284;0.0;0.0
1713;Je m'attendais à beaucoup mieux compte-tenu de la marque, mais la poudre noire est très volatile sur le pinceau et donc il y a partout, pour ma part je ne recommande pas;0.04745621075703824;0.00035202016740838173;9.484691895844373e-05;0.00036210715897295494;0.0014913782899235667;0.0014380331950201851;0.0005895820867005391;0.0;0.001996581875442447;0.0005105391747931415;0.012956846711277144;0.0;0.00412539203196473;0.0016507394131444319;0.006893325227728171;0.020108116774166494;0.0013854976951649081;0.00212045483336937;0.024389527054073455;0.0;0.004969572082832518;0.0;0.0
1714;Très bon produit. Recommandé par les coiffeurs,Livraison rapide et soignée , le produit sent relativement bon et ne graisse pas du tout les cheveux ,maintenant reste à voir à l'usage si il tient ses promesses;0.05081157397050349;0.0;0.00023486673966108257;0.0;0.0;0.0;0.0;0.0034355069384619545;0.0;0.0;0.0;0.16873280262454668;0.002863759348747183;0.0;0.0;0.0785883370735992;0.0;0.0;0.022017732358646486;0.0;0.0;0.0;0.0
1715;Excellent pour la mise en forme de la coiffure souhaitée. Et le bonus il nourri les cheveux;0.00046426901157157856;0.0004450826438022011;0.0;0.0;0.000512133679453127;0.000264515420424512;0.0;0.002867943130593463;0.00018135998710441817;0.0;0.0;0.00030502094288180397;0.0;0.008568766347928147;0.0;0.003693240134524536;0.003527698517783059;0.00017576672297658628;0.00205462912983767;0.0020007183421307836;7.855629600163386e-05;0.01782076880799054;0.0
1716;Après avoir acheté la Tigi Bed Head for Men Hair qui est bien mais qui colle aux mains et cheveux, j'étais à la recherche d'une nouvelle pâte/cire. J'ai regardé sur le net pour savoir quelle est la meilleure pâte/cire pour les cheveux. J'ai les cheveux plutôt épais donc le choix est toujours difficile. J'ai décidé de tenter cette Pâte fibreuse de la marque l'Oréal (pas très fan de cette marque niveau pâte/gel). J'ai bien fait car elle est excellente et surprenante ! Ne colle pas aux mains, sculpte très bien et l'odeur est excellente, on dirais un parfum ! Dans les cheveux, il n'y a aucun résidu contrairement à d'autres pâte que j'ai essayé par le passé, et on dirait qu'on a rien mis sérieusement. De plus, il y a un petit côte brillant donc le rendu est excellent. Pas déçu du tout, je sais maintenant quelle pâte prendre sur le long terme, ce sera celle-ci désormais!;0.00022544883797334943;0.0018773217229978109;0.024546570755517454;0.0;0.0;0.0010511545403623045;0.0006868771011815479;0.000878141523434131;0.006093738179587364;0.0013595922336726242;0.0;0.0004750111573468834;0.003667378181303566;0.005088988616132369;0.0009956623829379854;0.009413734617616788;0.003764797368059927;0.0011156173147000052;0.04959068530893089;0.006611369979510684;0.005833418132927057;0.013072662525781598;0.00047996337868962233
1717;Shampoing violet de haute qualité. Il permet d’attenuer de manière efficace et dès les premières utilisations les reflets roux. Un masque hydratant est nécessaire derrière pour maintenir une chevelure souple. Une légère coloration des cuticules des mains peut apparaître. Elle disparaît dans la journée en se lavant les mains. Le cas échéant, je vous conseille d’utiliser des gants;0.0;0.0;0.001989812199022807;0.0017538668879565258;0.0;0.00012651687716191704;0.03639292733682046;0.0027556010260866262;0.044566048881735564;0.053120243284575756;0.003417736738097293;0.0;0.0022174041008496946;0.059114525288410526;0.023533273491391567;0.035512050213799835;0.0;0.0;0.0023280872138329405;0.0016442598549630885;0.003357142783002498;0.008594684484513044;0.0
1718;Mes cheveux sont extrêmement secs à la base. Essai du masque hier soir et effectivement ils sont bien moins secs et plus souples. Très contente du résultat je recommande.;0.04737729299469393;0.0;0.0;0.0;0.0;0.0;0.0;0.0007193535991077167;0.0;0.0;0.0;0.0;0.0;0.08694562999527618;0.0;0.0;0.09330174458236985;0.0;0.05028307380306447;0.0;0.0;0.0;0.13046810431259429
1719;Meilleur mascara jamais testé : bien noir, apportant du volume;0.0007302942051302439;0.0016418324297439388;0.0;0.0;0.0;0.0;0.0010068655596402474;0.00029251683449629335;0.0005628918797128016;0.000262744386866807;0.0033223355247940234;0.0;0.0;0.007021100960859664;0.005939401461469473;0.006326009124526923;0.0074755695995695;0.005876223238697743;0.023690864641323427;0.010416532998997858;0.0018357395923924646;0.0;1.4189202089770935e-05
1720;On ne dirait pas un masque.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3847575527547983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1721;Trop liquide et l’odeur ce n’est pas celle de L’Oreal.;0.0005867970647257985;0.0;0.14257341881871313;0.0;0.0;0.0006919432026965302;0.0005965816247517842;0.0020260692866765065;0.0019280878886264578;0.0;0.0;0.004925250743599716;0.0;0.00821107166874232;0.0;0.0;0.0;0.0008965605340153121;0.003666446348755613;0.00023299088029729757;0.0;0.0;0.0006060286149100077
1722;Le pot n’etait pas rempli. Il etait à la moitié. Et sans aucune protection pour la fermeture.;8.82801076545663e-05;0.0008235077711100158;1.8938948553707311e-06;7.707001384195104e-05;8.744637967411695e-05;1.1833320800210696e-05;0.00015804929449998836;0.0002850626734210761;0.0;0.0;0.0;0.0;0.0;0.0;0.0007813908028953089;0.0;0.0006986651036964326;0.003266980353719073;0.005198311969126985;0.004331067948856406;0.003246818663310604;0.0;0.0
1723;Malheureusement Je ne vais pas l’utiliser car je n’ai pas confiance de la provenance de ce produit.;0.00011657450998511818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11550741732872194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016464023095606039;0.0;0.0;0.0;0.0;0.0
1724;Attention au couleur bleu il faut bien rincer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.997584403751174e-05;0.0;0.0011659213414469205;0.14155364939415252;0.0;0.0;0.0015990929837905307;0.0034421149039785266;0.0;0.0;0.0;0.028166740858968232;0.0;0.0;0.0018561804174451403;0.0001407728496897163
1725;Produit marche bien mais c'est vrai jetait déçu de la recevoir dans l'état qui il était. On a aucune idée ci c'est neuf ou non même pas une étiquette pour dire c'était jamais ouvert. Mais sinon produit marche bien comme habitude.;0.00010009987572731653;0.0002907917143589086;0.00018304344913327156;0.0;0.0;0.0;0.0005059265580258821;0.0;0.0018277765124750996;0.0;0.0016673933620673144;0.0;0.0;0.0;0.0014430003573169508;0.0;0.0009778439315136082;0.09501453075013007;0.010544912227148382;0.007177596004193349;0.0;0.0;0.0012739440703480286
1726;J'ai des boucles en anglaise et le produit a bien agit, mes cheveux sont devenus moins frisés plus souple... par contre les premiers jours le cheveu reste très sec un peu plus que d'habitude...;0.0;4.038782550539947e-05;0.00043849391176060666;0.0;0.0;0.0010129514204046549;0.0;0.0037832393797218628;0.011493645798226593;0.001741083751062201;0.003186975471216694;0.0025385414037208077;0.00017216881612741098;0.010551040900151805;0.0;0.0;0.10958402740472087;0.0019302956380850187;0.007874475528158006;0.004573844483521648;0.0;0.000424443257328489;0.0011004607254381973
1727;Article reçu avec le bouchon de cassé et du gel partout sur le produit ainsi que dans le carton. Déçu;0.0;0.0;0.0007445750097333546;0.0;0.0;0.0;9.768952200180115e-05;0.0;0.0;0.0;0.0;0.0;0.00028175240476219676;0.0;0.0;0.0027431910033242817;0.0;0.13428156149462106;0.006422682519277377;0.0013631157132975497;0.004837118757989312;0.0;0.0
1728;Excellent produit conforme à mes attentes. Une valeur sûre depuis plusieurs années. Aucun dépôt blanc dans les cheveux, c'est appréciable et en plus une bonne odeur;0.0004422735459258965;0.0;0.07391728387443243;0.00016066817246140409;0.12249983546518163;0.001798619629651147;0.0007852829263715504;0.0;0.00941850790675883;0.0022366230286841662;0.00850921636598625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00495048001899993;0.021254525375767542;0.0;0.0;0.0
1729;Je suis habituée à la gamme Lumino Contrast et devant les avis positifs des clients pour la gamme l'Absolut Repair Lipidum, j'ai testé.;0.0012404613921081526;0.0002669197448989194;5.881594475152633e-05;0.0;0.00023353548564917565;0.00012315228583812115;0.000206034092213593;0.0014732489325779048;0.0036348735006783914;0.0007565677878788736;0.0;0.0002751038559853035;0.0010582430518060102;0.01802775448982833;0.0;0.0;0.004238349988707367;0.004376730601559148;0.011479050060247945;0.005120584803995505;0.0;0.0;0.0018190262458252606
1730;Cependant j'aime beaucoup moins.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1731;Beaucoup trop riche pour mes cheveux fins probablement donc il faut beaucoup rincer et ça n'est parfois pas suffisant, les cheveux sont encore gras à certains endroits après séchage;0.0002442430214665257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028364987211663643;0.0002553072838793453;0.0;0.0;0.0016550628991500698;0.0007454176827696099;0.008436584800719831;0.0;0.0;0.016869595587152803;0.0;0.0;0.1286625052701383;0.0
1732;Un peu déçu mais juste parce que mes cheveux ne sont pas adaptés je pense;0.00014970253251783743;0.00030215093408988823;0.0011075183028414954;0.00169435031681588;0.0;0.00023777640110719196;0.0013653910798661557;0.0007228142347247948;0.0;0.0017248382795700548;0.0014662880524288354;0.0;0.00012515718066656893;0.002054618989924226;0.0;0.0016630716196968293;0.000785035153130456;0.007588106876322623;0.00521705716019299;0.0;0.0;0.005337686463380287;0.0
1733;Sinon prix et livraison au top sur Amazon comme d'habitude;3.702916253468952e-05;0.0686025467793705;0.0;0.0;0.0;0.0;0.0;0.0;0.00656027136863358;0.0;0.0;0.15425519491497366;0.0;0.0;0.0012720380063286258;0.0;0.0009448724385830771;0.0;0.0003950821759384311;0.0035126177284043212;0.0;0.0;0.003052878049171268
1734;produit conforme de tres bonne qualite et conforme a la description,facile d'utilisation;0.0;0.0030725553215555793;0.0;0.0;0.20794839092844658;0.0;0.00012974670800100242;0.0009233839259545573;0.0;0.00020649151587525107;0.0;0.0;0.0002261133183622612;0.0;0.18167369295120964;0.0;0.0;0.0;0.0;0.0;0.0025097758747678143;0.0;0.0
1735;et avec un rendu excellent pour des personnes habiles;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.901750432146614e-274
1736;Beau design pour ce  Mascara Volume Harmonieux/Longueur Prodigieuse de L'Oréal Paris Make Up Designer Paradise.;0.0002906974088074151;5.904091668474456e-05;0.00021518211899890447;0.0002611930863490334;0.0;0.0008701142848426085;0.0010258224141768846;0.0;0.0;0.0019901921685239626;0.0;0.0;0.0;0.0029156013657585596;0.0;0.0029409283965639416;0.0027723335371631127;0.0003559870205095157;0.014533427064564586;0.00144552912112771;0.0002738294675806823;5.6143783092888685e-05;0.00033026847049294657
1737;Se pose facilement pour un effet de cils longs sans besoin de faux cils!;0.00018555655197993617;0.0;0.0;0.0;0.0;0.0004261261171966707;0.0;0.0018979090089361473;0.0;0.0010672165078318614;0.0;0.0;0.0032584561065906485;0.008628613314419133;0.003963746608446914;0.021027909086085515;0.002755252915908373;0.0;0.05281011338625981;0.0;0.0;2.1583565879498933e-05;0.0
1738;Mes filles et belle fille adorent;0.0;0.0;0.0;0.000981684984673972;0.0;0.0;0.0;0.0019161028777520371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005239429999792963;0.00021228028008956346;0.0;0.0011232801628150851;0.0;0.0
1739;Je ne me maquille plus que tres tres rarement. Le mascara ne m'a pas piqué les yeux.;0.0001899456062714546;5.6495052124815505e-05;0.0;0.0010304360496707955;0.0;0.0;0.00048610231276003085;0.0;8.317841137809913e-05;0.0;0.0014535459027432808;0.0;0.0;1.2755673765671198e-06;0.0019552180043363246;0.012670714054989615;0.00014852651800112028;0.0;0.0010938144476431218;0.0020946072646820598;0.0005739323581085722;0.0;0.0
1740;Très bon gel-cire que je cherchais depuis longtemps qu'on ne trouve pas en commerce .;0.0;0.0013183127100235396;0.0004985283147483478;0.000910842174718155;0.0;0.001820102689951233;0.0008304478595301826;0.0;0.006935212531199392;0.0007392484357533461;0.0;0.0;0.0;0.0;0.0;0.003087117396470633;0.006463863237346375;0.0;0.016592476084623334;0.0052865517415614455;0.0;0.0190526958197021;0.013942380913293041
1741;Un effet Mat aux cheveux . De plus il ne fait pas faire de pellicule blanche;0.00085597988392684;1.4567770617219357e-05;0.0;0.003777482852750346;0.0;0.0;0.0013035103819625984;0.0;0.0036547943910188022;0.004295857430898646;0.017597252148962267;0.0;0.0;0.0;0.0027184572634363323;0.0012527889190036858;0.0025956374062203096;0.0;0.00963944180438692;0.0012530870860101445;0.0;7.871140914511377e-05;0.0
1742;Je suistrès satisfaite de ce produit.Il laisse les cheveux doux et brillant.Photo conforme à l'article.Je recommande ce produit,il est parfait...;0.06625034782598832;0.0;0.0;0.0;0.09409331359138078;0.09425067623799643;0.0;0.10717849796489767;0.0;0.0;0.0008020393303777834;0.001466355254709921;0.0;0.0;0.0;0.0;0.003374261030905953;0.006079178112986271;0.0;0.0002989452060997211;0.0;0.0002716443708030946;0.0
1743;Se fond parfaitement au teint, bonne tenue, sans odeur. Associée au fond de teint accord parfait, le teint est nettement amélioré;0.00014389723285178384;0.0;0.05444166794389957;0.020913359526000284;1.01499684106552e-05;0.0;0.0;0.0;0.0;0.0;0.006639441629528772;0.0;0.003229633199800342;0.0;0.007877644869843015;0.08354540507896473;0.0;0.0;0.0;0.010378149329922318;0.002359879481439559;0.0;0.013934965036111137
1744;Se rince facilement et bon pouvoir moussant. Résultat souhaité très satisfaisant! Je recommande ces 2 produits de la gamme. Top pour des cheveux épais comme les miens !;0.05440498228252529;0.0;0.0;0.0;0.0;0.0;0.0;0.0013926724517463616;0.0;0.0;0.0003274709043546411;0.0;0.00558063896191792;0.0058553209558090714;0.0;0.00012531198369476106;0.0016371781220187692;0.0;0.08689548288297011;0.0;0.0;0.0;0.0
1745;Sens plus sa ressemble pas à du shampoing professionnel  la bouteille paraît plus grande sur la photo amazon je ferai plus attention au commentaire la prochaine fois;0.00043649707169640716;0.0012305107605157823;0.0008783744263014357;0.0;0.0016008303817201595;0.0004592303966594428;0.0019937704984712406;0.001002747420199938;0.0017427500636645742;0.0017947243360444463;0.0027749884759707666;0.004744988241026666;7.385240148643536e-05;0.003349735226126095;0.00031105741299632106;0.0;0.00010999968620682627;0.011991332058503668;0.022864306198301376;0.00044565165250137295;0.01664313366142476;0.001123255468058524;0.0010161506248268623
1746;Très légère et peu grasse, odeur très agréable, ceci étant l'odeur de la version avec paillettes est encore meilleure. Prix plus que raisonnable, la 1ere fois j'avais acheté la même bouteille chez mon coiffeur à près du triple de ce tarif!!!;0.0;0.032805219079875214;0.11477165306849786;0.0;0.0;0.0003028929314073323;0.0;0.0;1.9765425079050204e-05;0.0;0.0;4.154535623230448e-05;0.0;0.0006927220457013277;0.0;0.001270066299653742;0.0;0.0038473373338172435;0.02442565802364329;0.0021420531974156395;0.003925498825307765;0.09974779152068979;0.0018688466647004754
1747;J'utilise cette base de teint de temps en temps, surtout quand je dois me maquiller plus que d'habitude (soirées, fêtes, sorties ...)  et jusqu'à présent  je n' ai eu aucune mauvaise réaction. Ni rougeurs, ni assèchements, ni tiraillements ...;0.00015396064998212007;0.0;0.0005191117283182895;0.001528369655647553;0.0;0.0;0.0;0.0;0.0014516138196400748;4.219157989238415e-05;0.0;0.004456906803678398;0.0027848323258220066;0.0;0.0;0.0024092497754162057;0.0;0.015772218147941275;0.02077863775817936;0.07045987254975491;0.0;0.0;0.0
1748;Le produit est très agréable à utiliser, comme une crème hydratante mais totalement invisible. Il s'étale très facilement et son odeur est neutre. Il n'y a pas besoin d'en mettre beaucoup. Je l'utilise avant de mettre ma BB crème et je dois avouer qu'elle s'étale encore mieux et de manière très uniforme.;0.00026951340400259633;0.0;0.04787659624799172;0.0009613734357538362;0.0;0.0;0.0;0.0001320242280972717;0.11321625082585596;0.0;0.0;0.0;0.002947530885394042;0.0011526646031241694;0.00919528815834635;0.01293960551753388;0.002839465049561151;0.0;0.024822156388763405;0.0;0.0;0.0157032938030777;0.0
1749;Le maquillage tient très bien toute la journée ou la soirée, l'effet brillance est vraiment estompé. Franchement je suis bluffée du résultat. Cela évite les nombreuses retouches.;0.0;0.0;0.0;0.0;0.0;0.0;0.0007943752381496731;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1287820883274013;0.0007105002697601905;0.0;0.05497873057497842;0.0;0.0;0.0;0.0
1750;Le tube a une bonne contenance 35 ml et comme il est transparent on sait s'il reste du produit ou non.;0.0;0.0019091106000101437;0.0;0.0005827387469878551;0.0;8.153104657671279e-05;0.0004122718052721235;0.00026691263895925785;0.00044649378371012583;0.0006046548730816679;0.00025224629481074745;0.0;0.0020809728153571693;0.0;0.0015103915796518736;0.0013391888599980904;0.0007987149594010736;0.010470829914325123;0.004467519358907267;0.0007679547506998893;0.011334404758675823;0.0006719776242774146;0.0
1751;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1752;Ce produit cosmétique est donc une bonne surprise.;0.00018509933978892476;0.0005641924257534438;0.0;0.0;0.0007753759204292668;0.0;0.0;0.0005742235797775839;0.0;0.0;0.002517647947440965;0.0014972083648831188;4.8496388133432056e-05;0.0003442379486564029;0.0;0.0;0.0;0.0009126918830138709;0.0031303729634611023;0.003172738956412275;0.0003665406743918037;0.0;0.0
1753;Il fait parti de mes habitudes de maquillage.;0.0;0.0;0.0;0.0011948041963821946;2.4490206668745632e-05;0.0;0.001996559665883107;0.0;0.004334659924776967;0.0;0.0;0.0;0.002135846070054539;0.0;0.00340545718527525;0.007572511794322928;0.0;0.0010513009195284142;0.0;0.0;0.0;0.0;0.0
1754;Je recommande !;0.2861598565731758;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
