;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
28;abusé;0.0;0.0041732592699744555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.415975164949747e-05;0.0;0.0;0.0;0.0;0.0;0.0015789901822473196;0.0;0.0;0.000519107408075692;0.0;0.0
29;abîme;0.001880007078186525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00041226601611664854;0.0;0.000714534844159705;0.01361460335857647;0.0;0.0;0.0;0.00037780932998477475;0.0005217671195749695;0.00043597260020401395;0.0018788022812566622;0.0;0.0;0.0;8.9359240497631e-06
30;abîmer;0.025156807590183586;0.03767022073179339;0.0;0.0;0.001231162860585643;0.010456483473823365;0.00011816937363317677;0.028679440490750375;0.0;0.008064305180242476;0.01996595666852017;0.0;0.0;0.06139185915468374;0.00152495348633933;0.0;0.12352769139613508;0.0;0.0683719978072753;0.0035122009299404944;0.0;0.0110089600372701;0.0235451711473253
31;abîmes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005780139851406615;0.001500137801671741;0.0;1.3006109177472808e-05;0.0;0.0;0.0;4.7306773105215694e-05;0.0;0.002453386378174111;0.0;0.0015320137655655392;0.0;0.0;0.0;0.0
32;abîmé;0.0022497480314711974;0.0;0.0010746095919609816;0.0;0.0;0.0;0.0009881655265847028;0.0;0.0;0.0;0.0;0.001225892270549994;0.0;0.002314261400621092;0.0;0.0;0.045233599352546804;0.019955876796661342;0.003133591501970934;0.0021189194453787074;0.0012996494471251255;0.02265479826697014;0.0
33;acaht;0.0;0.0;0.0;0.0005517357504757322;0.0;0.005664008003346508;4.688050546567887e-05;0.0;4.304505183940965e-05;0.0;0.0;0.0;0.00010140167053306871;0.0;0.00017335943033065194;0.0006235573475367086;6.73443561431402e-05;0.00011914279062772329;0.0;0.0;0.0;4.016271772501016e-05;0.0
34;accentuer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008593793959107017;0.0;0.0;0.0;0.0;0.0;0.0;8.128556865287597e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;acceptable;0.0;0.005591520483022511;0.0;0.0;0.0;0.0;0.008574401063354413;0.0;0.0;0.0;0.0;0.00014855274486218618;0.0;0.0;0.0;4.0221297528979135e-05;0.0;0.0;0.0;0.0;0.0;0.00016975950436468021;0.0
36;accessible;0.0;0.01765470789665215;2.510004013018146e-05;0.0;0.0;0.0;0.011435048165504422;0.00089496282896028;0.007707036962161632;0.0;0.0;0.00604154913947445;0.0;0.0;0.0;0.0;0.0;0.0;0.005418964102062921;8.945450705716302e-05;0.0026493882272228936;0.0028120590079369237;0.0006728945906769865
37;accessoire;0.0;0.00022371400773112032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8462413734255314e-05;0.0;0.0005126464976638818;0.0;0.0008689916127606035;0.0;0.0;0.0004208982208396799;0.0;0.004456498594041957;0.0;0.0
38;accompagne;0.0;0.0;0.0;0.0008529388512834421;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005179862843970382;0.0;0.0;0.0002914372373317355;0.0001094400955829046;0.0;0.0;0.0003795367981586462
39;accompagner;0.0005153099342900364;0.0;0.000437153085424912;0.0;0.005705684970014063;0.010928086248573755;0.0;0.009272359071379509;0.007311944489842384;0.0;0.0;0.009761309960507291;0.0;0.003675869709379863;0.0;0.0;0.0;0.0;0.0011982062034834133;0.0038641386666613104;7.284783125651318e-05;0.0;0.0
40;accord;0.0;0.0;0.0013936979134182655;0.00025614713913965984;0.0;0.0;0.0;0.0;0.0;0.0;0.001089622394439114;0.0;0.001183874963701699;0.0;0.0;0.007704336039942599;0.0;0.013098884378240819;0.0;0.0;0.0;0.0;0.000537007845064808
41;accorde;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2610636621728866e-05;0.0;0.0;5.5041377969834546e-05;0.0;0.0;4.8423945203264006e-05;2.2592192574873128e-05;3.929340229145209e-05;0.0;0.0;0.00011537930987305764;2.2301336015389702e-05;9.448209420253711e-06;0.0;0.0
42;accorder;0.0;0.0;0.0;2.7029120881090014e-05;0.0002391845692487917;2.546577211171403e-05;0.0;0.0;8.132613332654467e-05;0.0;8.355135018728247e-05;0.0;0.0;0.0;0.0007632662755449607;4.1982246014334635e-05;0.0;0.0;0.0005177763569338554;0.0;0.0;0.0;4.2164660224203255e-05
43;accouchement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007380187901036342;0.0;0.0;0.0;0.0;0.00016324747903776209;0.00014441023541566806;0.0;1.6621610454639694e-05;0.0011300230278386597;0.0;0.0013935207683128828;0.0;0.0
44;accoucher;0.0;0.000650219723869211;0.0;9.03057131749425e-05;0.0;0.0;0.0;0.0;0.0;0.0;3.160421285178184e-05;0.0;0.0;0.0;9.033447283421955e-06;0.0006632543429767488;0.0;0.0;0.0004627005409579209;0.0002772626023164571;0.0001461259813602185;0.0;5.541427334260487e-05
45;accro;0.0;0.0;0.0;0.002384420914548791;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003128333783405502;0.0013989529766169175;0.0;0.0009516063495507302;0.0;0.0;0.0;0.00011196436992030987
46;accroche;0.0;0.0;0.0;0.0038547238800140664;0.0;0.0;0.0;0.0;0.0;0.00010600694947190285;0.0015849527757164806;0.0;0.0;0.0;0.002188514418993714;0.004288076063473263;0.0;4.625905096917634e-05;0.002371308985401767;0.0;0.0017666067838194978;0.0;0.0
47;accrochent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024597729636122727;0.00019516366608077502;0.0;0.0;0.0022323866174011244;0.0;0.0;0.0;0.0
48;accueil;0.0;0.0003544532314878225;0.0;0.0;0.0;3.0015100329006187e-05;0.0;0.0;0.0;0.0;0.0003766775518915142;0.0;0.0;0.0;0.0;0.0;0.0;4.141071967036127e-05;0.00035037554804259985;0.00023560239071461324;0.0002547257445667144;0.0;0.00013998541877922123
49;accès;0.0;0.0;0.0;0.0;0.0;0.0059888221562240185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004886286800307123;0.0;0.0;0.0011341227969142661;0.0;0.0;0.0;0.0;0.0
50;accélérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001088476391444799;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005370023342784651;0.0006006234375309632;0.0018463434342454754;0.0;0.0
51;ach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01374598874480736;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005734973853133132;0.0;0.0;0.0;0.0
52;achat;0.0;0.046353740182965855;0.0;0.0032867576337033753;0.06717950665205812;0.18690224384859094;0.01407565853442603;0.009520262050007292;0.0;0.005758780113349095;0.008873502345332386;0.02378005988346384;0.0;0.0;0.0;0.01413767290884523;0.006228554510707089;0.0;0.01861058643651739;0.010973545713393958;0.0197544651742902;0.007921957207156063;0.2299294661422998
53;achats;0.0;0.0;0.001537702289527241;0.002758955510425642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.701142739108385e-05;0.000237641413583002;0.0;0.0;0.0;0.0
54;ache;0.0;9.18186635316564e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00021208923725605312;4.05943749114533e-06;0.0002706460302814054;3.14459730769953e-05;0.0;0.0;0.0;0.0;0.0;6.101940196683489e-05;0.0005860934770310247;0.0004912468158946899;0.0;0.0;0.00019712828389230309
55;acheminement;0.001075214669551707;0.0035024514982735203;0.0;0.0;0.0;0.0;0.002235728544884848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001195144506783949;0.0;0.0;1.2382932392444282e-05;0.0;0.0
56;achetais;0.0006024255379851111;0.00630247446554848;0.0;0.0;0.0;0.0;0.0;0.0;0.0006503923818373832;0.0;0.0004084571662733999;0.0;0.0;0.0;0.0;0.0047503249374112365;0.0;0.0;0.008687947596580141;0.012351859599425719;0.0062792109346729704;0.0;0.00046530533835004753
57;achete;0.0;0.0;0.0;0.0;0.01931555294821139;0.0;0.0;0.0;0.002102800710750358;0.0;0.002967310999805434;0.0;0.0;0.0;0.0;0.003453047091847055;0.0;0.0;0.0;0.01318962517656778;6.11808800506594e-05;0.0;0.0
58;acheter;0.0015499393807483352;0.02299103178114041;0.0;0.0;0.0027484945407076837;0.014420963223670714;0.0;0.01836938616239136;0.023244491091885033;0.0047524489555176705;0.0;0.0;0.0;0.0;0.00015903617378202971;0.0;0.0;0.03274796126048608;0.40149086373240045;0.02306873420912297;0.014679632616271122;0.0;0.05464173958287296
59;acheteur;0.0;0.002342562428217521;0.0;0.0;0.0;0.0;0.0;0.0;0.0002461604430151196;0.0;0.0;0.0072002276417857955;0.0;0.0;0.0;0.0;0.0;0.0005150559774015018;0.0016818805780248823;0.0009952096958505438;0.0;3.435442118363457e-05;0.0
60;achetez;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005951257167270296;0.0;0.0003753368211980536;0.00011712180399997782;0.0;0.0043534381497840535;0.0;0.0;0.0;0.0
61;achette;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011960012401952652;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;achetée;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007184409454234752;0.0025159081185797713;8.70668156674976e-06;0.0;0.0;0.00026038940296634625;0.0;0.00028992993978513965;0.001473869349481499;0.0;0.0049590875645789765;0.0;0.0
63;achète;0.0029114071345667687;0.005936959160412638;0.0;0.0;0.0;0.012187320726986908;0.0;0.0;0.012493358219404033;0.0;0.0;0.0;0.0;0.0;0.0;0.011668744468213116;0.0;0.0029010347197385247;0.047829429615303745;0.03335647320028196;0.004053249801650254;0.0;0.055041449941527106
64;achèterai;0.0;0.004417030976979589;0.0011130177602956728;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024605448367132814;0.0;0.0;0.002050845817109794;0.000267017042817326;0.0;0.0003331203733559979;0.0020451272867925436;0.0;0.0020835047018187276;0.0;0.0
65;achété;0.0;0.007533605362045504;0.0;0.0;0.003214073492073191;0.007064378515119908;0.0;0.0;0.0;0.0;0.0005383320290410943;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019934132897616572;0.0;0.0;0.0;0.0011844458239510607
66;acidité;0.0;0.0;0.0;0.002978483563220213;0.0;0.0;0.0;0.0;0.0;0.0;0.0001465956027201528;0.0;0.0;0.0;0.0007420418503977362;0.0007035137917816673;0.0;0.0;0.0014079927767198317;0.0;0.0;0.0;0.0
67;acné;0.0;0.0;0.0;0.014310023163494971;0.0;0.0;0.0;0.0;0.0;0.009236824742762252;0.0;0.0;0.0;0.0007278386379848103;0.0;0.003747865012844136;0.0;0.0;0.0;0.012645647099182263;0.00241424466083794;0.0;0.0
68;acnéique;0.0;0.0009945527042044384;0.0;0.0037557205060489342;0.0;0.0;0.0;0.0;0.0017650559154705758;0.0;0.0;0.0;0.0;0.0;0.0004221855389654351;0.005232998953289725;0.0;0.0;0.0004502826874493567;0.00014436830512330295;0.0;0.0;0.0
69;acnés;0.0;0.0;0.0;7.714432856819402e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0003908196632556462;0.0;4.570007294922985e-06;9.792566360257377e-05;0.0002618319592631942;0.0015282766587069335;0.0;0.0;0.0;6.377653826948982e-05;0.0;0.0;0.00011077637071657512
70;acquiert;0.0;0.002725334788347823;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005383466001639052;0.0;0.0;0.0;0.0011192150006255315;0.0;0.0009030298096397914;0.0;0.0
71;acquis;0.0008986808210685634;0.005771507225280119;0.0;6.535717928923983e-05;0.0;0.0;0.0;0.0;3.1119844869775714e-05;0.0;0.0006809694148771292;0.0;0.0;0.0;0.0;0.0;0.0;0.0002013272431719496;0.0;0.0;0.0;2.6288121622770082e-05;0.0
72;acquérir;0.0;0.00014500700370764398;0.0;0.0;6.172851373054995e-06;0.000100268665039624;0.0;0.0;0.0;0.0;4.640651228343155e-05;0.00013947790949874562;0.0;0.0;0.0;0.0;0.0;0.0005663136127372733;0.0006685776665940216;0.00026231773890686937;9.944038171335398e-06;0.0;0.00013206562906716533
73;actualise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010231751871556249;0.0;0.0;0.0020037520452074195;0.0;0.0;0.0;0.0005677454197991372;0.0;0.0;0.0;0.0
74;actuel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008436892905185584;0.02234454383225618;0.0;0.0;0.0
75;actuellement;0.0;0.00250042989145212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015369337720365911;0.0;0.0;0.0;0.0;0.007768336523211257;0.0;0.0;0.0;0.0
76;adapte;0.0;0.0;0.0;0.015178248427324228;0.0;0.0;0.0;0.0;0.00771322899874937;0.0;0.008593030516045945;0.0033187147957675547;0.0;0.0;0.0;0.015897140581242888;0.0;0.0010033181581855213;0.005351640001499536;0.0076828240553157325;0.00260074006649028;0.0;0.00036323533104310997
77;adaptent;0.0;0.00025369703261587424;0.0;0.0;0.0;0.0;0.0;0.009363311275380218;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015911358296707432;0.0;0.0;0.0;0.0;0.0029266933369930435;0.0;0.0
78;adapter;0.0;0.004106594923162544;0.0;0.026040525171178493;0.0;0.005284517832368242;0.007771764825631449;0.0;0.0;0.01465224702483831;0.012681388129991051;0.0;0.0021550790319763194;0.015261423047297452;0.0014793904860151065;0.014859356895609624;0.00319576516857026;0.016880932813798516;0.01356878289881976;0.0;0.0;0.015353910725578986;0.0
79;adapté;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008970988539585454;0.010764722048207078;0.003679272455644106;0.0;0.002398025182311335;0.004190748503779187;0.0;0.0;0.0;0.0006323784103176348
80;adepte;0.0056933095513884155;0.0;0.0;0.0025854399612739603;0.0;0.0;0.0;0.0;0.0;0.0039852693366110685;0.001564235176319606;0.0;0.0022965269557289744;0.005533434399014657;0.0;0.027850381260099755;0.0;0.0;0.019381518960830863;0.0008249663960006018;0.0;0.0;0.0
81;adeptes;0.0;0.0;0.0;0.004247862496738307;0.0;0.0;0.0;0.0;0.0020672074930124943;0.0;0.0;0.0;0.0;0.0002856650403386975;0.0;0.0014154869165259607;0.0;0.0;0.0;0.0;0.001170501678811902;0.0;0.0
82;adhère;0.0;0.0029498144188498886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036533175188879392;0.0005260339065461043;0.0;0.0;0.0029349075847946568;0.0008261744989261281;0.0033430931173399512;0.00011408113377486709;0.0
83;adhérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008397625112670287;0.0;0.0;0.0;0.0
84;adhésion;0.0;0.0;0.0;0.0027988895256499885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.463150208765184e-06;0.0;0.0;0.0;0.003398939854174199;0.0;0.0;0.0;0.0007640440885025669;0.0;0.003813570455874234;0.006612447931421939
85;adict;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006454157859890288;0.0;0.0;0.0023680004344320106;0.0;0.0003146022511208812;0.0;0.0
86;adieu;0.0017302678649408535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.674223591807982e-05;0.0007522411918578279;0.0;0.0;0.0;0.0;0.0;0.0;0.0007086727544498416;0.0020850652804808123;0.0005769744504387975;0.0;0.0;0.0
87;adixion;0.0;0.0;0.0;0.0;0.0;0.0;8.329885616598743e-05;0.0;5.475741045566827e-05;0.0;0.0;0.0;0.0;2.4237668577987256e-05;0.0;0.0;6.42621058781652e-05;0.0005414542496303395;0.002522265337573062;0.0;0.0;0.0005984338801583669;0.0001498539640499439
88;admettre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00032619773649148495;0.0;0.0;0.0015766539978362053;0.0;0.0;0.0;0.0
89;ado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.2755033327650074e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3758606695997218e-05;0.0;0.0;0.0;0.0
90;adobe;0.0;0.0;0.00032388121013195116;0.0;0.0;0.0;0.0;0.0007421694190666846;0.0;0.0;0.0;0.0;0.0013901771785595307;0.0016560900174084569;0.0;0.0;0.0;0.0;0.0;0.001412595472925389;0.0;0.0;0.0
91;adolescence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001721360499323441;0.0;0.0;0.0;0.0;0.0;0.0006539441287912474;0.0;0.0;0.0002391456526518583;0.0;0.0028051982642574476;0.0004955898487462797;0.0;0.00017258892162782822;0.0
92;adooooooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.31171729473224e-275
93;adooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0171525486409444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003803779986836664;0.0;0.0
94;adooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.31171729473224e-275
95;adooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.789295029035319e-07;0.0;0.0;0.0;0.0;0.0;4.671839045065168e-06;0.0;0.0;0.0;0.0
96;adoore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007273872450651578;0.0;0.0;0.0;0.0;0.0;0.0019700490018139307;0.0003967491155485618;0.0;0.0;0.0;0.0;0.0010785686317250453;0.00016343824055047883
97;adopte;0.0;0.0;0.0;0.0;0.0;0.016631788694599726;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;adopter;0.0024277298227941757;0.0;0.0;0.00755221363396528;0.0;0.0;0.0;0.0017697779751002546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011183956152824802;0.006706124538702219;0.0011876471234268696;0.007124171288009291;0.0;0.0;0.0;0.0
99;adopté;0.0;0.0076132277453581365;0.0;0.011418642983035476;0.0;0.0;0.0031902091857390928;0.0;0.00046988327326266677;0.0024231696617196164;0.0;0.0;0.0;0.0;0.0008648129011864576;0.014772228157894491;0.0;0.0;0.005471702424869814;0.0;0.0;0.008654010779058677;0.00030652261361001576
100;adoreeeeeee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.623167746027723e-06;1.4125099771284817e-05;5.198163811205468e-05;0.0;0.00011533010241319576;1.2441230743057887e-05;5.539996195948605e-05;0.0;0.0;0.0;0.0;0.0001894820761537549;0.0;1.2766201740567561e-05;0.0;5.1469170241067965e-05
101;adorent;0.0;0.0;0.0;0.00983102908231169;0.0;0.0;0.0;0.01345750019515462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033692536199628007;0.002197909055720655;0.0;0.0058094278515343125;0.0;0.0
102;adorrrrrrrreeee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.31171729473224e-275
103;adoré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016389492325508504;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
