;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
1006;constat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014575114544815523;0.0;0.0;0.0;0.0;0.0;0.00013481999854369564;0.0;0.0;0.0;0.007960136045486392;0.0;0.0;0.0;0.0
1007;constatation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002425569157050771;0.0;0.0013586747941167127;6.426318870352045e-05;0.0
1008;constater;0.0003859154187486488;0.0;0.0;0.005141773468933826;0.0;0.0035196244472407777;0.0;0.0019353475371152204;0.002476200336100052;0.0;0.0;0.0;0.0;0.005948911456689632;0.004941109794729748;0.0060843193772850525;0.0;5.758732302338303e-05;0.029355899532762308;0.005322378241133662;0.0;0.0;0.0
1009;constituer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8703815295648956e-05;0.0;0.0001050248366303894;0.0;0.0;0.0;0.0003684810701820447;0.0;0.0012520168033952617;0.001233037756627996;0.0;0.0008370726133134599;0.0002601119025391117;0.0;5.286008415816222e-05;0.00021141208476810748
1010;constitution;0.0;1.3904425753761104e-06;0.0;0.0;7.5940695891187154e-06;0.0;0.0;7.897349169208938e-06;0.0;0.00014371305244069085;0.0;2.664202364225262e-05;0.0;0.0;0.0;0.0;0.0;0.00010614172213174584;0.00010951884165320566;0.0;0.0;0.0;0.0
1011;constructif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017693391728672568;0.0;0.0005329840469825088;0.0;0.0;0.0;0.0;0.0;0.0;0.006560216507944786;0.0024753855833418922;0.0001744513941027776;0.0;0.0;0.0
1012;conséquence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009488004963293265;0.000937432571977447;0.0009835819876995021;0.0;0.0;0.0;0.0;0.0;0.0;2.7185520076227294e-05;0.0008104971519862737;0.0;0.0;0.0;0.0
1013;conséquent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013387370331067417;0.0009084159903005616;0.0;0.0;0.0030528938481336975;0.0;0.0;0.0;0.0
1014;contact;0.0030310164863073677;0.0;0.0;0.014775729656323953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00023479846619474645;0.0;0.007595389341192145;0.0;0.007419909873528491;0.0;0.0;0.0;0.0;0.0
1015;contacter;4.4032576918248036e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.419378870434365e-05;0.0;0.0;0.0;0.0;4.1277429964591625e-05;0.0;0.0;0.0012545399456041291;0.0;0.00018540147816060686;0.0;0.0;0.0
1016;container;0.0;0.0;0.0;0.0;0.0;0.0;1.2579235773364317e-05;0.0;5.605080768186936e-05;0.0;0.0;0.0;0.0;0.0;8.509924741606833e-06;0.00019424568907828297;0.0;0.0002807711188831557;1.1175922653435601e-05;0.0;0.00015687563725996916;0.0003356417577001332;0.0
1017;contante;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.31171729473224e-275
1018;contenance;0.0;0.06449180261305938;0.0;0.0;0.0;0.0;0.012684574721712586;0.0050734989927037275;0.0;0.007804653615895822;0.0;0.0;0.012884656413014789;0.0;0.0;0.0;0.0022017373971530653;0.05632250685257542;0.037160322341752886;0.0;0.09082094475389202;0.001271472077729522;0.0012450776674244218
1019;contenant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005036667245388496;0.0;0.002947941818296918;0.0;0.0
1020;contenants;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2229583745095279e-05;0.0;0.0018050291598179563;0.00028795449833223267;7.550037421071412e-05;0.0;0.0;8.662445344282622e-05
1021;contenir;0.00027292372127380533;0.0258692696199981;0.006556407603824116;0.009509150335946587;0.0;0.0;0.0;0.0;0.006176388778641447;0.000793472769628586;0.007496951748804705;0.0;0.017106235432301952;0.0;0.0;0.0;0.0;0.001608400865713849;0.0;0.0;0.055755376989213984;0.0;0.0
1022;content;0.0;0.020885598852935238;0.0;0.0008712888526685517;0.0;0.0;0.0;0.0;0.0;0.0;0.0002131535630371635;0.0028742180369133105;0.0006303210840871324;0.0;0.0;0.0;0.0;0.0009663077567920564;0.007779511791998543;0.008216715011003236;6.91368609195278e-05;0.0003842399654996925;0.0
1023;contente;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9484695735512914
1024;contenter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002600219865905477;0.0004055321278384519;0.0;0.0;0.007660097754988611;0.0;0.0;0.0019210587838202006;0.0
1025;contenu;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00860916566809815;0.007986143325272995;0.0;0.007747308859967324;0.0;0.0
1026;conter;0.0012522987027881877;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03038259727272136;0.0;0.0;0.0;0.0
1027;contester;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001084686830173489;0.0;0.0;0.0005945690161806959;0.0007361349488702579;0.003376382969580152;0.0;0.0;0.0;0.0
1028;contient;0.0;0.0;0.0;0.0;0.0;0.0032607117323426487;0.0;0.0;0.0;0.0;7.55768833953493e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005033465057393253;0.0007312937133521097;0.0;0.0
1029;continuer;0.0;0.0;0.0;0.0013961752078729434;0.0;0.0;0.0;0.0;0.007833330027865838;0.00025186804329148025;0.0;0.0;0.0003035519038111261;0.0;0.0;0.0;0.0;0.0;0.009493156419633553;0.00136523382647666;0.0001663928784551814;0.000703392142598724;0.002795298242551092
1030;continuerai;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0075377726030610645;0.0;0.0;0.0;0.0;0.0;0.0;0.012118561818104794;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1031;continuerais;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007682090152253515;0.0;0.0;0.0;0.0;0.0020639528609322187;0.0;0.0;0.0;0.0005257229421645411;0.0;0.017535721152328976;0.0;0.0
1032;continuerez;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011231728739886183;0.00018385673016958155;0.0;0.0;0.0;0.0;0.0;0.0010406769365193264;0.0004343421085669141;0.0;0.0;0.0;0.0
1033;continué;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009949846654674118;0.0;0.0;0.0;0.0018047856908091227;0.0;0.0;0.0002656280446541485;6.410981302803872e-06
1034;conton;0.0;9.645802969734611e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.874924580077341e-05;0.004366753657792868;0.001362325192927775;0.0;0.0;0.0;0.0;0.0005833368718792808;0.0;0.0
1035;contour;0.0;0.0;0.0;0.004453519696132411;0.0;0.0060487313894962945;0.0;0.0;0.0;0.0;0.0;0.0;0.0036771499113040177;0.0;0.0;0.013563488028365888;0.006421513669349269;0.004435439344244331;0.007994537989039634;0.0;0.0;0.00840821601730455;0.0
1036;contraire;0.0010787072216784425;0.0;0.00664283925143298;0.0009160882832432267;0.003987537378905469;0.003942951993967963;0.0;0.0;0.0;0.0;0.0010399137843034399;0.0;0.0;0.0;0.0;0.0015795270645388834;0.006820842876766501;0.0014623373067427102;0.014817528111588374;0.0;0.0;0.0020010245773379167;0.0
1037;contrairement;0.0;0.0017853325916512089;0.0;0.004132879650148727;0.0;0.0;0.0;0.0;0.014058487576779636;0.0;0.0;0.00044863361813576836;0.0;0.000768587213511065;0.004260677219012726;0.012591099942706425;0.015189532148887335;0.0058139119112061675;0.024803356942766013;0.01854604918546394;0.0;0.0;0.0
1038;contrast;0.00023298684522980753;0.0030807405301948015;0.0;0.0;0.0;0.0028369978233439477;0.0;0.0;0.0;0.0;0.003820478752083014;0.0;0.0;0.0024415765532820937;0.0;0.0;0.0011356894553399188;0.00012128102887083307;0.0019914152150771504;0.0044245633503520254;0.0;0.0;0.00026213165428597574
1039;contraste;0.0;0.0;0.0;0.0;0.0;0.0;2.8517855151742173e-06;0.0;5.5633393540870824e-05;0.000130251757612089;0.0013084062341497333;0.0;0.0;0.0;2.7650567324259732e-05;0.0;0.0;0.0;0.0008086837540196914;0.00014945208533695688;0.0;5.579885575172528e-06;0.0
1040;contrefaçon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021145338534486087;0.0;0.0;0.0;0.0;1.0623463202505013e-05;0.0008062386711900357;0.0;0.0;0.0;0.0004673589496105347;0.0
1041;contrer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005195149820648701;0.0;0.0;0.00039166253591605885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00045355769609864324;0.0;0.0;0.0;0.0
1042;controverser;0.0;0.005104344895572831;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003579483424988805;0.0;0.0;8.140765858316251e-05;9.608219825559087e-06;0.0;0.00011770769010665157;0.0;0.0;0.0003748819210340742;0.0;0.003398429809591947;0.0;0.0
1043;contrôler;0.0;0.0;0.0;0.004911458861655149;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005256901870771938;0.0;0.002299465968560542;0.0;0.0005379012305045693;0.0;0.0;0.002394573349086362;0.0
1044;convaincre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007449953995893729;0.0;0.0;0.0;0.004093469726262591;0.0;0.0;0.0027752625753194485;0.0;0.0;0.01506760506502797;0.0010148382360753354;0.003736428520158157;0.0;0.005248005618493621
1045;convaincue;0.0;0.007031119186260321;0.0;0.0;0.0;0.0;0.0;0.0;0.013287625179040558;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021280970222657325;0.0;0.0;0.0;0.0
1046;convaincus;0.0;0.0;0.0;0.007359847879346061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00013296731520840506;0.0;0.0;0.0;0.0
1047;convenable;0.0;0.0020755620094163436;0.0;0.002695008821169947;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015743890034224388;0.0;0.0;0.0;0.0
1048;convenablement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017839767210087593;0.0;0.0;0.0022494644442879567;0.0;0.002843840685452501;0.0;0.00010590769379102124;0.0;0.0009980986056078009;0.0020509174746467453;0.0;0.0;0.0;0.0
1049;convenir;0.0;0.03028170188375208;0.019696661127339594;0.05016767351291229;0.003572040025259098;0.0;0.0;0.0;0.0;0.0;0.11562891330403895;0.0;0.0;0.0;0.0011400655445135623;0.035189143451331395;0.0;0.0;0.033435698214096275;0.049700202248572196;0.05304271057511369;0.0;0.007548182170693117
1050;conviction;0.0004937603528033396;0.0;0.0;0.0;0.0;0.0;0.0;0.006844400193292131;0.0;0.008476959019889738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0072640946158641076;0.0;0.0002858955342136829;0.0;0.0
1051;convienne;0.0;0.0;0.0;0.00825035772321066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00440887869573792;0.0;0.0;0.0
1052;conviens;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.706692560605951e-05;7.483553503056335e-05;0.0044851292427641135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010220329612353359;0.0;0.0;0.0;0.0
1053;convient;0.0;0.007410419185061974;0.01230156312315722;0.010650368923116124;0.0;0.0;0.0;0.0;0.0032304921128688516;0.00019573478070223962;0.0004038364159663068;0.0;0.0;0.0;0.0;0.0;0.03281780522614994;0.0029163921203330632;0.0;0.05739841995320165;0.0;0.0;0.0
1054;cool;0.0012153204801319097;0.002296140636163666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005313531193054543;0.0;0.0;0.007749713806955535;0.0
1055;coopératif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0025752959017113866;0.0;0.0;0.0;0.005611525833239075;0.0;0.0;0.0;0.0006873312840361753
1056;coorespond;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.31171729473224e-275
1057;copain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005303007023557516;0.0;0.0004861806547235971;0.001365727423948173;0.0;0.0;0.0;0.0
1058;copie;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00023413794155433007;0.0;0.0;0.0;0.0;0.0;0.0019537561204860778;0.00353788584621702;0.0;0.0;0.0;0.0
1059;copine;0.0;0.0;0.0;0.0;0.0;0.0065620428392729946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008119696754829228;0.0008077627831092311;0.0;0.0;0.0
1060;copié;0.0;0.000607085007425596;0.0;0.0;0.0;0.0;0.002079554216303979;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016229910407865103;2.452826941225547e-05;0.00020491506172443986;0.0;0.0
1061;coquet;0.0;0.0;0.0;0.00016536504939038246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004364788994796826;0.0;0.0;5.064248778273861e-05;0.0;0.002615049637855614;0.0;3.595976656234329e-05;0.00010338963852588852;0.0
1062;coquille;0.0;1.3732526534593625e-05;0.0;0.00020376100167267277;0.0;0.0;0.0;0.0;2.2513829891129998e-05;0.0;0.00015595083344092136;5.6318086243522827e-05;0.0;0.00010424663896027222;0.0;0.0;0.0;2.122792921985213e-05;0.00019895824062994894;0.0;0.0;0.00025479466214067386;0.0
1063;cor;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001099878213879673;0.000416516933121299;0.0;0.0;0.0003605815098218599;0.0;0.0003380496707877153;0.0;0.0
1064;corbeau;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005229840343398388;0.0;0.0;0.0;0.0;0.0;0.0;0.0004684276550528578;0.0;3.3546615717153234e-05;0.0;0.0;0.0
1065;cordialement;0.002545498394972362;0.0;0.0;0.0;0.0;0.008500330011233454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0897024693951313e-05;0.0;0.0;0.0;0.0;0.0
1066;corporel;0.0;0.0;0.0;0.008242717021889912;0.0;0.0;0.0;0.0017042735934443471;0.0;0.0;0.0002324521098879163;0.0;0.0;0.0007691021102936192;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1067;corps;0.0;0.0;0.002594198233721413;0.005172202607226325;0.0;0.0;0.0;0.011723886928331631;0.001179543932282746;0.0;0.0;0.0;0.01200645344530524;0.0;0.0;0.0;0.0;9.37629731255249e-05;0.0;0.0;0.0;0.039219686165167064;0.0
1068;correct;0.0;0.1392604143729612;0.0011680391029826342;0.0;0.0;0.0025656869563327085;0.02719152815550377;0.008323234526345287;0.0;0.0;0.027009803488365645;0.07716973561955276;0.0005672198850445083;0.0;0.004403723242463677;0.023971923023569087;0.0;0.006316153953633692;0.0055821808898361535;0.017831901935140816;0.0;0.04573053984026582;0.0
1069;correcte;0.0;0.007272641143476465;0.0;0.006023642734671534;0.0;0.0;0.004924057962944175;0.0;0.0;0.0;0.007774288164980865;0.0;0.0;0.0;0.0;0.008602903133922035;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1070;correctement;0.0008931466194937248;0.0;0.0018876821877041757;0.004447601662455841;0.0;0.0;0.0;0.0;0.0016704664702350688;0.0;0.0;0.0;0.00974362676886917;0.018139758690270565;0.010126616408612628;0.002465017703834435;0.0;0.017313435593347578;0.00028928806837898136;0.0;0.0012644315226704509;0.00011896818325471491;0.0
1071;correcteur;0.0011645702437279824;0.009539970216828151;0.0;0.001304070436751942;0.0;0.0;0.0;0.0;0.0027278839407296885;0.0;0.01319458251937079;0.0;0.0;0.0;0.0;0.0028187378321098398;0.0;0.0;0.006866184448152855;0.0014809656644814884;0.02009132852049228;0.0;0.0
1072;correction;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011999178169539786;0.0;0.0;0.0;0.0;0.0;0.0020330622914832954;0.0053184336329073845;0.0;0.00011207102120675497;0.0;0.0;0.0;0.0;0.0
1073;corrector;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004318306827074861;0.0;0.0;0.00820749651628948;0.001561046573126365;0.0;0.0;0.0;0.0017409619667301277;0.0;0.0;0.0;0.0
1074;correpond;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.31171729473224e-275
1075;correspond;0.0;0.004396661868778749;0.0;0.0;0.04510808186263578;0.0;0.0033472122449069606;0.0;0.0;0.0;0.0;0.0;0.0;0.010790697490208074;0.0009738901524010483;0.0;0.0;0.0;0.006129657649859137;0.00046841578745874065;0.0;0.0;0.0
1076;correspondance;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018618726990580578;0.0;0.0018244388166216566;0.0;0.0;0.0;0.0;0.0010256584404642422;0.0;0.0;0.0003375733683096171;0.0;0.00013790662547760553
1077;correspondant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01969346402267693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0078647492754533;0.0;0.0
1078;correspondre;0.0;0.01753574278104755;0.018470533384176046;0.0;0.16735848475078235;0.0017652376254550628;0.0;0.0;0.0;0.0;0.19011622925313224;0.0;0.0;0.0;0.0;0.0074398116531078536;0.0;0.003902271128484608;0.04984895842973229;0.0017925819932651623;0.003134236205008675;0.0;0.06388469653617726
1079;corrige;0.0;0.0;0.0;0.0003981023692905357;0.0;0.0;0.0;0.0;0.0;0.0;1.8029554297684917e-05;0.0;0.0;2.146992985810908e-05;9.582674777583474e-05;0.0030192156217480584;7.685665628151927e-05;0.0;0.0;0.0003290663888219366;0.0;0.0;0.0004889437468259367
1080;corriger;0.00010838509875904285;0.000534946402486968;0.0;0.002441547331567978;0.0;0.0;0.0;0.0;0.021759833073046044;0.00459529721186878;0.005912045435636673;0.0;0.0037531705614216875;0.0;0.0;0.00048577285425317404;0.0;0.005462788207722569;0.004729034699249276;0.0;0.0009720464874153141;8.241808875992557e-05;0.0
1081;corrigerait;0.0;0.0;0.0003859542862549808;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008850985312479554;0.0;0.0;0.005189031257139628;0.0;0.0;0.0;0.0
1082;corser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006034928289684182;0.0;0.0;0.00021437714482210897;0.0;0.0;0.0;0.0;0.0;0.0024151349752250966;0.0012645092315221344;0.0038478427303834527;0.0;0.0;0.0012201534328452432
1083;corvée;0.0;0.0;0.00032388121013195116;0.0;0.0;0.0;0.0;0.0007421694190666846;0.0;0.0;0.0;0.0;0.0013901771785595307;0.0016560900174084569;0.0;0.0;0.0;0.0;0.0;0.001412595472925389;0.0;0.0;0.0
1084;cosmetic;0.0;0.0;0.0;0.0;3.712773927866411e-05;0.0;1.3801403354491594e-05;0.0;0.0;0.0;0.0001677189450353703;0.000285237517955822;2.7298554295341423e-06;0.0;0.0;0.0;3.767250962243293e-05;0.0;0.0011857221890232417;0.0;0.0;0.0;0.0
1085;cosmetics;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.623167746027723e-06;1.4125099771284817e-05;5.198163811205468e-05;0.0;0.00011533010241319576;1.2441230743057887e-05;5.539996195948605e-05;0.0;0.0;0.0;0.0;0.0001894820761537549;0.0;1.2766201740567561e-05;0.0;5.1469170241067965e-05
1086;cosmetique;0.0;0.0;2.5977990768940006e-05;0.0;0.0;0.0;0.0;1.1522337820080844e-05;0.0;0.0;0.0;1.7147379649081104e-05;0.0;0.0;4.375532546503118e-06;5.9413739482423946e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1087;cosmetiquescl;0.0;1.926300811091663e-05;0.0;0.0;0.0;4.5686155819521825e-05;2.485929561598914e-05;0.0;0.0;0.0;0.0;0.0;0.0;9.121190109553825e-05;0.0;0.0;1.1373115926422295e-05;0.00012339350630021547;0.0005381694005962038;0.0001541530597785067;2.6478290313237076e-05;0.0;0.0
1088;cosmétique;0.0;0.007398900579882924;0.0;0.0;0.0;0.0;0.0;0.0;0.0014263069510523957;0.0;0.0;0.004238826392283896;0.0;0.0;0.0;0.001009865427922245;0.0;0.0;0.011150418174625186;0.0;0.0;0.0;0.0
1089;cosmétiquer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012407605472290533;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1090;costaud;0.0;0.0021469740698204635;0.0;0.0027646827997556463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015898612292669606;0.0;0.0;0.0;0.0
1091;cotayez;6.572817968866266e-07;0.0;0.0;2.242122823264135e-05;0.0;0.0;0.0;0.0;1.8318578306515814e-05;0.0;3.740381622034413e-06;1.597938318008886e-05;0.0;0.00011762267992770422;0.0;0.0;0.0;3.978612587419413e-05;0.00012851323085568504;0.0007150059789870176;2.9467510278338007e-05;0.0;2.7827902022221622e-05
1092;cote;0.0;0.0;0.0003018821203031126;0.0030339321767438214;0.0;0.003734617280371832;0.0;0.0003180596800720212;0.0;0.0;0.0;0.003758006979750258;0.0;0.0;0.00036513187927353325;0.005000718525497227;0.0;0.0;0.0;0.0010256899569476314;0.0;0.0;0.0
1093;coter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010045430114063185;0.0;0.0;0.0;0.0011629623887715556;0.002003512622426241;0.0;0.0140223497411258;0.003090849934101349;0.0
1094;coton;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012896963306585107;0.0;0.0;0.0;0.0032710564686292166;0.0006943968210696814;0.01586813335743931;0.0004556011912804331;0.0;0.0;0.00048662628753254274;0.0;0.0
1095;coté;0.0;0.0;0.0;0.0;0.0;6.085619614357092e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011967332033142872;0.001149626534299882;0.0;0.0;0.0;0.00010689631679258895;0.0;0.00034066173012438616;2.7612199541005693e-05;4.0551750637105335e-05
1096;cotés;0.0;0.0;1.076626938245202e-05;0.0;0.0;6.15288394176507e-05;8.846863828925896e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.24704699608272e-05;4.7263372396175655e-05;0.0;0.00018891389676978611;0.00026794280592267535;0.0;0.0;0.00013683308785870653;0.0
1097;cou;0.0;0.0;0.0;0.003950113376894271;0.0;0.0;0.0;0.002898376214216273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0042444462366918205;0.0;0.002041698816259313;0.0;0.007422334771733151;0.0;0.0;0.0
1098;couche;0.0;0.0;0.0;0.0;0.0;0.0;0.002619509579509402;0.0;0.0;0.0;0.0;0.0;0.0030191826015860523;0.0;0.03814134702641084;0.02914946567344886;0.00024600655393209854;0.0;0.06416190825481473;0.0026065471201211048;0.0;0.0;0.0
1099;coucher;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000541760731753616;8.002209111284598e-07;0.0004953792982658601;0.0013764489636030443;0.0;0.0;0.0;0.0
1100;coucnvrance;0.0;0.0;0.0;0.0004882997107075391;0.0;0.004792200764861079;0.0;0.0;0.0;0.0;7.903686595820542e-05;0.0;0.0;0.0;0.0;0.004096219829404363;0.0;0.0;0.0;0.0;0.0;0.0002821269737726327;0.00020807265782432348
1101;coucou;0.0;0.0;0.0;0.0;0.0;6.425604669654067e-05;0.00011750764434659313;0.0;0.0;0.0;0.0;0.0;0.0;0.00043175692021012033;0.0;0.0;0.0;0.0;0.002406943562388577;0.0;0.0;0.0;0.0
1102;coule;0.002769243354729927;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002934963305843571;0.0;0.0;0.0;0.0026753563947886877;0.002056215682229751;0.0004598981529447199;0.0013665447767617859;0.003618443240163526;0.0;0.0027028482717065413;0.0015755915346994506;0.0
1103;couler;0.0024112663158009176;0.001284493062158482;0.0;0.0;0.0;0.00032057181961612136;0.0005332675762446551;0.0;0.007047499868005387;0.0;0.0;0.0;0.0;0.0;0.006369802497842552;0.06373331905081075;0.0;0.00859456326319282;0.0013503624163878913;0.011170167792726126;0.003539029575654325;0.0;0.0
1104;couleur;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3675200390133737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1105;couleurs;0.006692383506309133;0.009252159402826608;0.0;0.01188179085820093;0.04335866880983375;0.007598044311617999;0.01652771440360304;0.0047566034575169565;0.026506342472522752;0.00044754614079511103;0.009341444596622549;0.01223305981527046;0.00013240360917526184;0.0022897077741607943;0.026430374141554747;0.02483829878617191;0.01022637755813768;0.0;0.015267219735230837;0.005456857097761373;0.020698322848916272;0.0;0.0032121392778836043
1106;coulé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002786958793267086;0.0009643237905484799;0.005314510842681381;0.0009162409023289516;0.0;0.021770590082091333;0.0;0.0
1107;coup;0.0;0.0030032080109812977;0.0020373877966933206;0.013463273630334598;0.0;0.0053726950439529995;0.0;0.006447893789882972;0.01727710312362031;0.0;0.0;0.0;0.0024304398739501574;0.02136263059701104;0.013782951747454041;0.01442467329560214;0.0028813034658889897;0.007788905643495538;0.06951852956920637;0.0;0.015409781882001474;0.0;0.0008442217157361688
1108;coupe;0.0;0.0006204902404176335;0.0;0.0;0.003619641851094993;0.0015365899369457912;0.00143368100643671;0.001072576419881772;0.00025640467823985627;0.0;0.0;0.0016452683168169573;0.0027884299504055926;0.0;0.0;0.04356639795993135;0.0;0.0;0.010487171361218984;0.005059537200879075;0.0;0.00044921789448983855;0.0
1109;couper;0.0030489537258913115;0.0;0.0;0.0;0.0005044145712586759;0.0;0.0;0.0;0.0;0.0;0.0004884370409241356;0.0;0.0;0.005360090067309427;0.0;0.004388696266442995;0.0;0.0;0.004957023077052842;0.0;0.0;0.0;0.001718474257614605
