;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28
772;choc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3985008720052886e-05;0.0;0.0;0.0;0.0;4.4605530237118404e-05;0.0;0.0;0.00048674804080457604;0.0;0.0010625804854777882;6.972970625714114e-05;3.7409632924128425e-05;0.0;0.0;0.000347261350514472;0.0;5.8145159357382657e-05;0.0;0.0
773;chocolat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5863091636001687e-133
774;choisie;0.0;0.0;0.0;0.002704309227996822;0.0;0.0;0.0;0.0;0.0;9.308538083089082e-06;0.00018639679380588614;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008980641976083387;0.0;0.0;0.0
775;choisir;0.0005157029732771118;0.004322195783760823;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016854294207703357;0.0;0.0010024759878287618;0.0;0.014636243570917452;0.005456952207399745;0.0;0.0;0.0;0.0;5.316025415818223e-06;0.0;0.0;0.0;0.001313125008220507;0.047534723867380516;0.0;0.0;0.0022326216261732493
776;choix;0.0;0.005652359147901405;0.0;0.0;0.026209096762586346;0.0;0.0;0.0;0.0;0.0;0.004356867482526993;0.0;0.001724069598885077;0.005836301630609258;0.007391755162589073;0.0;0.0;0.0034376649474560325;0.0;0.0015335041467042473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003765459476909883;0.01672944278754205
777;chose;0.0;0.0;0.0;0.0077377977239227414;0.0;0.0;0.0;0.0005445530351957097;0.0;0.0011644382192663324;0.0;0.0;0.0007375060337461915;0.0;0.006258618374784752;0.0;0.001653502516327325;0.007198898731385655;0.004548970069222849;0.0;0.0;0.0;0.0;0.003600672828568492;0.0028804425385426783;0.003360267995363164;0.02486845366284968;0.0039034097985470423;0.042955801715156894
778;chouchou;0.0035249926337773524;0.0;0.0006723562516498573;0.01794942899275897;0.0;0.0;0.0;0.0062424104567657245;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00945799060715304;0.0;0.0;0.002764055100362973;0.0;0.0;0.0;0.01762712043493447;0.0;0.0;0.0;0.0;0.0
779;chouilla;0.0;0.002944648780147616;0.001895009701565975;0.0;0.0;0.0;0.0;0.0;0.0037318336809215465;0.0;7.374722503276056e-05;3.493741245674256e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
780;chrome;0.0;1.233633050444244e-05;0.0;0.0;8.986591318694913e-05;0.0;0.0;0.0;0.0;1.0003562456849244e-05;0.0002810209761562683;0.0001271941096076062;0.0;0.0004421592427300185;0.0;0.0;1.3475227449956944e-05;0.0;0.0;0.0;0.0;5.004213241325018e-05;0.0;0.0;0.0;0.0;0.00017244132330036376;0.0;0.0
781;chromer;1.9599653295924227e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00014710349467079764;3.3707191585170127e-05;4.7274909222566914e-05;0.0;5.951990475771019e-05;0.0;0.0;0.0;0.0;0.0;0.0;4.813959065822193e-05;0.00018429294722156693;0.0;0.0;0.0;0.0;0.00015799144496000896;0.0;0.00010509653531330662;2.7617024897963645e-06
782;chute;0.0042964816584905715;0.0031449898471305904;0.0;0.0;0.0;0.0;0.0;0.0;0.009646222390687596;0.01831865009105222;0.0;0.0;0.0;0.0;0.011834699408266416;0.0;0.0;0.03431659580664159;0.007934484694273766;0.0;0.012946528981140694;0.007934838478854643;0.0;0.008308333695348735;0.0138070726596885;0.0;0.0;0.0;0.007913066140126958
783;chuter;0.0;0.0;8.69604811043054e-06;0.0;5.860504205017691e-07;0.0;0.0;0.0;0.0;0.0;2.9656019591620315e-06;0.0;0.0;0.0;0.0;3.759673362303038e-07;1.753168173429255e-07;4.180303652795068e-06;0.0;3.335404022782726e-07;0.0;0.0;0.0;5.707324102314669e-06;0.0;0.0;2.6771999982222366e-06;4.681705004631502e-06;0.0
784;chutes;0.0;0.0014922453154054983;0.0;0.0;0.0;0.006183249315549429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0037616480860498563;0.004044389984747405;0.001456405275460197;0.0;0.0;0.0;7.258417550770618e-05;0.0010863738477637894;0.0007889731204408608;0.00048297808452720024;0.00012108400327681664;0.0008078743219291708;0.0;0.0
785;châtain;0.0;0.0;0.0;0.0;0.0;0.0;0.005056006547172788;0.0;0.000427009541701622;0.008710891703479983;0.010748196366203088;0.0;0.0;0.0;0.0;0.0;0.0;0.02350656642233272;0.0;0.0013247426140750075;0.0;0.0;0.0;0.0;0.002258074933188064;0.0004204664229791085;0.0;0.0;0.0
786;chèque;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021658336107082407;0.0;0.0;0.0;7.275495842065716e-05;0.0;0.0;7.152852342044145e-05;0.0;0.0002953835910699591;8.384876801801994e-05;0.0;9.22242406452681e-05;0.00012514776169467366
787;chèr;0.0;0.0;0.0;0.0009679480141857487;0.0;0.0;0.0;0.0;9.468978163781647e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0074126201786802615;8.286277117922606e-05;0.0;0.0;0.0;0.00010153262102501454;0.0;0.0;0.0;0.00023705988511491522;0.0;0.004768162152333972;0.0;0.002309303202989199
788;chére;0.0;0.0021615168758109403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011363013195495814;0.0;0.0;0.0;0.0;7.837462389567773e-05;0.0;0.00022858397822888465;0.0;0.00460746198875065;0.0;0.00029191661841898933;0.0;0.0
789;chéri;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018961130938542154;0.0;0.0;0.0;0.0003118228824685029;0.0;0.0;0.0;0.0;0.00013720808141641085;0.0;0.00032420599762126163;0.0;0.0007994161966674212;0.0;0.0002975138481428333;0.00039429679528403343;0.0;0.002818470592616018;0.0013488112434752856;0.001555928935256881
790;chérir;0.0;0.0;0.0;0.0;0.0;7.627586792601945e-05;0.0;0.0;0.0;0.0;4.0408280258653656e-05;0.0;0.0;5.644874057818467e-05;0.0;0.0;0.0;0.00026234138443298867;0.0;0.0;0.0004236272806543842;0.0;0.0;0.0;0.001651218191229228;0.0006697565867947255;0.0;0.0;0.0004938848303587554
791;ci;0.0;0.0;0.0;0.0;0.00041784891867226046;6.3659802491021974e-06;0.0;0.0;0.0;0.0;0.00017883062163178692;0.0;0.0;0.0;0.0;0.0010653539963301354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.80695535564686e-05;0.0005104395978743125;0.0
792;cible;0.0015443776123969283;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00024724003046529947;0.0;0.0;0.0;2.2875309723171518e-05;0.00014589033890447943;0.0;0.0;2.860557735042591e-05;0.0004036179282012495;0.0;0.0011519471710837938;0.00022367352047321002;0.0003025886215443373;0.0;0.0;0.0;0.000188716949643892;0.0;0.0001618222613385759;0.0
793;cibler;0.0;0.003643537862123737;0.0;0.0;0.0011614249253611396;0.0;0.0;0.0;0.005033249775260694;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.697450983586446e-05;0.0;0.0;0.0;0.0;0.0;0.010714358201285565;0.0;0.0;0.0;0.0;0.0;0.0
794;cicatrice;0.0006294703064939286;0.0;0.00043500995729790483;0.0006106548968444086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001667740662421649;0.0031567351154255527;0.0;0.0;0.002710204635510308;0.0;0.0;0.0;0.0;0.0;0.0025782285992013996;0.0001561891708322668;0.0036102151458984235;0.004143266204340268;0.0;0.0
795;cien;0.0;0.0;0.0017558003253314858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005974594464212622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003743469607281738;0.0;0.0007579609804774281;0.0;0.0004407896332591222;0.0;0.004309041604996578
796;cigare;0.0;0.007801426182284663;0.0021363574818409623;0.0;0.0;0.0;0.0025482672855597095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009552005368587128;0.0
797;cil;0.0075407996372094796;0.0034188315658809846;0.0;0.0;0.004261648262298611;0.0;0.0021974627117577997;0.0;0.0;0.0;0.007152817508761121;0.0;0.0;0.0;0.0316218094744782;0.0;0.0;0.14152033236025535;0.0;0.0;0.0;0.0;0.024305344833739886;0.11456754433376493;0.0;0.0;0.09045819892324691;0.009512198155269625;0.011465431129127233
798;cils;0.002194514707972154;0.0;0.0;0.0;0.0;0.0038241327270352224;0.005310409314137879;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004353460150519806;0.0;0.0047540098450321215;0.058948370708841964;0.0;0.0;0.0;0.0;0.0024421971537830944;0.10115908740220772;0.0009835150239528173;0.0;0.03106920246363626;0.01221367831366707;0.005792496078506253
799;cinnamal;0.0;0.0;0.0023866450025727265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
800;circonstance;0.0037626616154783354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00020506209125063842;0.0;0.0001277864160254943;0.0;0.0;0.0;0.0;0.0029569480033624102
801;circulaire;0.0;0.0;0.0;0.0024241072571683626;0.0;0.0;0.001673795724810336;0.0;0.0;0.0;0.0;0.0;2.322447182517613e-05;0.00038819343913657113;0.0;0.001222163385737124;3.563342097026645e-05;0.0016659055528639012;0.0;0.0;0.0;0.00011229373833394371;0.0;8.715479346313207e-05;0.0;0.0004145994133690445;2.6750188455944765e-05;0.0;0.0008637464779883182
802;cire;0.0;0.0;0.012483996014486343;0.0;0.0;0.0;0.023017040861091558;0.0;0.10800611602824824;0.012068776247122714;0.0;0.0;0.0;0.0;0.003726139453373983;0.0;0.0;0.0074844112618243485;0.025333602052861566;0.02652938975151652;0.010848629286752882;0.15512126507596283;0.0;0.06591931903726955;0.07395958438582437;0.0;0.016460282550083485;0.0;0.025633447639119802
803;cirer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.107264080759418e-06;0.0;0.0;0.0;0.0;0.00033610906621256437;0.0;0.0;0.0008777455232808881;2.1850179827819223e-05;0.00037694475750767214;0.0;0.0006988258587369928;0.0;0.0007216380103429269;0.0010672098493168963;0.000810080486957702;0.00044934791981684954;0.00040183652519619543;0.0010681846966789344
804;cires;0.0;0.0;0.0023244119998336063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019552504501556343;0.0;0.0;0.0;0.0;0.0003267536313846038;0.0;0.0;0.0;0.0;0.0;0.008795904116681675;0.0;0.0;0.0;0.0;0.0002968148645942122;0.0;0.002169710018554896
805;citer;0.0;0.0033888201560535844;0.0023769132141610596;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.288260588742296e-05;0.0;0.0;0.00021158280336767299;0.0;0.0;0.0;0.0;0.001995093954640002;0.0;0.0;0.0
806;citerai;0.0;0.0006852808430045099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041919723826704114
807;citronnée;0.0;0.0;0.0;0.00046745106557526155;0.0;0.0;0.0;0.0;0.0;0.0;6.294391812214294e-05;0.0;1.2472812689040167e-05;0.0;0.0;0.000274301597253741;0.00031366093764423315;0.0007652210686807108;0.0;0.00014020481467474856;0.0;0.0002371146640314653;4.246974542137651e-05;0.00016694016149870766;0.0;0.00030566781985745024;0.00015346313948770587;0.00024186942017567447;0.00031594353815651323
808;clair;0.005111063470311651;0.0;0.0;0.07660166403985812;0.0012938772544083966;0.002618460994458367;0.0006562051679182229;0.0;0.005565726464585405;0.0015065290272096759;0.1276245101002826;0.0;0.0017276085185711932;0.0;0.0;0.012534607772228586;0.0;0.008828075993936726;0.0;0.0;0.0;0.0;0.012140739126394148;0.0;0.004828047913700258;0.11992831129298155;0.0;0.0;0.010104914813540741
809;clairement;0.0;0.0;0.0;0.0;1.1461452990363423e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002204602117821884;0.0;0.0;0.0010287375453184627;0.0;0.003455283765529279;0.0;0.0;6.38662196783671e-05;0.0;0.0;0.000766599514303935;0.0;0.00025268313524305695;0.0008666986305484291;3.404597078523427e-05;0.0
810;clairs;0.0;0.0;0.0;0.0;4.8595204566648985e-05;0.0;0.0;0.0;0.0;0.00037323603259478444;0.003658261436360521;0.0;0.0;0.00018207371107004263;0.0;0.0009916962192900699;0.0;0.0007431848598595678;0.0;0.0018203627723345883;0.0;0.0;0.0008015507708045088;0.0;0.0012761198270906918;0.0;0.0;0.0;0.0
811;clairsemer;0.0010836877318182137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00023738705927772957;0.0;0.0;0.00034070810471844394;0.0;0.0;0.0;0.0;0.0;0.0;0.0013950785530807586;0.0;0.005147818866362764;0.0;0.0016432767891664743
812;clairsemé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004097772048184712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
813;clarins;0.0;0.0;0.0;0.013061139393208352;0.0;0.0;0.0;0.0;0.0;1.2525421222077795e-05;0.0;0.0;0.0;0.0;0.0013599124788281163;5.4927869366755124e-05;0.0;0.00016066021318050783;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007573550667563584;0.0;0.0
814;clarisonic;0.0;0.0;0.0;0.008643728753395264;0.0;0.0;0.0;0.0;0.0;3.251804189767352e-05;0.0010652124882063864;0.0;0.0;0.0;0.0;0.0;0.0;0.0007778361564360764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006192987125045274;0.0;0.0
815;classe;0.003005509725369453;0.0;0.0070908722206227985;0.004145165541827856;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017921228430087265;0.0015635738904041954
816;classer;0.0015195669718217463;0.00362752970806318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.421331357571558e-05;0.0;0.0;0.0;0.0;0.00025377258214392945;0.0;0.0;7.077901052429756e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00017462838327035019;0.0
817;classique;0.0;0.004690844185997813;0.0;0.0;0.0;0.0;0.0;0.005743523497361977;0.006672927004398416;0.0013329800314646574;0.0;0.000607442465214659;0.0;0.011769424925233266;0.0;0.05366278272123669;0.0;0.0;0.0;0.012918438042664855;0.0;0.0;0.0;0.0;0.0;0.005202100635750379;0.020635989476474242;0.0;0.021344419615941017
818;clay;0.0;0.0;0.0006087161903905673;0.0;0.0;0.0;0.0;0.001208646255584178;0.002148142590603697;0.0;0.0;0.0;0.0020785529221091998;0.0;0.0;0.0;0.0;0.0;7.61751124631893e-05;0.0002843739102287474;0.0;0.0001376887411721677;0.0;0.0;0.0;0.0;0.0034273120965369933;0.0;0.003009330461807529
819;client;0.004638539976144961;0.021393564665463938;0.0;0.0;0.003904975501135069;0.008744030325982914;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007650760973669761;0.0;0.0;0.0;0.0036697174844586874;0.011912773659323181;0.0;0.0;0.0;0.0;0.0;0.0;0.0072663049094887945;0.0;0.0;0.0
820;clientes;0.0;0.0;0.0;0.0;5.0303299136534136e-05;0.0;0.0;0.0;0.005729682716758268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
821;clignement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048050811690518165;0.0;0.00016885652922075717;0.00016961304623291403;0.0;0.0;0.0;0.0;0.0;7.908552797918012e-05;0.0;0.0003835264940748156;0.0;0.0006182282777981676;0.0;0.00030910723242629526;9.153431241501143e-05;0.0;0.0003468206056795443
822;climat;0.0;0.0;0.0;0.006223761995205583;0.0;0.0;0.0;0.0;0.0;0.0;1.5991142706968716e-05;0.0;0.0;0.0010573158215510543;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01113205012194848;0.0;0.0;0.0;0.0;0.0;0.0;0.0
823;clin;0.0;0.0;0.0;0.0009974163905324927;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002775228014343404;0.0;0.0;0.0;0.0;1.7700819986773543e-05;0.003186491205615809;0.002739124321645159;0.0;0.0
824;clinique;0.0;0.0;0.0;0.0016906284395924855;0.0;0.0;0.003777144021615838;0.0;0.0;0.0;0.009914962891043709;0.0;0.0;0.001183527093087535;0.0028620996724235946;0.0;0.0;0.00034216424633651136;0.0;0.0;0.00013570254589120759;0.0009284659818581461;0.0;0.0012263612307029815;0.0;0.0008152055251875463;0.0;0.0;0.011102992002907423
825;cliquer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009369953170344059;6.476424774575549e-05;0.0008909446467013172;0.0;0.0;0.0;0.00030364255103318264;0.0;4.655691776334278e-05;8.751150984123632e-05;0.00017618685224610225;0.00013034881129007515;0.0;0.0009376225786889747
826;club;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00021347100832896405;0.0;0.0;0.0;0.0;0.00021892882482941353;7.483155705846095e-06;0.0;0.0;0.0;0.001825678087027503;0.0011917286244674187;4.333792400282089e-05
827;coco;0.0;0.004767495247829948;0.001972487317429327;0.0;0.0;0.0;0.003254308367165282;0.0;0.00408688146334679;0.0;0.0;0.0;0.0;0.0002286888336362255;0.0;8.094748270693326e-06;0.01092077514501726;0.0023065646301206177;0.0;0.0013994752442293857;3.176932089451781e-05;0.0015422022518606325;0.0;0.0;0.0;0.0;0.0;0.0;0.0
828;cocooning;0.0;0.0;0.00034340828593614376;0.000863138304315212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012822583723622757;0.0;0.0;0.0005204459969982516;0.0;0.0;0.0;0.0019431210718039165;0.0;0.0;0.0;0.0;8.330653936596253e-05;0.0018321089723197159;0.0;0.0;0.0
829;cocotte;0.0;0.0;0.0043062110474236855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
830;code;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0046961201674238515;0.0;0.0;0.0;0.0;0.0;0.00011717894553113046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.297579745501951e-05;0.0014324203914845726;7.332862239019147e-05
831;codes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5924432150989115e-05;0.0;0.0;0.0;0.00044608097151846627;0.0;0.0009035522419245199;1.447775306279621e-05;0.0;0.0;0.0;0.0;1.3601706091714795e-05;0.0;0.00015024974887962504;0.0;0.00023645811391707946;2.028280638844542e-05
832;coeur;0.0;0.0;0.0026428688076009987;0.006057846725628239;0.0;0.0;0.004176431119918125;0.004968020839837802;0.0;0.0;0.0;0.0;0.012032545627216989;0.010126675373776652;0.0;0.015504987348780218;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004980007198026559;0.002752163758083731;0.0;0.0;0.004570345324220257
833;coffret;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0020981942842190154;0.0;0.0032014151998012606;0.0;0.0;0.0;0.00022511257113554494;0.0007315287291302743;0.0;0.005710129862641458;0.0;0.0;0.0;0.0;0.0;0.0021555126990514826;0.0006518873591257059;0.0;0.0;0.0;0.0
834;coiffage;0.0;0.0022660604508448743;0.002393480135933068;0.0;0.0;0.0;0.0021304404150168355;0.0008986449354053529;0.0013787056408095981;0.0;0.0;0.0;0.00834679128224887;0.013451323777258507;0.0;0.0;0.006349520687649584;0.0051438288217501285;0.0;0.0;0.0;0.010188744345097856;0.0;0.002482172174771817;0.0;0.0;0.0;0.010013747494473252;0.010640568843398765
835;coiffages;0.0;0.0;0.0;0.0;0.0;4.927896780805591e-05;0.0;7.108605744178432e-05;0.0;0.0;0.0;0.00011906907948529663;0.0;0.00045760466653907336;0.00028666202334500375;0.0;6.366389560203187e-05;0.0;0.0;1.61505149961902e-05;0.0;0.0;2.640361015663737e-05;0.0;0.00026002477634130643;0.0004515916937121924;0.0;0.0;0.0
836;coiffant;0.0;0.0;0.004018436888243224;0.0;0.0;0.0;0.0;0.0;0.0;0.009619364217435011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006154088031793867;0.0;0.0;0.007891714937161504;0.0;0.005770265975177952;0.03478484838751084;0.0;0.023184030130866763;0.0027528891059785516;0.0
837;coiffante;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005109810670056563;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01399416202601964;0.0;0.0;0.0;0.0;0.0;0.0;0.009626069926818907;0.0;0.001717364312058917
838;coiffantes;0.0;0.0;0.0;0.0;0.0;8.659086446888124e-05;0.0;1.0419804058746633e-05;0.0;0.0;9.5068425802761e-05;0.0;3.89660088638101e-05;0.0002174225174382846;0.00013038618441323248;0.0;0.0005458430505239327;0.00016681823987326622;0.0;0.0;0.0;0.00014958322542361246;0.00011531034368115136;0.0;0.000182811427683231;0.00052880717464173;8.379833027387804e-05;0.0;0.0
839;coiffe;0.004377884456056933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012113981619107745;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02062910311612304;0.0;0.0;0.0;0.0;0.0;0.0;0.0
840;coiffer;0.000713654388961502;0.0;0.0;0.0;0.0;0.0020945006397343814;0.0;0.055982905395234345;0.008678452173503505;0.0;0.0;0.0;0.005389339488825262;0.0;0.133917005965388;0.0;0.019592192020855173;0.0;0.006026939460193345;0.004134860213111473;0.017103841653954798;0.02751385840840436;0.004514627373229207;0.025042327183630583;0.037917947157634774;0.0;0.01822045401222917;0.0;0.0
841;coiffeur;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8127817227875156;0.0;0.0;0.0;0.0
842;coiffeurs;0.0032262256717353046;0.01808835303648122;0.0;0.0;0.0;0.0;0.0;0.0;0.016387771293540118;0.0;0.0;0.012985418465181465;0.0;0.0;0.0014094549915946886;0.0;0.0;0.0008842033459194578;0.0048980869291753515;0.0;0.0;0.007479462333995076;0.0;0.006949392007984911;0.004637106994439332;0.0;0.003700454799754973;0.0;0.013948256479599847
843;coiffeuse;0.022867926008164702;0.04038118208253994;0.0;0.0;0.0;0.0;0.0;0.0;0.052833711119745615;0.0;0.005094503642534611;0.0013166789035342936;0.0;0.022085943708483376;0.0;9.010868143036974e-05;0.0;0.007324021525406604;0.036849372757565176;0.03019985057289868;0.0;0.0;0.04081169220324225;0.0;0.0422457874542039;0.0;0.001600326582656246;0.0;0.007267085836183457
844;coiffeuses;0.0012439564035553739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014822252630703112;0.0;0.0;0.0;0.0;0.0;0.0051130782233961515;0.0;0.0;0.00767835707482615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
845;coiffure;0.006994815972013472;0.02910166554527007;0.0;0.0;0.023068966319378072;0.007033098261039856;0.0;0.0;0.00862156245430081;0.0009246671202471233;0.0;0.0;0.0;0.0;0.0;0.0010248187517020407;0.003477203279153841;0.009267417094315038;0.0;0.03351360947130555;0.0;0.004187114950579811;0.0016209965988741239;0.03688659196740039;0.05066459287900529;0.0;0.00072528223938377;0.004881565075908701;0.012176687587998525
846;coiffé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014285595461852202;0.0005399334401416293;0.0;0.0;0.0;0.0;0.0;0.00016782852314366065;0.01362102171271225;0.0;0.0;0.0;0.0
847;coiffés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005743142503936845;0.0;0.0015656016441488968;0.0;0.006479737193427592;0.0;0.0;0.0;0.0;0.0;0.0;0.00101546975778071;0.0009574752164493917;0.0;0.0;0.0;0.0
848;coin;0.0;0.0;0.0;0.0;0.006441508469944863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0025027492406335633;0.000957546037080323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007782313303243757;0.010296786775904197;2.7005388455755687e-05;0.00034341934224003403;0.0005353793800577718;0.0007408774715211075
849;colis;0.0;0.0;0.0;0.0;0.008429921761370454;0.0029178723264045325;0.0;0.0;0.0007951413830749266;0.0;0.0;0.03338645568410254;0.0;0.0;0.0;0.15606690883939703;0.0037022992444530247;0.0;0.03628021594520159;0.0;0.0;0.0;0.012612548590404631;0.0;0.007313539300475247;0.014022946942352182;0.008730264576877493;0.000928752759968958;0.008880784144179862
850;colisage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014325010628098808;0.009422002537619191;0.0
851;colissimo;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5924432150989115e-05;0.0;0.0;0.0;0.00044608097151846627;0.0;0.0009035522419245199;1.447775306279621e-05;0.0;0.0;0.0;0.0;1.3601706091714795e-05;0.0;0.00015024974887962504;0.0;0.00023645811391707946;2.028280638844542e-05
852;collance;0.0;0.0;0.0003293854847454187;0.0;0.0;0.0;0.0;0.0006613363404626066;0.0010931186384014028;0.0;0.0;0.0;0.0011185226005156338;0.0;0.0;0.0;0.0;0.0;5.8769560654692085e-05;0.00015529691954972196;0.0;0.00010670036210301128;0.0;0.0;0.0;0.0;0.0018006275870217081;0.0;0.0003032492964712981
853;collant;0.0;0.0;0.0;0.010137678855076954;0.0;0.0;0.0;0.0;0.0;0.0;0.018383842372645173;0.0;0.0671984698829462;0.0;0.0;0.003553523131212918;0.003203366552785916;0.0;0.0;0.0;0.0;0.050307188661903174;0.0;0.0;0.011560158901264739;0.0;0.00017952640631482884;0.024352547615433127;0.0
854;collante;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010880585394624945;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02267248677154637;0.0;0.0;0.0;0.0;0.013822377152072416;0.00332512011080104;0.0
