;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28
32;abîmé;0.002098790738462934;0.0;0.0006804719082151193;0.0;0.0;0.0;0.0007609134851849636;0.0;0.0;0.0;0.0;0.0014003125764098677;0.0;0.002719153087588706;0.0;0.02386509113214258;0.045474354470420954;0.0;0.0;0.001999453076078951;0.0;0.024436994592260116;0.0;0.0;0.0;0.0032830016551103807;0.0039016713788151518;0.007385364823685705;0.0
33;acaht;0.0;0.0;0.0;0.0005194243251439261;0.0;0.005741399363800096;4.848218269213846e-05;0.0;2.0179415955946432e-05;0.0;0.0;0.0;8.197450050283765e-05;0.0;0.0001648951326707799;0.00012620578839643665;6.294384967082565e-05;0.0;0.0;0.0;0.0;3.500548407940876e-05;0.0;0.00037876867215300863;0.0;0.00045850046373800056;8.56423943138039e-05;0.0;0.0
34;accentuer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008466737155178379;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00034766657916074947;0.0;0.0;0.0012059211864628209;0.0;0.0
35;acceptable;0.0;0.005908441863522766;0.0;0.0;0.0;0.0;0.008774038970492457;0.0;0.0;0.0;0.0;0.00013762277806365106;0.0;0.0;0.0;0.0;0.0;0.000431824811761285;0.0;0.0;0.0;0.00013712163093185817;0.0;0.0;0.0;0.00022130170152235087;0.0;0.0;0.0
36;accessible;0.0;0.014076624518326915;0.0;0.0;0.0;0.0;0.011826393189611827;0.0005878621756341196;0.006734147777626262;0.0;0.0;0.005708334753718955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024328124396902355;5.7156365412565684e-05;0.0;0.00948760661911097;0.0;0.01507695914804056;0.0;0.007806221503542773
37;accessoire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011049125389519198;0.004179723756080964;0.0008916666218567403
38;accompagne;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015152010823818758;0.0;0.0;0.0
39;accompagner;0.0004611886249357341;0.0;0.0002973735758286469;0.0;0.002031143115945175;0.011004844659074878;0.0;0.009054065115503574;0.007097725262555437;0.0;0.0;0.009849667790360806;0.0;0.003290243865308738;0.0;0.0;0.0;0.0;0.00897849460021971;0.0041004701503960265;0.0;0.0;0.0;0.0;0.0;0.0;0.006626306465468915;0.0;0.0
40;accord;0.0;0.0;0.0011472962970930194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00023566853243273453;0.0;0.0;0.015552092313211066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021303773687654008;0.0006042925659678013;0.0;0.0
41;accorde;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2097588498318212e-05;0.0;0.0;6.741967993619865e-05;0.0;0.0;5.633142719520554e-05;3.329134006921806e-05;0.0;0.0;1.906706920295846e-05;3.129542784367388e-05;2.8577043186942613e-05;1.55419567382971e-06;0.0;0.0;4.44830574664233e-05;0.0;6.653470447235495e-06;8.125383653149103e-06;2.692036853054171e-05;0.00010739263638921035
42;accorder;0.0;0.0;0.0;5.37187915091985e-06;0.00041768426117542025;1.3192162759757417e-05;0.0;0.0;8.401027619586825e-05;0.0;9.084810397908068e-05;0.0;0.0;0.0;0.0008090922643928749;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.087844865296765e-05;4.653105490142241e-05;0.0005824332627829875;0.00024040030379309516;0.0;0.0;0.00011285468670790492
43;accouchement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007579216587878208;0.0;0.0;0.0;0.0;0.0001945932584496432;0.00014438598471038717;0.0;0.0005936584476431179;0.0;0.0;0.0014220697210942884;0.0;1.8936985002428424e-05;0.00015881554974996967;0.0;0.0;0.0012363786784643231;0.0;9.460812083122843e-05
44;accoucher;0.0;0.0006567584987155342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2176156124160358e-05;0.0;0.0001387001071472701;5.2034607052847094e-05;0.0;0.0;0.0;0.0001000986867142118;0.0023903019026265916;0.00019032995327447155;0.0;0.0
45;accro;0.0;0.0;0.0;0.0016238847204670462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014180017780542657;0.0;0.0;0.0;0.0;0.0;0.0;0.0014713370001919396;0.0003437355262608217;0.004479537668889882;0.0;0.0;0.0005551651684686126
46;accroche;0.0;0.0;0.0;0.0024322906913999995;0.0;0.0;0.0;0.0;0.0;0.00016753965383571633;0.0010157670133733462;0.0;0.0;0.0;0.001596259750266356;0.0;0.0;0.0006130994977675369;0.0;6.364630831550933e-06;0.0;0.0;0.0;0.001450702521181059;0.0;0.007163062069991267;0.0;0.009344274326643741;0.0
47;accrochent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002606396114411018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5637136919299404e-05;0.0;0.0;0.0;0.0;0.008612735195584136
48;accueil;0.0;0.0002534171827920726;0.0;0.0;0.0;1.0143019662358348e-05;0.0;0.0;0.0;0.0;0.000359171561557581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8872713870755217e-05;0.00012375064866493605;0.00040880355804856787;0.0;0.0;0.0;0.0013267122322141488;5.774958936409566e-05;0.0;0.0;0.00018061070693884142
49;accès;0.0;0.0;0.0;0.0;0.0;0.006056620968767036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005295981794339903;0.001246239414905446;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001113776042440339
50;accélérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011025456096107331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.717420692876166e-06;0.0;0.0007181235619687233;0.0023794803328429565;5.8543037540916785e-06;0.0;5.876839284849502e-05;0.0006429664046212408;0.0;0.0;0.0;0.0
51;ach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01593156420098369;0.0;0.0;0.0;0.0;0.0;0.0;0.0007638224827575127;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012814772205689323;0.0;0.0
52;achat;0.0;0.0471285707728495;0.0;0.006447867102866186;0.1005314242057185;0.1877409145489514;0.013432060089131153;0.008767012480278417;0.0;0.00560946931245557;0.008795882138125532;0.018458287916322917;0.0;0.0;0.0;0.0;0.005625138786198963;0.0;0.0;0.01116058635464067;0.02404120993193742;0.008090284812109274;0.2732892599437808;0.022777240791147575;0.041851642690322176;0.0003561284149981941;0.0;0.0017093864996813267;0.005464032793656733
53;achats;0.0;0.0;0.0015129097552015378;0.002848136904919389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010118650241091906;0.0013336485729912946
54;ache;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00015698529417815002;7.4410927173331715e-06;0.00025664901861923383;2.1005646611327714e-05;0.0;0.0;5.012444672203907e-06;3.632697736365593e-05;0.0;0.0;5.2730872222592774e-05;0.0004453968909851479;3.833462907441277e-05;0.0;0.00010788881155243999;0.0;0.0013850583683380278;7.093112226399862e-05;0.0;7.191548331998941e-05;9.653179707455656e-05
55;acheminement;0.0010764911460998004;0.003708286382942213;0.0;0.0;0.0;0.0;0.0022640486836407636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001397536319850557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003442374475396665;0.0
56;achetais;9.065782909855715e-06;0.0030122332299578514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01172324280255324;0.0052602474908397655;0.0;0.0;0.005480358555978185;0.045228904879078;0.0;0.0;0.0014994078688925693;0.0
57;achete;0.0;0.0;0.0;0.0;0.00842258841393994;0.0;0.0;0.0;0.0019331597088035233;0.0;0.003254184359768003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02726385085545699;0.014558923931347565;0.0014829780252788357;0.0;0.0;0.0037107760799026833;0.0;0.0;0.0;0.0;0.0
58;acheter;0.0;0.0;0.0;0.0;0.004503552528812082;0.011911165113350082;0.0;0.019427181931710166;0.012455220996340438;0.008594291531184328;0.0;0.0;0.0;0.0;0.009717500517127518;0.038518822118469534;0.0;0.04043057417603299;0.0;0.010758374941223775;0.0026236853296441507;0.0;0.02193678396674789;0.003788200236510799;0.6634418065674205;0.020089039938482062;0.005613691946216257;0.01590644552114904;0.03346139170620191
59;acheteur;0.0;0.0024033525107405806;0.0;0.0;0.0;0.0;0.0;0.0;0.0002995551676547532;0.0;0.0;0.007239193838863609;0.0;0.0;0.0;0.000871774349589731;0.0;0.0;0.0;0.0011102613368315132;0.0;7.823366331937194e-05;0.0;0.0;0.001760031056247706;0.0001376537461255286;0.0;0.0;0.0002604839598309704
60;achetez;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007117140017083427;0.0;0.0;0.0001641363021308572;0.0015686984229116203;0.0;3.9776935011686484e-05;0.0;0.0;4.324362826974891e-05;0.001064016791750474;0.0;0.0;0.0006865039160316926;0.0;0.002353822611098244
61;achette;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013801998334532627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;achetée;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024910749729009844;1.9566899074074618e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01814323673156378;0.0020403696826716755
63;achète;0.002791237880546457;0.0;0.0;0.0;0.0;0.011969233227981374;0.0;0.0;0.011460477249240262;0.0;2.5868608463413162e-05;0.0;0.0;0.0;0.0;0.0034311165585792737;0.0;0.007496469794107467;0.002177901799472033;0.03451060623816224;0.0;0.0;0.06402615888623686;0.0034092363151263703;0.03153359873728053;0.0184780926457232;0.03978994868738488;0.0;0.019903966166242317
64;achèterai;0.0;0.0024277939819961;0.0009647734028283233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002450821603249236;0.0;0.0;0.002032444738810768;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.218185512916663e-05;0.0;0.009201720543418555;0.0;0.004588223506054854
65;achété;0.0;0.006758563100356297;0.0;0.0;0.0;0.006878938037726158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017419605486771416;0.0;0.0;0.0;0.00023511513510395384;0.0;0.010641967301034679;0.00039878450993957023;0.0;0.0;0.0
66;acidité;0.0;0.0;0.0;0.0022326871938006163;0.0;0.0;0.0;0.0;0.0;0.0;4.1667332608466085e-05;0.0;0.0;0.0;0.00042725972617321014;0.0;0.0;0.0006589080508047995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00407741389607485;0.0;1.1216164603816775e-05;0.0
67;acné;0.0;0.0;0.0;0.014157097053719994;0.0;0.0;0.0;0.0;0.0;0.009115965426940409;0.0;0.0;0.0;2.7515913641849387e-06;0.0;0.0;0.0;0.0;0.0;0.01372575597054035;0.0;0.0;0.0;0.0015265483557266649;0.0;0.002554660660479015;0.007326005731870179;0.0035039165494187363;3.9406423895549265e-05
68;acnéique;0.0;0.001097018850763952;0.0;0.0025902017318873614;0.0;0.0;0.0;0.0;0.0016120170654604286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0023922537640501;0.0;0.007345838258349509;0.0;0.0;0.0
69;acnés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002861006058742937;0.0;0.0;0.0;4.6107630647048524e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.351888506696461e-05;0.00038884029283855933;0.0;0.002242903063729888;0.0005546790743611125;0.0;0.0
70;acquiert;0.0;0.0028077365832501343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005780550619114638;0.0;0.0;0.000802578970386305;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005312174741423227;0.0016449898458649286;0.0
71;acquis;0.00088109462109001;0.006025750695345152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006470714272541497;0.0;0.0;0.0;0.0;0.00022338216177169106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00025804192752962155;0.0008189597963189665;0.0;0.0;0.0
72;acquérir;0.0;0.0;0.0;0.0;8.077491762301201e-05;5.990445397907827e-05;0.0;0.0;0.0;0.0;0.0;0.00010978533632672258;0.0;0.0;0.0;0.0005116985010314726;0.0;0.0;0.0;0.00016080506603944909;7.962350516019511e-05;0.0;0.0;0.0;0.001214460442442661;0.00018197381889434037;0.0;0.0;0.000963085340358173
73;actualise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001162549663190932;0.0;0.0;0.0021026534274788083;0.0;0.0;0.00040545363017680555;0.0;0.0;5.473198017813284e-05;0.0;0.0;0.0;0.0;0.00017423489861072863;0.0;0.0;7.747286240978744e-05
74;actuel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00044352295401428317;0.0;0.025181264803725283;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;actuellement;0.0;0.003029801961761072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016260574195377388;0.0;0.0;0.0;0.008180499850561044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000747013403454007
76;adapte;0.0;0.0;0.0;0.0054252793100667655;0.0;0.0;0.0;0.0;0.0063204189602042654;0.0;0.00754724296860874;0.0032041902307128126;0.0;0.0;0.0;0.000801954552751277;0.0;0.0;0.0;0.004361889297773576;0.0;0.0;0.0;0.0;0.0;0.04885353621444599;0.005747099786253354;0.0;0.008956430040689155
77;adaptent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00886401194870111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019115614867545736;0.0;0.0
78;adapter;0.0;0.0036765891096915255;0.0;0.020275994659722477;0.0;0.005422210491616198;0.007996191300795801;0.0;0.0;0.014756496429382576;0.013593738662435892;0.0;0.0016302599048426737;0.015737565019384357;0.0;0.021106273375234977;0.0036172781293473217;0.0030853594395690077;0.0;0.0;0.0;0.015700874695677856;0.0;0.0026896524787649125;0.009603272196005106;0.03602119158229167;0.003495160507336073;0.0;0.0
79;adapté;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009773954309232155;0.009723885195209059;0.0033070061674643843;0.0;0.0017920306912672704;0.0;0.0;0.00022202662000303478;0.0;0.0;0.0;0.0;0.015457206904361915;0.0;0.0;0.0
80;adepte;0.005532011842259481;0.0;0.0;0.0009643466688129984;0.0;0.0;0.0;0.0;0.0;0.004021246697597613;0.001986512403764668;0.0;0.0021324448975478384;0.005718247444849684;0.0;0.0;0.0;0.008379143188485367;0.0;5.621037761807226e-05;0.0;0.0;0.0;0.020841056746789897;0.009725341803528343;0.015657617679180804;0.001377129612858518;0.0;0.011169440743058588
81;adeptes;0.0;0.0;0.0;0.0031930488031786585;0.0;0.0;0.0;0.0;0.0017158790150315355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004717760860106813;0.0026761027035305403;0.002456831097986222;0.0
82;adhère;0.0;0.002658252265343623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0038275048083991846;0.0;0.0;0.0;0.0006762874856936212;0.0006796069479439051;0.0;0.0;0.0;0.0008094444342316647;0.0028110189666616255;0.0;0.0;0.0069405890845190485;0.0037280192446944955
83;adhérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009079384542145465;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
