;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
21;Merci;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;Shampooing en format salon, dommage que la pompe ne soit pas livrée avec, j'ai du transvaser dans un contenant plus petit. Il laisse une odeur agréable sans être trop forte ou persistante, mousse bien et se rince facilement. J'utilise moins de quantité qu'avec un shampooing de grande surface donc c'est un très bon rapport qualité prix au final.;0.0;0.042250172232466666;0.053885775195182166;0.0;0.0011528342517970651;0.0;0.0003932148929654478;0.001369095174237258;0.06144562541177586;0.0004211038439136518;0.0;0.0;0.003776484651109264;0.0;0.0004628528974072622;0.0;0.0029302414193709742;0.0011060820014730242;0.0;0.0;0.02659703786814105;0.0;0.0;0.0;0.003515402570138727;0.0;0.10780625946484317;0.03525829150633978;0.0;0.04238430878241949
23;Bonjour,;0.0006159408276194744;0.0;0.0;0.00021786761433254643;0.0;0.0;0.0;0.0;0.0005750243966588032;0.0;0.003263448499356435;0.0;0.0;0.0;0.0;0.0026331169397177325;0.0;0.0013444101571524886;0.0;0.010270940232683504;0.0;0.0;0.0027838774038136532;0.0;0.0;0.0;0.0;0.0;0.0009342838763087418;0.0
24;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;"assez déçue. Ce n'était pas une plume fine comme je l’espérais mais un feutre. Donc moins précis .. par ailleurs, le noir est trop ""noyé"", feutré, dilué.... pas épais et de ce beau trait ""black"" qu'on aime lorsqu'on surligne et prolonge nos regards.";0.00013411362973813338;0.0;0.0003858104979944376;0.00014185964984784148;0.00029947844664946735;0.0002768133347674409;0.0002821730545817387;0.0;0.000372473685491734;0.0007059330844781486;0.005308198786694244;0.000914226170856472;0.002799570853988292;0.0;0.006094612160497053;0.0013846940929691447;0.001088603578209463;0.0;0.0;0.0019150287413818657;0.002262918146699896;0.0;0.0;0.007914446707650909;0.0;0.0018928808582161641;0.002888621769468388;0.0008861118388788303;0.0032728081260196703;0.014056763348526399
26;Mais, je pense que d'autres utilisatrices sauront l’apprécier.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0029525523034871757;0.0009867439680993947;0.00011056254699075132;0.0;0.0;0.0003568570747691718;0.0;0.0;0.0;0.0;0.0;0.00012422469246224183;0.0020503086312189758;0.0;0.0;0.0016196175353345812;0.0
27;Bon produit, redonne douceur aux cheveux mais je le déconseille pour ceux qui ont les cheveux gras, il graisse pas mal le cuir chevelu.;0.00010362530410314648;0.0;0.0;0.0015297009827699073;0.0001201552080740485;0.0;0.0;0.0;0.00038648428885724166;0.0011455152039837537;0.0;0.0004225177665771177;0.0018022930745369115;0.00021645649077189693;0.002320675323882047;0.0;0.0;0.0035811771154635225;0.0005059000114379649;0.0;0.0;0.12504200706666235;0.0;0.0008037666067163743;0.002651168526641081;0.0;0.009043028994080457;0.0018865241661606869;0.0;0.001978394817880479
28;super contente;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41076159847554555;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;Je connaissait déjà le produit qui est très bien. Je l'ai recommandé par erreur et renvoyé, j'ai été rapidement remboursé;0.057906789697525406;0.0;0.0;0.0018950722135338749;0.0008054014120383207;0.0013196249407305043;0.0;0.0;0.00815342406480923;0.0;0.001713639716594148;0.0;0.0013698231557153307;0.0;0.0;0.02830831812024176;0.002039920705152355;0.0;0.0032168629596749433;0.0;0.0;0.0005823179899673731;0.0;0.0007571201667362328;0.03145076663475759;0.0;0.0;0.0;0.0026199780953057527;0.019752849073105226
30;Excellent produit de qualité professionnelle. Très satisfaite de cet achat. Vraiment efficace et adapté à mes bedoins. Parfait. A conseiller.;0.0;0.00010431065902036909;0.0;0.0012997845465092296;0.0032838900226907276;0.08958788898231461;0.08005114364955089;0.0002506372329660222;0.0007772958030939883;0.11626065023090872;0.0;0.0001784399640364241;0.0002818734665600508;0.002386619638312072;0.0;0.0;0.00038433218420736077;0.010823556912842952;0.0;0.0;2.7823935612545624e-05;0.0007207129338981018;0.013977555947666242;0.0001285297142476907;0.02150372783051077;0.000411959433522638;0.0;0.0;0.0;0.0013260743991883276
31;Produit avec une bonne senteur qui hydrate et illumine la chevelure instantanément et reste léger et non gras. Je le recommande hautement.;0.05112833001734474;0.0002865709798781601;0.0025767966747891474;0.008648938710776198;0.0;0.0018861869223664475;0.0004964832185925866;0.0007842473438330872;0.0;0.0;0.0;0.0;0.0006097579177872253;0.0;0.0018911017405790016;0.0;0.0011710221021109981;0.0;0.0001425903928038439;0.0;0.0;0.11848733284233369;3.7188669058879734e-05;0.003937817179283159;0.0;0.02395350146892382;0.0;0.0026228430299474513;0.0;0.0
32;Effet anti âge et revitalisant sur une peau mature hydrate et assoupli la peau;0.0002721577274233093;0.0;0.0004747586377344746;0.13457034687292999;0.0;0.0010755570914182764;0.0005261218537377838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004102041277088114;0.0;0.0;0.0;0.0;0.0002185169408671104;0.0;0.0;0.0;0.0012479758168240365;0.0;0.0;0.002069984558167922;0.0
33;Pour du l Oréal il est de très mauvaise qualité il colle et bave après moins de 2h vraiment je ne le recommande pas du tout pour tester pas mal de produits il fait parti des plus mauvais;0.04746689016257792;0.0001965490855919291;0.0021252593872603293;0.00029162409806269483;0.0011004610289786045;0.0007940735002698618;0.062353360826312834;0.0;0.0015922611873142437;0.00012702731419831563;0.0;0.0;0.0016401829430022718;0.0031187126460982613;0.003160015549866413;0.0037659110546875455;0.0;0.004823375848176578;0.0;0.0015223097559791945;0.0;0.0015838815598829938;0.0;0.0021137488986746325;0.0;0.006793451278168435;0.009274008146427305;0.0031727947048722643;0.0;0.02427962914698822
34;Brosse agréable, cils déployés, sans paquets. Odeur agréable. Prix raisonnable.;0.0002578099745048709;0.045653743461992004;0.08902326085027644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001907249392207674;0.0016047964676452068;0.0;0.0;0.004102516233569625;0.0;0.002944413650042519;0.0;0.0005317546604584368;0.0;0.0010026449043613668;0.0;0.0040374062950122545;0.010716482700888789;0.0;0.0;0.02851880873645927;0.0;0.02011159604585051;0.0
35;Texture super agréable, j’adore !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42130896050578176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;Je recommande ce produit que j'utilise depuis longtemps et qui fait son effet de coiffure naturelle sans laque - A essayer sans réserve -;0.06731928299897792;4.495597192464225e-05;0.0;0.0;0.002026845520066842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015526313682233462;0.0009218081464364397;0.0012936116968640288;0.0;0.12107800106577951;0.0;0.00070285637361973;0.0;0.0007407033465714049;0.0;0.0;0.00012098624328194576;0.0;0.0;0.04071723469567063
37;Très bon produit ... je l'utilise depuis 6 mois et j'en suis plus que satisfaite ....rapport qualité prix également...livraison plus que correcte;0.0;0.08304504045357367;2.8755874107744274e-05;0.0;0.0;0.09561487150151916;0.0007621798614463885;0.0;0.0;0.0;0.0002503245418562874;0.10945219905587855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1346673265267741;0.0;0.00055220501640224;0.0;0.0;0.002583593351979997;0.004734605909873535;0.001570810097425826;0.0;0.0;0.0
38;Ce mascara est super. Je l’utiluse Depuis des années. Par contre vous devez savoir que ce vendeur va vous l’envoyer sans blister. Vous allez le recevoir dans une enveloppe toute simple. Cela n’est pas mentionné dans le descriptif.;0.00019331634317616198;0.0;0.0;0.0;0.0021563676960886396;0.0013591053885050272;0.0;0.0;0.005471413895923888;6.507130286224246e-05;0.0008770485441382229;0.003373718071418074;0.0;0.0;0.0031429354217615804;0.06472979526229312;0.0;0.0;0.0;0.013116110428660673;0.00034335094468775936;0.0;0.001546411063332934;0.000435569122402824;0.0;0.0;0.0006936211201699626;0.0;0.0;0.0
39;Le seul qui ne me fais pas pleurer les yeux et que je supporte et qui est bien noir je recommande je ne prend que celui la;0.06367510946761472;0.0;0.0;0.0;0.0007545740111487804;0.001054348522044409;0.0006570282292709686;0.0;0.0;0.0;0.006061280098801815;0.0;0.0;0.00029004064111753475;0.007994768716196645;0.0020374064592117796;0.0;0.0006642921715179864;0.0;0.0006647793481485956;0.003620720642458287;0.0;0.00029544729968449484;0.011374305367287419;0.007103384992592635;0.004818075559890014;0.002055131294701614;0.002621321480055964;0.0011276233496368682;0.003358470350660463
40;nan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;j'ai les cheveux vraiment très très sec et ce shampoing les répare très très bien.;0.0;0.0;0.0;0.0;0.0;0.0;3.758538852490132e-06;0.0;0.0;0.0012843949832640291;0.0;0.0;0.0;0.0;0.0;0.0;0.24022033458373795;0.0;0.0;0.0;0.00041873526034724495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;obligé de faire une dissertation c relou;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00035114295509906085;0.0004533147716097308;0.0;0.0;0.0;0.0002909546689022498;0.00014967877097087315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.517528998136714e-05;0.001091331411416261;0.0;0.0;0.0004233917634940167;0.0005476093223604392;0.0006894124880896856;0.0002958328024305699;0.0002462448594417371
43;Heureusement que sur le net il y a des tutoriels parce que le moins qu'on puisse dire c'est débrouille toi avec ce qu'on te vend...De la part d'une si grande marque c'est pauvre, (mais pas le prix) !;0.0;0.029792764124055283;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005567494599942937;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003120166299546497;0.0;0.0;0.0;0.0001556006404695818;0.0;0.00426617599473636;0.0;0.0;0.1456295526426017
44;Efficacité prouvée grâce à ma fille, venue pour me conseiller, et à qui j'ai offert le deuxième produit.;2.6363851073577245e-05;0.0001294236024425691;0.00025813318658797187;0.0016892689394232543;3.848253166656115e-05;0.00082570917759959;0.0008504281712441252;0.0;0.0013351887134690594;0.00012776041078735174;0.00010285707092732465;0.0;0.0010663374819501724;0.0027116246357840926;0.002781753678859804;0.0004852840907039275;0.002455279409412448;0.007005827306376894;0.0;0.002043828717828459;0.0;0.00032991553694739856;0.0;0.0008494839761962417;0.028163541105988454;0.0;0.001058873729795718;0.010815507781732762;0.0008244715432415172;0.0
45;J'ai les cheveux courts;0.0001529604822035872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018916561460272305;0.002574083739312943;0.0;0.0;0.0012663848204088432;0.0;0.00412866216059872;0.0;0.0008308599881464402;0.0017777286459682111;0.0003094118079346683;0.0007982114182271879;0.0;0.0;0.0;0.0026580616305277994;0.008189015999721107;0.0006316831789254472;0.007208426566748052;0.0;0.001994571425884252;0.0
46;Je cherchais une cire qui tienne mes cheveux, ne les rendent pas gras, ni d'effet mouillé et que je puisse resculpter;0.0;0.0;0.0001326868478980891;0.0;0.0;0.0010041767716027813;0.0007894095864349033;0.0;0.00635984458030158;8.326145350291488e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00018514934054658855;0.0;0.0004195119143504389;0.0;0.0010321952048934207;0.15630399337260031;0.0;0.003981357929568666;0.004444629869879112;0.0;0.0009163532669323836;0.0;0.0;0.0008547318674762363
47;Cette cire fait son office, j'en ai essayé plusieurs et c'est la seul qui arrive au niveau de L'Oréal adixion pour homme qui n'existe plus;0.0;0.00030132928826277354;0.0012028087383109643;0.0007022082093154134;0.0005958405206251734;0.0006210504530214247;0.001622288833366202;0.0;0.004808160232934923;0.0008003253547487765;0.0;0.0016291391048844487;0.00267877889480498;0.0012720174632201097;0.0;0.0044315426897469;0.002425929092945314;0.007718654797386576;0.0003331456035318585;0.0007249034284563152;0.0010880297966382676;0.010694003616505651;0.0031978533343785006;0.002968279420755088;0.0035868010235073247;0.0;0.002114923470767896;0.002800458993028129;0.00035262401757360723;0.048938854569045266
48;J'en ai même acheté plusieurs pots vu mon niveau de satisfaction;0.0;8.661240438090569e-05;0.0002371225480487022;0.0;1.86115942610778e-05;0.00014278704214024476;0.0;0.0007537998012272749;0.0;0.00017080358942210254;0.0;0.00014935481748212852;0.003624520076370566;0.0;0.0005410538101303681;0.0003956434225495667;0.0007767441257899756;0.001433980690158814;0.0;0.0008682990478098492;0.00017078018140124473;0.0;0.0019432382086669666;0.0;0.05483345088859607;0.0006281706638698357;0.0007247926890758264;0.0014805088540179394;0.005131655040040222;0.0019768482446003237
49;J'ai testé plusieurs palettes correctrices et j'ai fini par acheter celle-ci pour atténuer mes rougeurs et ma couperose.;1.803892948872688e-05;0.0;0.0;4.478515405640097e-05;0.0;0.0;0.00011353888530859334;0.0004980257701408036;0.00044287437315030303;0.001302222103154947;0.0009271434527019213;0.0;0.0007935973927017495;6.650565423206452e-05;0.0;0.0004449456591946294;0.0;0.0058482672137948515;0.0;0.0;0.0015774126147896277;0.0;0.0002600610553105324;0.0;0.037505142191549296;0.008033900542907977;0.0045854657882956965;0.0004137935637983774;0.0022123603657762084;0.0006130475957453825
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.0004066303339524398;0.0003388848136785093;0.0;0.0;0.0;0.0005877547984869399;0.0;0.0;0.00033966182131647333;0.0020693049959028945;6.346654975737971e-05;0.08614854196157899;0.0;0.09041769333948856;0.0;0.0;0.0014934253873813378;0.0;0.0036984372977578533;0.0;0.0019038271637702507;0.0;0.0;0.0;0.004594459599587372;0.0022943420982493618;0.0011416565290535102;0.0;0.0006053218172176069
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;6.158185808341276e-06;0.00035107275428369406;0.0;0.0005398490643167158;0.0009438613098475815;0.0;0.0004831319545076948;0.0;0.0006354832103976761;9.687962109311617e-07;0.0;0.0006561681932847214;6.429663086266327e-05;0.002039682060704427;0.056117178543994915;0.0;0.0035374273872816144;0.019924789917762475;0.0;0.0004010098729477877;6.271466159488572e-05;0.0;0.0;0.0;0.0;0.13166094038270754;0.002032729211050189;0.0004451978724985865;0.0017970259901128008;0.004761447513534992
52;Livraison express comme d'abitude .;0.0;0.0;0.0;0.0;0.00048215823254936534;0.0;0.0;0.00010922815229768333;0.0;0.0;0.0;0.11565649976163492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;petit prix .;0.0;0.10812518147962842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39227744343025706;0.0;0.0;0.0
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.00048337797057026864;0.0;0.0;0.0;0.0;0.0002111947148083132;0.0;0.0;0.0003335989227726633;0.0;0.0014426551939456492;0.0;0.0;0.0;0.0;0.0;0.012519447332302383;0.0;0.0059927602685107065;0.0;0.0;0.0;0.0;0.0;0.0;0.0004400393137924783;0.0;0.0012657182016080413;0.0
55;pratique avec sa pompe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016866997230009005;0.0;0.0;0.0012068752037096753;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31030497165680926;0.0;0.0;0.0;0.0028481233004425057;0.0;0.0;0.03054091067330389;0.0;0.0
