;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
39;accompagner;0.00021078389511618574;0.0;0.0002358801955639247;0.0;0.0019602663937708063;0.010894699799252545;0.0;0.008853616851575685;0.006291370830390555;0.0;0.0;0.009692276023300164;0.0;0.0027798926291959605;0.0;0.0;0.0;0.007421504194622967;0.01003058806328564;0.0038377326559486382;0.0;0.0;0.0;0.0;0.0;0.0;0.0063378077661778226;0.0;0.0;0.0
40;accord;0.0;0.0;0.0011513005679000686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017300683472017074;0.0;0.00021672911590393348;0.0;0.0;0.016510330768919466;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025119520292219928;0.0005734202626994545;0.0;0.0;0.0
41;accorde;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0655187301241039e-05;0.0;0.0;3.970608856932041e-05;0.0;0.0;4.8402867955568205e-05;3.3142105640084234e-05;0.0;0.0;0.0001002945316632651;3.6548819562232366e-05;2.4752956892603528e-05;1.0044899395217802e-06;0.0;0.0;5.094966195682633e-05;0.0;1.8293984457553893e-06;6.91328498208329e-06;2.7236638246817215e-05;0.0;0.00010449762252950483
42;accorder;0.0;0.0;0.0;5.640720077180405e-06;0.00041856689401980246;1.3344872924655709e-05;0.0;0.0;8.335523766507904e-05;0.0;0.00011357181976339028;0.0;0.0;0.0;0.0008221053573855292;0.0;0.0;5.7151248969512e-05;0.0;0.0;0.0;0.0;2.743712927748547e-05;4.18361326052509e-05;0.0006007320294470135;0.00026534197995829625;0.0;0.0;0.0;0.00011519723118717486
43;accouchement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007551977840589211;0.0;0.0;0.0;0.0;0.0002015288334144819;0.00015341891515931096;0.0;0.00012910546520630508;0.0;0.0;0.0015328911375769928;0.0;2.0470293477792763e-05;0.00017461356643592288;0.0;0.0;0.0012025193441835098;0.0;0.0005152336662999525;0.0001097464546225599
44;accoucher;0.0;0.0006697316925565884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002377126799221775;0.0;0.00011979348742122759;5.325826078958524e-05;0.0;0.0;0.0;6.072383287171175e-05;0.0027898788474356676;0.00018125801523544938;0.0;0.0;0.0
45;accro;0.0;0.0;0.0;0.001639542098232979;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014238744535845992;0.0;0.0;0.0;0.0;0.0;0.0;0.001545051591080216;0.0003873895015033636;0.005258620585771946;0.0;0.0;0.0;0.0006293767780322191
46;accroche;0.0;0.0;0.0;0.0022671755452022993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013750295563931265;0.0;0.0;0.010425978256934598;0.0;0.0;0.0;0.0;0.0;0.0014355758943172263;0.0;0.0075672926218504225;0.0;0.009754224267641979;0.0;0.0
47;accrochent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0026492670535689217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.089689626772039e-05;0.0;0.0;0.0;0.0;0.0;0.00889919758980629
48;accueil;0.0;0.00025125539128603936;0.0;0.0;0.0;9.537367410463993e-06;0.0;0.0;0.0;0.0;0.00046125593502738894;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5588082756087594e-05;0.00015637646815104441;0.0004328914575059455;0.0;0.0;0.0;0.0014405942896133432;5.915564920231972e-05;0.0;0.0;0.0;0.00019234904201509976
49;accès;0.0;0.0;0.0;0.0;0.0;0.006081978451428734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005377246046917694;0.0013246216153537684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.834139805245425e-05
50;accélérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011051843146304367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007469230225166896;0.0025574203716767024;4.29992590896163e-06;0.0;5.886366321593298e-05;0.0006888238865359713;0.0;0.0;0.0;5.1556393090183856e-05;0.0
51;ach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016148290754669725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.315622446746839e-05;0.0;0.0014341973459261804;0.0
52;achat;0.0;0.0478759007268517;0.0;0.006302015146415216;0.10067609074219593;0.18803316267768141;0.012908689239653968;0.008039985509224622;0.0;0.003557324491986762;0.0018057629643171357;0.01788510762497031;0.0;0.0;0.0;0.0;0.004300236217514444;0.03468974062954406;0.0;0.008314168613271312;0.024817478275777544;0.007162474984546361;0.2719288187225656;0.0232148912351261;0.038934455795923535;0.0;0.0;0.0010239283411161953;0.0;0.005739015507195752
53;achats;0.0;0.0;0.001514726712837623;0.0028686138192234693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001191332459065232;0.0;0.0013444814160441562
54;ache;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012325908852165853;0.0;0.00010727235248377533;9.038564182996539e-06;0.0;0.0;0.0;0.0;0.0;0.0006455165602573108;5.681890459152635e-05;0.00039173574427842523;3.838363321674936e-05;0.0;8.859922966720023e-05;0.0;0.001367597655831834;3.325812158955881e-05;0.0;4.400894522547709e-05;0.0;6.16282924231993e-05
55;acheminement;0.0010454586995953192;0.00376549589718574;0.0;0.0;0.0;0.0;0.002246251285824962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013902753414129655;0.0;0.0008698092244327195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003341732383887975;0.0;0.0
56;achetais;9.961952784532043e-05;0.0030746521897121585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00038843777368368406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012068067304592554;0.005670421396197003;0.0;0.0;0.005659276956240155;0.04759959803762032;0.0;0.0;0.0017289502702503364;0.0;0.0
57;achete;0.0;0.0;0.0;0.0;0.008449558071295328;0.0;0.0;0.0;0.0020349886227502383;0.0;0.0037595793440469687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.030547267860862082;0.014848667428872399;0.0015734129364548847;0.0;0.0;0.0036786263729845633;0.0;0.0;0.0;0.0;0.0;0.0
58;acheter;0.00034494773401869095;0.0;0.0;0.0;0.004701279903449289;0.012556628660464822;0.0;0.019853468551822538;0.013799297992971303;0.009926716270669936;0.0;0.0;0.0;0.0;0.009407577202148054;0.04061772745589478;0.0;0.006978417405076517;0.0;0.012037942517792838;0.0027448269725867;0.0;0.024878710405127197;0.003851971142450761;0.690722277615166;0.023125060030980887;0.005219463069613372;0.017880708894558606;0.0457728630262233;0.03395932099564875
59;acheteur;0.0;0.0024610544865145034;0.0;0.0;0.0;0.0;0.0;0.0;0.0002746234973390283;0.0;0.0;0.007235110080941578;0.0;0.0;0.0;0.0009309100589838493;0.0;0.00042006409764682405;0.0;0.0010709942193637748;0.0;7.587839353038246e-05;0.0;0.0;0.0018014996297734712;0.00012952209895320544;0.0;0.0;0.0;0.00012476423431342828
60;achetez;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00042696499373835067;0.0;0.0;8.183539696047319e-05;0.002152599637967108;0.0;0.0;0.0;0.0;5.037656628376896e-05;0.0011218671374681648;0.0;0.0;0.0007336854334855109;0.0;0.0011647237502045238;0.0017288685148038358
61;achette;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013962460424103068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;achetée;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002498618472630298;1.3337203667799303e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0201894110994673;0.0;0.00222849709494588
63;achète;0.0029359005518494086;0.0;0.0;0.0;0.0;0.01206283814202171;0.0;0.0;0.012040411870937769;0.0;0.0035482816956709656;0.0;0.0;0.0;0.0;0.003880443932785059;0.0;0.002549245063495233;0.0021291430428187017;0.03569493582295665;0.0;0.0;0.06502872299890738;0.0031796617778463284;0.0342390268310104;0.021788519262650706;0.03912590699007354;0.0;0.0067641860064098945;0.015293690468920736
64;achèterai;0.0;0.0024770625556660396;0.0009689108927852158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002454368026546931;0.0;0.0;0.0020621970074275217;2.422357011813141e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00014882543567015078;0.0;0.008891702693739664;0.0;0.0;0.00490125185343861
65;achété;0.0;0.006919936590816848;0.0;0.0;0.0;0.006916521081914997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019474083260218072;0.0;0.0;0.0;0.00028828941977226833;0.0;0.011177119528420158;0.00047833192274461105;0.0;0.0;0.0;0.0
66;acidité;0.0;0.0;0.0;0.002201542105211257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00038949106335642986;0.0;0.0;0.002942022655108391;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004512527552102767;0.0;0.0;0.0;0.0
67;acné;0.0;0.0;0.0;0.014254205907099943;0.0;0.0;0.0;0.0;0.0;0.00914331605103546;0.0;0.0;0.0;4.8414626653621925e-05;0.0;0.0;0.0;0.0;0.0;0.01396332629775518;0.0;0.0;0.0;0.0015581384305096567;0.0;0.00301985728050613;0.0070677345446117585;0.00392698548297476;0.0;0.00028921989545452787
68;acnéique;0.0;0.0011298706815960574;0.0;0.0026090476989645253;0.0;0.0;0.0;0.0;0.0016358802437820873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024886522535542523;0.0;0.008659639324830092;0.0;0.0;0.0;0.0
69;acnés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002526726588985194;0.0;0.0;0.0;4.327904277596055e-05;0.0;0.0;2.7594765790474545e-05;0.0;0.0;0.0;0.0;7.01384887280377e-05;0.0004028399603939754;0.0;0.002609370460191382;0.0005332879762298151;0.0;0.0;0.0
70;acquiert;0.0;0.002874900448637386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005841407597575882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005173934844449428;0.00184201864471643;0.0008610032983193673;0.0
71;acquis;0.0008867730553954382;0.006170829440989026;0.0;0.0;0.0;0.0;0.0;0.0;1.097358848710097e-05;0.0;0.0006691591997124658;0.0;0.0;0.0;0.0;0.0002190645224783476;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00026800300398851097;0.0009475502394047529;0.0;0.0;0.0;0.0
72;acquérir;0.0;0.0;0.0;0.0;7.854297535418248e-05;6.312652803545236e-05;0.0;0.0;0.0;0.0;7.96242400502082e-05;0.00011487788292340422;0.0;0.0;0.0;0.0005617926292781757;0.0;0.0;0.0;0.00019975494454211828;8.547915293971448e-05;0.0;0.0;0.0;0.0013294503755821485;0.00021612323706154322;0.0;0.0;0.0;0.0009089197514553736
73;actualise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011695032476130164;0.0;0.0;0.002131077303239642;0.0;0.0;4.896031434085022e-05;0.0;0.0;6.463911194309778e-05;0.0;0.0;0.0;0.0;0.0001970993713679094;0.0;0.0;0.0003520545210209246;9.020004879968314e-05
74;actuel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025463722845106708;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004230062725121721;0.0
75;actuellement;0.0;0.0031160348286142425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01675661524009904;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00861170956080611;0.0008727703557686375
76;adapte;0.0;0.0;0.0;0.005412293048380938;0.0;0.0;0.0;0.0;0.005630551181604163;0.0;0.005470467449696879;0.0030548195742021874;0.0;0.0;0.0;0.0004253158524235014;0.0;0.008718069729988627;0.0;0.003940437485395188;0.0;0.0;0.0;0.0;0.0;0.057024023059895346;0.0055846758655253405;0.0;0.0;0.007779193098453034
77;adaptent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008852816010521106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01854346664055332;0.0;0.0;0.0
78;adapter;0.0;0.0033564506210066315;0.0;0.020221372959538537;0.0;0.0048837357759997455;0.00729518953825277;0.0;0.0;0.012459288609426761;0.003417726954796273;0.0;0.0019188672414338008;0.014492814064970458;0.0;0.020533141860442798;0.0027426550525375807;0.03543873711740433;0.0;0.0;0.0;0.015122852611024173;0.0;0.003136075120311369;0.007271631560820658;0.04008597826116695;0.0030759661360873557;0.0;0.0;0.0
79;adapté;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008455286629401162;0.009685744610189768;0.00273981005566338;0.0;0.011673422763522687;0.0;0.0;0.00023590805241803801;0.0;0.0;0.0;0.0;0.01762035423765435;0.0;0.0;0.0;0.0
80;adepte;0.005384338702591183;0.0;0.0;0.0009122286250954255;0.0;0.0;0.0;0.0;0.0;0.0037008772050676174;0.0009271382691292644;0.0;0.0023015527507711255;0.004779671564753758;0.0;0.0;0.0;0.00858796882382036;0.0;0.0;0.0;0.0;0.0;0.021868097885996095;0.009249418561103876;0.018403604525540844;0.001365166763763754;0.0;0.005617410321966224;0.010957628288933754
