;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
832;coeur;0.0;0.0;0.0026426105767408197;0.006095905618244238;0.0;0.0;0.004212634003863666;0.004986931002417736;0.0;0.0;0.0;0.0;0.012110028254185778;0.010555281517939831;0.0;0.01663007036072202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005343429064213441;0.003291647940087404;0.0;0.0;0.0;0.004609587787394099
833;coffret;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002053795162139565;0.0;0.0029582789090608756;0.0;0.0;0.0;0.00019622431298909848;0.0006883684727496846;0.0;0.0007409486361728206;0.0;0.0;0.0;0.0;0.0;0.0022600951152008416;0.0007861349530454205;0.0;0.0;0.0;0.005828586011488089;0.0
834;coiffage;0.0;0.0022861524419313327;0.002398348757444226;0.0;0.0;0.0;0.002127530687877364;0.0009101972739347375;0.0013460612272866402;0.0;0.0;0.0;0.00840625658689947;0.013936357484252551;0.0;0.0;0.006349523421246513;0.0016418544388766992;0.0;0.0;0.0;0.010304591951110864;0.0;0.0027092517003092687;0.0;0.0;0.0;0.010964742703262862;0.004775046909869438;0.010773838619664418
835;coiffages;0.0;0.0;0.0;0.0;0.0;4.887210797911528e-05;0.0;7.065676645976399e-05;0.0;0.0;0.0;0.00011938623328822156;0.0;0.00047622319647787917;0.0002893219862154037;0.0;6.262002549350312e-05;0.0;0.0;2.1890915404583124e-05;0.0;0.0;3.09067883442193e-05;0.0;0.00029231782326551116;0.0005326180345497701;0.0;0.0;0.0;0.0
836;coiffant;0.0;0.0;0.004007332483112571;0.0;0.0;0.0;0.0;0.0;0.0;0.009716694321747647;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006844179114418578;0.0;0.0;0.007904011109926577;0.0;0.005977662976283946;0.03652394460120409;0.0;0.022501363894050223;0.0031390006144562006;0.0;0.0
837;coiffante;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005148650810569913;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014207171166837338;0.0;0.0;0.0;0.0;0.0;0.0;0.009360668484673481;0.0;0.0;0.0017565008894622185
838;coiffantes;0.0;0.0;0.0;0.0;0.0;8.54944126792252e-05;0.0;9.410221414124577e-06;0.0;0.0;8.119589603071247e-05;0.0;4.280520805933014e-05;0.00021201393082804647;0.00013155422534277328;0.0;0.0005489969672638149;0.00013455172361977733;0.0;0.0;0.0;0.0001438639966821216;0.00011384903229948264;0.0;0.00017306257026148637;0.0006122008780623608;8.368909129198549e-05;0.0;0.0001378138195817375;0.0
839;coiffe;0.004402768790963464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012094140051539165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020642673491615953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
840;coiffer;0.0006264652882398234;0.0;0.0;0.0;0.0;0.0020389598658735763;0.0;0.055864058009236134;0.008227009790173602;0.0;0.0;0.0;0.005429344089476105;0.0;0.13568111356633197;0.0;0.019349154028022748;0.006820918824749617;0.006781992724146702;0.0033629313031277737;0.018367001380717757;0.02757934881726504;0.00418092676690174;0.02615709178873117;0.03848354457248811;0.0;0.017552519559705757;0.0;0.0;0.0
841;coiffeur;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8967624687622613;0.0;0.0;0.0;0.0;0.0
842;coiffeurs;0.0032800417653653467;0.018507979134813328;0.0;0.0;0.0;0.0;0.0;0.0;0.016508544642917865;0.0;0.0;0.01300948601884785;0.0;0.0;0.0013397664870741371;0.0;0.0;0.0;0.005412900921974306;0.0;0.0;0.007555311190830714;0.0;0.007194511616227186;0.004932900605997881;0.0;0.0035565480375144357;0.0;0.0014267510871172554;0.014592397563409272
843;coiffeuse;0.021764296111528986;0.04126567470429061;0.0;0.0;0.0;0.0;0.0;0.0;0.04945907720550571;0.0;0.0;0.0007466358727376183;0.0;0.01735965708115557;0.0;0.0;0.0;0.04966076400342172;0.04162078879723496;0.0261567360155173;0.0;0.0;0.03881132559979698;0.0;0.0348198319337316;0.0;0.001527636083986031;0.0;0.0005529356057156216;0.005704824757251072
844;coiffeuses;0.0010032736578972756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004655664071069315;0.006989753140527918;0.0;0.006993771741727056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
845;coiffure;0.005544325320489748;0.02946438124665035;0.0;0.0;0.022847714556259453;0.006623864382295869;0.0;0.0;0.004425446508864813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021253962421356543;0.06005331048581671;0.0;0.028061787282224564;0.0;0.0032722795161646318;0.0;0.03835138884346036;0.04505049906097956;0.0;0.0012235870204134211;0.0035597648658387527;0.0005880490149547914;0.003187162254433435
846;coiffé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013978786907595306;0.0032004054142990165;0.0;0.0;0.0;0.0;0.0;0.00019969524115244616;0.01398337382896239;0.0;0.0;0.0;0.0;0.0
847;coiffés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005782263664524575;0.0;0.0015905462705734122;0.0;0.006480066288921552;0.0;0.0;0.0;0.0;0.0;0.0;0.001062867249900782;0.0009612299881422579;0.0;0.0;0.0;0.0;0.0
848;coin;0.0;0.0;0.0;0.0;0.006464668188056093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00254965097776808;0.0010267380228869763;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007843818828444487;0.010840243534007959;4.4797661033587404e-05;0.000322883138971464;0.000604193135808021;0.0;0.0008433022395823133
849;colis;0.0;0.0;0.0;0.0;0.008428840111000353;0.002880680388177481;0.0;0.0;0.0006594930996572969;0.0;0.0;0.033301233400823964;0.0;0.0;0.0;0.1649561108775005;0.003677248641008789;0.004575179239505861;0.04066865110640583;0.0;0.0;0.0;0.012412600883572643;0.0;0.007348451336117468;0.016672281275695547;0.008435630871995345;0.0010694840928210888;0.0;0.007364999267960789
850;colisage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013913792448764386;0.010491156581010132;0.0;0.0
851;colissimo;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.801545826915944e-05;0.0;0.0;0.0;0.00047721400936516457;0.0;0.00014139403617139217;2.0701468357540038e-05;0.0;0.0;0.0;0.0;3.4401328849185457e-05;0.0;0.00017654676559059765;0.0;0.0002606574361186322;0.000802136720993502;3.953532694887143e-05
852;collance;0.0;0.0;0.00032992327904578494;0.0;0.0;0.0;0.0;0.0006627885631049436;0.0010937534175697804;0.0;0.0;0.0;0.0011260248219656102;0.0;0.0;0.0;0.0;0.0;6.488991215526715e-05;0.0001651555751450945;0.0;0.00011134916279489442;0.0;0.0;0.0;0.0;0.0017476750900933052;0.0;0.0;0.0002919757538542484
853;collant;0.0;0.0;0.0;0.010174704289393604;0.0;0.0;0.0;0.0;0.0;0.0;0.01961334029145471;0.0;0.06753815490592689;0.0;0.0;0.0037744570997434936;0.0031027055768998698;0.0;0.0;0.0;0.0;0.05035137837308369;0.0;0.0;0.012365528362509422;0.0;0.00015537091647082284;0.027145647107471995;0.0;0.0
854;collante;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01094759195465317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022690071198891423;0.0;0.0;0.0;0.0;0.013418209836706434;0.0036972337766525564;0.0;0.0
855;colle;0.01506045064485194;0.014011339342486617;0.03224629336709497;0.010642775456995221;0.0;0.0;0.0;0.0;0.02271258376355645;0.0;0.0;0.0;0.006739201274734535;0.0;0.0543893002794522;0.0;0.0;0.0;0.0;0.0;0.0;0.046410264929040046;0.0;0.05673887506130501;0.004385049010112297;0.006267966105279585;0.027630142840410203;0.010631848790308712;0.0;0.0
856;collection;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007993651736172317;0.0;0.005432279166827571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00042979407155675027;0.0;0.0;0.0;0.0;0.0;0.00020246084916088019
857;coller;0.0022843124502685305;0.0020934646455880225;0.002602995292795955;0.0053513366743905616;0.0;0.03326293950189128;0.0;0.0;0.007222419693778706;0.0;0.004533173117270079;0.0024464783461429517;0.0004591197760633942;0.0;0.01303187637968565;0.0;0.0;0.012647824053231954;0.0008732560875978647;0.0052527491294091285;0.0;0.017127992313689774;0.00042874444949745353;0.0038442824212967315;0.0021253737797784227;0.01723922185396914;0.029324791739647135;0.0003048243565459055;0.0037378447563848694;0.0
858;collègue;0.0;0.0032642436769718917;0.0;0.0;0.0;0.0;0.0019447419359355004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009034323553549378;0.0;0.0;0.0;0.0;0.0;0.0;0.00017202819445824685;0.0;0.00030190722025686187;0.0;0.0;0.0029094887842759745;0.00013897470551262574;0.0
859;collé;0.0;0.0;1.4591379099656387e-05;0.0;2.531988402870619e-05;0.000141740714634349;0.0;0.0;0.0;0.0;0.0;0.00011967357071639617;0.0;0.0;0.0017038367596087585;0.0;0.0;0.0;0.0;0.0;0.0;0.0001898046304010204;0.0014232400862222874;0.0036690687323781366;0.0005685321358955594;0.0;0.0031921683263019776;0.0037011272622732654;0.0021281687494069364;0.0006893036690010056
860;colo;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023438287037316895;0.0;0.0;0.0;0.0;0.0;0.0;3.187887643469374e-05;0.0;0.0;0.0;0.0016219999205863422;0.0;0.0;0.0;0.0;0.0
861;cololorés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01422862142921621;0.0;0.0;0.0;0.0;0.0;0.0;0.004533513194746616;0.0;0.0;0.0;3.717023896168651e-05;0.0;0.0;0.00207143955229744;0.0;0.0;0.0;0.0;0.0
862;colonie;0.0012863001617856831;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006452297437897319;0.0;0.0;0.0;0.0015021458780156676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00026877563527756825;0.0;0.0012878326387128077
863;color;0.0;0.0029934455692295506;0.0011642354966037742;0.0;0.0;0.0;0.0;0.003613680540078521;0.0;0.002899747209413737;0.0;0.0;0.0;0.007371952424721624;0.00025767999036475713;0.0;0.004613377135987076;0.00730403516034757;0.0;0.0;0.0;0.0;0.0;0.0;0.00796028621695833;0.0;0.0;0.0;0.0;0.0013973906291903364
864;colorant;0.0;0.002376985510578224;0.0;0.0;0.0;0.0;0.0;0.0;0.0055979916871535945;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006300054792301339;0.0;0.010387143801241339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00013007487054574813;0.000786266787195935;2.742683535373244e-05
865;coloration;0.002209290098622372;0.0;0.0;0.0;0.0;0.0;0.028273951979126268;0.0;0.0022058320193689834;0.003664780674530471;0.0;0.0;0.0;0.0;0.006193809704976115;0.003351585150948626;0.0;0.08952832423207917;0.0;0.06634484780308506;0.0;0.0;0.0;0.0;0.006315942461417708;0.020138485474806633;0.00205917258909571;0.0;0.012451105865422866;0.0034096066599324216
866;colorations;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014826025155170541;0.0;0.004779785919376707;0.0003283254865131657;2.3777154584108927e-05;0.00027649884974704044;0.00019544019058400053;0.0;0.0;0.0;0.0;0.0;0.0;0.000286534386663949;0.0;0.0
867;colore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3699009288815787e-05;0.006967067488608661;0.0;0.0;0.00046842642588165235;0.0022562761408111325;0.0;0.0;0.01415583353434028;0.0;0.0;0.0;4.804874617274952e-05;0.0;0.00018780945756451185;0.0031739589068561715;0.0006852176468975834;0.00012465190546762043;0.0;0.001432025226455968;0.0
868;colorer;0.0019589638854333987;0.011047856193751529;0.001143937204810968;0.0029511097821354037;0.01532661267794977;0.023965613793274148;0.0;0.0;0.0;0.0;0.02964462573460575;0.0;0.0;0.019836552568999015;0.0;0.0;0.007549881323635963;0.05065780766703496;0.0018269735107700245;0.0;0.0;0.0;0.0;0.0;0.003865163718117049;0.007470073174483142;0.0017897977805225885;0.0;0.0;0.0
869;colorez;0.003053839690013662;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008703562069085834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002913916168674807;0.0;0.0;1.0672875923004495e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017275284583321798;0.0
870;coloris;0.0009797686287813987;0.0;0.0;0.0;0.0;0.0;0.0034055347960893646;0.0;0.0;0.0;0.01368760433057426;0.0;0.0;0.0;0.0;0.008269839385435714;0.0;0.0;0.002234993318498637;0.0;0.00041513639501847825;0.0;0.0;0.0021928425601636333;0.0;0.0;0.00046171187909162183;0.0;0.0012360758359671012;0.0
871;colorés;0.007933789231727465;0.009431772913156868;0.0;0.0;0.0;0.01276567441280034;0.0;0.007705873044109991;0.0033695026357750944;0.0;0.0018919788619285694;0.012062410923344537;0.005840035044287237;0.0;0.001268672773890693;0.0;0.0007588171040138367;0.04553006520048167;0.0;0.04685009868135621;0.00184082058758719;0.003254537546269963;0.0;0.0;0.0;0.0;0.0024063687981440113;0.0;0.006166868515393948;0.0
872;cols;0.0;0.0;0.0;0.002984388335557452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019750514337988356;0.0;0.00039037619317907273;0.0009151511856739513;0.00209857757655324;0.0006122059083358803;0.0;0.0;5.470330980942087e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.46290702930966e-05;0.0
873;combat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01180022817290036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
874;combinaison;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018591048789406235;0.0;0.0;0.0;0.01209189341399616;0.0;0.0;0.0;0.005445692962183079;0.0;0.0;0.0;0.0;0.0;0.0011223573813397185;0.0;0.0;0.0;0.0;0.0;0.0011854963532799971
875;combiner;0.0;0.006609943819400691;0.0013607740737931883;0.0;0.0;0.0;0.0038888245065258915;0.0;0.0;0.0;0.0;0.0;0.008621359925368275;0.04300080641624286;0.0;0.0;0.017883849433408178;0.001614098106968867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006894361566955077
876;combiné;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006377771495072173;0.0;0.0008995306193533642;0.004841706936711676;0.0;0.0;0.0;0.0;0.0;0.004918139070839567;0.0;0.008851341641645897;0.0;0.0;0.0;0.0;0.004763841843932761
877;comble;0.005324827823927649;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
878;combler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004929101250345889;0.0;0.0;0.0;9.524653145670325e-05;0.0;0.0;0.0;0.0017647635235840606;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00022330477576138535;0.0;0.006225508033189515;0.0006409391036847003;0.0;0.001643146062788562;0.0
879;comblée;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00427611845701357;0.0;0.0;0.0;0.0;0.0
880;combo;0.008136662399075064;0.0;0.0;0.0;0.0;0.0;0.0;0.003010333917731295;0.0;0.0;0.0;0.0;0.0;0.01332474231414418;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002126012616438363;0.0;0.0;0.0;0.0;0.0011938730984651885
881;comma;0.0;0.0026721722249371557;0.0;0.0;0.0;0.0;0.004374459902415723;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003322328828946313;0.0;0.0;0.0003110517905534133;0.0;0.0009535177342994165;0.0;0.0;0.0;0.0007195945644911451;0.0;0.0;0.0013648182742661366;0.0011433763111491212
882;commandant;0.0;0.006662560240325487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01345010115235838
883;commande;0.012742209761370112;0.0015630244902147233;0.011483703007426998;0.0;0.08652024011043014;0.010917466347709218;0.0;0.012720809264415042;0.0;0.0006259815375081228;0.0;0.026537259791898086;0.0;0.0;0.016604240935168418;0.31461478662370906;0.0;0.013325037091763255;0.0;0.0;0.001870121397163016;0.0;0.0;0.0;0.022277850469227603;0.0;0.005405197529110988;0.01371043657408256;0.0;0.03266057666470217
884;commander;0.0070145791956439975;0.013971224298437343;0.004869706148611211;0.005582864538145304;0.0;0.01739761972967768;0.0;0.0;0.0180123431878542;0.009917595115182967;0.0;0.006565329360956014;0.0;0.004148015030286296;0.0;0.6002084187859675;0.0;0.00927294054845132;0.0;0.002695928260623799;0.0;0.0;0.05336382399187509;0.056608681832252095;0.07949573538226151;0.010179668806706114;0.0;0.01020092217526895;0.010118762005175417;0.0057739872076052
885;commanderai;0.001645344801438284;0.013435985368351775;0.0;0.0;0.0;0.0;0.0032394530900165743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008691317098531404;0.0;0.0;0.01682600334023325;0.0005046744436801598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
886;commandes;0.0;0.002574066924820741;0.0;0.0;0.007227965620760327;0.013254875469707343;0.0023631332714439727;0.0;0.0;0.0;0.0;0.0026174824032172877;0.0;0.0;0.0;0.0;0.0;0.00031799955745941415;0.003357989917501285;0.005241190573893797;0.0;0.0;0.0;0.0;0.0;0.00020932594826821285;0.00025804724956277373;0.0;0.0;0.0
887;commandé;0.0;0.0;0.0;0.0;0.0;0.009534267962676079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011216550543578895;0.0;0.0;0.0;0.0;0.0;0.00044185698874704;0.0;0.0;0.0;0.0006348810004571686;0.0;0.0;0.0008211828606036334;0.0
888;commandés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.673119759888077e-05;6.001032133574598e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00015395722713974246;0.0;9.26482535774965e-05;0.0;0.002364771191740121;0.0;0.00014073123093633934;0.0;0.0;0.003907318582115602
889;commencait;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0032108135630736358;0.0;0.0005055779737430056;0.0;0.0;0.0;0.0;0.0002974684669561212;0.000338034554223831;0.0013482455994726444;5.791217983131631e-05;0.0;0.0;0.0;0.0
890;commence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0041684784509405754;0.0
891;commencer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01964938068393541;0.0;0.010974984409378248;0.0;0.0;0.0;0.0;0.0;0.0;0.006394120144257274;0.0;0.0;0.0;0.0;0.0;0.015768935173930576;0.0025252708529148625;0.0;0.0;0.012692854784639506;0.08975977776567962;0.0
892;commentaire;0.0032223331100780525;0.0;0.000223856260315852;0.0;0.002074926662202148;0.0;0.0;0.004805905061745793;0.0;0.0;0.0;0.0;0.0;0.0007218986923209648;0.0;0.05735534359437233;0.010459335942093233;0.01971742512795643;0.0;0.0;0.0;0.0;0.0;0.018827811001193667;0.015467840615088503;0.0;0.0075816136010744065;0.0;0.045194164187868265;0.04070760378221158
893;commentaires;0.0;0.0013120401250119053;0.0;0.0;0.0;0.0;0.002490298569297393;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00156788601240239;0.0;0.0006560384678647833;0.0;0.0011194613774556448;0.0
894;commenter;0.0;0.0013976871954335661;0.0;0.0;0.0;0.0;0.001755491196296761;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005038368531169678;0.0;6.299791978965761e-05;0.0;4.95880736812094e-05;0.0;0.0;0.0;0.0;0.001715860892989519;3.868158123576415e-05;0.0;0.0002661702680641763;0.0;0.0029905516836366284
895;commençais;0.0;0.0;0.0;0.00012825294439642698;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008731915143585978;0.0;0.0;0.0002861211380055502;0.002869628469890114;1.7095470468498718e-07;0.0;0.00011158798763565986;0.0003559093595664289;0.00017707130628712874;0.0004382631779060418;0.0009435765583822451;8.346047076059932e-05;0.00011852157531906954;0.00017784281215958996;0.0;0.00016831181509600201
896;commerce;0.0;0.0011853340985242813;0.0;0.007698578328581172;0.0;0.0;0.0;0.0;0.024799545187738126;0.005852777479449734;0.0;0.0;0.0;0.0;0.0;0.036159708325792995;0.011570784722029033;0.0;0.0;0.019721065007823987;0.0;0.0;0.026764372082282308;0.0;0.01902456843109498;0.008604961873674101;0.0;0.000646516198487996;0.0;0.0
897;commercer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00926799219019025;0.0;0.0;0.0023396630242699854;0.0;0.002471710409681768;0.0005904193718544094;0.0007453418743908972;0.004768086015041328;0.0;0.0006036521512648616;0.0;0.009090275634375804;0.0062463509250502884
898;commercial;0.0;0.0;0.00034926402752659473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.214959646868744e-05;0.0;0.0;0.0008608414203023857;0.0;0.0;0.0;0.0;0.0;0.0;0.00024613223001576217;0.0;0.0027019413841374855;0.0;0.00023826753250756944;0.0029379725899611516;0.0;0.00012565035832415173;9.18942905809601e-05
899;commercialisation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00038040692039793697;0.0;0.0;0.0;0.0;0.0003294244667090643;0.0;0.0;0.0;0.0006934271204979298;8.120504595788168e-05;0.00212400026511894;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007111163574426046
900;commercialiser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028585401777853777;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003896426950785057;0.0;0.0;0.0007985815884070926;0.0;0.0;0.0;0.0;0.004798098598644177
901;commun;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.488444138642279e-06;0.0;0.0005465244070857898;0.0002458673214355891;6.342433330920098e-07;0.0;0.0045901699554345005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00031675788172666323;0.0;0.0;0.0;0.0011280500230699537;0.002026866064880134;0.0001026546472078445
902;communication;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03714702420904294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
903;compacte;0.0;0.0;0.0;0.0010057270389801525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0028267596661084356;0.0;0.0;0.0;0.0;5.784739686927846e-05;0.003755214627060108;0.0026562099648492813;0.0;0.0;0.0
904;compagne;0.0;0.0;0.0;0.0;0.0;0.0286647174355678;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
905;compagnon;0.0;0.0023192103004719203;0.000486893848913598;0.0;0.0;0.0;0.000652260280998846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012503462597491593;0.0019127936699924542;0.0009970602468573671;0.0;0.0010032194608764356;0.00020184484952017278;0.004185109866077564;0.001974290349960971;0.0011715792937067246;0.0016994027359733188;0.0010083587272729168;0.0;0.0
906;comparaient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009309572517340474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006975565597999899;0.0011514706673725426;0.0;0.00043523444053748323;0.0;0.0020393963301966076;0.003764932025374119
907;comparaison;0.0;0.0;0.0003340747402023911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00038492241515377827;0.004536200657070043;0.0001180716898626775;0.0;0.0033992605862680843;0.002847288142734746
908;compare;0.0;0.011087563256342874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.057032862593507e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010744793857640841;0.00016185903484456802;0.0;0.0
909;comparer;0.0;0.007494375540847946;0.0;0.0;0.0;0.0;0.01112614931687934;0.0003797094607439145;0.0016843085976949077;0.0;0.0;0.0;0.00013190326143328838;0.0;0.004131037322747522;0.0;0.0;0.0;0.0;0.0;0.0;0.001401076551898842;0.0;0.005020494024440471;0.0;0.0;0.0;0.004265755849716124;0.004409077176482506;0.06749422506438124
910;compense;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00046136908931784684;0.0;0.0;0.0006009953487291398;0.0002567587525641243;0.0;0.0;0.0;7.600296837049682e-05;0.0022418341555536753;0.0;0.0;0.00017994734951168242;0.0002573314459823553;0.0005511760262709988;0.0
911;compenser;0.0;0.0;0.0015974794119173563;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005501133489635731;0.0;0.0;0.0;0.0;0.0;0.0001291862397510182;0.0;0.0;0.0;0.0;0.0;0.00011725204955195149;0.0005919867506264287;0.0006150510155605489;0.0;0.0001365993224220565;0.0;5.6090142568470986e-05;0.000449985228094298
912;complet;0.0024391029262165157;0.0;0.0;0.0;0.0;0.0;0.0;0.003446974715507027;0.0;0.005864967354895643;0.011427596587796324;0.0;0.0;0.036535939277064326;0.013681557297257254;0.0;0.01472431871177243;0.0026706493041237433;0.0;0.0077512590401581745;0.0;0.0;0.02075245981576636;0.0;0.0;0.009380755141087334;0.006402107740134968;0.0;0.018384540144515432;0.008037352652395368
