,product_id,brand,product_name,price,avg_mark,product_type,retailer_id
6591,P3276036,BOBBI BROWN,Skin Long-Wear Weightless Foundation SPF 15 - Fond de teint,43,3.5555555560000003,fonddeteint,sephora_fr
6592,P3276035,BOBBI BROWN,Instant Full Cover Concealer - Anti-cernes,35,3.428571429,anticerneetcorrecteur,sephora_fr
6593,P3276037,ZOEVA,Aristo Blush Palette - Palette de Fards à Joues,15,3.75,paletteteint,sephora_fr
6594,P3276039,ZOEVA,Aristo Eyeshadow Palette - Palette de Fards à Paupières,23,4.5,paletteyeux,sephora_fr
6595,P3276038,ZOEVA,Aristo Brush Set - Kit Pinceaux,49,4.8571428569999995,kitpinceauxmaquillage,sephora_fr
6596,P3279002,SEPHORA COLLECTION,Set de pinceaux Initiation - Set de pinceaux visage et yeux,39.99,3.6,kitpinceaux,sephora_fr
6597,P3279004,SEPHORA COLLECTION,Set de pinceaux Confirmé - Set de Pinceaux Visage et yeux,69.99,4.615384615,kitpinceaux,sephora_fr
6598,P3279003,SEPHORA COLLECTION,Advanced brush set* - Kit pinceaux maquillage yeux et teint,59.99,3.5,kitpinceaux,sephora_fr
6599,P3279007,SEPHORA COLLECTION,SEPHORA COLLECTION X Barbie - Coffret maquillage,29.95,4.1875,paletteyeux,sephora_fr
6600,P3280002,YVES SAINT LAURENT,Volupté Night Rehab Lip Mask - Baume de nuit nourrissant et hydratant,36,4.25,baumelvres,sephora_fr
6601,P3280001,YVES SAINT LAURENT,L'Homme Cologne Bleue - Eau de Toilette,53,4.518072289,eaudetoilette,sephora_fr
6602,P3280003,YVES SAINT LAURENT,La Laque Couture Base Coat - Base Coat,27,4.6363636360000005,topcoatbase,sephora_fr
6603,P3280005,YVES SAINT LAURENT,Volupté Liquid Colour Balm - Baume à Lèvres Liquide Coloré,36,4.8571428569999995,baumelvres,sephora_fr
6604,P3280004,YVES SAINT LAURENT,La Laque Couture Quick Dry - Top Coat,27,4.657142857,topcoatbase,sephora_fr
6605,P3280006,YVES SAINT LAURENT,Mon Paris Couture - Eau de Parfum,114,4.61589404,eaudeparfum,sephora_fr
6606,P3280010,DR.JART+,Cicapair - Sérum Réparateur à l'herbe du tigre,29.99,4.02173913,srum,sephora_fr
6607,P3280009,DR.JART+,Cicapair - Traitement correcteur de couleurs à l'herbe du tigre,39.99,4.085271318,crmedejour,sephora_fr
