;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
819;client;0.004838273081982279;0.01936626053336936;0.0;0.0;0.008108334169127953;0.00835949017170983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000657565981119622;0.001189858984816052
820;clientes;0.0;0.0;0.0;0.0;3.9775086297110845e-06;0.0;0.0;0.0;0.005600993187244763;0.0;0.0;0.0;0.0;0.0;0.0
821;clignement;0.0;0.0;0.0;2.796007846774925e-05;0.0;1.579918940307288e-06;0.0;0.0;0.0;0.0;0.0005580306151809867;0.0;0.00020609592413359365;0.00017322158924195762;0.00011246408008568018
822;climat;0.0;0.0;0.0;0.00783673970958859;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000513068593378581;0.0
823;clin;0.0;1.9582842232863635e-05;0.0;0.001738210944720565;0.0;0.00011415782353491435;0.0;0.0;0.00012685417780102691;0.0;0.00026756005008109153;0.0;5.045575016972401e-05;0.000837501118358367;8.177624528117306e-05
824;clinique;0.0;0.0;0.0;0.0014713763989727536;0.0;0.0;0.00381509733687118;0.0;0.0;0.0;0.007326918739974414;0.0;0.0;0.0025739235880686308;0.002772162120462035
825;cliquer;0.0;0.0;0.0;0.0;2.169555744734836e-05;0.0;0.0;0.0;0.0;0.0;9.298917810002411e-05;3.214098811634618e-05;0.0;0.0007666799767165031;7.807494347757146e-05
826;club;0.0;4.5896866491361215e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0349303010916226e-05;0.0;5.1041763951975554e-05;0.0005270998131742596;0.0001823276449251357
827;coco;0.0;0.0037410666886068186;0.0018552036018404964;0.0;0.0;0.0;0.002976768594125574;0.0;0.0039240297712343246;0.0;0.0;0.0;0.0;0.008428123686157205;0.0
828;cocooning;0.0;0.0;0.0003590547729128669;0.0012262812832026142;2.1506747488128847e-06;2.2584804306639915e-05;0.0;0.0;0.0;0.0;9.010939528998897e-05;0.0;0.0012080783117000358;0.0005266337905255136;0.0
829;cocotte;0.0;0.0;0.004268636849992046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
830;code;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0032000798810113626;0.0;0.0;0.0;0.0
831;codes;0.0;1.4932408828076309e-05;0.0;0.0;1.6275672789455324e-05;3.4279426009981006e-06;0.0;0.0;1.7958917786702018e-05;0.0;9.003680373422723e-05;9.193728489851604e-05;0.0;0.00024580223723227196;0.00019346128646405408
832;coeur;0.0;0.0;0.0025350956004353744;0.00576952277336161;6.13382838789632e-05;0.0;0.004336161344754204;0.005460007927822201;0.0;0.0;0.0;0.0004114290100193845;0.011853913465144044;0.0077063706724951764;0.0
833;coffret;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0025795501737069983;0.0;0.0029947248183383227;2.3927263646951672e-05;0.0;0.0;0.0019029352759052476
834;coiffage;0.0;0.002795859607233499;0.0035372746235742838;0.0;0.0;0.0;0.0024308906482873914;0.0010440220264613163;0.0021695513589248257;0.0;0.0;0.0;0.008378991220086134;0.015765527700254047;0.0009331790918162946
835;coiffages;0.0;0.0;0.0;0.0;0.0;3.68811898760777e-05;0.0;8.749396203562659e-05;0.0;0.0;0.0;0.0001015757913952034;0.0;0.00034957543208891415;0.00022512084166658684
836;coiffant;4.0439268202962596e-05;0.006178920967025579;0.005531437210663975;0.0016084225977422064;0.0004693812603928947;0.0;0.0;0.0;0.0028854055738387462;0.01079048758396755;0.0011303225953660971;0.0;0.0;0.004778294202132645;0.00019362122960318176
837;coiffante;0.0;0.0;0.0;0.0;0.0;0.00019289351506536715;0.0;0.0;0.005951478124492001;0.0;0.0;0.0;0.0;0.0038158112773766;0.0
838;coiffantes;0.0;0.0;0.0;0.0001297149454398621;0.0;6.086442176289965e-05;0.0;0.0;0.0;0.0;6.996366173438985e-05;0.0;4.877566229368129e-05;0.000584220178368707;0.0002089080412342154
839;coiffe;0.004863322217149348;0.0;0.0;0.001163533340302498;0.0;0.0;0.0;0.0;0.0;0.012774509324501731;0.0;0.0;0.0;0.0;0.0
840;coiffer;0.0017512452176669038;0.0;0.0;0.0;0.0006520676591845906;0.0030267558792813794;0.0;0.060457748378213376;0.01184907763609814;0.0;0.0;0.0;0.007079255086761719;0.015387060684052881;0.11924448802393507
841;coiffeur;0.0038591073037788255;0.11303926932039386;0.0;0.0;0.02239952303931677;0.005001655014183305;0.027343377633464075;0.0;0.0726530789927305;0.0073668071485429535;0.03709338601516975;0.050766105560002044;0.028816597437418285;0.10543396910745863;0.026120029074747662
842;coiffeurs;0.003992773622669633;0.019123646156165554;0.0;0.0;0.0;0.0;0.0;0.0;0.017807935684858504;0.0;0.0;0.013405064255259721;0.0;0.0;0.0026366184532545687
843;coiffeuse;0.024219762424465566;0.04174108155572914;0.0;0.0;0.0035167640337394716;0.0009719803940415487;0.0;0.0005066285181909396;0.061201707741918056;0.0;0.009713293096782712;0.003395124669740086;0.0;0.02803309315538689;0.0
844;coiffeuses;0.0012986488751765707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013747627243108004;0.0;0.0;0.0037740256544863404;0.0
845;coiffure;0.008736525829851353;0.03420770901751191;0.0;0.0;0.015366407222000144;0.011841447740685311;0.0;0.0;0.016082206438873675;0.0021039049413736645;0.011071377079346705;0.0;0.0;0.021911903014934668;0.00424177102504626
846;coiffé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.408903089124361e-05;0.009304260126054538;0.0
847;coiffés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005208827068996449;0.003272590638359035;0.0012175719471674686
848;coin;0.0;0.0;0.0;0.0;0.004645648563597888;0.0;0.0;0.0;0.0;0.0;7.167277481624574e-05;0.0006351063110055513;0.0;0.0005279093821896981;0.0030973282408241357
849;colis;0.0;0.0030240847101606952;0.0;0.0;0.031091909161897233;0.0037466852965137303;0.0;0.0;0.005226972623836744;0.0;0.008076374098118604;0.04371935956149262;0.002013071737273054;0.014229161803362079;0.0
850;colisage;0.0;0.0006449861011816252;7.801891261420236e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011976808787772415;0.0009283829960949058
851;colissimo;0.0;1.4932408828076309e-05;0.0;0.0;1.6275672789455324e-05;3.4279426009981006e-06;0.0;0.0;1.7958917786702018e-05;0.0;9.003680373422723e-05;9.193728489851604e-05;0.0;0.00024580223723227196;0.00019346128646405408
852;collance;0.0;0.0;0.00037395792450373313;0.0;0.0;0.0;0.0;0.0007249041951745916;0.0012108984521386598;0.0;0.0;0.0;0.001103296486230625;0.00016997675906853547;0.0
853;collant;0.0;0.0;0.0;0.019023650874984515;0.0;0.0;0.0;0.0;0.0;0.0;0.014348388322113624;0.0;0.06373102099375531;0.006840683843123799;0.0
854;collante;0.0;0.00020739590695927274;0.0;0.00029468873890113666;0.0;0.0;0.0;0.0;0.0005816565234002922;0.0;0.0;0.0;0.01208327360814499;0.0016741857017971984;0.0
855;colle;0.016893526617804043;0.019371432019962553;0.03544667259374667;0.01994247124278065;0.0;0.0;0.0;0.0;0.02545813922684685;0.0;0.0;0.0;0.009137479818543575;0.0;0.05507909872885495
856;collection;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006150622575382525;0.0;0.004906799795894264;0.0;0.0
857;coller;0.003045642491276954;0.007626341964553886;0.003621344189378571;0.010713589697897097;0.0;0.03244209005707823;0.0;0.0;0.009951575455036861;0.0;0.00820158472490682;0.0026983668924090475;0.0018025572781150655;0.005453671280533668;0.017813923290983035
858;collègue;0.0;0.0030607869675698994;0.0;0.0;0.0;0.0;0.0019178669458353123;0.0;6.439288509426354e-05;0.0;4.2125896877263755e-05;0.0;0.0;0.0;0.00010421525343530167
859;collé;0.0;0.00010120465419303959;0.00033303149118593087;0.0;0.0;0.00035651030457812437;0.0;0.0;0.0;0.0;0.00034116504077278184;0.0004747819053835118;0.00024463745864082597;0.0010479177394483847;0.0029540770395979866
860;colo;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010522282642021947;0.0
861;cololorés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010737746141878928;0.0;0.0;0.0;0.0
862;colonie;0.0012632141560034223;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0039299823271956085;0.0
863;color;0.00016424006904856254;0.0032484026031616127;0.0011467197835657132;0.0;0.0;0.0;0.0;0.003965973966335388;0.0;0.0034256269975128898;0.0;0.0;0.0;0.008836067000022945;0.0
864;colorant;0.0;0.0023681499745171765;0.0;0.0;0.0;0.0;0.0;0.0;0.006523567886399211;0.0;0.00016208492255329098;0.0;0.0;0.001788691475142756;0.0
865;coloration;0.005357719781175553;0.0;0.0;0.0;0.0;0.0;0.028832891404344533;0.0;0.015117889281616533;0.010196385223963711;0.02347600103435508;0.0;0.0;0.02639188591470592;0.011456859767995296
866;colorations;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024988968310747416;0.0012887323640477502
867;colore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007346730133959751;0.0009731417818485846;0.00823484035535695;0.0;0.0;0.0024903288301213354;0.0025626799383559025
868;colorer;0.002813492921316514;0.010648448636474529;0.0011077189814495526;0.003067881942448466;0.012307713406287241;0.02276295419186966;0.0;0.0;0.002083838844280672;0.0;0.03165725961897428;0.0;0.0;0.020513441846115272;0.0
869;colorez;0.0029802566000413145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008676746702553377;0.0;0.0;0.0;0.0;0.0;0.0
870;coloris;0.0010087601436663516;0.0;0.0;0.0;8.277874519854738e-06;0.0;0.0031770133543794136;0.0;0.0;0.0;0.010476285440890956;0.0002844149029967138;0.0;0.0;0.0
871;colorés;0.009216262224478114;0.010090432718978451;0.0;0.0;0.0;0.01710929127216282;0.0;0.00954295587865479;0.009304104816295209;0.0;0.010331078988036225;0.013783497044172366;0.0048047744747392145;0.018623852248406802;0.0021839537237878185
872;cols;0.0;0.0;0.0;0.0027027261933915184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017236761983165357;0.0011491182471261457;0.00031629976149666485
873;combat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002481415373246361;0.00025376111737043534;0.0017445661363571312;0.0;0.0;6.585808690157494e-05;0.0
874;combinaison;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0020102080435421953;0.0;0.0;0.0;0.008237390018425604;0.0
875;combiner;0.0;0.004544778221701192;0.0011069694654286541;0.0;0.0;0.0;0.0036956333302502094;0.0;0.0;0.0;0.0;0.0;0.00657165432407885;0.0340612547785806;0.0
876;combiné;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007689051287060666;0.0
877;comble;0.005240605732916913;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
878;combler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005306837677885628;0.0;0.0;0.0006858206374767883;0.00041442829133546383;0.0;0.00057457798061325;0.00104901657845653
879;comblée;0.0;2.7687837827538478e-05;0.0;0.0;1.1113150013998636e-05;3.387662749111715e-05;0.0;6.394661429819653e-06;0.00019774601790486886;1.5322546253143965e-05;7.584767113050848e-06;3.894430168752208e-05;0.0;0.00022109239007562408;0.0001469253014472937
880;combo;0.007951535094876394;0.0;0.0;0.0;0.0;0.0;0.0;0.0033295348032805643;0.0;0.0;0.0;0.0;0.0;0.0066646923417631775;0.0
881;comma;0.0;0.0024338960398800026;0.0;0.0;0.0;0.0;0.004077755671823947;0.0;0.0;0.0;0.0;0.0;0.0;0.0011371544749863294;0.0004325320910396309
882;commandant;0.0;0.006917064077540759;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007578856213026666;0.0
883;commande;0.014684122243058014;0.011765877102433655;0.013011223799435319;0.0;0.07670890049270293;0.014529135969861119;0.0;0.015624663719734101;0.005731803419608671;0.004663309137121932;0.011871168247115366;0.053337736063371034;0.0;0.0091287966861925;0.02545054084543484
884;commander;0.011339491397016054;0.028326195926894403;0.008141741509485507;0.014980122441972998;0.03230220624401525;0.02253001743231939;2.562136056734875e-05;0.0;0.04301863590689103;0.015026880460050724;0.05140789955124894;0.04936936712394098;0.000715753738126952;0.04371832309591935;0.0
885;commanderai;0.0019575674259965136;0.012033798382870194;0.0;0.0;0.002982873276398086;0.0;0.0032202602609449197;0.0;0.0;0.0;6.837988079657736e-05;0.0;0.0;0.0;0.0
886;commandes;0.0;0.00245421914196007;0.0;0.0;0.006996119788224046;0.013249740251178806;0.0022853855363890226;0.0;0.0;0.0;0.0;0.0028189657610611127;0.0;0.0;0.0
887;commandé;0.0;0.0;0.0;0.0;0.0;0.009062737636806832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000374680241038045
888;commandés;0.0;3.66809322122018e-05;0.0;0.0;0.0;6.791816516035303e-05;0.0;2.6474369006563804e-05;0.00048172290244446163;0.0001259235076840341;9.920475549335017e-05;4.469302123230298e-06;5.043542180988116e-05;0.0005198305519938732;0.00017105435672850686
889;commencait;0.0;7.590930742202166e-05;0.0;0.0;7.227258240342184e-05;9.107028209924494e-05;0.0;0.0;0.0001470620154034883;1.4300435956356959e-05;0.00027778649355044566;0.00018536859805538838;1.7320091194016944e-06;0.00035479076371136564;0.0
890;commence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016534915831148102;1.3526801121664108e-05;0.0;0.0001354100755553254;0.0;0.0003819687021868554;0.0005421838196886353
891;commencer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026735938196648733;0.0;0.018875919100082194;0.001105620223338378;0.0;0.0005210126279244753;0.018300471455583337
892;commentaire;0.005027970798264402;0.0015036218344086183;0.0005842055565381304;0.0;0.004412829756113113;0.0;0.0;0.004908826462432589;0.000565892373134641;0.0;0.00945158466063135;0.00362840842848677;0.003874697877095272;0.036395059547229665;0.008223030430267245
893;commentaires;0.0;0.0014782866521511617;0.0;0.0;0.0;0.0;0.0023109483543955265;0.0;0.00020025359433547041;0.0;0.0;0.0;0.0;0.00022602844206903738;0.00030969711023246877
894;commenter;0.0;0.00158135070616224;0.0;0.0;0.0;0.0;0.0017220495208135815;0.0;0.00032533111119649124;0.0;1.2322138625404372e-05;4.926620751715149e-05;7.140510512094852e-06;0.0007987617487100414;5.011059563349156e-05
895;commençais;0.0;0.0;0.0;0.0001505429605532858;0.0;0.0;0.0;0.0;0.0;4.6800276383288374e-06;0.0004907159087924518;0.0;0.0;0.0016694834486215497;0.0
896;commerce;0.0;0.003746539679349456;0.0;0.010488328347895447;0.0007018026033208066;0.0;0.00027547063471732773;0.0;0.02984533320751454;0.006910107704456551;0.0003031193463138072;0.0007055337544344777;0.0;0.012332386717144405;0.0
897;commercer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009270415084440056;0.0;0.0;0.0;0.0;0.008071086672058424;0.0008369155563680573
898;commercial;0.0;0.0;0.0004399324823750923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002832883074178254;6.93406325491645e-05;0.0;0.0005841947950173405;0.0013212037297238798
899;commercialisation;0.0;0.0;0.0;0.0;2.9267117887700947e-05;0.0;0.0;2.028849554309985e-05;0.0006744633291169971;0.0;0.0;0.0;0.0;0.0009359326300233243;0.0
900;commercialiser;0.0;9.045794071543e-06;0.0;0.0;0.0;1.0690634553933478e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0029854179535885286;0.0006551765746427082;0.0
901;commun;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00018110474641344979;0.0001238237544737177;0.0001976920213969294;0.001200683857955331;0.0005862931258351619;0.0009938595113466835;0.0
902;communication;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03682294912344371;0.0;0.0;0.0
903;compacte;0.0;1.9582842232863635e-05;0.0;0.001738210944720565;0.0;0.00011415782353491435;0.0;0.0;0.00012685417780102691;0.0;0.00026756005008109153;0.0;5.045575016972401e-05;0.000837501118358367;8.177624528117306e-05
904;compagne;0.0;0.0;0.0;0.0;0.0;0.027134790915121505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
905;compagnon;0.0;0.002821952901587187;0.0007640790275730723;0.0;0.00011437084419753743;0.0;0.0006241146523073033;0.0;0.0006000317419360904;4.288450993529114e-05;0.0011283998866604237;0.0;0.0;0.0009258212474483919;0.0002947164262612925
906;comparaient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017230029049941295;9.526148805266525e-05;0.0001630242061697476;0.0007503915763518256;0.0018347484647257897
907;comparaison;0.0;0.0;0.00046293175882362473;1.9614112264464993e-05;0.0;0.0;0.0;0.0;1.834304309002283e-05;0.0;0.00039894434840540477;0.0001952538029163358;0.0;0.0012153360639138514;0.0009582899150822487
908;compare;0.0;0.009874064264696416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
909;comparer;0.0;0.011925212066498145;0.0;0.0;0.0;0.0;0.012027751849983743;0.0013297189345582554;0.003367358662201243;0.0;0.0;0.0;0.0012651214621689113;0.0036734923248068763;0.00872898159379375
910;compense;0.0;6.138025566470054e-05;0.0;0.0;2.8121686289792764e-07;0.0;0.0;0.0;0.0;0.0;0.00026319896607982873;0.0;2.9311142360216654e-05;9.884926496900856e-05;0.0009478726565543644
911;compenser;0.0;0.0;0.0015837148402814921;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003848354350072673;0.0;0.0;0.0;0.0
912;complet;0.0025238318279828813;0.0;0.0;0.0;0.0;0.0;0.0;0.004149273273803322;0.0;0.006381229220636944;0.008414367500508101;0.0;0.0;0.03658436751730526;0.014320093798980223
913;complete;0.0;0.0;0.00016640945162290532;0.0;6.462939240444412e-05;9.086264790359914e-05;0.0;0.0002328937783471373;0.0008710433305822402;0.0;0.0005551359921662052;0.00020190296303827427;0.0;3.6904423790755504e-05;0.0
914;completement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3133854411155784e-06;0.0;0.003432906606854999;0.00019664340459648488
915;complexe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9309785584346513e-05;0.0;0.00010366411057400529;9.542227974750455e-05;0.0;0.0003339712860559668;0.0002512476496456298
916;compliment;0.002792356374993335;0.0;0.005279129693395068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008183147645523269;0.0;0.0;3.842442087800947e-05;0.0007148983646887194
917;complimenti;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.659751200966722e-103
918;compliments;0.003139475878519726;0.015289343581076028;0.0;0.0;0.0;0.0;0.0;0.0;1.5313640621201815e-05;0.0;0.007853271045296718;0.0;0.0;0.0;0.0003743135755795148
919;compliquer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02033623753024369;0.02069971779219962;0.0;0.0;0.0;0.0;0.0025407315416568774
920;complètement;0.0;0.0;0.0;0.0;0.0;0.030988052186594138;0.0;0.0;0.0;0.027104258049381606;0.001102528727593169;0.007588488212219022;0.00048726369862378414;0.0024110822034792974;0.0001777406023249987
921;complément;0.00011525433525519674;0.0;0.0;0.0;0.0;0.0;0.0;0.00931558550788493;0.009037954495514098;0.0;0.0;0.03004882314102979;0.0012235546468640512;0.015594092272299413;0.0028428674481259728
922;complémenter;0.001017424592824489;0.0014457544318373977;0.0;5.844000220750973e-05;0.0;0.0;0.0009413848249318835;0.0;0.0;0.0;0.002230711055469828;0.0;0.0;0.0;0.0
923;compléter;0.0;0.0016626861589148828;0.0;0.0;0.0;0.0;0.0;0.0018756540660477417;0.0022825340131863285;0.0;0.0;0.0;0.0;0.002107352695678154;0.0010266624479074093
924;comporter;0.0;0.0;0.0;0.0;0.0;6.430401375849799e-05;0.00013253762072054263;0.0;0.0;2.0920371669490784e-05;0.0;0.0;0.0;0.0012948201206843754;0.0
925;composant;0.0;0.00045535854241020296;0.0;0.0;0.0;0.0;0.0;0.004957973297076158;0.0;0.0;0.0;0.0;0.00012448620421538575;0.007623509945994476;0.0050795396757040865
926;composer;0.0;0.0;0.0;0.0;0.0008380068741832337;0.0;0.0;0.0;0.0;0.0;6.542454689537015e-07;0.0;0.0;0.0035408823469237323;0.0005957976025340787
927;composition;0.0;0.0008817320906593782;0.003858663304952778;0.002744049969629097;0.0;0.004136799783627236;0.0;0.0;0.0022953686707902856;0.0;0.0012881760561486782;0.00025277475643109955;0.0;0.009005543661376366;0.0017910979558595865
928;comprehensible;0.0;0.0011680898170769204;0.0;0.0;0.0;0.0;0.00183499194670656;0.0;0.0;0.0;0.0;1.0681777867604905e-05;0.0027898734195372283;0.0;0.0
929;comprendre;0.0;0.013177826270317636;0.0;0.0;0.0;0.0;0.0;0.0;0.002378673343835534;0.0;0.00026384215372353843;0.0030040318413235532;0.0;0.0017229229395170106;0.0007290180727305995
930;comprends;0.0006915142916926897;0.0;0.0011103253018095388;0.0;0.0;0.0;0.0;0.0017856244340360302;0.0;0.0;0.002568903338833044;0.0;0.0;0.001985682163883292;0.0
931;comprenez;0.0;0.0;0.0;0.003616987536847603;0.0;0.0;0.0;0.0;0.0004436887861783468;0.0;6.578409199278566e-05;0.0;0.0;0.0;0.0
932;compromis;0.0;0.0;0.0;0.0;0.0;0.009566052959669375;0.00033291427116274825;0.0;0.0;1.067100317048721e-05;0.0;0.0;0.0;0.0003385170066363185;0.0
933;compréhension;0.0;0.0;0.0;0.0;6.76044256797827e-05;7.193679418532537e-05;0.0;0.0;5.166609199707567e-05;3.9798902387027394e-05;0.00013112264763742807;0.0001909947341887944;0.0;0.00028249027569507537;0.0
934;compte;0.0;0.009637464417016017;0.0;0.0;0.0;0.018644557782863207;0.0024973531661109777;0.0;0.012505764670813744;0.0;0.0012691434447833882;0.004524348411919793;0.0;0.007448447352944013;0.005091634876342004
935;compter;0.0;0.0;0.0;3.4938454351364423e-05;0.0;6.54940632493739e-05;0.0;0.0;4.277847004326379e-05;6.22417034661247e-07;0.00011145830982947835;0.0;1.7825750981911724e-05;0.0005646105291344656;0.00012618465890587167
936;compétitif;0.0;0.05002382831289592;0.0;0.0;0.0;0.004001611768343288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005097736321889165
937;compétition;0.0;4.5896866491361215e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0349303010916226e-05;0.0;5.1041763951975554e-05;0.0005270998131742596;0.0001823276449251357
938;comédogène;0.0;0.0;0.0;0.009745762202733805;0.0;0.0;0.0;0.0;0.010077039376723666;0.0;0.0;0.0;0.0;0.0;0.0
939;con;0.0;0.0;0.0;0.00012338539202014285;0.0;5.474444600480281e-05;0.0;0.0;0.00034749414636996346;0.0;0.0003974306039575194;0.0;0.0;0.00042375843050514265;0.0002786193426545483
940;concentr;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.117500165484807e-05;1.8045974592481917e-05;9.243230347598019e-06;0.00012568484605456333;0.0;0.0;3.690888645917748e-05;0.0
941;concentrer;0.0015419552124035613;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010433587399493002;0.0;0.0;0.0;0.0;0.013101101200039864;0.0
942;concept;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011268244101889007;7.659003741769921e-05;0.000867099463295663;0.00022783767961236497;0.00015028578347876556;0.0006044303531357605;0.0009043654172447817
943;concepteurs;0.0;0.0;0.0;0.0004978104171914141;0.0;0.0;0.0;0.0;0.0;0.0;9.398045516135524e-05;2.3525488295146944e-05;0.0;0.000307890768548604;0.0005330063886433326
944;concerne;0.003942847453428779;0.0;0.0;0.0003758094748590738;0.0;0.0;0.0;0.0;0.002763162085828972;0.001468655663218205;0.0020008704768224;0.0;0.0;0.0018930130066598743;0.0
945;concerner;0.0;0.004385141694694617;0.0002834430088066951;0.01291729164509509;0.0;0.0;0.011151271271720919;0.0034431943652560595;0.007213880839709631;0.0;0.006802693569534831;0.0003711544488759158;0.0;0.002972200653967487;0.0034151763925468
946;concernerait;0.0;6.870249610325447e-05;0.0;0.0027363578656601157;0.0;0.0;0.0;0.0;0.0;0.0;0.0002044543237357659;0.0;0.0;0.0;0.0004416659313559001
947;concernées;0.0;0.0;0.0;0.0;0.0;3.4088514070916115e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002727244433196496;0.0003096664689298841
948;concevoir;0.0;0.0;0.0;0.0;0.0009095035116955678;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00299490113470827;0.0
949;conclure;0.0;0.0;0.0;0.002635826864608156;0.0;0.0;0.0;0.0;0.0;0.0;0.00045622862584497137;0.0;0.0;0.000826745416958671;0.0001319847031217847
950;conclusion;0.0;0.0;0.0;0.003281039767178687;0.00023098998235962848;0.00084873220952524;0.0;0.0;0.004430412074714164;0.0;0.0;0.00017757098237274491;0.003530463390542239;0.00012258782443388426;0.00041570457092273365
951;concombre;0.0;0.0;0.005960349621034723;0.005744078505774539;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00021134614202278232;0.0
952;concurrence;0.0026463640923614896;0.06016255356738921;0.00015559954937039336;0.0;0.0;0.0;0.0;0.0013386907812430217;0.0;0.0018225009294666834;0.0;0.0;0.0;0.004477933179612138;0.0
953;concurrencer;0.000496532780582404;0.0015795851874479208;0.0;0.00016816434824919809;0.0;0.0;0.0;0.0011645570767026688;0.0;0.0;0.0017594030027613425;0.00032064453665642533;0.0008736985523738494;0.00014587294685420584;0.0018482310334030116
954;concurrences;0.0;0.0022601286845246194;0.0;0.0;3.6700638232782533e-06;0.0;0.0;0.0;0.0;0.0;0.00021378725343491314;0.00012409881315220478;0.0;0.0029224494050417897;0.0
955;concurrent;0.0;0.005532907423943346;0.0;0.001100713459504683;0.0;0.0;0.0013072035446366388;0.0;0.0006973428223883422;0.0;0.0;0.0;0.0;0.008500966881185098;0.0007770804318149635
956;concurrentiel;0.0;1.8732380552910686e-05;2.492963647494065e-05;0.0;0.0;0.0;0.0;0.0;2.1606410911578445e-07;0.0;0.0;4.345383147806524e-06;0.0;2.7447508864773022e-05;0.0
957;condition;0.0005017480278104953;0.0;0.0;0.013047895322456898;0.0;0.0;0.0;0.0004422556254231878;0.0;0.0005136022054293672;0.0;0.0;0.0025980909040292065;0.006493295072821632;0.021538868180751947
958;conditionement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0052233033549429495;0.0;0.0003025983371168676;0.0;0.0;0.0;0.0
959;conditionnement;0.0;0.015922414690599063;0.0;0.0;0.0;0.0;0.0;0.0;0.005945827167561125;0.0;0.00033961646700814553;0.0006116723196802071;0.0;0.001707032895655368;0.01373341197563505
960;conditionner;0.0;0.0;0.0;0.0;0.00014257644955310218;0.0;1.9518699859506772e-05;0.0;0.0;0.0;0.00018243236749839123;0.0005223942506407446;0.0;0.0003132039483623674;0.0
961;conduire;0.0;0.000276050917473687;0.0;0.0;0.0;0.0;0.0;0.0;7.491023567199873e-05;0.0;1.2831415433790219e-05;0.0;8.192393961601335e-05;0.0005290394544196622;0.0001729872802786109
