;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
48;accueil;0.0;0.00041397450822186347;0.0;0.0;0.0;8.5768773908879e-05;0.0;0.0;0.0;0.0;0.0004196228405542169;0.0;0.0;3.60427455029176e-06;1.3003453206570773e-05
49;accès;0.0;0.0;0.0;0.0;0.0;0.005759212434840927;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003988222754673903
50;accélérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00013877587688752524;0.0011632195442979152;0.0;0.0;0.0;0.00017362607255278398;0.0002727474997746687
51;ach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010695489112549706;0.0;0.0;0.0;0.0
52;achat;0.0;0.05135120947638364;0.0018119028791384697;0.008782485360890251;0.06929680323271473;0.18853304923080452;0.013005257085145569;0.01746078752504751;0.01291162728410603;0.00917571646003045;0.02465373063588455;0.030400173345806747;0.0005009944059735468;0.014800191624748734;0.0
53;achats;0.0;0.0;0.001522490387198447;0.002525563561777225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;ache;0.0;0.00015371201042012336;0.0;0.0;0.0;0.0;0.0;0.0;0.0003966931621752247;4.3355644100005205e-05;0.0003459723570638242;8.33128371549755e-05;0.0;6.777273672116404e-05;7.058063215700275e-05
55;acheminement;0.0010770935648573385;0.0033742981647582114;0.0;0.0;0.0;0.0;0.0021700341561970505;0.0;0.0;0.0;3.404340856108776e-05;9.456858726757293e-05;0.0;0.0;0.0
56;achetais;0.0010021266667057094;0.007476117823182476;0.0;0.0;0.0;0.0;0.0;0.0;0.0028081284150393445;0.0;0.0036520966355001387;0.00010581199836053027;9.196779964557977e-06;0.0043853642311660205;0.0015179248012290698
57;achete;0.0;0.0;0.0;0.0;0.01809648138756132;0.0;0.0;0.0;0.003853767494189971;0.0;0.003967116150482113;0.0;0.0;0.001138832859202421;0.0
58;acheter;0.007651594143026222;0.04832843989203401;0.0;0.0;0.014894411528107882;0.029369289118868037;0.0;0.024569555313356323;0.08088039005845814;0.02109772542958478;0.02485859727473588;0.020361716113343354;0.012129978609407534;0.07490659180604758;0.05883053003613896
59;acheteur;0.0;0.002346951119714742;0.0;0.0;0.0;0.0;0.0;0.0;0.0006521272166476263;0.0;0.0;0.007438847093716861;0.0;0.0005113423138803774;0.0
60;achetez;0.0;8.446822892102632e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019446556160195808;0.0;0.0;0.0018303042817409425;0.00043819268544747017
61;achette;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008876841031204192;0.0;0.0;0.0;0.0
62;achetée;0.0;0.0;7.210710336427533e-05;0.0;0.0;0.0;0.000138928627828481;0.0;0.0;0.0;0.0013207918366648893;0.0026871509359052983;0.00021396162831494928;0.00011055992245413701;0.0007343652685039249
63;achète;0.0052708038433676215;0.011249757250933025;0.0012559704987953485;0.0;0.0;0.018061700247747132;0.0;0.0;0.025586375448023068;0.0;0.013614549240939775;0.0009659610520676694;0.0;0.017703371001040948;0.0027778571413290196
64;achèterai;0.0;0.004500043245136196;0.0011679304339786627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0025324159502108255;0.0;0.0007357616170545292;0.0022544566630898918
65;achété;0.0;0.007371663489571736;0.0;0.0;0.0030955473660433048;0.006918952367805112;0.0;0.0;0.0002756020931359696;0.0;0.00078362503091253;0.0;0.0;0.0;0.0
66;acidité;0.0;0.0;0.0;0.0028263632033005475;0.0;0.0;0.0;0.0;0.0;0.0;0.0004933219682461504;0.0;0.0;0.0;0.001203316636456308
67;acné;0.0;0.0;0.0;0.013999236129926198;0.0;0.0;0.0;0.0;0.0;0.009550922924795462;0.0005643062756603219;0.0;0.0;0.0025242584634860695;0.0
68;acnéique;0.0;0.0011011781784906723;0.0;0.003963235799605994;0.0;0.0;0.0;0.0;0.0018060922991562926;0.0;0.0005644871771741428;0.0;0.0;0.0;0.0012377923859270086
69;acnés;0.0;0.0;0.0;0.00018543038759155612;0.0;0.0;0.0;0.0;0.0;0.0;0.0006598374486164212;0.0;0.0;0.0;0.0004385710928041977
70;acquiert;0.0;0.0026367328667940455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005338049713258476
71;acquis;0.0008829957943292385;0.005508913155361187;0.0;4.1150660837424256e-05;0.0;0.0;0.0;0.0;4.04471475309304e-05;0.0;0.0006087257887045938;0.0;0.0;0.0;0.0
72;acquérir;0.0;0.00021356670442650245;0.0;0.0;7.537675444282775e-05;0.00016050644522131084;0.0;0.0;3.8089646415641535e-05;3.98540617582427e-05;0.0001936717364884382;0.00025615314792882735;0.0;0.00015159865942942097;0.0
73;actualise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.809696820759584e-05;0.0;0.0;0.002054973206856881
74;actuel;0.0;0.0;0.0;0.0;0.0;0.0007650312684580942;0.0;0.0;0.0;0.0;0.000342258351498586;8.745671043487067e-05;0.0;0.005284923440237288;0.0
75;actuellement;0.0;0.0027796050923956663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009022909938901837;0.0014529177882503185
76;adapte;0.0;0.0;0.0;0.015788152348303323;0.0;0.0;0.0;0.0;0.008754072371715382;0.0;0.011735396708232445;0.003747752971481853;0.0;0.0005824687250406259;0.0040852253945041165
77;adaptent;0.0;0.0005731788911262962;0.0;0.0;0.0;0.0;0.0;0.009797805403241018;0.0;0.0;0.0;0.0;0.0;0.00019777205270327572;0.0
78;adapter;0.0;0.004953012652977815;0.0;0.02870569440094792;0.0;0.00483380797266295;0.007515812592800068;0.0;0.0010175053730251747;0.015406707639183137;0.015746496315943884;0.0;0.0033940691552722855;0.014707599010916339;0.005480458326934957
79;adapté;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000735541775432074;0.0;0.0;0.005499796566566031;0.011127190424840396
80;adepte;0.006436378141069449;0.0;0.0;0.004502950309150855;0.0;0.0;0.0;0.0;0.0;0.004719869817503863;0.009339662104640035;0.0;0.003010119372622141;0.009483502828034247;0.0014460335739868544
81;adeptes;0.0;0.0;0.0;0.004121881519090931;0.0;0.0;0.0;0.0;0.0020837016962180588;0.0;0.00027849759831623076;0.0;0.0;0.0;0.0
82;adhère;0.0;0.0032200643500023465;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.141843861348252e-05;0.0;6.256305218294406e-06;0.000472569198143639;0.004793865911232797
83;adhérer;0.0;0.0;0.0;4.625566173872322e-05;0.0;2.8438450861035478e-05;0.0;0.0;0.0;0.0;9.992481507026669e-05;0.00020058388142740453;0.0;0.0003535237309452966;0.0013812915556630514
84;adhésion;0.0;4.0046026409238426e-05;0.0;0.004082243327050969;0.0;0.0;0.0;0.0;0.00011429626708523604;0.0;0.0005831528475641672;0.00019150238703144725;0.0;0.0007400355792188679;0.0005699450553429665
85;adict;0.0;0.00011137938461313235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002516658479213159;0.0;4.205564952767564e-05;0.00044435503523408514;0.000495494584798034
86;adieu;0.0017473527380945408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011996424927640493;0.00019460326655874004;0.001022999273632866;0.00020193093802389872;0.00013900945768060774;0.0006659998500623981;0.0
87;adixion;0.0;0.0;0.0;0.0;1.5497138470928423e-05;0.0;0.00010301201136027119;0.0;0.0002971047369472938;0.0;1.3949654619529788e-05;0.00010970620450659477;0.00019532042539009074;0.0013414813608513352;0.0
88;admettre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001859613095566435;3.873987860089815e-05;0.0;0.00015503708968428435;0.0005058790712478797
89;ado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.173290256061238e-06;0.0;0.0;1.638506731594926e-06;7.335849113638255e-07
90;adobe;0.0;0.0;0.0003208039926428897;0.0;0.0;0.0;0.0;0.0007966353765702307;0.0;0.0;0.0;0.0;0.0012492500068435758;0.0012741112088167361;0.0
91;adolescence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017902045723667999;0.0;5.18737826645905e-05;0.0;0.0;0.0;0.001952059212839229;0.0
92;adooooooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.852925634392736e-108
93;adooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01331836110625095;0.0;0.0;0.0;0.0
94;adooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.852925634392736e-108
95;adooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0745350085464544e-06;8.005184931592588e-07;0.0
96;adoore;0.0;0.0;0.0;0.0002436936100923842;0.0;3.6730326058747136e-05;0.0;0.0;0.0;0.007372765237041452;0.0;0.0;0.0;0.00017285496829943053;0.00023981848481325339
97;adopte;0.0;0.0;0.0;0.0;0.0;0.016036183777938418;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;adopter;0.002485767877418137;0.0;0.0;0.007201787800579136;0.00016236344089331012;0.0;0.0;0.0016759427079742692;0.0;0.0;0.00043092550880731;0.0;0.0;0.006790556717472709;0.0
99;adopté;0.0;0.008139563926948595;7.506655807349349e-06;0.013897056293775094;0.0;0.0;0.0031001599601471756;0.0;0.0015021235574644428;0.0028196947745732356;0.0015513031239904034;0.0;0.0;0.0008451335020526078;0.003622209395403723
100;adoreeeeeee;8.845756055389949e-07;0.0;0.0;0.0;0.0;0.0;3.7003894782814986e-06;1.4845426315023098e-05;3.690857902908898e-05;6.268702527275583e-05;1.1197814264319533e-05;0.0001251628523266172;1.5439827822534574e-05;5.3953589400266925e-05;1.5704732172994943e-05
101;adorent;0.0;0.0;0.0;0.009552316263309015;3.865882917492709e-06;0.0;0.0;0.014266749324052655;0.0;0.0;0.0;2.9965675499493142e-05;0.0;0.0;0.0
102;adorrrrrrrreeee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.852925634392736e-108
103;adoré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007918135885523987;0.0
104;ados;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007409894738966935;0.0;0.0;1.3280961440316693e-05;0.0003834124394266892
105;adouci;0.0;0.0;0.00843706529459991;0.013743728861363833;0.0;0.0;0.0;0.0;0.0;0.0;0.002451703084786158;0.0;0.0;0.00988628438913692;0.0
106;adoucir;0.0;0.0;0.0;0.0;0.0;0.007781171926525794;0.0;0.0;0.0;0.0062964620875212655;0.006123150900258225;0.0;0.0;0.002466338862052399;0.0
107;adoucissent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0037446319028337223;3.9215696462919766e-06
108;adoucit;0.0;0.0;0.0;0.03225321273785458;0.0;0.0;0.0;0.0;0.0;0.0;0.010758614196242286;0.0;0.0;0.0;0.006408362204367717
109;adpater;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1255503416522802e-05;0.0;4.0672734856706207e-05;0.0;0.0;0.0015738553407243666;0.00025015123966745445
110;adresse;0.0;0.0;0.0;0.0;0.0;0.005831877540967087;0.0;0.0;0.0;0.0;0.0;0.0;5.777493055115307e-05;0.0;0.0
111;adresser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001401889399624152;0.0;0.0;0.00015678827243687597;0.0007081468807256729;0.0012130158075605323;0.0
112;adulte;0.0015312064646851539;0.0;0.00021912338146501222;0.0;0.0;0.0;0.00021829867145829748;0.0;0.0;0.0;0.0018041370179912423;0.0;0.0;0.0;0.0008076855423967996
113;advers;0.0;0.0;0.0;1.1202606919152542e-05;0.0;2.3053482717690574e-07;2.94702532474777e-05;0.0;4.212280690638733e-06;5.9702148340296256e-05;9.759248918638173e-05;3.278552561961221e-06;2.9107687043681923e-05;5.776183379397423e-05;0.00012695812529493576
114;adéquat;0.0;0.0;0.0;0.0;2.3479182553468895e-06;0.0;0.0;0.0;1.792189541589983e-05;4.211459228622527e-06;0.00028176319819134255;0.0002249044186579342;0.0;0.0;0.0009173681559287707
115;affaire;0.0;0.0;0.0;0.01901705325476146;0.00018932788739352638;0.0;0.0;0.0;0.0;0.0;0.0;0.00027489858498549;0.0;0.0;0.0
116;affecter;0.0;0.0;0.0;6.9803825970409265e-06;7.930849073015307e-07;0.0;0.0;0.0;0.004315330876882543;0.0;0.0;0.0;0.0;0.0;0.0
117;affine;0.0;2.2184293382386966e-06;0.0;0.0;0.0;0.00010104626782443012;0.0;0.0;6.0381587511477886e-05;1.5183705673148974e-05;2.295508173052788e-05;0.0;0.0;2.610513781458153e-05;0.00010427500963468179
118;affiner;0.0;0.0;0.0;0.013835264350614697;0.0;0.0;0.0;0.004355419074890304;0.0;0.0;0.0;0.0;0.0;0.0;0.0
119;affoler;0.0;0.0030607869675698994;0.0;0.0;0.0;0.0;0.0019178669458353123;0.0;6.439288509426354e-05;0.0;4.2125896877263755e-05;0.0;0.0;0.0;0.00010421525343530167
120;affreux;0.0;0.0;0.0002570278466339099;0.0;0.0;0.0;0.0;0.0;0.0001603630752685722;0.0;9.650544842261628e-05;0.0;0.0;0.0008777931893635281;0.0011886416338164267
121;affronter;0.0;0.0;0.0003590547729128669;0.0012262812832026142;2.1506747488128847e-06;2.2584804306639915e-05;0.0;0.0;0.0;0.0;9.010939528998897e-05;0.0;0.0012080783117000358;0.0005266337905255136;0.0
122;africain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006955191827195014;0.0;0.0;0.0001103454218592121;0.0;0.012453340439488503;0.0010368886268697476
123;afro;0.0;0.0;0.0;0.0007181578921847478;7.957541144352784e-05;0.0;0.0;0.0;0.0;9.256576864248301e-05;0.000589364751131669;0.0;0.0;0.0005532289040935611;0.00011764064916311944
124;after;0.0;0.0;0.0;0.002307470325984514;0.0;0.0;0.0;0.0;4.197158026421242e-05;0.0;0.0;1.0148298194915854e-05;0.0012170872583435995;0.00016660114391559897;0.0
125;aftershave;0.0;0.0;0.00732662770130863;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
126;age;0.0;0.0005487454704635083;0.00012539421848886518;0.003389528764946688;0.0;0.0;0.0;0.0;0.001264787701757321;0.0;0.00020274937106980648;0.00022636574931651744;0.0008712677857299482;0.004287620650430865;0.0
127;agen;0.003502640892682876;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00033570562615598833;0.0
128;agent;0.0;0.0;0.0;0.00032946934283076225;0.0;0.0;0.0;0.0;0.0;0.0;0.00012329585651047018;0.0;0.0;0.0007492477235899679;0.0
129;agglomérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005875595782047141;0.0;0.0;0.0;0.0;0.0;0.00040657442834980505
130;agir;0.0;0.0006476324670769454;0.0;0.0;0.0;0.0;0.0;0.0;0.018595078483592504;0.0014155816773028466;0.008900068865420815;0.01611987925864385;0.0030023509837026783;0.031191654518329854;0.0
131;agrable;0.0007766272003039594;0.0015768117420678145;0.0010879118593731484;0.0;0.0;0.0;0.0;0.0;0.0;0.0022340059224787313;0.0;1.3849578444584924e-05;0.0;0.0;0.002977403602468708
132;agrandir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009909828757042426
133;agraphe;0.0;0.0;0.0;0.0;4.1736888979792396e-05;0.0;1.04207125330347e-05;0.0;2.1052587788446104e-05;0.0;6.274856426939411e-05;0.000170909960235542;0.0;9.625891899330876e-05;0.0004646235613740539
134;agreabke;0.0;0.0;0.0014838955677523068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004402861329636518;0.00021755094912359455;7.887428048035516e-05
135;agresse;0.0;0.0;0.0;0.005487769757247628;0.0;0.0;0.0;0.0;0.0008483425656164817;0.0009428294437657289;0.0005641899147642055;0.0;0.0;0.0;0.0
136;agressent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010387073524911958;0.000993509694010826;0.0008832810813004873;0.0;0.0;0.0;0.0
137;agresser;0.0005752446152462757;0.01050406119105325;0.0;0.011183424000403855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
138;agressif;0.001035106330879183;0.0;0.0;0.0;0.0;0.0;0.0033621626547807957;0.0009300068498099856;0.0;0.0019130269521796073;0.0;0.005084049913661308;0.003291748052972684;0.007389211314005255;0.0011131252375908415
139;agression;0.0;0.0;5.18610161355924e-05;0.0;0.0;0.0;1.557520486630815e-05;0.0;0.0;0.0;0.000247729138511643;0.0;0.0;0.00032514563542170705;0.00140027363441117
140;agressions;0.0;6.870249610325447e-05;0.0;0.0027363578656601157;0.0;0.0;0.0;0.0;0.0;0.0;0.0002044543237357659;0.0;0.0;0.0;0.0004416659313559001
141;agrèable;0.0;0.0;0.013558488270020356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
142;agréabe;0.0;0.0;0.002698989325006506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0023522861059249124
143;agréablement;0.0;0.0;0.0;0.019915133560236015;0.0006859953038912178;0.0;0.0;0.00958903982024271;0.0;0.0;0.0;0.0;7.412448190574314e-05;0.004069600578981063;0.016939377622147204
144;agréble;0.0;0.005099555721345373;0.0018765345180782318;0.0;0.0;0.0;0.0;0.0;0.0031666568966379287;0.0;0.0;0.0;0.0;0.0;0.0051056873172682544
145;agéable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.852925634392736e-108
146;aide;0.0013472413013567218;0.0;0.001192597371781613;0.004941065151645426;0.0;0.0;0.00023675066713166323;0.002662311696365742;0.0036133597479380474;0.0;0.022242389125870482;0.0;0.0;0.0053969146554738905;0.006313687623100736
147;aider;0.0;0.0;0.005194525470233059;0.003428509999061495;0.003487488356285233;0.0;0.0;0.0031893313313335267;0.0;0.0;0.0033256994903796684;0.005076630594742718;0.0007320423276720392;0.014938338712713682;0.0033515228512158582
