;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
74;ce produit et tous a fait se que j'attendais,  ayant pris le meme produit au coiffeur est l'ayant payé plus cher , je recommande le produit.;0.0016491249352920628;0.0;0.0034801372541418156;0.004046559394530353;0.0026355389349403614;0.0;0.0030917573020576854;0.06172266353708863;0.002150443146655722;0.00010999826177496694;0.01644615559256716;0.000909623519583672;0.0;0.001036856374240379;0.0007983231307324836
75;le seul petit  b-mol c'est que ce shampooing a tendance à bleuir légèrement les mains lorsqu'on l'utilise mais ça part rapidement sinon y a pas mieux pour déjaunir! parole de coiffeuse!;0.0005821766781242144;0.0;0.00642580944527544;0.0004735569929069864;0.0020654291305314517;0.0019847349194625783;0.000761190935577012;0.0023873710639794633;0.0012694790559241282;0.0018243584197670738;0.037257883600438385;0.00026278316605900796;0.0002815724307901076;0.000454153976737103;0.00012135324466910188
76;Acheté en une si généreuse quantité , calculez à combien ce produit vous revient s'il est acheté chez un coiffeur ( introuvable ailleurs en petite quantité ) , vous aurez vite compris que chez AMAZON , il n'y a pas mieux rapport qualité/prix ,avec envoi rapide et soigné.;0.0012314567899345732;0.0;0.08275582801365836;0.004499136473439833;0.0044823354033762825;0.0;0.0015326099515831472;0.001478802232732502;0.043366195226362085;0.002244737131098141;0.02336654434012603;0.0006821232903938085;0.002002897580639412;0.0;0.0009570439380180917
77;Livré rapidement et tout à fait conforme au produit acheté précédemment en salon.;0.0;0.000566252941183057;0.003153970277106744;0.0;0.10410570049424067;0.000946418955347731;7.899354647885421e-05;0.002186865783896073;5.5670472972494246e-05;0.0;0.014375476335470266;0.0008037301040927832;0.0;0.0;0.0
78;L'hydratation et la nutrition font de se produit un best-seller à avoir absolument pour reconstruire parfaitement les fibres capillaires.;0.0013791654049484874;0.0009595687197066424;1.8276002702946346e-05;0.001145383117713494;5.7805919690549526e-05;0.00043409897249874213;0.0020666708664552305;0.03836841673048476;0.0008781892273075304;0.0007023609972789214;0.0043989824089270815;0.0003236198593300486;0.0;0.00038726862626342894;0.00019721718245824035
79;Je recommande fortement.;0.12651565111968804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006540246523707445;0.0;0.0;0.0021550409193449287;0.002357900504188869;0.0;0.00014665244078459818
80;mon coiffeur me l a conseillé pour mes mes mèches;0.0005244675903700174;0.0;0.0054333559331524;0.007115174744540433;0.0008792984720082246;0.0;0.0;0.0;0.0016388561026320755;0.0;0.03151250043722026;0.002583810133402417;0.0;0.0;0.0
81;j en suis ravie mes cheveux restent beaux et blonds clairs;0.0006657446687235621;0.0;0.0005191315383771833;0.001851902494347545;0.0006672715626922711;0.0;0.0;0.0023433765080823274;0.0;0.0;0.017231388979564805;0.004444215308441204;0.004600976741466013;0.0;0.003655559425111879
82;Assez difficile à réaliser seule.;0.0001203757743780724;0.0002466760424900408;0.0013351248270275459;0.0011394509731383617;0.0;0.0;0.0002049814251803856;0.0;0.0;0.0;0.004476441617829958;0.00028343194864452166;6.549109194564128e-06;0.0;0.000921220887767228
83;Cela a pas mal abimé mes pointes et longueurs qui ont déjà eu ce type de lissage...;0.0;0.0;0.0009086574984656533;0.00046628896777601295;0.0010027079037662672;0.0011315934794960617;0.0008441717798613378;0.003258051459567304;0.0;0.0004957387812267168;0.017680064847862297;0.0;0.0;0.0;0.0015135551847722916
84;Cependant cela a bien marché pour les racines naturelles, les cheveux ont bien été assouplis.;3.525008443321016e-05;0.0;0.000669656497376354;0.0;0.0;0.00045137784416736485;0.0;0.00076317440055378;0.0;0.00012342247241670424;0.004428005072897252;0.0;0.0008376206965398574;0.00043699676951538884;0.001789940527724168
85;Léger bémol aussi, cela a beaucoup éclairci ma couleur! Car le produit contient du peroxyde d'hydrogène... :S;0.0;0.0006919807754946921;0.00043019266297996523;0.0012582073094655679;0.00013252613393324592;0.00044894620549189356;0.00024644875739200927;0.0;0.0;0.002893152587779342;0.02241484103945815;0.0;0.00015460972635023075;0.0007392647041003372;0.0
86;La couleur est magnifique, rien que pour ça il vaut le coup. Dommage que l'étiquette avec le code barre soit au milieu du mode d'emploi qui lui est en ..... allemand !!!! Pas un mot de français sur le produit. Réservé aux polyglottes .;0.0;0.0;0.0005343169297700804;0.0009822234192771813;0.0;0.0;0.00014537042797683447;0.0;0.00036357771020354156;0.0009834191266018496;0.018630109949472364;0.001155435036943552;0.000599797119353297;0.0002798473233323374;0.0
87;Je l’utilise depuis 20 ans. En général, j’en suis satisfait, mais Il faut l’utiliser au moins deux fois par mois (mieux tous les 10-12 jours), autrement les cheveux ont tendance au jaunissement. C’est un peu cher par rapport à autres colorants...;0.0;0.0;0.04059002010446823;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09079474984305382;0.0;0.0;0.0;0.0
88;Très bon shampooing;0.0011042575384617697;0.0;0.0;0.0009748875075859334;0.0;0.0;0.0015441372168556468;0.0;0.006454792449366834;0.0020314772928512015;0.03590816846686182;0.0;0.004968103309681174;0.001085281962168197;0.0
89;J'ai connue cette cire chez un coiffeur qui me l'a vendue plus de 20€...;0.00013801273757504295;7.001918999817369e-06;0.003578095637006447;0.004774974803804379;0.0015497260492693427;0.0;0.0;0.00231078619695731;0.0016534908508697792;0.0005639631674284926;0.021697194023599074;0.00033202927482212455;0.0;0.001871745140402121;7.767468239366536e-06
