;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27
20;"prix compétitif,...facile d’application... plus d'un moi de traitement....je l""ai testé et dès qu'il est fini je repasse  une commande.";0.0002234117003181637;0.037641496209933706;0.0005806625328553526;0.0;0.0023781912305125955;0.00028684490353340827;4.3832383613656706e-05;0.0;0.0;0.0;0.0;0.00129004797980214;0.00011002573959281787;0.0026092721786446643;0.10975424517095889;0.00928666159347366;0.0;0.003743547318059711;0.0;0.0;0.0;0.001396292287383641;0.00033338277688969;0.0;0.00986340766027577;0.0038788135870964566;0.0;0.0011282538318361313
21;Merci;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;Shampooing en format salon, dommage que la pompe ne soit pas livrée avec, j'ai du transvaser dans un contenant plus petit. Il laisse une odeur agréable sans être trop forte ou persistante, mousse bien et se rince facilement. J'utilise moins de quantité qu'avec un shampooing de grande surface donc c'est un très bon rapport qualité prix au final.;0.0;0.043270579388430916;0.05386850105216076;0.0;0.0011865416022465657;0.0;0.00047118144368413754;0.0013568671307029995;0.06098601587047644;3.954273934881653e-05;0.0;0.0;0.0038961005742722318;0.0;0.0004034064471159558;0.0;0.0027871524054863786;0.0;0.0;0.0;0.027948046231753804;0.0;0.0;0.0;0.03342800142793046;0.0;0.1059618785742347;0.0371488254323278
23;Bonjour,;0.0006162849551663189;0.0;0.0;0.0002351157587387694;0.0;0.0;0.0;0.0;0.0005786688772126167;0.0;0.003290643723882845;0.0;0.0;0.0;0.0;0.002857839244550892;0.0;0.001024099496771823;0.0;0.010682251960437525;0.0;0.0;0.002675682042545296;0.0;0.0;0.0;0.0;0.0
24;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;"assez déçue. Ce n'était pas une plume fine comme je l’espérais mais un feutre. Donc moins précis .. par ailleurs, le noir est trop ""noyé"", feutré, dilué.... pas épais et de ce beau trait ""black"" qu'on aime lorsqu'on surligne et prolonge nos regards.";0.00012537225287692934;0.0;0.000429480148891926;0.00017375546711405308;0.00032575577292345213;0.0002838166092172075;0.0003254942861464205;0.0;0.000246175509635746;0.0006611775543333758;0.0047726272981642864;0.0009122663917085992;0.002961092746438418;0.0;0.00627064024658513;0.001542287742403135;0.0011773824375628792;0.002606502864398337;0.0;0.0016636381478104915;0.0024845337987206653;0.0;0.0;0.009327462818501692;0.007108723537163605;0.00235141494827445;0.003522594763824265;0.0009630143812634022
26;Mais, je pense que d'autres utilisatrices sauront l’apprécier.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0030355768855714416;0.001017624229460286;8.797725339144876e-05;0.0;0.0013917938494846613;0.00041197990738872094;0.0;0.0;0.0;0.0;0.0;1.6348778404579675e-05;0.0023989618136831107;0.0;0.0
27;Bon produit, redonne douceur aux cheveux mais je le déconseille pour ceux qui ont les cheveux gras, il graisse pas mal le cuir chevelu.;0.00010429332891542864;0.0;0.0;0.0015739971048481466;0.00012348364618746651;0.0;0.0;0.0;0.000581919407564191;0.0011163263903718789;0.00030841004345517285;0.00042932151272243377;0.0018362380955619236;0.0006100612370024877;0.0024043901297682684;0.0;0.0;0.0;0.0005745880442879471;0.0;0.0;0.12497758095846265;0.0;0.0009307636608233311;0.0041901331499233285;0.0;0.007867682236706506;0.0020274302847333903
28;super contente;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4137123578569144;0.0;0.0;0.0;0.0;0.0
29;Je connaissait déjà le produit qui est très bien. Je l'ai recommandé par erreur et renvoyé, j'ai été rapidement remboursé;0.05778313048282386;0.0;0.0;0.0016686124073648056;0.0007923583070556445;0.0008217988978093349;0.0;0.0;0.005980079027635158;0.0;0.00017335370996238923;0.0;0.0008691741501520436;0.0;0.0;0.028835878344099276;0.0015409065460982618;0.0;0.0029671845151268694;0.0;0.0;0.00042348234470568347;0.0;0.00014042537556439654;0.058951053535026596;0.0;0.0;0.0
30;Excellent produit de qualité professionnelle. Très satisfaite de cet achat. Vraiment efficace et adapté à mes bedoins. Parfait. A conseiller.;0.0;0.00018333212591386026;0.0;0.0013104377656137033;0.003267242839324417;0.0901504787656996;0.08063126441859085;0.0003011168415860821;0.0006482669616597093;0.11607395760328372;0.0;0.00025994766616345026;0.00021170283516993592;0.0026790687491891896;0.0;0.0;0.0004114332794555513;0.0;0.0;0.0;0.0;0.0010446171637354348;0.014370121635056023;4.476607229207356e-05;0.022361325165815026;0.0005449006300674995;0.0;0.0
31;Produit avec une bonne senteur qui hydrate et illumine la chevelure instantanément et reste léger et non gras. Je le recommande hautement.;0.051216829956464933;0.0002962223396456057;0.0025537394744299885;0.008719574285438444;0.0;0.0018840373271237954;0.00046920951254796636;0.0007463055580837932;0.0;0.0;0.0;0.0;0.0006045840908475587;0.0;0.0018924827006950957;0.0;0.0010605233845360118;0.0;0.00017524969913275558;0.0;0.0;0.11835696140146704;4.177250271533076e-05;0.004325612018143577;0.0;0.028374368305661386;0.0;0.002792904549713626
32;Effet anti âge et revitalisant sur une peau mature hydrate et assoupli la peau;0.0002534961411487445;0.0;0.0004715137204327749;0.1360136067850476;0.0;0.0010811536512712618;0.0005165077429790632;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003930703390478888;0.0021834271043593804;0.0;0.0;0.0;0.00017675112792227743;0.0;0.0;0.0;0.001466418051302414;0.0;0.0
33;Pour du l Oréal il est de très mauvaise qualité il colle et bave après moins de 2h vraiment je ne le recommande pas du tout pour tester pas mal de produits il fait parti des plus mauvais;0.047601348430781634;0.00014026835286631763;0.0021982289943647754;0.0003344431738221272;0.0010947932950390686;0.0009070339745878629;0.0629226123657295;0.0;0.0013882298430931358;0.0003526509041318471;0.0;0.0;0.0016892383128924264;0.004692262554971264;0.00306774752313054;0.004255603615451433;0.0;0.000679990179110591;0.0;0.0015641509862869432;0.0;0.0015737335930747008;0.0;0.0024585730947486325;0.015084712739506347;0.009310246696444986;0.008405792287327223;0.0035338317060290988
34;Brosse agréable, cils déployés, sans paquets. Odeur agréable. Prix raisonnable.;0.00018592284068956683;0.04704706787845878;0.0889634453149788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048405368119737213;0.001545915484073166;0.0;0.0;0.004177242308668986;0.0;0.002386728669165119;0.020675955701658574;0.0006237952068539122;0.0;0.0010047983157431795;0.0;0.003744316301860758;0.011660935729515962;0.0;0.0;0.02662733535563014;0.0
35;Texture super agréable, j’adore !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4263960533147512;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;Je recommande ce produit que j'utilise depuis longtemps et qui fait son effet de coiffure naturelle sans laque - A essayer sans réserve -;0.06739389221300945;0.0;0.0;0.0;0.0017904883157103238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008642428424712244;0.0009586178907747792;0.0;0.0;0.1263405269994092;0.0;0.0;0.0;0.0008863458904310997;0.03474646308772782;0.0;0.0001555671739613797;0.0
37;Très bon produit ... je l'utilise depuis 6 mois et j'en suis plus que satisfaite ....rapport qualité prix également...livraison plus que correcte;0.0;0.08558905346176095;2.8564440043618368e-05;0.0;0.0;0.09617931639337998;0.0007076529293455658;0.0;0.0;0.0;0.0;0.10946919902896296;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14032284372434314;0.0;0.0006624156743916512;0.0;0.0;0.0;0.00538000436207989;0.0012498389008688778;0.0
38;Ce mascara est super. Je l’utiluse Depuis des années. Par contre vous devez savoir que ce vendeur va vous l’envoyer sans blister. Vous allez le recevoir dans une enveloppe toute simple. Cela n’est pas mentionné dans le descriptif.;0.00015995879593549078;0.0;0.0;0.0;0.0021829658805569505;0.001358625151418057;0.0;0.0;0.005446758109056051;0.0;0.0004955829855960209;0.0033700387245436223;0.0;0.0;0.00320766696397303;0.06824542169383147;0.0;0.0;0.0;0.013537734792489209;0.0003292029539577906;0.0;0.0015194897729938575;0.0005943513903144422;0.0;0.0;0.000707246592641032;0.0
39;Le seul qui ne me fais pas pleurer les yeux et que je supporte et qui est bien noir je recommande je ne prend que celui la;0.06376456683064866;0.0;0.0;0.0;0.0007573450334387263;0.00100238633357815;0.0006292608572869233;0.0;0.0;0.0;0.005411089297214061;0.0;0.0;8.235165673426609e-05;0.008239953929321664;0.002093965933643074;0.0;0.0008012961169836256;0.0;0.00040658606743623483;0.003581130117935326;0.0;5.6260101825198006e-05;0.012654310350992763;0.009584079301432714;0.005463836425344192;0.002004910148029025;0.00276410618244997
40;nan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;j'ai les cheveux vraiment très très sec et ce shampoing les répare très très bien.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010285967203766035;0.0;0.0;0.0;0.0;0.0;0.0;0.23861805711645634;0.0;0.0;0.0;0.00044235626597124495;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;obligé de faire une dissertation c relou;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003502044164010325;0.0004319723073774738;0.0;0.0;0.0;0.0003022332612325709;0.00013321425826232785;0.0;0.0;0.0;0.00019702837598289973;0.0;0.0;0.0;5.803846153260912e-05;0.0010803677119690307;0.0;0.00018504763379267265;0.0004882697137364197;0.00054591624204121;0.0007103134003495771
43;Heureusement que sur le net il y a des tutoriels parce que le moins qu'on puisse dire c'est débrouille toi avec ce qu'on te vend...De la part d'une si grande marque c'est pauvre, (mais pas le prix) !;0.0;0.030266335853916745;4.903997347098282e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005740304317081151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014780977378196724;0.0;0.0;0.0;0.08066797748215083;0.0;0.010046937028037233;0.0
44;Efficacité prouvée grâce à ma fille, venue pour me conseiller, et à qui j'ai offert le deuxième produit.;4.272991392887674e-05;0.00024091039249742204;0.0002367136134653138;0.0016568951663543214;0.0;0.0007645480430347886;0.0008175086177907787;0.0;0.0013759745272391456;0.00020651097933706294;0.0004397651414949501;0.0;0.0009941947504672694;0.0026179015533418786;0.003069654906633074;0.0004348096894559756;0.00224496225695913;0.0007839784259535112;0.0;0.002511983776931408;0.0;0.000575616187545165;2.49078275081772e-05;0.0007008530862811394;0.027252143361449044;0.0;0.000217785296309764;0.011258201205240003
45;J'ai les cheveux courts;0.00016420152409735606;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019523613353010175;0.0025543022502661893;0.0;0.0;0.0012246956661112066;0.0;0.00418677465933127;0.0;0.0007887981826488818;0.00338047715727283;0.0003425929728980608;0.0009584890727424407;0.0;0.0;0.0;0.0027068733690383644;0.005717175059725405;0.0007082237569420448;0.006160506729776709;0.0
46;Je cherchais une cire qui tienne mes cheveux, ne les rendent pas gras, ni d'effet mouillé et que je puisse resculpter;0.0;0.0;0.0001127434866278895;0.0;0.0;0.0009808130608881514;0.0007241358979343227;0.0;0.00606664716419483;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.150695272983042e-05;0.0;0.00042265083773247025;0.0;0.0009567734563785572;0.15584910882843145;0.0;0.004223845391623988;0.006101996055684688;0.0;0.0001743909695227732;0.0
47;Cette cire fait son office, j'en ai essayé plusieurs et c'est la seul qui arrive au niveau de L'Oréal adixion pour homme qui n'existe plus;0.0;0.00011205647257761773;0.0012731317683474924;0.0008578550469661115;0.00044846975870623803;0.0006629669692927997;0.0017542890572722972;0.0;0.0044658295229222265;0.0009347952301613505;0.0;0.0015565390703050905;0.0026075621876881505;0.0029720587209533505;0.0;0.004568765458243292;0.0029323118581924;0.0019316071497900553;0.00020927232205073456;0.0007541831443897159;0.0013095031954188123;0.009633948757037035;0.0027724842573905143;0.003257205772617884;0.04285356327441792;0.00023154195009374476;0.00163673398961601;0.002925763261569683
48;J'en ai même acheté plusieurs pots vu mon niveau de satisfaction;0.0;0.00015754688012777277;0.00017334120067542743;0.0;0.0;0.0;0.0;0.0003721667786212836;0.0;0.0;0.0;1.9457740847219052e-05;0.003452819978269594;0.0;0.0006071503521591327;0.0;0.00023160329400850348;0.002334514296539488;0.0;7.087215349726731e-05;0.0;0.0;0.001202266565605201;0.0;0.0628567286895369;0.0;0.0;0.0008955543079587374
49;J'ai testé plusieurs palettes correctrices et j'ai fini par acheter celle-ci pour atténuer mes rougeurs et ma couperose.;7.802505785884508e-06;0.0;0.0;7.874998598267998e-06;0.0;0.0;4.3963153288765035e-05;0.0002806900689601344;0.0;0.0012122815733757316;0.001547395312462794;0.0;0.0006749779254392905;0.0;0.0;0.0;0.0;0.0010025058073403659;0.0;0.0;0.0012598492885878782;0.0;0.0;0.0;0.04249365181368856;0.008769097470131071;0.0029467332910758674;4.313256216829641e-05
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.00041742062295773867;0.00034445368097938236;0.0;0.0;0.0;0.0006278895952727473;0.0;0.0;0.00032302910344826554;0.0020888244658877533;9.154992549582286e-05;0.08718204373472868;0.0;0.09249225719308335;0.0;0.0;0.0;0.0;0.003820208900722287;0.0;0.0019563291640971522;0.0;0.0;0.0;0.00569225014230093;0.0023230891016399803;0.0013244717789699198
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;6.432200704814936e-05;0.0003765299580136276;0.0;0.0006305455157906733;0.0009955135312693176;8.725134813588857e-05;0.0005556856792179367;0.0;0.0014271314505508;0.0005806208201730571;0.0010047538668485597;0.0008889112644975827;0.0;0.0032869725087330912;0.057149552471774154;0.00019901100962429897;0.004435457639119448;0.0062372113151180665;0.0;0.0012077164135752484;0.00013035019336001092;0.0;0.0;0.0;0.0016800680171782136;0.15652211237345245;0.0020343895295818347;0.0009502164788209187
52;Livraison express comme d'abitude .;0.0;0.0;0.0;0.0;0.0004849378716684801;0.0;0.0;9.808019052154552e-05;0.0;0.0;0.0;0.11564093137476382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;petit prix .;0.0;0.11155021809922376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37010698467640524;0.0
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.0005130343334483697;0.0;0.0;0.0;0.0;0.0003533644227297174;0.0;0.0;0.0008441317275003298;0.0016621124212337635;0.0017052904546985032;0.0;0.00041109748117418624;0.0;0.0;0.0;0.0036007560270226975;0.0;0.007472781547279882;0.0;0.0;0.0;0.0;0.0;0.0;0.0005814441554711178;0.0
55;pratique avec sa pompe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001670438675226288;0.0;0.0;0.0012261962274362145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32365625442113755;0.0;0.0;0.0;0.0;0.0;0.0;0.0322737920945607
56;satisfaite de mon achat;0.0;0.0013491391377434454;0.0;0.0;0.008438550048730079;0.20943637344029312;0.0006038846409991359;0.000309839275532836;0.0;4.8794925417080715e-05;0.0;0.001785382318672128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022641924193807753;6.398754012943111e-05;0.03379102617677485;0.0013743397862105789;0.0038604181341472784;0.0;0.0;0.0
57;Très bonne gamme, parfum doux et nourrit vraiment très bien le cheveux, je ne trouve pas mieux depuis ou sinon à chaque fois que j’ess Je reste déçu et reviens vite à ce masque;0.0005526140537826348;0.0;0.00030033413901235087;0.0008745436357494033;0.0;0.0;4.3152119169182974e-05;0.08853917756018895;0.0028933843201473237;0.0008105307859874203;0.0002846144004209974;0.0002413441682368258;0.0;0.10759203619244714;0.0;0.0028872897033815187;0.010699348806653644;0.0020038397544521885;0.0012703618542089614;0.004608962761114094;0.0005527455413201416;0.013425402056263617;0.0;0.002912113630938113;0.008159254141705471;0.004411433080270971;0.0014897184280620878;0.0012874269825637037
58;Mascara allongeant qui tient toutes ses promesses. Noir intense. Brosse fine à pivots. Ne fait pas de paquets. Joli packaging.;0.00018250569968970373;0.0;0.0;0.00028214967567457037;0.0002877603268750208;0.0;0.00029871643494242244;0.0;0.0003315559805886794;0.0;0.00693756038633605;0.0002913027892229237;0.0;3.086519459516128e-05;0.008127872999848611;0.0009851800275395698;0.0012308515200649484;0.007355701550410994;0.0005986255563338406;0.0;0.00119493309929495;0.0;0.0015369850307660035;0.01227911327294837;0.0;0.0;0.015401596280820804;0.09546008450711846
