;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27
46;accroche;0.0;0.0;0.0;0.0024244131985339933;0.0;0.0;0.0;0.0;0.0;0.00015721977363190217;0.0009432599442635096;0.0;0.0;0.0;0.0015503048239307639;0.0;0.0;0.0007793286199046583;0.0;0.0;0.0;0.0;0.0;0.0013623868703870775;0.0;0.00709452035801448;0.0;0.009865419194158136
47;accrochent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0026614403592847584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002858381077988067;0.003380179332901475;0.0;0.0;0.0
48;accueil;0.0;0.00019687856535057432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003438290590863878;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.137585330496774e-05;0.00033884704133135715;0.0;0.0;0.0;0.0014961206400837285;0.0;0.0;0.0
49;accès;0.0;0.0;0.0;0.0;0.0;0.006039922208935955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00521809764568711;0.0012260115189435066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.832726914318633e-05;0.0;0.0;0.0
50;accélérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001096735416295288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006826611745823277;0.002436071100772284;4.732552710484467e-06;0.0;4.451691992698883e-05;0.0005403869648493893;0.0;0.0;0.0
51;ach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015537677200929259;0.0;0.0;0.0;0.0;0.0;0.0;0.000680857780786214;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012544136046838933;0.0
52;achat;0.0;0.04594049332326608;0.0;0.006211632481497061;0.09996420967971092;0.18667986018153396;0.012980644682569539;0.008487228979346312;0.0;0.005194993612419478;0.008425409608386454;0.01820290498542992;0.0;0.0;0.0;0.0;0.004699300988647355;0.0;0.0;0.009802642892596147;0.023367973543227935;0.007833864940365153;0.27040552562264425;0.020973166567599552;0.044361477172319794;0.0;0.0;0.0013632262313446927
53;achats;0.0;0.0;0.0015205755407632353;0.002851585613788203;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008275710291574916;0.0;0.0;0.00011728443304400049
54;ache;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011696732889382706;0.0;0.00024682459626399785;1.0558920867304358e-05;0.0;0.0;0.0;0.0;0.0;0.0;1.6889548175529638e-05;0.00037258635514116826;0.0;0.0;6.657050122955722e-05;0.0;0.0015049189950869448;1.6769896873518193e-05;0.0;5.821129771177574e-05
55;acheminement;0.0010756723416684238;0.0036826647060503046;0.0;0.0;0.0;0.0;0.0022596754589017383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001400125099006533;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003610845045028494
56;achetais;0.0;0.003237162451363478;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01156810940241824;0.004914698980179373;0.0;0.0;0.00498854573407438;0.031448146520311034;0.0;0.0;0.0014843015631387786
57;achete;0.0;0.0;0.0;0.0;0.008374753517334093;0.0;0.0;0.0;0.001965475094949024;0.0;0.003169257451569309;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02663400932156399;0.014058146552855469;0.0015372715717602546;0.0;0.0;0.0035428115055994467;0.0;0.0;0.0;0.0
58;acheter;0.0;0.0;0.0;0.0;0.0035746005076865753;0.003423124130713454;0.0;0.014376898798108427;0.005777363521479053;0.004840534889753292;0.0;0.0;0.0;0.0;0.00791215935658661;0.01803778373302351;0.0;0.015680395251705368;0.0;0.005070902751703829;0.0;0.0;0.015918797276038142;0.0;0.6346045550536109;0.00517313188708699;0.0;0.009278649293158905
59;acheteur;0.0;0.002350171091065353;0.0;0.0;0.0;0.0;0.0;0.0;0.00025386190654606036;0.0;0.0;0.007229513319451619;0.0;0.0;0.0;0.0008376275211947929;0.0;0.0;0.0;0.0010308974843607865;0.0;6.845691579326216e-05;0.0;0.0;0.0018608677485628079;8.115251447240107e-05;0.0;0.0
60;achetez;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009281287284083105;0.0;0.0;0.0002761982708918192;0.0018773530576616459;0.0;2.2831370214051315e-05;0.0;0.0;4.4249093452445085e-05;0.0010423384695687115;0.0007322367921826989;0.0;0.0008449133469293833;0.0
61;achette;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013466865262966353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;achetée;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024847299437916917;4.288290391495482e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0765723518759342e-05;0.0009892463121914904;0.0;0.0;0.019196376992221983
63;achète;0.0026096105289191997;0.0;0.0;0.0;0.0;0.011524466917813175;0.0;0.0;0.010233953292982219;0.0;0.0;0.0;0.0;0.0;0.0;0.0019789653247669313;0.0;0.008049320771784767;0.0012740075200594414;0.032358427306933134;0.0;0.0;0.06267850273624542;0.0030247687301656182;0.044179781731678386;0.017584947199704208;0.040256565078695794;0.0
64;achèterai;0.0;0.002246166992557674;0.0009682879609674717;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002404038991940413;0.0;0.0;0.001947782405245684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003677894702998866;0.0;0.009799284824078859;0.0
65;achété;0.0;0.006767841831928354;0.0;0.0;0.0;0.006794717873623505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01689436279902228;0.0;0.0;0.0;0.00029276155114824775;0.0;0.007668926449967231;0.00020957708830432535;0.0;0.0
66;acidité;0.0;0.0;0.0;0.0022206840891834624;0.0;0.0;0.0;0.0;0.0;0.0;1.5455887753331747e-05;0.0;0.0;0.0;0.0004108040999318361;0.0;0.0;0.0007419622384533153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004064384289843208;0.0;1.384335118829612e-05
67;acné;0.0;0.0;0.0;0.014096039193911749;0.0;0.0;0.0;0.0;0.0;0.009108794115235444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013267647975939198;0.0;0.0;0.0;0.0014424005753690921;0.0;0.002521919942288268;0.007739495370477885;0.003700534544558987
68;acnéique;0.0;0.0010905065411093027;0.0;0.0025785450099549984;0.0;0.0;0.0;0.0;0.0016154836448994132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002266468602482113;0.0;0.0073134863324131865;0.0;0.0
69;acnés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00027671554676487976;0.0;0.0;0.0;4.464892834808076e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.665837128387898e-05;0.00036671092796138483;0.0;0.002232392072972231;0.000567150709245766;0.0
70;acquiert;0.0;0.002795612553633788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005726832929437047;0.0;0.0;0.0007473678108579573;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005246632792062324;0.0017439327668984969
71;acquis;0.0008771678190014116;0.005974756075716467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006267397249773028;0.0;0.0;0.0;0.0;0.0001621392969706885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000283666455843344;0.0007908791436683468;0.0;0.0
72;acquérir;0.0;0.0;0.0;0.0;6.672765854659382e-05;4.0293257125322934e-05;0.0;0.0;0.0;0.0;0.0;9.079834423869696e-05;0.0;0.0;0.0;0.0004348917952496839;0.0;0.0;0.0;9.525083537747584e-05;3.445836067138854e-05;0.0;0.0;0.0;0.0019185594664802858;0.00014391955172536518;0.0;0.0
73;actualise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011750605980398342;0.0;0.0;0.0020849595209781985;0.0;0.0;0.00040757815943353524;0.0;0.0;5.691416927344508e-05;0.0;0.0;0.0;0.0;0.00018119030734164876;0.0;0.0
74;actuel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00044659655830290283;0.0;0.024313649418530956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;actuellement;0.0;0.003059548415923599;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016236759840158755;0.0;0.0;0.0;0.008205994578764315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.624783930946112e-07;0.0;0.0
76;adapte;0.0;0.0;0.0;0.005532020114670403;0.0;0.0;0.0;0.0;0.0065700318991509495;0.0;0.007549026608411661;0.003293335463957411;0.0;0.0;0.0;0.0013958550949713633;0.0;7.535716163843005e-05;0.0;0.004505671202580528;0.0;0.0;0.0;0.0;0.0006472623220113037;0.049186036508660935;0.0063907099595001205;0.0
77;adaptent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008872393778303343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019565998842777606;0.0
78;adapter;0.0;0.0037072558019321817;0.0;0.020138964583307585;0.0;0.005340723798845498;0.007920163811813374;0.0;0.0;0.014710857803567233;0.013286605692605048;0.0;0.0015695613121110843;0.015319048612104877;0.0;0.021016353715745062;0.0034684906205671912;0.0034627781165971366;0.0;0.0;0.0;0.015770347131597154;0.0;0.002411831616688877;0.007127462242672732;0.03568697826425307;0.0033008221448602784;0.0
79;adapté;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00956161966287946;0.009618154502239747;0.003258517573836174;0.0;0.001987195628287682;0.0;0.0;0.00018465254515751743;0.0;0.0;0.0;0.0;0.015351613971222103;0.0;0.0
80;adepte;0.005553791585605711;0.0;0.0;0.0009792397599183154;0.0;0.0;0.0;0.0;0.0;0.004015661202767747;0.0019186879077085612;0.0;0.0021385976250768257;0.005940651710348485;0.0;0.0;0.0;0.008831725439414451;0.0;5.7741577419843935e-05;0.0;0.0;0.0;0.019861129965840135;0.013116347287753957;0.01577635406325536;0.001585090943387253;0.0
81;adeptes;0.0;0.0;0.0;0.0031793332348269993;0.0;0.0;0.0;0.0;0.0017235296067559989;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004695480501260232;0.002720933717845812;0.0025962577091492816
82;adhère;0.0;0.0024156512727672467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036880228975819094;0.0;0.0;0.0;0.0003203517155626865;0.0004551099277118127;0.0;0.0;0.0;0.0005513477995218542;0.006506886677588112;0.0;0.0;0.00725207122329438
83;adhérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009061920580326522;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;adhésion;0.0;0.0;0.0;0.0001774496490227652;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003682075418864282;0.006615975257103951;0.0;0.0014344743992664912;0.012768697670314503;0.0;0.0
85;adict;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009855840352043998;0.0;0.0;0.0;0.0;0.0;0.0006007021063671099;0.0;0.0;0.0035552402756637443;0.0
86;adieu;0.001758741094754953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00014054739248147482;0.0009224616492711714;5.44280730292984e-07;5.566798089305734e-05;0.0;0.0;0.0011870338072205646;0.0;0.0008853434555536157;0.0;0.0007006647183208307;0.0;0.0;0.0;0.0;0.00022652486317339921;0.00022211620555204415;0.0;0.000609288661001457
87;adixion;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6913846841232553e-05;0.0;0.0;0.0;3.075733239944668e-05;5.768295008846655e-05;0.0;0.0004288327417138941;1.7504179276532544e-05;0.0;0.0;0.0;0.0;0.0006798208286702702;9.150870357194638e-05;0.00011549090167296938;0.0032930467380161274;0.0;0.0;8.44887410521023e-05
