;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27
1403;double;0.0;0.010521116068782383;0.0008147196365225744;0.0;0.0;0.0052809047002856145;0.0;0.0;0.0;0.0;0.0;0.0;0.0015369542455361004;0.0;0.0003780922120413189;0.0;0.0;0.0;0.0;0.010193358406260445;0.0;0.0;0.0;0.0;0.019425020088754283;0.0;0.0;0.0
1404;doublement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00029695954148293197;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002113429302184829;7.240379725396791e-05;0.0;0.002559229007349992
1405;douce;0.0;0.0;0.03275136602424489;0.27692467219251865;0.0;0.021421596379067962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.031842008540708656;0.0;0.0;0.002887422521200219;0.0;0.0;0.0;0.0;0.0;0.003277696480119501;0.0;0.0;0.0;0.003243576140223606;0.0
1406;doucement;0.00240441547426495;0.002101481135798707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0022900075976831765;0.0;0.0;0.0025244261629892486;0.004947166889040714;0.0;0.0;0.0;0.0007299241297893332;0.003910359402958002;0.0027884328074122373;0.0;0.0;0.004112786429131471;0.006156762043087237
1407;douceur;0.006957194694696623;0.00010212710064380828;0.0;0.0809964371331084;0.0;0.0;0.001558956992760039;0.00526560103262071;0.008902370156922468;0.0;0.020296661274075693;0.0;0.007236248349825078;0.027556873000780167;0.0;0.0;0.018653694853618476;0.00812058007749718;0.0;0.0;0.004154390990188915;0.022688580001975385;0.0022479939446239413;0.011612482631527844;0.0041920615212662935;0.0;0.0;0.0
1408;douche;0.006944720905831831;0.0;0.0;0.07381558651123842;0.0;0.0;0.0;0.0004332730895743767;0.0;0.0;0.0;0.0;0.02732434645252814;0.010426133609194907;0.0020068739617394083;0.0;0.016279708820713598;0.0013757774707037292;0.0;0.010336196554426533;0.004816164289709607;0.025019395863238793;0.0;0.0;0.006654158984488097;0.0;0.0;0.0037500834634068498
1409;douloureux;0.0;0.0;7.954976291882258e-06;0.0;0.0;0.0;0.0;0.00012432440577673923;0.0;0.0001162423325992148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000428005181493224;0.0;0.0;3.94693256998686e-05;0.0;5.387122851232762e-05;0.0
1410;doute;0.0;0.00711727049409226;0.0;0.000975266479571874;0.0;0.0;0.0;0.0;0.0009535292039177008;0.0;0.0027019186248885005;0.001583314423105447;0.0;0.00792883564765916;0.0;0.0004644625757247385;0.0;0.004883319187732849;0.0;0.0;0.010318168029715405;0.0005632335430861067;0.0;0.0;0.007622171851217773;0.001583379839728141;0.0;0.004567853780402712
1411;doux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5609218907867906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1412;douzaine;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002463837899627641;0.0;0.0;0.0;0.0;6.475897143629265e-05;0.00014454066898238424;0.0;0.0;0.0;0.0;0.0008995615470461648;0.0;0.0;0.0;0.0;0.0010564237070460638;0.0027229837704114013;0.0;0.0
1413;dove;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2861274626832626e-139
1414;dramatique;0.0;0.0;0.0;0.0016646245892799432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006930219837182313;0.0;0.0;9.150621469796664e-06;0.0;0.0;0.0;0.0;0.0;3.6397142069341884e-05;6.039916486193856e-05;0.0025709719261739553;8.078177993089173e-06;0.0
1415;droit;0.0004579300272528769;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012720322027631196;0.0;0.0;0.0023405615892607913;0.0;0.00018506894177829368;0.0052472824101676635;0.0;0.0;0.0014559795173332093;0.0;0.0;0.0;0.0;0.0;0.0015836953310655283;0.0;0.0;0.0;0.0
1416;droits;0.0013681686423566292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005318334971409695;0.0;0.0;0.0;0.0;0.0012608426871623952;0.0;0.0;0.0;0.0;0.0;0.001108561527845583;0.0007473934188291479;0.0;0.00030834726141084565;0.0
1417;drugstores;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001611916269780472;3.71837003576089e-05;0.0;0.00019111580493590176;0.0;0.001361817097533087;0.0;0.0;0.0;0.0;0.0;0.00012484791063384638;0.0002871436051317651;7.339628497134524e-05;7.061329320544108e-05;0.0
1418;drôle;0.0;0.0;0.01367715490312214;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1419;dubitatif;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002723771117706882;0.0002262117253272049;0.0;0.0;0.0;0.0;0.0003728675525715131;0.0;0.0;0.0;0.0;0.0;0.0006968198254014974;0.0017091305299570308;0.0;0.0004851367114372039;0.0
1420;duo;0.0011482085694005557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0038830639094524534;0.0;0.0;0.0;0.0;0.0;0.003679342313164962;0.0;0.004629186104443296;0.0;0.0;0.0006220553694401335;0.0;0.0;0.0;0.0;0.01092179894351201;0.0;0.0;0.0
1421;dupe;7.818581770847614e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02860720614503314;0.006724619868068947;0.0;0.0049091047153544615;0.0
1422;duppé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005587623172807278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011780607507114946;0.0;0.0;0.0
1423;dur;0.0036526910240691226;0.005030147591365466;0.03151559177488986;0.0;0.0;0.012295372496325011;0.0;0.0;0.005276165262704891;0.04681378105341278;0.001620656168968629;0.0;0.0;0.0;0.0;0.0;0.0;0.04407811294285985;0.0;0.08123607520962473;0.0;0.036287646067805664;0.0;0.13668080561757134;0.0;0.03584229604207051;0.059806166552509664;0.017066109763739568
1424;durable;0.0;0.0;0.007343084074238908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019797716789458165;0.0;0.004064976364007401;0.0;0.0;0.0;0.0;0.0002892666548484156;0.0;0.00010689449006570936;0.0
1425;durcir;0.0009358099933979826;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.271641862796719e-06;9.980955757500158e-05;0.0;0.0;7.735593533723067e-07;0.005249418025421505;0.00014179274528454503;0.0;0.0;0.0009867421815465299;0.0010505473833959096;0.0014983657459528856
1426;duree;0.0;0.0;0.0;0.0006969946376066537;0.0;0.0;2.1054913062266835e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003387441106477565;1.5206061925641569e-05;2.7364228863611877e-05;0.0;0.0;0.0009535669753176354;0.0;0.0;0.0;0.00015254691891183875;0.0001554638578952942;0.0010095908222627448;0.00019660125089124896;0.0
1427;durer;0.0003735928198314118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004692832385080904;0.0;0.011905507284414493;0.0;0.0;0.013561378608219184;0.0;0.005569865240482705;0.0;0.006907583254422964;0.0;0.0;0.0;0.0;0.00011595970770524176;0.011198899895609652;0.0006169703888083011;0.0;0.02279068148629296;0.0
1428;durée;0.0;0.0014691370573627846;0.010413862658816673;0.0;0.011037465273979849;0.00964548633395829;0.0042436023882126694;0.0;0.0062225447819426495;0.002424993615788717;0.00038323704745412464;0.0;0.005441073060991336;0.0;0.014108391154589927;0.0;0.00044615698116939103;0.03238657872125049;0.0;0.005383738844327138;0.0;0.0;0.0;0.038927650151188015;0.0015632546155269005;0.014477988402357119;0.004963799973082328;0.0
1429;dutout;0.0037395822638087947;0.0;0.0;0.0;0.0;0.012216944340682144;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015002417568653845;0.0;0.0;0.002051993327467458;0.0;0.00026865439531407646;0.0;0.0;0.0
1430;duvet;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009061920580326522;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1431;dye;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8604308605223936e-05;4.4882115852226075e-05;0.001648939283051127;7.933559083428707e-05;0.0;2.3540624957390655e-06;0.0004407358130085417;1.9959941462289177e-05;0.0;0.0007908843239236858;0.0;0.0;0.0;0.0;0.0003965139746013549;0.0;1.4958763185363554e-05;8.207847820492281e-05;0.0;1.766079850363846e-05
1432;dynamise;0.0;0.0;0.0;0.024636979840933604;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1433;dynamiser;0.0;0.0;0.0;0.002490314952806433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012599347903937764;0.0;0.0014528375101048004;0.001956407426993105;0.001321693509381557
1434;dèja;0.0;0.0;0.0;0.0005532984539464315;0.0;0.0;0.0;0.0;0.0;0.0;0.00041700068583272037;0.0;0.0;0.0;0.0;0.0013087632618430714;9.831580965430074e-05;0.0026779514835665167;0.0;0.0004817595925425507;0.0;0.0;0.0;0.00011873473329233563;0.0;0.0008866137829262705;0.0;0.0001342270649607843
1435;dèjà;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012614244978268144;0.00033413188439690466;0.0;0.0;0.00185750064389122;0.0;5.981532064720375e-05;0.00029575071686731546;0.0024266151751674916;0.0;0.0;0.00014860428016959847;0.0;0.0;0.0;0.0009408294986917217;0.0;0.0;0.0
1436;déballer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011426310267608028;0.0;0.0;0.0;0.0;0.0013509613022453678;0.0011031765111748086;0.001302474365169168;0.0;0.0004479563464139792;0.01274968631008014
1437;débit;0.0;0.0;0.0;0.005060269904284264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005790869389582331;0.0;0.0023431403142877847;0.00027652125342070126;0.0;0.0;0.0;0.0026079422843417717;0.0;0.00025580284279305986;0.0;6.335974053164604e-05;0.0;7.651155325830668e-05
1438;débrouille;0.0;0.003147224791814186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0054873132298037895;0.0;5.712823886576115e-05;0.0
1439;débrouiller;0.0;0.0;0.00034045207392532304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0034779472156980726;0.0;0.0;0.0;0.0;0.0;0.0;0.0014230593782664411;0.003944710347860173;0.0;0.0
1440;débutant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005788031739470745;0.0;0.0;8.328708058564233e-05;0.0;0.0;0.017253411551257432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002304634108981045;0.0;0.0;0.005752063942196479;0.0
1441;décalages;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001781659332857185;0.0;0.00046484818161661266;0.0;0.0;0.000273661963410032;0.0;0.0017549579899051894;2.7081612680373097e-05;0.0;0.0;1.7193297790318685e-06;0.0006552802989440598;0.0;0.0;0.0
1442;décapage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.722132677128482e-05;0.0;0.0;0.0;6.636155576813472e-05;0.0;0.0008311417689045498;0.0;5.77398097926916e-05;0.0005903391833951712;0.00021196650985287228;0.0;0.0;0.0;0.00015273533834971636;0.0;0.0002798954676244134;0.0;0.0;0.0;0.0
1443;décape;0.0;0.0;0.0;6.865188470802668e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00016088221177416973;0.0;0.0;0.0010291715938420879;0.0011843577535201617;0.0;0.0;0.0;0.0;0.0;0.0;2.735669528046236e-05;0.0;0.00028892217150687814;0.0010122783036017392;0.0;0.004842804314833785;0.0
1444;décaper;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007090659896775848;0.0005195961651660426;0.010359494085174307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1445;décennie;0.0;0.0006539888405301418;0.0;8.799555600322273e-06;0.0;0.0;0.0;0.0;9.73042868908551e-05;0.0;0.0;7.29390833326409e-05;0.0;0.0001818355828200483;0.0;0.0009055320891038204;0.0;0.0011173211315940279;0.0;1.1484997645348982e-06;7.610216111271622e-05;0.0;0.0;0.0;0.0014044793860515346;0.0004024969255446162;0.0;0.0003882434565661762
1446;déceptif;0.0;0.0;2.0832233324657548e-05;0.0;0.0;0.0;3.027521192186609e-07;0.0;0.0;2.3821803572487374e-05;0.0006963849649935485;0.0;0.0;0.000218802591871549;0.0;0.00040292523114954243;0.0;0.0;0.007844506796522842;0.0;6.389654455976506e-05;0.0;0.0;0.00015239913788985953;0.0011424996261894115;0.0005225639482749659;0.0;5.9003499450895e-05
1447;déception;0.004517138335734726;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007145356047361641;0.0;0.0;0.0;0.0;0.007906620402417647;0.0;0.002509746804897406;0.0;0.0;0.0;0.0;0.0;0.0013222910938897;0.01856627296833723;0.0;0.05090419997840858;0.0
1448;décevant;0.0;0.0047447473659458375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000579919337331152;0.011993537211808576;0.014693192277736373;0.0;0.0;0.0;0.0;0.0;0.0005650859384822164;0.0;0.0;0.0;0.0
1449;décevante;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002804051276365672;0.0;0.0;0.0008691701282516637;0.0;0.0;0.0;0.0;0.0;0.00030376852958862333;4.4275921219417215e-05;0.0;0.0006253884865210244;6.761839329937999e-05
1450;décevoir;0.005279399738354018;0.0;0.02050091779566169;0.0021755872424660603;0.0;0.0;0.00977512440212159;0.0;0.0;0.0;0.0;0.0;0.020281743066281426;0.0;0.0;0.0337894240656649;0.005281398925587758;0.06781989872765454;0.01117930151225823;0.050847067695307085;0.0;0.008785026915170812;0.0;0.03537892934259496;0.17720771331962404;0.0033454565637253022;0.006880360294762444;0.0
1451;décidais;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.18221966101019e-05;0.0;0.0;0.006325859518033676;0.0;4.442931162892055e-05;0.0;0.0;9.151536201255615e-06;0.0;0.0;0.0;3.654503003512173e-05;4.071819164481049e-05;4.011462439377694e-05;0.0
1452;décider;0.0;0.0;0.0016259821294250779;0.006900679176817822;0.0;0.0;0.0;0.0004130463072632692;0.0;0.0;0.0;0.0;0.005185379273492107;0.0;0.0007640995106422124;0.009692733113418742;8.04360852742314e-06;0.0;0.0;0.0;0.0;0.0;0.0004308775047816824;0.0013803746477946994;0.0078069905511531324;0.0029106113654522813;0.002370709074467834;0.0
1453;décidément;0.0;0.0;0.0;7.524369486762387e-05;4.741863199405697e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0002847896774039522;0.0;0.0;0.0;0.0028682229358455388;0.0;0.0;6.535924097720357e-05;0.0;0.00010251058803950306;0.0;0.0;5.004620938275037e-05;0.00016837643835742385;0.0;0.0002703483866131797;0.0
1454;décile;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004258637095585033;0.0063019313089003005;0.00019889814140354657;0.002933045978841873;0.0;0.0;0.0;0.0;0.0001807422273057446;0.0;0.0;0.0;0.0
1455;déco;0.0027767032243118757;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011665014964942651;9.402363798062833e-05;0.0;0.003402549333020713;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016099729323754808;4.0943405365191606e-05;0.0058062224700390795;0.0;0.0003454217832351747;0.0;0.005574631766909913;0.0025353726755417316
1456;décoiffé;0.0;0.0;0.0003508139588095141;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.2778113308207775e-05;0.0;0.0;0.0008426076271864739;0.0;0.0;0.00014856602556944358;0.0;0.0;0.0;0.0002284404843851078;0.0;0.0024639298305994487;0.0;0.00019872717889729067;0.003111933476333778;0.0
1457;décolle;0.0;0.0;7.103448701391062e-06;0.0;0.0;6.4237747188481e-05;1.3443166882428876e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00024184258520212518;4.430008941604588e-07;0.00012620923729276113;0.0;0.0;0.0;0.00012967799813172262;0.0;0.0;0.0;0.00024327451500739418;0.0001616522384364887;0.0
1458;décolleté;0.0;0.0;0.00034431774017022027;0.0008601180111147646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012757470208644294;0.0;0.0;0.0005259156145400955;0.0;0.0;0.0;0.001880470308447966;0.0;0.0;0.0;0.0;0.0;0.0018201334208565942;0.0;0.0
1459;décoloration;0.0006659072303833845;0.0;0.0;0.0;0.0;0.0;0.0;0.0019338769008177866;0.0;0.0;0.007322111127390955;0.0;0.0;0.016901934760588877;0.0;0.0037259879556540997;0.027902192998325734;0.002580419776372324;0.0;0.0;0.0;0.0;0.0;0.0;0.007372320982519499;0.0;0.0;0.0
1460;décolore;0.0;0.0;0.0;0.0;0.0;0.0071051845177927805;0.0;0.0;0.0;0.0;0.002291343007156278;0.0023284802903287796;0.012035141612101726;0.0;0.0;0.0;0.0;0.0;0.0;0.003084071341127237;0.0;0.0;0.005349214720868728;0.0;0.0;0.0;0.016324882161742445;0.0017058482996291726
1461;décolorer;0.0;0.0013780652955127785;0.0;0.0;0.0;0.003313824801245002;0.0;0.002903760821740254;0.005523668184365782;0.0;0.010144566456318478;0.0;0.0;0.003798014197311531;0.005636786012835278;0.02090945986665567;0.00011143221750350026;0.0057904827465270915;0.0;0.008783895850782259;0.0;0.0;0.0;0.0;0.0026614056281470924;8.733396405166222e-05;0.0;0.0
1462;décoloré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012034044490189043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017673530979452642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006625435176330854;0.0;0.0
1463;décolorés;0.006397212623254959;0.0;0.002156183448311188;0.0;0.0;0.00030654696678665793;0.0;0.00023408377276575335;0.016977950443975407;0.020358863110238427;0.020990886084336104;0.0;0.0;0.006181176355220259;0.0;0.0;0.0;0.012308731833046163;0.0;0.0;0.0;0.0;0.0;0.0;0.002357321705249419;0.0;0.007062240050120358;0.0
1464;déconseille;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005291092993696072;0.0;0.0;0.0;0.011616605497688373;0.0;0.004411664928197065;0.0;0.0;0.0;0.010366801254739466;0.0;0.007840653115281945;0.005231689942486337;0.0;0.0005323625803060149;5.712550509992694e-05
1465;déconseiller;0.0;0.0;0.006568833472407748;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003735594330901969;0.0016363887829596827;0.0;0.0;0.0005624274262843212;0.0;0.0;0.0;0.0;0.0;0.0015796629023762275;0.0
1466;décos;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0023821432262984086;0.0;0.0;0.0;0.005127265705423325;0.0;0.0;0.0;0.0;0.0;0.0004724532517424192;0.0;0.0;0.0;0.0;0.0009964362450052592;0.0;0.0;0.0
1467;découper;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003672498748229733;0.0;0.0;0.001607255010501209;0.001685908703162195;0.0;0.0;0.0;0.0;0.0;0.0;0.005362470566737477;0.0;0.013435979273600789
1468;découvert;0.0012578650237518255;0.003282105235590823;0.0;0.00026487965379336714;0.0;0.0;0.0;0.0;0.010522174938623093;0.0;0.0;0.0;0.0;0.009802223934906646;0.0;0.007740585605048478;0.0;0.0;0.0;0.002836815797323517;0.0;0.0;0.0;0.0030058608296409045;0.005309539305735216;0.007292847944023457;0.0005541094637958135;0.0
1469;découverte;0.004276475629123497;0.0;0.008817708701047094;0.0;0.0;0.0;0.0;0.004146747728702687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002891191384414568;0.0;0.0;0.008662263913885634;0.0;0.0;0.03959143376594544
1470;découvre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5448577684885375e-05;0.0;0.0;0.004925483634943435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0026040959279226006;0.0;0.0;0.00630082382780015
1471;découvrir;0.0;0.0;0.001926721782369081;0.0;0.0;0.0;0.0010286704280763493;0.0;0.0;0.008095029205270103;0.029080891009878526;0.0;0.0;0.006796134954208989;0.0001349371049390412;0.00029195273457207846;0.0;0.0;0.0;0.02312315206595566;0.0;0.001513325206755015;0.0;0.0007514786551705586;0.019595156063683943;0.0;0.0;0.0015803275573992481
1472;décrire;0.0;0.0;0.0;0.0008490301775051488;0.0;0.0;0.000265597578172556;0.0;0.0;0.0;0.010001530027937975;0.0;0.0;0.0;0.0;0.0;0.010094519721090623;0.003619426305706654;0.0;0.0;0.0;0.0008011654885700235;0.0;0.0;0.0;0.0;0.0;0.0
1473;décrispation;0.0;0.0;0.0;0.0;0.013694312824942287;0.0;0.0;0.0;0.0;0.0;0.0;0.0300392679347372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1474;décu;0.0;0.0;0.0;0.0;0.00039424521939502297;0.0;0.0;0.0;0.0;0.0;0.01826340653955984;0.0;0.0;0.0;0.0;0.0;0.0;0.00019350485642132285;0.0;0.002275020228777801;0.0;0.0;4.919485798740691e-05;0.0;0.0008518051273469451;0.0;0.0;0.0
1475;décue;0.0;0.001744278314180087;0.008845255679913778;0.0;0.00020146537173283834;0.0;0.0035625506346056582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0037658785417459813;0.0;0.0007762073620783569;0.0;0.0;0.0;0.000373325463134934;0.0;0.0018578727372104023;0.0015065629567117794;1.3907969158078196e-05;0.0;0.0
1476;dédier;0.0;0.0;0.0;5.734526014630376e-06;0.0;0.0;0.0;0.0;0.0002020559226533992;0.0;0.0;0.0;4.085881732353356e-05;0.000196508236577067;0.0;0.0;8.511783496572294e-05;0.0005236405217477633;0.0;0.0012065828596068396;0.00012570550517892746;0.00037778786714285295;0.0;0.0;0.0001513502500121374;0.00020888148030602998;0.0;0.0
1477;dédié;0.0;0.0;0.0;5.734526014630376e-06;0.0;0.0;0.0;0.0;0.0002020559226533992;0.0;0.0;0.0;4.085881732353356e-05;0.000196508236577067;0.0;0.0;8.511783496572294e-05;0.0005236405217477633;0.0;0.0012065828596068396;0.00012570550517892746;0.00037778786714285295;0.0;0.0;0.0001513502500121374;0.00020888148030602998;0.0;0.0
1478;dédommager;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.633471147378531e-05;0.0;5.9488518957552275e-05;0.00022842535014848495;0.0;0.0;0.0;0.00014266012543749553;0.0;0.0;0.008035982222298411;0.00013878411285413712;0.0019315087790941054;0.0;0.0;6.438539333653266e-05
1479;déduis;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006696502089576849;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.032479678345267e-05;0.0018577011912522705
1480;défaut;0.0;0.0;0.0;0.004618381048187462;0.0;0.0;0.0;0.0008391738524345354;0.002726517693521114;0.0;0.0;0.0;0.0;0.004073002582805677;0.001754898474721888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04378806288704336;0.0;0.0
1481;défauts;0.0;0.0;0.0;0.0002604365133149053;0.0;0.0008787179780673494;0.0;0.0;0.0;0.004640285335693359;0.0;0.0;0.0057280070824489125;0.003042704186628328;0.003679675901585221;0.0;0.0004131477361507138;0.0;0.002009341372693713;0.0;0.005273483843440405;0.0;0.0;0.008763103941656242;0.0;0.007204827948765442;0.034513141931060184;0.0
1482;défectueux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01360050754317047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00264920630467798;0.011073882912072888
1483;défi;0.0;0.013484351325729404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1484;défiant;0.003844368293674575;0.023989689865328723;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00601784849537961;0.0;0.0;0.00016759732063303942;6.065281272665791e-05;0.0;0.0;0.0;0.0012132458122942166;0.0005536350472197263;0.005326401126587384;0.002965072402658927;0.0;0.0;0.0
1485;défiants;0.0;0.013484351325729404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1486;défier;0.0;0.0031476737438813564;0.0018747199334721487;0.0;0.0;0.0;0.0;0.0029373439201396878;0.0;0.004032582275030641;0.0;0.0;0.0;0.0007815750234982198;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007188927758013451;0.0;0.0;0.0
1487;défiler;0.0;0.0;0.0;0.0;0.00040964485769198316;0.0;0.0;0.0;4.98961979146123e-05;0.0;8.157744601168545e-05;0.0;0.0;0.0;0.000792171267974174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6242808389668472e-05;0.0007613209385929078;0.0002105995465954953;0.0;0.0
1488;défini;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021419792287075577;0.0;0.0;2.768663467883908e-05;0.0;0.0;0.0;0.0;0.0;0.0024757673007408435;0.0019488173634768498;0.00038955893817674015;0.0008521420990340057;0.0;0.0;0.0;0.0;0.0031176120770745022;0.0019186878640894216;0.002891563316885056;0.00046606662747010653
