;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
738;chatains;0.0;0.0;0.0;0.0;0.0;0.0034477644841773994;0.0;0.0;0.0;0.003964168774055407;0.005493579233041422;0.0;0.0;0.0003464511001914285;0.0;0.0
739;chaud;0.0;0.0;0.0029292538634790445;0.006748411978179899;0.0;0.0;0.0;0.0;0.002153448314048435;0.0;4.888957389909717e-05;0.0;0.0017176757258394973;0.0025736976993333827;0.003713955309104376;0.0006616854193908157
740;chaude;0.0;0.006206063415599919;0.0;0.0;0.0;0.0;0.003935291978107209;0.000993955803259511;0.002962958007662776;0.0;0.00086160172643502;0.0;0.0018729870716447069;0.004964164526896163;0.0008247973923350081;0.0014460301006315498
741;chaudement;0.007624042599007204;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00023906072141942515;0.0;0.0;0.0;4.847905030408667e-05;0.00020177353034863318;0.0
742;chauffe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004577650891299968;0.0;0.0;0.00039062936516173844;5.601100171871304e-05;0.0;0.00033323645319966865
743;chauffer;0.0;0.0;0.000589827844507611;0.0;0.0;0.0;0.0;0.0009833995256573953;0.0;0.0;0.0;0.0;0.002600880172235645;0.006092764502748722;0.008785492239917928;0.0
744;cheap;0.0;0.004033927544886676;0.0;0.00048488928732796823;0.0;0.0;0.0027787800773176508;0.0;0.0036059172203020884;0.0;0.0;0.0;0.0;0.0;0.0;0.0008865008875467808
745;chemin;0.0;2.3073723063982655e-05;0.0;0.0;0.0;0.0;0.0;0.0;2.2148665174778026e-05;2.9873158996697827e-05;7.919364492374277e-05;3.851703372708325e-05;0.0002900905082866495;7.502630747872776e-05;0.0001116839478162632;0.0003198771040211733
746;chemisiers;0.0;0.0;0.0;0.0027119337938448585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017196198990041124;0.0010358078127314866;0.00030057173287200675;0.0004593475072962868
747;cher;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3509958941916816e-88
748;cherch;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.7802611464813036e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0026463563910022977
749;cherchais;0.0;0.00569749343309025;0.001957825529601346;0.0;0.0;0.03032143818668857;0.0;0.0;0.007318159888471539;0.0;0.0;0.0;0.008148351217248702;0.01651086042300722;0.0;0.0023850187898380934
750;cherche;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01041293896308199;0.0;0.0;0.0;0.0;0.0
751;chercher;0.000936303313186251;0.012019466072221123;0.0;0.0;0.0;0.0;0.0;0.0;0.004804067297227284;0.003462710953045101;0.0038478467394528603;0.0;0.0;0.0036230425467307396;0.0003415571388796809;0.004994640839737601
752;cherchez;0.0012826068463572186;0.0;0.0005609786918661042;0.0;0.0;0.0;0.0;0.000911123504936002;0.0025913153605606307;0.0;0.0;0.0;0.0;0.0008627365920523553;0.00021272358225683506;0.0
753;chere;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3509958941916816e-88
754;cheuveux;0.001136603004143719;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007969715164891073;0.004144052613913256;0.0;0.0021482877178750836;0.0001499105443610543;0.002078537007251423
755;cheval;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0052798091533344145;0.0;0.0;0.0;0.0;0.003439171813605561;0.0;0.00014774090445008554
756;cheve;0.0;0.0;0.0;5.277136273703116e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0002642320680781376;0.0;0.0;0.000482367448840954;0.0;0.0007384582510121137
757;chevelu;0.0;0.0;0.0;0.0;0.0016558334863208842;0.0;0.0;0.0;0.0026547878366348127;0.010042073015470929;0.001137724395154999;0.004262621029445078;0.0;0.007790987705761763;0.02787903002929615;0.002405790732241334
758;chevelure;0.0027361692586604634;0.00717331304333026;0.0;0.0;0.0;0.0022906810047819454;0.0;0.005522448450655344;0.0;0.0;0.0036595413202059834;0.0;0.008474842337433834;0.02040704204793238;0.01615351734456875;0.0011547772556535997
759;chevet;0.0;0.0030596054930533884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.135138268196587e-05;0.0;0.0;0.0;0.0;0.0
760;cheveu;0.0;0.0;0.008170933084654698;0.0;0.0;0.0;0.007207159055056751;0.026143999322570426;0.007737458999203367;0.0;0.02507298991106211;0.00613386857024886;0.001920284869092755;0.059874873969446366;0.0;0.0
761;cheveux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015642352399577626;0.0;0.0;0.0;0.0;0.0030197075219082835;0.004837459420195127;0.003031849150588043;0.0
762;cheveuz;0.00041816383714708824;0.0;0.0005725523795911683;0.0;0.0;1.5124432132424855e-06;0.0;0.0009862290970011876;0.0;0.0;4.732207059656383e-06;9.578051437856287e-06;0.0;0.00048051930716247476;0.00012030429019833362;0.0
763;chic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006637078365304763;0.0;0.00010042956610249601;0.0;0.0;0.0
764;chiffrer;0.0;0.0;0.0;4.852074331836808e-05;0.0;0.0;0.0;6.867050082141869e-06;5.204267578805706e-05;0.0;0.0;0.00016588570283102735;0.0;1.706813241275957e-05;0.0;0.0003622387085726667
765;chignon;0.0;0.0053287408378703185;0.0;0.0;0.0;0.0;0.008480429645984833;0.0;0.0;0.0;0.0007645007378027061;0.0;0.0;8.856187596180613e-07;0.00631903520389559;0.00040634235720265306
766;chimique;0.00022990062524241042;0.0007179844236486408;0.005085088034458024;0.0;0.0;0.0;0.0;0.0;0.0;0.008363660390450445;0.0;0.0;0.0;0.000631799429248632;0.0017314214697997177;0.0009797922244399024
767;chimiquement;0.0;6.915985544287988e-05;1.2884276865004521e-06;0.0;0.0;5.2330493203564915e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7585714678843404e-05;3.7914742575911585e-05;9.648295213024279e-05
768;chinois;0.0;0.0;0.0;0.000907632388405731;0.0;0.0;0.0;0.0;0.0;0.0;0.0005337438128142846;6.235659310363327e-05;0.000569783354854365;0.0;0.0011093506240303756;0.0006099277234653668
769;chipoter;0.0;0.004734283952343485;0.003388355164472663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010884824315698981;8.928268857773105e-05;1.19309246894216e-05
770;chlore;0.0;0.0;0.0015965635953443115;0.00018898455720221992;0.0;6.535924763675265e-05;0.0;0.0;0.0;0.0;0.0007860669420574623;7.817544978268559e-05;0.0;0.0016326158371427059;0.0014112375124455808;0.00010915138124313233
771;chlorer;0.0;0.0;0.0;0.0;0.0;1.6807928666051472e-05;0.0;0.0;0.0003031507529480075;0.0;0.0004920769221073919;6.044005793620928e-06;0.0;4.838163412389504e-05;0.0;0.0007289773697169621
772;choc;0.0;1.847211960263015e-05;0.0;0.0;0.0;2.8222277919832254e-05;0.0;4.853128802393182e-06;3.6454235998442585e-06;8.418116054263734e-05;8.68997563334202e-05;9.461496965003449e-07;1.0957957404744182e-05;0.0003144001730083527;0.0002459439767880058;2.332576142627678e-05
773;chocolat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3509958941916816e-88
774;choisie;0.0;0.0;0.0;0.004369739303835171;0.0;0.0;0.0;0.0;0.0;7.534960399193468e-06;0.0011221046775160923;0.0;0.0;0.0;0.0008852182453451545;0.0
775;choisir;0.0011647467138927161;0.004119041174000552;0.0;0.004872399849125913;0.0;0.0;0.0;0.0;0.0;0.0;0.016314409021136057;0.0;0.0017042104185374415;0.0;0.01807733315615229;0.004666198788382289
776;choix;0.0;0.006649939883132442;0.0;0.0;0.018036307722016708;0.0;0.0;0.0;0.0;0.0;0.0039143064910210175;0.0;0.0019583001372486296;0.005032467702622931;0.007864296740776518;0.0
777;chose;9.42409772199278e-05;0.0028948055818946686;0.0;0.0079022223024242;0.0;0.0;0.0002853665019805872;0.0010014526751514299;0.0002818499160703109;0.002409211023596852;0.003043229916790343;0.00019316421270595296;0.002155420251154077;0.007606584170407575;0.013573998159595133;0.007998492363245052
778;chouchou;0.00397773373077277;0.0;0.000958593116887827;0.01716593421440947;0.0;0.0;0.0;0.006629292195743192;0.0;0.0;0.001024455309401337;0.0;0.0;0.0037113081134469367;0.0;0.0
779;chouilla;0.0;0.002617857731803681;0.0018633831354814923;0.0;0.0;0.0;0.0;0.0;0.003634236339668585;0.0;0.0;0.0;0.0;0.0;0.0;0.0
780;chrome;0.0;3.9391525256459695e-05;0.0;0.0;3.79836654885163e-05;0.0;0.0;0.0;0.0;5.306428484531255e-06;0.00015894276237659184;0.00012190981240342731;0.0;0.0002908823305041555;0.0;0.0
781;chromer;8.134334690555491e-06;6.373579027997254e-06;0.0;0.0;0.0;0.0;0.0;7.017858256787837e-06;0.00017775126102952986;3.9485342223225966e-05;8.061654337697501e-05;0.0;7.366237410897764e-05;0.0;0.0;0.0
782;chute;0.005477216252806073;0.005970461894383234;0.0;0.0;0.0010467829584939379;0.0;0.0;0.0;0.01417723304287443;0.020655747155667203;0.0;0.0;0.0;0.0;0.023119240722614363;0.004368824593824234
783;chuter;0.0;0.0;9.037343336853719e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.114388789276719e-06;0.0;0.0;2.741425466668237e-06;0.0;1.2144252189131604e-06
784;chutes;0.0;0.001411830382380725;0.0;0.0;0.0;0.005901824097558746;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002299907597839459;0.000385161004649546;0.0031341440542968792
785;châtain;0.0;0.0;0.0;0.0;0.0;0.0;0.004956369575007506;0.0;0.002801419075522208;0.009917871383107863;0.010340432558866231;0.0004217599886136693;0.0;0.0005678629460132875;0.003969804070150792;1.0290884102876774e-05
786;chèque;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015693791319396932
787;chèr;0.0;2.943225980603514e-05;0.0;0.0009261778281454893;0.0;6.800132312827718e-05;3.7796061028332794e-05;0.0;0.00017847884060262365;0.0;0.0;0.0;0.0;0.00020575025366143627;0.0;0.005542940006414318
788;chére;0.0;0.002474532424443363;0.0;0.0;0.0;0.0;0.0;0.0;0.00012443192346623156;0.0;0.0;0.0;0.0;0.0;4.638747927918675e-05;0.0018163436255393937
789;chéri;0.0;6.455027017245203e-05;0.0;0.0;0.0;1.637350983257151e-05;0.0;0.0;0.0005526099579615387;5.7022110806198354e-05;7.491047401754101e-05;0.0;0.0005967995139528663;0.00028488217747019227;0.0004592985846999949;0.0010340299207855827
790;chérir;0.0;0.0001040243316125584;0.0;0.0;0.0;0.00013480493621365316;0.0;0.0;0.0;0.0;0.0003775411776533501;0.0;0.0;0.0002106796935512563;9.052906898357024e-05;0.00029282937927539113
791;ci;0.0;0.0;0.0;0.0;0.0001937377155088413;0.0;0.0;0.0;0.0;0.0;0.00012779204456049228;0.0;0.0;0.0;0.0;0.0008182156145114327
792;cible;0.0015489084335217815;0.0;0.0;4.924762864062494e-05;0.0;0.0;0.0;0.0;0.00046117377842292236;6.1790189072041e-06;5.45034455875844e-05;0.0;6.36205250077775e-05;0.0005624088931341753;0.0;0.0
793;cibler;0.0;0.003329579803963415;0.0;0.0;0.0005407536186007645;0.0;0.0;0.0;0.0051393761469408685;0.0;0.0;0.0;0.0;0.0;0.0;0.0016688215991377642
794;cicatrice;0.0007954202855743706;0.0;0.0005899615694510705;0.0014339387205810205;0.0;0.0;0.0;0.0;0.0;0.0;0.0001633785719294941;0.0;0.0;0.0007874160245006823;0.004637999689922835;0.0
795;cien;0.0;0.0;0.001819840359358781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0055465063644375475;3.510353005100274e-05;0.0;0.0006860295648528194
796;cigare;0.0;0.0070343545475786235;0.0021665897092355128;0.0;0.0;0.0;0.0024687136717616437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
797;cil;0.010990911982534287;0.025280330455802975;0.0;0.0;0.0005319060813540729;0.0;0.0;0.0;0.0;0.0;0.045254280251108336;0.00023474569773613448;0.0;0.018728630482401854;0.09286184191464213;0.01790238280823311
798;cils;0.004700955493883904;0.0;0.0;0.0;0.0;0.006824892923988433;0.00635562193619639;0.0;0.0;0.0;0.024759016953333424;0.0;0.0;0.012594645329481319;0.03775600288121464;0.00871295923750576
799;cinnamal;0.0;0.0;0.002364582030312615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
800;circonstance;0.003786469283762331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002687878200737689;0.0;0.00023500512121715463
801;circulaire;0.0;0.0;0.0;0.0023095269073435255;0.0;0.0;0.0015830230815707224;0.0;0.0;0.0;0.0;0.0;0.00013117602749037938;0.0007761857642528834;0.0002667872544090975;0.0010196439328432239
802;cire;0.006231752477100214;0.0;0.022088914944635184;0.0;0.0021649929844790436;0.0;0.026809787801508566;0.0;0.1284973482505631;0.01750025488146148;0.005693958071404596;0.0;0.011184024163921643;0.014787887423095449;0.030703206851681847;0.004537589362533997
803;cirer;0.0;0.0;7.458335703244847e-05;0.0;0.0;0.0;0.0;0.0;0.00010668528609182117;4.479942333094161e-05;8.961700972768878e-05;0.0;0.0;0.0006803303277003421;0.0012365938694801368;0.0002562433505551186
804;cires;0.0;0.0;0.0028328164228460287;0.0005336334846998347;0.0;0.0;0.0;0.0;0.00011073484586378649;0.0;0.0004259474896926245;0.0;0.0;0.0005386678014017203;0.0;0.0007977173900766373
805;citer;0.0;0.0031441132249304784;0.0024270873066201413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.032099189473238e-05;0.0
806;citerai;0.0;0.003946325754301212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021176379539794067;0.0001013812738114826;0.002293373243553813
807;citronnée;0.0;0.0;0.0;0.0005627243448015;0.0;0.0;0.0;0.0;0.0;0.0;0.0002750073124654048;0.0;6.361103612311128e-05;0.00024887046103297064;0.00023127846874804802;0.0004544705469727521
808;clair;0.006462458106556933;0.0;0.0;0.09243690475185513;0.0;0.0017595505194036422;0.0007793567478897815;0.0;0.010533334985320834;0.002389580826849869;0.1092041148670424;0.0;0.003580073873231753;0.0;0.0037903509739804745;0.015846164641733145
809;clairement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.270422455120375e-05;2.6504832556899875e-05;0.0002422975581712972;0.0001768108409003924;0.0004833912284445013;0.0002711425188684791;0.0008548113454689583;0.0014372947262179228
810;clairs;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00031615430667569257;0.0005132909949267972;0.002959221684893339;0.0;0.0;0.00039459402686610045;0.0;0.00081457083517305
811;clairsemer;0.0011497282718886262;0.0001498380381318616;0.0;0.0;0.0;0.0;0.0;0.0;0.0001978636096171368;0.0;0.0;0.0;0.0;0.0002587009525993339;0.0009144594079725589;0.0007072279924042433
812;clairsemé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016958303768628598;1.790124514802716e-05;0.0;0.00014477165588031523;0.0;0.00032344402617830387;0.0005786717982728329;4.402148440513512e-05
813;clarins;0.0;0.0;0.0;0.011807886330408078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010866149912578259;0.0
814;clarisonic;0.0;0.0;0.0;0.007676104904732331;0.0;0.0;0.0;0.0;6.449416866132258e-05;6.77181403355397e-05;0.0006839239078565599;9.082767999597722e-06;0.0;0.0;0.0;0.0
815;classe;0.0032572016882537356;0.0;0.00815678518775582;0.003928688714213238;0.0;0.0;0.0;0.0;0.0;0.0;0.00043433239960347434;0.0;0.0;0.0;0.0;0.001977179885492973
816;classer;0.0015080347643155862;0.0033410886919753107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.108601828781716e-05;0.0;0.0;0.0
817;classique;0.0;0.009441597853502048;0.00013111712323224872;0.0;0.0;0.0;0.0;0.006523845511968983;0.007931843644646053;0.0017491397945695224;0.0;0.0007454314119922664;0.0;0.011925019702160233;0.0;0.03592793463276537
818;clay;0.0;0.0;0.0007094060483538221;0.0;0.0;4.3198421369284214e-05;0.0;0.0013268235096381654;0.0024727188931583685;0.0;0.0;0.0;0.00207242935600144;0.000818889995056134;0.0;0.0003324408957476481
819;client;0.004860696756314857;0.019580832469015992;0.0;0.0;0.008223942621327146;0.008410587797610664;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004812506171718755;0.00126687467752234;0.0
820;clientes;0.0;0.0;0.0;0.0;1.8449252864348112e-05;0.0;0.0;0.0;0.005625430147491774;0.0;0.0;0.0;0.0;0.0;0.0;0.0
821;clignement;0.0;0.0;0.0;3.0212060179556686e-05;0.0;3.6459402733259666e-06;0.0;0.0;1.108752402175211e-06;0.0;0.000590952792087524;0.0;0.00021555201286948072;0.00015411889807676743;0.00012684268459316005;0.0
822;climat;0.0;0.0;0.0;0.007891879772685755;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005504765304337506;0.0;0.0
823;clin;0.0;4.6490718459617615e-05;0.0;0.0017621148473865626;0.0;0.0001324749301950923;0.0;0.0;0.00015469293806515374;0.0;0.00034572718068119314;0.0;6.460107485907117e-05;0.0006908191465140509;0.00011290668250632719;3.682153758816227e-05
824;clinique;0.0;0.0;0.0;0.001526361322135306;0.0;0.0;0.003882241824406134;0.0;0.0;0.0;0.007774969315224023;0.0;0.0;0.0022600720039277883;0.0029950825731202557;0.0
825;cliquer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00041427355756244163;4.635205798348478e-05;0.0010609378332571248
826;club;0.0;3.918492903944923e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.167539729280366e-05;0.0004102823587620712;0.00016266995765489063;0.00035236244174410294
827;coco;0.0;0.003916346518342664;0.0018998987441941706;0.0;0.0;0.0;0.003021207627006571;0.0;0.004122781508702262;0.0;0.0;0.0;0.0;0.00832028179817146;0.0;0.0
828;cocooning;0.0;0.0;0.00035691281500306116;0.0012311682902718351;0.0;2.685764475617528e-05;0.0;0.0;6.768040445434864e-06;0.0;0.00010900815812191757;0.0;0.0012061970959504826;0.00039531053713784615;0.0;0.0003082352306553745
829;cocotte;0.0;0.0;0.004264753189040107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
830;code;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003343994069734991;0.0;0.0;0.0;0.0;1.544940428947454e-05
831;codes;0.0;4.653543924427348e-06;0.0;0.0;0.0;0.0;0.0;0.0;8.727411731332748e-08;0.0;5.2696867111092955e-05;4.0723700761981316e-05;0.0;0.00013559317174287238;0.00019743558940093229;0.0004021996855081853
832;coeur;0.0;0.0;0.002421721146263457;0.005567777960211471;0.0;0.0;0.004109456024709851;0.005408262296375149;0.0;0.0;0.0;0.0;0.01118390536085468;0.005542423585073449;0.0;0.011955030454513786
833;coffret;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002520493012129602;0.0;0.0029592328931174576;0.0;0.0;0.0;0.0018877180965449559;0.0009821538138611956
834;coiffage;0.0;0.0029976433852881824;0.003554922346294678;0.0;0.0;0.0;0.00248037425161827;0.0011063646911102397;0.0023669855637854205;0.0;0.0;0.0;0.008499457329004393;0.014926461520807496;0.0010698441504063524;0.0013853854853344198
835;coiffages;0.0;0.0;0.0;0.0;0.0;4.1343504188839584e-05;0.0;8.664730162099055e-05;0.0;0.0;0.0;0.00011280551240143074;0.0;0.00035363713125487564;0.00024241420534996524;0.0
836;coiffant;5.401051086015029e-05;0.00616636147257665;0.005507335616425231;0.001748720547275199;4.7086241366010465e-06;0.0;0.0;0.0;0.0029280482833958905;0.010819940496960263;0.000810319218531181;0.0;0.0;0.002383875022995907;0.0001899677375619298;0.00504167907496956
837;coiffante;0.0;0.0;0.0;0.0;0.0;0.00027843093753696736;0.0;0.0;0.006119352246357086;0.0;0.00015205444930490238;0.0;0.0;0.003137624764495887;0.0;0.00043248155083429557
838;coiffantes;0.0;0.0;0.0;0.00013142972565390927;0.0;6.892715684725678e-05;0.0;0.0;0.0;0.0;9.23898360006836e-05;0.0;5.566453856292927e-05;0.0005711979769188274;0.00023623214235754403;0.0
839;coiffe;0.0048704106545143615;0.0;0.0;0.0011838890194839065;0.0;0.0;0.0;0.0;0.0;0.012741485571373725;0.0;0.0;0.0;0.0;0.0;0.0
840;coiffer;0.0018958992711708056;0.0;0.0;0.0;0.0010063504918185094;0.0032189012039625657;0.0;0.0601464387403911;0.012155227188410838;0.0;0.0;0.0;0.007291896399556778;0.013943113212680009;0.12127963727993016;0.0
841;coiffeur;0.004473177088725945;0.11404071464603027;0.0;0.0;0.015954689770110265;0.006290564668590077;0.028339749296556912;0.0;0.07378212505957;0.008952160558646267;0.03647904797029453;0.04413192433524263;0.0292041114211272;0.06363080625151185;0.029476020384839405;0.08104350008829138
842;coiffeurs;0.0040096300963509005;0.019306787757928406;0.0;0.0;0.0;0.0;0.0;0.0;0.017912837149129723;0.0;0.0;0.013342285341271264;0.0;0.0;0.002716386202034551;0.00041662677663679336
843;coiffeuse;0.0242655451671132;0.04215117520874186;0.0;0.0;0.0026517186912957263;0.0011259257347384533;0.0;0.000624215109919051;0.06059925622752162;0.0;0.009090718043628234;0.003218864352860077;0.0;0.023642274527224328;0.0;0.014128374130727804
844;coiffeuses;0.0013183978751306444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0290616765438874e-05;0.0;0.0016398734154440466;0.0;0.0;0.0037274224856228395;0.0;0.0
845;coiffure;0.008796010642516177;0.0344905094357786;0.0;0.0;0.014388284902083584;0.012074903523615661;0.0;0.0;0.01619762294449294;0.002267292942598275;0.011085998969150364;0.0;0.0;0.016302623743435204;0.00441757393639869;0.01313561682252085
846;coiffé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.668052833013725e-05;0.0;0.00016614894957648021;0.00889503448446124;0.0;0.0004210798029090655
847;coiffés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005252061335442897;0.003352240437244589;0.0013272641047215679;0.0
848;coin;0.0;0.0;0.0;0.0;0.004439704466849302;0.0;0.0;0.0;0.0;0.0;0.0;0.0003943057329072154;0.0;2.757042916635903e-05;0.002957500972928502;0.0021198158194517328
849;colis;0.0;0.0;0.0;0.0;0.021312410639663316;0.0020252246712326454;0.0;0.0;0.0005152945821922616;0.0;0.0;0.03169257113522068;0.0;0.0;0.0;0.10579882776452942
850;colisage;0.0;0.0005700679714885112;5.166208993693303e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000724138694973789;0.0006963864018605829;0.0018276470154827142
851;colissimo;0.0;4.653543924427348e-06;0.0;0.0;0.0;0.0;0.0;0.0;8.727411731332748e-08;0.0;5.2696867111092955e-05;4.0723700761981316e-05;0.0;0.00013559317174287238;0.00019743558940093229;0.0004021996855081853
852;collance;0.0;0.0;0.0003773182415848885;0.0;0.0;0.0;0.0;0.0007295769898375916;0.0012395983654048567;0.0;0.0;0.0;0.0011125110284036835;9.513141234541284e-05;0.0;0.0
853;collant;0.0;0.0;0.0;0.019240262133496538;0.0;0.0;0.0;0.0;0.0;0.0;0.014500131198731642;0.0;0.06372314074709869;0.005292617497936006;0.0;0.005062037983367125
854;collante;0.0;0.00022726233508611087;0.0;0.00035081673373512826;0.0;0.0;0.0;0.0;0.0007070304020945739;0.0;0.0;0.0;0.012168829445639824;0.0009903170576788742;0.0;0.0007851036415545946
855;colle;0.016959474774783996;0.019615812101791953;0.03552473093891474;0.020053408227384523;0.0;0.0;0.0;0.0;0.025825787278025848;0.0;0.0;0.0;0.009155938394852037;0.0;0.05581177293946889;0.0
856;collection;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00067457638145534;0.0;0.00491131890253416;0.0;0.0;0.0
857;coller;0.003125843750818488;0.007925096672935167;0.003687722358809268;0.010909446519395492;0.0;0.032674562368246014;0.0;0.0;0.010372371921527908;0.0;0.009024639712010063;0.0031021976793834645;0.001974183938368131;0.0037493953215834252;0.01850035738605485;7.667803682504447e-07
858;collègue;0.0;0.00299460932630598;0.0;0.0;0.0;0.0;0.001914972076312578;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011148939236948095
859;collé;0.0;5.045970917798523e-05;0.00032182400343597396;0.0;0.0;0.0003495678274179966;0.0;0.0;0.0;0.0;0.00015807166226648487;0.0002938445127951567;0.000208680500333139;0.0004780625567131885;0.0029117169503522235;0.0018011652306870272
860;colo;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010952215590764945;0.0;0.0
861;cololorés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011263154901148957;0.0;0.0;0.0;0.0;0.0
862;colonie;0.0012858342074909394;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0038286006577645144;0.0;0.00015123010738556862
863;color;0.0002107713469760267;0.0034260458535822413;0.001177127589063719;0.0;0.0;0.0;0.0;0.003981226154223179;0.0;0.0034920528804544696;0.0;0.0;0.0;0.008568349174017683;7.612685486094913e-05;0.0001400414067562452
864;colorant;0.0;0.0024528742009969004;0.0;0.0;0.0;0.0;0.0;0.0;0.006594023066456447;0.0;0.00038390002814581685;6.256007438633357e-05;0.0;0.0015211747192964043;0.0;0.0
865;coloration;0.005453018150417057;0.0;0.0;0.0;0.0;0.0;0.02911251584902793;0.00019847368142900525;0.0155205804595239;0.010416159188970504;0.02530943762325712;0.0;0.0;0.021864237064158222;0.011970889976939765;0.007703272829730693
866;colorations;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024858095847961285;0.0013448032289748685;0.0
867;colore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007929731223597447;0.0010052950383725857;0.00849899071608489;0.0;0.0;0.001813732164369603;0.0026900106761225083;0.0012902389013224826
868;colorer;0.002941103860786246;0.01117352802836479;0.0012279189308442857;0.0032205219621096026;0.012791158667525044;0.022929712463205496;0.0;0.0;0.0026634564092507555;0.0;0.03373386031976395;0.0;0.0;0.020123673949873015;0.0;0.0
869;colorez;0.002989417943424436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008719437967757378;0.0;0.0;0.0;0.0;0.0;0.0;0.0
870;coloris;0.0008918716796260502;0.0;0.0;0.0;0.0;0.0;0.0030582218491801965;0.0;0.0;0.0;0.010224808661796772;0.0;0.0;0.0;0.0;0.004970481920614092
871;colorés;0.009307594720149862;0.010486303376244746;0.0;0.0;0.0;0.01743974361514903;0.0;0.009637883684655579;0.009836836901439654;0.0;0.012122563161974107;0.014649575211184335;0.005135315456933973;0.01682095498075766;0.0026442696876305388;0.0006794260579742479
872;cols;0.0;0.0;0.0;0.0027119337938448585;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017196198990041124;0.0010358078127314866;0.00030057173287200675;0.0004593475072962868
