;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
62;achetée;0.0;0.0;4.2375595650374524e-05;0.0;0.0;0.0;0.0001105236501866682;0.0;0.0;0.0;0.0010406264962320752;0.0025776734043411738;0.000212484429368793;0.0;0.0004481517749027288;0.0017285494693651642
63;achète;0.004933559726579501;0.010409280648070713;0.0008497038022751743;0.0;0.0;0.017790593921076653;0.0;0.0;0.023413274262022794;0.0;0.010983587568007876;0.0;0.0;0.009669890807547897;0.0024664127501896945;0.03148341879375191
64;achèterai;0.0;0.004521671024587415;0.0011633582619646693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024311288656412478;0.0;0.00016530664066717935;0.0022502263021685017;0.0012567110149777662
65;achété;0.0;0.007439007780022242;0.0;0.0;0.0031258142364933342;0.0069400775042343125;0.0;0.0;0.0002673724873273473;0.0;0.0008031984408407518;0.0;0.0;0.0;0.0;0.0
66;acidité;0.0;0.0;0.0;0.002842184749699555;0.0;0.0;0.0;0.0;0.0;0.0;0.00052882579805822;0.0;0.0;0.0;0.0012338343809075523;0.0
67;acné;0.0;0.0;0.0;0.01413252107728444;0.0;0.0;0.0;0.0;0.0;0.009561456286575419;0.0005583029063221541;0.0;0.0;0.0022572870371424937;0.0;0.00016892468934354905
68;acnéique;0.0;0.0011188864939717788;0.0;0.003985402781742714;0.0;0.0;0.0;0.0;0.001820526410331106;0.0;0.0006186543368017185;0.0;0.0;0.0;0.0012896707857915281;0.0
69;acnés;0.0;0.0;0.0;0.00018771751256936773;0.0;0.0;1.3082813883496119e-06;0.0;0.0;0.0;0.0006929253821479726;0.0;8.770929978340105e-07;0.0;0.00045445871145645574;0.0
70;acquiert;0.0;0.0026543952408005674;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005347143258321238;8.434143235928832e-05
71;acquis;0.0008833785460133547;0.005549058234619235;0.0;4.091791698438498e-05;0.0;0.0;0.0;0.0;2.7060217407032967e-05;0.0;0.0005863238460138399;0.0;0.0;0.0;0.0;0.00011482806508792208
72;acquérir;0.0;0.00017620429336791135;0.0;0.0;0.0;0.00014893642577121295;0.0;0.0;0.0;2.8903086025306464e-05;9.594522182546403e-05;0.00015777822886373633;0.0;0.0;0.0;0.00085782920748362
73;actualise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.911792247175424e-05;0.0;0.0;0.002072148116188463;0.0
74;actuel;0.0;0.0;0.0;0.0;0.0;0.0008697039627800545;0.0;0.0;0.0;0.0;0.000849595756536642;0.0002852289490246846;1.8686122177588542e-05;0.004664669562124304;0.0;0.0003248700651823115
75;actuellement;0.0;0.0029174660178157984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00924280491258528;0.0016138088775729277;0.0
76;adapte;0.0;0.0;0.0;0.015899556337557262;0.0;0.0;0.0;0.0;0.008718899846850831;0.0;0.012244614843328063;0.0035201504910065714;0.0;0.0;0.004075985334450175;0.002385469969699334
77;adaptent;0.0;0.0005815819098472386;0.0;0.0;0.0;0.0;0.0;0.009745481452679878;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00034228612413620687
78;adapter;0.0;0.004528074150471686;0.0;0.0288106220646216;0.0;0.004627415251859874;0.007458965438202818;0.0;0.0006060891509836239;0.01524794701333979;0.014484641698428936;0.0;0.0029819061361398445;0.011828876411398372;0.005327236734803264;0.015010849726758972
79;adapté;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004265266851018993;0.0;0.0;0.005338781426490679;0.01118589388964489;0.0019533116787689136
80;adepte;0.00650706969623551;0.0;0.0;0.004643803195658287;0.0;0.0;0.0;0.0;0.0;0.004812761504941997;0.009833544214201663;0.0;0.003132098459988953;0.008183175604340074;0.001830178487221377;0.001422101839791
81;adeptes;0.0;0.0;0.0;0.0041471558927530395;0.0;0.0;0.0;0.0;0.002085726870449782;0.0;0.0002573992088233694;0.0;0.0;0.0;0.0;7.917632114539773e-05
82;adhère;0.0;0.0031888218006123504;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004688371634249434;0.0014579694053699125
83;adhérer;0.0;0.0;0.0;4.9406422513731956e-05;0.0;3.8724602974028276e-05;0.0;0.0;0.0;0.0;0.00014152233873838694;0.0002443829749616916;0.0;0.00026505673194606464;0.0014692518752254175;0.0
84;adhésion;0.0;0.0;0.0;0.004105573848697095;0.0;0.0;0.0;0.0;0.0;0.0;0.00037395778748894093;3.514931961574942e-05;0.0;0.00032871872604060967;0.000557133224070079;0.001755789047888668
85;adict;0.0;0.00011567081698767975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00023728234018264026;0.0;4.102233481066355e-05;0.00023360807849004376;0.0005303612281795256;0.0003535626994742326
86;adieu;0.0017465564448540635;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.40778555927699e-05;0.00019432035830290245;0.0009510648277060535;5.6660768609699754e-05;9.028082090064926e-05;0.00030238747264458795;0.0;0.0011119648761015277
87;adixion;0.0;0.0;0.0;0.0;0.0;0.0;0.00010238881870570169;0.0;0.0002954646565485906;0.0;0.0;3.045298623785274e-05;0.0001763996039310872;0.0008500619313641198;0.0;0.0011810241181859056
88;admettre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017436208977117664;2.501910402121465e-05;0.0;6.465850545087132e-05;0.000526154026348921;0.0001652271738522809
89;ado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.2434655405124195e-06;0.0;0.0;1.425766466266585e-07;9.279007278205345e-07;2.1662088587348717e-06
90;adobe;0.0;0.0;0.0003231578635581349;0.0;0.0;0.0;0.0;0.0007944533824495952;0.0;0.0;0.0;0.0;0.001267629304815735;0.0012989637713178785;0.0;0.0
91;adolescence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018066353688113454;0.0;8.539819737113017e-05;0.0;1.0625711150692237e-05;0.0;0.0017473823618386402;0.0;0.00011363440870935459
92;adooooooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3509958941916816e-88
93;adooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013776792210952512;0.0;0.0;0.0;0.0;0.0
94;adooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3509958941916816e-88
95;adooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0156401887557786e-06;1.1135309252735483e-07;0.0;1.470409510770265e-06
96;adoore;0.0;0.0;0.0;0.00024327560292613699;0.0;4.188234827716857e-05;0.0;0.0;0.0;0.007348218377181515;0.0;0.0;0.0;0.0001970005956900946;0.00024438742928557604;0.0
97;adopte;0.0;0.0;0.0;0.0;0.0;0.016076738717962773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;adopter;0.002507978278279181;0.0;0.0;0.0073510792977055026;0.0;0.0;0.0;0.0017147134825230262;0.0;0.0;0.00024956307635174086;0.0;0.0;0.005442292411633614;0.0;0.0028976792079960906
99;adopté;0.0;0.008165205959035138;5.399327892944708e-06;0.014012298803722126;0.0;0.0;0.0031261857186462025;0.0;0.0015101768385126883;0.002814573298720807;0.0014050902765117862;0.0;0.0;7.123920597728578e-05;0.0036508367907091767;0.001923112485515403
100;adoreeeeeee;1.3413555792448057e-06;0.0;0.0;0.0;0.0;0.0;4.313889208509928e-06;1.5641620009982423e-05;3.801595984034367e-05;6.338655605589066e-05;1.2431064161744763e-05;0.00012513547032906667;1.7345219227388244e-05;4.4211693104680583e-05;1.7960877315943665e-05;9.241701374636938e-06
101;adorent;0.0;0.0;0.0;0.009323788601520803;0.0;0.0;0.0;0.014071906994575906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004886551617874141
102;adorrrrrrrreeee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3509958941916816e-88
103;adoré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008355101490639364;0.0;0.0
104;ados;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007548394755793286;0.0;0.0;0.0;0.0004057553059431206;3.52718560496278e-05
105;adouci;0.0;0.0;0.008448216359624216;0.013841719602586006;0.0;0.0;0.0;0.0;0.0;0.0;0.0027374748760579264;0.0;0.0;0.01054171111712282;0.0;0.0
106;adoucir;0.0;0.0;0.0;0.0;0.0;0.007851887140596474;0.0;0.0;0.0;0.006318222590282649;0.00661269030729499;0.0;0.0;0.0019506108981966388;0.0;0.0004185541756547814
107;adoucissent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003719740592501555;7.389090763836793e-05;5.2889210675148335e-05
108;adoucit;0.0;0.0;0.0;0.032434191036063986;0.0;0.0;0.0;0.0;0.0;0.0;0.011424301761625913;0.0;0.0;0.0;0.006510239888579714;0.0
109;adpater;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.763096005005291e-05;0.0;8.379571166480453e-05;0.0;0.0;0.001457345157154465;0.00033058308234504107;0.0
110;adresse;0.0;0.0;0.0;0.0;0.0;0.005832619318393936;0.0;0.0;0.0;0.0;0.0;0.0;3.738293783412277e-05;0.0;0.0;0.00026781659714888854
111;adresser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014319546625756107;0.0;0.0;7.131019082193202e-05;0.0006906015287062309;0.0007540667990838663;8.546665432843589e-06;0.0008660345038531031
112;adulte;0.001492674955694281;0.0;0.00017698532105526888;0.0;0.0;0.0;0.00017615085248766718;0.0;0.0;0.0;0.0013446788893361277;0.0;0.0;0.0;0.00033183366919581656;0.0021249405052664104
113;advers;0.0;0.0;0.0;1.0036275335822616e-05;0.0;0.0;2.3812075914694607e-05;0.0;0.0;5.555143377622251e-05;6.037925258265898e-05;0.0;1.0326596346519108e-05;0.0;9.890256518738003e-05;0.0003577851270835859
114;adéquat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019658629353150857;0.0001349424236747202;0.0;0.0;0.0008441200078972067;0.0007300521224885186
115;affaire;0.0;0.0;0.0;0.018849826217022136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005743544158591207
116;affecter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004252981846641807;0.0;0.0;0.0;0.0;0.0;0.0;0.0007831461249878251
117;affine;0.0;0.0;0.0;0.0;0.0;9.881844082340362e-05;0.0;0.0;5.451548926819326e-05;1.3560158993583077e-05;9.835933846945508e-06;0.0;0.0;6.680442787600499e-06;9.139484913568944e-05;0.00011791486674516953
118;affiner;0.0;0.0;0.0;0.013914926042345475;0.0;0.0;0.0;0.004328218519492033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
119;affoler;0.0;0.00299460932630598;0.0;0.0;0.0;0.0;0.001914972076312578;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011148939236948095
120;affreux;0.0;2.926937531752945e-07;0.0002637947865765198;0.0;0.0;0.0;0.0;0.0;0.00019134378818860245;0.0;0.00011555200358575353;0.0;0.0;0.0008325864366417877;0.0012315816052711217;0.0
121;affronter;0.0;0.0;0.00035691281500306116;0.0012311682902718351;0.0;2.685764475617528e-05;0.0;0.0;6.768040445434864e-06;0.0;0.00010900815812191757;0.0;0.0012061970959504826;0.00039531053713784615;0.0;0.0003082352306553745
122;africain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007015772199512964;0.0;0.0;0.00033464535319893397;0.0;0.013155845452458927;0.001076423923191291;0.0
123;afro;0.0;0.0;0.0;0.0007349994803556345;7.151083942027057e-05;0.0;0.0;0.0;0.0;9.789346645571473e-05;0.0006096385667608847;0.0;0.0;0.00043378090702979175;0.00014788017415818985;0.00017354603341182483
124;after;0.0;0.0;0.0;0.0023285165527398713;0.0;0.0;0.0;0.0;5.7464241089156855e-05;0.0;0.0;1.895928940225168e-05;0.0012254026437662085;0.00010899386602999359;0.0;1.951440067873713e-05
125;aftershave;0.0;0.0;0.007320839808740527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
126;age;0.0;0.0005880455567588813;0.00012080382736204835;0.0034508015614242967;0.0;0.0;0.0;0.0;0.001364192071339323;0.0;0.0001732265624591921;0.00018252745817113884;0.0008782291473837645;0.0034595783542258475;0.0;0.0017933375304913237
127;agen;0.003502832709305737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384114029143693e-05;0.0;0.0005122667448198503
128;agent;0.0;0.0;0.0;0.00032784466399208477;0.0;0.0;0.0;0.0;0.0;0.0;0.00016255155030941269;0.0;1.0584948591530972e-05;0.0007924304964041215;0.0;0.0
129;agglomérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005924013347983353;0.0;0.0;3.830915613517162e-05;0.0;0.0;0.0003728854073639793;0.0
130;agir;0.0;0.0009853102407422851;0.0;0.0;0.0;0.0;0.0;0.0;0.019218325633335556;0.001692791677514234;0.009506794214760066;0.016109530173444808;0.003194137958280887;0.029209309538805923;0.0001498532419080631;0.003842420498584011
131;agrable;0.0007429458410760303;0.0014949281820357703;0.0010591145816464384;0.0;0.0;0.0;0.0;0.0;0.0;0.0021757691671106323;0.0;0.0;0.0;0.0;0.0028546730756476737;0.0011843743635294069
132;agrandir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01004137008260345;0.0
133;agraphe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.529154110035176e-05;0.0;0.0;0.00042541639289157753;0.0007620838177507075
134;agreabke;0.0;0.0;0.0014802691555652963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004405735837225591;0.00022521486594779194;0.00011146343383796493;0.0
135;agresse;0.0;0.0;0.0;0.005521955921553781;0.0;0.0;0.0;0.0;0.0008525226777801168;0.0009389880376668839;0.0005811880425007571;0.0;0.0;0.0;0.0;0.0
136;agressent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001038611857476443;0.0009885969600963882;0.0009022210670733146;0.0;0.0;0.0;0.0;0.00011015895708224977
137;agresser;0.0005786412199025253;0.010603777024679328;0.0;0.011256650509039469;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
138;agressif;0.0010810529621975377;0.0;0.0;0.0;0.0;0.0;0.003425912042594389;0.0009501811059116035;0.0;0.0019787035089555895;0.0;0.005155311954862849;0.003446492842448914;0.007047558034628726;0.0013383569857442323;7.73301087371926e-05
139;agression;0.0;0.0;4.688858817131605e-05;0.0;0.0;0.0;1.098827216759715e-05;0.0;0.0;0.0;0.00017588702515874987;0.0;0.0;0.0003063060548887401;0.0013012978480162406;0.0004345496407073723
