;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
15;...comme les miens c'est le produit idéal qui évite le jaunissement des cheveux et en grande dose tel qu'il est présenté, c'est une utilisation de plusieurs mois;0.00022560340394726057;0.001427490118871275;0.0;0.0005357460133112725;0.00019803634801445486;0.0010881911408816677;0.0009301100778937698;0.004860302996820895;0.005095996469527991;0.0032109015901561583;0.0061770615696745655;0.0;0.0005470532872952373;0.006193344667852552;0.06313254049633583;0.005037285457161337
16;De toute façon tout ce que fait L'OREAL est au top: ELSEVE pour les cheveux, MEN EXPERT, NARTA déodorant;0.0005614667665187832;0.0;0.000257247783882138;0.00035204412068317264;0.0;0.0006242136423815484;0.0011381896922497395;0.0011844875503601486;0.0012803865708386915;0.0008923882410019322;0.0;0.0027875169302103977;0.0;0.004426704046909191;0.0;0.0027334650268649742
17;Je me sers de tout cela depuis des années et avec une entière satisfaction;0.00019527341012497547;0.0;0.0004166337994378756;8.820725410161492e-05;0.0;0.00462374158282373;0.0;0.0;0.012704478483901922;0.0009710898931286448;0.004812948914502135;0.0;0.00037425096807993123;0.005366783462805333;0.0;0.0008442563546336114
18;Philippe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.925582617669114e-88
19;Ravie de retrouver mon mascara préféré sur ce site et à un.prix vraiment abordable..;0.0007959372311227565;0.05476624011524759;0.0007990240422513147;0.0003391536728199037;0.0014611536448341702;0.0012087338957625139;0.0010376191985124782;0.0;0.0;0.0028341729274001626;0.0033262129896848634;0.001924985445676388;0.0;0.005465813923763976;0.0;0.014964561267233323
20;"prix compétitif,...facile d’application... plus d'un moi de traitement....je l""ai testé et dès qu'il est fini je repasse  une commande.";0.0;0.04008585492090888;0.0;0.0;0.0009523513015556673;0.0;0.0;0.0;0.0;0.0;0.0;0.0001356658808450565;0.0;0.0;0.1118223762642733;0.013021654545925182
21;Merci;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;Shampooing en format salon, dommage que la pompe ne soit pas livrée avec, j'ai du transvaser dans un contenant plus petit. Il laisse une odeur agréable sans être trop forte ou persistante, mousse bien et se rince facilement. J'utilise moins de quantité qu'avec un shampooing de grande surface donc c'est un très bon rapport qualité prix au final.;0.0;0.05344297467097373;0.05614071856231352;0.0;0.0002425445720473421;0.0;0.0010561654616926968;0.0016984281535306948;0.06415644680781768;0.0006161606322756928;0.0;0.0;0.00655872900777495;0.008801594979529653;0.02094418285919463;0.015601630434981466
23;Bonjour,;0.0006686158915240042;0.0;0.0;0.00013315445176945582;0.0;0.0;0.0;0.0;0.001344329273481204;0.0;0.005228659813175827;0.0;0.0;0.001868348924237866;0.0;0.004964184204130226
24;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;"assez déçue. Ce n'était pas une plume fine comme je l’espérais mais un feutre. Donc moins précis .. par ailleurs, le noir est trop ""noyé"", feutré, dilué.... pas épais et de ce beau trait ""black"" qu'on aime lorsqu'on surligne et prolonge nos regards.";0.00021865124345744517;7.563131274495058e-05;0.00040717398955717756;0.00010891237332324121;0.0;0.0003187258440917244;0.0004407609333417064;0.0;0.0003300141095900618;0.0007320052700227965;0.009067133137409004;0.0007629485710344738;0.0037355822526712;0.002017673849612255;0.010066022967612968;0.004965047495490918
26;Mais, je pense que d'autres utilisatrices sauront l’apprécier.;0.0;0.0;0.0;0.0;9.092327190672556e-07;0.0;0.0;4.493115735403752e-05;0.0;0.0;0.0;0.0;0.0;0.0024443097458734745;0.0015110402518811405;0.0003432383206744392
27;Bon produit, redonne douceur aux cheveux mais je le déconseille pour ceux qui ont les cheveux gras, il graisse pas mal le cuir chevelu.;0.0007917385535885382;0.00021792116509714414;0.002237854734945755;0.013301403988144717;5.162467156619281e-05;0.0;0.0;0.0;0.002725313141951311;0.002551042119111425;0.00023840223842480683;0.0005881346311362657;0.006345208479830906;0.012700867364740789;0.005724218409649607;0.0035957634962041234
28;super contente;0.00041045488402248465;0.0;0.004268325596462814;0.0;0.0;0.0;0.0;0.004212422443835632;0.0005305394664274468;0.0;0.0;0.0;0.0;0.0;0.0;0.13392084886341996
29;Je connaissait déjà le produit qui est très bien. Je l'ai recommandé par erreur et renvoyé, j'ai été rapidement remboursé;0.05893417441712741;1.2899401816719261e-05;0.0;0.001845752888397943;0.001138346537961335;0.0019454692151748036;0.0;0.0;0.011013990511664263;0.0;0.0009959414339047524;0.0;0.003060903962490989;0.0;0.0;0.05100351292634969
30;Excellent produit de qualité professionnelle. Très satisfaite de cet achat. Vraiment efficace et adapté à mes bedoins. Parfait. A conseiller.;0.0;0.0005957568455926571;0.0;0.0017745451657826198;0.001949769649027593;0.09383880134968658;0.08513781256551943;0.0006571490162121957;0.001237898197064659;0.11552157878238208;0.0;0.00046427471508813056;0.0005977887118719451;0.0016674218192426367;0.0;0.004743836738678301
31;Produit avec une bonne senteur qui hydrate et illumine la chevelure instantanément et reste léger et non gras. Je le recommande hautement.;0.052676424450641746;0.0004320157764934237;0.005644604246822543;0.023684773212357804;0.0;0.0023289509538738638;0.0007219713732430821;0.0011249557121804097;0.00019329919563398893;0.0010581174068365292;0.0;0.0;0.005298184971926764;0.006494182380238182;0.00807870384470938;0.0
32;Effet anti âge et revitalisant sur une peau mature hydrate et assoupli la peau;0.0;0.0;0.0;0.14346741402485544;0.0;0.000996283815025183;0.0005359980424695484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;Pour du l Oréal il est de très mauvaise qualité il colle et bave après moins de 2h vraiment je ne le recommande pas du tout pour tester pas mal de produits il fait parti des plus mauvais;0.04833689840737394;0.0007116050600125738;0.002296936159272323;0.00040735998726249456;0.00011998639697559557;0.0008498449468585608;0.06653178678582733;0.0;0.002456746115763635;0.0004700095087381243;0.0;0.0;0.0025840823259512973;0.008057803883231731;0.005776264596292495;0.012442332577986041
34;Brosse agréable, cils déployés, sans paquets. Odeur agréable. Prix raisonnable.;0.0003603484538342389;0.051710783281765926;0.08922323502417004;0.0;0.00013789172842550333;0.0;0.0;0.0;0.0;0.0;0.005768905114117344;0.0021944255573895025;0.00032951000600041445;0.0;0.017516929285395492;0.0005284075352345785
35;Texture super agréable, j’adore !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4640998547060196;0.0;0.0;0.0
36;Je recommande ce produit que j'utilise depuis longtemps et qui fait son effet de coiffure naturelle sans laque - A essayer sans réserve -;0.06840557056054038;0.0005697515632235883;0.0;0.0;0.000802095895376143;0.005896336927198803;0.0005184663339659674;0.0;0.0;0.0;0.0065136112754048455;0.00020841242701941453;0.00022413395608247955;0.04586768513223432;0.0;0.010406091011429992
37;Très bon produit ... je l'utilise depuis 6 mois et j'en suis plus que satisfaite ....rapport qualité prix également...livraison plus que correcte;0.0;0.09225137655353527;6.835550783916168e-05;0.0;0.0;0.10670591225833441;0.0008350542395077082;0.00011537305445155939;0.0;0.0;0.007868659728177557;0.1121002172999153;0.0;0.03008733204618805;0.0;0.0
38;Ce mascara est super. Je l’utiluse Depuis des années. Par contre vous devez savoir que ce vendeur va vous l’envoyer sans blister. Vous allez le recevoir dans une enveloppe toute simple. Cela n’est pas mentionné dans le descriptif.;1.8472043406832764e-06;0.0;0.0;0.0;0.0004024526500545492;0.0018021974579520452;0.0;0.0;0.005134506690299434;0.0;0.000638430879589634;0.002944178159015548;0.0;0.0;0.00038294278529748025;0.09469022183869423
39;Le seul qui ne me fais pas pleurer les yeux et que je supporte et qui est bien noir je recommande je ne prend que celui la;0.06466003232451853;0.00025808060241800274;0.0;0.0;0.0;0.0011043866676018251;0.000665261517500539;0.0;0.0;0.0;0.011530189118352943;0.0;0.00021115745986806253;0.00032100732066831194;0.013259740565018881;0.0054128909510113956
40;nan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;j'ai les cheveux vraiment très très sec et ce shampoing les répare très très bien.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15723208483632212;0.0;0.0
42;obligé de faire une dissertation c relou;0.0;0.0;2.2255442230070532e-05;0.0;0.0;0.0;0.0;0.0003341190332565361;0.0004607655534791831;0.0;0.0;0.0;0.000332517341268708;0.00029075470597472134;0.00038473311417109766;0.0006272763831426182
43;Heureusement que sur le net il y a des tutoriels parce que le moins qu'on puisse dire c'est débrouille toi avec ce qu'on te vend...De la part d'une si grande marque c'est pauvre, (mais pas le prix) !;0.0002134196244744381;0.0353305187219854;0.00023838148471784647;0.0;0.0;0.0006505240183217527;0.0004543108902917834;0.00023510903053766485;0.001165787764627911;0.00037509125342878195;0.0;0.0009558833699585171;0.0;0.010270853234291598;0.0030374559031882864;0.012688526835988423
44;Efficacité prouvée grâce à ma fille, venue pour me conseiller, et à qui j'ai offert le deuxième produit.;9.959112310695482e-05;0.0010370799955948546;0.00024036972351752182;0.0018334494325305672;1.8449111223366325e-05;0.0011145081366592206;0.0010004328823652842;0.0;0.0032160604033531818;0.0006359788509020508;0.0028794258844074038;0.0;0.0016627353995627568;0.008450468227348462;0.00369368549031412;0.006075076066322867
45;J'ai les cheveux courts;0.00024231264106870735;0.0002886291497180643;0.0;0.0;0.0;0.0;0.0;0.0;0.002848645596233143;0.0026854349469152654;6.171661131285945e-05;0.0;0.0018331754126531745;0.0026272258969242315;0.007822599043796737;0.0009346729577021618
46;Je cherchais une cire qui tienne mes cheveux, ne les rendent pas gras, ni d'effet mouillé et que je puisse resculpter;0.0008115342492860536;9.984132479207952e-05;0.004079701001833534;0.012512632243780861;0.0;0.0011368783540817366;0.0011564406109945086;0.0;0.009770695787662593;0.0019221488533758253;0.0;0.0;0.005561615143525443;0.011283685911880692;0.0019288465848636975;0.0
47;Cette cire fait son office, j'en ai essayé plusieurs et c'est la seul qui arrive au niveau de L'Oréal adixion pour homme qui n'existe plus;9.24835329969952e-05;0.000571144983073963;0.0016560334768281582;0.000796697710264577;9.78288345687129e-05;0.000860071615877905;0.002500219818684789;0.0;0.006567437747104397;0.0013182819779451879;0.0011111059096462486;0.0017124482075289637;0.004399681912377075;0.01590329988300996;0.00229741996750878;0.01871427246685907
48;J'en ai même acheté plusieurs pots vu mon niveau de satisfaction;7.003958606320458e-05;0.0015347700863885655;0.00021787650144252326;0.0;0.0;0.0009423563108476014;0.0;0.0010687831427337975;0.004619422136492349;0.0008355502849705075;0.0007359676941073855;0.0007172034909715613;0.004797325602487487;0.003633202324861822;0.006160259675853075;0.015281278718728489
49;J'ai testé plusieurs palettes correctrices et j'ai fini par acheter celle-ci pour atténuer mes rougeurs et ma couperose.;0.00026024044543110456;0.0009062675353448017;0.0;0.0007559310589649321;0.0;0.0004624002003671637;0.00013421815065711625;0.0007499941821505992;0.003973870671903317;0.0021254763617653016;0.004138407680004589;0.0;0.0016179449606014136;0.002276773901584034;0.0050136765188474345;0.010601414391296535
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.0;0.0;0.0;0.0;0.0;0.00042144419149434104;0.0;0.0;0.0;9.084226690717111e-05;0.0;0.09444431917641752;0.0;0.09480247777717773;0.0
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;0.0006200968085650173;0.0005308631324336232;0.0;0.014089025704409935;0.00040718454201820847;0.00017962399591283078;0.0005564563498488092;0.0;0.0033240168011420134;0.0004767053364097529;0.015651586236244602;0.0004525064434938377;0.0006326717941128538;0.006608743535573242;0.0866832555792533;0.0001013502017684266
52;Livraison express comme d'abitude .;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.84543050959408e-05;0.0;0.0;0.0;0.11589914130032605;0.0;0.0;0.0;0.0
53;petit prix .;0.0;0.1402950293997358;0.0;0.0;0.0;0.0;0.0;0.0;0.001438639115694976;0.0;0.0;0.0;0.006970694759175721;0.018206662050432566;0.006881271582377239;0.00949200551115716
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.000544722220284302;0.0;0.0;0.0;0.0;0.0004112386069415058;0.0;0.0006266973038424539;0.0011232600437676198;0.0033020224136776316;0.002239251921114226;0.0;0.003010289213045747;0.0;0.0
55;pratique avec sa pompe;0.0;0.0002292916228520228;0.0027938091875717584;0.0;0.0;0.0;0.001851123878686564;0.0;0.0021659657499766725;0.0;0.0;0.003303822394416551;0.003208683264674114;0.0;0.06813467455650186;0.011159191011606572
56;satisfaite de mon achat;0.0;0.001400590040529434;0.0;0.0;0.005338371836340494;0.2177923984903613;0.0006084522883161731;0.0009152580910980187;0.0;0.00016269218652492512;0.0;0.0019482308251532563;0.0;0.0;0.0;0.008718152781920119
57;Très bonne gamme, parfum doux et nourrit vraiment très bien le cheveux, je ne trouve pas mieux depuis ou sinon à chaque fois que j’ess Je reste déçu et reviens vite à ce masque;0.00045063516584240465;0.0;0.0002638748958872394;0.001091080312534948;0.0003843568569037769;0.0;0.0;0.08330518961870084;0.002365737748632588;0.00023111276331494023;0.0;0.0;0.0;0.11718845058320485;0.0;0.0020102723945881
58;Mascara allongeant qui tient toutes ses promesses. Noir intense. Brosse fine à pivots. Ne fait pas de paquets. Joli packaging.;0.0005978594630319649;0.0;0.0019124697504356897;0.0006011916449040361;5.4407176772024626e-05;0.0;0.0016502747267760818;0.0;0.0007567651735386077;0.0;0.020368732383893508;0.0006394598830287811;0.0002504724895584407;0.0005471523982926966;0.0204936499229832;0.015299180043275242
59;très bon produit ! rien à dire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Première utilisation, une très petite quantité suffit pour se coiffer! (J'en ai mis trop ^^);0.00022778013763635378;0.007671861864487288;0.004259028281622422;0.0;0.0001950021742723363;0.0;0.0;0.006464385854405122;0.0020681820966220897;0.0;0.0;0.0;0.0036657523005380176;0.02174931399399862;0.12283615793303293;0.0017901734225920177
61;Bonne tenue et comme annoncé, sans résidus, ne colle pas! Impeccable! Je le recommande !;0.06420192871395257;0.00198699333569816;0.004597953872875271;0.00015250872865542713;0.0;0.0;0.00018448815181443235;3.3939464193387773e-06;0.0008017235900084486;0.0003215016951588259;0.0012702496414630175;0.005815424555870071;0.000820644591371007;0.0;0.013448064497258296;0.0016283510486540158
62;Bonne tenue des cheveux mais ne colle pas.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;Très facile à utiliser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26040768850121776;0.0;0.0;0.0;0.0;0.0;0.2622848274821327;0.0
64;Achat conforme.;0.0;0.001427519214341019;0.0;0.00027494789956118823;0.20698006716706707;0.013545550448606043;0.0005285727246450084;0.0013379248077971307;0.0;0.0006512970992341107;0.0;0.0026772911333930883;0.0;0.0;0.0;0.010554393319876742
65;Juste parfait;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Il sent bon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Il est grand !;0.0;0.003537729157938989;0.0;0.0;0.0;0.0009861179006304868;0.0012753517739225678;0.0024551771858947716;0.002722229191442519;0.003769423522974372;0.0;0.0;0.0;0.00934261877182983;0.013026096190155196;0.018643142144323003
68;Le pot dur assez longtemps avec un lavage quotidien! Protégé parfaitement  les cheveux;0.00035501985341165453;0.0011471141777036954;0.002562987489472501;0.0018571108474607029;0.0006360556058364231;0.0010353047520341282;0.0;0.0004095308524266235;0.00358005973131471;0.0030988039884832577;0.018076035914729626;0.0018359994899540496;0.0010111417855464286;0.00826943838076955;0.006929275548518328;0.001260752836554915
69;-Re-Pigmenter les cheveux selon sa couleur naturelle....;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20626126183565022;0.0;0.0;0.0;0.0;0.0
70;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;J'avoue qu'avant d'essayer le produit je n'étais pas convaincu ... D'autant que cela n'étais pas évident puisque la notice donne quelques contre indications... dont une qui me concerne ...les cheve;0.0;0.00016098492870084824;0.0;0.0021323894658527268;8.469050721587868e-05;0.0005603544489633028;0.0004141923941197899;8.31342546583394e-05;0.0013360527952882319;0.00023132366963866586;0.006049509068132275;0.00023996157343045637;0.001209232697883622;0.010538226600661536;0.0012795037927431842;0.01364304175867277
72;il avait arreté la vente au supermarché et il était les mieux placé niveau prix, bon il on repris en supermarché et là par contre ce n'est plus avantageux de le prendre en ligne;0.00030074870819462457;0.029488325967878287;4.1013074555901936e-06;5.395868422566212e-05;0.0;0.0005067613193047263;0.0005483689414479321;8.174569909986891e-05;0.0021699500761849693;0.000171547456659369;0.002620277782301979;0.0006325391772954447;0.0024986618127807677;0.007287879218459541;0.0038912737397133437;0.005250826966314976
73;rien à dire sur la qualité prouvé de ce produit pour se faire des yeux de biche;0.00018350697655876484;0.0;0.0;0.0;0.0;0.0;0.10357580371857318;0.0;0.0;0.0;0.0039565836983786505;0.0;0.0;0.0;0.003566984988928111;0.0
74;ce produit et tous a fait se que j'attendais,  ayant pris le meme produit au coiffeur est l'ayant payé plus cher , je recommande le produit.;0.0003356966726964842;0.0026871050430676397;0.00017950614165797266;0.00034142837148202923;0.002829716743209564;0.000977288182555961;0.0008016838603219904;0.0;0.005021407706539226;0.0012074439031667474;0.00986554850650127;0.0033466470642123046;0.0023630872023719545;0.009772571073538598;0.008108225828569373;0.013061062740981233
75;le seul petit  b-mol c'est que ce shampooing a tendance à bleuir légèrement les mains lorsqu'on l'utilise mais ça part rapidement sinon y a pas mieux pour déjaunir! parole de coiffeuse!;0.00041955172329876365;0.0037766208412737335;0.0009466859270466503;0.0024974848370291802;0.00027142285987802507;0.0032828127170138246;0.0;0.0;0.006870737377483737;0.0006557628142350332;0.007502068171233771;0.001445931156006279;0.0033652179762442874;0.03993498122368312;0.001505074294886715;0.035448857910940275
76;Acheté en une si généreuse quantité , calculez à combien ce produit vous revient s'il est acheté chez un coiffeur ( introuvable ailleurs en petite quantité ) , vous aurez vite compris que chez AMAZON , il n'y a pas mieux rapport qualité/prix ,avec envoi rapide et soigné.;0.00025149859818253216;0.0503999259153978;0.0034612845441621292;0.0;0.0;0.0003140277311546639;0.04683694488459555;0.0013287823343599795;0.007128551557215295;0.0004890309098229275;0.0;0.07326302978928514;0.00194728903889215;0.01687486912011906;0.009257805056469389;0.01970148676198091
77;Livré rapidement et tout à fait conforme au produit acheté précédemment en salon.;0.0;0.0019699500496773233;0.0;0.0012905758021862532;0.09985609503401416;0.0006912973850669044;0.0;0.0007134315729994695;0.003820867525113395;0.00031216388869141864;0.0;0.0002175013563295029;0.0;0.0008644207545183381;0.003886670383774959;0.06086336904144926
78;L'hydratation et la nutrition font de se produit un best-seller à avoir absolument pour reconstruire parfaitement les fibres capillaires.;0.0003230353784321433;0.00022705714499288135;0.0011965338069067695;0.002002646554434733;0.0005606863933302444;0.00010004923744116947;0.0;0.0;0.00020314113892584153;0.0;0.006478434874018826;0.0005023407793384431;0.0013938729883011128;0.004064149815638591;0.0011563124247491085;0.0
79;Je recommande fortement.;0.13514607109039034;4.340553481524163e-05;0.0;0.0;0.0;0.0;0.0010036880079834323;0.0;0.0;0.0008813736069383196;0.0;0.0;0.0;0.0;0.0;0.0015502340764542305
80;mon coiffeur me l a conseillé pour mes mes mèches;0.0008815950859557843;0.0038249630730772107;0.0;0.0011533819319196569;0.00043691365391778546;0.0;0.002060335138456635;0.0;0.012864859848902954;0.0012374256211478243;0.021213009549811836;0.008855980258151307;0.00485207215911394;0.02114969980303434;0.001648010943449118;0.01096974412713193
81;j en suis ravie mes cheveux restent beaux et blonds clairs;0.0012357187251296824;0.0007467695220367361;0.0;0.0;0.0004985666167831848;0.0008662304494217358;0.0;0.0004192811737779711;0.004842628986630496;0.006409565669952837;0.026862453381675526;0.0004527537765857687;0.0;0.006699106624238586;0.0;0.00918080348381512
82;Assez difficile à réaliser seule.;0.00014843240514682358;0.0008425568365378534;0.0;6.016319216801523e-05;0.0;0.00069757756678745;0.0;0.0;0.0002685618833009642;0.0012375799533049035;0.0005900961038362008;0.0;0.001689679182902974;0.003815637337654387;0.004481394531583354;0.00155129913566084
83;Cela a pas mal abimé mes pointes et longueurs qui ont déjà eu ce type de lissage...;0.0002498263492964546;0.0008941282672595055;0.0003965047039082551;0.003124756417399034;0.0008426190582209755;0.0009142394480857073;0.0;0.0005114627132061155;0.012094036188951572;0.0023168521016410804;0.0040242843941905556;0.00016684143683626335;0.004708415398057385;0.01064291043715295;0.0025815459128646972;0.011441452415107717
84;Cependant cela a bien marché pour les racines naturelles, les cheveux ont bien été assouplis.;7.348462025064763e-06;0.0004006707458863732;0.00017041321764852432;0.0003993218321237768;0.0;0.0005150047944649848;0.0;0.00024125850930956644;0.001024718185573456;0.002298639566350058;0.0004941445599919741;0.0;3.9693050234535174e-05;0.008928890038988054;0.0005938664906351071;0.0008168993511675124
85;Léger bémol aussi, cela a beaucoup éclairci ma couleur! Car le produit contient du peroxyde d'hydrogène... :S;0.0;0.00023745172544749246;0.0028383978473160627;0.0009967035686333093;0.0;0.0004579342326796916;0.0;0.00018407227280597334;0.0;0.0;0.10254220812222574;0.0;0.0005770140356193236;0.0;0.0001961278018783072;0.0
