;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
552;bonheur;0.0026341354656221855;0.0;0.0;0.0;0.0047702274305305905;0.0;0.005407617656778582;0.009863943633462028;0.0;0.0;0.00094080711265234;0.0;0.0;0.0005427194012127671;0.0;0.0033724157097335746;0.0;0.0006006293937163582;0.00014423477992204635;0.010218568483485329;0.0034023110944108033;0.00020197495984268288;0.00015365922100871583;0.0;0.009638477639542608
553;bonjour;0.00823085255548834;0.0;0.0;0.0035827451675411828;0.0;0.0;0.0;0.0;0.006776991327460605;0.0;0.026630093114191615;0.0;0.0;0.000925187357194802;0.0;0.0;0.0;0.021916585302759705;0.011688654863838315;0.06104306010330018;0.0;0.0;0.015622507978396588;0.0;0.002203222302624204
554;bonsoir;0.0;0.0;0.0;0.0;0.0;2.8567440058664854e-05;0.0;0.0;0.0;2.1535881447266037e-06;0.0;0.0;0.0;2.4700138202228152e-05;0.0;0.0009381990350219774;0.0;0.001697505881645822;0.0;1.1551982465523654e-06;0.0;0.0;0.00016653085089201965;0.0;6.081263435895977e-05
555;bonus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005298996472018008;0.0;0.0008324559830541112;0.0;0.0012476312224033725;8.87524015778473e-06;0.0011178073132231928;0.0;0.0;3.1669286810853595e-05;0.0014254889812310694;0.0;0.002308884371323473;0.00014476060048011189
556;boooonnnn;0.0002867734746753492;0.0;0.0;0.0;0.0;0.0;0.0;0.0008094436783435991;0.0010675268043260238;0.0;0.0;0.0;0.0;0.0018751759941693015;0.0;0.004227569222498221;0.0;0.0;0.0;0.0003999023334108174;0.0;2.441427439702524e-05;0.00022167602991623865;2.168909010217698e-05;0.0
557;booster;0.0;0.0;0.0;0.00012685181668763962;0.014837474954616408;0.0;0.0;0.0;0.0;4.241304839379645e-05;0.0001479423997896877;0.0;0.0;0.00022569310903587268;0.0;0.0;1.816091870688011e-05;0.0;0.0;0.0;0.0;0.0;0.0;2.7017220910744954e-05;0.0
558;bord;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009842060588885686;0.0;0.0;0.0;0.0;0.0;0.0;0.0015538016156359047;0.0;0.0;0.0;0.003958940019076973;0.0;0.0;0.0;0.0015982305341275891;0.0
559;bordeau;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017179999129229406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
560;bordeaux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005660120030475506;0.0;0.0;0.0;0.0;6.527937311296939e-05;0.0;0.0004531116541220039;0.0;3.125200952666153e-06;0.0;0.0;0.0;0.0;0.0
561;bords;0.0;0.0;0.0;0.0;0.0;0.0;0.0010579915910778326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015777670752109834;0.006833170442706389;0.0;0.0;0.0;0.0009099120146544382;0.0;0.0;0.0;0.00847527960879826
562;born;0.0;0.0;0.00032426971289961263;0.0;0.0;0.0;0.0;0.0007334042709205332;0.0;0.0;0.0;0.0;0.0014217533666202786;0.0018040042968049206;0.0;0.0;0.0;0.0;0.0;0.0016774269896470346;0.0;0.0;0.0;0.0;0.0
563;botter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0023771225911289207;0.0;0.0;0.0;0.005205232687153675;0.0;0.001771180168491949;0.0;0.0;0.0;0.0005018224380905733;0.0;0.0;0.0;0.0;0.0
564;bouche;0.0;0.0;0.0;0.0004466808725039348;0.0;0.0;0.0;0.0;6.68427277103529e-05;0.0;0.0022122933996046134;0.0;0.00017102356349863964;0.0;0.0;0.0;0.0;0.0007504935894783209;0.0012691036845250882;0.00011143352043052257;0.00020676107481214614;0.001527238727534514;0.0;0.000969100527283124;0.0013476771381346984
565;bouchon;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0063688772301634215;0.0;0.0;0.002817204201493683;0.0019873976012210366;0.0;0.004490690871000253;0.0;0.0;0.06978371933716959;0.0;0.0;0.05019208621376376;3.9291744420709687e-05;0.0;0.011393160678533716;0.007680816089782894
566;boucle;0.0;0.0;1.2579336576482325e-05;0.0;0.0;0.0;0.0;0.005477713563418718;0.0010295121495750579;0.0;0.0;0.0;0.0009110192466380416;0.00039140593077962676;0.0;0.0005477452334339322;0.0;0.0;0.0;0.0001470945239570635;0.0;0.0;0.0;0.00047102738223603124;0.0
567;boucler;0.0003737445822950225;0.005908096804546533;0.000914143156754994;0.0;0.0;0.0;0.0;0.006570690103702772;0.003944267270243279;0.0;0.0;0.0;0.0;0.008434162194231506;0.0;0.004444517083061772;0.014361573527114823;0.0;0.0017665718147883336;0.005524691710401882;0.0;0.0;0.0003931363849317598;0.000128744593159256;0.0
568;boucles;0.0;0.0;0.0;0.0;0.0;0.03059550781757822;0.0;0.004635223877409623;0.0038885840876093807;0.00510259970352671;0.0;0.0;0.0;0.01707351377582835;0.0;0.02116998600677664;0.030897569094811665;0.0009534745469175725;0.013536960320774819;0.006177276436578054;0.0078069192321342795;0.01065392116895708;0.0;0.04557902413454602;0.0
569;bouclé;0.0;0.0;0.0019950828769456502;0.0;0.0;0.0;0.0;0.007436607425821593;0.0;0.0;0.0;0.0;0.0;0.013405479343250403;0.0;0.0;0.0;0.0;2.5362206852677167e-05;0.0;0.0;0.001940894254804366;0.0;0.0;0.0021441453261235493
570;bouclés;0.004688643740803006;0.0014002674652713782;0.0;0.0;0.0;0.0;0.0;0.0005986242000615626;0.002297539096401067;0.000530596439183416;0.0;0.0;0.012346418107418072;0.008844926076901204;0.0;0.023695240411326392;0.012290154804296018;0.0;0.010861237381521784;0.02013088814213003;0.0;0.017143230508855932;0.0;0.0188855513075851;0.0007285936624600711
571;bouge;0.0;0.0;0.0;0.006843923256928207;0.0;0.0;0.0;0.0;0.001382379772538938;4.943373558652425e-05;0.006153567368859965;0.0;0.0;0.0;0.0;0.003798175518911284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016466399096201775;0.03312615896804775
572;bouger;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00155610343047941;0.0;0.0;0.0;0.0;0.017862906090700445;0.0;0.0;0.0;0.0;0.0;0.010253881203519817
573;bougé;0.0;0.0023184091981088067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.524799028249061e-05;0.0;0.0;7.116625769007885e-05;0.0;0.0;1.3431443486859363e-05;0.0;0.00013503513470824687;0.0047449382530564636
574;boule;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015500524611929702;0.0;0.0002059400310843785;0.005264836543480205;0.0;0.0;0.0;0.0;7.079581613052142e-05;0.0002805418109145923
575;boulot;0.0010264869658974647;0.001426250041981889;0.0023877710565420227;0.0;0.0;0.0;0.0;0.0;0.007057498523632977;0.0;0.0013033822017367795;0.0009165836083052597;0.0020668626943687904;0.0;0.018067780870475524;0.0;0.014899836215690887;0.0;0.0009952056301424342;0.00016438572471021541;0.0020809332538362494;0.0;0.0;0.0;0.005294127465895319
576;bourgeois;0.0;0.0;0.0;0.0;0.0;2.3493231058416422e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.142131491249081e-05;0.0;0.0015012893756448271;0.0;6.77245508141782e-05;0.0;0.00011946831933645397;6.65523989577035e-06;0.0;0.0;0.0;0.0
577;bourrer;0.001045376092520294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.957998055380989e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.00047209014041783425;0.007409774816247884;0.0;0.00018946667748325093;5.2253902876172626e-05;0.0;0.002546054543292273;0.0
578;bourré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004312937724839345;0.005560446101271045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
579;bourse;0.0;0.0;0.0;0.0;0.0;0.009309474900096537;7.600454582347496e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0005220497375766748;0.0;0.006990693757309846;0.0;0.00017169455315724607;0.0;0.0;5.4749623375742885e-05;0.0;0.0;0.0029176501753349006;0.0
580;bout;0.0;0.0;0.0;0.0;0.0;0.004689093728404256;0.005624003232317041;0.0;0.0;0.012033850320931945;0.0021755719276685;0.0;0.0;0.0;0.006594763570604126;0.005808209136282467;0.007138235720527313;0.0039061951385535097;0.07424325693164337;0.025341846670025692;0.004499737320795605;0.02151046713618357;0.0012104861437297046;0.010839634336512648;0.0
581;bouteille;0.012709603794584126;0.01147282829749806;0.028290998366364426;0.0;0.0;0.0;0.0;0.0;0.004638635022974788;0.0;0.005947826745900012;0.0;0.0;0.0;0.0;0.03671924071271456;0.0;0.11169549763877347;0.0;0.017787539313694922;0.14425589650009435;0.009965240179505046;0.0;0.0;0.0
582;bouteilles;0.002033017206948345;0.0026530730883888446;0.0;0.0;0.0037812102891742246;0.0;0.0;0.0;0.0006577830322799051;0.0;0.0003758026678864268;0.0;0.0;0.0;0.0;0.004018970197308876;0.0;0.014232980652316976;0.0;0.0;0.005596587677948513;0.0;0.0;0.00249818740949337;0.0009160965087082934
583;boutique;0.0;0.0005822694446691564;0.0;0.0;0.0;0.0;0.0007521552771577046;0.004003891914482497;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03936859771038232;0.0;0.0;0.0;0.002192410394392868;0.0;0.0033299536038334547;0.0;0.009698384422894982;0.0
584;boutiques;8.528875593536234e-05;0.010913208516055133;0.0;0.0;0.0;0.0020938562923124193;0.0;0.0;0.0;0.0;0.007729419609657643;0.0;0.0;0.0;0.0;0.014023880886354843;0.0;0.0;0.0;0.003848912306571801;0.0;0.004704400725366484;0.0005072284143958065;0.002783931139301012;0.0
585;bouton;0.0004744646524513674;0.0;0.0;0.024711709421063766;0.0;0.0;0.0;0.0;0.0;0.0;0.0007835806752798205;0.0;0.006442447434472297;0.013227118485722066;0.0;0.00679453498787797;0.0066848356189757804;0.0;0.015352787139683376;0.005855448346342252;0.0060017416050002345;0.007146977985223662;0.0;0.020537424676235854;0.0
586;boutonneux;0.0;0.0;0.0;5.7500400344721365e-05;0.0;1.8389471202769545e-05;8.474339798219934e-06;0.0;3.624702173438936e-05;0.0;0.0;9.218450929994768e-05;0.0;0.0001232572605368418;0.0;0.0006501658351015131;0.0;0.00027182541885308623;0.0014706699155085843;0.0;0.00023628900019905896;0.0;0.0;0.00033553643148429875;0.00012831536251606103
587;box;0.0;0.00011541190302201744;0.0008861320460882094;0.0;0.0;0.0;0.006066079976839239;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004695187234714623;0.0;0.012720393437502584;0.0;0.0;0.0;0.013541602118594521;0.0;0.0;0.0
588;boîte;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005241697670706187;0.04856369833833424;0.0;0.0;0.0;0.0;0.00785206892141521;0.0;0.013453788535546145;0.0;0.0018964056641376636;0.04647523402850771;0.007229494094498038;0.0;0.0;0.0
589;boîtier;0.0;0.0;0.0;0.0;0.0;0.0;0.00334500781752143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000518484375236164;0.00011815027512776357;0.0;1.847638897151499e-06;0.0;0.0;1.2511678194828217e-05;0.0
590;bras;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002157429958702381;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006095106577341297;4.475395271133468e-05;0.0;0.0;0.00013591462187052917;0.0;0.0002526445389302238;0.0
591;bref;0.012346410330886395;0.007376501303130161;0.0;0.0;0.0;0.0;0.0;0.0;0.0010052592498267096;0.017843477155696456;0.0;0.0;0.0;0.0;0.0;0.021528260620801976;0.0007820108339191341;0.0011929822469934023;0.027833653177791812;0.017830480991076966;0.00043840450360374766;0.03995212005594026;0.0;0.013786069246411578;0.005701775090550248
592;brick;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0043825677449305794;0.0;0.0;0.0;0.0;0.0008052515771317249;0.0;0.0;0.0;0.0;0.0;0.0;0.00019461645117745403;0.0038429824150669803;0.0
593;brillance;0.007185548295307956;0.0064774935863580055;0.005350802635106534;0.0;0.0;0.0;0.00024880852763974813;0.007628746054248698;0.0076505003242140525;0.0;0.022393343341572496;0.0;0.003595272274200129;0.012371218254031369;0.004035688792184304;0.0;0.022887437346853053;0.0;0.016263934330851024;0.007109324101976611;0.0251224929736227;0.009235756637229678;0.0036091221126266387;0.018046823358680915;0.02408219951824926
594;brillant;0.0067855592075063064;0.0;0.0;0.0;0.0;0.0;0.0;0.10875037843882428;0.01757277912358416;0.0;0.0;0.0;0.005046456234126013;0.07209826594163864;0.045978199000977285;0.02784655193747914;0.0;0.0;0.03737423122378865;0.06888597764559094;0.0;0.06675208564490993;0.003506752359646039;0.030885675092764343;0.0
595;brillants;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005741255795467761;0.0;0.0;0.0;0.0;0.0;0.0018134028356453205;0.0;0.00037707046010334233;0.003857975299711854;0.0011399573080907621;0.009685204231630246;0.0;0.0;0.0;0.0;0.0;0.0004617075222266998
596;brille;0.0007133948321491851;0.0;0.0;0.01358364598929102;0.0;0.0019094658058557915;0.0;0.0020026554086006337;0.003936340555664774;0.0011481640097258377;0.00033996428957074943;0.0;0.0;0.007201557126782739;0.002988018404667121;0.0;0.0;0.0020884538400314846;0.0;0.003923815543508095;0.0;0.0;0.0;0.029895901326552;0.014290933802852797
597;brillent;0.0008022159017511654;0.000977354264516397;0.0;0.0;0.0;0.0035507206302327243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019192637701375588;0.00036709592860715467;0.0;0.00033843605393722834;0.0;0.008790231453989425;0.0;0.01599652879240414;0.0;0.0;0.011396895911807479
598;briller;0.03235884179976403;0.0130881214653431;0.0;0.0;0.004366956290724724;0.0017432052719076139;0.0;0.09363125630915925;0.0;0.004705353722493865;0.004915377823885264;0.03523131335885513;0.0;0.022925757928779877;0.006867764598676572;0.011458963214551825;0.06713030381052003;0.0;0.0;0.03493716409297828;0.0;0.02981855741912325;0.0;0.052617018258246086;0.0
599;brin;0.0;0.0;0.0;3.5936539332657435e-05;0.0;1.0294696413838123e-05;0.0;0.0;0.0;6.403324704304977e-06;0.0;0.0;0.0;0.0001185877170025722;0.0;0.0004460207347362604;1.5356644512044967e-05;1.9506022645751213e-05;0.0004631538732853292;0.0;1.0363302351375741e-05;2.302485278710726e-05;1.589361571877274e-05;0.0;0.0
600;briser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.427080075037398e-06;0.0;0.0;0.0;0.01381600777719924;0.0;0.0;0.0;0.0
601;broche;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007413113919838035;0.0;0.0;2.0547823079528075e-05;0.0;0.006096717385474718;0.00024219843412632877;0.0;0.0;0.0;0.0;0.0;0.0;0.000327966381641557;0.0006501775079899225
602;bronzage;0.0;0.0;0.0;0.02584853587697021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
603;bronzant;0.0;0.0;0.0;0.0022611080749435947;0.0;0.0;0.0;0.0;0.0;0.0;6.908191991571661e-05;0.0;0.0;0.0;0.0004622550688613629;0.0;0.0;0.0;0.0008951842206857121;0.0;0.0;0.0;0.0;0.004441704224585966;0.0
604;bronze;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017017918687138906;0.0;0.013984934965495976;0.0;0.0;0.0;0.0;0.0;0.0;0.017319341495175968;0.0;0.0;0.0026146555126146443;0.0;0.0;0.0;0.0
605;broshing;0.0;0.0;0.0;9.499840554672842e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004724066518660192;0.0;0.00043831724943467384;0.00016875678995919666;0.0;0.0009727649788876019;0.0;0.0;0.0;0.0;0.0;7.06579689051998e-06
606;brossage;0.0035492849275182204;0.0;0.0;0.0;0.0;0.0;0.0030860357004158004;0.0024897436366448015;0.006634118280297328;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017772844484402545;0.0;0.014019932047645492;0.006462537266468755;0.0;0.0;0.03317201965110556
607;brosse;0.0003383370118389436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0190219374376502;0.0;0.0013033442400042809;0.011611349258934058;0.005191162705051084;0.0;0.03639126903050504;0.010573412519750698;0.00794241881668999;0.0;0.16695685731405738;0.0;0.03827044634541216;0.0;0.0;0.0070397780632122774;0.060270737946939365
608;brosser;0.0010999103674585167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002657769048590273;0.004377589283221637;0.0;0.012824389094449195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
609;brosses;0.0;3.050060540622396e-05;0.0;0.0;0.0;0.0;4.407139345117428e-06;0.0;0.0;0.0;1.0696858508726775e-06;0.0;0.0;0.0;5.82730411329535e-05;0.00048276128338184534;0.0;3.263297454647601e-05;0.000869160682291327;7.897353505027639e-05;0.000207682269164927;9.391482837930807e-05;2.9475892882094804e-05;0.0;0.00019326896787985053
610;broussaillent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019075209141685573;0.0;0.0;0.0;0.0;0.0;0.0;0.0048948518646475285;0.0;0.0;0.0;0.0;0.00030048382200532854;0.0;0.0;0.0013355038863324075;0.0
611;brulés;0.0;0.0;0.0;0.0;0.0014095333662507618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005420413181163242;0.007027337013109905;0.0;0.0;0.0;0.0;0.0;0.0
612;brume;0.0;0.0;3.860826821197402e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004112346961772491;0.00044120680531074705;2.9182305076444128e-05;0.0;0.0031919774143564024;0.0;0.0005756091502149992;0.0009475788340748553;0.0;0.0;0.0
613;brumisateur;0.0;0.0;0.004679041972252764;0.0;0.0;0.0;0.0;0.0;0.0;0.009185270682813777;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014735950124005323
614;brun;0.0;0.005613386185380215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0479981104379399;0.0;0.0;0.0;0.0;0.0;0.0033056880727742287;0.005281626390804594;0.0316148653969584;0.004604535127564074;0.00045888473387707197;0.0;0.0;0.004247899093105755;0.008819992244696286
615;brusching;0.0;0.0;0.0;0.0;0.0;0.0;0.006529925351342417;0.0049285629584608906;0.0;0.0;0.010353979402414712;0.0;0.0;0.0;0.007192568618333193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
616;brushing;0.002004793071815912;0.0;0.0;0.0;0.0;0.012845912573294803;0.0;0.018547995217166775;0.0;0.0;0.0;0.009579260956321788;0.0;0.02893465129875286;0.031843798301111;0.02794569660095308;0.00608182636117921;0.0;0.0;0.011545433247986047;0.0;0.0020853389627745926;0.0011144122269324292;0.0;0.0
617;brutes;0.0;0.0;0.0;8.729989864748518e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0001396132272676284;0.00010641746812648532;4.024628119917164e-05;0.0;0.0;0.0002867825006414852;6.752502685450179e-05;0.0018663139285862885;0.0019756031953567965;0.0;0.0;0.0;0.0;5.1307424989102634e-05;8.557212318234503e-05
618;brésilien;0.0005250513057592664;0.0;0.0;0.0;0.0008479812218524864;0.0;0.0;0.0;0.0017103779544979198;0.0;0.001364628230015367;0.0029293290922453013;0.0;0.0;0.0038303315084242113;0.009417845140750941;0.0;0.0;0.0053370839919358445;0.0;0.0;0.0;0.0;0.0;0.0
619;brûle;0.0;0.0;0.0;0.008495208638496482;0.0;0.0;0.0;0.0;0.0;0.0;0.0007214166776334131;0.0;0.0;0.0;0.004917571147828132;0.0;0.00015464659236458762;0.0;0.0;0.0;0.00145334384168671;2.4179502612422e-05;0.0;0.0;0.0
620;brûler;0.0;0.0;0.0;0.01633331708632619;0.0;0.0;0.0;0.004085078453787754;0.0;0.0;0.0;0.0;0.0;0.0;0.006750327327026628;0.0;0.0;0.0;7.632798597351006e-05;0.0;0.0;0.0;0.0;0.0;0.0
621;brûlure;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011124795239952155;0.0;0.0;0.0020839601388471514;0.0;0.0;0.0;0.0005904660380561031;0.0;0.0;0.00020146274574942553;0.0;0.00015889612114169136;0.0
622;brûlé;0.0;0.0;0.0;0.0;0.0014095333662507618;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005420413181163242;0.007027337013109905;0.0;0.0;0.0;0.0;0.0;0.0
623;budget;0.0;0.0027953245185655938;0.0;0.0;0.0;0.0;0.0;0.0;0.0064437143775860975;0.0;0.0;0.0;0.0;0.0;0.0;0.032620854003732734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020482535058505773
624;bulle;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009520970287244655;0.0;0.0013964467643375065;0.0;0.0;0.0;0.0;0.019915376439405302;0.0;0.0;0.0;0.0;0.0;0.0020828192385299606;0.0
625;bulles;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008804508336615134;0.0;0.02148613290223593;0.0;0.0;0.00012764480622201677;0.0;0.0;0.0;0.0
626;but;0.0019258993202203112;0.0009787056432703483;0.0;0.0009956442901179474;0.0;0.0;0.0;0.0;0.007567534891740713;0.0007043472957014882;0.0031076933459202134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002544449072398324;0.0;0.0;0.0;0.0;0.00835430205462311;0.0
627;butylparaben;0.0005393779823465215;0.0;3.0159060428099638e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.557263297781864e-05;0.00021665039691723685;0.0;0.0004034315220542479;0.0;0.00045689420986754316;0.001511343437369096;1.3115021278598377e-05;0.0;0.0;0.0;0.0;0.00011065716979002078
628;byphase;0.0;0.0;0.0;0.0034352138063068814;0.0;0.0;0.0;0.002384921530172217;0.0;0.0;0.0002723160944947181;0.0;0.0;0.0009520352048437172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011534973445326632;0.0;0.00023410153087639077;0.0
629;byphass;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009582080776850082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
630;byphasse;0.006141602401574346;0.0;0.0005499787206759964;0.0;0.0;0.0;0.0030577104885648222;0.0;0.0;0.0;0.0;0.0;0.0038700053469068302;0.018584305416528345;0.0;0.016295575850037;0.0;0.0;0.0010474461275589385;0.007597939868415749;0.0;0.0;0.0;0.004712775376626923;0.0
631;bzse;0.0;0.0;0.0;0.0;0.0;0.0;0.00017177327785285965;0.0;0.00027681499544192676;0.0;0.0;0.0;0.00010012295295351258;0.0;9.358255661922066e-05;0.0;0.0;0.0001955735147029529;0.0;0.0;1.292365595048103e-05;0.0;0.0;0.0005954782869919917;0.0007447268325619851
632;bébé;0.0;0.0;0.0;0.007077806382990886;0.0;0.0;0.0;0.0005738886166527921;0.0;0.0;0.0;0.0;0.0;0.0;0.0024338975463221208;0.0;0.0;0.0009268164814703117;0.0;0.0;0.0;0.0;0.00011552358202147313;0.0;0.0
633;bémol;0.0;0.007933112328923434;0.004510303926009573;0.0;0.002640952022213708;0.008395944863525602;0.0;0.0;0.0006424320139370595;0.011751963474859123;0.014834975497332573;0.0;0.0;0.011667200428797847;0.0;0.005673284969476922;0.0901233257564929;0.01214816557222116;0.002723534773039792;0.0;0.048051378420126266;0.0;0.0;0.03438887721115881;0.03285321078974278
634;bénef;0.002809811079354832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01620844543838893;0.0;0.0;0.0;0.0;0.004072771695600124;0.0;0.0;0.0030849551151270584;0.0
635;bénéfice;0.0;0.0;0.0;0.00012174687957317375;0.0;0.0;0.0;0.0;3.3379758345164964e-05;1.5261661792945577e-05;0.0;0.0;0.00013002192536133763;0.00015381088081135123;1.7253476855869884e-05;0.0003930006700680594;7.195746054173305e-05;7.282739298036498e-05;0.00037593315976375974;5.060370933299434e-05;0.0;0.0002812087818711537;0.0;0.00025125300231315954;0.0
636;bénéfique;0.0013838891347569282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012175777050174679;0.0;0.0;0.00014938140694961796;0.0;0.00505726203408297;0.010396043526511868;0.0;0.0;0.0;0.00011271393950832609;0.00023964822016409284;0.0;0.0;0.0006907723071282741
637;bête;0.0;0.0;0.0015308526650644806;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0042351287274529385;0.0;0.0;0.0;0.0;0.002722497984612389;0.0;0.005257703708376192;0.0;0.0;0.0;0.0;0.0;0.0;0.0
638;bêtise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013454476875950333;0.0;0.0;0.0;0.0008074383746813148;0.0017444315203531179;0.0;0.0;0.0;0.0;0.0;0.00030248671208441387
639;ca;0.0;0.0;0.0007202462023208205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004967465616126442;0.0042858929104847045;0.0;0.0;0.017850954966183188;0.016982988849409946;0.0037609246020587094;0.006284662176846623;0.0;0.010732770394249658;0.0;0.011566438439412099
640;cabine;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01122997979695447;0.0;0.0;0.0;0.010585100814973488
641;cabossé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007595094405675579;0.0;0.02903065133613615;0.0;0.0
642;cacao;0.0;0.0;0.00244879625988555;0.0033254947106073837;0.0;0.0;0.0;0.008421106639852507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007885921275931363
643;cache;0.0017233107453708879;0.0;0.0;0.008470118042091355;0.0;0.001416903299067289;0.0;0.0;0.0005431406168476883;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012024536913211375;0.0;0.012959947663693072;0.001116931282775449;0.0;0.0;0.0;0.014104799267455405;0.0019156810027839883
644;cacher;0.0;0.0;0.0;0.0011835244652635007;0.0;0.0;0.0;0.0;0.013625275063415924;0.004172084068387923;0.0;0.0;0.009579303549999802;0.0;0.0;0.0;0.009856425811861578;0.0;0.0;0.0;0.0;0.0;0.010232609645129129;0.026992557846965273;0.0
645;cachet;0.0;0.0;0.0;0.0;0.0;0.005083838372634525;0.0;0.0;0.0;0.003921807920242089;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009419526090940013;0.0;0.0;0.0;0.0;0.0;0.0
