;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
50;accélérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010985549383898232;0.0;0.0;0.0;0.0;0.0;0.0009012297950074623;0.0;0.0;0.0;0.0007214458488270307;0.0020686162026545443;0.0;0.0;0.0;5.2650635920081004e-05
51;ach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014917512615896626;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011212735448156547;0.0;0.0;0.0;0.0;0.0;0.0
52;achat;0.0;0.04315079381583415;0.0;0.00599605080136719;0.06862292894445973;0.18666688136984225;0.013046006352601756;0.00859422234985745;0.0;0.00507806532986577;0.008155494186577168;0.023214283302682985;0.0;0.0;0.0;0.07867191888167616;0.0043488273789227955;0.0;0.0;0.009881716476294981;0.020370517916216906;0.007829377742997782;0.2634911053984625;0.0;0.024721946057149516
53;achats;0.0;0.0;0.0015260202409986257;0.0028197983662696315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014944848200263128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;ache;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011213272842653326;0.0;0.00024867372048155965;7.5302437178615075e-06;0.0;0.0;0.0;0.002596740500755641;0.0;0.0;0.0;0.00039542258977804144;0.0;0.0;5.857192742865178e-05;0.0;0.0
55;acheminement;0.0010777063384119177;0.003543225116706795;0.0;0.0;0.0;0.0;0.0022551927942801473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012398634978319882;0.0;0.0;5.9143908115141854e-05;0.0;0.0;0.0;0.0
56;achetais;2.7650488128675583e-05;0.0031541578476061622;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0488723005551129;0.0;0.0;0.0;0.012723833065994965;0.0056567583131318065;0.0;0.0;0.0;0.006084423458437858
57;achete;0.0;0.0;0.0;0.0;0.019741405975840422;0.0;0.0;0.0;0.002082797611212927;0.0;0.0031680164738560985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01549156817824438;0.0006754392505788188;0.0;0.0;0.0;0.004462481051581055
58;acheter;0.0;0.0;0.0;0.0;0.0;0.002667718515511896;0.0;0.013742906860893274;0.00598160987531578;0.0042870400278050445;0.0;0.0;0.0;0.0;0.008308169373166249;1.0582412988048424;0.0;0.013984336288079198;0.015499574832437576;0.005450748063451061;0.0;0.0;0.015387332559963452;0.0;0.0
59;acheteur;0.0;0.002238027061676716;0.0;0.0;0.0;0.0;0.0;0.0;0.00025388092775125424;0.0;0.0;0.007314502392418497;0.0;0.0;0.0;0.003120889299538504;0.0;0.0006971526457520922;0.0;0.001118755305832596;0.0;7.020819640935687e-05;0.0;0.0;0.0
60;achetez;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009443332138246178;0.0;0.0016020546828997512;0.000323169082549148;0.0;0.002781902147373473;2.9808186556721216e-05;0.0;0.0;3.911703116188264e-05;0.0;0.0015065459005303952
61;achette;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012935156186533198;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;achetée;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007122537379070467;0.0025641968761505956;6.90289433163659e-05;0.0;0.0;0.0028940652618921086;0.0;0.00041985326480759966;5.147854593234024e-05;0.0;0.0046751040721044424;0.0;0.0;0.0005771503105532274;0.0005663428189395232
63;achète;0.0023487985671554524;0.0011765215327986553;0.0;0.0;0.0;0.011574890098594004;0.0;0.0;0.010495554879917764;0.0;0.0;0.0;0.0;0.0;0.0;0.08631639627120229;0.0;0.0019033897093354397;0.011587396209552047;0.034985610602619954;0.0;0.0;0.060063583848854275;0.036795838706462206;0.004404989452768471
64;achèterai;0.0;0.003788020407816726;0.0010676469168734183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002449598193680427;0.0;0.0;0.0019937400997009002;0.008799437793207;0.0;0.00012673608237681242;0.0;0.0;0.0;0.0;0.0;0.002993960653052771;0.0
65;achété;0.0;0.006485578979197806;0.0;0.0;0.0030846783963673413;0.0068168241677005765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013055206409134566;0.0;0.0;0.0;0.0;0.0;0.0;0.000456033162992091;0.000882385472081281;0.0
66;acidité;0.0;0.0;0.0;0.0022611080749435947;0.0;0.0;0.0;0.0;0.0;0.0;6.908191991571661e-05;0.0;0.0;0.0;0.0004622550688613629;0.0;0.0;0.0;0.0008951842206857121;0.0;0.0;0.0;0.0;0.004441704224585966;0.0
67;acné;0.0;0.0;0.0;0.013693624819855673;0.0;0.0;0.0;0.0;0.0;0.009177506929055125;0.0;0.0;0.0;0.00024056327150058314;0.0;0.0;0.0;0.0;0.0;0.014582877262920601;0.0006918811922060896;0.0;0.0;0.007126092410863343;0.0019821032487752368
68;acnéique;0.0;0.0006728892837049288;0.0;0.0026454452542652857;0.0;0.0;0.0;0.0;0.0015808861670154513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008230503128269132;0.0027435500401163963
69;acnés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00023785554651512447;0.0;0.0;0.0;3.935910279103507e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.027955458509526e-05;0.0029272324140893827;0.0004597498104848232
70;acquiert;0.0;0.002875235753614653;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0057611219369956505;0.0;0.0;0.0;0.0011961954106600495;0.0;0.001027433455484117;0.0;0.0;0.0;0.0
71;acquis;0.0008768099014407636;0.005711833729599116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000573977311706615;0.0;0.0;0.0;0.0;0.00043974180324497423;0.0;0.00013080332212728936;0.0;0.0;0.0;0.0;0.0;0.0008975260060025372;0.0
72;acquérir;0.0;0.0;0.0;0.0;0.0;4.0021301887141996e-05;0.0;0.0;0.0;0.0;0.0;0.00010317004837415415;0.0;0.0;0.0;0.003262644546472222;0.0;0.00036866957166055626;0.0;9.319685874049323e-05;0.0;0.0;0.0;0.0;0.0
73;actualise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011908259162885235;0.0;0.0;0.0021118544616617555;0.0;0.0;0.0;0.0005833295630856683;0.0;0.0;0.0;0.0;0.00018852351328050825;0.0
74;actuel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006150927097994638;0.026499595807360415;0.0;0.0;0.0;0.0;0.0
75;actuellement;0.0;0.002868470149702426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01651582002746502;0.0;0.0;0.0;0.0;0.01195728561328187;0.0;0.0;0.0;0.0;0.0;0.0
76;adapte;0.0;0.0;0.0;0.005529444610774594;0.0;0.0;0.0;0.0;0.0064622515497770126;0.0;0.007030242534536155;0.003328089289984099;0.0;0.0;0.0;0.0009083001727218492;0.0;0.0008840645305192898;0.0;0.0047228023128054655;0.0;0.0;0.0;0.06004022865738416;0.0
77;adaptent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009176811680512586;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007606005365409008;0.0
78;adapter;0.0;0.0023193907263096146;0.0;0.020318058586977005;0.0;0.00527085601386114;0.008067574178440014;0.0;0.0;0.014796702142097749;0.01284835702889864;0.0;0.0016055794397174723;0.015313483458538302;0.0;0.010693236281087747;0.003466372136694997;0.017570533516383168;0.004215385426362841;0.0;0.0;0.016376162304446162;0.0;0.04114580736126601;0.003278430027087821
79;adapté;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00970765294232666;0.009851765544743206;0.0;0.0;0.002546005973485298;0.0023645859038204666;0.0;0.0;0.0;0.0;0.016558459056578875;0.0
80;adepte;0.005553552687119552;0.0;0.0;0.0011977632365895643;0.0;0.0;0.0;0.0;0.0;0.004030296376288862;0.0018579302248425205;0.0;0.0021324962945774217;0.00606553136864795;0.0;0.022254828106357098;0.0;0.0;0.012097941334329702;9.750414742995005e-05;0.0;0.0;0.0;0.017428501874813682;0.024304892865867414
81;adeptes;0.0;0.0;0.0;0.0031312561729397686;0.0;0.0;0.0;0.0;0.0018336385185553114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00026531322791268475;0.0;0.0;0.006991547939111709;0.0
82;adhère;0.0;0.002494420569947251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003794619485050282;0.011675840161970609;0.0;0.0;0.0;0.0006702050758533725;0.0031891125841055808;0.0;0.0;0.0;0.000933480357196221
83;adhérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013238922579672638;0.0;0.0;0.0;0.0;0.0;0.0
84;adhésion;0.0;0.0;0.0;0.0004160981651458342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001979453678899691;0.0;0.0;0.0;0.0;0.0;0.003795710086506999;0.006435207379016161;0.013792524859127502;0.0
85;adict;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006229721830961407;0.0;0.0;0.0017494589724065144;3.085224566503936e-05;0.0;0.0;0.0;0.0008825950075326786;0.0009738231948152891
86;adieu;0.001764173113014655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00014800070588092182;0.0009723656747871486;4.813733121274319e-06;6.731283588388611e-05;0.0;0.0;0.00046278199593993745;0.0;0.001101020658502999;0.0011467949027080763;0.0008111720665942607;2.4926551411066077e-05;0.0;0.0;0.00016058266804250658;0.0
87;adixion;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.803420119484565e-06;0.0;0.0;0.0;1.2652435865601956e-05;0.0;0.0;0.005942665080644015;0.0;0.0002839664896603327;0.0;0.0;0.0;0.0006795693208909428;6.671015391249556e-05;0.0;0.00011992925783110145
88;admettre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011209655670927131;0.0;8.95381420091444e-05;1.3251811124957376e-07;0.001392339598670625;0.0;0.0;0.0;0.0001428373558524646;0.0;0.0007824799009372564
89;ado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.204951935127181e-06;0.0;0.0;0.0;0.0;3.0032834226190436e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.692561305211998e-06;0.0
90;adobe;0.0;0.0;0.00032426971289961263;0.0;0.0;0.0;0.0;0.0007334042709205332;0.0;0.0;0.0;0.0;0.0014217533666202786;0.0018040042968049206;0.0;0.0;0.0;0.0;0.0;0.0016774269896470346;0.0;0.0;0.0;0.0;0.0
91;adolescence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017333626899091337;0.0;0.0;0.0;0.0;0.0;0.000963031522975039;0.0;0.0006067684101989047;0.0003634693183722327;0.0;0.002325282157408194;0.0006909877576658706;0.0;0.00032554603221610686;0.0;0.0;0.0003310809173264621
92;adooooooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3487058793431743e-110
93;adooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01852020705005056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003890123299748284;0.0;0.0;0.0;0.0
94;adooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3487058793431743e-110
95;adooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.799647274087304e-07;0.0;0.0;1.2633320704685978e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96;adoore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00721156721933618;0.0;0.0;0.0;0.0;0.0;0.0;0.00029905232401588716;0.0;0.0;0.0;0.0;0.0003284578523004292;8.920436182941695e-05;0.006061724102107399;0.0
97;adopte;0.0;0.0;0.0;0.0;0.0;0.01664532009940196;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014808809146533023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
