;term;0;1;2;3;4;5;6;7;8;9
1139;cout;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002438196064707392;0.0;0.0020710441819425567
1140;coute;0.0;0.006725937784980314;0.0;0.0;0.0;0.0;0.0;0.005916503512359656;0.0;0.003632733378991191
1141;couteux;0.0;0.0;0.006302678755013603;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1142;couvent;0.0008283707033227259;0.0;0.0;0.0013897047029419749;0.0;0.0;0.0;0.0006865609293215708;0.0;0.0009494183746003465
1143;couvercle;0.0;0.0015187678199980491;0.0;0.0;1.5055006084643701e-05;0.0;0.0;0.0;0.0;0.0036622709791316595
1144;couvert;0.0;0.004987052440095885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006191588849931297
1145;couverture;0.0;0.0;0.0;0.0;0.0005545116138244583;0.0;0.0;5.4552876235098255e-05;0.0;0.0006456676885771274
1146;couvrance;0.007117251207013111;0.002942537565829049;0.0;0.012194346946392593;0.0;0.016114376425612875;0.0;0.0;0.0;0.021881286385313985
1147;couvrant;0.00811658670393354;0.018797734834303716;0.002060719156047852;0.013571420874118448;0.0;0.0009105194732515086;0.003252503987495693;0.002109102463323288;0.0016007900595398357;0.005214831267052013
1148;couvrante;0.0;0.0;0.0;0.0019037205214240075;0.0;0.0;0.0;0.0;0.0;0.005582730066396748
1149;couvre;0.0;0.00074436828052524;0.004344064058139279;0.0;0.0;0.0003838841699582193;0.0;0.0;0.0;0.004365250692704638
1150;couvrir;0.0;0.007173036449816919;0.0;0.0017602591947757991;0.0;0.008616529691044407;0.0;0.0001401207363572155;0.006873462432766113;0.04110581525977625
1151;cover;0.0;0.0;0.0;0.00023174893758875784;0.0;0.0005526841181029662;0.0;0.0013950257943590436;0.0;0.003991492613219449
1152;coût;0.0005793953820210387;0.0;0.002819094590062466;0.0028129800737007504;0.0;0.0;0.0;0.0;0.0;0.0030508335285115884
1153;coûte;0.0;0.0;0.0009901977473854055;3.3789245359435356e-05;0.0;0.0;0.0;0.0;0.0;0.0017299794729797966
1154;coûter;0.0;0.003676098128470282;0.005732557505537385;0.0;0.0;0.0;0.0;0.0015875144833539549;0.0;0.003308616537255143
1155;coûteux;0.0;0.0;0.0002131809228792507;0.0;0.0;0.0;0.0;0.0;0.0;0.0032432440799121227
1156;coûté;0.0;0.0;6.021202141740254e-05;1.1362064770696967e-05;0.0;0.0;0.0;0.0;0.0;0.0004758144627312265
1157;craaaaaaque;0.0;0.0;8.36525042690697e-06;0.0;0.0;0.0;5.251261514293179e-05;0.0;0.0;0.0003699886560342631
1158;craignais;0.0;0.0;0.0;0.002155923500666256;0.0;0.0;0.0;0.0;0.002866077385134691;0.0009850737544739216
1159;craindre;0.0;0.0;0.0;4.6018941342032595e-05;0.0;5.529227435770587e-05;0.0;4.977806609997689e-06;0.0;0.0012558106051993867
1160;crainte;0.0;0.0;0.0;1.3402395749739606e-05;0.0002639003504417383;0.0;0.0;0.00041125430035925494;0.0;0.0030787616263544568
1161;crane;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00444338958926134
1162;craque;0.0036709874783789767;0.0;0.0;0.0;0.01138702631770848;0.0;0.0;0.0;0.0;0.0
1163;craquer;0.0;0.0034369781001371623;0.0;0.0;0.0;0.0;0.0;0.0;0.00082571484211931;0.0007722971266975505
1164;cratère;0.0;0.0;0.0001780189572409517;0.0;0.0;0.0015102510703801635;0.0;0.0;0.0;0.000555249630770556
1165;crayon;0.008777815267708676;0.000354391885954504;0.0;0.0;0.0;0.0;0.02021542534890866;0.0;0.0;0.010647142225711512
1166;cream;0.00047677201952840286;0.0;0.0;0.0045345715887712855;0.00055680323570827;0.0052071556894395035;0.0;0.0;0.0;0.014185582524872847
1167;creme;0.0;0.0036407222685784424;0.0;0.001215906840610538;0.0;0.007401616835099186;0.0;0.0015261368733447732;0.00999916829341448;0.013732708313876022
1168;cremes;0.0;1.517236203616772e-06;0.0;0.0;0.0;9.750289963480855e-05;0.0;0.0;0.0;0.00045986575607731583
1169;cremyi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5757439803779936e-153
1170;crepus;0.0;0.0001765123838145759;0.0;0.0;0.0;0.0;6.032735277731057e-05;8.489216933745923e-05;0.0;8.772546691469459e-05
1171;creux;0.0;0.003612457426626618;0.0;0.0;0.0;0.00028342176492747147;0.0;0.0;0.0;0.003335769898943808
1172;crew;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005815261384062425
1173;criaient;0.0;0.0;0.0;3.1837184435215906e-05;2.3849163916346488e-05;0.0;0.002245203899070279;0.0;0.0;0.0011836774560493048
1174;criniere;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008042725546250355;0.0;0.0008420712260643465
1175;crinière;0.0;9.799469606414324e-06;0.0;4.007474148331078e-06;0.0001196301275953433;0.0;0.0;0.0;0.0;0.0008968101136051596
1176;cristaux;0.0;0.0;0.00013921778416387583;0.0;0.00013281416050494238;6.537518608208764e-06;2.290588673234811e-05;0.0;0.0;0.0009260996052963024
1177;critique;0.001012341901293805;0.0;0.0;0.0;0.0003445947663791579;0.0;0.0;0.0020525845938022666;0.0;0.0024806054799144045
1178;critiquer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0034052130904226635
1179;croire;0.0;0.0004099089435897419;0.0;0.0040289851470146475;0.0;0.0;0.0;0.00031750900094134005;0.0;0.007905630173899565
1180;crois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002972999240131413;0.0;0.0
1181;croise;0.0;0.0;0.011131683448952257;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1182;croyez;0.0;0.0;0.0005264239074966008;0.0;0.0;2.9876044466711017e-05;0.0;0.0;0.0;0.000878903904926349
1183;croûter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010028223305300957
1184;cru;0.0;0.0;2.1862214499168168e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0006902381869899224
1185;cruelty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004800877537161612
1186;crâne;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00202779542714099
1187;crèmes;0.00023998377001522528;0.0008435921241521226;0.0;0.00011227095929754642;0.0;0.0027705821062451895;0.0008422299881843769;0.0;0.0014775236122395344;0.006960588864885308
1188;crèmeux;0.0;0.0;0.0;6.711484314289358e-05;0.0;6.561965904978095e-07;0.0;0.0;0.0;0.0011995180421383019
1189;créateur;0.0;0.0;0.0;0.0015495105120878526;0.00036071525851952475;1.8321987238515096e-05;0.0;0.00021129473182692396;0.0;0.001373125563438319
1190;créditer;0.0;0.0;1.9469585156251553e-06;0.0;8.122386400406537e-05;0.0;1.8608831807567113e-06;7.303238341253126e-05;0.0;0.00025895720679884257
1191;créer;0.0017332613335476548;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024523227407535026
1192;créme;0.0;0.0;0.0;0.0;0.004259979751722404;0.012813640768281127;0.0083816675122182;0.0;0.0;0.0005237268167596336
1193;crémer;0.0;0.0;0.002397061628940847;0.0036690475662849095;0.0;0.010325610900026238;0.0;0.0;0.0;0.0036651329508296474
1194;crémeux;0.0;0.010729501786089163;0.0;0.0030519184333678605;0.0054459448693566625;0.0009392036847530832;0.0;0.0;0.0;0.011058965346548478
1195;crépu;0.0032115381161340706;0.0;0.0;0.0;0.0;0.0;0.009112466040848732;0.004116168245618463;0.0;1.7333316787602835e-05
1196;crépus;0.0;0.0;0.0;0.0;0.0;0.003996969596089255;5.692570568207926e-05;0.002538696055060425;0.0;0.003974986556467663
1197;crême;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008820636726036168;0.0;0.013981130448809572
1198;cuic;8.444219221202402e-06;8.417725352162834e-06;5.3222328860785535e-06;0.0;0.0;0.0;0.0;0.0;1.3640062474932496e-05;9.398728297283091e-05
1199;cuillère;0.0;0.0;0.0018299673389467765;0.0;0.0;0.0;0.0;0.0;0.0;0.001739486984144007
1200;cuir;0.0;0.0;0.0;0.0;0.001956795823075467;0.0;0.0;0.0003641949388784307;0.0;0.026528961675753065
1201;cuire;0.0;0.0;0.0;0.0;0.00011926416470452685;0.0;0.0;0.0031717194247531067;0.0005013649846963585;0.0024034284198386356
1202;cuirs;0.0;0.0;0.0;0.0;0.0;0.00010609663370560529;0.0;0.0;0.0;0.001264070835747736
1203;cuit;8.444219221202402e-06;8.417725352162834e-06;5.3222328860785535e-06;0.0;0.0;0.0;0.0;0.0;1.3640062474932496e-05;9.398728297283091e-05
1204;cuivrer;0.0;0.0;0.0;0.0037381920262791737;0.003985853885776445;0.0;0.0;0.0;0.0;0.0037276268563949362
1205;cuivré;0.0008610623004770297;0.0;0.0;0.0;1.760099064391645e-05;0.0;0.0;0.0;0.0;0.002103997319575326
1206;culpa;0.0;0.0;4.525463626180457e-06;0.0;0.0;0.00021779625864600265;2.0555190470715425e-05;6.842351554427461e-05;0.0;0.0006513274527157514
1207;cumuler;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000562486234764409;0.0;0.0010351260215950115
1208;cure;0.005007753811445113;0.0;7.582623886397637e-05;0.0;0.0;0.0;0.0;0.0025865246742180423;0.000384972424643147;0.01231983491248858
1209;curer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006062884515570171;0.0;0.0
1210;cures;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033310800693937713;0.0;0.0013551773919227635
1211;curieux;0.0;0.0;1.6341760568949123e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0011681616022359
1212;cutané;0.0;0.0;7.4380911412472e-05;0.0;9.651668261504325e-05;0.00016852348865121195;0.0;0.0;0.0;0.0018083246036156957
1213;cuticules;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012803159168185225;0.0025789806663218443
1214;cvient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5757439803779936e-153
1215;càd;0.0;0.0;0.0;0.0;0.00010329591093752152;0.0;8.465844141742054e-07;0.001003256681005943;0.0;0.00032603594447926603
1216;céder;8.444219221202402e-06;8.417725352162834e-06;5.3222328860785535e-06;0.0;0.0;0.0;0.0;0.0;1.3640062474932496e-05;9.398728297283091e-05
1217;célèbre;0.0;0.0;0.002186541714914369;0.0;0.0;0.0036238142821616534;0.0;0.0;0.0;0.0027399745601485153
1218;côte;0.0;0.0002507043439484848;0.0;0.0;0.0;0.0;0.0;0.0;0.0003690393404073083;0.0006577577592693238
1219;côté;0.011668434949825475;0.006184040148207766;0.0010315082327315374;0.0;0.0;0.00342205981235229;0.0;0.0;0.0;0.012303377782148545
1220;dab;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5757439803779936e-153
1221;dame;0.0;0.0;0.0003499528089214939;0.0;0.0;0.0033871799252282;0.0;0.0008247545894071607;0.00024254720190666597;0.003503853236213963
1222;dames;0.0;0.0;0.0;0.0;0.0;0.0015616549128395268;0.0;0.0;0.0;0.0002990768975048216
1223;damned;0.0;0.0;0.0;0.0;0.0;0.0013452502920297392;0.0;0.0;5.561900547729974e-06;0.00044241926870104367
1224;dangereux;0.0005207407875849711;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0014894515011549885
1225;danielle;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0029082754782810876
1226;danse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005295642085487942
1227;danseuse;0.0;3.0608738439118783e-06;0.0;0.0001950357851914197;0.0;0.0;3.396849159359694e-05;0.0;0.0;0.00027591923195767926
1228;dany;0.008877826456844392;0.0;0.0;0.0;0.0;0.0;0.018844302683060418;0.0;0.0;0.0
1229;dartres;0.0;0.0;0.0;0.0;0.0;0.0024540673164643377;0.0;0.0;0.0;0.001060106348521798
1230;date;0.007023431980400384;0.0;0.00095172808642841;0.0004982992580115825;0.006430809670810061;0.0;0.0;0.008185921324262324;0.0;0.003806324450675378
1231;dater;0.0;0.0;0.00010555725939010749;0.0001164300858566233;5.0140334360130394e-05;0.00011657274501064308;0.0;0.0;0.0;0.001025407840513279
1232;dates;0.0;0.0;2.7319436996357968e-05;3.1257595894281295e-05;0.0002717848120199488;0.0;0.0;1.0616165451170205e-05;0.0;0.0004863454939182297
1233;dautres;0.0005057676083222289;0.00045651362321160913;0.0;0.0;0.0;0.0008493475646371023;0.0;0.0;0.0;0.00015226112156890796
1234;davantage;9.589657707264247e-06;0.002307927162282669;0.0;0.0;7.854255356223427e-05;9.863253572282336e-05;0.0017813495226649356;0.0008611473162316163;0.0;0.0037336837447296436
1235;david;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016335267046275017
1236;decevant;0.0;0.0;0.0;0.0;0.0;1.034180226786112e-06;0.0;1.569529723685481e-05;0.00011436476736749991;0.0
1237;dechesse;0.0;0.0;0.0;0.0;7.606973451577904e-05;0.0;0.0;0.0;0.0;0.0020671402576090637
1238;dechets;0.0;2.109842068552532e-06;0.0;0.0;0.0;0.0;2.8320582368829484e-05;0.0;5.423732655162516e-06;0.0004071669170385812
1239;deco;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0077407573445818535
1240;decoiffer;0.0;0.0;5.696614128275825e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.002248360282177634
1241;decoloration;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036030843282291902
1242;decolorations;0.0023018378033586957;0.0;0.0;0.0;0.0;0.0;0.0;0.007829939337161347;0.0;0.0007167235673099777
1243;decolore;0.0;0.0;0.0;0.0;0.008328123782284194;0.0;0.0;0.0;0.0;0.002264355137100933
1244;decolores;0.0;0.0050640613718825655;0.00025336378063019226;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1245;decoloré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015823907509153678
1246;decu;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035988847053000975
1247;decue;0.0;0.0;0.0;5.113568207110478e-05;0.0;0.0;0.0;0.0007323861475694911;0.0;0.003525581241128442
1248;decus;0.0;0.0;0.0;0.00010841368362582527;0.0002800588116489385;0.0;0.0;0.0;0.0;0.0019620766879994583
1249;defaut;0.0019230561505938933;0.0;0.001577781329161953;0.0030140015506566046;0.0;0.0;0.0;0.0;0.0;0.00010242024740356196
1250;defiant;0.0;0.003908892662473607;0.012271611216905027;0.0;0.0;0.0;0.0;0.004098019839199785;0.0;0.0
1251;degat;0.0;0.0;2.713421861232198e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0017774500829764452
1252;degennes;0.0;0.0;0.0;0.001763901381830671;0.0;0.0;0.0;0.0;0.0;0.0010952907029226746
1253;degorger;0.0;0.0;0.0;4.923606963960605e-06;0.00017160432186190118;0.0;0.004721956301404864;0.0;1.6369063949427017e-05;0.001572768039177072
1254;degré;0.0;0.0;0.0;0.0037105360645765997;0.0;0.0012338291793332215;0.0;0.0;0.0;0.005948505031698555
1255;dejauni;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003168010545974469
1256;dejaunir;0.0;0.0;0.0;0.0002146689430740519;0.0;0.0;0.0;0.0;0.0;0.001887326845308869
1257;dejaunis;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015037289227816187;0.0027186901373676474
1258;dejaunissant;0.0;0.0;0.0;0.0;0.0;0.003848598868380625;0.0;0.0;0.020941090127240096;0.010747160054061271
1259;dejaunit;0.0;0.0;0.0015672997453673484;0.0;0.004215200528136377;0.0048984897608797704;0.0;0.0;0.0;0.008722703806038137
1260;delai;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008386342016846991;0.0;0.0011320396383182473
1261;delicat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5757439803779936e-153
1262;demain;0.0;0.0;0.0;0.0;7.892067559766638e-06;0.0;0.0;0.0;0.0;0.0010384117130470504
1263;demande;0.0;0.0;0.0;0.0;6.575563899943446e-05;0.0003737770084711346;3.447504175819245e-05;0.0;1.898663024474538e-05;0.0007909078487964131
1264;demander;0.0010946675300621024;0.0;0.0;0.002503157492598586;0.006968261026209269;0.014682890640623572;0.0;0.005512693771999808;0.004509748551125459;0.01975731641367546
1265;demaquillage;0.0;0.0;0.0;0.0;0.0;3.316615418317779e-05;0.0;0.0;0.0;0.0013375978928612418
1266;demaquillant;0.0;0.0;4.023614331341531e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00023015751052918323
1267;demaquille;0.0;0.0;0.0;2.984695444455816e-05;0.0;0.0;4.816415998645598e-05;6.183555390384263e-05;5.2525507018113084e-05;4.348904816468985e-05
1268;demaquiller;0.0;0.0;4.023614331341531e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00023015751052918323
1269;demarcation;0.0018395659426290432;0.0004548303850157411;0.0;1.7172406975700557e-05;6.28828152317644e-05;0.0019134507174844747;0.0;0.0;0.0;0.0
1270;demelage;0.0;0.0009779592866783083;0.0;0.0;4.5632327472739964e-05;0.0;0.0;0.0;0.0;0.0022156190552195653
1271;demelant;0.008854099101795713;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1272;demelante;0.009401963296959427;0.0001267210589378773;0.0;0.0;0.0;0.00048758726025121917;0.0;0.0;0.0;0.0
1273;demele;0.0;0.0;0.004566542070992858;0.0;0.0;0.0;0.0;0.0;0.010647116837725594;0.0
1274;demelent;0.0;0.0;0.0001620039530717357;0.00029927416357417475;0.0005471218751867925;0.0;0.00013042001440186305;0.003160825467606949;0.0;0.0
1275;demeler;0.0;0.0;0.0;0.0;0.0;0.009006268595984825;0.0;0.0;0.0;0.005150645301429642
1276;demeure;0.0037258408587895918;0.0;0.002099101298218076;0.0;0.0;0.0;0.0;0.0;0.0;0.00196931809609019
1277;demi;0.0;0.001434708296050903;0.0;0.0;0.0;0.002369881634656005;0.0;0.0;0.0;0.009745096320484207
1278;demmêle;0.0;0.0;0.0;0.0001598793159377091;3.4758556279805295e-05;0.0;0.0;0.00012072095245193215;0.0;0.0005931090902796161
1279;dense;0.0;0.005045482238901478;0.0;0.0;0.0;0.0021758356421538597;0.0;3.480428621772215e-05;0.0014876193070044326;0.0019855937846157503
1280;denses;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009386143870485362
1281;densification;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003333349556856419
1282;densifier;0.0007696571380057262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024734128030527544
1283;densifique;0.0;0.0;0.0;0.0;0.0;2.9341263281973182e-06;0.0;0.0;0.004241050318188172;0.0013136234932370958
1284;densité;0.0;0.0;0.0;0.00599854096974694;0.0;0.001148713974542226;0.0;0.0;0.0;0.0
1285;dent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00202779542714099
1286;dentaire;0.004850069515195867;0.0;0.0;0.0;0.0;0.0;0.0;0.008121925373595653;0.0;0.0
1287;dentifrice;0.00015467149411233712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010802241719999666;0.0010874057148950846
1288;dents;0.0;3.058578977290274e-05;1.4111338186706696e-05;0.0;7.353621212234804e-05;0.0;0.0;0.0;8.915785623255044e-05;0.0002586261614591775
1289;deouis;0.0;8.796482359739917e-05;0.0;0.0;0.0;1.222476469798226e-05;0.0;1.1758061516283788e-05;0.0002109850178040788;0.0007529212903104488
1290;dermacol;0.0;0.0;0.0;0.00012686582625714125;0.0;0.0036091791694967774;0.0;0.0;0.0;0.0004675598185861171
1291;dermatologique;0.0012813898811103851;0.0;0.0;0.0;0.0;0.0012353598902642704;0.0;0.0;0.0;0.0009098544144902104
1292;dermite;0.0;0.0;0.0;0.0002044138074968089;0.0;0.001559751709435762;0.0;0.0;0.0;0.0009795645804872566
1293;dernièrement;0.0;0.0;5.893876513739281e-05;0.0;3.1190957384715455e-05;0.0;3.118859440875439e-05;1.2700921936689299e-05;0.0;0.0005008787210186368
1294;desagreable;0.0;0.007848186356773618;0.0;0.0;0.0;0.0027300799989830493;0.008041531100551093;0.0;0.0;0.0
1295;descriptif;0.0;0.0;0.0;0.0;0.06015373118244105;0.0;0.0006698602993497807;0.002907946994325234;0.0;0.002553244152059612
1296;description;0.0;0.012207379078974831;0.004087692623465578;0.011291975316184331;0.3711321428595378;0.0;0.030965038003894583;0.028926945519051762;0.012687918712799753;0.0
1297;design;0.0011428267201918536;2.3609197187259902e-05;0.001604236811140591;7.452259797472942e-08;0.0;0.0;0.0;0.0;0.0;0.008660765118967096
1298;desing;0.0013899526217491232;0.002291797353360234;0.0;1.2572831677746043e-05;0.0;0.0;0.0;0.0;0.0;0.0005220393909333504
1299;desolee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009214951171542828
1300;desquamation;0.0;0.0;0.0;0.0;0.0;5.529299003282192e-05;0.0;0.001019068679032601;0.0;0.0005513467039092486
1301;desquame;0.0;0.0;0.0;0.0;0.0;0.006060518149399627;0.0;0.0;0.0;0.0
1302;dessange;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00412721634450618
1303;dessanges;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003641806357678563
1304;dessechant;0.0;3.0166498664731295e-05;0.0;0.0;0.0;0.00012409932373764627;3.548146612637397e-05;1.796259401131052e-05;1.877358875720744e-06;0.00028369487818516974
1305;desseche;0.0;0.0;0.0;0.0;0.0;0.0033517600140980097;0.0;0.0;0.0;0.0035186197555769315
1306;dessine;0.0;0.0;0.0;0.006037004394444184;0.0;0.0;0.0;0.0;0.002184644054399449;0.0017632521548293218
1307;dessiner;0.0;0.006145337906275251;0.0;0.0;0.0;0.0014593818202489459;0.0;0.0;0.0;0.0
1308;dessins;2.751062424496191e-06;1.0192962057285192e-05;2.580016085133374e-05;0.0;3.643979512617947e-05;0.0;0.0;1.3303753272487554e-05;1.666232101770912e-05;4.4074007691325026e-05
1309;dessèchement;0.0011074696827964017;0.0;0.0;0.0;5.331211446756142e-05;0.00035977306225522997;0.0;0.002176846263238783;3.1052847075073225e-05;0.0012025718106664922
1310;dessècher;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002113814745313476
1311;dessèchés;0.0;0.0;0.0;0.0;3.080467283737592e-05;0.0038415188651561003;0.0;0.0;0.0;0.0006788823508864335
1312;desséchant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003641806357678563
1313;dessécher;0.0;0.009260553210758554;0.0;0.003544580628365067;0.0;0.0;0.0;0.0;0.0;0.019762488733268684
1314;desséché;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004120658040825318
1315;destination;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003182237226148027
1316;destiner;0.000788444624090877;0.0;0.002989602952924303;0.0023953262464768837;0.0;0.0006374601965002738;0.0;0.007150270506801616;0.0011807335455394031;0.003366497806500073
1317;destructeur;0.0;0.0;5.363646153580519e-05;7.044001597449643e-05;5.6089610129634886e-06;0.0;0.0;0.0;0.0;0.0002706892320013069
1318;detail;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002384866222999026
1319;detroné;0.0;0.0;0.002722807729940605;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1320;deuxieme;0.00264142541615466;0.0;0.0;0.003810547116554786;0.0;0.0;0.0;0.0;0.0010680201946771778;0.0001278087386887505
1321;devenir;0.001308613847568215;0.005169980389776575;0.00043370858210927397;0.00046793787118307525;0.0;0.009593349749441723;0.0;0.008327734657435646;0.0;0.02391120693816885
1322;devenu;0.0;0.0;0.0;0.0;0.0017468724988914616;0.0021420568549890876;0.0;0.0007758761749782348;0.0;0.0020666598687436384
1323;devenus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008042725546250355;0.0;0.0008420712260643465
1324;deviendront;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009212857200322253
1325;devient;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011934727413221906
1326;deviner;0.0;0.0;0.0;0.0;0.0019318270402601525;0.0;0.0;0.0011565421538507284;0.0;0.0005387515072516298
1327;dextérité;0.0;0.0;4.995009630172929e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0010421768056995703
1328;deçu;0.0;0.004841033791196177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035992624440395965
1329;deçue;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007657443857309777
1330;dictionnaire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006313655421520174
1331;die;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002515286724639925
1332;dieu;0.0;0.0;0.0;0.0;0.0;0.0;0.0021493962245458537;0.0;0.0;0.0013826593258310727
1333;difference;0.0007348110481185703;0.0;0.0;0.0;0.0;0.0;0.0;0.004822316210194775;0.0;0.018563599676610733
1334;difficile;0.004856303527618304;0.007650782442878456;0.018974529171877523;0.004526844054673581;0.0;0.0;0.0036551989845793947;0.005352181046973109;0.0;0.0511530580420754
1335;difficilement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007531835885058957
1336;difficulté;0.0;0.0004784830571664454;0.0;0.0;0.0;0.00917256037597449;0.0;0.0;0.0;0.003916726775350551
1337;diffierement;0.0;0.002348420888125662;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006127525222138742
1338;différant;0.0;0.0;1.9469585156251553e-06;0.0;8.122386400406537e-05;0.0;1.8608831807567113e-06;7.303238341253126e-05;0.0;0.00025895720679884257
1339;différence;0.0;0.0;0.0;0.0;0.0;0.0;0.0024209812921383196;0.0016135955705097048;0.0;0.07579355780868256
1340;différenciant;0.0;0.0008767720605700175;0.0;0.000639444343403166;0.0;0.0;0.0;0.00035880583883394286;0.0;0.0009556304920447509
1341;différencier;0.0;0.0;0.0;0.0015431173333566258;0.0;0.0;0.0;0.0;0.0;0.0009126645939858618
1342;différenxe;0.0;0.0;0.00011122986610227382;0.0;0.0;0.0;2.7281398140432127e-05;0.00011570270917380818;0.0;0.0007950915464504841
1343;difícil;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036237870780900312
1344;dilatés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005535966279243312;0.0;0.001587414553677854
1345;diligence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035533888279699064;0.0;0.0
1346;diluer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0047523823708053615
1347;diminuer;0.0021433539619570533;0.0;0.0026381512542968527;0.0;0.0;0.0;0.0;0.0;0.0;0.006044115338400228
1348;dior;0.0015795931210505242;0.0;0.0;0.00029171807752553466;0.0;0.0;0.0;0.0;0.000423141708601624;0.004860527308442016
1349;diorshow;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0061433258012586435
1350;dirai;0.0006485554028879823;0.0;0.0;0.0011290996031918304;0.0;0.0;0.0;0.0003236453090942182;0.0;0.003798178339902196
1351;dirais;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008733503198245472
1352;dirait;0.0;0.0;0.0015935298743588683;0.0;0.0;0.0;0.0;0.0;0.0013064131151750075;0.004527864338417664
1353;direct;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0026011613395651003
