;term;0;1;2;3;4;5;6;7;8;9
90;adobe;0.0;0.0011344315357390826;0.0;0.0;0.0;0.0006391831683383863;0.0;0.0;0.0;0.0006717868286509976
91;adolescence;0.0;0.0;0.0;0.0;0.0;0.0015130063799005974;0.0;0.0;0.0;0.0013350682996542153
92;adooooooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5757439803779936e-153
93;adooooooooore;0.0;0.0;0.0;5.899373927568854e-06;1.0743195652832525e-05;0.0;6.653335701941911e-05;0.0;7.551797671932604e-05;0.0019064216735770966
94;adooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5757439803779936e-153
95;adooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.946876347219242e-07
96;adoore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003903690082449024
97;adopte;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009439366738931781;0.0;0.0
98;adopter;0.0030075695930823036;0.0;0.0;0.0;0.00010371547391167381;0.00647296450555369;0.0;0.0008162459486323952;0.0;0.0021183844593228073
99;adopté;0.0;0.0;0.004931097854511545;0.0;0.0;0.0048588092105628245;0.0030534996232194846;0.0;0.0031539306091298725;0.00762216938424197
100;adore;0.0;0.0;0.0;0.0;0.0;0.0;2.531811931697129;0.0;0.0;0.0
101;adoreeeeeee;0.0;0.0;0.0;8.295832502745362e-05;0.0;0.0;5.3421208492290004e-05;0.0;0.0;0.00012049861608152252
102;adorent;0.0;0.0;0.0;0.0;0.0;0.014852854614483544;0.0005673681845414044;0.0;0.00147382845009069;0.00229502284485933
103;adorer;0.0021416387395487967;0.016119606870729886;0.0028004515965052565;0.0;0.0;0.026621485405182724;0.017353849186394817;0.0;0.0;0.002091556391429077
104;adorrrrrrrreeee;0.0;0.0;0.0;2.6133602414896916e-05;0.0;0.0;0.0005152468564462022;0.00023903667241977026;0.0;0.0002438309744573006
105;adoré;0.0;0.0;0.0;0.0;0.0;4.624242335420206e-05;0.0;0.0;0.0;0.0017445070771657458
106;ados;0.0;1.7092151571954554e-05;0.0;8.083693596959952e-05;0.0;0.0;5.102317308683347e-05;0.0;0.0;0.0004266018704338093
107;adouci;0.0;0.016410352887382334;0.0;0.0;0.0;0.004762413714294666;0.0;0.0007341886153582289;0.0;2.1259388612893975e-05
108;adoucir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003881665743596351;0.0;0.006733892021051216
109;adoucissent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013935081050708618
110;adoucit;0.0;0.003036044631768437;0.0;0.0;0.0;0.014920828603394292;0.0;0.0;0.0;0.0017367684550511659
111;adpater;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011946931445886758
112;adresse;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035533888279699064;0.0;0.0
113;adresser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018881623444533496
114;adulte;0.0019141760070967274;0.00018441063520298947;0.0;0.0;0.0;0.0;0.00020773095262091677;0.0;0.00024356145836928322;0.0003348724260276937
115;advers;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015640483320333257;1.3769307252008113e-06;0.0
116;adéquat;0.0;0.0;0.0;0.0;3.611804948839778e-05;0.0;0.0;0.0;0.0;0.0007792398316991341
117;affaire;0.0;0.0;1.3411927062644978e-05;0.0;0.00022241528824373688;0.008481565721559167;0.0;0.0;0.0;0.00030615319503502636
118;affecter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015483231184712104;0.0;0.0017695688833425762
119;affine;0.0;0.0;0.0;1.2496783155294138e-05;0.0;0.0;0.0;5.1468053677506554e-05;1.362916460330122e-06;0.00013497427226239094
120;affiner;0.0;0.0;0.0;0.0;0.0;0.011980651754390514;0.0;0.0;0.0;0.0
121;affoler;0.0;0.0;0.0019309774444186995;0.0;0.0;0.0;0.0;0.0010495296891650438;0.0017622349903253242;0.0
122;affreux;0.0;9.074370359248897e-05;0.0;0.0;9.922606504171633e-07;5.471833103073281e-05;0.0;0.0;0.0;0.0015072367585143463
123;affronter;0.0;0.0012318819736725013;0.0;0.0;0.0;0.0004751042849644939;0.0;0.0004884122252807939;0.0;0.0002856401824473841
124;africain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007822589830461222
125;afro;0.0;0.0;0.0;6.482908862338768e-05;8.847858264773507e-05;0.0003386157175374876;4.1196678396096246e-05;8.322033545608189e-05;0.0;0.0005650861822237416
126;after;0.0;0.00014206545314163988;0.0;0.0;0.0;0.0010707333119894466;0.0;0.0;0.0;0.00021717951566527834
127;aftershave;0.0;0.006512841017765614;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
128;age;0.0;0.0007431426372961898;0.0004210852909942359;0.0;0.0;0.0012965391998476057;0.0;0.0007643538882409726;0.0;0.003390901690743793
129;agen;0.004164589244001105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
130;agent;0.0;3.149682556664505e-05;0.0;0.0;0.0;0.00016115688415319762;0.0;0.0;0.0;0.00020262711218240988
131;agglomérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0033562504140166624
132;agir;0.0;0.0;0.0012790808028286178;0.0023070475758195405;0.0;0.0;0.0;0.008625701705442008;0.0;0.03332489177132959
133;agrable;0.0008341430617752456;0.00090375310447358;0.0009719859111985559;0.0;0.0;0.0;0.0;0.0018793364198682711;0.0;0.001338316067598693
134;agrandir;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00267036740057555
135;agraphe;0.0;0.0;9.954300395748858e-07;0.0;7.038735720021617e-05;0.0;0.0;0.0;4.275381752139537e-06;0.00033506425216952733
136;agreabke;0.0;0.00244257704724726;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005301256183953332
137;agreable;0.007409852722599193;0.0807914065662279;0.0;0.002361272007909329;0.0;0.04412118654417367;0.04209746661401907;0.0;0.0;0.01463647980605775
138;agresse;0.0;0.0;0.0;9.332490246659884e-05;0.0;0.002436657355808747;0.0;0.0;0.0;0.001014230553483457
139;agressent;0.0;0.0;0.0;0.0001556541980573941;0.0;0.0;0.0;0.0;0.0;0.0013769682331848648
140;agresser;0.0007476679911842419;0.0;0.006966810760471169;0.0;0.0;0.004713082154773084;0.0;0.00043218467742763917;0.0;0.0
141;agressif;0.0011964100820429913;0.0;0.0;0.0;0.0;0.0013026423373258106;0.005481899337036383;0.005391699625621287;0.0030282030300564995;0.0034441386071345117
142;agression;0.0;8.257320405610834e-05;0.0;0.0;0.0;0.00010519246305734288;2.8695930148438122e-05;0.0;3.955783505861205e-05;0.0006722426352744798
143;agressions;0.0;0.0;4.6883879705407015e-05;4.0069395148630365e-06;0.0;0.0012172516082732266;0.0;0.0;0.0;0.00039473729970577695
144;agrèable;0.0;0.009578755728642321;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002547573380228606
145;agréabe;0.0;0.002452521727734456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008917648762354863
146;agréable;0.0;2.927256701931346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
147;agréablement;0.0;0.0;0.0;0.0;0.0011397609841569839;0.023163319095124778;0.0;0.0;0.0;0.008883478381921413
148;agréble;0.0;0.004061792885715365;0.0033559417495089105;0.0;0.0;0.0;0.0;0.0;0.0;0.002030425993833526
149;agéable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5757439803779936e-153
150;aide;0.0018269938817885307;0.0;0.0;0.002299761036729908;0.0;0.005717877070714185;0.001144365557339444;0.0;0.0001576515309107093;0.015583198500776732
151;aider;0.0;0.004081437971151184;0.0;0.005760689760333146;0.0037883741937768016;0.006349332092451047;0.0;0.0;0.0;0.008264199627334913
152;ailes;0.0;0.0;0.0;0.0006685521292621518;0.0;0.0013051931833148857;0.0;0.0;0.0;0.0017523069973220634
153;aimais;0.0;0.0;0.0;0.0;0.0;0.002314363361722956;0.0;0.0;0.0;0.004461937349907696
154;aimanter;0.0;0.0034369781001371623;0.0;0.0;0.0;0.0;0.0;0.0;0.00082571484211931;0.0007722971266975505
155;aime;0.0;0.01258177823505176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47973766603747303
156;aiment;0.0;0.0;0.0;0.0;5.484147363191408e-05;0.0;3.2072949468332936e-05;0.0;0.0;0.0005796015481262516
157;aimer;0.005410142959901898;0.032157099554922325;0.0006140123947502078;0.0;0.0;0.0003969209014966091;0.0;0.0;0.0;0.021004094708784324
158;aimerai;0.0;2.109842068552532e-06;0.0;0.0;0.0;0.0;2.8320582368829484e-05;0.0;5.423732655162516e-06;0.0004071669170385812
159;aimerais;0.0;0.0;0.0;0.0;0.0010591403345941912;0.0;0.001340141728570456;0.0;0.0;0.001120774951974578
160;aimez;0.0;0.0;0.0033849244533977756;0.0;0.0;0.0;0.008875506380254623;0.0;0.0;0.0019855124185648053
161;aimons;0.0;0.0;0.0;0.0;0.0;0.007654751832391539;0.0;0.0;0.0;0.0017907258390552755
162;air;0.0;0.0;0.0;0.011404574913749545;0.0;0.0;0.0;0.0;0.02614118097172034;0.001208132859138708
163;aisance;0.0;0.0;0.0;0.0;0.0;0.0024405429328845816;0.0;0.0;0.0;0.0008409858563752523
164;aisé;0.0004672305801007445;0.0039610684279908;0.0;0.0008177638882297643;0.0;0.0;0.0;0.0;0.0;0.0029490219960748897
165;aisément;0.0;0.0;3.6599311730703438e-06;0.0;0.0;0.0;1.9266820942242857e-05;0.0;0.0;0.0004231892639416854
166;ajoutant;0.0;0.0;0.0;4.3427791152133555e-05;0.0;0.0;9.297740651023532e-05;0.0;0.0;0.0014910276873862096
167;ajoute;0.0006172851274234813;2.5109093303108415e-07;0.0;0.00012450255760333676;0.0;0.0027252730116985556;0.0;9.436594662076816e-05;0.0;0.0009833278469290603
168;ajouter;0.0;0.0015061837553847247;0.0;0.0;0.020547959816020953;0.00012163710209253477;0.0;0.0008349588283790187;0.0;0.0013550134375898246
169;ajoutez;0.0;0.0;0.0;0.003020612103116146;0.0;0.0;0.0;0.0;0.0;0.0023264824717482164
170;alarmer;0.0;0.0;0.0;0.0;1.9881584175726915e-05;0.0;0.0;0.0;0.0;0.0015155270461829713
171;alcool;0.0;0.010310403122735953;0.001455311133433638;0.0;0.0;0.0;0.0;0.0;0.0033320072822716276;0.0003037544337419435
172;alcooliser;0.0;1.767587020323624e-05;1.3613003261905116e-06;0.0;0.0;0.0;0.0;0.0;2.0551558120054577e-05;3.1245488439600015e-05
173;alentour;0.0014535959614976855;0.003675536783601107;0.0;0.0022525723032445944;0.0;0.0;0.0;4.0882758151587475e-05;0.0;0.0
174;alien;0.0;0.0;1.1735538020367617e-05;2.670431814617572e-06;0.0;4.568388222204295e-05;5.151992202674173e-05;0.0;2.6907587857938836e-05;0.0002609975568991863
175;alimentation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009312874605519167
176;allais;0.0;0.0;8.763773320409234e-05;2.889637533106215e-05;0.00010982025943542895;0.0;0.0;2.2864276720341337e-05;0.0;0.0005483047986756186
177;allemagne;0.0;0.0;0.0036758093715306608;0.0;0.0;0.0;0.0;0.0;0.0;0.0014331212590137535
178;allemand;0.0;0.0;0.0;0.0039108718630918625;0.0;0.0;0.0;0.0025507163944425548;0.0;0.000816748519994199
179;aller;0.004553314796135665;0.002039949437841465;0.005047243652990853;0.0;0.0;0.012804540371990001;0.0;0.0;0.0;0.06025072381250727
180;allergic;0.0;0.0;0.0;4.681117160221008e-06;0.0;0.0;0.0;0.0;1.0069530741229418e-05;2.2992288847305096e-05
181;allergie;0.0;0.0005266116472604322;0.0;0.0;2.4167882073456808e-05;0.0021874230781999547;0.0;0.003316731020222563;0.0;0.004663069723490152
182;allergies;0.002014137553296847;0.0;0.0;0.0030682445373635217;0.0;0.0;0.0;0.0;0.0;0.0004294024325048852
183;allergique;0.0;0.0;0.0;0.00454544156681085;0.0;0.0010221884878671554;0.0;0.005834293062986544;0.0006397462852069371;0.004843701034274107
184;allergène;0.0;0.0020958139575388353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
185;allergènes;0.0;0.0;0.0;7.390387388484129e-06;0.0;0.0;0.0;0.0011155618701782918;0.0;0.0011783098975162475
186;allez;0.0;0.0;0.0039168337429136505;0.002572894274603413;0.0;0.0;0.0;0.0006436394207596163;0.0;0.007095729878278848
187;allier;0.0;0.0;0.0;0.0017859222058697049;0.0;0.0021411824075265656;0.0;0.0;0.0;0.00043065763724968497
188;allonge;0.0032853653437574333;0.0;0.0;0.0;0.0;0.0;0.0017595467322145879;0.0;0.0;0.02066734231700205
189;allongeant;0.0;0.0;1.8387294115892535e-05;0.0;0.0;0.0;7.861662378488797e-05;0.0;0.0;0.003785185852246707
190;allongement;0.0;0.0;0.0;0.006051532676342233;0.0;0.0;0.0;0.0;0.0;0.0004013076016043925
191;allonger;0.0015578125944479286;0.0;0.006451100415529107;0.003331506197457485;0.0;0.0;0.00556741904237058;0.008174272090696018;0.0;0.017253822571928427
192;allongé;0.0;0.0;0.0;0.015912570613739536;0.0;0.0;0.004196907328119287;0.0;0.0015385387423455636;0.0030841327084236
193;allourdit;0.0;0.0;0.0;0.0;0.0;0.0063352173680436795;0.0;0.0;0.0;0.0033955753001943347
194;allows;0.0;0.0;0.0;4.681117160221008e-06;0.0;0.0;0.0;0.0;1.0069530741229418e-05;2.2992288847305096e-05
195;allure;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005353854009382146
196;allures;0.0;0.0;4.960735276886907e-07;0.0;0.0;2.1071521154315424e-05;0.0;0.0;0.0;0.0004892937130351753
197;alléger;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011759393182893003
198;allégique;0.0;0.0;0.00030272295872649696;0.0;0.0;0.0;0.0;0.0;0.0;0.0005012483314148759
199;allérgies;0.0;0.00043425712000332787;0.0006545526817780446;0.0;0.0;0.0;0.0012302331651149758;0.0;0.0;0.0015133919512453132
200;alourdi;0.002195509931050962;0.0;0.0;0.0032903291352226302;0.0;0.0;0.0;0.0;0.0;0.001142569789817744
201;alourdir;0.0;0.002800509860716413;0.001967617536462223;0.0014817321651317042;0.008816179301172346;0.005820345076567664;0.00728156751481251;0.011740203001793622;0.010162797730721602;0.030841336353679645
202;alourdis;0.0;0.0;0.0;0.0;0.0;4.624242335420206e-05;0.0;0.0;0.0;0.0017445070771657458
203;alourdit;0.0;0.0;0.0019404963726262635;0.0011665566130495437;0.0;0.00787318947765221;0.00024353454712885262;0.0004658429659532852;0.0;0.003991685543265795
204;aloès;0.0031096815564323516;0.0;0.0;0.0;0.0;0.0030589980210443016;0.0;0.0;0.0;0.0
205;altere;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005518318543394771;0.0;0.00029524445643703325
206;alternance;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008728129333524726
207;alternative;0.0;0.0;0.0;0.0;0.0;0.00013923507282022644;2.9491383344692548e-06;0.0;3.6007123070161973e-06;0.0005145311581320134
208;alterne;0.0;0.0;0.0037337553591963663;0.0;2.196398177508147e-05;0.0038632707978625046;0.003227892959131778;0.0;0.0;0.0005820881985656652
209;alterner;0.0;0.0;0.002058714671796251;0.0;0.0;0.0;0.0;0.0007039914894249195;0.002349223380037525;0.012212107816632125
210;altérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0030278413626288105;0.0
211;amande;0.0;0.0;0.0;0.0;0.0;0.0009989006122116122;0.0;0.0;0.0;0.002096833932381101
212;amateur;0.0;0.0030032458646683108;0.0;0.0;0.0;0.0;6.941451444508835e-06;0.0;0.0;0.0
