;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
47;accrochent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019078329551547367;0.0025365979823894474;0.0;4.1038953437125247e-05;0.00010242164259268584;0.0;0.0009516586131443569
48;accueil;0.0;0.0003597605499967743;0.0;0.0;0.0;2.4999855351704286e-05;0.0;0.0;0.0;0.0;0.00039287262979996067;0.0;0.0;0.0;0.0;0.00036933238175002893;0.0;0.0002537626849800759;0.00038904938998879905;0.0
49;accès;0.0;0.0;0.0;0.0;0.0;0.005892496153953765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00472667846575262;0.0;0.0;0.0010676036507774474;0.0;0.0
50;accélérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011016876560976925;0.0;0.0;0.0;0.0;0.0;0.0019193570059833833;0.0;0.0;0.000656857743315502;0.00011247977326445399
51;ach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013159004225380386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00025290666837044304
52;achat;0.0;0.04819029793485215;0.0;0.005306615128406804;0.06543643985581067;0.18967403757538873;0.012909399704483527;0.015742108843930663;0.0041630299661757145;0.00743567652339636;0.01274083053915252;0.02327756682585765;0.0;0.0;0.0;0.022227416028478355;0.007214822528344416;0.07767711469282937;0.01994100296451885;0.017969420052372214
53;achats;0.0;0.0;0.001526003813128958;0.0026666806948418462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016051635829893745;0.0;0.0
54;ache;0.0;0.00010981296894630185;0.0;0.0;0.0;0.0;0.0;0.0;0.00026968125718768805;1.760753236378475e-05;0.000314311398251038;3.190068952097091e-05;0.0;0.0;3.389606107894372e-05;7.060403599174366e-05;0.0;0.00028465157813107613;0.0006329556205693783;0.0
55;acheminement;0.0010653663501207808;0.0034425676818284215;0.0;0.0;0.0;0.0;0.0022257251371970077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3213953330154267e-05;0.0;0.0011238051674380637;0.0;0.0
56;achetais;0.0006255303152850697;0.006371592846320166;0.0;0.0;0.0;0.0;0.0;0.0;0.0009411423126894738;0.0;0.0007198869861686734;0.0;0.0;0.0;0.0;0.007471431588429433;0.0;0.0;0.015125025495971538;0.003778495831575192
57;achete;0.0;0.0;0.0;0.0;0.01876413546036488;0.0;0.0;0.0;0.001579669021548561;0.0;0.002710259182003462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011460431717747707;0.0016357180162024083
58;acheter;0.0052873710762174906;0.037596234100503625;0.0;0.0;0.005746337384091817;0.017642115657548994;0.0;0.025077477333982145;0.06019506252385919;0.018679108923597858;0.0;0.004838473068654971;0.008744553501308063;0.0;0.02534964082518146;0.04999146847224036;0.008152137517688608;0.14049227239526013;0.11688193447605079;0.05906609870149797
59;acheteur;0.0;0.00238755102352285;0.0;0.0;0.0;0.0;0.0;0.0;0.0004257419705772481;0.0;0.0;0.007267881879986688;0.0;7.82493943866933e-05;0.0;0.0;0.0;0.0010379693164221894;0.00112655356610151;0.0
60;achetez;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010878865393017412;0.0;0.0;0.00042134215681685264;6.706236615786087e-05;0.00012787704977303642;0.002394715180004612
61;achette;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011404499873654321;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;achetée;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000701819138735589;0.0025779732224012948;7.965628283574893e-05;0.0;0.0;0.0052296217307375905;0.0;0.0001533891140707127;0.0;0.0008600946093356897
63;achète;0.0036735729137833562;0.007051324784816364;0.0;0.0;0.0;0.013353185377449447;0.0;0.0;0.017062301358377944;0.0;0.001232959974130244;0.0;0.0;0.0;0.0;0.0038454374436484398;0.0;0.028459065618948242;0.036707220217726905;0.028827978193382793
64;achèterai;0.0;0.004417679811554395;0.001100822061000559;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002474339435642413;0.0;0.0001109954670084784;0.0019181017370419582;0.001999002786679457;0.0;0.0005035080663682331;0.0;0.0016038069635266772
65;achété;0.0;0.007621780656291839;0.0;0.0;0.0032405555062901257;0.007094561799323617;0.0;0.0;0.00018732195361212322;0.0;0.0008643968671537397;0.0;7.463093726583926e-06;0.0;0.0;0.0;0.0;0.0;0.00021892159754062623;0.0
66;acidité;0.0;0.0;0.0;0.0027118633493115394;0.0;0.0;0.0;0.0;0.0;0.0;0.0002641237083338982;0.0;0.0;0.0;0.0007719852283477788;0.0;0.0;0.0;0.0;0.0015022091427850442
67;acné;0.0;0.0;0.0;0.013368939849179173;0.0;0.0;0.0;0.0;0.0;0.008953394788362887;0.0;0.0;0.0;5.661987639022444e-05;0.0;0.0018089716228038468;0.0;0.0;0.010272118272407378;0.0035418408051999125
68;acnéique;0.0;0.000766203525169005;0.0;0.003267656915186647;0.0;0.0;0.0;0.0;0.001573691065829122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005049298609055299
69;acnés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00027094210654170307;0.0;0.0;0.0;5.172249878428909e-05;0.0;0.0;0.0;0.0;0.0015053054803967063
70;acquiert;0.0;0.00277928048733157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00557481029942265;0.000902481831388698;0.0;0.0;0.0;5.640050711665913e-05
71;acquis;0.0008939821780082648;0.005690333180047218;0.0;5.13335944290412e-05;0.0;0.0;0.0;0.0;4.6214500053277054e-05;0.0;0.0006638558175242072;0.0;0.0;0.0;0.0;0.0;0.0;0.0002313902244317897;0.0;0.0
72;acquérir;0.0;0.00016550810956251688;0.0;0.0;5.472920039190447e-06;0.00010192973424377977;0.0;0.0;0.0;1.5208876546413118e-05;7.953805357590067e-05;0.00015008923921497192;0.0;0.0;0.0;0.00015045519047875746;0.0;0.0009078840268969062;0.00043155293478339954;0.0
73;actualise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010794236911340318;0.0;0.0;0.0022191264374626218;0.0;0.0;6.9396617453133355e-06;0.0;0.0
74;actuel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019646858213413936;0.0
75;actuellement;0.0;0.0029864514521618568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01625648763391869;0.0012660088398220302;0.0;0.0;0.0;0.0;0.0004888651417829188
76;adapte;0.0;0.0;0.0;0.012349048495744199;0.0;0.0;0.0;0.0;0.007307907758952409;0.0;0.007554663024785562;0.0031281153533377565;0.0;0.0;0.0;0.0007687430977904095;0.0;0.0010554974436269486;0.0036092229337824438;0.020518886623415125
77;adaptent;0.0;0.00010151112758741352;0.0;0.0;0.0;0.0;0.0;0.00943166482381919;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013532207035448264;0.0;0.0;0.0;0.002919232561183729
78;adapter;0.0;0.0037732901247306033;0.0;0.027108916463412874;0.0;0.0052352656224360335;0.007835540528224418;0.0;0.00036676527235586146;0.015029376535740812;0.012937634358071694;0.0;0.002890934769218508;0.01540468975895864;0.0015902751437383703;0.0;0.003987354891857988;0.018065094991817184;0.0;0.019550223450003748
79;adapté;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016470761270002073;0.0;0.0;0.009688058639513003;0.010644347274684576;0.0;0.0;0.002880806751325029;0.0;0.00437610277658929
80;adepte;0.005812691814268608;0.0;0.0;0.0014760099599702896;0.0;0.0;0.0;0.0;0.0;0.004532240192701889;0.0031833129022760414;0.0;0.002429137869041199;0.0077989242667920395;0.0;0.0;0.0008326751689302934;0.0;0.0019252309579141484;0.024846581830565293
81;adeptes;0.0;0.0;0.0;0.003869051750373614;0.0;0.0;0.0;0.0;0.0019335881413478273;0.0;0.0;0.0;0.0;0.0;0.0;0.0007336271020421659;0.0;0.0;0.0;0.0018587748590179658
82;adhère;0.0;0.003024552266061201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004276666152042283;0.003804282991747369;0.0;6.363841786928814e-05;0.0008773545411762335;0.000849951087288929
83;adhérer;0.0;0.0;0.0;3.278024924888217e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0001118570840655654;0.0002211238118317412;3.472883615590403e-05;0.0;0.0010301463859975326;9.104225778186747e-05;3.514556554677129e-06;0.0;0.000713615102399443;0.0005340382363663189
84;adhésion;0.0;0.0;0.0;0.0031213329843707057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00158419572244938;0.0009381662877221339;0.004488720538437895
85;adict;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001618869408888522;7.996845670540022e-07;0.0;5.260387107405346e-05;0.001951477097243319
86;adieu;0.0017484917753014838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5207596655120642e-05;0.00017795207525978264;0.0009180183665491466;5.6203940545566774e-05;7.963946703123708e-05;4.235992652777016e-05;0.0;5.382943813014223e-05;0.0;0.0011605294120763687;0.0006692275919701663;0.000407507575215853
87;adixion;0.0;0.0;0.0;0.0;0.0;2.3832352019886962e-05;0.00011246174405246079;0.0;0.0002439143413196523;0.0;0.0;4.054955349521362e-05;0.0001617616150147283;0.0006017346180383702;0.0;0.00019700544026820816;0.00033516373807491003;0.0012823326059172265;0.00017379345171948668;0.0006024195971943102
88;admettre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2796822856670706e-05;0.0;0.0;0.00010496988757920771;0.0;8.951262722323001e-05;2.8585079200189614e-06;0.0;0.0011516099319399985
89;ado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.961850312486465e-06;0.0;0.0;0.0;0.0;2.279040526411874e-06;1.2882804253670248e-07;0.0;1.8542601923644885e-08;4.388408914729928e-06
90;adobe;0.0;0.0;0.00030922368596735065;0.0;0.0;0.0;0.0;0.0007353265882502671;0.0;0.0;0.0;0.0;0.0013471550119689309;0.0016636483308468918;0.0;0.0;0.0;0.0;0.001219878813783646;0.0
91;adolescence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001788975751709695;0.0;7.947239515647247e-05;0.0;0.0;0.0;0.001243817182594548;0.0;0.0;0.00050661341912398;1.1509657846850183e-05;0.0007928509574586355;0.0006778151117619767
92;adooooooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.600133614688093e-250
93;adooooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016346636234013646;0.0;0.0;0.0;0.0;0.003853019123905172;0.0;0.0;0.0;0.0
94;adooooooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.600133614688093e-250
95;adooore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.81322980760589e-07;0.0;0.0;1.3818346843642284e-07;0.0;9.015032572813562e-07;0.0;8.89291027890463e-07
96;adoore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007204560270979797;0.0;0.0;0.0;0.0;0.0;0.0;0.00037195798737404403;0.0;0.0;0.001912242777368364
97;adopte;0.0;0.0;0.0;0.0;0.0;0.016460182220814138;0.0;0.0;0.0;0.0;0.0;0.0;2.0439592571085085e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;adopter;0.0024732095631699444;0.0;0.0;0.007048398733658401;0.0;0.0;0.0;0.0018782200919233302;0.0;0.0;6.707974993113999e-05;0.0;0.0;0.0011831837546712064;0.0;0.0;0.007633872856427485;0.003238226356377446;0.0;0.0026094612347831625
99;adopté;0.0;0.007505394288614413;0.0;0.012576696753525305;0.0;0.0;0.0032392164461150156;0.0;0.0009378738836549795;0.002633408826943579;0.0;0.0;0.0;0.0;0.0015665557494866098;0.0;0.0;0.0009599372557239888;0.0;0.012652006274242499
100;adoreeeeeee;0.0;0.0;0.0;0.0;0.0;0.0;1.9073520709418635e-06;1.3105972660384934e-05;3.903900089954682e-05;6.108073271533364e-05;0.0;0.0001257134661646395;1.5567881154409948e-05;0.000100206990444122;0.0;3.638116686336559e-05;0.0;0.0;0.0;6.326266072828936e-05
101;adorent;0.0;0.0;0.0;0.009708115801022465;0.0;0.0;0.0;0.013698505794361274;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006211842717141298;0.0;0.004242082647714468;0.0;0.0
102;adorrrrrrrreeee;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.600133614688093e-250
103;adoré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015975004535913377;0.0;0.0;0.0;0.0;0.0;0.0
104;ados;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004071990570499005
105;adouci;0.0;0.0;0.008573606632363123;0.013234976967285247;0.0;0.0;0.0;0.0;0.0;0.0;0.0036767068606346925;0.0;0.0;0.0;0.0;0.0;0.02460233579190731;0.0;0.0015994676128684728;0.0
106;adoucir;0.0;0.0;0.0;0.0;0.0;0.007165073542463688;0.0;0.0;0.0;0.006052909600466669;0.007101852379298388;0.0;0.0;0.0;0.0;0.0;0.0;0.00046553350647989916;0.006944794944496914;0.0003378696620353755
107;adoucissent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006843073462530548;0.0;0.00017539810299073473;0.0;1.8856479550398117e-05;0.0;0.00016286120935091468
108;adoucit;0.0;0.0;0.0;0.03453532245009223;0.0;0.0;0.0;0.0;0.0;0.0;0.015066622246613513;0.0;0.0;0.0;0.009093709023766631;0.0;0.0;0.0;0.0;0.0
109;adpater;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00013517155156519799;0.0;0.0;0.0;0.0;0.001700870445693008;0.0;0.0;0.0;0.0;7.779558812944431e-05;0.001160630569127516
110;adresse;0.0;0.0;0.0;0.0;0.0;0.005973249702177444;0.0;0.0;0.0;0.0;0.0;0.0;4.436525396712534e-05;1.0477685204265626e-05;0.0;0.0;0.0;0.00027976397880419144;0.0;0.0
111;adresser;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008694504318060744;0.0;0.0;0.0;0.0005028972709933019;0.0004895578014173333;0.0;0.0;0.0;0.0002723937496345963;0.0021285455566135624;0.0015286302947663639
112;adulte;0.0014916798387034586;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001197331659398908;0.0;0.0;0.0;0.0;0.008752015431490644;0.0;0.0;0.0;0.0
113;advers;0.0;0.0;0.0;0.0;0.0;0.0;2.2149999142510207e-05;0.0;0.0;5.419087952135143e-05;5.825536738418976e-05;0.0;4.617253809534459e-06;2.017806852183985e-06;1.5727077661578605e-05;0.0002119452689565113;0.0;0.00036141350023288267;0.0;0.00015599503265716172
114;adéquat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00025717230132078;0.0001572154069792353;0.0;0.0;0.0007359169236759272;0.0002663173249746225;0.0;0.0007170921559186006;0.0;0.0003620692717384362
115;affaire;0.0;0.0;0.0;0.019599694316084944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003010592453342669;0.0;0.007003934292899951;0.0004227171585848928;0.0
116;affecter;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004312565097495789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0010786773731415427;0.0;0.00014186364583432113
