;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
719;cesserai;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.175183986031417e-05;0.0;0.0;0.0;0.0;0.0;0.006426395353309733;0.003626335100880986;0.0;0.000174227053448567
720;cest;0.0021507016318691187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0018001538097965587;0.0;0.002107192897394491;0.0;0.0;0.009321297168309782;0.0;0.0;0.00029459193820291404;0.0;0.0021265192493181095;0.00514539379624379
721;cettd;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010794236911340318;0.0;0.0;0.0022191264374626218;0.0;0.0;6.9396617453133355e-06;0.0;0.0
722;ch;0.0;0.008016811700608176;0.0;0.0;0.0;0.0;0.0;0.0;0.00035619032524379467;0.00021323389716595775;0.003872466531469747;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
723;chaleur;0.0;0.0;0.0;0.0;0.0012984914502430214;0.0;0.0;0.0;0.0;0.006588153544896413;0.0;0.0;0.0;0.0;0.0021036296962677658;0.010998683437705216;0.020956027737082026;0.0;0.0;0.0027691142800384773
724;chaleureux;0.0;0.0;0.008194110634454027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005858086287635974;0.0;0.0;0.0;0.0;0.0;0.0017741477757702842
725;champoing;0.0;0.006070264466016722;0.0;0.0;0.0;0.0;0.003036548026346339;0.02119304584811479;0.0;0.0;0.0011700164541086355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
726;champoings;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00026133170569710563;2.512928266496428e-05;0.001774398471243341;0.00013367207176822474;0.0;0.0003476543481009693;0.0;0.0;0.0;0.0;0.0004501008827747707;0.0
727;chance;0.00022087976462170452;0.0;0.0;0.0;0.0;0.0;0.0003682375358184154;0.0;0.00412367067487755;0.0;0.0;0.0;0.0020166879671403193;0.04012964815818516;0.0011227224540554677;0.0;0.0;0.0017763068989037859;0.0;0.0
728;change;0.0019456940586561652;0.0;0.0;0.0027341359058916104;0.0;0.0037051139755221577;0.004156252861636938;0.0;3.5247340773232817e-07;0.0;0.000888332607000665;0.008225809110396136;0.0;0.0;0.0060397539357828;0.001780815976611646;0.0;0.0;0.0095321974489249;0.006167994516262113
729;changemant;0.0;0.0048971093154111375;0.0;0.0;0.0003767893491092944;0.0;0.0;0.0;0.0;2.501956130009331e-05;0.0005836957657702419;0.0;0.00044803508381427627;0.0;0.0;0.0;0.0;0.00028690029604264556;0.0;0.0016312058351495747
730;changement;0.0;0.0;0.0007563903866631984;0.0;0.0;0.0;0.0008085995140183243;0.0;0.0031443522137862925;0.0;0.0;0.004367673187513779;0.004535488246690688;0.014748450788965741;0.0;0.0016374412604134823;0.0;0.0;0.00549309408576432;0.005264847292176377
731;changer;0.002118156025845917;0.006007784735991057;0.001138103068224671;0.0;0.0;0.0;0.0;0.00525533544589335;0.005626005496747724;0.0;0.0024205219217076756;0.0;0.0;0.0;0.0;0.0;0.0013770539566624184;0.005348071826683899;0.0029046138081096915;0.018279848178732246
732;changerai;0.0;0.002750746792093398;0.0;0.0;0.0;0.0034356512235768715;0.0;0.002164690417105924;0.0;0.0;0.0;0.0;0.0027754259994394017;0.0;0.0;0.0;0.0;0.011142088015489274;0.00165509071872946;0.0072625537030224915
733;changerais;0.0;0.0;0.0;0.0;0.0;0.003723667977923261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0069525743978513235;0.0;8.548651368309479e-05;0.0;0.0002577230250024723;0.0;0.0
734;chaques;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00040979474390423124;0.0;0.0;0.006255552364398383;0.00023084252001517676;0.0
735;charge;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0513506115173075e-06;0.00016840162298051395;0.0;1.1628349414136715e-05;0.0;0.00017406781961052368;0.00016549840007829944;0.0014917644386138336;0.0005824346996777198;0.00031613713461937996
736;charger;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006101398124274891;0.0;0.0;0.0;0.0;0.00021367964735097408
737;charmer;0.0;0.0;0.0;5.221648104868188e-06;0.0;0.0;0.0;0.0;0.0;4.228867912565885e-05;0.0;0.0;0.0;0.0;0.0;5.756499456218237e-05;0.0;4.649881730558297e-05;5.9126920266846405e-06;2.19396206425337e-05
738;chatains;0.0;0.0;0.0;0.0;0.0;0.0030107443612033716;0.0;0.0;0.0;0.003784851526639921;0.006065900697090585;0.0;0.0;0.0;0.0;0.00034658848659057;0.0;0.0;0.0036474026128036205;0.0
739;chaud;0.0;0.0;0.0029544847919048796;0.006016836668323084;0.0;0.0;0.0;0.0;0.002036641590115029;0.0;0.0;0.0;0.001698533539547139;0.0;0.0028060611291480515;0.0;0.004877017729218098;0.000563865949286821;0.0;0.004249291964480867
740;chaude;0.0;0.006005339814131514;0.0;0.0;0.0;0.0;0.004089726990715159;0.001024998020597381;0.002756114332489344;0.0;0.0;0.0;0.0016451677293976982;0.0035689234631523436;0.0;0.0;0.0040897804285820825;0.0005265737161342976;0.0;0.006613811522992715
741;chaudement;0.007536335849806148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00014797340325601108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002288262144093194
742;chauffe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004470339664741068;0.0;0.0;0.00024346115786293834;0.0;0.0;0.0;0.0;0.0;0.0;0.0015119359500650814
743;chauffer;0.0;0.0;0.0005942794810217861;0.0;0.0;0.0;0.0;0.0009906959590159652;0.0;0.0;0.0;0.0;0.002717456732869333;0.003976196367992363;0.008809731765922731;0.0008177825182317857;0.0036983096776322063;0.0;0.0039857325894113544;0.0013946949543842636
744;cheap;0.0;0.004186751072218115;0.0;0.0005444635978201014;0.0;0.0;0.0028614012940634276;0.0;0.0037178080968965454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001461925986938271;0.0;0.0
745;chemin;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0729765680694551e-05;0.0;2.6398496371678664e-05;0.00021118814548404315;7.299995410499469e-05;0.0;0.0;0.0;0.00010761507224687673;0.0;0.000983844322038661
746;chemisiers;0.0;0.0;0.0;0.0027395482585995897;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00186226843025121;0.0;0.00046090095725221736;0.0;0.002179524939765052;0.0007121448950342669;0.0;0.0
747;cher;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.600133614688093e-250
748;cherch;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.9097991835394294e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0010490319531354679;0.0;0.0031043851502652463;1.849877338320041e-06;0.0
749;cherchais;0.0;0.005684013620936172;0.0016731176837931066;0.0;0.0;0.030613375574077353;0.0;0.0;0.006109385732534022;0.0;0.0;0.0;0.008033042806645907;0.0;0.0;0.009040070452259762;0.028029775434101734;0.0021305100495278523;0.004264284442430297;0.004593082167951555
750;cherche;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012666172118793452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
751;chercher;0.0007580838850648162;0.011782346316771096;0.0;0.0;0.0;0.0;0.0;0.0;0.004412007469796644;0.0033613941779057164;0.0020575627420733413;0.0;0.0;0.0018733474356692054;0.0;0.0;0.00014258520514105175;0.005027554470593208;0.00390889618390203;0.006851571930620102
752;cherchez;0.0012082371276850676;0.0;0.0004906458589000825;0.0;0.0;0.0;0.0;0.0008810130244844311;0.0023910014995748657;0.0;0.0;0.0;0.0;0.0;0.0;3.9668736196549334e-05;5.0215520797337845e-05;0.0;0.001529690923569365;0.001545330693987162
753;chere;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.600133614688093e-250
754;cheuveux;0.0011506311192152536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009008092623315372;0.004202807239612243;0.0;0.0010929454368689417;0.0;0.0;0.0014507590899312417;0.002362990982695207;0.0002898950800885847;0.0022054368394516795
755;cheval;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005396136538030429;0.0;0.0;0.0;0.0;0.007067199995114603;0.0;0.0;0.0;0.00014747803415900986;0.0;0.0
756;cheve;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00019459637705902406;0.0;0.0;0.00027513331123237147;0.0;0.0;0.0002433803480886056;0.0007786262600694446;0.00010739396855128611;0.0005093429260328356
757;chevelu;0.0;0.0;0.0;0.0;0.0017594353082433757;0.0;0.0;0.0;0.0025935431087785355;0.009977742520587708;0.0;0.004378998860649128;0.0;0.010166064392051392;0.02853446956570227;0.00013807735502870388;0.0002548522432064613;0.001974626305164105;0.0013391814989199265;0.009833056236053402
758;chevelure;0.002799098723888167;0.007248008740108804;0.0;0.0;0.0;0.0028572497619401226;0.0;0.00560272108428924;0.0;0.0;0.0051757124998373675;8.537848358865096e-05;0.008916921620998303;0.01984383149959068;0.015631324038282348;0.003984971528012606;0.012618119227159242;0.0006330454949396035;0.0022808059449692824;0.005118403679780672
759;chevet;0.0;0.003133919320152092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010693292423564735;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
760;cheveu;0.0;0.0;0.008294215429074592;0.0;0.0;0.0;0.00764448406719973;0.02573411710125288;0.008412966894614566;0.0;0.030081172734440165;0.006461510358469819;0.0019674930102816903;0.07554374460181425;0.0;0.0;0.015784341149357277;0.0;0.005586839313513718;0.0067333228566535605
761;cheveux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015910065761730794;0.0;0.0;0.0;0.0;0.003312012196906288;0.004088611425267385;0.003161428278248132;0.0020274384770956884;0.00432379352823108;0.0;0.0;0.0
762;cheveuz;0.0003852650916919645;0.0;0.0005521887507859614;0.0;0.0;0.0;0.0;0.000938746816915917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015048566244790448;0.00018241920431798434
763;chic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0072602908789246735;0.0;0.0;0.0;0.0;0.0005515242888222348;0.0;0.0;0.0;0.0012286616068326991
764;chiffrer;0.0;0.0;0.0;2.0296801293008278e-05;0.0;0.0;1.0809912466135774e-06;1.2584968512533073e-05;4.936658193847738e-05;0.0;0.0;0.0001711449612276704;0.0;0.0;0.0;0.0;0.00012673637801324634;0.0004497645360156367;0.0;5.508121308247682e-05
765;chignon;0.0;0.0037903168200157118;0.0;0.0;0.0;0.0;0.007538473591855704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042789865081386894;0.0;0.0;0.0;0.0008534771446076866
766;chimique;8.709982961838568e-05;0.00044157327914455286;0.0049892918900308544;0.0;0.0;0.0;0.0;0.0;0.0;0.008235758515639782;0.0;0.0;0.0;0.0;0.0006232270623846135;0.0;0.0;0.0003773439154816372;0.0;0.004907354250851787
767;chimiquement;0.0;7.080338915766323e-05;1.6476012397977103e-06;0.0;0.0;8.32981690291288e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.284828459507351e-05;0.0;0.0;0.00010599757851571715;4.67520201810966e-05;2.381795095162799e-05
768;chinois;0.0;0.0;0.0;1.8898961270515845e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000321288955176224;0.0;0.0;0.0;0.0;0.0;0.0;0.005057512667914647
769;chipoter;0.0;0.004777702860666535;0.003377237324634277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.660910676531993e-05;0.0;0.0;0.0008404484892190192
770;chlore;0.0;0.0;0.0015035677336967658;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005527367604143826;0.00016128957179383256;0.0;0.0;0.0;0.0035618295668751448;0.0032052155675178933
771;chlorer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00020111439602697216;0.0;0.0002765119604853371;0.0;0.0;0.0;0.0;0.0;0.0;0.00045201383364582373;0.0002523132746465454;0.001015312563598562
772;choc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.520049658018746e-05;0.0;0.0;1.486923940875865e-05;9.807898469471758e-06;0.00014157273708901316;3.424108108460992e-05;0.0;0.0;0.0010660963611902798;2.2231907132461407e-05
773;chocolat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.600133614688093e-250
774;choisie;0.0;0.0;0.0;0.003971021135469255;0.0;0.0;0.0;0.0;0.0;0.0;0.000507737486857765;0.0;0.0;0.0;0.00010459740826530882;0.0;0.0;0.0;0.0;0.00285282389583654
775;choisir;0.0009708057308941447;0.003860664924948478;0.0;0.002703586091470408;0.0;0.0;0.0;0.0;0.0;0.0;0.01546748282291272;0.0;0.0018475296509855004;0.0;0.01521220219379452;0.0003808089605806202;0.0;0.005022605307417947;0.0;0.014900870379693494
776;choix;0.0;0.006806578104329755;0.0;0.0;0.018628124276029407;0.0;0.0;0.0;0.0;0.0;0.004725685824809808;0.0;0.002101874057615115;0.007609147460690665;0.008284930537614386;0.00028841446649624416;0.0;0.0;0.001894241099191193;0.0008868175719578099
777;chose;0.0;0.0009517551183521976;0.0;0.006288409637947542;0.0001821868205047538;0.0;0.0004451079011716794;0.001825326144100998;0.0;0.0024156864429217832;0.0;0.0001569098810804189;0.001590061962624471;0.00111766517073617;0.005785808010860869;0.013423030703151803;0.004264227890686912;0.0015047512523208523;0.0036194187178907287;0.020884408637703994
778;chouchou;0.0034607135765057236;0.0;0.000502397716738923;0.015755317373748592;0.0;0.0;0.0;0.006452991908758816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008908653501677778;0.0;0.001222092665940981;0.010072103792263155
779;chouilla;0.0;0.0027122152911024534;0.001878477642339563;0.0;0.0;0.0;0.0;0.0;0.003719732448071786;0.0;2.675977414652058e-05;4.643713021176856e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
780;chrome;0.0;4.3916524351380835e-05;0.0;0.0;3.859981724172446e-05;0.0;0.0;0.0;0.0;7.476995161196838e-06;0.00023580753691648365;0.00013063300961369952;0.0;0.0004329873317394623;0.0;0.0;1.6615180008087056e-05;0.0;0.0;0.0
781;chromer;4.572994576244815e-06;0.0;0.0;0.0;0.0;0.0;0.0;1.0485591001531851e-06;0.00014718225927874207;3.099307266601674e-05;5.3902956741314435e-05;0.0;5.9448622300665206e-05;0.0;0.0;0.0002232281668650237;0.0;0.0;3.171548642763794e-05;3.288826166167631e-05
782;chute;0.005118932350267166;0.004861025886892284;0.0;0.0;0.0011627399524648493;0.0;0.0;0.0;0.01308876403757776;0.020162493732037014;0.0;0.0;0.0;0.0;0.01821123598263028;0.012609221585039963;0.0;0.0030298093953434425;0.006276295240155438;0.009561460672677005
783;chuter;0.0;0.0;8.61974434279854e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3162263719723098e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2934844608138527e-05
784;chutes;0.0;0.0014614691482375875;0.0;0.0;0.0;0.0060265552674342165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004155048633308047;0.003502098483006217;0.0;0.002218734035557591
785;châtain;0.0;0.0;0.0;0.0;0.0;0.0;0.005088681563176462;0.0;0.0024498040080092693;0.009704366595370797;0.011749447919454724;0.00031231969420389915;0.0;0.0;0.0030676763072175588;0.0;0.0;0.000157863174119891;0.00451411524677745;0.0012514116976423478
786;chèque;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019143757846981147;8.581690187191562e-05;0.00010378219979129282
787;chèr;0.0;7.651053421012688e-05;0.0;0.0009616339092105042;0.0;0.00012598858983913028;3.270366342723422e-05;0.0;0.00018544135718358813;0.0;0.0;0.0;0.0;0.0001867904042031808;0.0;0.0011485175709995232;0.000356074159502508;0.006767297100192085;0.0;0.00018232315388017777
788;chére;0.0;0.002510165914117159;0.0;0.0;0.0;0.0;0.0;0.0;2.7963526375452418e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00026847515992436857;0.0;0.0019107944763095575;0.0004947699624460494;0.000195533325988652
789;chéri;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003614450531880323;2.690900449628849e-05;0.0;0.0;0.00040980064555774104;0.0;0.0;0.00040718361653837936;6.923820056485371e-05;0.0002640333852179365;0.0005627425367784198;0.002132222176190112
790;chérir;0.0;2.327489411044059e-05;0.0;0.0;0.0;0.00012103559507021067;0.0;0.0;0.0;0.0;0.00021321781972682204;0.0;0.0;0.0002662591908946818;0.0;0.00048724483243279247;0.0;0.00010127794765837796;0.00024211848257174826;0.000470711800481463
791;ci;0.0;0.0;0.0;0.0;0.00020556364731464963;9.391089757550105e-06;0.0;0.0;0.0;0.0;0.00016608649869721834;0.0;0.0;0.0;0.0;0.00014114975405377632;0.0;0.0009731406969880291;0.0;7.050161010762725e-06
792;cible;0.0015398960112600675;0.0;0.0;1.4950846531929903e-06;0.0;0.0;0.0;0.0;0.00027458279862535237;0.0;0.0;0.0;4.8663106775978716e-05;0.0002750678126373288;0.0;0.000289506248195926;6.547716956606298e-05;0.0;0.0010589045816848117;1.931142874072843e-05
793;cibler;0.0;0.003484367444482044;0.0;0.0;0.0005462755723094125;0.0;0.0;0.0;0.00533617331379861;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.184789644104929e-05;0.0023962877542647613;0.0;0.0
794;cicatrice;0.0006648533139546593;0.0;0.00048663560979427965;0.0008696484774587804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0017119232363235104;0.003603510064085842;0.0;0.0;0.0;0.0;0.004567896169747205
795;cien;0.0;0.0;0.0018004921209766535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005914481429815904;0.0;0.0;0.0009972833413298965;0.0;0.00039410487458359396;7.442172297455538e-05;0.0
796;cigare;0.0;0.007229986739053638;0.002179962315484405;0.0;0.0;0.0;0.002540012379201858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
797;cil;0.006177038533500246;0.01304045660833912;0.0;0.0;0.0024599072523100204;0.0;0.0013001849866197668;0.0;0.0;0.0;0.005153462281853527;0.0;0.0;0.0;0.034536510759574784;0.0;0.006445837525418;0.0;0.0;0.19256195058386055
798;cils;0.001052080168175272;0.0;0.0;0.0;0.0;0.003855210994353343;0.005506074389316975;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002310241736873229;0.0;0.004906311203768015;0.0;0.0;0.12477082220606074
799;cinnamal;0.0;0.0;0.002375322265240479;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
800;circonstance;0.0037915161565734586;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003553682117731658;0.00016127329066692827;1.3641478420927636e-05;0.00032922352288709236
801;circulaire;0.0;0.0;0.0;0.002276019650942916;0.0;0.0;0.0016381180651574862;0.0;0.0;0.0;0.0;0.0;7.817908817645995e-05;0.0007425769515944532;0.0;0.0;9.974527600033061e-05;0.0011405278852128697;0.0;0.001234143912065908
802;cire;0.002311192163158263;0.0;0.01934672823412767;0.0;0.001959517033555828;0.0;0.025653485173869728;0.0;0.1150706899642328;0.01471399227780174;0.0;0.0;0.005752441123356115;0.0;0.0034828597498614837;0.0013210070905498377;0.0;0.0;0.04973965718112999;0.0932426753525214
803;cirer;0.0;0.0;2.690178123624434e-05;0.0;0.0;0.0;0.0;0.0;3.1543138860086823e-06;2.9943592011492378e-05;0.0;0.0;0.0;0.00023334292064471944;0.0004766421145857817;0.0001558572493526399;0.0;0.0;0.0003752934558567687;0.002313917467730941
804;cires;0.0;0.0;0.0028125416597961942;0.00029311182231951265;0.0;0.0;0.0;0.0;0.0;0.0;0.00017790531253824882;0.0;0.0;0.0;0.0;0.0;0.00028336876180984073;0.0007438149844447287;0.0009021993470963232;0.0010901768118269607
805;citer;0.0;0.0031475271354037687;0.0023965887796217594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.865303740930539e-05;0.0;0.0;0.0;0.0006298997112146439
806;citerai;0.0;0.0037680402559550283;0.0;0.0;0.0;2.657690690523471e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013683223542264662;0.0;0.0041702600159311855;0.0004787692353336998;0.0005589412013067649;0.0;0.0017707884226761943
807;citronnée;0.0;0.0;0.0;0.00039697150075167605;0.0;0.0;0.0;0.0;0.0;0.0;0.00010713281005617463;0.0;4.3010814878998964e-05;0.0;3.664591838433226e-05;0.0;0.00041622739020163275;0.0003000697295880719;0.00016391992972033037;0.0008892382442974732
808;clair;0.006051737650865336;0.0;0.0;0.09037562789852513;0.0;0.0026869911389429527;0.0006692732050459808;0.0;0.009227303222397764;0.001971276592658108;0.11528969462836167;0.0;0.003020377896780814;0.0011303994220996773;0.0;0.0;0.0;0.017104101692213807;0.0;0.041271299623753054
809;clairement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.59326312872005e-05;0.0;0.00017027295944075263;0.0003235418037814379;0.00013619050555263394;5.017579064537815e-05;6.910168277517955e-05;0.0;0.0010533977944841015;0.0;0.0027537908227486963
810;clairs;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00015981632159510012;0.0003967156996522329;0.003466574517151106;0.0;0.0;0.00035481388165043234;0.0;0.0;0.0;0.0011723366687771354;0.0018512595019567655;0.0
811;clairsemer;0.001140080411864344;3.095293816854825e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00013691153969748953;0.0;0.0;0.0;0.0;1.1063261367221327e-05;0.00044226130088131644;0.001062141082237067;0.0;0.00019919778193085838;0.00021877736304803895;0.001030060119042039
812;clairsemé;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011198334098452485;1.6026890068644207e-05;0.0;0.00012515135030714494;0.0;0.00018521444031137138;0.0004758465033195725;2.4079641301086177e-05;3.346031716064721e-05;4.7577365252091886e-05;0.0006503230262917678;2.989525150718343e-06
813;clarins;0.0;0.0;0.0;0.01236706785878965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012568264445574455;0.0;0.0;0.0;0.0;0.0
814;clarisonic;0.0;0.0;0.0;0.008070192037153218;0.0;0.0;0.0;0.0;9.574396259478157e-05;6.231679499874449e-05;0.001067827008140468;1.127114559270142e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
815;classe;0.0032361344472337504;0.0;0.007795048529023009;0.004130061998488427;0.0;0.0;0.0;0.0;0.0;0.0;0.00039203558244459553;0.0;0.0;0.0;0.0;0.008205970544627982;0.0;0.0002585418707475907;0.0;0.0
816;classer;0.0015154876141368066;0.0034178315537079372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.287921699034426e-05;0.0;0.0;5.621885375103072e-05;0.0;0.0;0.0;0.0
817;classique;0.0;0.00894124244772033;6.301274790922797e-05;0.0;0.0;0.0;0.0;0.006102464001502219;0.007203593735514758;0.0014319325925948208;0.0;0.0004303910263377178;0.0;0.014054232893859138;0.0;0.0002962526834781789;0.0;0.0444261630909203;0.010856234258777062;0.00716598968370177
818;clay;0.0;0.0;0.0006689287520839784;0.0;0.0;2.7195747879035925e-05;0.0;0.0012952736961215439;0.002350465431120377;0.0;0.0;0.0;0.0020999729419386003;0.000612385545761975;0.0;0.0005594533205335314;0.0;1.0144231241752792e-05;0.0004502635623633409;0.000947071822380496
819;client;0.004825428455414836;0.019954130588697366;0.0;0.0;0.008496203021586358;0.008643197204276074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012638905396832225;0.0005454276836005382;0.0;0.0;0.0;0.0;0.0019497986173191444
820;clientes;0.0;0.0;0.0;0.0;2.409907056791986e-05;0.0;0.0;0.0;0.0057255716554535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
821;clignement;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00033883201261915877;0.0;0.0001366075045900933;0.00014403648849839451;0.0;0.0;0.0;0.0;7.281850952358639e-05;0.0008897415273365465
822;climat;0.0;0.0;0.0;0.008231716019292323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0013843942497101325;0.0;0.0;0.0;0.0;0.00034529641627435975;0.0
823;clin;0.0;0.0;0.0;0.0013870200617095145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.342923344993638e-05;0.0;0.0;0.002318735604303014;0.0015916616857341783
824;clinique;0.0;0.0;0.0;0.001567574554463874;0.0;0.0;0.004012617125821376;0.0;0.0;0.0;0.00837419989434746;0.0;0.0;0.0027356846437311786;0.002739490363580894;0.0;0.0003288667785409524;0.0;0.0;0.003484985666196257
825;cliquer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1156324670313332e-05;0.0;0.0;0.0;0.0;0.0;9.289771071204117e-05;0.0;0.0;0.00020945849453050025;0.0010308976056421137;0.0;0.0009525391697991448
826;club;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3853148977351208e-05;0.000166669494308212;0.0;0.0009991606160072066;0.00031930554433949723;0.0001240959608975756;0.0;0.00031329958424387307
827;coco;0.0;0.00438509676273504;0.0020317530056299196;0.0;0.0;0.0;0.00314767138519701;0.0;0.004308108056272375;0.0;0.0;0.0;0.0;0.0006902779708741223;0.0;0.0;0.011538681431852311;0.0;0.0016880660225808953;0.0
828;cocooning;0.0;0.0;0.0003363064786430871;0.0010933277522418947;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012554531216058807;0.0;0.0;0.0;0.0;0.00032941580069494015;0.001588325086831224;0.00031579730966797365
829;cocotte;0.0;0.0;0.004284358414076912;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
830;code;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003947801092946989;0.0;0.0;0.0;0.0;0.000948465105020105;0.00016453084482494432;0.0;0.0;0.0
831;codes;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2389566868883646e-05;0.0;0.0;4.40515881213569e-05;0.0;7.959168540551558e-05;0.0;0.0;0.0;0.00041753581431575867;0.0;0.0005537152430566658
832;coeur;0.0;0.0;0.00248671641721439;0.005818516210668593;0.0;0.0;0.004297555362454941;0.0051650078049242905;0.0;0.0;0.0;0.0;0.011885186214248071;0.010663403259270383;0.0;0.0;0.0;0.014545623917310619;0.0;0.0016343170978570945
