;documents;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
34;Brosse agréable, cils déployés, sans paquets. Odeur agréable. Prix raisonnable.;0.0002484534500029987;0.048290865004435066;0.08887811037113263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001571029386341951;0.0016915074336595573;0.0;0.0;0.002877159988749757;0.0;0.003145685047300937;0.0;0.0;0.009557434433714823;0.0;0.0;0.0035230710905348873;0.0006799115600584659;0.0;0.017335690965692423;0.02417806394857832
35;Texture super agréable, j’adore !;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42291779934915125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;Je recommande ce produit que j'utilise depuis longtemps et qui fait son effet de coiffure naturelle sans laque - A essayer sans réserve -;0.06745997537340123;0.0;0.0;0.0;0.0018053558634581566;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00012134900954741048;0.0;0.0007337612467667754;0.0011261431032393437;0.0006918947518789624;0.0;0.0;0.12738674279109619;0.0;0.0;0.0;0.03408707661202259;0.0;0.0
37;Très bon produit ... je l'utilise depuis 6 mois et j'en suis plus que satisfaite ....rapport qualité prix également...livraison plus que correcte;0.0;0.08751909136131583;0.0;0.0;0.0;0.09558849921481155;0.0007445811164132557;0.0;0.0;0.0;0.0003241354554333459;0.10793043547875822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14257742793086758;0.0008031596233584847;0.0;0.0;0.0;0.0;0.0011954822289104705
38;Ce mascara est super. Je l’utiluse Depuis des années. Par contre vous devez savoir que ce vendeur va vous l’envoyer sans blister. Vous allez le recevoir dans une enveloppe toute simple. Cela n’est pas mentionné dans le descriptif.;0.00017359471640573062;0.0;0.0;0.0;0.0021672571825984807;0.0013730460052888028;0.0;0.0;0.005423186953962705;7.907294196538282e-05;0.0006612006071728057;0.0033273805888038147;0.0;0.0;0.0030676484681509825;0.05984894300468981;0.0;0.0;0.0;3.86060897447685e-06;0.01373294765461047;0.0;0.0018005233030886443;0.0;0.0;0.0;0.0005094279845018577
39;Le seul qui ne me fais pas pleurer les yeux et que je supporte et qui est bien noir je recommande je ne prend que celui la;0.06386075065738145;0.0;0.0;0.0;0.0007601287279865291;0.0010287302981483518;0.0006831521871876622;0.0;0.0;0.0;0.006028375867573598;0.0;0.0;0.0001663970123598999;0.008075940308241172;0.0019402211691054952;0.0;0.000535291579348621;0.003036893725242499;0.013685894530574623;0.0007005011739602853;0.0;0.00013656568206012748;0.0;0.009851665822654567;0.0009574105956822973;0.0015181500393707987
40;nan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
41;j'ai les cheveux vraiment très très sec et ce shampoing les répare très très bien.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00129615475080518;0.0;0.0;0.0;0.0;0.0;0.0;0.23559185934033725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;obligé de faire une dissertation c relou;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00034817101094788305;0.0004438007656744589;0.0;0.0;0.0;0.0002950256209198142;0.00015328408470648407;0.0;0.0;0.0;0.0;0.0001764868744289749;2.951984354002888e-05;0.0;0.00014011101054454983;0.0012579606261291457;0.0;0.00022263975343905088;0.00028077745527449336;0.0007557328110607816
43;Heureusement que sur le net il y a des tutoriels parce que le moins qu'on puisse dire c'est débrouille toi avec ce qu'on te vend...De la part d'une si grande marque c'est pauvre, (mais pas le prix) !;0.0;0.030961519216719052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000621084466729473;0.0;0.0;0.0;0.0;0.0;0.0;0.0005759810238874512;0.0;0.0;0.0;0.0;0.0;0.08237369493676193;0.0;0.009793013887670142
44;Efficacité prouvée grâce à ma fille, venue pour me conseiller, et à qui j'ai offert le deuxième produit.;2.670075206657006e-05;0.00026559812742954687;0.0002477766696177091;0.0014966741781971959;3.608480119847409e-05;0.000748208164015464;0.0007990619032474332;0.0;0.0013033262985897025;0.00010241397657313235;0.0005302608567245777;0.0;0.0009989430479477323;0.0021709710774443225;0.002724820519254244;0.0007589131361862038;0.002222138828617703;0.006274496583445826;0.0006276214804278083;0.0007030041808656075;0.0020826609560517283;0.000454834809175673;0.0;0.0;0.026445395758649314;0.0005767464542800857;0.0
45;J'ai les cheveux courts;0.0001613516151689006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0019906508577058656;0.002593100551081312;0.0;0.0;0.001329292676776525;0.0;0.004001667620076089;0.0;0.0008007666727492311;0.0016827670664490522;0.0;0.002297120830801782;0.0009778658265257422;0.0;0.0;0.000484691997439875;0.005568866550445666;0.001737855322471821;0.007182046419575486
46;Je cherchais une cire qui tienne mes cheveux, ne les rendent pas gras, ni d'effet mouillé et que je puisse resculpter;0.0;0.0;9.926813039797694e-06;0.0;0.0;0.0009683417020781077;0.0007464429240521952;0.0;0.006097946325237728;5.132027652665606e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00010435054555381618;0.0;0.0;0.0031478573257728323;0.0;0.14599012955065258;0.0;0.00036798581903867573;0.006596221027746018;0.0;0.0
47;Cette cire fait son office, j'en ai essayé plusieurs et c'est la seul qui arrive au niveau de L'Oréal adixion pour homme qui n'existe plus;0.0;0.00014109790798484833;0.0012365213924946405;0.0007395221683354798;0.0004616314412828127;0.0006279254386204804;0.001684844514828007;0.0;0.004210249931206689;0.0007656667795102668;0.0;0.001506847427388966;0.0025535811894188336;0.002453536730394114;0.0;0.00373879436810034;0.0028131587880256483;0.0074878358418516335;0.0014627973785078083;0.002968682915030677;0.0003276363004419452;0.008933704768433588;0.0031350052543122537;0.00020366711120730052;0.04164473182470548;0.00034038039659997946;0.0014602521304866443
48;J'en ai même acheté plusieurs pots vu mon niveau de satisfaction;0.0;0.0001679793732367316;0.000184150468859729;0.0;0.0;0.0;0.0;0.0004257590682864527;0.0;0.0;0.0;5.045988774546872e-05;0.0034311373669257965;0.0;0.0005686806159240252;0.0;0.00035827590187445876;0.000555564667724304;0.0;0.0;0.00017452146835538645;0.0;0.0016021429653007581;0.0;0.06235540201466133;0.002037191261043803;0.0
49;J'ai testé plusieurs palettes correctrices et j'ai fini par acheter celle-ci pour atténuer mes rougeurs et ma couperose.;3.366893820491443e-05;0.0;0.0;0.0005312185914824867;0.0;0.0;3.207564385773899e-05;0.00029541421261778604;0.00015349935577728876;0.0010697906103163187;0.0011143713366484043;0.0;0.0008056496941015225;0.0;0.00039958589225952434;0.0;0.0;0.005103123745109497;0.0005573257542705972;0.0;0.0;0.00013889775700538537;0.0;0.0;0.04164517610961494;0.0006797237749264765;0.005276865892496991
50;Certains se plaindront du manque d'un pinceau, mais je trouve cela superflu et l'application au doigt plus intuitive et facile pour travailler la texture.;0.0;0.00042503511856354124;0.0003264127142843866;0.0;0.0;0.0;0.0006059559981058582;0.0;0.0;0.00032748297628727057;0.002131146031319725;7.787566507084252e-05;0.08653467091824321;0.0;0.09286473637385945;0.0;0.0;0.001558756477907006;0.0;0.0;0.0039394068932206245;0.0016887612256671328;0.0;0.0;0.0;0.0;0.0027223637752652775
51;J'ai un meilleur rendu et fondu avec un application au doigt plutôt qu'avec le pinceau, j'ai principalement appliqué le vert, les autres couleurs étant difficile à appliquer pour moi puisque je dois en mixer plusieurs pour pouvoir atténuer mes cernes. Je pense que les teintes ne sont pas adaptées à ma carnation,j'aurais besoin d'un anti-cernes plus jaune. Après application de mon fond de teint, le correcteur ne se perçoit pas et c'est le plus important qu'il camoufle les imperfections sans être visible.;0.0003823688566051202;0.0;2.2186453670264005e-05;0.011730493004960563;0.001091593560034598;0.0002180188553913541;0.0005643940035538994;0.0;0.0011563626072092833;3.9742062865823604e-05;0.003156339559704478;0.0007433591055042901;0.0009729424075915193;0.002806642343171057;0.07028163791195892;0.0;0.003949027745915129;0.02230532417420633;0.00031456523608759755;0.023041233317934194;0.005452627325748191;0.0;0.0071664241385158275;0.0;0.0009144170901661956;0.003379806067844991;0.02905082273251545
52;Livraison express comme d'abitude .;0.0;0.0;0.0;0.0;0.0004864835572229815;0.0;0.0;0.0001066217122069838;0.0;0.0;0.0;0.11396853554079886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;petit prix .;0.0;0.11451280134587218;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3889671219660753
54;Bon shampoing pour déjaunir les cheveux mechés.;0.0;0.0005140211260358472;0.0;0.0;0.0;0.0;0.00020895323331048815;0.0;0.0;0.0003377196164781923;0.0;0.001424643491134803;0.0;0.0;0.0;0.0;0.0;0.011341007431287693;0.0;0.0;0.006251155234244191;0.0;0.0;0.0;0.0;0.000961788417669693;0.00010457263669515244
55;pratique avec sa pompe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012229827172105503;0.0;0.0;0.0008550978396074623;0.0;0.0;0.0;0.0;0.0;0.0;0.26814953290984483;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;satisfaite de mon achat;0.0;0.001371853683661458;0.0;0.0;0.008426710637641338;0.20809584930656502;0.0005578666456876551;0.00032867741406724163;0.0;0.0;0.0;0.0017129445125773093;0.0;0.0;0.0;0.0;0.0;0.0022650934294148844;0.0012300713659273168;5.7067461146058304e-05;0.0;0.0;0.038694703856996866;0.0;0.0032469715865540445;0.0;0.0
57;Très bonne gamme, parfum doux et nourrit vraiment très bien le cheveux, je ne trouve pas mieux depuis ou sinon à chaque fois que j’ess Je reste déçu et reviens vite à ce masque;0.0006531194751666816;0.0;0.00030691001732103716;0.0005802897209092255;0.0;0.0;9.948953702854378e-05;0.08788709219585976;0.0032702438601260064;0.001075657810190577;0.0011041567072037396;0.00026028827140723134;0.0;0.10007963736546087;0.0;0.002578380799161161;0.011032667691449081;0.0;0.0011513105068370884;0.003067240048964347;0.005419925023313551;0.012887635256878758;0.0;0.0014744051886605848;0.008822596239746653;0.0033326442484515996;0.0024603601481921924
58;Mascara allongeant qui tient toutes ses promesses. Noir intense. Brosse fine à pivots. Ne fait pas de paquets. Joli packaging.;0.0005786444106827997;0.0;0.0012067117513123416;0.0008711994765999707;0.0005349182135601367;0.0;0.0012821505310287647;0.0;0.0010839072291909733;0.0;0.011840059560802883;0.0005663837364513056;0.0;0.0001445682074829645;0.007257458803291559;0.004460841309989348;0.002387831935946889;0.00019927636860170948;0.02182928576617335;0.01238531241477953;0.0;0.0;0.0015664819110098518;0.0006367066866559453;0.0;0.007123792603645076;0.014779021129706407
59;très bon produit ! rien à dire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;Première utilisation, une très petite quantité suffit pour se coiffer! (J'en ai mis trop ^^);5.401478177312711e-05;0.0;0.0031332120072440272;0.0;6.879123844317728e-05;0.0;0.0;0.007485518244709255;0.0;0.00012994867107308557;0.0;0.0;0.0;0.0004517319828408321;0.07360599168024287;0.0;0.001680290441265001;0.0;0.010998039056046354;0.0;0.0;0.012159238490166356;0.0;0.0;0.0;0.03101187569147036;0.2057318405624785
