;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
702;cdé;0.0;0.0;0.0;0.0012756663318124817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.454497516828687e-05;0.0;0.0;0.00038124267559894463;0.0010558480297981796;0.0;0.0;0.0;0.0027414732135082917;0.00014713159698996034;0.0;0.0011276293190319597;7.970668727372185e-06;0.0;0.0;0.0022713217749544086
703;cehevux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009048902886790796;0.0;0.0;0.0;0.0;0.014688119483176446;0.0;0.00014097678547582098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
704;celer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019855772093519224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011832246149771884
705;cellulite;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03012349174656246;0.0;0.0;0.0;0.0;0.0
706;celui;0.0;0.0;0.0;0.0;0.0;0.0;0.00016864972511956576;0.0;7.386463473098236e-05;0.0;0.0145034957054215;0.0;0.0;0.0;0.00023937597762908332;0.0;0.0017977513999500939;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0025891949021293035;0.010694795585197132;0.0016073678011051752
707;cendre;0.0;0.0;0.0015928867463659152;0.0;0.0;1.7654435856907367e-05;0.0;0.0;0.0;0.0;0.0;0.00023165273651114422;0.005227823242959824;0.0;0.0;4.081241735997987e-05;0.0;8.887271556979752e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00032704528798177936;0.0;0.0
708;cendré;0.0006312159032598645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012823834072934132;0.0018199730647740712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02704733480041487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
709;cendrés;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.056721414416628e-05;0.0;0.0;0.0;0.0015974445995065032;0.0;0.005400506684318455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004392768876032009;0.0
710;centimètre;0.0;0.002163728989945459;0.0003621559004805382;0.0;0.0;0.005380893450304321;0.0;0.0009590677854924356;0.0009893430161891541;0.0;0.0;0.0;0.0028367764458496494;0.0;0.0032099269667346924;0.0;0.0;0.017678024566214093;0.0;0.001088061755582659;0.0;0.0;0.0;0.0;0.004022357985616473;0.0;0.0010691303646719478
711;centrer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002671523058620057;0.0;0.0;0.00017596499569790273;0.0;0.0002497226158312877;0.0;0.0;0.0;0.0;5.732546561800926e-05;0.0009965557625398792;0.0005170669973712643
712;cerise;0.0;0.0;0.0;0.0;0.0;0.0;3.052740311983451e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00010995461443097611;6.877377767613189e-05;0.0;5.259001241812737e-05;0.0007078089444137464;0.0;0.0;0.00029034957446717703;0.0;0.0;0.0;0.00011060072369609347;0.00017374341343719414;0.0
713;cerne;0.0006221334456779108;0.0;0.0;0.0023992874984313825;0.0;0.0;0.0;0.0;0.006424517169260094;0.0;0.00025161357271958197;0.0;0.0009253134625567466;0.0009656535750008332;0.00482209700289069;0.0;0.005691604521516171;0.0008173340621347695;0.0;0.0024201977349940563;0.010462894771096428;0.0;0.0007712060995950874;0.0;0.0008797729579875018;0.0;0.04005785068424217
714;cerner;0.0;0.0;0.0;0.0031176069621121206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012082378089298903;0.0;0.0;0.0;0.0;0.0037913518092661173;0.0;7.057190521639067e-05;0.0010239393700180413;0.0;0.0;0.0019977639862768593;0.013886436662538852
715;cernes;0.003697577211741371;0.0;0.0;0.004963330249944031;0.0;0.0;0.004293863678545599;0.0;0.007451070336876504;0.0;0.006936703601071635;0.0;0.001734289021621849;0.0;0.0;0.0;0.0;0.0037792953791806684;0.0;0.009409326510136193;0.003876655712856291;0.0;0.0007576829131487389;0.0;0.0;0.002859497366570401;0.024493050624991894
716;certainement;0.0019530847879745607;0.0;0.0;0.0;0.0;0.007889332567826155;0.0;0.0;0.0;0.0;2.5524549087433625e-06;0.0;0.0;0.013037947179882539;0.0;0.0004472800046189005;0.0;0.0;0.0004560262597833704;0.00021493264188169762;0.0;0.0;0.0;0.0;0.0037310534385485822;0.0;0.000427983971666333
717;certe;0.0;0.009994737134170095;0.0;0.007170823735235394;0.0;0.0;0.0;0.001532450838118484;0.0;0.0034909740901682175;0.0;0.0;0.0;0.0;0.0025786000412116594;0.0;0.0;0.0;0.0;0.0;0.00790928306146999;0.0;0.007430240285788544;0.0;0.0;0.0;0.0
718;certification;0.00019977920650585105;0.0;0.0;0.0018986060421382438;0.0;0.0;0.0008177745024279621;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016704306724121788;0.0;0.0;0.0;0.0026080802536058304;0.0
719;cesserai;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004621672644440565;0.006184097964748259;0.0019123001234818318;0.0;8.742479779278857e-05;0.0;0.0;0.0;0.0024450200682884717;0.0;0.0;0.0
720;cest;0.0017549254440926971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005842680828504434;0.0;0.0;0.0;0.0;0.0077832481507307625;0.0;0.0;0.0;0.01468087742205157;0.0;0.006163788128308296;0.0012818332606995809;0.0;0.0;0.0;0.0033488589993466403;0.0;0.0
721;cettd;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011987921501837131;0.0;0.0;0.0020946796754453007;0.0;0.0;8.736948252292093e-05;1.5438434442209072e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0004883289965357393;0.0
722;ch;0.0;0.0073807730219669285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02417611255017588;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
723;chaleur;0.0;0.0;0.0;0.0;0.000384015073925546;0.0;0.0;0.0;0.0;0.006808268505957891;0.0;0.0;0.0;0.0;0.002896574416263191;0.0;0.021472606735774863;0.0;0.015240991084531145;0.003952751044655563;0.0;0.0;0.0;0.003730088804787505;0.0;0.0;0.0
724;chaleureux;0.0;0.0;0.008252124881984799;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00020509249680568059;0.0;0.0;0.0;0.0003811516224949559;0.0;0.00011968427243194442;0.0;0.0;0.0;0.0;0.0;0.0038262855320399147;0.0
725;champoing;0.0;0.005697416316381894;0.0;0.0;0.0;0.0;0.0028831408058321495;0.020049476310760792;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008869975147468465;0.0;0.0;0.0;0.007409625767959907;0.0;0.0;0.0;0.0;0.0012632363407832758
726;champoings;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010818306351731005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
727;chance;6.57173101280128e-05;0.0;0.0;0.0;0.0;0.0;1.578235724173752e-05;0.0;0.0033739394033008214;0.0;0.0;0.0;0.0018405716718053178;0.04302166966687968;0.0015143465593559554;1.5175126140549665e-05;0.0;0.0034351333436729507;0.0;0.0;0.0;0.0;0.0;0.0;0.008345997172734218;0.0;0.0
728;change;0.0019461195055436417;0.0;0.0;0.003030272701254119;0.0;0.00348426538643705;0.004028784308162351;0.0;0.0;0.0;0.0015205863785592425;0.007833668061381676;0.0;0.0;0.005446903343823153;0.0;0.0;0.0;0.0;0.0008881563910242233;0.010476526302259419;0.0;0.0;0.0;0.003655161775469746;0.010348719574813458;0.010837560633022708
729;changemant;0.0;0.0051075112864871226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00036107717381919776;0.0;0.00036651512046256043;0.0;0.0;0.00019442619307368935;0.0;0.0;0.0;6.5978890147110445e-06;0.0;0.0;0.0;0.005009543078162494;0.0;0.0032534509855663093;0.0
730;changement;0.0;0.0;0.0008539786781562195;0.0;0.0;0.0;0.0006563423558216217;0.0;0.0029552249049061615;0.0;0.0;0.004410974359436158;0.004801584772854743;0.01658687957734477;0.0;0.0;0.0;0.0;0.0;0.0020623799702270446;0.006636845825254383;0.0;2.223516973374151e-05;0.0;0.008444867342760577;0.0008284236974642682;0.0013268345417221758
731;changer;0.0020147462762530486;0.003907065867257837;0.0006098018526009928;0.0;0.00014593468681213317;0.0;0.0;0.004620549867397249;0.004718161941795416;0.0;0.0044338389512910865;0.0;0.0;0.0;0.0;0.001223809752585746;0.0;7.208171369964842e-05;0.0;0.0101706294070265;0.0017612463309715607;0.008027530844366427;0.006483933979225942;0.0;0.01585337690106423;0.0;0.008699053478541382
732;changerai;0.0;0.002757904746314306;0.0;0.0;0.0;0.0034767470489620463;0.0;0.0021033203334677618;0.0;0.0;0.0;0.0;0.0029911827458398883;0.0;0.0;0.01311039540330776;0.0;0.0015018194161161484;0.0;0.007381231472916934;0.0014880970522031449;0.0;0.0002584015654135594;0.0;0.004301358114881039;0.002419751347399244;0.0
733;changerais;0.0;0.0;0.0;0.0;0.0;0.00352807821178574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006528626371293751;0.0;0.0;0.0;0.0004377432164257475;0.0;0.0;0.0;0.0;0.0;0.0;0.0025855246938532514;0.004681113565580629;0.0
734;chaques;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008386283658574837;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007222729188881305;0.0
735;charge;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.547119159716795e-05;0.0001790996652262225;0.0;0.0;0.0;0.001806916962910406;0.00013480243247853262;0.00015911433068727956;0.00014694497508747285;0.0;0.000518242527120435;0.00017319130291389696;0.0;0.00021209058620660993;0.0008230664634114227;8.311322804185446e-05;0.0
736;charger;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006639633002436554;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.543856091142396e-05;0.0;0.0;0.0;0.0004953925287868783
737;charmer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.252555158095243e-05;0.0;0.0;0.0;0.0;0.0;2.7541887934844998e-05;0.0;0.0;3.469213891310601e-05;0.0;0.0;3.111032636838508e-05;0.0;0.0;1.8612315818358618e-05;0.0001762602094583378;5.489472074314482e-05
738;chatains;0.0;0.0;0.0;0.0;0.0;0.003054566091763307;0.0;0.0;0.0;0.0036361711866383754;0.006228367956257708;0.0;0.0;0.0;0.0;0.0;0.0;0.004362078041164065;0.0004921245912100198;0.0;0.004241666772440331;0.0;0.0;0.0;0.0002914129737421901;0.0;0.0
739;chaud;0.0;0.0;0.002564020401270286;0.004618810242255714;0.0;0.0;0.0;0.0;0.0019583646103127597;0.0;0.0004181114125108456;7.139656767353843e-05;0.0015274916935498323;0.0;0.00390911310986627;0.0013429271974580344;0.004384606187214917;5.625744903884345e-05;0.0;0.0015886204362325872;0.0;0.011391480254181349;0.0;0.0;0.0012385044295737068;0.0;0.0002710688923760678
740;chaude;0.0;0.0058058427433107605;0.0;0.0;0.0;0.0;0.004062293179063122;0.000969956918616446;0.002409885081190871;0.0;0.0;0.0;0.0016439387649630328;0.004110978298421799;4.062858905888273e-05;0.00013251624249935217;0.004118166466760997;0.0;0.0;0.006814963081305763;0.0;0.0;0.0;0.0;0.006061462651839943;0.0;0.000981798114969135
741;chaudement;0.007618221564282133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00024526164323098967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0027591627536323713;0.0;0.0;0.0;0.0;0.0;0.0;0.0
742;chauffe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004424214914834627;0.0;0.0;0.0002048371964656929;0.0;0.0;0.0;0.0;0.0;0.0;0.0006054490503998911;0.0;2.0387284118899647e-06;0.0;0.0;0.00013643473586664721;0.0016892854117382123;0.00026311132687506007
743;chauffer;0.0;0.0;0.00047943220401842104;0.0;0.0;0.0;0.0;0.0009200900774233554;0.0;0.0;0.0;0.0;0.0026422818333752688;0.004120350581306381;0.00934007582886852;0.0;0.003729577960343375;0.0;0.0;0.0;0.004443972909739322;0.0;0.0;0.0;0.0007456097226869019;0.0;0.009272633338435043
744;cheap;0.0;0.004447589140891573;0.0;0.000560009739305911;0.0;0.0;0.002928127791637056;0.0;0.003894235550167779;0.0;0.0;0.0;0.0;0.0;0.0;0.0025247661840393553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
745;chemin;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00017381139927236133;0.0;0.0;8.084619477609276e-05;0.0;0.0;0.0;0.0003539564923898965;0.0;0.0;0.0;0.0;0.0;0.0014157777405631817;0.00019191812001971518
746;chemisiers;0.0;0.0;0.0;0.0028925355007126505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001972314612660715;0.0;0.00031494776552436313;0.0009891778920723664;0.0021488398811312813;0.0006416365456455698;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.198602559805029e-05;0.0
747;cher;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3772109069173634e-190
748;cherch;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.183781096132309e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.004113881027392017;0.0;0.00012023792736301068;0.0011239281976807144;0.0;0.0;0.0;0.0;0.0;0.0006840314142751486;0.0;0.0
749;cherchais;0.0;0.005388711181293058;0.001033334475257096;0.0;0.0;0.031486639518210194;0.0;0.0;0.005284779973561218;0.0;0.0;0.0;0.007468606220929738;0.0;0.0;0.0021016946995713265;0.025593997919521647;0.0010355830806124413;0.012122860978652278;0.00173296908306141;0.0006979646501084404;0.015664361654667378;0.0;0.0;0.007672529953204205;0.005305920831289939;0.0
750;cherche;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015995187137197664;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
751;chercher;0.00027332905380260945;0.010987821253525166;0.0;0.0;0.0;0.0;0.0;0.0;0.0021579460529345847;0.0019650463945840493;0.0;0.0;0.0;0.0;0.0;0.004346432310153734;0.0;0.01753201702258117;0.0;0.0009328881146153603;0.0018293266898134239;0.0015079161291008875;0.0;0.0;0.010728592592983794;0.005148391426520056;0.0
752;cherchez;0.0011571697415543969;0.0;0.00022744627636937066;0.0;0.0;0.0;0.0;0.0007031767487761999;0.002232563356038005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012555310164838894;0.004880903112612927;0.0;0.0;0.0;0.0;0.003175320827571224
753;chere;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3772109069173634e-190
754;cheuveux;0.001033910784986859;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01063115794539533;0.004253658338130164;0.0;0.0006924221790012793;0.0;0.0;0.0010539324145432312;0.0014331723408731835;0.0;0.0;0.0;0.0007172687501040589;0.008980427540687263;0.0;0.0024913881032299456;0.0018687183184205823;0.00015756547162518725
755;cheval;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005423303509614005;0.0;0.0;0.0;0.0;0.008159833473839263;0.0;0.0005707042291193982;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0016462680086342704;0.0
756;cheve;0.0;0.0;0.0;5.930809511296883e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003346592703853985;4.345920719462029e-06;0.000781762076507668;0.0;0.00012738204701197387;0.0;0.0;0.0;0.0;0.0014986981289321494;0.0004065124369108568;0.0
757;chevelu;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006092103407718043;0.009027909235605147;0.0;0.004252544935293543;0.0;0.007504376001794797;0.026730113761480892;0.0;0.0;0.0016143821831768282;0.0;0.006746654007527036;0.0;0.037895931756894694;0.0;0.011258634472724346;0.01920804321808336;0.0;0.0
758;chevelure;0.0013898616864919523;0.007019363183792689;0.0;0.0;0.0;0.0022595130618275265;0.0;0.004153907823459589;0.0;0.0;0.0;0.0;0.00822802878587;0.017390468147052182;0.013908129219199872;0.0;0.009033084986443691;0.04135885407261426;0.004933218871692378;0.0011009411552879175;0.0;0.021623545499906603;0.0;0.0;0.0;0.006556314067481152;0.0
759;chevet;0.0;0.003253879594574917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016059642851335129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0867894761677234e-05;0.0;0.0;0.0;0.0;0.0;0.0
760;cheveu;0.0;0.0;0.008513532983461886;0.0;0.0;0.0;0.007706723526498185;0.024972730780139854;0.0072094209412045356;0.0;0.03309506567415965;0.006715237248543509;0.002470771280928481;0.08224498327446238;0.0;0.0;0.015748809263218658;0.026428244204654623;0.0;0.0;0.0065534684651491525;0.0002387466304956139;0.0;0.0;5.696371794367027e-05;0.003213059941784059;0.003260838175563115
761;cheveux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0015305709016516641;0.0;0.0;0.0;0.0;0.003388694833916441;0.004869082125342938;0.0028421523432600082;0.0;0.00404465937508918;0.0;0.0026081696462686528;0.0;0.0;0.0;0.0;0.0;0.0;0.0030423599831917282;0.0
762;cheveuz;0.0004009852062037768;0.0;0.0005688883370163155;0.0;0.0;0.0;0.0;0.0009231719358824058;0.0;0.0;0.0;0.0;0.0;0.0;8.798440877125864e-05;0.0;1.315307779831248e-05;0.0;0.0;0.00016330683818492695;0.0018555103219850138;6.8407059874530875e-06;0.0;0.0;0.0;0.0;0.0
763;chic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009300547594188932;0.0;0.0;4.890859068856856e-05;0.0;0.0;0.0;0.0;0.0;0.0005887724352563099;0.0;0.0;0.0;0.0;0.0020095137988331638;0.0;0.00011586515660977738
764;chiffrer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.437964766522671e-06;5.412121418320992e-05;0.0;0.0;0.0001775854628137853;0.0;0.0;0.0;0.0006563381120944563;8.763357659951533e-05;0.0;0.0;0.0;0.0;0.0003984081128614193;0.0;0.00019739221071648255;0.0;0.0;7.351628947978268e-05
765;chignon;0.0;0.004756466833105433;0.0;0.0;0.0;0.0;0.007632241474053986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002369523260571178;0.057855588833238436;7.146434383814919e-05;0.0;0.0007086991988655986;5.1828363202484265e-06;0.0;0.0;0.0;0.0
766;chimique;0.0;0.0;0.004928484059904734;0.0;0.0;0.0;0.0;0.0;0.0;0.007931473577464035;0.0;0.0;0.0;0.0;4.542818839827738e-05;0.0;0.0;0.0;0.0;0.003951492521652558;0.0;0.0;0.0;0.0;0.007883365516797842;0.0037850557515821;0.0
767;chimiquement;0.0;6.11336810745385e-05;5.863179595397341e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6158158617011533e-05;9.42568132018666e-05;0.0;9.11492713969668e-06;0.0;0.0;2.7725638713828046e-05;0.0;0.0;0.0;0.0001082515144364455;0.00010830654414238812;0.0
768;chinois;0.0;0.0;0.0;0.0007654454818132896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0003563016684544613;0.0;0.0;0.0;0.0;0.00043091973469549524;0.0;0.0014655260304725249;0.0;0.0;0.0003831596384728155;0.0;0.0;0.0026508393378210306;0.001565229550388446
769;chipoter;0.0;0.004752578035157306;0.003374764420699407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.204586683654914e-05;0.0;0.0;0.0;0.0;0.00037260474311201464;0.0;0.0013696118571747023;0.001221050557052098;0.0
770;chlore;0.0;0.0;0.0015524651491707825;0.00013221920693946864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016468256070590177;3.045612326186207e-05;0.0;0.0;0.00041443630777263075;0.0;0.0009033159971664986;0.004074939113181035;0.0;0.0;0.0;0.0;0.005896900767086765;0.0005678284864566573
771;chlorer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00013126821351352997;0.0;0.00019503663559336683;0.0;0.0;0.0;0.0;0.0004750221280390305;0.0;0.00031904589089071006;0.0;0.0006878195047807309;0.00024609050192344613;0.0;1.1827999668954993e-05;0.00022157718363366755;0.0003631461581518325;0.0008066944053576211;0.00020761885855684987
772;choc;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.991609649624089e-05;0.0;0.0;0.0;0.0;3.759103374438922e-05;0.0;0.0;1.3189078023884132e-06;7.613689279813835e-06;0.0;0.0010177674180589782;3.0761176342004854e-05;0.0;0.0;0.0003385615333798244;0.0006169738161477388;1.8856917444052059e-06
773;chocolat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3772109069173634e-190
774;choisie;0.0;0.0;0.0;0.0046249764582426255;0.0;0.0;0.0;0.0;0.0;0.0;0.0006051232667778174;0.0;0.0;0.0;0.0005772732428214387;0.0;0.0;0.001682298729780905;0.0;0.0006074927752608765;0.0;0.0;0.000407844278132294;0.0;0.0;0.0;0.0013188556466087484
775;choisir;0.001333306956051756;0.0038864612093419157;0.0;0.005278147288960126;0.0;0.0;0.0;0.0;0.0;0.0;0.022149617994193748;0.0;0.0017984713099641833;0.0;0.020242348939478592;0.00673239195884297;0.0;0.0;0.001177101607456667;0.0028761977369656327;4.2880542512247436e-05;0.0;0.001687148156444958;0.0;0.00516033465902193;0.0;0.004190687647828508
776;choix;0.0;0.005937654812669748;0.0;0.0;0.02616534100803079;0.0;0.0;0.0;0.0;0.0;0.005767954783606128;0.0;0.0018346587090070602;0.0071632253001250555;0.007446296301130135;0.0;0.0;0.0;0.0;0.0;0.0015897378915885408;0.0;0.0;0.0;0.007647280526889788;0.005808567112386574;0.0
777;chose;0.0;0.0;0.0;0.007753465263357728;0.0;0.0;0.0;0.0006974805448236858;0.0;0.0010926144047358917;0.0;0.0;0.0006714978182708437;0.0;0.005729688430999745;0.0;0.0022117482834907833;0.0008930823407463305;0.0;0.0030544455624794756;0.0;0.0;0.0;0.003180164343219514;0.03477332394699961;0.008401887615189051;0.026504981458699863
778;chouchou;0.0034931983226502584;0.0;0.0006336806534699228;0.01694883071642164;0.0;0.0;0.0;0.006429857174724109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009706966507981848;0.0;0.0;0.015562533159978971;0.0024928700020589783;0.0;0.0;0.0;0.0;0.0;0.0
779;chouilla;0.0;0.002806761926498454;0.001872312216172326;0.0;0.0;0.0;0.0;0.0;0.003593055149619755;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001611116704190891;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
780;chrome;0.0;0.0;0.0;0.0;7.896052713857348e-05;0.0;0.0;0.0;0.0;0.0;0.0;9.25674965672735e-05;0.0;0.00029670538388623386;0.0;0.0;0.0;0.0010219771035498934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010398361751632483
781;chromer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.178106637980522e-05;0.0;0.0;0.0;6.835921884781941e-05;0.0;0.0;0.0;0.0;0.0005801000106714978;0.00030348446205554316;2.3558306111108745e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0
782;chute;0.0042774136100718835;0.0024212007563714642;0.0;0.0;0.0;0.0;0.0;0.0;0.009659035548264767;0.018495470511691762;0.0;0.0;0.0;0.0;0.010608586294263084;0.0;0.0;0.0;0.014555824916125943;0.006010300075056106;0.0;0.007947310270416931;0.0;0.0059285057809092215;0.02083142299404941;0.0432156653654287;0.0
783;chuter;0.0;0.0;8.95144343089438e-06;0.0;5.509344491586165e-07;0.0;0.0;0.0;0.0;0.0;4.784540634394593e-06;0.0;0.0;5.898522086249044e-07;0.0;1.9305605167445027e-06;5.217271717179909e-07;0.0;0.0;4.5624229526807815e-06;8.874734891004871e-07;0.0;0.0;0.0;0.0;6.462939349066323e-06;2.0547236542904476e-06
784;chutes;0.0;0.0014377335643101464;0.0;0.0;0.0;0.006196949672941611;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0042491620440048405;0.004113761853025543;0.0;0.0;0.0006155269293108095;0.0;0.00010272677571562905;0.0008263876019716827;0.0;0.0008662741658150736;0.0019190021826423658;0.0005508980775760758
785;châtain;0.0;0.0;0.0;0.0;0.0;0.0;0.0043453866428879535;0.0;0.0;0.007004756480721799;0.0018939162719652314;0.0;0.0;0.0;0.0;0.0;0.0;0.034739449502278835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022977930234443063;0.0
786;chèque;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002456834401220179;0.0;5.089045475684004e-05;0.0;1.9161548387052102e-05;5.348056562262597e-05;0.0;5.10583251297093e-05;0.0;0.00044205074080452464;0.0;0.0
787;chèr;0.0;0.0;0.0;0.0008069322241137625;0.0;1.6895986861207195e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008473396731700446;0.00018845074090524338;0.0;7.338522857408009e-05;0.0;0.0;0.0;0.0;0.0;0.0016781837034845837;0.0;0.004390881997309093
788;chére;0.0;0.002036841899919935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009929780799992744;0.0;0.0;0.0;0.0;0.0;0.0;0.00012775517842475537;0.0;0.004443481489002267;0.0;0.0
789;chéri;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.461054146680796e-05;0.0;0.0;0.0;0.0003706860495075122;0.0;0.0;0.0;0.0;0.0022481010951541755;0.0;9.257523297351178e-05;0.00018219945873684917;0.0007421528380748829;0.0;0.0;0.0009859743795199625;0.0;0.002494894730581918
790;chérir;0.0;0.0;0.0;0.0;0.0;4.7788114680771577e-05;0.0;0.0;0.0;0.0;0.00017431910529170733;0.0;0.0;0.0;0.0;0.0;0.0;7.430482203660092e-05;0.00029963147978426865;2.2790425822649187e-06;0.0;0.0;0.0;0.0;0.002056622334976029;0.0002052931367968003;0.0
