;term;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26
48;accueil;0.0;0.00018076626132209467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004444147812214537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002544216357870335;0.0;9.845961783751303e-05;0.0;0.0;0.0;0.001548652082670872;0.0;0.0
49;accès;0.0;0.0;0.0;0.0;0.0;0.006079580133492011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005235153289107152;0.0013885994641850052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010819100835082343;0.0;0.0
50;accélérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011065602199221423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0025010693767118478;0.0;0.0006819320579014084;0.0;0.0;0.0;0.0005585880670123346;2.8131641535906784e-05;0.0
51;ach;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016652182598457518;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001732880089499731;0.0
52;achat;0.0;0.04458413201202479;0.0;0.0026977012148678343;0.099910242086067;0.18795107481037499;0.012363569262200532;0.008435312397077883;0.0;0.0033681664054636545;0.0012094334115932647;0.018032200173330987;0.0;0.0;0.0;0.0;0.003922272065351146;0.03775248318000734;0.023969679407577844;0.015175762690780241;0.006390553046851893;0.007421348166405871;0.22911671550379192;0.0;0.04041918470901706;0.0;0.0
53;achats;0.0;0.0;0.0015261688044962162;0.0028092748842609705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008566187755699342;0.0;0.0
54;ache;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.550967542833282e-05;0.0;0.00010394394450456256;0.0;0.0;0.0;0.0;0.0;0.0;0.0006813678348119191;0.0;0.0;0.00031834058009649234;0.0;4.274415675519002e-05;1.3464532695320567e-05;0.0014339266127052616;0.0;0.0
55;acheminement;0.0010448342525342274;0.0035756636698095366;0.0;0.0;0.0;0.0;0.002247526280454226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001557417383293341;0.0;0.0010085445683442643;3.724409397156405e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;achetais;4.628258354907516e-05;0.003166074105479684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00032839094397865644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007083592448564389;0.004245538406180532;0.011529690107870022;0.0;0.0;0.0;0.031711533710888196;0.0;0.0
57;achete;0.0;0.0;0.0;0.0;0.00843613023112466;0.0;0.0;0.0;0.00212468997222509;0.0;0.0037499667108648787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006927281560503332;0.0028794860438586933;0.01399711347609358;0.0;0.0;0.022079707992182274;0.0;0.0;0.0
58;acheter;0.0;0.0;0.0;0.0;0.0038244921303224803;0.003957123858281312;0.0;0.015078566753382313;0.007168708404124389;0.005699069437760006;0.0;0.0;0.0;0.0;0.00843656295199598;0.021586573397617846;0.0;0.0;0.0;0.0;0.006145211827243994;0.0;0.01560943977842998;0.0;0.6386402717068309;0.025306138866967275;0.0
59;acheteur;0.0;0.002298345309008361;0.0;0.0;0.0;0.0;0.0;0.0;0.00023904199556801575;0.0;0.0;0.007336575863117227;0.0;0.0;0.0;0.0009472073588468755;0.0;0.0004616197867288235;0.0;0.0;0.0009788690340688851;8.634785559317697e-05;0.0;0.0;0.0017397928943651564;0.0;0.0
60;achetez;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006584553876312643;0.0;0.0;0.0001992949090251643;0.0026168888717053827;0.0;0.0008282044871057232;0.0;0.0;0.0;0.0;0.0002769588302983957;0.001632318741517033;0.0005337755206850571
61;achette;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014401406789860141;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
62;achetée;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009919909464701764;0.0025890065241823026;6.519396698896114e-05;0.0;0.0;0.0006314687991384089;0.0;0.0;0.006116007468547762;0.0004394631143010657;0.0;0.0;0.0;0.0;0.001572808395038512;0.00020242355102692417;8.141070124835362e-05
63;achète;0.0029007277670859847;0.0;0.0;0.0;0.0;0.011571739331735902;0.0;0.0;0.011424076350275094;0.0;0.004051564336918012;0.0;0.0;0.0;0.0;0.0026367170072847416;0.0;0.002012949773826434;0.0;0.0037617865342925963;0.03361543580369841;0.0;0.054777781861548316;0.0011663843687819602;0.04575439338717541;0.007042021945543875;0.03973419185460051
64;achèterai;0.0;0.0022617975744568617;0.0009625344299117143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002447664985477017;0.0;0.0;0.0019536641062764593;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003925793077034504;0.0;0.008741456933786227
65;achété;0.0;0.006613647367525879;0.0;0.0;0.0;0.0068466126314889915;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0002750942259516473;0.01410306671625066;0.007689033807696372;0.0;0.0
66;acidité;0.0;0.0;0.0;0.0030371716137692515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0008538038122113354;0.0;0.0;0.0035811087866257935;0.0;0.00019650850075771489;0.0;0.0;0.0;0.0;0.0;0.00026561497279667314;0.00020941539787459212
67;acné;0.0;0.0;0.0;0.014355004127497675;0.0;0.0;0.0;0.0;0.0;0.009201340053381402;0.0;0.0;0.0;0.00010998077908394916;0.0;0.0;0.0;0.0;0.0002704451004578161;0.0017740197508173076;0.013189033247840775;0.0;0.0;0.0;0.0;0.0;0.007834051360605724
68;acnéique;0.0;0.0009536741035838814;0.0;0.004028441218723441;0.0;0.0;0.0;0.0;0.0017802321089767255;0.0;0.0;0.0;0.0;0.0;0.0006241941154887193;0.0;0.0;0.0;0.0;0.0036351701093921764;0.00025941298097777144;0.0;9.022093897253093e-05;0.0;0.0;0.00031686075945464476;0.0009336074818279743
69;acnés;0.0;0.0;0.0;7.81349457156878e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.00043978600089753374;0.0;0.0;0.0;0.00028023262609190634;0.0;0.0;0.00017677075144790794;0.0;0.00079920066293526;7.041137990153912e-06;0.0;0.00012669515510762452;0.0;0.0;0.0;0.001003024976997564
70;acquiert;0.0;0.0028025893451459954;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005628114062787475;0.0;0.0;0.0;0.00118213173501233;0.0;0.0;0.0;0.0;0.0;0.0;0.0010699147063115931;0.00044323069625474946
71;acquis;0.00089618396156177;0.005803979343802866;0.0;2.294911877279977e-05;0.0;0.0;0.0;0.0;6.465267686526845e-06;0.0;0.0007872895213921845;0.0;0.0;0.0;0.0;0.0001775908106834209;0.0;3.118705947500812e-05;0.0;0.0;0.0;1.722018613019063e-05;0.0;0.0;0.0002987921853870961;0.0;0.00022520240683026715
72;acquérir;0.0;0.0;0.0;0.0;6.523945944953109e-05;4.031367189276901e-05;0.0;0.0;0.0;0.0;7.005978920350488e-05;9.854778362668432e-05;0.0;0.0;0.0;0.0004993928886613328;0.0;0.0;0.0;0.0;0.0001319428074667721;0.0;0.0;0.0;0.001982685185274267;0.0;0.0
73;actualise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00011987921501837131;0.0;0.0;0.0020946796754453007;0.0;0.0;8.736948252292093e-05;1.5438434442209072e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0004883289965357393;0.0
74;actuel;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.094439113769184e-05;0.0;0.0;0.0;0.0;0.02407107980726004;0.0;0.0;0.0;0.0;0.0005263275414720189;0.0
75;actuellement;0.0;0.0030018437928653998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017663979302444788;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010673302514893169;0.0
76;adapte;0.0;0.0;0.0;0.015700685157304804;0.0;0.0;0.0;0.0;0.006777258666854696;0.0;0.00888095186578467;0.0031750838487673654;0.0;0.0;0.0003807495372918608;0.0009285214052923026;0.0;0.012134847174629022;0.00013282456856423787;0.005101405212963892;0.007182125449605398;0.0;0.0007890082484351005;0.0004355805820242427;0.00046782957957648425;1.391893047812104e-05;0.01540753335820339
77;adaptent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00889899133396473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017920932572040044
78;adapter;0.0;0.002763621653714119;0.0;0.02652457118069686;0.0;0.004844627654642856;0.007228352148657433;0.0;0.0;0.012455590537027175;0.005105383060219222;0.0;0.0024576738117803166;0.015535438987250277;0.0016754957219721233;0.022004119517695226;0.0024499234740220283;0.04148162602526332;0.0;0.008784619120418726;0.0;0.017163683441755673;0.0;0.0;0.00480886192436788;0.0;0.00720799605672139
79;adapté;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009171046091223177;0.011533337909143208;0.003189157306389204;0.0;0.013542702455365515;0.0;0.0009185114282643852;0.0;0.0;0.0006013683482478255;0.0;0.0;0.0;0.0005706280691962056
80;adepte;0.005539803410980266;0.0;0.0;0.0034611734176040673;0.0;0.0;0.0;0.0;0.0;0.003712664761547195;0.0013786310486548381;0.0;0.00256056917833156;0.005584913873516157;0.0;0.0;0.0;0.009981075365368026;0.0;0.022679824713821302;0.0005215270652302991;0.0;0.0;0.0;0.012861335688873715;0.00765195929520187;0.0022943559325712994
81;adeptes;0.0;0.0;0.0;0.0042845138113191865;0.0;0.0;0.0;0.0;0.0019561263714286334;0.0;0.00013824996200796652;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0004978678463203399;6.518331640637147e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.003509849208809723
82;adhère;0.0;0.0026019877297387473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0035878969485521792;0.0;0.0;0.0;0.004134091222733129;0.0006461247659470648;0.0005658153466766245;1.8957113503355164e-05;0.0;0.0002464020762154564;0.0069015086784737795;0.0;0.0
83;adhérer;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01150787865745952;0.0
84;adhésion;0.0;0.0;0.0;0.0030594034044141467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0011159528726737203;0.0006116685628908684;0.004342013496354719;0.006711265910489109;0.0;0.0017784188558666097;0.0;0.0009284428828580481
85;adict;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00031690760171383523;0.0;0.00040022097988594817;0.0;0.0;0.0;0.0;0.0;0.0009986393815221083;0.00311530885380069
86;adieu;0.0016875806206808816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0001977608804472451;0.0;0.00010863962828828636;0.0;0.0;0.0011873092038014157;0.0;0.003715004492053221;3.9896621746261184e-05;0.0;0.00048074050048025794;0.0;0.0;0.0;0.0;0.00015776767649811865;0.0
87;adixion;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.864986296208729e-05;2.0964537114771877e-05;0.0;0.00042411615691677275;1.018040112722585e-05;0.0005189968396761037;0.0;4.498836821029288e-05;0.0;0.000708349064289827;6.904989618282994e-05;0.0;0.00323054854818773;0.0;0.0
88;admettre;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.4056833119633746e-05;0.0;8.374307117895908e-05;0.0;0.0;0.0003813217276834545;0.0;0.0;8.757553364347877e-05;0.0;0.0;0.0010477967376234605;0.000705165477812058
89;ado;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.500145609056596e-05;0.0;0.0;0.0;0.0;0.0;0.0;1.3664075457987347e-05;0.0;0.0
